energy_ev,total_up,Ag_p_up,Ag_d_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up
-6.00000000,3.65576662,0.51293081,3.07686617,0.23269326,0.00000000,0.01626166,0.15393549
-5.99399700,3.64245858,0.50674138,3.07213340,0.22897393,0.00000000,0.01609244,0.15101738
-5.98799400,3.63580382,0.50092591,3.07337064,0.22561042,0.00000000,0.01593243,0.14830551
-5.98199100,3.63474622,0.49531667,3.07968396,0.22252985,0.00000000,0.01578034,0.14576958
-5.97598799,3.63823376,0.48975197,3.09017829,0.21966353,0.00000000,0.01563515,0.14337918
-5.96998499,3.64524893,0.48408063,3.10398330,0.21694866,0.00000000,0.01549617,0.14110505
-5.96398199,3.65483520,0.47816579,3.12027621,0.21432956,0.00000000,0.01536298,0.13892025
-5.95797899,3.66611906,0.47188805,3.13830087,0.21175853,0.00000000,0.01523540,0.13680095
-5.95197599,3.67832710,0.46514779,3.15738289,0.20919622,0.00000000,0.01511344,0.13472706
-5.94597299,3.69079817,0.45786677,3.17694052,0.20661172,0.00000000,0.01499727,0.13268270
-5.93996998,3.70299045,0.44998907,3.19649133,0.20398222,0.00000000,0.01488711,0.13065629
-5.93396698,3.71448384,0.44148124,3.21565481,0.20129256,0.00000000,0.01478324,0.12864053
-5.92796398,3.72497796,0.43233196,3.23415124,0.19853444,0.00000000,0.01468589,0.12663219
-5.92196098,3.73428621,0.42255108,3.25179713,0.19570557,0.00000000,0.01459525,0.12463175
-5.91595798,3.74232668,0.41216822,3.26849780,0.19280879,0.00000000,0.01451142,0.12264288
-5.90995498,3.74911034,0.40123100,3.28423757,0.18985109,0.00000000,0.01443442,0.12067194
-5.90395198,3.75472743,0.38980291,3.29906832,0.18684276,0.00000000,0.01436417,0.11872733
-5.89794897,3.75933249,0.37796104,3.31309674,0.18379651,0.00000000,0.01430056,0.11681895
-5.89194597,3.76312892,0.36579348,3.32647109,0.18072675,0.00000000,0.01424344,0.11495761
-5.88594297,3.76635344,0.35339676,3.33936790,0.17764895,0.00000000,0.01419273,0.11315446
-5.87993997,3.76926118,0.34087313,3.35197901,0.17457910,0.00000000,0.01414840,0.11142059
-5.87393697,3.77211168,0.32832784,3.36449954,0.17153329,0.00000000,0.01411061,0.10976657
-5.86793397,3.77515631,0.31586653,3.37711708,0.16852732,0.00000000,0.01407975,0.10820216
-5.86193097,3.77862741,0.30359257,3.39000234,0.16557643,0.00000000,0.01405646,0.10673606
-5.85592796,3.78272932,0.29160471,3.40330161,0.16269505,0.00000000,0.01404178,0.10537575
-5.84992496,3.78763165,0.27999474,3.41713114,0.15989661,0.00000000,0.01403708,0.10412740
-5.84392196,3.79346481,0.26884554,3.43157370,0.15719337,0.00000000,0.01404421,0.10299585
-5.83791896,3.80031797,0.25822932,3.44667722,0.15459622,0.00000000,0.01406544,0.10198464
-5.83191596,3.80823948,0.24820628,3.46245579,0.15211461,0.00000000,0.01410350,0.10109613
-5.82591296,3.81723980,0.23882362,3.47889278,0.14975638,0.00000000,0.01416157,0.10033164
-5.81990995,3.82729678,0.23011501,3.49594617,0.14752773,0.00000000,0.01424328,0.09969167
-5.81390695,3.83836321,0.22210048,3.51355580,0.14543316,0.00000000,0.01435264,0.09917612
-5.80790395,3.85037630,0.21478683,3.53165237,0.14347553,0.00000000,0.01449405,0.09878457
-5.80190095,3.86326888,0.20816848,3.55016779,0.14165616,0.00000000,0.01467221,0.09851662
-5.79589795,3.87698161,0.20222873,3.56904643,0.13997503,0.00000000,0.01489210,0.09837214
-5.78989495,3.89147589,0.19694146,3.58825681,0.13843103,0.00000000,0.01515889,0.09835165
-5.78389195,3.90674653,0.19227306,3.60780286,0.13702235,0.00000000,0.01547788,0.09845657
-5.77788894,3.92283355,0.18818463,3.62773437,0.13574687,0.00000000,0.01585440,0.09868954
-5.77188594,3.93983226,0.18463430,3.64815561,0.13460266,0.00000000,0.01629378,0.09905461
-5.76588294,3.95790079,0.18157951,3.66923152,0.13358838,0.00000000,0.01680118,0.09955741
-5.75987994,3.97726429,0.17897919,3.69119078,0.13270383,0.00000000,0.01738152,0.10020521
-5.75387694,3.99821522,0.17679569,3.71432521,0.13195029,0.00000000,0.01803935,0.10100688
-5.74787394,4.02110907,0.17499638,3.73898492,0.13133083,0.00000000,0.01877870,0.10197273
-5.74187094,4.04635542,0.17355478,3.76556925,0.13085046,0.00000000,0.01960295,0.10311422
-5.73586793,4.07440416,0.17245129,3.79451329,0.13051621,0.00000000,0.02051464,0.10444357
-5.72986493,4.10572720,0.17167332,3.82627031,0.13033684,0.00000000,0.02151532,0.10597320
-5.72386193,4.14079626,0.17121490,3.86129076,0.13032259,0.00000000,0.02260541,0.10771512
-5.71785893,4.18005751,0.17107589,3.89999845,0.13048456,0.00000000,0.02378398,0.10968016
-5.71185593,4.22390432,0.17126067,3.94276517,0.13083402,0.00000000,0.02504870,0.11187720
-5.70585293,4.27264928,0.17177656,3.98988480,0.13138159,0.00000000,0.02639566,0.11431238
-5.69984992,4.32649721,0.17263204,4.04154848,0.13213626,0.00000000,0.02781935,0.11698827
-5.69384692,4.38552052,0.17383488,4.09782201,0.13310453,0.00000000,0.02931267,0.11990318
-5.68784392,4.44963865,0.17539030,4.15862722,0.13428937,0.00000000,0.03086697,0.12305047
-5.68184092,4.51860291,0.17729940,4.22372836,0.13568952,0.00000000,0.03247218,0.12641815
-5.67583792,4.59198802,0.17955785,4.29272469,0.13729870,0.00000000,0.03411706,0.12998852
-5.66983492,4.66919130,0.18215499,4.36505021,0.13910529,0.00000000,0.03578947,0.13373811
-5.66383192,4.74944006,0.18507350,4.43998091,0.14109200,0.00000000,0.03747678,0.13763782
-5.65782891,4.83180741,0.18828952,4.51664984,0.14323608,0.00000000,0.03916627,0.14165334
-5.65182591,4.91523619,0.19177330,4.59406956,0.14550961,0.00000000,0.04084570,0.14574574
-5.64582291,4.99857032,0.19549044,4.67116140,0.14788026,0.00000000,0.04250374,0.14987238
-5.63981991,5.08059237,0.19940337,4.74679054,0.15031217,0.00000000,0.04413062,0.15398791
-5.63381691,5.16006585,0.20347334,4.81980532,0.15276713,0.00000000,0.04571857,0.15804552
-5.62781391,5.23578043,0.20766238,4.88907921,0.15520592,0.00000000,0.04726232,0.16199824
-5.62181091,5.30659787,0.21193546,4.95355356,0.15758968,0.00000000,0.04875949,0.16580035
-5.61580790,5.37149664,0.21626245,5.01227906,0.15988138,0.00000000,0.05021083,0.16940868
-5.60980490,5.42961296,0.22061973,5.06445401,0.16204714,0.00000000,0.05162041,0.17278396
-5.60380190,5.48027618,0.22499156,5.10945733,0.16405741,0.00000000,0.05299556,0.17589195
-5.59779890,5.52303676,0.22937075,5.14687492,0.16588801,0.00000000,0.05434666,0.17870444
-5.59179590,5.55768533,0.23375881,5.17651768,0.16752077,0.00000000,0.05568679,0.18120000
-5.58579290,5.58426168,0.23816548,5.19843045,0.16894395,0.00000000,0.05703120,0.18336445
-5.57978989,5.60305333,0.24260758,5.21289121,0.17015226,0.00000000,0.05839653,0.18519108
-5.57378689,5.61458338,0.24710726,5.22040047,0.17114656,0.00000000,0.05980004,0.18668059
-5.56778389,5.61958845,0.25168976,5.22166132,0.17193328,0.00000000,0.06125863,0.18784072
-5.56178089,5.61898741,0.25638081,5.21755110,0.17252344,0.00000000,0.06278786,0.18868566
-5.55577789,5.61384269,0.26120375,5.20908586,0.17293156,0.00000000,0.06440092,0.18923524
-5.54977489,5.60531590,0.26617664,5.19737947,0.17317440,0.00000000,0.06610767,0.18951395
-5.54377189,5.59461993,0.27130945,5.18359927,0.17326954,0.00000000,0.06791382,0.18954991
-5.53776888,5.58296996,0.27660160,5.16892038,0.17323404,0.00000000,0.06982012,0.18937375
-5.53176588,5.57153568,0.28203997,5.15448091,0.17308324,0.00000000,0.07182190,0.18901753
-5.52576288,5.56139714,0.28759748,5.14134010,0.17282960,0.00000000,0.07390877,0.18851377
-5.51975988,5.55350612,0.29323250,5.13044145,0.17248186,0.00000000,0.07606452,0.18789462
-5.51375688,5.54865508,0.29888898,5.12258238,0.17204450,0.00000000,0.07826742,0.18719119
