energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.47773887,1.49127035,0.00039192,0.18610787,0.21687285,0.13634656,0.88396614,0.86311111,0.44354680,0.00000000
-5.47173587,1.37758890,0.00035271,0.16909748,0.19957222,0.12747196,0.81023104,0.79706635,0.41404327,0.00000000
-5.46573287,1.26700198,0.00031614,0.15264324,0.18284457,0.11872311,0.73885537,0.73286383,0.38506033,0.00000000
-5.45972986,1.16036974,0.00028208,0.13688768,0.16680224,0.11016359,0.67040515,0.67100862,0.35682686,0.00000000
-5.45372686,1.05844041,0.00025047,0.12194915,0.15154068,0.10185139,0.60535682,0.61194112,0.32955036,0.00000000
-5.44772386,0.96184131,0.00022123,0.10792064,0.13713738,0.09383807,0.54409288,0.55603150,0.30341423,0.00000000
-5.44172086,0.87107509,0.00019433,0.09486968,0.12365153,0.08616828,0.48690118,0.50357726,0.27857626,0.00000000
-5.43571786,0.78652045,0.00016971,0.08283908,0.11112440,0.07887949,0.43397760,0.45480340,0.25516791,0.00000000
-5.42971486,0.70843668,0.00014733,0.07184841,0.09958023,0.07200207,0.38543139,0.40986486,0.23329446,0.00000000
-5.42371186,0.63697106,0.00012711,0.06189615,0.08902759,0.06555940,0.34129257,0.36885064,0.21303572,0.00000000
-5.41770885,0.57216827,0.00010898,0.05296222,0.07946092,0.05956822,0.30152068,0.33178910,0.19444706,0.00000000
-5.41170585,0.51398100,0.00009284,0.04501088,0.07086230,0.05403903,0.26601443,0.29865405,0.17756078,0.00000000
-5.40570285,0.46228118,0.00007857,0.03799361,0.06320325,0.04897647,0.23462153,0.26937110,0.16238750,0.00000000
-5.39969985,0.41687101,0.00006606,0.03185221,0.05644644,0.04437985,0.20714841,0.24382408,0.14891756,0.00000000
-5.39369685,0.37749369,0.00005517,0.02652156,0.05054741,0.04024354,0.18336935,0.22186109,0.13712249,0.00000000
-5.38769385,0.34384322,0.00004577,0.02193228,0.04545599,0.03655744,0.16303489,0.20330024,0.12695622,0.00000000
-5.38169085,0.31557344,0.00003771,0.01801313,0.04111771,0.03330743,0.14587924,0.18793477,0.11835645,0.00000000
-5.37568784,0.29230607,0.00003086,0.01469303,0.03747490,0.03047583,0.13162670,0.17553779,0.11124583,0.00000000
-5.36968484,0.27363791,0.00002508,0.01190273,0.03446776,0.02804181,0.11999711,0.16586643,0.10553326,0.00000000
-5.36368184,0.25914743,0.00002025,0.00957616,0.03203514,0.02598187,0.11071034,0.15866570,0.10111527,0.00000000
-5.35767884,0.24840076,0.00001624,0.00765145,0.03011533,0.02427037,0.10348994,0.15367212,0.09787756,0.00000000
-5.35167584,0.24095748,0.00001294,0.00607158,0.02864669,0.02288005,0.09806615,0.15061723,0.09569667,0.00000000
-5.34567284,0.23637629,0.00001025,0.00478482,0.02756826,0.02178263,0.09417834,0.14923109,0.09444201,0.00000000
-5.33966983,0.23422073,0.00000807,0.00374490,0.02682028,0.02094946,0.09157701,0.14924588,0.09397810,0.00000000
-5.33366683,0.23406512,0.00000633,0.00291095,0.02634477,0.02035224,0.09002560,0.15039974,0.09416704,0.00000000
-5.32766383,0.23550072,0.00000495,0.00224734,0.02608606,0.01996373,0.08930200,0.15244075,0.09487123,0.00000000
-5.32166083,0.23814208,0.00000388,0.00172338,0.02599132,0.01975856,0.08920002,0.15513108,0.09595637,0.00000000
-5.31565783,0.24163356,0.00000307,0.00131295,0.02601112,0.01971400,0.08953077,0.15825127,0.09729439,0.00000000
-5.30965483,0.24565575,0.00000247,0.00099406,0.02609997,0.01981079,0.09012394,0.16160452,0.09876658,0.00000000
-5.30365183,0.24993170,0.00000207,0.00074838,0.02621681,0.02003384,0.09082903,0.16502079,0.10026650,0.00000000
-5.29764882,0.25423266,0.00000184,0.00056085,0.02632552,0.02037298,0.09151640,0.16836062,0.10170275,0.00000000
-5.29164582,0.25838307,0.00000176,0.00041921,0.02639529,0.02082357,0.09207816,0.17151845,0.10300141,0.00000000
-5.28564282,0.26226448,0.00000184,0.00031361,0.02640097,0.02138697,0.09242879,0.17442523,0.10410801,0.00000000
-5.27963982,0.26581827,0.00000209,0.00023622,0.02632330,0.02207094,0.09250547,0.17705019,0.10498902,0.00000000
-5.27363682,0.26904674,0.00000252,0.00018094,0.02614899,0.02288978,0.09226793,0.17940156,0.10563264,0.00000000
-5.26763382,0.27201266,0.00000316,0.00014308,0.02587070,0.02386439,0.09169802,0.18152618,0.10604896,0.00000000
-5.26163082,0.27483679,0.00000405,0.00011914,0.02548690,0.02502200,0.09079864,0.18350789,0.10626938,0.00000000
-5.25562781,0.27769377,0.00000524,0.00010659,0.02500150,0.02639581,0.08959235,0.18546457,0.10634529,0.00000000
-5.24962481,0.28080593,0.00000679,0.00010369,0.02442348,0.02802428,0.08811940,0.18754405,0.10634600,0.00000000
-5.24362181,0.28443555,0.00000878,0.00010938,0.02376631,0.02995031,0.08643541,0.18991881,0.10635612,0.00000000
-5.23761881,0.28887542,0.00001132,0.00012314,0.02304726,0.03222013,0.08460860,0.19277955,0.10647221,0.00000000
-5.23161581,0.29443812,0.00001450,0.00014491,0.02228671,0.03488203,0.08271680,0.19632803,0.10679909,0.00000000
-5.22561281,0.30144433,0.00001845,0.00017500,0.02150733,0.03798492,0.08084417,0.20076916,0.10744570,0.00000000
-5.21960980,0.31021044,0.00002333,0.00021407,0.02073324,0.04157671,0.07907783,0.20630272,0.10852082,0.00000000
-5.21360680,0.32103590,0.00002929,0.00026304,0.01998920,0.04570267,0.07750453,0.21311496,0.11012866,0.00000000
-5.20760380,0.33419080,0.00003651,0.00032305,0.01929982,0.05040360,0.07620728,0.22137040,0.11236462,0.00000000
-5.20160080,0.34990398,0.00004519,0.00039545,0.01868875,0.05571412,0.07526235,0.23120409,0.11531123,0.00000000
-5.19559780,0.36835219,0.00005554,0.00048172,0.01817803,0.06166088,0.07473642,0.24271466,0.11903449,0.00000000
-5.18959480,0.38965060,0.00006777,0.00058342,0.01778743,0.06826096,0.07468417,0.25595845,0.12358077,0.00000000
-5.18359180,0.41384514,0.00008209,0.00070219,0.01753397,0.07552029,0.07514629,0.27094489,0.12897428,0.00000000
-5.17758879,0.44090682,0.00009873,0.00083962,0.01743143,0.08343237,0.07614801,0.28763345,0.13521527,0.00000000
-5.17158579,0.47072840,0.00011790,0.00099725,0.01749011,0.09197713,0.07769811,0.30593223,0.14227907,0.00000000
-5.16558279,0.50312345,0.00013977,0.00117644,0.01771653,0.10112017,0.07978860,0.32569834,0.15011584,0.00000000
-5.15957979,0.53782800,0.00016451,0.00137835,0.01811336,0.11081220,0.08239481,0.34674006,0.15865128,0.00000000
-5.15357679,0.57450478,0.00019223,0.00160381,0.01867940,0.12098896,0.08547611,0.36882090,0.16778805,0.00000000
-5.14757379,0.61274982,0.00022302,0.00185328,0.01940964,0.13157138,0.08897716,0.39166519,0.17740803,0.00000000
-5.14157079,0.65210141,0.00025688,0.00212672,0.02029543,0.14246626,0.09282954,0.41496541,0.18737521,0.00000000
-5.13556778,0.69205120,0.00029375,0.00242357,0.02132471,0.15356723,0.09695387,0.43839075,0.19753928,0.00000000
-5.12956478,0.73205689,0.00033351,0.00274264,0.02248236,0.16475620,0.10126221,0.46159674,0.20773966,0.00000000
-5.12356178,0.77155640,0.00037593,0.00308208,0.02375056,0.17590511,0.10566077,0.48423565,0.21780984,0.00000000
-5.11755878,0.80998298,0.00042070,0.00343934,0.02510924,0.18687809,0.11005272,0.50596730,0.22758206,0.00000000
-5.11155578,0.84678073,0.00046743,0.00381118,0.02653658,0.19753391,0.11434115,0.52646986,0.23689201,0.00000000
-5.10555278,0.88142015,0.00051562,0.00419362,0.02800957,0.20772873,0.11843198,0.54545027,0.24558339,0.00000000
-5.09954977,0.91341313,0.00056470,0.00458208,0.02950456,0.21731902,0.12223676,0.56265398,0.25351236,0.00000000
-5.09354677,0.94232695,0.00061401,0.00497136,0.03099790,0.22616464,0.12567528,0.57787346,0.26055156,0.00000000
-5.08754377,0.96779674,0.00066285,0.00535580,0.03246654,0.23413205,0.12867793,0.59095535,0.26659362,0.00000000
-5.08154077,0.98953607,0.00071044,0.00572939,0.03388863,0.24109745,0.13118765,0.60180586,0.27155407,0.00000000
-5.07553777,1.00734520,0.00075600,0.00608590,0.03524413,0.24694980,0.13316155,0.61039411,0.27537361,0.00000000
-5.06953477,1.02111669,0.00079874,0.00641910,0.03651536,0.25159373,0.13457198,0.61675350,0.27801947,0.00000000
-5.06353177,1.03083819,0.00083786,0.00672290,0.03768745,0.25495209,0.13540718,0.62098070,0.27948605,0.00000000
-5.05752876,1.03659225,0.00087265,0.00699159,0.03874884,0.25696813,0.13567139,0.62323252,0.27979471,0.00000000
-5.05152576,1.03855310,0.00090243,0.00721999,0.03969150,0.25760727,0.13538449,0.62372062,0.27899264,0.00000000
-5.04552276,1.03698045,0.00092664,0.00740366,0.04051119,0.25685828,0.13458112,0.62270415,0.27715104,0.00000000
-5.03951976,1.03221058,0.00094481,0.00753908,0.04120757,0.25473388,0.13330940,0.62048081,0.27436245,0.00000000
-5.03351676,1.02464493,0.00095662,0.00762378,0.04178411,0.25127077,0.13162924,0.61737632,0.27073757,0.00000000
-5.02751376,1.01473665,0.00096190,0.00765645,0.04224796,0.24652892,0.12961043,0.61373300,0.26640143,0.00000000
-5.02151076,1.00297557,0.00096065,0.00763707,0.04260970,0.24059030,0.12733035,0.60989767,0.26148923,0.00000000
-5.01550775,0.98987225,0.00095302,0.00756692,0.04288294,0.23355702,0.12487175,0.60620954,0.25614198,0.00000000
-5.00950475,0.97594171,0.00093934,0.00744860,0.04308389,0.22554884,0.12232035,0.60298845,0.25050197,0.00000000
-5.00350175,0.96168752,0.00092011,0.00728604,0.04323094,0.21670036,0.11976262,0.60052411,0.24470851,0.00000000
-4.99749875,0.94758703,0.00089599,0.00708441,0.04334411,0.20715779,0.11728373,0.59906672,0.23889377,0.00000000
-4.99149575,0.93407840,0.00086780,0.00685009,0.04344462,0.19707547,0.11496575,0.59881951,0.23317925,0.00000000
-4.98549275,0.92154993,0.00083647,0.00659052,0.04355456,0.18661239,0.11288624,0.59993362,0.22767272,0.00000000
-4.97948974,0.91033246,0.00080306,0.00631411,0.04369658,0.17592871,0.11111724,0.60250542,0.22246593,0.00000000
-4.97348674,0.90069498,0.00076875,0.00603015,0.04389380,0.16518243,0.10972477,0.60657668,0.21763316,0.00000000
-4.96748374,0.89284383,0.00073476,0.00574864,0.04416981,0.15452641,0.10876878,0.61213759,0.21323063,0.00000000
-4.96148074,0.88692552,0.00070241,0.00548021,0.04454894,0.14410576,0.10830358,0.61913234,0.20929677,0.00000000
-4.95547774,0.88303291,0.00067301,0.00523601,0.04505661,0.13405571,0.10837867,0.62746732,0.20585343,0.00000000
-4.94947474,0.88121456,0.00064794,0.00502760,0.04571986,0.12450001,0.10904007,0.63702133,0.20290780,0.00000000
-4.94347174,0.88148647,0.00062854,0.00486692,0.04656810,0.11554986,0.11033172,0.64765731,0.20045505,0.00000000
-4.93746873,0.88384568,0.00061616,0.00476621,0.04763377,0.10730340,0.11229721,0.65923510,0.19848145,0.00000000
-4.93146573,0.88828478,0.00061209,0.00473794,0.04895323,0.09984568,0.11498148,0.67162424,0.19696784,0.00000000
-4.92546273,0.89480633,0.00061759,0.00479481,0.05056742,0.09324906,0.11843238,0.68471638,0.19589322,0.00000000
-4.91945973,0.90343623,0.00063384,0.00494971,0.05252257,0.08757391,0.12270201,0.69843617,0.19523826,0.00000000
-4.91345673,0.91423516,0.00066194,0.00521568,0.05487057,0.08286967,0.12784772,0.71275022,0.19498845,0.00000000
-4.90745373,0.92730705,0.00070287,0.00560589,0.05766926,0.07917592,0.13393257,0.72767328,0.19513686,0.00000000
-4.90145073,0.94280405,0.00075750,0.00613357,0.06098220,0.07652355,0.14102528,0.74327132,0.19568613,0.00000000
-4.89544772,0.96092726,0.00082656,0.00681199,0.06487820,0.07493590,0.14919958,0.75966091,0.19664975,0.00000000
-4.88944472,0.98192326,0.00091058,0.00765436,0.06943041,0.07442967,0.15853293,0.77700516,0.19805250,0.00000000
-4.88344172,1.00607612,0.00100995,0.00867377,0.07471496,0.07501576,0.16910481,0.79550595,0.19992996,0.00000000
-4.87743872,1.03369545,0.00112481,0.00988311,0.08080921,0.07669972,0.18099444,0.81539298,0.20232725,0.00000000
-4.87143572,1.06510093,0.00125509,0.01129493,0.08778965,0.07948208,0.19427832,0.83691011,0.20529699,0.00000000
-4.86543272,1.10060424,0.00140043,0.01292142,0.09572950,0.08335837,0.20902762,0.86029972,0.20889674,0.00000000
-4.85942971,1.14048936,0.00156024,0.01477431,0.10469610,0.08831899,0.22530566,0.88578587,0.21318592,0.00000000
-4.85342671,1.18499249,0.00173361,0.01686485,0.11474819,0.09434888,0.24316570,0.91355744,0.21822266,0.00000000
-4.84742371,1.23428283,0.00191935,0.01920376,0.12593329,0.10142717,0.26264928,0.94375199,0.22406060,0.00000000
-4.84142071,1.28844546,0.00211597,0.02180132,0.13828523,0.10952682,0.28378521,0.97644152,0.23074595,0.00000000
-4.83541771,1.34746748,0.00232166,0.02466744,0.15182198,0.11861430,0.30658948,1.01162101,0.23831503,0.00000000
-4.82941471,1.41122848,0.00253436,0.02781176,0.16654400,0.12864948,0.33106604,1.04920047,0.24679239,0.00000000
-4.82341171,1.47949595,0.00275175,0.03124386,0.18243310,0.13958573,0.35720855,1.08900104,0.25618970,0.00000000
-4.81740870,1.55192622,0.00297124,0.03497344,0.19945198,0.15137018,0.38500302,1.13075566,0.26650546,0.00000000
-4.81140570,1.62807093,0.00319011,0.03901053,0.21754444,0.16394442,0.41443114,1.17411416,0.27772543,0.00000000
-4.80540270,1.70738886,0.00340544,0.04336566,0.23663636,0.17724526,0.44547405,1.21865277,0.28982392,0.00000000
-4.79939970,1.78926252,0.00361428,0.04805004,0.25663728,0.19120584,0.47811632,1.26388760,0.30276559,0.00000000
-4.79339670,1.87301855,0.00381361,0.05307551,0.27744262,0.20575687,0.51234962,1.30929129,0.31650776,0.00000000
-4.78739370,1.95795083,0.00400047,0.05845455,0.29893630,0.22082791,0.54817576,1.35431210,0.33100289,0.00000000
-4.78139070,2.04334487,0.00417202,0.06419997,0.32099376,0.23634861,0.58560869,1.39839439,0.34620106,0.00000000
-4.77538769,2.12850204,0.00432556,0.07032445,0.34348492,0.25224988,0.62467487,1.44099930,0.36205220,0.00000000
-4.76938469,2.21276224,0.00445866,0.07683988,0.36627726,0.26846478,0.66541200,1.48162470,0.37850771,0.00000000
-4.76338169,2.29552349,0.00456919,0.08375643,0.38923842,0.28492904,0.70786546,1.51982321,0.39552149,0.00000000
-4.75737869,2.37625745,0.00465537,0.09108139,0.41223845,0.30158122,0.75208278,1.55521739,0.41304997,0.00000000
-4.75137569,2.45451975,0.00471581,0.09881782,0.43515143,0.31836245,0.79810574,1.58751139,0.43105133,0.00000000
-4.74537269,2.52995481,0.00474959,0.10696304,0.45785632,0.33521563,0.84596066,1.61649841,0.44948356,0.00000000
-4.73936968,2.60229477,0.00475623,0.11550693,0.48023719,0.35208435,0.89564708,1.64206388,0.46830184,0.00000000
-4.73336668,2.67135291,0.00473574,0.12443037,0.50218262,0.36891130,0.94712537,1.66418411,0.48745502,0.00000000
-4.72736368,2.73701216,0.00468862,0.13370360,0.52358460,0.38563668,1.00030414,1.68292078,0.50688170,0.00000000
-4.72136068,2.79920968,0.00461584,0.14328490,0.54433689,0.40219640,1.05502806,1.69841183,0.52650608,0.00000000
-4.71535768,2.85791886,0.00451881,0.15311946,0.56433326,0.41852043,1.11106710,1.71085926,0.54623396,0.00000000
-4.70935468,2.91313011,0.00439935,0.16313880,0.58346571,0.43453155,1.16810809,1.72051483,0.56594927,0.00000000
-4.70335168,2.96483215,0.00425967,0.17326058,0.60162299,0.45014451,1.22574944,1.72766454,0.58551150,0.00000000
-4.69734867,3.01299530,0.00410229,0.18338911,0.61868967,0.46526588,1.28349971,1.73261298,0.60475431,0.00000000
-4.69134567,3.05755815,0.00392999,0.19341648,0.63454613,0.47979474,1.34078071,1.73566828,0.62348568,0.00000000
-4.68534267,3.09841883,0.00374574,0.20322432,0.64906939,0.49362422,1.39693542,1.73712872,0.64148973,0.00000000
-4.67933967,3.13543166,0.00355264,0.21268632,0.66213512,0.50664396,1.45124077,1.73727166,0.65853035,0.00000000
-4.67333667,3.16840963,0.00335385,0.22167122,0.67362077,0.51874346,1.50292515,1.73634518,0.67435662,0.00000000
-4.66733367,3.19713270,0.00315253,0.23004638,0.68340969,0.52981614,1.55119013,1.73456282,0.68870982,0.00000000
-4.66133067,3.22136134,0.00295175,0.23768165,0.69139614,0.53976401,1.59523546,1.73210157,0.70133186,0.00000000
-4.65532766,3.24085462,0.00275448,0.24445348,0.69749087,0.54850270,1.63428653,1.72910272,0.71197479,0.00000000
-4.64932466,3.25539139,0.00256348,0.25024893,0.70162703,0.55596647,1.66762284,1.72567546,0.72041083,0.00000000
-4.64332166,3.26479324,0.00238129,0.25496960,0.70376582,0.56211304,1.69460624,1.72190259,0.72644254,0.00000000
