energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.72986493,4.95459275,0.07415195,0.24191970,1.31823472,0.38009576,0.10110979,2.06601440,0.70780802,0.82245681
-5.72386193,4.88607201,0.07256102,0.23693476,1.32009317,0.37237233,0.10007982,2.04341189,0.69280861,0.80716412
-5.71785893,4.81252848,0.07093210,0.23185897,1.32031562,0.36463502,0.09898506,2.01883697,0.67730052,0.79075758
-5.71185593,4.73672466,0.06932690,0.22687178,1.31942342,0.35717073,0.09788871,1.99339324,0.66176047,0.77371178
-5.70585293,4.66139990,0.06780645,0.22214964,1.31795406,0.35026137,0.09685424,1.96818378,0.64665456,0.75649511
-5.69984992,4.58919639,0.06642926,0.21786119,1.31644644,0.34417640,0.09594358,1.94428179,0.63242632,0.73955631
-5.69384692,4.52258926,0.06524965,0.21416271,1.31542618,0.33916583,0.09521539,1.92270239,0.61948554,0.72331211
-5.68784392,4.46382239,0.06431629,0.21119394,1.31539118,0.33545372,0.09472329,1.90437622,0.60819843,0.70813611
-5.68184092,4.41485194,0.06367078,0.20907440,1.31679793,0.33323241,0.09451428,1.89012561,0.59887906,0.69434938
-5.67583792,4.37729884,0.06334658,0.20790028,1.32004878,0.33265760,0.09462726,1.88064389,0.59178248,0.68221299
-5.66983492,4.35241136,0.06336810,0.20774207,1.32548057,0.33384438,0.09509173,1.87647823,0.58709960,0.67192262
-5.66383192,4.34103850,0.06375013,0.20864283,1.33335494,0.33686432,0.09592671,1.87801658,0.58495381,0.66360534
-5.65782891,4.34361472,0.06449755,0.21061731,1.34385041,0.34174359,0.09713993,1.88547873,0.58539956,0.65731870
-5.65182591,4.36015587,0.06560525,0.21365179,1.35705666,0.34846225,0.09872730,1.89891189,0.58842259,0.65305184
-5.64582291,4.39026647,0.06705847,0.21770472,1.37297102,0.35695457,0.10067272,1.91819064,0.59394202,0.65072878
-5.63981991,4.43315744,0.06883328,0.22270811,1.39149728,0.36711052,0.10294818,1.94302130,0.60181396,0.65021346
-5.63381691,4.48767394,0.07089735,0.22856957,1.41244705,0.37877819,0.10551422,1.97295054,0.61183659,0.65131642
-5.62781391,4.55233200,0.07321101,0.23517497,1.43554341,0.39176733,0.10832078,2.00737792,0.62375653,0.65380278
-5.62181091,4.62536310,0.07572836,0.24239169,1.46042704,0.40585366,0.11130830,2.04557216,0.63727621,0.65740130
-5.61580790,4.70476505,0.07839863,0.25007226,1.48666452,0.42078406,0.11440921,2.08669049,0.65206223,0.66181406
-5.60980490,4.78835800,0.08116759,0.25805832,1.51375869,0.43628242,0.11754968,2.12980074,0.66775416,0.66672655
-5.60380190,4.87384379,0.08397903,0.26618486,1.54116084,0.45205601,0.12065154,2.17390554,0.68397393,0.67181774
-5.59779890,4.95886712,0.08677628,0.27428455,1.56828432,0.46780234,0.12363450,2.21796794,0.70033525,0.67676989
-5.59179590,5.04107689,0.08950362,0.28219197,1.59451935,0.48321612,0.12641833,2.26093782,0.71645304,0.68127779
-5.58579290,5.11818607,0.09210767,0.28974787,1.61924851,0.49799641,0.12892521,2.30177833,0.73195259,0.68505715
-5.57978989,5.18802840,0.09453865,0.29680302,1.64186257,0.51185356,0.13108193,2.33949171,0.74647823,0.68785191
-5.57378689,5.24861064,0.09675153,0.30322186,1.66177617,0.52451588,0.13282203,2.37314364,0.75970136,0.68944038
-5.56778389,5.29815886,0.09870685,0.30888557,1.67844292,0.53573574,0.13408771,2.40188562,0.77132760,0.68963993
-5.56178089,5.33515773,0.10037156,0.31369475,1.69136944,0.54529516,0.13483144,2.42497465,0.78110300,0.68831026
-5.55577789,5.35838176,0.10171943,0.31757141,1.70012804,0.55301035,0.13501729,2.44178968,0.78881912,0.68535527
-5.54977489,5.36691799,0.10273141,0.32046037,1.70436754,0.55873551,0.13462185,2.45184455,0.79431693,0.68072336
-5.54377189,5.36017961,0.10339566,0.32232997,1.70382201,0.56236547,0.13363472,2.45479694,0.79748939,0.67440639
-5.53776888,5.33791037,0.10370739,0.32317215,1.69831716,0.56383717,0.13205863,2.45045329,0.79828275,0.66643742
-5.53176588,5.30018023,0.10366860,0.32300180,1.68777416,0.56313015,0.12990905,2.43876964,0.79669651,0.65688722
-5.52576288,5.24737243,0.10328756,0.32185558,1.67221088,0.56026580,0.12721354,2.41984858,0.79278216,0.64585992
-5.51975988,5.18016295,0.10257818,0.31979006,1.65174050,0.55530556,0.12401062,2.39393236,0.78664058,0.63348788
-5.51375688,5.09949328,0.10155931,0.31687948,1.62656759,0.54834824,0.12034842,2.36139287,0.77841841,0.61992614
-5.50775388,5.00653766,0.10025394,0.31321302,1.59698182,0.53952644,0.11628303,2.32271861,0.76830335,0.60534645
-5.50175088,4.90266610,0.09868840,0.30889184,1.56334960,0.52900229,0.11187680,2.27849945,0.75651862,0.58993143
-5.49574787,4.78940451,0.09689151,0.30402589,1.52610384,0.51696275,0.10719640,2.22940967,0.74331676,0.57386873
-5.48974487,4.66839340,0.09489383,0.29873069,1.48573237,0.50361452,0.10231102,2.17618988,0.72897282,0.55734571
-5.48374187,4.54134638,0.09272686,0.29312409,1.44276525,0.48917887,0.09729051,2.11962839,0.71377731,0.54054459
-5.47773887,4.41000977,0.09042240,0.28732323,1.39776158,0.47388648,0.09220372,2.06054274,0.69802905,0.52363825
-5.47173587,4.27612439,0.08801197,0.28144175,1.35129604,0.45797244,0.08711699,1.99976168,0.68202801,0.50678687
-5.46573287,4.14139040,0.08552624,0.27558726,1.30394574,0.44167164,0.08209281,1.93810821,0.66606852,0.49013528
-5.45972986,4.00743602,0.08299472,0.26985930,1.25627774,0.42521455,0.07718882,1.87638391,0.65043286,0.47381131
-5.45372686,3.87579056,0.08044534,0.26434758,1.20883749,0.40882353,0.07245695,1.81535501,0.63538553,0.45792475
-5.44772386,3.74786222,0.07790428,0.25913087,1.16213862,0.39270963,0.06794293,1.75574020,0.62116824,0.44256723
-5.44172086,3.62492078,0.07539579,0.25427616,1.11665430,0.37707011,0.06368594,1.69820046,0.60799581,0.42781264
-5.43571786,3.50808518,0.07294210,0.24983843,1.07281023,0.36208639,0.05971863,1.64333104,0.59605308,0.41371818
-5.42971486,3.39831590,0.07056338,0.24586073,1.03097950,0.34792268,0.05606719,1.59165535,0.58549280,0.40032585
-5.42371186,3.29641206,0.06827775,0.24237473,0.99147936,0.33472501,0.05275177,1.54362116,0.57643468,0.38766417
-5.41770885,3.20301267,0.06610135,0.23940153,0.95456972,0.32262089,0.04978686,1.49959866,0.56896552,0.37575019
-5.41170585,3.11860195,0.06404837,0.23695281,0.92045353,0.31171921,0.04718197,1.45988056,0.56314035,0.36459158
-5.40570285,3.04351805,0.06213119,0.23503215,0.88927866,0.30211063,0.04494220,1.42468413,0.55898460,0.35418860
-5.39969985,2.97796494,0.06036045,0.23363652,0.86114130,0.29386823,0.04306904,1.39415483,0.55649713,0.34453615
-5.39369685,2.92202662,0.05874521,0.23275781,0.83609050,0.28704836,0.04156098,1.36837166,0.55565394,0.33562546
-5.38769385,2.87568329,0.05729306,0.23238444,0.81413362,0.28169170,0.04041424,1.34735371,0.55641255,0.32744576
-5.38169085,2.83882874,0.05601024,0.23250282,0.79524248,0.27782444,0.03962341,1.33106792,0.55871655,0.31998552
-5.37568784,2.81128816,0.05490177,0.23309874,0.77935973,0.27545948,0.03918198,1.31943750,0.56250045,0.31323359
-5.36968484,2.79283568,0.05397158,0.23415855,0.76640541,0.27459765,0.03908280,1.31235084,0.56769419,0.30717990
-5.36368184,2.78321087,0.05322256,0.23567008,0.75628302,0.27522884,0.03931843,1.30967039,0.57422744,0.30181599
-5.35767884,2.78213326,0.05265670,0.23762328,0.74888526,0.27733302,0.03988135,1.31124107,0.58203316,0.29713515
-5.35167584,2.78931427,0.05227505,0.24001055,0.74409878,0.28088106,0.04076405,1.31689784,0.59105039,0.29313228
-5.34567284,2.80446578,0.05207778,0.24282662,0.74180808,0.28583527,0.04195896,1.32647200,0.60122598,0.28980354
-5.33966983,2.82730493,0.05206411,0.24606818,0.74189825,0.29214980,0.04345823,1.33979577,0.61251523,0.28714560
-5.33366683,2.85755466,0.05223222,0.24973302,0.74425643,0.29977057,0.04525345,1.35670500,0.62488136,0.28515474
-5.32766383,2.89493999,0.05257908,0.25381902,0.74877219,0.30863503,0.04733515,1.37703958,0.63829378,0.28382569
-5.32166083,2.93918030,0.05310031,0.25832265,0.75533668,0.31867158,0.04969229,1.40064187,0.65272529,0.28315028
-5.31565783,2.98997786,0.05378992,0.26323751,0.76384088,0.32979875,0.05231166,1.42735284,0.66814848,0.28311605
-5.30965483,3.04700364,0.05464010,0.26855259,0.77417302,0.34192428,0.05517723,1.45700647,0.68453137,0.28370474
-5.30365183,3.10988122,0.05564098,0.27425060,0.78621552,0.35494406,0.05826952,1.48942270,0.70183281,0.28489089
-5.29764882,3.17817020,0.05678040,0.28030654,0.79984167,0.36874121,0.06156505,1.52439950,0.71999781,0.28664058
-5.29164582,3.25135049,0.05804376,0.28668632,0.81491250,0.38318530,0.06503586,1.56170467,0.73895331,0.28891044
-5.28564282,3.32880888,0.05941395,0.29334594,0.83127402,0.39813198,0.06864920,1.60106821,0.75860463,0.29164695
-5.27963982,3.40982943,0.06087136,0.30023105,0.84875514,0.41342308,0.07236735,1.64217592,0.77883299,0.29478625
-5.27363682,3.49358894,0.06239403,0.30727707,0.86716667,0.42888731,0.07614777,1.68466493,0.79949433,0.29825448
-5.26763382,3.57915850,0.06395796,0.31440992,0.88630136,0.44434180,0.07994341,1.72812193,0.82041969,0.30196860
-5.26163082,3.66551190,0.06553752,0.32154735,0.90593523,0.45959434,0.08370331,1.77208441,0.84141716,0.30583790
-5.25562781,3.75154113,0.06710606,0.32860085,0.92583021,0.47444651,0.08737353,1.81604540,0.86227543,0.30976602
-5.24962481,3.83607890,0.06863670,0.33547808,0.94573793,0.48869764,0.09089822,1.85946170,0.88276883,0.31365352
-5.24362181,3.91792745,0.07010311,0.34208569,0.96540462,0.50214946,0.09422106,1.90176548,0.90266367,0.31740088
-5.23761881,3.99589259,0.07148055,0.34833243,0.98457680,0.51461135,0.09728676,1.94237895,0.92172543,0.32091181
-5.23161581,4.06882151,0.07274683,0.35413234,1.00300755,0.52590597,0.10004276,1.98073140,0.93972664,0.32409675
-5.22561281,4.13564258,0.07388338,0.35940791,1.02046292,0.53587507,0.10244100,2.01627793,0.95645480,0.32687629
-5.21960980,4.19540494,0.07487620,0.36409302,1.03672830,0.54438513,0.10443960,2.04851883,0.97172003,0.32918454
-5.21360680,4.24731600,0.07571676,0.36813543,1.05161425,0.55133268,0.10600449,2.07701865,0.98536201,0.33097198
-5.20760380,4.29077456,0.07640276,0.37149875,1.06496162,0.55664885,0.10711088,2.10142391,0.99725581,0.33220794
-5.20160080,4.32539784,0.07693870,0.37416382,1.07664554,0.56030297,0.10774442,2.12147834,1.00731622,0.33288229
-5.19559780,4.35104058,0.07733615,0.37612929,1.08657831,0.56230503,0.10790205,2.13703492,1.01550050,0.33300639
-5.18959480,4.36780528,0.07761387,0.37741148,1.09471085,0.56270668,0.10759247,2.14806374,1.02180935,0.33261324
-5.18359180,4.37604254,0.07779757,0.37804350,1.10103279,0.56160080,0.10683625,2.15465536,1.02628606,0.33175668
-5.17758879,4.37634153,0.07791941,0.37807374,1.10557133,0.55911943,0.10566536,2.15701930,1.02901395,0.33050970
-5.17158579,4.36951076,0.07801718,0.37756366,1.10838871,0.55543031,0.10412247,2.15547756,1.03011240,0.32896204
-5.16558279,4.35654990,0.07813330,0.37658524,1.10957884,0.55073184,0.10225963,2.15045355,1.02973156,0.32721699
-5.15957979,4.33861416,0.07831346,0.37521804,1.10926297,0.54524698,0.10013679,2.14245687,1.02804617,0.32538761
-5.15357679,4.31697248,0.07860523,0.37354610,1.10758489,0.53921602,0.09781984,2.13206462,1.02524884,0.32359259
-5.14757379,4.29296185,0.07905638,0.37165486,1.10470576,0.53288877,0.09537857,2.11990016,1.02154318,0.32195181
-5.14157079,4.26793946,0.07971322,0.36962814,1.10079896,0.52651630,0.09288439,2.10661031,1.01713704,0.32058183
-5.13556778,4.24323512,0.08061891,0.36754553,1.09604504,0.52034276,0.09040809,2.09284210,1.01223626,0.31959157
-5.12956478,4.22010575,0.08181178,0.36547992,1.09062705,0.51459746,0.08801755,2.07922010,1.00703914,0.31907822
-5.12356178,4.19969399,0.08332381,0.36349569,1.08472645,0.50948769,0.08577573,2.06632534,1.00173184,0.31912365
-5.11755878,4.18299254,0.08517930,0.36164725,1.07851947,0.50519244,0.08373872,2.05467671,0.99648477,0.31979140
-5.11155578,4.17081548,0.08739371,0.35997810,1.07217425,0.50185740,0.08195426,2.04471569,0.99145012,0.32112433
-5.10555278,4.16377749,0.08997286,0.35852043,1.06584858,0.49959128,0.08046041,2.03679474,0.98676038,0.32314317
-5.09954977,4.16228164,0.09291240,0.35729510,1.05968820,0.49846371,0.07928483,2.03116998,0.98252784,0.32584572
-5.09354677,4.16651566,0.09619763,0.35631213,1.05382571,0.49850460,0.07844425,2.02799798,0.97884490,0.32920701
-5.08754377,4.17645645,0.09980367,0.35557141,1.04837984,0.49970510,0.07794450,2.02733677,0.97578505,0.33318021
-5.08154077,4.19188228,0.10369603,0.35506377,1.04345511,0.50201991,0.07778084,2.02915067,0.97340427,0.33769831
-5.07553777,4.21239150,0.10783144,0.35477218,1.03914162,0.50537081,0.07793868,2.03331845,0.97174278,0.34267641
-5.06953477,4.23742662,0.11215903,0.35467313,1.03551497,0.50965125,0.07839455,2.03964416,0.97082671,0.34801461
-5.06353177,4.26630233,0.11662176,0.35473795,1.03263619,0.51473167,0.07911741,2.04786996,0.97066982,0.35360137
-5.05752876,4.29823578,0.12115803,0.35493423,1.03055154,0.52046528,0.08007000,2.05769004,0.97127485,0.35931701
-5.05152576,4.33237773,0.12570341,0.35522704,1.02929214,0.52669402,0.08121041,2.06876493,0.97263454,0.36503755
-5.04552276,4.36784286,0.13019249,0.35558014,1.02887349,0.53325441,0.08249360,2.08073529,0.97473220,0.37063831
-5.03951976,4.40373802,0.13456066,0.35595691,1.02929475,0.53998302,0.08387290,2.09323458,0.97754175,0.37599754
-5.03351676,4.43918715,0.13874580,0.35632119,1.03053789,0.54672127,0.08530148,2.10590007,0.98102732,0.38099963
-5.02751376,4.47335200,0.14268985,0.35663790,1.03256677,0.55331959,0.08673359,2.11838164,0.98514237,0.38553800
-5.02151076,4.50544819,0.14634011,0.35687345,1.03532625,0.55964048,0.08812564,2.13034825,0.98982850,0.38951738
-5.01550775,4.53475620,0.14965031,0.35699603,1.03874145,0.56556078,0.08943714,2.14149197,0.99501405,0.39285564
-5.00950475,4.56062754,0.15258138,0.35697567,1.04271731,0.57097286,0.09063137,2.15152972,1.00061261,0.39548499
-5.00350175,4.58248662,0.15510190,0.35678428,1.04713854,0.57578496,0.09167579,2.16020306,1.00652172,0.39735253
-4.99749875,4.59982881,0.15718821,0.35639555,1.05187027,0.57992080,0.09254242,2.16727641,1.01262186,0.39842034
-4.99149575,4.61221599,0.15882428,0.35578487,1.05675938,0.58331848,0.09320783,2.17253421,1.01877598,0.39866499
-4.98549275,4.61927035,0.16000129,0.35492925,1.06163662,0.58592902,0.09365317,2.17577776,1.02482972,0.39807670
-4.97948974,4.62066783,0.16071699,0.35380733,1.06631979,0.58771470,0.09386403,2.17682222,1.03061254,0.39665814
-4.97348674,4.61613216,0.16097496,0.35239946,1.07061767,0.58864732,0.09383015,2.17549430,1.03593976,0.39442302
-4.96748374,4.60543038,0.16078373,0.35068790,1.07433488,0.58870665,0.09354523,2.17163119,1.04061559,0.39139463
-4.96148074,4.58837074,0.16015587,0.34865723,1.07727752,0.58787918,0.09300663,2.16508095,1.04443725,0.38760434
-4.95547774,4.56480307,0.15910714,0.34629477,1.07925929,0.58615723,0.09221511,2.15570455,1.04719988,0.38309015
-4.94947474,4.53462205,0.15765573,0.34359116,1.08010788,0.58353861,0.09117462,2.14337951,1.04870228,0.37789548
-4.94347174,4.49777276,0.15582153,0.34054105,1.07967140,0.58002656,0.08989206,2.12800486,1.04875308,0.37206803
-4.93746873,4.45425824,0.15362567,0.33714364,1.07782438,0.57563028,0.08837714,2.10950718,1.04717725,0.36565895
-4.93146573,4.40414800,0.15109011,0.33340336,1.07447309,0.57036556,0.08664222,2.08784701,1.04382239,0.35872209
-4.92546273,4.34758661,0.14823739,0.32933029,1.06955986,0.56425568,0.08470218,2.06302526,1.03856468,0.35131353
-4.91945973,4.28480130,0.14509062,0.32494043,1.06306595,0.55733230,0.08257424,2.03508880,1.03131405,0.34349110
-4.91345673,4.21610740,0.14167340,0.32025579,1.05501302,0.54963615,0.08027782,2.00413478,1.02201829,0.33531408
-4.90745373,4.14191086,0.13800996,0.31530417,1.04546281,0.54121753,0.07783427,1.97031314,1.01066577,0.32684282
-4.90145073,4.06270714,0.13412529,0.31011865,1.03451517,0.53213629,0.07526665,1.93382688,0.99728683,0.31813837
-4.89544772,3.97907602,0.13004523,0.30473690,1.02230452,0.52246148,0.07259935,1.89493004,0.98195340,0.30926206
-4.88944472,3.89167249,0.12579661,0.29920019,1.00899484,0.51227038,0.06985773,1.85392319,0.96477729,0.30027491
-4.88344172,3.80121389,0.12140724,0.29355225,0.99477359,0.50164720,0.06706761,1.81114687,0.94590681,0.29123708
-4.87743872,3.70846409,0.11690591,0.28783809,0.97984491,0.49068125,0.06425482,1.76697317,0.92552227,0.28220711
-4.87143572,3.61421572,0.11232227,0.28210274,0.96442251,0.47946497,0.06144464,1.72179604,0.90383051,0.27324123
-4.86543272,3.51927146,0.10768658,0.27639022,0.94872274,0.46809176,0.05866128,1.67602105,0.88105874,0.26439265
-4.85942971,3.42442586,0.10302949,0.27074262,0.93295814,0.45665393,0.05592738,1.63005518,0.85744811,0.25571093
-4.85342671,3.33044873,0.09838168,0.26519946,0.91733209,0.44524082,0.05326355,1.58429742,0.83324743,0.24724145
-4.84742371,3.23807135,0.09377350,0.25979750,0.90203455,0.43393731,0.05068795,1.53913075,0.80870727,0.23902511
-4.84142071,3.14797638,0.08923460,0.25457079,0.88723930,0.42282291,0.04821605,1.49491599,0.78407481,0.23109818
-4.83541771,3.06079189,0.08479357,0.24955122,0.87310264,0.41197133,0.04586039,1.45198791,0.75958969,0.22349241
-4.82941471,2.97708985,0.08047763,0.24476940,0.85976350,0.40145076,0.04363052,1.41065364,0.73548092,0.21623538
-4.82341171,2.89738891,0.07631234,0.24025577,0.84734476,0.39132470,0.04153307,1.37119342,0.71196499,0.20935105
-4.81740870,2.82216078,0.07232143,0.23604202,0.83595548,0.38165339,0.03957188,1.33386336,0.68924511,0.20286043
-4.81140570,2.75183945,0.06852669,0.23216255,0.82569374,0.37249554,0.03774828,1.29889969,0.66751142,0.19678242
-4.80540270,2.68683210,0.06494789,0.22865584,0.81664956,0.36391031,0.03606141,1.26652416,0.64694210,0.19113459
-4.79939970,2.62753047,0.06160282,0.22556577,0.80890757,0.35595937,0.03450869,1.23694967,0.62770499,0.18593404
-4.79339670,2.57432129,0.05850737,0.22294256,0.80254903,0.34870871,0.03308620,1.21038552,0.60995959,0.18119795
-4.78739370,2.52759466,0.05567564,0.22084327,0.79765286,0.34223007,0.03178920,1.18704177,0.59385905,0.17694412
-4.78139070,2.48774926,0.05312005,0.21933193,0.79429538,0.33660180,0.03061256,1.16713183,0.57955195,0.17319108
-4.77538769,2.45519357,0.05085153,0.21847892,0.79254888,0.33190896,0.02955119,1.15087313,0.56718363,0.16995806
-4.76938469,2.43034263,0.04887960,0.21835992,0.79247872,0.32824264,0.02860040,1.13848537,0.55689682,0.16726453
-4.76338169,2.41361026,0.04721245,0.21905416,0.79413939,0.32569832,0.02775620,1.13018637,0.54883157,0.16512953
-4.75737869,2.40539688,0.04585701,0.22064217,0.79756960,0.32437344,0.02701553,1.12618559,0.54312424,0.16357067
-4.75137569,2.40607359,0.04481888,0.22320308,0.80278683,0.32436408,0.02637638,1.12667560,0.53990565,0.16260298
-4.74537269,2.41596323,0.04410230,0.22681149,0.80978179,0.32576109,0.02583784,1.13182192,0.53929846,0.16223758
-4.73936968,2.43531968,0.04370996,0.23153419,0.81851316,0.32864561,0.02540004,1.14175184,0.54141373,0.16248029
-4.73336668,2.46430642,0.04364284,0.23742668,0.82890310,0.33308438,0.02506404,1.15654294,0.54634698,0.16333033
-4.72736368,2.50297571,0.04389989,0.24452986,0.84083398,0.33912502,0.02483168,1.17621187,0.55417375,0.16477907
-4.72136068,2.55124964,0.04447778,0.25286679,0.85414663,0.34679153,0.02470529,1.20070422,0.56494493,0.16680905
-4.71535768,2.60890411,0.04537056,0.26243993,0.86864032,0.35608018,0.02468741,1.22988605,0.57868207,0.16939323
-4.70935468,2.67555673,0.04656932,0.27322870,0.88407472,0.36695619,0.02478056,1.26353772,0.59537275,0.17249456
-4.70335168,2.75065937,0.04806187,0.28518778,0.90017372,0.37935125,0.02498687,1.30135034,0.61496634,0.17606600
-4.69734867,2.83349589,0.04983248,0.29824594,0.91663114,0.39316209,0.02530779,1.34292528,0.63737022,0.18005079
-4.69134567,2.92318530,0.05186158,0.31230569,0.93311800,0.40825020,0.02574387,1.38777685,0.66244669,0.18438321
-4.68534267,3.01869032,0.05412567,0.32724368,0.94929115,0.42444285,0.02629448,1.43533805,0.69001078,0.18898962
-4.67933967,3.11883124,0.05659720,0.34291190,0.96480286,0.44153527,0.02695765,1.48496948,0.71982903,0.19378982
-4.67333667,3.22230465,0.05924466,0.35913964,0.97931093,0.45929408,0.02772998,1.53597097,0.75161942,0.19869869
-4.66733367,3.32770650,0.06203272,0.37573627,0.99248895,0.47746179,0.02860655,1.58759566,0.78505268,0.20362800
-4.66133067,3.43355893,0.06492256,0.39249464,1.00403627,0.49576231,0.02958096,1.63906608,0.81975490,0.20848836
-4.65532766,3.53834009,0.06787238,0.40919515,1.01368726,0.51390728,0.03064547,1.68959179,0.85531171,0.21319122
-4.64932466,3.64051619,0.07083798,0.42561037,1.02121971,0.53160297,0.03179114,1.73838786,0.89127400,0.21765084
-4.64332166,3.73857506,0.07377352,0.44151005,1.02646179,0.54855762,0.03300808,1.78469391,0.92716512,0.22178624
