energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,4.25106935,0.51208604,0.58390870,0.01336623,0.77330881,0.80928678,1.42285813,0.02450112,1.48240985
-5.99399700,4.23239742,0.51263483,0.58264621,0.01347736,0.78310056,0.80301879,1.41404959,0.02485248,1.46227092
-5.98799400,4.20371635,0.51206875,0.58035510,0.01358116,0.78905364,0.79488076,1.40184115,0.02506743,1.44083473
-5.98199100,4.16502674,0.51038118,0.57699680,0.01366582,0.79105324,0.78489078,1.38630030,0.02514167,1.41822358
-5.97598799,4.11651623,0.50759432,0.57255425,0.01372144,0.78906482,0.77310816,1.36754663,0.02507378,1.39457387
-5.96998499,4.05857108,0.50376115,0.56703452,0.01374037,0.78313586,0.75963650,1.34575398,0.02486545,1.37004078
-5.96398199,3.99178083,0.49896654,0.56047064,0.01371735,0.77339496,0.74462534,1.32115054,0.02452143,1.34480202
-5.95797899,3.91693591,0.49332748,0.55292248,0.01364966,0.76004846,0.72827033,1.29401697,0.02404952,1.31906034
-5.95197599,3.83501803,0.48699227,0.54447666,0.01353710,0.74337481,0.71081168,1.26468253,0.02346041,1.29304466
-5.94597299,3.74718384,0.48013886,0.53524556,0.01338195,0.72371676,0.69253112,1.23351943,0.02276742,1.26700958
-5.93996998,3.65474236,0.47297209,0.52536538,0.01318873,0.70147198,0.67374728,1.20093555,0.02198616,1.24123339
-5.93396698,3.55912680,0.46572015,0.51499336,0.01296402,0.67708222,0.65480962,1.16736572,0.02113417,1.21601435
-5.92796398,3.46186204,0.45862998,0.50430423,0.01271608,0.65102159,0.63609114,1.13326211,0.02023046,1.19166558
-5.92196098,3.36452831,0.45196195,0.49348604,0.01245453,0.62378427,0.61797995,1.09908379,0.01929495,1.16850844
-5.91595798,3.26872252,0.44598372,0.48273538,0.01218985,0.59587207,0.60086989,1.06528598,0.01834803,1.14686468
-5.90995498,3.17601808,0.44096338,0.47225227,0.01193300,0.56778227,0.58515054,1.03230918,0.01740995,1.12704763
-5.90395198,3.08792427,0.43716208,0.46223463,0.01169491,0.53999588,0.57119673,1.00056857,0.01650033,1.10935253
-5.89794897,3.00584639,0.43482620,0.45287274,0.01148602,0.51296684,0.55935784,0.97044392,0.01563759,1.09404642
-5.89194597,2.93104736,0.43417925,0.44434362,0.01131586,0.48711217,0.54994723,0.94227024,0.01483856,1.08135780
-5.88594297,2.86461209,0.43541377,0.43680550,0.01119265,0.46280341,0.54323195,0.91632944,0.01411798,1.07146654
-5.87993997,2.80741539,0.43868341,0.43039268,0.01112290,0.44035940,0.53942318,0.89284314,0.01348814,1.06449433
-5.87393697,2.76009434,0.44409547,0.42521078,0.01111119,0.42004051,0.53866764,0.87196698,0.01295864,1.06049612
-5.86793397,2.72302616,0.45170434,0.42133263,0.01115989,0.40204440,0.54104026,0.85378629,0.01253611,1.05945303
-5.86193097,2.69631236,0.46150589,0.41879492,0.01126905,0.38650337,0.54653849,0.83831370,0.01222410,1.06126703
-5.85592796,2.67976997,0.47343343,0.41759584,0.01143638,0.37348326,0.55507860,0.82548843,0.01202302,1.06575786
-5.84992496,2.67293055,0.48735533,0.41769373,0.01165724,0.36298394,0.56649408,0.81517761,0.01193018,1.07266260
-5.84392196,2.67504740,0.50307466,0.41900705,0.01192480,0.35494137,0.58053655,0.80717963,0.01193993,1.08163803
-5.83791896,2.68511148,0.52033104,0.42141553,0.01223023,0.34923113,0.59687923,0.80122945,0.01204380,1.09226603
-5.83191596,2.70187573,0.53880483,0.42476276,0.01256303,0.34567343,0.61512315,0.79700598,0.01223085,1.10406199
-5.82591296,2.72388781,0.55812358,0.42886013,0.01291132,0.34403945,0.63480588,0.79414122,0.01248793,1.11648633
-5.81990995,2.74953036,0.57787093,0.43349198,0.01326230,0.34405890,0.65541295,0.79223111,0.01280018,1.12895852
-5.81390695,2.77706791,0.59759739,0.43842203,0.01360266,0.34542859,0.67639139,0.79084770,0.01315139,1.14087356
-5.80790395,2.80469894,0.61683304,0.44340069,0.01391909,0.34782187,0.69716519,0.78955225,0.01352454,1.15162015
-5.80190095,2.83061151,0.63510150,0.44817325,0.01419868,0.35089868,0.71715223,0.78790901,0.01390229,1.16059991
-5.79589795,2.85304044,0.65193475,0.45248839,0.01442943,0.35431585,0.73578194,0.78549888,0.01426747,1.16724693
-5.78989495,2.87032386,0.66688823,0.45610696,0.01460063,0.35773744,0.75251312,0.78193274,0.01460364,1.17104680
-5.78389195,2.88095712,0.67955559,0.45881047,0.01470326,0.36084481,0.76685139,0.77686372,0.01489551,1.17155429
-5.77788894,2.88364167,0.68958246,0.46040913,0.01473026,0.36334596,0.77836520,0.76999806,0.01512937,1.16840891
-5.77188594,2.87732725,0.69667872,0.46074895,0.01467680,0.36498396,0.78670021,0.76110398,0.01529353,1.16134770
-5.76588294,2.86124536,0.70062863,0.45971771,0.01454037,0.36554418,0.79159108,0.75001839,0.01537853,1.15021457
-5.75987994,2.83493302,0.70129858,0.45724957,0.01432088,0.36485996,0.79287034,0.73665104,0.01537745,1.13496597
-5.75387694,2.79824577,0.69864191,0.45332799,0.01402060,0.36281666,0.79047404,0.72098599,0.01528599,1.11567251
-5.74787394,2.75135955,0.69270087,0.44798712,0.01364404,0.35935388,0.78444381,0.70308059,0.01510253,1.09251663
-5.74187094,2.69476179,0.68360548,0.44131132,0.01319777,0.35446592,0.77492547,0.68306176,0.01482810,1.06578648
-5.73586793,2.62923208,0.67156949,0.43343309,0.01269014,0.34820032,0.76216416,0.66112013,0.01446621,1.03586630
-5.72986493,2.55581373,0.65688373,0.42452942,0.01213094,0.34065480,0.74649623,0.63750219,0.01402266,1.00322391
-5.72386193,2.47577744,0.63990702,0.41481667,0.01153107,0.33197253,0.72833844,0.61250084,0.01350526,0.96839586
-5.71785893,2.39057899,0.62105523,0.40454432,0.01090215,0.32233624,0.70817472,0.58644499,0.01292346,0.93197089
-5.71185593,2.30181248,0.60078885,0.39398772,0.01025611,0.31196113,0.68654126,0.55968840,0.01228799,0.89457248
-5.70585293,2.21116134,0.57959964,0.38344019,0.00960482,0.30108705,0.66401026,0.53259850,0.01161045,0.85684116
-5.69984992,2.12034858,0.55799681,0.37320463,0.00895973,0.28997029,0.64117326,0.50554540,0.01090291,0.81941712
-5.69384692,2.03108825,0.53649327,0.36358497,0.00833153,0.27887509,0.61862427,0.47889162,0.01017751,0.78292381
-5.68784392,1.94503931,0.51559228,0.35487767,0.00772989,0.26806532,0.59694346,0.45298276,0.00944605,0.74795283
-5.68184092,1.86376322,0.49577490,0.34736348,0.00716323,0.25779654,0.57668178,0.42813935,0.00871973,0.71505055
-5.67583792,1.78868618,0.47748853,0.34129965,0.00663854,0.24830854,0.55834683,0.40465001,0.00800878,0.68470651
-5.66983492,1.72106650,0.46113673,0.33691271,0.00616125,0.23981877,0.54239036,0.38276604,0.00732231,0.65734395
-5.66383192,1.66196774,0.44707053,0.33439207,0.00573524,0.23251653,0.52919760,0.36269736,0.00666811,0.63331219
-5.65782891,1.61223749,0.43558116,0.33388444,0.00536275,0.22655822,0.51907847,0.34460979,0.00605254,0.61288104
-5.65182591,1.57249215,0.42689447,0.33548922,0.00504452,0.22206360,0.51226094,0.32862361,0.00548051,0.59623710
-5.64582291,1.54310734,0.42116690,0.33925505,0.00477983,0.21911312,0.50888642,0.31481319,0.00495549,0.58348173
-5.63981991,1.52421399,0.41848304,0.34517742,0.00456665,0.21774637,0.50900728,0.30320770,0.00447962,0.57463079
-5.63381691,1.51569990,0.41885483,0.35319770,0.00440179,0.21796160,0.51258652,0.29379260,0.00405375,0.56961586
-5.62781391,1.51721663,0.42222231,0.36320344,0.00428112,0.21971626,0.51949944,0.28651206,0.00367768,0.56828702
-5.62181091,1.52819142,0.42845602,0.37503008,0.00419974,0.22292863,0.52953745,0.28127191,0.00335028,0.57041712
-5.61580790,1.54784431,0.43736102,0.38846415,0.00415218,0.22748037,0.54241388,0.27794336,0.00306973,0.57570749
-5.60980490,1.57520985,0.44868241,0.40324802,0.00413262,0.23322004,0.55777165,0.27636721,0.00283368,0.58379514
-5.60380190,1.60916359,0.46211250,0.41908598,0.00413511,0.23996748,0.57519281,0.27635857,0.00263953,0.59426137
-5.59779890,1.64845258,0.47729947,0.43565177,0.00415374,0.24751895,0.59420981,0.27771210,0.00248456,0.60664181
-5.59179590,1.69172977,0.49385736,0.45259732,0.00418278,0.25565296,0.61431813,0.28020757,0.00236615,0.62043775
-5.58579290,1.73759136,0.51137731,0.46956246,0.00421692,0.26413662,0.63499027,0.28361582,0.00228197,0.63512861
-5.57978989,1.78461646,0.52943975,0.48618548,0.00425132,0.27273243,0.65569051,0.28770489,0.00223006,0.65018534
-5.57378689,1.83140785,0.54762725,0.50211400,0.00428176,0.28120517,0.67589020,0.29224621,0.00220900,0.66508443
-5.56778389,1.87663280,0.56553762,0.51701590,0.00430472,0.28932894,0.69508318,0.29702079,0.00221798,0.67932218
-5.56178089,1.91906244,0.58279683,0.53058995,0.00431740,0.29689383,0.71280058,0.30182500,0.00225682,0.69242869
-5.55577789,1.95760827,0.59907126,0.54257549,0.00431779,0.30371226,0.72862482,0.30647602,0.00232604,0.70398125
-5.54977489,1.99135450,0.61407877,0.55276097,0.00430463,0.30962453,0.74220193,0.31081653,0.00242676,0.71361642
-5.54377189,2.01958456,0.62759807,0.56099081,0.00427742,0.31450355,0.75325196,0.31471852,0.00256071,0.72104042
-5.53776888,2.04180081,0.63947596,0.56717031,0.00423632,0.31825843,0.76157688,0.31808605,0.00273012,0.72603732
-5.53176588,2.05773624,0.64963198,0.57126828,0.00418211,0.32083678,0.76706561,0.32085681,0.00293758,0.72847467
-5.52576288,2.06735766,0.65806022,0.57331733,0.00411613,0.32222569,0.76969598,0.32300234,0.00318589,0.72830615
-5.51975988,2.07085987,0.66482808,0.57341166,0.00404011,0.32245124,0.76953344,0.32452693,0.00347789,0.72557127
-5.51375688,2.06865109,0.67007196,0.57170248,0.00395612,0.32157656,0.76672648,0.32546525,0.00381629,0.72039185
-5.50775388,2.06133012,0.67398994,0.56839126,0.00386642,0.31969860,0.76149908,0.32587865,0.00420339,0.71296552
-5.50175088,2.04965617,0.67683180,0.56372104,0.00377335,0.31694364,0.75414031,0.32585058,0.00464091,0.70355653
-5.49574787,2.03451271,0.67888667,0.55796628,0.00367926,0.31346173,0.74499160,0.32548101,0.00512980,0.69248411
-5.48974487,2.01686702,0.68046898,0.55142169,0.00358634,0.30942039,0.73443233,0.32488046,0.00566996,0.68010902
-5.48374187,1.99772723,0.68190326,0.54439056,0.00349659,0.30499781,0.72286417,0.32416367,0.00626011,0.66681886
-5.47773887,1.97809900,0.68350851,0.53717319,0.00341173,0.30037579,0.71069507,0.32344339,0.00689765,0.65301272
-5.47173587,1.95894365,0.68558287,0.53005587,0.00333310,0.29573278,0.69832342,0.32282458,0.00757848,0.63908597
-5.46573287,1.94113992,0.68838939,0.52330102,0.00326169,0.29123731,0.68612331,0.32239928,0.00829702,0.62541572
-5.45972986,1.92545070,0.69214339,0.51713893,0.00319805,0.28704209,0.67443118,0.32224238,0.00904614,0.61234771
-5.45372686,1.91249660,0.69700221,0.51176127,0.00314235,0.28327894,0.66353469,0.32240855,0.00981724,0.60018495
-5.44772386,1.90273693,0.70305762,0.50731693,0.00309434,0.28005482,0.65366412,0.32293044,0.01060036,0.58917877
-5.44172086,1.89645907,0.71033130,0.50390993,0.00305342,0.27744902,0.64498652,0.32381812,0.01138435,0.57952240
-5.43571786,1.89377622,0.71877353,0.50159978,0.00301867,0.27551156,0.63760288,0.32505983,0.01215713,0.57134731
-5.42971486,1.89463326,0.72826501,0.50040382,0.00298889,0.27426289,0.63154823,0.32662395,0.01290599,0.56472232
-5.42371186,1.89882020,0.73862172,0.50030156,0.00296272,0.27369472,0.62679453,0.32846183,0.01361789,0.55965540
-5.41770885,1.90599197,0.74960247,0.50124063,0.00293862,0.27377194,0.62325619,0.33051161,0.01427988,0.55609780
-5.41170585,1.91569347,0.76091867,0.50314378,0.00291501,0.27443543,0.62079775,0.33270239,0.01487945,0.55395047
-5.40570285,1.92738824,0.77224586,0.50591678,0.00289035,0.27560573,0.61924330,0.33495875,0.01540496,0.55307201
-5.39969985,1.94048917,0.78323630,0.50945646,0.00286312,0.27718715,0.61838723,0.33720525,0.01584600,0.55328796
-5.39369685,1.95438970,0.79353214,0.51365867,0.00283197,0.27907229,0.61800569,0.33937060,0.01619375,0.55440094
-5.38769385,1.96849392,0.80277852,0.51842549,0.00279573,0.28114673,0.61786834,0.34139134,0.01644124,0.55620096
-5.38169085,1.98224416,0.81063597,0.52367153,0.00275345,0.28329367,0.61774980,0.34321476,0.01658364,0.55847575
-5.37568784,1.99514504,0.81679180,0.52932882,0.00270443,0.28539840,0.61744052,0.34480110,0.01661842,0.56102047
-5.36968484,2.00678287,0.82096987,0.53535020,0.00264823,0.28735241,0.61675643,0.34612462,0.01654540,0.56364656
-5.36368184,2.01683991,0.82293860,0.54171096,0.00258471,0.28905709,0.61554735,0.34717395,0.01636675,0.56618937
-5.35767884,2.02510320,0.82251703,0.54840874,0.00251398,0.29042680,0.61370363,0.34795135,0.01608697,0.56851446
-5.35167584,2.03146772,0.81957871,0.55546174,0.00243639,0.29139148,0.61116107,0.34847127,0.01571262,0.57052231
-5.34567284,2.03593437,0.81405362,0.56290538,0.00235254,0.29189847,0.60790389,0.34875816,0.01525219,0.57215138
-5.33966983,2.03860296,0.80592806,0.57078761,0.00226320,0.29191377,0.60396572,0.34884382,0.01471572,0.57337955
-5.33366683,2.03966105,0.79524282,0.57916319,0.00216931,0.29142260,0.59942875,0.34876438,0.01411446,0.57422389
-5.32766383,2.03936939,0.78208972,0.58808724,0.00207189,0.29042932,0.59442101,0.34855717,0.01346056,0.57473891
