energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,0.96289114,0.00360695,0.14752670,0.42609047,0.00000000,0.54586707,0.21633026
-5.99399700,0.93883666,0.00364147,0.14629607,0.40988354,0.00000000,0.53152299,0.21452507
-5.98799400,0.92117089,0.00369207,0.14669129,0.39575532,0.00000000,0.52127066,0.21460661
-5.98199100,0.91010643,0.00375920,0.14864684,0.38394051,0.00000000,0.51519552,0.21652488
-5.97598799,0.90571300,0.00384258,0.15207709,0.37461083,0.00000000,0.51330699,0.22019792
-5.96998499,0.90790546,0.00394121,0.15687486,0.36786885,0.00000000,0.51553136,0.22550993
-5.96398199,0.91643684,0.00405331,0.16291053,0.36374420,0.00000000,0.52170723,0.23231053
-5.95797899,0.93089691,0.00417644,0.17003191,0.36219206,0.00000000,0.53158372,0.24041532
-5.95197599,0.95071660,0.00430753,0.17806499,0.36309432,0.00000000,0.54482171,0.24960769
-5.94597299,0.97517820,0.00444296,0.18681562,0.36626300,0.00000000,0.56099824,0.25964210
-5.93996998,1.00343126,0.00457875,0.19607211,0.37144607,0.00000000,0.57961391,0.27024869
-5.93396698,1.03451365,0.00471062,0.20560890,0.37833533,0.00000000,0.60010332,0.28113906
-5.92796398,1.06737706,0.00483420,0.21519088,0.38657614,0.00000000,0.62184798,0.29201319
-5.92196098,1.10091609,0.00494515,0.22457866,0.39577850,0.00000000,0.64419163,0.30256714
-5.91595798,1.13399998,0.00503936,0.23353421,0.40552924,0.00000000,0.66645721,0.31250122
-5.90995498,1.16550555,0.00511307,0.24182696,0.41540482,0.00000000,0.68796499,0.32152842
-5.90395198,1.19435042,0.00516303,0.24923994,0.42498431,0.00000000,0.70805137,0.32938268
-5.89794897,1.21952513,0.00518660,0.25557584,0.43386204,0.00000000,0.72608754,0.33582665
-5.89194597,1.24012292,0.00518189,0.26066264,0.44165962,0.00000000,0.74149740,0.34065867
-5.88594297,1.25536625,0.00514780,0.26435863,0.44803684,0.00000000,0.75377423,0.34371865
-5.87993997,1.26462901,0.00508407,0.26655665,0.45270110,0.00000000,0.76249539,0.34489260
-5.87393697,1.26745371,0.00499132,0.26718727,0.45541520,0.00000000,0.76733474,0.34411572
-5.86793397,1.26356319,0.00487101,0.26622094,0.45600317,0.00000000,0.76807220,0.34137388
-5.86193097,1.25286659,0.00472544,0.26366890,0.45435405,0.00000000,0.76460037,0.33670348
-5.85592796,1.23545959,0.00455764,0.25958295,0.45042365,0.00000000,0.75692804,0.33018980
-5.84992496,1.21161913,0.00437135,0.25405412,0.44423418,0.00000000,0.74518040,0.32196397
-5.84392196,1.18179324,0.00417089,0.24721025,0.43587209,0.00000000,0.72959642,0.31219875
