energy_ev,total_up,Ga_p_up,Ga_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,1.02968662,0.02274967,0.00000000,0.37431814,0.52192720,0.00869797,0.21857030
-5.99399700,1.02023722,0.02601821,0.00000000,0.36145577,0.50020068,0.00748915,0.20173352
-5.98799400,1.01836845,0.02961003,0.00000000,0.35236294,0.48110927,0.00645700,0.18646474
-5.98199100,1.02387521,0.03352297,0.00000000,0.34706671,0.46454240,0.00558811,0.17275833
-5.97598799,1.03642831,0.03774935,0.00000000,0.34553951,0.45034128,0.00486889,0.16058001
-5.96998499,1.05559035,0.04227564,0.00000000,0.34770605,0.43831024,0.00428605,0.14987195
-5.96398199,1.08083370,0.04708232,0.00000000,0.35345112,0.42822839,0.00382700,0.14055823
-5.95797899,1.11156006,0.05214393,0.00000000,0.36262794,0.41986111,0.00348017,0.13255019
-5.95197599,1.14712101,0.05742942,0.00000000,0.37506685,0.41297090,0.00323519,0.12575161
-5.94597299,1.18683892,0.06290277,0.00000000,0.39058402,0.40732725,0.00308310,0.12006349
-5.93996998,1.23002777,0.06852379,0.00000000,0.40898972,0.40271515,0.00301639,0.11538816
-5.93396698,1.27601301,0.07424918,0.00000000,0.43009602,0.39894209,0.00302904,0.11163277
-5.92796398,1.32415006,0.08003373,0.00000000,0.45372347,0.39584337,0.00311644,0.10871201
-5.92196098,1.37384067,0.08583166,0.00000000,0.47970644,0.39328563,0.00327530,0.10655002
-5.91595798,1.42454659,0.09159791,0.00000000,0.50789683,0.39116867,0.00350350,0.10508143
-5.90995498,1.47579981,0.09728951,0.00000000,0.53816593,0.38942547,0.00379990,0.10425175
-5.90395198,1.52720911,0.10286671,0.00000000,0.57040413,0.38802075,0.00416411,0.10401692
-5.89794897,1.57846216,0.10829392,0.00000000,0.60451844,0.38694808,0.00459626,0.10434234
-5.89194597,1.62932341,0.11354046,0.00000000,0.64042780,0.38622578,0.00509674,0.10520134
-5.88594297,1.67962729,0.11858083,0.00000000,0.67805626,0.38589202,0.00566600,0.10657321
-5.87993997,1.72926742,0.12339476,0.00000000,0.71732435,0.38599919,0.00630428,0.10844112
-5.87393697,1.77818204,0.12796676,0.00000000,0.75813898,0.38660813,0.00701142,0.11078976
-5.86793397,1.82633674,0.13228544,0.00000000,0.80038260,0.38778239,0.00778677,0.11360324
-5.86193097,1.87370547,0.13634245,0.00000000,0.84390203,0.38958303,0.00862905,0.11686303
-5.85592796,1.92025121,0.14013119,0.00000000,0.88849814,0.39206419,0.00953639,0.12054637
-5.84992496,1.96590790,0.14364541,0.00000000,0.93391688,0.39527001,0.01050641,0.12462522
-5.84392196,2.01056510,0.14687780,0.00000000,0.97984276,0.39923308,0.01153643,0.12906578
-5.83791896,2.05405703,0.14981865,0.00000000,1.02589551,0.40397471,0.01262381,0.13382881
-5.83191596,2.09615737,0.15245470,0.00000000,1.07163066,0.40950738,0.01376639,0.13887077
-5.82591296,2.13658103,0.15476838,0.00000000,1.11654451,0.41583930,0.01496307,0.14414582
-5.81990995,2.17499359,0.15673735,0.00000000,1.16008386,0.42298130,0.01621454,0.14960861
-5.81390695,2.21102879,0.15833458,0.00000000,1.20166045,0.43095577,0.01752408,0.15521798
-5.80790395,2.24431368,0.15952891,0.00000000,1.24066985,0.43980747,0.01889846,0.16094118
-5.80190095,2.27450086,0.16028604,0.00000000,1.27651418,0.44961584,0.02034892,0.16675872
-5.79589795,2.30130617,0.16057001,0.00000000,1.30862783,0.46050812,0.02189215,0.17266949
-5.78989495,2.32455002,0.16034504,0.00000000,1.33650483,0.47267282,0.02355121,0.17869587
-5.78389195,2.34419996,0.15957758,0.00000000,1.35972671,0.48637244,0.02535643,0.18488861
-5.77788894,2.36041177,0.15823851,0.00000000,1.37798911,0.50195484,0.02734607,0.19133117
-5.77188594,2.37356620,0.15630534,0.00000000,1.39112573,0.51986207,0.02956683,0.19814307
-5.76588294,2.38429831,0.15376424,0.00000000,1.39912792,0.54063580,0.03207403,0.20548201
-5.75987994,2.39351688,0.15061178,0.00000000,1.40215865,0.56491847,0.03493142,0.21354446
-5.75387694,2.40241119,0.14685622,0.00000000,1.40055957,0.59344916,0.03821064,0.22256440
-5.74787394,2.41244349,0.14251839,0.00000000,1.39485028,0.62705373,0.04199008,0.23280999
-5.74187094,2.42532578,0.13763190,0.00000000,1.38571941,0.66662851,0.04635338,0.24457814
-5.73586793,2.44298041,0.13224286,0.00000000,1.37400728,0.71311766,0.05138733,0.25818674
-5.72986493,2.46748488,0.12640891,0.00000000,1.36068056,0.76748391,0.05717924,0.27396489
-5.72386193,2.50100214,0.12019786,0.00000000,1.34679964,0.83067359,0.06381392,0.29224101
-5.71785893,2.54569845,0.11368574,0.00000000,1.33348000,0.90357640,0.07137018,0.31332941
-5.71185593,2.60365174,0.10695457,0.00000000,1.32184892,0.98698140,0.07991711,0.33751556
-5.70585293,2.67675429,0.10008988,0.00000000,1.31299951,1.08153075,0.08951009,0.36504065
-5.69984992,2.76661383,0.09317812,0.00000000,1.30794401,1.18767299,0.10018693,0.39608616
-5.69384692,2.87445780,0.08630409,0.00000000,1.30756847,1.30561824,0.11196407,0.43075902
-5.68784392,3.00104565,0.07954854,0.00000000,1.31259091,1.43529751,0.12483325,0.46907821
-5.68184092,3.14659392,0.07298598,0.00000000,1.32352501,1.57632861,0.13875873,0.51096360
-5.67583792,3.31071857,0.06668288,0.00000000,1.34065122,1.72799107,0.15367534,0.55622769
-5.66983492,3.49239859,0.06069623,0.00000000,1.36399658,1.88921205,0.16948745,0.60457095
-5.66383192,3.68996387,0.05507260,0.00000000,1.39332471,2.05856533,0.18606920,0.65558142
-5.65782891,3.90110968,0.04984760,0.00000000,1.42813640,2.23428436,0.20326585,0.70873878
-5.65182591,4.12293843,0.04504583,0.00000000,1.46768122,2.41429042,0.22089655,0.76342329
-5.64582291,4.35202856,0.04068123,0.00000000,1.51097975,2.59623553,0.23875833,0.81892933
-5.63981991,4.58452862,0.03675779,0.00000000,1.55685576,2.77755964,0.25663137,0.87448351
-5.63381691,4.81627364,0.03327058,0.00000000,1.60397702,2.95556014,0.27428531,0.92926663
-5.62781391,5.04291914,0.03020695,0.00000000,1.65090300,3.12747164,0.29148640,0.98243875
-5.62181091,5.26008757,0.02754795,0.00000000,1.69613764,3.29055268,0.30800519,1.03316644
-5.61580790,5.46352066,0.02526975,0.00000000,1.73818462,3.44217581,0.32362449,1.08065097
-5.60980490,5.64923099,0.02334512,0.00000000,1.77560301,3.57991701,0.33814710,1.12415617
-5.60380190,5.81364554,0.02174483,0.00000000,1.80706052,3.70164025,0.35140304,1.16303475
-5.59779890,5.95373459,0.02043885,0.00000000,1.83138226,3.80557295,0.36325585,1.19675151
-5.59179590,6.06711974,0.01939755,0.00000000,1.84759272,3.89036874,0.37360768,1.22490265
-5.58579290,6.15215564,0.01859253,0.00000000,1.85494921,3.95515399,0.38240271,1.24722981
-5.57978989,6.20798180,0.01799740,0.00000000,1.85296543,3.99955602,0.38962902,1.26362834
-5.57378689,6.23454189,0.01758822,0.00000000,1.84142417,4.02371108,0.39531849,1.27414927
-5.56778389,6.23257001,0.01734382,0.00000000,1.82037904,4.02825202,0.39954485,1.27899489
-5.56178089,6.20354499,0.01724588,0.00000000,1.79014522,4.01427610,0.40242006,1.27850821
-5.55577789,6.14961559,0.01727892,0.00000000,1.75128019,3.98329472,0.40408906,1.27315687
-5.54977489,6.07350106,0.01743002,0.00000000,1.70455559,3.93716801,0.40472341,1.26351248
-5.54377189,5.97837248,0.01768861,0.00000000,1.65092194,3.87802747,0.40451388,1.25022641
-5.53776888,5.86772165,0.01804600,0.00000000,1.59146820,3.80819125,0.40366279,1.23400349
-5.53176588,5.74522448,0.01849507,0.00000000,1.52737819,3.73007615,0.40237624,1.21557504
-5.52576288,5.61460600,0.01902981,0.00000000,1.45988620,3.64611117,0.40085682,1.19567252
-5.51975988,5.47951365,0.01964492,0.00000000,1.39023395,3.55865673,0.39929718,1.17500340
-5.51375688,5.34340484,0.02033552,0.00000000,1.31963061,3.46993344,0.39787475,1.15423010
-5.50775388,5.20945348,0.02109683,0.00000000,1.24921780,3.38196344,0.39674794,1.13395325
-5.50175088,5.08047892,0.02192397,0.00000000,1.18004057,3.29652652,0.39605385,1.11469961
-5.49574787,4.95889891,0.02281180,0.00000000,1.11302543,3.21513208,0.39590767,1.09691513
-5.48974487,4.84670699,0.02375489,0.00000000,1.04896564,3.13900719,0.39640350,1.08096291
-5.48374187,4.74547272,0.02474745,0.00000000,0.98851377,3.06909964,0.39761655,1.06712587
-5.47773887,4.65636195,0.02578341,0.00000000,0.93218112,3.00609437,0.39960629,1.05561328
-5.47173587,4.58017345,0.02685643,0.00000000,0.88034308,2.95044056,0.40242032,1.04657023
-5.46573287,4.51738682,0.02796000,0.00000000,0.83324942,2.90238628,0.40609834,1.04008912
-5.45972986,4.46821685,0.02908748,0.00000000,0.79103824,2.86201750,0.41067601,1.03622174
-5.45372686,4.43266884,0.03023212,0.00000000,0.75375213,2.82929768,0.41618813,1.03499102
-5.44772386,4.41059028,0.03138713,0.00000000,0.72135535,2.80410496,0.42267076,1.03640122
-5.44172086,4.40171445,0.03254557,0.00000000,0.69375055,2.78626405,0.43016212,1.04044570
-5.43571786,4.40569296,0.03370029,0.00000000,0.67079412,2.77557043,0.43870190,1.04711165
-5.42971486,4.42211498,0.03484387,0.00000000,0.65230921,2.77180564,0.44832906,1.05638128
-5.42371186,4.45051251,0.03596839,0.00000000,0.63809578,2.77474285,0.45907809,1.06822951
-5.41770885,4.49035225,0.03706535,0.00000000,0.62793754,2.78414289,0.47097392,1.08261828
-5.41170585,4.54101572,0.03812552,0.00000000,0.62160548,2.79974187,0.48402584,1.09948807
-5.40570285,4.60177058,0.03913877,0.00000000,0.61885851,2.82123199,0.49822078,1.11874738
-5.39969985,4.67173676,0.04009404,0.00000000,0.61944152,2.84823788,0.51351650,1.14026115
-5.39369685,4.74985157,0.04097935,0.00000000,0.62308159,2.88029111,0.52983510,1.16383919
-5.38769385,4.83483816,0.04178183,0.00000000,0.62948314,2.91680579,0.54705762,1.18922584
-5.38169085,4.92518162,0.04248794,0.00000000,0.63832282,2.95705789,0.56502001,1.21609190
-5.37568784,5.01911640,0.04308369,0.00000000,0.64924512,3.00017110,0.58351108,1.24402982
-5.36968484,5.11462807,0.04355502,0.00000000,0.66185930,3.04511105,0.60227269,1.27255303
-5.36368184,5.20947141,0.04388822,0.00000000,0.67573848,3.09068965,0.62100252,1.30109982
-5.35767884,5.30120559,0.04407044,0.00000000,0.69042116,3.13558021,0.63935935,1.32904213
-5.35167584,5.38724613,0.04409019,0.00000000,0.70541576,3.17834341,0.65697089,1.35569903
-5.34567284,5.46493174,0.04393790,0.00000000,0.72020785,3.21746336,0.67344387,1.38035462
-5.33966983,5.53160346,0.04360642,0.00000000,0.73427030,3.25139226,0.68837597,1.40227952
-5.33366683,5.58469216,0.04309150,0.00000000,0.74707565,3.27860145,0.70136911,1.42075495
-5.32766383,5.62180998,0.04239212,0.00000000,0.75811035,3.29763641,0.71204347,1.43509829
-5.32166083,5.64084075,0.04151078,0.00000000,0.76689011,3.30717243,0.72005148,1.44468874
-5.31565783,5.64002445,0.04045363,0.00000000,0.77297550,3.30606818,0.72509115,1.44899168
-5.30965483,5.61803091,0.03923043,0.00000000,0.77598709,3.29341408,0.72691802,1.44758052
-5.30365183,5.57401855,0.03785442,0.00000000,0.77561916,3.26857259,0.72535508,1.44015467
-5.29764882,5.50767488,0.03634198,0.00000000,0.77165142,3.23120849,0.72030015,1.42655280
-5.29164582,5.41923634,0.03471222,0.00000000,0.76395793,3.18130717,0.71173032,1.40676055
