energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.79589795,8.88316363,0.01144491,1.47902011,0.19327003,7.06931121,3.87951952,0.13006862,2.23596023
-5.78989495,9.10733425,0.01218986,1.51240668,0.19537053,7.25029931,3.99607173,0.13233103,2.28583561
-5.78389195,9.32248001,0.01297402,1.54275885,0.19738457,7.42239126,4.10868774,0.13416693,2.33587612
-5.77788894,9.52536143,0.01379382,1.56953851,0.19923080,7.58312009,4.21573115,0.13555182,2.38531659
-5.77188594,9.71288321,0.01464487,1.59226370,0.20083290,7.73012745,4.31562441,0.13647005,2.43338532
-5.76588294,9.88214530,0.01552184,1.61051734,0.20212130,7.86120387,4.40687545,0.13691486,2.47931713
-5.75987994,10.03048613,0.01641847,1.62395368,0.20303477,7.97432373,4.48810088,0.13688811,2.52236554
-5.75387694,10.15551772,0.01732753,1.63230219,0.20352160,8.06767494,4.55804559,0.13639971,2.56181422
-5.74787394,10.25515383,0.01824089,1.63536916,0.20354059,8.13968382,4.61559903,0.13546681,2.59698776
-5.74187094,10.32763184,0.01914965,1.63303717,0.20306165,8.18903558,4.65980845,0.13411281,2.62726207
-5.73586793,10.37153002,0.02004422,1.62526287,0.20206625,8.21469124,4.68988957,0.13236626,2.65207440
-5.72986493,10.38578115,0.02091461,1.61207321,0.20054753,8.21590158,4.70523518,0.13025969,2.67093332
-5.72386193,10.36968371,0.02175060,1.59356088,0.19851024,8.19221853,4.70542208,0.12782854,2.68342853
-5.71785893,10.32291138,0.02254208,1.56987896,0.19597046,8.14350442,4.69021672,0.12511004,2.68924050
-5.71185593,10.24552105,0.02327934,1.54123542,0.19295520,8.06993892,4.65957963,0.12214234,2.68814962
-5.70585293,10.13795908,0.02395338,1.50788758,0.18950184,7.97202323,4.61366870,0.11896377,2.68004458
-5.69984992,10.00106531,0.02455625,1.47013673,0.18565738,7.85058106,4.55284099,0.11561219,2.66492939
-5.69384692,9.83607347,0.02508131,1.42832315,0.18147763,7.70675544,4.47765274,0.11212461,2.64292858
-5.68784392,9.64460688,0.02552352,1.38282131,0.17702624,7.54200035,4.38885715,0.10853693,2.61428997
-5.68184092,9.42866788,0.02587963,1.33403547,0.17237354,7.35806638,4.28739927,0.10488382,2.57938444
-5.67583792,9.19061967,0.02614830,1.28239535,0.16759530,7.15697956,4.17440753,0.10119868,2.53870227
-5.66983492,8.93315953,0.02633016,1.22835190,0.16277132,6.94101290,4.05118152,0.09751369,2.49284584
-5.66383192,8.65928271,0.02642782,1.17237290,0.15798381,6.71265061,3.91917571,0.09385989,2.44251845
-5.65782891,8.37223702,0.02644572,1.11493835,0.15331578,6.47454527,3.77997893,0.09026723,2.38850958
-5.65182591,8.07546862,0.02639000,1.05653555,0.14884916,6.22946897,3.63529007,0.08676459,2.33167683
-5.64582291,7.77256030,0.02626822,0.99765371,0.14466294,5.98025978,3.48689014,0.08337976,2.27292525
-5.63981991,7.46716414,0.02608907,0.93877832,0.14083132,5.72976531,3.33661164,0.08013935,2.21318485
-5.63381691,7.16293089,0.02586202,0.88038510,0.13742180,5.48078568,3.18630601,0.07706860,2.15338727
-5.62781391,6.86343888,0.02559699,0.82293395,0.13449346,5.23601826,3.03781034,0.07419119,2.09444275
-5.62181091,6.57212545,0.02530396,0.76686282,0.13209538,4.99800657,2.89291447,0.07152895,2.03721835
-5.61580790,6.29222376,0.02499264,0.71258192,0.13026529,4.76909580,2.75332978,0.06910161,1.98251872
-5.60980490,6.02670783,0.02467218,0.66046842,0.12902860,4.55139698,2.62066071,0.06692648,1.93107000
-5.60380190,5.77824792,0.02435089,0.61086195,0.12839772,4.34676132,2.49638009,0.06501823,1.88350791
-5.59779890,5.54917802,0.02403602,0.56406095,0.12837180,4.15676599,2.38180908,0.06338872,1.84037020
-5.59179590,5.34147637,0.02373368,0.52032032,0.12893698,3.98271143,2.27810220,0.06204684,1.80209385
-5.58579290,5.15675924,0.02344872,0.47985015,0.13006693,3.82563021,2.18623770,0.06099852,1.76901680
-5.57978989,4.99628711,0.02318472,0.44281587,0.13172397,3.68630608,2.10701326,0.06024675,1.74138379
-5.57378689,4.86098203,0.02294406,0.40933960,0.13386040,3.56530186,2.04104650,0.05979177,1.71935577
-5.56778389,4.75145406,0.02272798,0.37950268,0.13642029,3.46299373,1.98877986,0.05963131,1.70302172
-5.56178089,4.66803405,0.02253672,0.35334910,0.13934138,3.37960942,1.95048877,0.05976083,1.69241223
-5.55577789,4.61081003,0.02236965,0.33088979,0.14255721,3.31526747,1.92629229,0.06017392,1.68751339
-5.54977489,4.57966419,0.02222540,0.31210724,0.14599928,3.27001454,1.91616512,0.06086263,1.68828004
-5.54377189,4.57430736,0.02210205,0.29696035,0.14959913,3.24385812,1.91994972,0.06181782,1.69464733
-5.53776888,4.59430849,0.02199721,0.28538908,0.15329030,3.23679216,1.93736783,0.06302948,1.70653970
-5.53176588,4.63911692,0.02190813,0.27731864,0.15701005,3.24881357,1.96803028,0.06448696,1.72387652
-5.52576288,4.70807584,0.02183181,0.27266296,0.16070075,3.27992826,2.01144462,0.06617917,1.74657408
-5.51975988,4.80042601,0.02176502,0.27132727,0.16431092,3.33014599,2.06702000,0.06809465,1.77454358
-5.51375688,4.91529977,0.02170437,0.27320950,0.16779588,3.39946410,2.13406934,0.07022156,1.80768543
-5.50775388,5.05170580,0.02164628,0.27820062,0.17111794,3.48784073,2.21180879,0.07254752,1.84588003
-5.50175088,5.20850611,0.02158702,0.28618377,0.17424623,3.59515917,2.29935491,0.07505943,1.88897585
-5.49574787,5.38438718,0.02152269,0.29703240,0.17715612,3.72118517,2.39572038,0.07774315,1.93677545
-5.48974487,5.57782777,0.02144921,0.31060745,0.17982836,3.86551988,2.49980881,0.08058313,1.98902058
-5.48374187,5.78706622,0.02136234,0.32675392,0.18224796,4.02755124,2.61040994,0.08356201,2.04537732
-5.47773887,6.01007042,0.02125770,0.34529703,0.18440287,4.20640685,2.72619620,0.08666019,2.10542244
-5.47173587,6.24451333,0.02113085,0.36603834,0.18628270,4.40091154,2.84572170,0.08985543,2.16863198
-5.46573287,6.48775714,0.02097728,0.38875219,0.18787732,4.60955242,2.96742480,0.09312252,2.23437318
-5.45972986,6.73684853,0.02079259,0.41318267,0.18917572,4.83045427,3.08963514,0.09643297,2.30190040
-5.45372686,6.98852709,0.02057254,0.43904167,0.19016501,5.06136740,3.21058584,0.09975492,2.37035592
-5.44772386,7.23924853,0.02031320,0.46600805,0.19082969,5.29966976,3.32843139,0.10305307,2.43877576
-5.44172086,7.48522305,0.02001107,0.49372829,0.19115132,5.54238428,3.44127141,0.10628886,2.50610095
-5.43571786,7.72246917,0.01966324,0.52181878,0.19110846,5.78621199,3.54717997,0.10942075,2.57119396
-5.42971486,7.94688180,0.01926747,0.54986967,0.19067709,6.02758042,3.64424016,0.11240476,2.63286003
-5.42371186,8.15431294,0.01882236,0.57745051,0.18983131,6.26270631,3.73058285,0.11519509,2.68987263
-5.41770885,8.34066257,0.01832742,0.60411729,0.18854441,6.48767090,3.80442857,0.11774499,2.74100240
-5.41170585,8.50197649,0.01778312,0.62942086,0.18679016,6.69850548,3.86413094,0.12000770,2.78504827
-5.40570285,8.63454753,0.01719099,0.65291645,0.18454434,6.89128426,3.90822010,0.12193751,2.82086984
-5.39969985,8.73501617,0.01655352,0.67417380,0.18178633,7.06222144,3.93544416,0.12349100,2.84741948
-5.39369685,8.80046633,0.01587423,0.69278776,0.17850070,7.20776881,3.94480700,0.12462813,2.86377309
-5.38769385,8.82851242,0.01515754,0.70838863,0.17467874,7.32471045,3.93560056,0.12531346,2.86915805
-5.38169085,8.81737374,0.01440869,0.72065206,0.17031971,7.41025080,3.90743011,0.12551725,2.86297740
-5.37568784,8.76593296,0.01363360,0.72930804,0.16543194,7.46209287,3.86023098,0.12521646,2.84482914
-5.36968484,8.67377605,0.01283876,0.73414842,0.16003344,7.47850357,3.79427605,0.12439559,2.81451979
-5.36368184,8.54121167,0.01203101,0.73503295,0.15415230,7.45836353,3.71017316,0.12304732,2.77207190
-5.35767884,8.36926919,0.01121739,0.73189324,0.14782645,7.40119979,3.60885248,0.12117297,2.71772492
-5.35167584,8.15967514,0.01040497,0.72473475,0.14110322,7.30719986,3.49154405,0.11878262,2.65192973
-5.34567284,7.91480903,0.00960067,0.71363654,0.13403839,7.17720683,3.35974644,0.11589506,2.57533683
-5.33966983,7.63764031,0.00881108,0.69874886,0.12669486,7.01269573,3.21518750,0.11253748,2.48877892
-5.33366683,7.33164903,0.00804235,0.68028867,0.11914114,6.81573224,3.05977887,0.10874484,2.39324853
-5.32766383,7.00073328,0.00730004,0.65853330,0.11144958,6.58891527,2.89556604,0.10455907,2.28987153
-5.32166083,6.64910716,0.00658902,0.63381249,0.10369439,6.33530572,2.72467581,0.10002807,2.17987782
-5.31565783,6.28119322,0.00591341,0.60649907,0.09594979,6.05834430,2.54926329,0.09520454,2.06457008
-5.30965483,5.90151322,0.00527653,0.57699877,0.08828805,5.76176117,2.37146025,0.09014473,1.94529184
-5.30365183,5.51458135,0.00468088,0.54573949,0.08077781,5.44948106,2.19332684,0.08490704,1.82339601
-5.29764882,5.12480328,0.00412815,0.51316033,0.07348247,5.12552678,2.01680807,0.07955075,1.70021488
-5.29164582,4.73638443,0.00361924,0.47970100,0.06645894,4.79392480,1.84369654,0.07413463,1.57703246
-5.28564282,4.35324984,0.00315434,0.44579170,0.05975664,4.45861546,1.67560228,0.06871570,1.45506008
-5.27963982,3.97897791,0.00273298,0.41184397,0.05341689,4.12337086,1.51393041,0.06334815,1.33541558
-5.27363682,3.61674911,0.00235412,0.37824269,0.04747253,3.79172243,1.35986676,0.05808234,1.21910684
-5.26763382,3.26931028,0.00201624,0.34533947,0.04194799,3.46690001,1.21437142,0.05296396,1.10701960
-5.26163082,2.93895470,0.00171742,0.31344751,0.03685958,3.15178355,1.07817983,0.04803348,0.99990969
-5.25562781,2.62751705,0.00145548,0.28283805,0.03221607,2.84886817,0.95181066,0.04332572,0.89839971
-5.24962481,2.33638234,0.00122806,0.25373835,0.02801949,2.56024258,0.83557963,0.03886961,0.80297963
-5.24362181,2.06650711,0.00103269,0.22633122,0.02426616,2.28758049,0.72961829,0.03468825,0.71401116
-5.23761881,1.81845116,0.00086691,0.20075587,0.02094774,2.03214412,0.63389645,0.03079899,0.63173537
-5.23161581,1.59241766,0.00072833,0.17711008,0.01805248,1.79479864,0.54824740,0.02721382,0.55628291
-5.22561281,1.38829959,0.00061471,0.15545331,0.01556640,1.57603598,0.47239453,0.02393979,0.48768637
-5.21960980,1.20573025,0.00052402,0.13581071,0.01347452,1.37600635,0.40597840,0.02097960,0.42589426
-5.21360680,1.04413591,0.00045449,0.11817773,0.01176194,1.19455557,0.34858341,0.01833226,0.37078577
-5.20760380,0.90278849,0.00040463,0.10252507,0.01041497,1.03126657,0.29976299,0.01599374,0.32218613
-5.20160080,0.78085679,0.00037328,0.08880388,0.00942196,0.88550304,0.25906294,0.01395773,0.27988165
-5.19559780,0.67745464,0.00035967,0.07695083,0.00877418,0.75645381,0.22604209,0.01221633,0.24363442
-5.18959480,0.59168470,0.00036333,0.06689309,0.00846636,0.64317641,0.20029011,0.01076072,0.21319585
-5.18359180,0.52267726,0.00038423,0.05855282,0.00849720,0.54463848,0.18144209,0.00958185,0.18831909
-5.17758879,0.46962296,0.00042268,0.05185136,0.00886962,0.45975617,0.16918981,0.00867090,0.16876987
-5.17158579,0.43179940,0.00047938,0.04671269,0.00959088,0.38742871,0.16328969,0.00801984,0.15433562
-5.16558279,0.40859115,0.00055540,0.04306637,0.01067249,0.32656853,0.16356741,0.00762180,0.14483282
-5.15957979,0.39950340,0.00065216,0.04084980,0.01213001,0.27612688,0.16991950,0.00747132,0.14011245
-5.15357679,0.40416942,0.00077148,0.04000984,0.01398263,0.23511461,0.18231201,0.00756458,0.14006363
-5.14757379,0.42235218,0.00091547,0.04050377,0.01625264,0.20261840,0.20077664,0.00789951,0.14461549
-5.14157079,0.45394066,0.00108661,0.04229974,0.01896482,0.17781260,0.22540451,0.00847575,0.15373734
-5.13556778,0.49894159,0.00128770,0.04537661,0.02214563,0.15996701,0.25633807,0.00929460,0.16743738
-5.12956478,0.55746713,0.00152182,0.04972342,0.02582245,0.14845114,0.29376148,0.01035891,0.18576004
-5.12356178,0.62971934,0.00179238,0.05533845,0.03002265,0.14273517,0.33788976,0.01167281,0.20878214
-5.11755878,0.71597216,0.00210306,0.06222800,0.03477271,0.14238838,0.38895724,0.01324151,0.23660817
-5.11155578,0.81655152,0.00245778,0.07040503,0.04009733,0.14707519,0.44720544,0.01507101,0.26936467
-5.10555278,0.93181432,0.00286072,0.07988764,0.04601853,0.15654950,0.51287105,0.01716776,0.30719404
-5.09954977,1.06212678,0.00331628,0.09069753,0.05255484,0.17064745,0.58617385,0.01953832,0.35024787
-5.09354677,1.20784254,0.00382901,0.10285848,0.05972051,0.18927910,0.66730530,0.02218908,0.39867978
-5.08754377,1.36928094,0.00440358,0.11639493,0.06752486,0.21241909,0.75641752,0.02512584,0.45263794
-5.08154077,1.54670559,0.00504471,0.13133060,0.07597155,0.24009669,0.85361310,0.02835350,0.51225727
-5.07553777,1.74030332,0.00575709,0.14768733,0.08505813,0.27238517,0.95893557,0.03187565,0.57765128
-5.06953477,1.95016354,0.00654524,0.16548396,0.09477544,0.30939071,1.07236073,0.03569421,0.64890351
-5.06353177,2.17625785,0.00741342,0.18473533,0.10510721,0.35124098,1.19378854,0.03980906,0.72605855
-5.05752876,2.41841984,0.00836542,0.20545136,0.11602955,0.39807333,1.32303572,0.04421754,0.80911274
-5.05152576,2.67632512,0.00940442,0.22763622,0.12751055,0.45002287,1.45982887,0.04891405,0.89800435
-5.04552276,2.94947150,0.01053273,0.25128743,0.13950980,0.50721041,1.60379810,0.05388958,0.99260359
-5.03951976,3.23715959,0.01175160,0.27639493,0.15197793,0.56973046,1.75447115,0.05913115,1.09270243
-5.03351676,3.53847417,0.01306097,0.30294015,0.16485607,0.63763955,1.91126823,0.06462136,1.19800462
-5.02751376,3.85226705,0.01445920,0.33089492,0.17807545,0.71094498,2.07349748,0.07033787,1.30811628
-5.02151076,4.17714218,0.01594285,0.36022024,0.19155685,0.78959445,2.24035166,0.07625287,1.42253753
-5.01550775,4.51144403,0.01750648,0.39086504,0.20521033,0.87346665,2.41090628,0.08233277,1.54065572
-5.00950475,4.85325067,0.01914243,0.42276471,0.21893495,0.96236333,2.58411959,0.08853778,1.66174099
-5.00350175,5.20037260,0.02084072,0.45583973,0.23261881,1.05600307,2.75883516,0.09482183,1.78494470
-4.99749875,5.55035885,0.02258896,0.48999408,0.24613940,1.15401707,2.93378725,0.10113253,1.90930155
-4.99149575,5.90051141,0.02437239,0.52511386,0.25936428,1.25594708,3.10760984,0.10741144,2.03373575
-4.98549275,6.24790894,0.02617394,0.56106591,0.27215228,1.36124594,3.27884926,0.11359451,2.15707190
-4.97948974,6.58944030,0.02797449,0.59769663,0.28435523,1.46928049,3.44598101,0.11961293,2.27805063
-4.97348674,6.92184798,0.02975309,0.63483104,0.29582021,1.57933710,3.60743053,0.12539410,2.39534911
-4.96748374,7.24178091,0.03148742,0.67227209,0.30639243,1.69062960,3.76159780,0.13086303,2.50760612
-4.96148074,7.54585561,0.03315422,0.70980046,0.31591858,1.80230958,3.90688528,0.13594388,2.61345113
-4.95547774,7.83072392,0.03472986,0.74717469,0.32425069,1.91347857,4.04172832,0.14056184,2.71153649
-4.94947474,8.09314519,0.03619097,0.78413186,0.33125036,2.02320202,4.16462726,0.14464502,2.80057172
-4.94347174,8.33006032,0.03751503,0.82038882,0.33679317,2.13052458,4.27417985,0.14812654,2.87935844
-4.93746873,8.53866458,0.03868105,0.85564402,0.34077314,2.23448623,4.36911288,0.15094654,2.94682455
-4.93146573,8.71647636,0.03967018,0.88958003,0.34310700,2.33413902,4.44831157,0.15305412,3.00205614
-4.92546273,8.86139891,0.04046626,0.92186664,0.34373813,2.42856395,4.51084557,0.15440910,3.04432562
-4.91945973,8.97177227,0.04105635,0.95216483,0.34263990,2.51688751,4.55599042,0.15498344,3.07311466
-4.91345673,9.04641340,0.04143108,0.98013135,0.33981817,2.59829789,4.58324347,0.15476236,3.08813090
-4.90745373,9.08464279,0.04158494,1.00542409,0.33531292,2.67206019,4.59233391,0.15374501,3.08931754
-4.90145073,9.08629664,0.04151643,1.02770809,0.32919879,2.73753066,4.58322623,0.15194466,3.07685532
-4.89544772,9.05172463,0.04122803,1.04666221,0.32158437,2.79416964,4.55611761,0.14938844,3.05115679
-4.88944472,8.98177357,0.04072611,1.06198624,0.31261045,2.84155288,4.51142920,0.14611659,3.01285321
-4.88344172,8.87775847,0.04002063,1.07340841,0.30244699,2.87938121,4.44979226,0.14218130,2.96277467
-4.87743872,8.74142254,0.03912482,1.08069305,0.29128904,2.90748798,4.37202990,0.13764512,2.90192449
-4.87143572,8.57488848,0.03805469,1.08364806,0.27935179,2.92584432,4.27913555,0.13257911,2.83144904
-4.86543272,8.38060343,0.03682849,1.08213204,0.26686479,2.93456158,4.17224924,0.12706074,2.75260447
-4.85942971,8.16128000,0.03546621,1.07606079,0.25406567,2.93389087,4.05263280,0.12117170,2.66672174
-4.85342671,7.91983575,0.03398890,1.06541260,0.24119355,2.92421927,3.92164510,0.11499568,2.57517153
-4.84742371,7.65933341,0.03241821,1.05023241,0.22848241,2.90606246,3.78071808,0.10861618,2.47933021
-4.84142071,7.38292343,0.03077575,1.03063420,0.21615466,2.88005375,3.63133442,0.10211455,2.38054838
-4.83541771,7.09379056,0.02908267,1.00680162,0.20441520,2.84692934,3.47500717,0.09556821,2.28012258
-4.82941471,6.79510530,0.02735925,0.97898657,0.19344604,2.80751014,3.31326186,0.08904918,2.17927140
-4.82341171,6.48998110,0.02562450,0.94750576,0.18340191,2.76268052,3.14762093,0.08262288,2.07911610
-4.81740870,6.18143757,0.02389597,0.91273518,0.17440677,2.71336454,2.97959064,0.07634737,1.98066626
-4.81140570,5.87236997,0.02218953,0.87510270,0.16655145,2.66050063,2.81065024,0.07027278,1.88481049
-4.80540270,5.56552492,0.02051929,0.83507907,0.15989249,2.60501575,2.64224317,0.06444119,1.79231199
-4.79939970,5.26348230,0.01889755,0.79316750,0.15445218,2.54780021,2.47577009,0.05888674,1.70380880
-4.79339670,4.96864317,0.01733487,0.74989246,0.15021971,2.48968452,2.31258365,0.05363594,1.61981836
-4.78739370,4.68322371,0.01584012,0.70578800,0.14715350,2.43141958,2.15398460,0.04870827,1.54074589
-4.78139070,4.40925500,0.01442061,0.66138611,0.14518455,2.37366141,2.00121950,0.04411683,1.46689620
-4.77538769,4.14858848,0.01308223,0.61720572,0.14422057,2.31696149,1.85547962,0.03986917,1.39848823
-4.76938469,3.90290702,0.01182960,0.57374263,0.14415093,2.26176349,1.71790132,0.03596813,1.33567203
-4.76338169,3.67374119,0.01066625,0.53146086,0.14485206,2.20840678,1.58956766,0.03241267,1.27854738
-4.75737869,3.46249023,0.00959478,0.49078579,0.14619320,2.15713670,1.47151132,0.02919873,1.22718353
-4.75137569,3.27044695,0.00861700,0.45209904,0.14804223,2.10812130,1.36471866,0.02631995,1.18163946
-4.74537269,3.09882560,0.00773408,0.41573552,0.15027137,2.06147336,1.27013464,0.02376842,1.14198389
-4.73936968,2.94879118,0.00694667,0.38198236,0.15276254,2.01727679,1.18866840,0.02153522,1.10831426
-4.73336668,2.82148879,0.00625501,0.35107959,0.15541216,1.97561540,1.12119888,0.01961095,1.08077405
-4.72736368,2.71807090,0.00565900,0.32322260,0.15813514,1.93660245,1.06857999,0.01798609,1.05956747
-4.72136068,2.63972072,0.00515828,0.29856568,0.16086807,1.90040875,1.03164466,0.01665125,1.04497079
-4.71535768,2.58766953,0.00475227,0.27722657,0.16357118,1.86728748,1.01120709,0.01559741,1.03733959
-4.70935468,2.56320597,0.00444017,0.25929153,0.16622933,1.83759361,1.00806244,0.01481588,1.03711109
-4.70335168,2.56767569,0.00422098,0.24482048,0.16885173,1.81179648,1.02298336,0.01429833,1.04480126
-4.69734867,2.60246992,0.00409348,0.23385190,0.17147046,1.79048406,1.05671285,0.01403665,1.06099606
-4.69134567,2.66900224,0.00405619,0.22640716,0.17413792,1.77435824,1.10995313,0.01402277,1.08633697
-4.68534267,2.76867323,0.00410730,0.22249400,0.17692329,1.76422068,1.18335030,0.01424838,1.12150062
-4.67933967,2.90282366,0.00424462,0.22210898,0.17990811,1.76094952,1.27747515,0.01470468,1.16717315
-4.67333667,3.07267730,0.00446549,0.22523873,0.18318120,1.76546772,1.39280033,0.01538203,1.22401992
-4.66733367,3.27927533,0.00476671,0.23186012,0.18683328,1.77870435,1.52967470,0.01626963,1.29265152
-4.66133067,3.52340496,0.00514446,0.24193926,0.19095128,1.80155042,1.68829584,0.01735523,1.37358738
-4.65532766,3.80552534,0.00559418,0.25542957,0.19561291,1.83481156,1.86868190,0.01862484,1.46721844
-4.64932466,4.12569430,0.00611054,0.27226894,0.20088152,1.87915965,2.07064414,0.02006250,1.57377050
-4.64332166,4.48349970,0.00668739,0.29237650,0.20680162,1.93508606,2.29376157,0.02165016,1.69327006
-4.63731866,4.87799908,0.00731772,0.31564890,0.21339515,2.00285880,2.53735925,0.02336756,1.82551430
-4.63131566,5.30767140,0.00799365,0.34195666,0.22065892,2.08248591,2.80049160,0.02519234,1.97004692
-4.62531266,5.77038389,0.00870650,0.37114071,0.22856298,2.17368729,3.08193192,0.02710011,2.12614139
-4.61930965,6.26337681,0.00944684,0.40300935,0.23705034,2.27587640,3.38016921,0.02906470,2.29279279
-4.61330665,6.78326798,0.01020460,0.43733599,0.24603783,2.38815336,3.69341287,0.03105856,2.46871920
-4.60730365,7.32607812,0.01096925,0.47385769,0.25541813,2.50930993,4.01960574,0.03305316,2.65237323
-4.60130065,7.88727716,0.01172994,0.51227469,0.26506281,2.63784673,4.35644544,0.03501951,2.84196363
-4.59529765,8.46185054,0.01247574,0.55225111,0.27482636,2.77200213,4.70141341,0.03692879,3.03548672
-4.58929465,9.04438377,0.01319590,0.59341671,0.28455079,2.90979196,5.05181109,0.03875290,3.23076676
-4.58329165,9.62916234,0.01388006,0.63536983,0.29407079,3.04905855,5.40480190,0.04046515,3.42550382
-4.57728864,10.21028366,0.01451854,0.67768144,0.30321911,3.18752718,5.75745763,0.04204084,3.61732772
-4.57128564,10.78177684,0.01510261,0.71990014,0.31183185,3.32286767,6.10680771,0.04345784,3.80385564
-4.56528264,11.33772588,0.01562470,0.76155817,0.31975358,3.45275860,6.44988955,0.04469707,3.98275145
-4.55927964,11.87239167,0.01607863,0.80217804,0.32684192,3.57495160,6.78379814,0.04574293,4.15178426
-4.55327664,12.38032835,0.01645983,0.84127993,0.33297150,3.68733309,7.10573350,0.04658359,4.30888383
-4.54727364,12.85648997,0.01676545,0.87838935,0.33803708,3.78798097,7.41304429,0.04721114,4.45219068
-4.54127064,13.29632374,0.01699448,0.91304523,0.34195588,3.87521410,7.70326654,0.04762165,4.58009880
-4.53526763,13.69584729,0.01714784,0.94480788,0.34466883,3.94763284,7.97415670,0.04781512,4.69128964
-4.52926463,14.05170801,0.01722832,0.97326698,0.34614103,4.00414919,8.22371837,0.04779524,4.78475601
-4.52326163,14.36122351,0.01724065,0.99804910,0.34636130,4.04400580,8.45022282,0.04756912,4.85981534
-4.51725863,14.62240330,0.01719134,1.01882480,0.34534089,4.06678347,8.65222343,0.04714690,4.91611241
-4.51125563,14.83395276,0.01708861,1.03531503,0.34311172,4.07239767,8.82856466,0.04654129,4.95361174
-4.50525263,14.99526107,0.01694226,1.04729661,0.33972393,4.06108449,8.97838629,0.04576711,4.97258095
-4.49924962,15.10637551,0.01676350,1.05460682,0.33524334,4.03337767,9.10112392,0.04484080,4.97356610
-4.49324662,15.16796499,0.01656480,1.05714675,0.32974853,3.99007801,9.19650653,0.04377991,4.95736110
