energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.80790395,5.50889930,0.11614715,0.15964824,2.21966640,2.25411933,0.07645300,2.79538252,0.12182330,0.33624740
-5.80190095,5.44486603,0.12022550,0.15788216,2.21350243,2.20387473,0.07728153,2.76337592,0.12219175,0.32380549
-5.79589795,5.39107343,0.12440667,0.15623630,2.21481519,2.16037137,0.07803043,2.73812313,0.12248156,0.31142766
-5.78989495,5.34829980,0.12868389,0.15470126,2.22400136,2.12394127,0.07869424,2.72012575,0.12270010,0.29923719
-5.78389195,5.31700036,0.13304589,0.15326763,2.24128392,2.09472437,0.07926677,2.70968436,0.12285069,0.28735522
-5.77788894,5.29730276,0.13747717,0.15192561,2.26670574,2.07267055,0.07974129,2.70689547,0.12293282,0.27589740
-5.77188594,5.28901352,0.14195834,0.15066482,2.30012776,2.05754745,0.08011077,2.71165472,0.12294279,0.26497076
-5.76588294,5.29163408,0.14646656,0.14947407,2.34123161,2.04895346,0.08036826,2.72366571,0.12287438,0.25467087
-5.75987994,5.30438498,0.15097596,0.14834129,2.38952607,2.04633485,0.08050729,2.74245348,0.12271984,0.24507951
-5.75387694,5.32623620,0.15545812,0.14725348,2.44435669,2.04900632,0.08052221,2.76738163,0.12247077,0.23626279
-5.74787394,5.35594158,0.15988243,0.14619670,2.50491808,2.05617362,0.08040863,2.79767198,0.12211914,0.22826993
-5.74187094,5.39207539,0.16421635,0.14515613,2.57026824,2.06695743,0.08016369,2.83242569,0.12165804,0.22113254
-5.73586793,5.43306931,0.16842562,0.14411609,2.63934440,2.08041742,0.07978631,2.87064492,0.12108242,0.21486454
-5.72986493,5.47724826,0.17247431,0.14306010,2.71097997,2.09557577,0.07927735,2.91125425,0.12038947,0.20946252
-5.72386193,5.52286407,0.17632484,0.14197094,2.78392245,2.11143939,0.07863958,2.95312141,0.11957886,0.20490670
-5.71785893,5.56812652,0.17993792,0.14083061,2.85685210,2.12702050,0.07787759,2.99507689,0.11865259,0.20116218
-5.71185593,5.61123136,0.18327248,0.13962043,2.92840140,2.14135518,0.07699757,3.03593247,0.11761473,0.19818056
-5.70585293,5.65038590,0.18628576,0.13832104,2.99717548,2.15351992,0.07600698,3.07449879,0.11647081,0.19590186
-5.69984992,5.68383237,0.18893340,0.13691250,3.06177349,2.16264607,0.07491418,3.10960212,0.11522714,0.19425650
-5.69384692,5.70987017,0.19116979,0.13537443,3.12081113,2.16793252,0.07372798,3.14010079,0.11389002,0.19316747
-5.68784392,5.72687752,0.19294861,0.13368621,3.17294432,2.16865663,0.07245720,3.16490158,0.11246489,0.19255246
-5.68184092,5.73333336,0.19422363,0.13182734,3.21689388,2.16418377,0.07111025,3.18297627,0.11095556,0.19232596
-5.67583792,5.72784004,0.19494976,0.12977785,3.25147092,2.15397563,0.06969480,3.19337858,0.10936363,0.19240129
-5.66983492,5.70914681,0.19508430,0.12751885,3.27560257,2.13759734,0.06821746,3.19526138,0.10768798,0.19269243
-5.66383192,5.67617422,0.19458847,0.12503316,3.28835722,2.11472347,0.06668363,3.18789400,0.10592462,0.19311572
-5.65782891,5.62803856,0.19342895,0.12230607,3.28896859,2.08514297,0.06509744,3.17067908,0.10406674,0.19359131
-5.65182591,5.56407574,0.19157958,0.11932606,3.27685762,2.04876264,0.06346178,3.14316845,0.10210501,0.19404435
-5.64582291,5.48386320,0.18902290,0.11608559,3.25165116,2.00560912,0.06177847,3.10507726,0.10002821,0.19440603
-5.63981991,5.38723873,0.18575162,0.11258181,3.21319656,1.95582904,0.06004849,3.05629549,0.09782397,0.19461423
-5.63381691,5.27431456,0.18176980,0.10881720,3.16157118,1.89968708,0.05827230,2.99689614,0.09547978,0.19461402
-5.62781391,5.14548577,0.17709371,0.10480002,3.09708614,1.83756167,0.05645019,2.92713928,0.09298402,0.19435790
-5.62181091,5.00143168,0.17175226,0.10054467,3.02028394,1.76993833,0.05458260,2.84747154,0.09032706,0.19380583
-5.61580790,4.84310972,0.16578696,0.09607170,2.93192959,1.69740037,0.05267053,2.75852059,0.08750229,0.19292512
-5.60980490,4.67174150,0.15925150,0.09140775,2.83299571,1.62061726,0.05071581,2.66108468,0.08450708,0.19169017
-5.60380190,4.48879129,0.15221072,0.08658512,2.72464189,1.54033092,0.04872134,2.55611747,0.08134356,0.19008213
-5.59779890,4.29593767,0.14473924,0.08164120,2.60818919,1.45734004,0.04669129,2.44470861,0.07801914,0.18808859
-5.59179590,4.09503957,0.13691974,0.07661773,2.48509107,1.37248339,0.04463119,2.32806102,0.07454687,0.18570323
-5.58579290,3.88809822,0.12884086,0.07155979,2.35690181,1.28662231,0.04254794,2.20746582,0.07094552,0.18292558
-5.57978989,3.67721687,0.12059503,0.06651484,2.22524419,1.20062335,0.04044977,2.08427602,0.06723940,0.17976086
-5.57378689,3.46456032,0.11227616,0.06153156,2.09177766,1.11534162,0.03834607,1.95988039,0.06345797,0.17621999
-5.56778389,3.25231604,0.10397737,0.05665886,1.95816861,1.03160555,0.03624728,1.83567856,0.05963528,0.17231969
-5.56178089,3.04265892,0.09578892,0.05194478,1.82606392,0.95020368,0.03416465,1.71305859,0.05580926,0.16808274
-5.55577789,2.83772104,0.08779627,0.04743561,1.69706897,0.87187393,0.03211000,1.59337784,0.05202094,0.16353835
-5.54977489,2.63956758,0.08007858,0.04317514,1.57273069,0.79729570,0.03009551,1.47794798,0.04831357,0.15872264
-5.54377189,2.45017965,0.07270744,0.03920407,1.45452612,0.72708495,0.02813349,1.36802440,0.04473186,0.15367907
-5.53776888,2.27144414,0.06574611,0.03555959,1.34385650,0.66179230,0.02623622,1.26480020,0.04132115,0.14845890
-5.53176588,2.10515026,0.05924904,0.03227521,1.24204653,0.60190399,0.02441573,1.16940449,0.03812682,0.14312157
-5.52576288,1.95299191,0.05326188,0.02938075,1.15034796,0.54784520,0.02268371,1.08290444,0.03519368,0.13773484
-5.51975988,1.81657460,0.04782173,0.02690243,1.06994664,0.49998547,0.02105139,1.00631029,0.03256555,0.13237478
-5.51375688,1.69742540,0.04295776,0.02486321,1.00197163,0.45864545,0.01952948,0.94058226,0.03028497,0.12712542
-5.50775388,1.59700394,0.03869199,0.02328315,0.94750490,0.42410450,0.01812812,0.88663819,0.02839298,0.12207811
-5.50175088,1.51671261,0.03504021,0.02217980,0.90759016,0.39660820,0.01685684,0.84536055,0.02692904,0.11733048
-5.49574787,1.45790385,0.03201304,0.02156871,0.88323910,0.37637533,0.01572453,0.81760165,0.02593090,0.11298505
-5.48974487,1.42188295,0.02961687,0.02146378,0.87543371,0.36360359,0.01473941,0.80418571,0.02543458,0.10914741
-5.48374187,1.40990440,0.02785484,0.02187766,0.88512335,0.35847341,0.01390900,0.80590678,0.02547423,0.10592411
-5.47773887,1.42316093,0.02672757,0.02282197,0.91321544,0.36114962,0.01324002,0.82352174,0.02608199,0.10342018
-5.47173587,1.46276414,0.02623377,0.02430745,0.96055929,0.37178044,0.01273832,0.85773758,0.02728766,0.10173636
-5.46573287,1.52971660,0.02637065,0.02634400,1.02792262,0.39049387,0.01240877,0.90919299,0.02911822,0.10096618
-5.45972986,1.62487561,0.02713403,0.02894047,1.11596095,0.41739128,0.01225509,0.97843421,0.03159731,0.10119290
-5.45372686,1.74890942,0.02851829,0.03210448,1.22518068,0.45253862,0.01227968,1.06588569,0.03474436,0.10248643
-5.44772386,1.90224735,0.03051601,0.03584189,1.35589674,0.49595535,0.01248345,1.17181658,0.03857366,0.10490032
-5.44172086,2.08502579,0.03311750,0.04015638,1.50818665,0.54760179,0.01286562,1.29630415,0.04309332,0.10846898
-5.43571786,2.29703236,0.03631015,0.04504877,1.68184289,0.60736547,0.01342346,1.43919586,0.04830400,0.11320520
-5.42971486,2.53765117,0.04007762,0.05051630,1.87632601,0.67504709,0.01415219,1.60007206,0.05419771,0.11909800
-5.42371186,2.80581212,0.04439903,0.05655193,2.09072121,0.75034713,0.01504471,1.77821127,0.06075656,0.12611114
-5.41770885,3.09994753,0.04924818,0.06314354,2.32370108,0.83285368,0.01609154,1.97256030,0.06795161,0.13418218
-5.41170585,3.41795922,0.05459277,0.07027319,2.57349750,0.92203258,0.01728068,2.18171160,0.07574186,0.14322217
-5.40570285,3.75719907,0.06039377,0.07791641,2.83788522,1.01722040,0.01859763,2.40388959,0.08407352,0.15311625
-5.39969985,4.11446553,0.06660501,0.08604157,3.11417968,1.11762124,0.02002537,2.63694822,0.09287952,0.16372492
-5.39369685,4.48601830,0.07317292,0.09460936,3.39925083,1.22230755,0.02154456,2.87838091,0.10207954,0.17488617
-5.38769385,4.86761245,0.08003660,0.10357236,3.68955435,1.33022577,0.02313365,3.12534411,0.11158031,0.18641847
-5.38169085,5.25455253,0.08712806,0.11287483,3.98118089,1.44020657,0.02476923,3.37469476,0.12127650,0.19812434
-5.37568784,5.64176630,0.09437290,0.12245264,4.26992287,1.55098006,0.02642636,3.62304151,0.13105209,0.20979478
-5.36968484,6.02389682,0.10169110,0.13223335,4.55135790,1.66119538,0.02807902,3.86680881,0.14078219,0.22121406
-5.36368184,6.39541051,0.10899821,0.14213662,4.82094657,1.76944448,0.02970058,4.10231215,0.15033532,0.23216501
-5.35767884,6.75071812,0.11620669,0.15207473,5.07414168,1.87428923,0.03126436,4.32584247,0.15957617,0.24243451
-5.35167584,7.08430463,0.12322745,0.16195335,5.30650538,1.97429115,0.03274421,4.53375668,0.16836856,0.25181899
-5.34567284,7.39086359,0.12997158,0.17167262,5.51382967,2.06804265,0.03411508,4.72257123,0.17657874,0.26012981
-5.33966983,7.66543087,0.13635208,0.18112838,5.69225575,2.15419880,0.03535363,4.88905509,0.18407874,0.26719821
-5.33366683,7.90351300,0.14228567,0.19021361,5.83838719,2.23150842,0.03643872,5.03031851,0.19074976,0.27287980
-5.32766383,8.10120476,0.14769461,0.19882015,5.94939222,2.29884346,0.03735198,5.14389401,0.19648535,0.27705822
-5.32166083,8.25529185,0.15250831,0.20684049,6.02309049,2.35522557,0.03807819,5.22780616,0.20119445,0.27964805
-5.31565783,8.36333427,0.15666491,0.21416980,6.05802067,2.39984895,0.03860567,5.28062730,0.20480391,0.28059668
-5.30965483,8.42372750,0.16011263,0.22070801,6.05348553,2.43209870,0.03892650,5.30151695,0.20726069,0.27988517
-5.30365183,8.43573913,0.16281096,0.22636192,6.00957261,2.45156415,0.03903672,5.29024314,0.20853332,0.27752807
-5.29764882,8.39951976,0.16473153,0.23104735,5.92714942,2.45804674,0.03893635,5.24718506,0.20861291,0.27357220
-5.29164582,8.31608835,0.16585876,0.23469120,5.80783339,2.45156232,0.03862932,5.17331702,0.20751344,0.26809451
-5.28564282,8.18729279,0.16619030,0.23723339,5.65393791,2.43233806,0.03812336,5.07017442,0.20527133,0.26119909
-5.27963982,8.01574796,0.16573710,0.23862858,5.46839685,2.40080403,0.03742970,4.93980368,0.20194454,0.25301346
-5.27363682,7.80475408,0.16452326,0.23884767,5.25467106,2.35758010,0.03656278,4.78469812,0.19761091,0.24368435
-5.26763382,7.55819897,0.16258567,0.23787890,5.01664079,2.30345864,0.03553982,4.60772272,0.19236613,0.23337315
-5.26163082,7.28044821,0.15997328,0.23572868,4.75848886,2.23938376,0.03438036,4.41203096,0.18632115,0.22225112
-5.25562781,6.97622754,0.15674624,0.23242184,4.48457920,2.16642780,0.03310581,4.20097700,0.17959935,0.21049473
-5.24962481,6.65050174,0.15297476,0.22800162,4.19933594,2.08576585,0.03173889,3.97802662,0.17233342,0.19828109
-5.24362181,6.30835411,0.14873774,0.22252899,3.90712736,1.99864916,0.03030312,3.74666997,0.16466211,0.18578372
-5.23761881,5.95487026,0.14412121,0.21608164,3.61215905,1.90637801,0.02882233,3.51033924,0.15672692,0.17316884
-5.23161581,5.59502951,0.13921664,0.20875242,3.31837966,1.81027494,0.02732011,3.27233340,0.14866890,0.16059209
-5.22561281,5.23360650,0.13411899,0.20064746,3.02940187,1.71165872,0.02581939,3.03575223,0.14062550,0.14819593
-5.21960980,4.87508507,0.12892469,0.19188383,2.74844050,1.61181980,0.02434194,2.80344088,0.13272771,0.13610763
-5.21360680,4.52358574,0.12372953,0.18258699,2.47826852,1.51199754,0.02290805,2.57794587,0.12509735,0.12443788
-5.20760380,4.18280760,0.11862646,0.17288801,2.22119112,1.41335978,0.02153609,2.36148280,0.11784476,0.11328001
-5.20160080,3.85598483,0.11370337,0.16292066,1.97903702,1.31698488,0.02024228,2.15591565,0.11106678,0.10270974
-5.19559780,3.54585765,0.10904098,0.15281858,1.75316559,1.22384665,0.01904038,1.96274710,0.10484514,0.09278540
-5.18959480,3.25465696,0.10471075,0.14271247,1.54448795,1.13480233,0.01794156,1.78311890,0.09924511,0.08354866
-5.18359180,2.98410196,0.10077307,0.13272753,1.35349952,1.05058367,0.01695419,1.61782126,0.09431475,0.07502544
-5.17758879,2.73540954,0.09727558,0.12298121,1.18032171,0.97179138,0.01608381,1.46730994,0.09008437,0.06722724
-5.17158579,2.50931420,0.09425196,0.11358127,1.02474995,0.89889288,0.01533311,1.33172972,0.08656649,0.06015260
-5.16558279,2.30609742,0.09172089,0.10462439,0.88630563,0.83222337,0.01470192,1.21094285,0.08375621,0.05378860
-5.15957979,2.12562481,0.08968565,0.09619514,0.76428952,0.77199010,0.01418740,1.10456138,0.08163198,0.04811260
-5.15357679,1.96739011,0.08813403,0.08836554,0.65783466,0.71827971,0.01378410,1.01198198,0.08015668,0.04309381
-5.14757379,1.83056436,0.08703882,0.08119502,0.56595677,0.67106838,0.01348429,0.93242226,0.07927919,0.03869498
-5.14157079,1.71404909,0.08635875,0.07473095,0.48760090,0.63023452,0.01327815,0.86495771,0.07893622,0.03487395
-5.13556778,1.61653202,0.08603995,0.06900947,0.42168320,0.59557337,0.01315415,0.80855826,0.07905443,0.03158512
-5.12956478,1.53654397,0.08601778,0.06405669,0.36712696,0.56681326,0.01309943,0.76212383,0.07955288,0.02878083
-5.12356178,1.47251541,0.08621915,0.05989011,0.32289261,0.54363274,0.01310017,0.72451815,0.08034557,0.02641263
-5.11755878,1.42283126,0.08656502,0.05652023,0.28800145,0.52567799,0.01314203,0.69460024,0.08134413,0.02443242
-5.11155578,1.38588242,0.08697322,0.05395208,0.26155310,0.51257982,0.01321061,0.67125317,0.08246059,0.02279341
-5.10555278,1.36011254,0.08736125,0.05218675,0.24273707,0.50396954,0.01329187,0.65340934,0.08360999,0.02145095
-5.09954977,1.34405869,0.08764917,0.05122265,0.23083855,0.49949301,0.01337253,0.64007221,0.08471290,0.02036329
-5.09354677,1.33638468,0.08776231,0.05105657,0.22523917,0.49882222,0.01344045,0.63033385,0.08569770,0.01949205
-5.08754377,1.33590599,0.08763372,0.05168425,0.22541301,0.50166389,0.01348497,0.62338818,0.08650244,0.01880264
-5.08154077,1.34160540,0.08720631,0.05310059,0.23091867,0.50776468,0.01349716,0.61853969,0.08707644,0.01826450
-5.07553777,1.35263922,0.08643458,0.05529942,0.24138783,0.51691273,0.01347002,0.61520761,0.08738125,0.01785115
-5.06953477,1.36833362,0.08528578,0.05827279,0.25651123,0.52893545,0.01339858,0.61292555,0.08739123,0.01754019
-5.06353177,1.38817188,0.08374065,0.06200978,0.27602243,0.54369383,0.01327996,0.61133685,0.08709354,0.01731308
-5.05752876,1.41177308,0.08179355,0.06649504,0.29968043,0.56107339,0.01311328,0.61018603,0.08648763,0.01715482
-5.05152576,1.43886368,0.07945207,0.07170699,0.32725167,0.58097249,0.01289959,0.60930689,0.08558425,0.01705360
-5.04552276,1.46924354,0.07673615,0.07761590,0.35849234,0.60328874,0.01264160,0.60860781,0.08440404,0.01700027
-5.03951976,1.50274850,0.07367677,0.08418195,0.39313160,0.62790415,0.01234351,0.60805515,0.08297571,0.01698783
-5.03351676,1.53921159,0.07031434,0.09135340,0.43085675,0.65467033,0.01201064,0.60765559,0.08133409,0.01701090
-5.02751376,1.57842541,0.06669669,0.09906508,0.47130086,0.68339454,0.01164918,0.60743820,0.07951791,0.01706510
-5.02151076,1.62010794,0.06287707,0.10723733,0.51403358,0.71382765,0.01126582,0.60743740,0.07756763,0.01714660
-5.01550775,1.66387398,0.05891195,0.11577550,0.55855580,0.74565507,0.01086745,0.60767742,0.07552328,0.01725159
-5.00950475,1.70921428,0.05485892,0.12457018,0.60429852,0.77849139,0.01046083,0.60815924,0.07342261,0.01737590
-5.00350175,1.75548380,0.05077473,0.13349817,0.65062620,0.81187937,0.01005239,0.60885049,0.07129937,0.01751471
-4.99749875,1.80190023,0.04671348,0.14242435,0.69684472,0.84529373,0.00964799,0.60967893,0.06918202,0.01766232
-4.99149575,1.84755315,0.04272510,0.15120429,0.74221380,0.87814986,0.00925278,0.61052969,0.06709284,0.01781212
-4.98549275,1.89142389,0.03885416,0.15968771,0.78596356,0.90981729,0.00887112,0.61124632,0.06504747,0.01795658
-4.97948974,1.93241503,0.03513897,0.16772261,0.82731463,0.93963752,0.00850657,0.61163558,0.06305485,0.01808739
-4.97348674,1.96938855,0.03161104,0.17515988,0.86550107,0.96694540,0.00816194,0.61147548,0.06111756,0.01819575
-4.96748374,2.00121048,0.02829485,0.18185841,0.89979527,0.99109332,0.00783938,0.61052621,0.05923261,0.01827263
-4.96148074,2.02679999,0.02520792,0.18769026,0.92953363,1.01147687,0.00754058,0.60854308,0.05739241,0.01830920
-4.95547774,2.04518032,0.02236112,0.19254580,0.95414202,1.02756082,0.00726689,0.60529084,0.05558606,0.01829723
-4.94947474,2.05552893,0.01975926,0.19633861,0.97315999,1.03890422,0.00701962,0.60055851,0.05380074,0.01822951
-4.94347174,2.05722430,0.01740171,0.19900982,0.98626243,1.04518312,0.00680022,0.59417384,0.05202315,0.01810032
-4.93746873,2.04988697,0.01528329,0.20053178,0.99327800,1.04621003,0.00661051,0.58601673,0.05024094,0.01790580
-4.93146573,2.03341265,0.01339509,0.20091090,0.99420339,1.04194889,0.00645295,0.57603075,0.04844407,0.01764425
-4.92546273,2.00799593,0.01172534,0.20018939,0.98921290,1.03252487,0.00633075,0.56423246,0.04662592,0.01731648
-4.91945973,1.97414336,0.01026028,0.19844604,0.97866299,1.01822859,0.00624810,0.55071788,0.04478429,0.01692593
-4.91345673,1.93267534,0.00898493,0.19579580,0.96309179,0.99951431,0.00621022,0.53566602,0.04292205,0.01647881
-4.90745373,1.88471695,0.00788377,0.19238839,0.94321358,0.97699236,0.00622345,0.51933934,0.04104760,0.01598412
-4.90145073,1.83167821,0.00694134,0.18840577,0.91990886,0.95141611,0.00629521,0.50208135,0.03917504,0.01545356
-4.89544772,1.77522481,0.00614271,0.18405881,0.89421036,0.92366396,0.00643401,0.48431144,0.03732407,0.01490144
-4.88944472,1.71724091,0.00547386,0.17958318,0.86728579,0.89471736,0.00664927,0.46651738,0.03551965,0.01434440
-4.88344172,1.65978552,0.00492187,0.17523463,0.84041820,0.86563561,0.00695115,0.44924592,0.03379151,0.01380121
-4.87743872,1.60504455,0.00447511,0.17128390,0.81498461,0.83752861,0.00735040,0.43309195,0.03217344,0.01329242
-4.87143572,1.55528041,0.00412328,0.16801140,0.79243376,0.81152862,0.00785803,0.41868671,0.03070251,0.01284002
-4.86543272,1.51278104,0.00385738,0.16570186,0.77426375,0.78876206,0.00848504,0.40668549,0.02941817,0.01246712
-4.85942971,1.47981019,0.00366963,0.16463903,0.76199991,0.77032238,0.00924215,0.39775529,0.02836132,0.01219752
-4.85342671,1.45856037,0.00355338,0.16510076,0.75717362,0.75724489,0.01013940,0.39256273,0.02757339,0.01205535
-4.84742371,1.45110978,0.00350290,0.16735427,0.76130201,0.75048421,0.01118592,0.39176248,0.02709542,0.01206469
-4.84142071,1.45938424,0.00351329,0.17165204,0.77586884,0.75089506,0.01238958,0.39598650,0.02696718,0.01224919
-4.83541771,1.48512455,0.00358027,0.17822802,0.80230649,0.75921667,0.01375673,0.40583400,0.02722640,0.01263166
-4.82941471,1.52985989,0.00370007,0.18729452,0.84197879,0.77606113,0.01529203,0.42186243,0.02790802,0.01323370
-4.82341171,1.59488725,0.00386929,0.19903952,0.89616453,0.80190579,0.01699822,0.44457926,0.02904358,0.01407528
-4.81740870,1.68125668,0.00408481,0.21362452,0.96604140,0.83708951,0.01887612,0.47443467,0.03066068,0.01517438
-4.81140570,1.78976236,0.00434374,0.23118293,1.05267004,0.88181278,0.02092456,0.51181500,0.03278257,0.01654660
-4.80540270,1.92093874,0.00464335,0.25181881,1.15697809,0.93614122,0.02314050,0.55703704,0.03542788,0.01820473
-4.79939970,2.07506155,0.00498111,0.27560610,1.27974402,1.00001217,0.02551917,0.61034297,0.03861045,0.02015838
-4.79339670,2.25215286,0.00535472,0.30258818,1.42158086,1.07324383,0.02805435,0.67189605,0.04233928,0.02241365
-4.78739370,2.45198969,0.00576212,0.33277770,1.58291986,1.15554644,0.03073867,0.74177698,0.04661869,0.02497278
-4.78139070,2.67411557,0.00620160,0.36615674,1.76399425,1.24653490,0.03356399,0.81998103,0.05144856,0.02783385
-4.77538769,2.91785412,0.00667185,0.40267702,1.96482367,1.34574224,0.03652186,0.90641590,0.05682474,0.03099058
-4.76938469,3.18232418,0.00717210,0.44226041,2.18519941,1.45263316,0.03960392,1.00090040,0.06273954,0.03443215
-4.76338169,3.46645559,0.00770209,0.48479937,2.42467111,1.56661726,0.04280234,1.10316388,0.06918242,0.03814318
-4.75737869,3.76900492,0.00826222,0.53015748,2.68253545,1.68706110,0.04611020,1.21284657,0.07614065,0.04210368
-4.75137569,4.08857038,0.00885351,0.57816983,2.95782713,1.81329869,0.04952180,1.32950058,0.08360006,0.04628926
-4.74537269,4.42360515,0.00947762,0.62864344,3.24931294,1.94463986,0.05303287,1.45259178,0.09154582,0.05067133
-4.73936968,4.77242871,0.01013678,0.68135737,3.55548904,2.08037626,0.05664060,1.58150221,0.09996305,0.05521740
-4.73336668,5.13323533,0.01083367,0.73606278,3.87458202,2.21978459,0.06034360,1.71553312,0.10883737,0.05989157
-4.72736368,5.50409976,0.01157132,0.79248280,4.20455395,2.36212715,0.06414161,1.85390843,0.11815528,0.06465495
-4.72136068,5.88297984,0.01235283,0.85031220,4.54311177,2.50664986,0.06803509,1.99577854,0.12790422,0.06946631
-4.71535768,6.26771626,0.01318117,0.90921709,4.88772103,2.65257795,0.07202457,2.14022447,0.13807241,0.07428261
-4.70935468,6.65603015,0.01405891,0.96883459,5.23562438,2.79910989,0.07610998,2.28626227,0.14864829,0.07905963
-4.70335168,7.04551918,0.01498784,1.02877271,5.58386464,2.94541035,0.08028973,2.43284775,0.15961972,0.08375264
-4.69734867,7.43365352,0.01596871,1.08861057,5.92931278,3.09060292,0.08455977,2.57888167,0.17097272,0.08831696
-4.69134567,7.81777299,0.01700091,1.14789927,6.26870063,3.23376365,0.08891265,2.72321563,0.18269003,0.09270854
-4.68534267,8.19508713,0.01808211,1.20616339,6.59865840,3.37391629,0.09333660,2.86465875,0.19474939,0.09688452
-4.67933967,8.56267996,0.01920810,1.26290364,6.91575696,3.51003036,0.09781467,3.00198575,0.20712164,0.10080369
-4.67333667,8.91752103,0.02037254,1.31760063,7.21655453,3.64102285,0.10232411,3.13394639,0.21976887,0.10442696
-4.66733367,9.25648439,0.02156684,1.36972003,7.49764752,3.76576434,0.10683592,3.25927689,0.23264258,0.10771772
-4.66133067,9.57637665,0.02278018,1.41871914,7.75572496,3.88309004,0.11131470,3.37671343,0.24568208,0.11064227
-4.65532766,9.87397492,0.02399959,1.46405500,7.98762573,3.99181589,0.11571881,3.48500790,0.25881333,0.11317011
-4.64932466,10.14607468,0.02521011,1.50519386,8.19039770,4.09075980,0.12000091,3.58294602,0.27194814,0.11527431
-4.64332166,10.38954720,0.02639510,1.54162191,8.36135730,4.17876732,0.12410876,3.66936756,0.28498408,0.11693181
