energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up
-6.00000000,2.72918680,0.06974578,0.11052382,0.79018664,0.37298877,0.18579207,0.00000000,0.03575877,1.08166238
-5.99399700,2.67433371,0.06874598,0.10905445,0.78538504,0.36216165,0.18099038,0.00000000,0.03535105,1.06156755
-5.98799400,2.60489928,0.06758550,0.10688858,0.77590089,0.34962408,0.17514739,0.00000000,0.03473077,1.03556816
-5.98199100,2.52212268,0.06624531,0.10406809,0.76187799,0.33552793,0.16837101,0.00000000,0.03391071,1.00418872
-5.97598799,2.42748203,0.06471634,0.10064686,0.74355556,0.32006242,0.16078517,0.00000000,0.03290724,0.96804104
-5.96998499,2.32264235,0.06299846,0.09668902,0.72125856,0.30344612,0.15252603,0.00000000,0.03173974,0.92780381
-5.96398199,2.20940006,0.06109927,0.09226699,0.69538554,0.28591851,0.14373790,0.00000000,0.03042999,0.88420097
-5.95797899,2.08962643,0.05903281,0.08745926,0.66639447,0.26773134,0.13456930,0.00000000,0.02900149,0.83797987
-5.95197599,1.96521239,0.05681811,0.08234812,0.63478739,0.24914031,0.12516913,0.00000000,0.02747873,0.78989012
-5.94597299,1.83801691,0.05447779,0.07701735,0.60109444,0.23039734,0.11568325,0.00000000,0.02588652,0.74066406
-5.93996998,1.70982086,0.05203678,0.07154997,0.56585796,0.21174365,0.10625153,0.00000000,0.02424933,0.69099943
-5.93396698,1.58228787,0.04952104,0.06602623,0.52961741,0.19340398,0.09700558,0.00000000,0.02259069,0.64154502
-5.92796398,1.45693327,0.04695650,0.06052171,0.49289556,0.17558198,0.08806706,0.00000000,0.02093266,0.59288943
-5.92196098,1.33510178,0.04436818,0.05510582,0.45618644,0.15845689,0.07954684,0.00000000,0.01929545,0.54555345
-5.91595798,1.21795412,0.04177945,0.04984056,0.41994554,0.14218161,0.07154481,0.00000000,0.01769708,0.49998583
-5.90995498,1.10646222,0.03921155,0.04477968,0.38458229,0.12688196,0.06415053,0.00000000,0.01615316,0.45656259
-5.90395198,1.00141261,0.03668327,0.03996809,0.35045514,0.11265712,0.05744444,0.00000000,0.01467685,0.41558930
-5.89794897,0.90341692,0.03421076,0.03544177,0.31786900,0.09958119,0.05149979,0.00000000,0.01327880,0.37730623
-5.89194597,0.81292833,0.03180756,0.03122785,0.28707512,0.08770546,0.04638498,0.00000000,0.01196729,0.34189567
-5.88594297,0.73026284,0.02948473,0.02734505,0.25827302,0.07706152,0.04216638,0.00000000,0.01074839,0.30949103
-5.87993997,0.65562372,0.02725101,0.02380436,0.23161424,0.06766477,0.03891130,0.00000000,0.00962623,0.28018707
-5.87393697,0.58912799,0.02511314,0.02060985,0.20720756,0.05951818,0.03669120,0.00000000,0.00860322,0.25405076
-5.86793397,0.53083335,0.02307611,0.01775967,0.18512526,0.05261615,0.03558472,0.00000000,0.00768041,0.23113219
-5.86193097,0.48076455,0.02114352,0.01524713,0.16541002,0.04694837,0.03568063,0.00000000,0.00685782,0.21147505
-5.85592796,0.43893779,0.01931784,0.01306173,0.14808216,0.04250323,0.03708030,0.00000000,0.00613474,0.19512622
-5.84992496,0.40538244,0.01760065,0.01119029,0.13314669,0.03927099,0.03989969,0.00000000,0.00551005,0.18214409
-5.84392196,0.38015910,0.01599290,0.00961795,0.12059998,0.03724637,0.04427065,0.00000000,0.00498248,0.17260533
-5.83791896,0.36337341,0.01449505,0.00832909,0.11043573,0.03643042,0.05034135,0.00000000,0.00455091,0.16660980
-5.83191596,0.35518511,0.01310720,0.00730815,0.10264995,0.03683189,0.05827565,0.00000000,0.00421451,0.16428339
-5.82591296,0.35581209,0.01182915,0.00654030,0.09724485,0.03846765,0.06825148,0.00000000,0.00397292,0.16577872
-5.81990995,0.36552915,0.01066045,0.00601198,0.09423140,0.04136245,0.08045795,0.00000000,0.00382637,0.17127366
-5.81390695,0.38466155,0.00960038,0.00571127,0.09363061,0.04554787,0.09509113,0.00000000,0.00377572,0.18096746
-5.80790395,0.41357340,0.00864790,0.00562811,0.09547339,0.05106048,0.11234867,0.00000000,0.00382244,0.19507484
-5.80190095,0.45265132,0.00780166,0.00575437,0.09979905,0.05793941,0.13242316,0.00000000,0.00396860,0.21381788
-5.79589795,0.50228364,0.00705987,0.00608379,0.10665253,0.06622308,0.15549431,0.00000000,0.00421673,0.23741607
-5.78989495,0.56283584,0.00642030,0.00661180,0.11608045,0.07594564,0.18172028,0.00000000,0.00456973,0.26607472
-5.78389195,0.63462316,0.00588019,0.00733519,0.12812605,0.08713283,0.21122828,0.00000000,0.00503065,0.29997206
-5.77788894,0.71788109,0.00543622,0.00825171,0.14282346,0.09979768,0.24410479,0.00000000,0.00560254,0.33924555
-5.77188594,0.81273514,0.00508446,0.00935965,0.16019120,0.11393613,0.28038582,0.00000000,0.00628816,0.38397776
-5.76588294,0.91917099,0.00482041,0.01065729,0.18022554,0.12952279,0.32004765,0.00000000,0.00708979,0.43418258
-5.75987994,1.03700661,0.00463890,0.01214239,0.20289379,0.14650710,0.36299849,0.00000000,0.00800899,0.48979225
-5.75387694,1.16586763,0.00453424,0.01381165,0.22812796,0.16480997,0.40907155,0.00000000,0.00904634,0.55064600
-5.74787394,1.30516771,0.00450016,0.01566022,0.25581914,0.18432132,0.45802015,0.00000000,0.01020127,0.61648093
-5.74187094,1.45409508,0.00452992,0.01768130,0.28581296,0.20489860,0.50951510,0.00000000,0.01147185,0.68692585
-5.73586793,1.61160673,0.00461639,0.01986570,0.31790639,0.22636640,0.56314492,0.00000000,0.01285466,0.76149861
-5.72986493,1.77643122,0.00475214,0.02220169,0.35184633,0.24851752,0.61841915,0.00000000,0.01434475,0.83960753
-5.72386193,1.94708086,0.00492960,0.02467477,0.38733008,0.27111535,0.67477480,0.00000000,0.01593555,0.92055712
-5.71785893,2.12187359,0.00514117,0.02726775,0.42400795,0.29389768,0.73158615,0.00000000,0.01761900,1.00355843
-5.71185593,2.29896443,0.00537937,0.02996085,0.46148808,0.31658198,0.78817760,0.00000000,0.01938560,1.08774381
-5.70585293,2.47638589,0.00563708,0.03273197,0.49934342,0.33887187,0.84383930,0.00000000,0.02122464,1.17218592
-5.69984992,2.65209626,0.00590766,0.03555713,0.53712074,0.36046470,0.89784516,0.00000000,0.02312444,1.25592043
-5.69384692,2.82403408,0.00618519,0.03841102,0.57435142,0.38106001,0.94947246,0.00000000,0.02507270,1.33797163
-5.68784392,2.99017690,0.00646464,0.04126762,0.61056375,0.40036849,0.99802253,0.00000000,0.02705684,1.41738000
-5.68184092,3.14860180,0.00674213,0.04410095,0.64529605,0.41812108,1.04284145,0.00000000,0.02906445,1.49323072
-5.67583792,3.29754533,0.00701504,0.04688582,0.67811042,0.43407786,1.08334007,0.00000000,0.03108373,1.56468179
-5.66983492,3.43546001,0.00728227,0.04959866,0.70860628,0.44803641,1.11901242,0.00000000,0.03310393,1.63099062
-5.66383192,3.56106501,0.00754436,0.05221830,0.73643320,0.45983906,1.14945171,0.00000000,0.03511584,1.69153780
-5.65782891,3.67338853,0.00780364,0.05472670,0.76130249,0.46937890,1.17436323,0.00000000,0.03711224,1.74584708
-5.65182591,3.77180008,0.00806431,0.05710965,0.78299702,0.47660416,1.19357366,0.00000000,0.03908828,1.79360042
-5.64582291,3.85603107,0.00833255,0.05935732,0.80137874,0.48152072,1.20703622,0.00000000,0.04104185,1.83464773
-5.63981991,3.92618293,0.00861648,0.06146473,0.81639367,0.48419269,1.21483182,0.00000000,0.04297396,1.86901064
-5.63381691,3.98272241,0.00892620,0.06343207,0.82807410,0.48474100,1.21716587,0.00000000,0.04488890,1.89688029
-5.62781391,4.02646444,0.00927361,0.06526490,0.83653790,0.48333997,1.21436124,0.00000000,0.04679447,1.91860930
-5.62181091,4.05854360,0.00967233,0.06697417,0.84198506,0.48021217,1.20684766,0.00000000,0.04870204,1.93469847
-5.61580790,4.08037545,0.01013746,0.06857613,0.84469152,0.47562161,1.19514810,0.00000000,0.05062655,1.94577874
-5.60980490,4.09360969,0.01068528,0.07009207,0.84500065,0.46986563,1.17986275,0.00000000,0.05258643,1.95258942
-5.60380190,4.10007716,0.01133291,0.07154797,0.84331277,0.46326586,1.16165143,0.00000000,0.05460333,1.95595364
-5.59779890,4.10173285,0.01209790,0.07297395,0.84007306,0.45615847,1.14121489,0.00000000,0.05670181,1.95675203
-5.59179590,4.10059693,0.01299770,0.07440370,0.83575826,0.44888420,1.11927592,0.00000000,0.05890887,1.95589571
