energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.44772386,0.91079136,0.00012491,0.04229156,0.19338999,0.19758252,0.11655965,0.36661040,0.00131555,0.34101166
-5.44172086,0.87863674,0.00012095,0.04713967,0.18063043,0.18681708,0.11677983,0.36104447,0.00113681,0.31635571
-5.43571786,0.85576901,0.00011726,0.05349299,0.17012210,0.17859209,0.11912171,0.35699558,0.00098057,0.29645932
-5.42971486,0.84258966,0.00011380,0.06150929,0.16189942,0.17297358,0.12375359,0.35458121,0.00084516,0.28141390
-5.42371186,0.83946490,0.00011050,0.07135261,0.15598894,0.17000568,0.13084854,0.35391975,0.00072878,0.27127946
-5.41770885,0.84672714,0.00010731,0.08319040,0.15241102,0.16971092,0.14058276,0.35513198,0.00062958,0.26608676
-5.41170585,0.86467395,0.00010421,0.09718982,0.15118115,0.17209057,0.15313290,0.35834143,0.00054571,0.26583880
-5.40570285,0.89356392,0.00010115,0.11351314,0.15231040,0.17712486,0.16867213,0.36367358,0.00047538,0.27051175
-5.39969985,0.93360919,0.00009813,0.13231233,0.15580523,0.18477304,0.18736519,0.37125351,0.00041692,0.28005492
-5.39369685,0.98496443,0.00009513,0.15372295,0.16166648,0.19497324,0.20936228,0.38120220,0.00036876,0.29438996
-5.38769385,1.04771274,0.00009214,0.17785747,0.16988757,0.20764210,0.23479206,0.39363121,0.00032949,0.31340915
-5.38169085,1.12184879,0.00008916,0.20479816,0.18045200,0.22267424,0.26375386,0.40863619,0.00029787,0.33697301
-5.37568784,1.20726007,0.00008621,0.23458998,0.19333036,0.23994171,0.29630957,0.42628929,0.00027280,0.36490736
-5.36968484,1.30370731,0.00008330,0.26723349,0.20847690,0.25929336,0.33247528,0.44663101,0.00025335,0.39700020
-5.36368184,1.41080524,0.00008043,0.30267839,0.22582600,0.28055447,0.37221325,0.46966181,0.00023873,0.43299859
-5.35767884,1.52800515,0.00007762,0.34081779,0.24528876,0.30352664,0.41542457,0.49533408,0.00022827,0.47260604
-5.35167584,1.65458055,0.00007490,0.38148374,0.26674991,0.32798816,0.46194291,0.52354510,0.00022144,0.51548068
-5.34567284,1.78961741,0.00007227,0.42444415,0.29006548,0.35369499,0.51152976,0.55413130,0.00021780,0.56123464
-5.33966983,1.93201012,0.00006974,0.46940167,0.31506126,0.38038249,0.56387167,0.58686464,0.00021697,0.60943494
-5.33366683,2.08046437,0.00006734,0.51599442,0.34153247,0.40776800,0.61857964,0.62145118,0.00021868,0.65960611
-5.32766383,2.23350740,0.00006505,0.56379915,0.36924458,0.43555426,0.67519105,0.65753250,0.00022266,0.71123477
-5.32166083,2.38950637,0.00006288,0.61233649,0.39793560,0.46343376,0.73317421,0.69468994,0.00022873,0.76377616
-5.31565783,2.54669438,0.00006083,0.66107867,0.42731961,0.49109382,0.79193564,0.73245179,0.00023668,0.81666259
-5.30965483,2.70320399,0.00005889,0.70945930,0.45709166,0.51822244,0.85082992,0.77030327,0.00024638,0.86931354
-5.30365183,2.85710712,0.00005703,0.75688511,0.48693374,0.54451455,0.90917194,0.80769914,0.00025765,0.92114719
-5.29764882,3.00646003,0.00005526,0.80274943,0.51652165,0.56967856,0.96625124,0.84407837,0.00027036,0.97159276
-5.29164582,3.14935168,0.00005354,0.84644664,0.54553245,0.59344285,1.02134797,0.87888045,0.00028438,1.02010332
-5.28564282,3.28395358,0.00005187,0.88738756,0.57365210,0.61556194,1.07374992,0.91156261,0.00029957,1.06616821
-5.27963982,3.40856882,0.00005021,0.92501479,0.60058303,0.63582192,1.12276999,0.94161729,0.00031580,1.10932472
-5.27363682,3.52167828,0.00004855,0.95881767,0.62605105,0.65404505,1.16776355,0.96858905,0.00033299,1.14916816
-5.26763382,3.62198181,0.00004689,0.98834620,0.64981146,0.67009302,1.20814485,0.99209016,0.00035104,1.18535995
-5.26163082,3.70843242,0.00004519,1.01322335,0.67165389,0.68386884,1.24340201,1.01181422,0.00036989,1.21763312
-5.25562781,3.78026204,0.00004346,1.03315517,0.69140571,0.69531722,1.27310984,1.02754707,0.00038951,1.24579505
-5.24962481,3.83699741,0.00004169,1.04793847,0.70893381,0.70442326,1.29694010,1.03917457,0.00040993,1.26972721
-5.24362181,3.87846567,0.00003988,1.05746555,0.72414473,0.71120968,1.31466878,1.04668677,0.00043118,1.28938192
-5.23761881,3.90478923,0.00003804,1.06172590,0.73698319,0.71573263,1.32618012,1.05017838,0.00045338,1.30477649
-5.23161581,3.91637044,0.00003616,1.06080478,0.74742916,0.71807636,1.33146722,1.04984524,0.00047668,1.31598488
-5.22561281,3.91386686,0.00003427,1.05487876,0.75549377,0.71834709,1.33062943,1.04597723,0.00050126,1.32312777
-5.21960980,3.89815847,0.00003238,1.04420845,0.76121429,0.71666630,1.32386645,1.03894756,0.00052738,1.32636138
-5.21360680,3.87030851,0.00003050,1.02912868,0.76464869,0.71316411,1.31146974,1.02919921,0.00055530,1.32586598
-5.20760380,3.83152002,0.00002865,1.01003675,0.76587007,0.70797292,1.29381140,1.01722876,0.00058534,1.32183481
-5.20160080,3.78309007,0.00002685,0.98737904,0.76496139,0.70122170,1.27133127,1.00356845,0.00061781,1.31446399
-5.19559780,3.72636383,0.00002513,0.96163673,0.76201088,0.69303146,1.24452262,0.98876721,0.00065304,1.30394422
-5.18959480,3.66269060,0.00002350,0.93331117,0.75710829,0.68351187,1.21391722,0.97337131,0.00069131,1.29045463
-5.18359180,3.59338348,0.00002197,0.90290948,0.75034241,0.67275938,1.18007021,0.95790539,0.00073289,1.27415912
-5.17758879,3.51968427,0.00002056,0.87093094,0.74179970,0.66085681,1.14354550,0.94285475,0.00077798,1.25520527
-5.17158579,3.44273454,0.00001928,0.83785459,0.73156418,0.64787434,1.10490205,0.92864928,0.00082670,1.23372578
-5.16558279,3.36355379,0.00001814,0.80412862,0.71971845,0.63387178,1.06468154,0.91564987,0.00087908,1.20984209
-5.15957979,3.28302478,0.00001714,0.77016159,0.70634561,0.61890179,1.02339775,0.90413757,0.00093500,1.18366983
-5.15357679,3.20188584,0.00001629,0.73631592,0.69153173,0.60301386,0.98152781,0.89430583,0.00099427,1.15532532
-5.14757379,3.12072994,0.00001558,0.70290348,0.67536875,0.58625859,0.93950542,0.88625617,0.00105649,1.12493273
-5.14157079,3.04000934,0.00001500,0.67018344,0.65795725,0.56869188,0.89771618,0.87999708,0.00112117,1.09263099
-5.13556778,2.96004515,0.00001456,0.63836218,0.63940884,0.55037878,0.85649475,0.87544638,0.00118766,1.05857983
-5.12956478,2.88104049,0.00001422,0.60759495,0.61984794,0.53139657,0.81612386,0.87243659,0.00125515,1.02296454
-5.12356178,2.80309615,0.00001399,0.57798916,0.59941258,0.51183692,0.77683478,0.87072318,0.00132273,0.98599871
-5.11755878,2.72622770,0.00001385,0.54960887,0.57825419,0.49180686,0.73880925,0.86999519,0.00138938,0.94792489
-5.11155578,2.65038293,0.00001377,0.52248014,0.55653622,0.47142849,0.70218229,0.86988796,0.00145400,0.90901294
-5.10555278,2.57545888,0.00001375,0.49659696,0.53443166,0.45083758,0.66704595,0.86999716,0.00151542,0.86955607
-5.09954977,2.50131780,0.00001377,0.47192740,0.51211965,0.43018091,0.63345347,0.86989396,0.00157248,0.82986489
-5.09354677,2.42780155,0.00001380,0.44841967,0.48978121,0.40961281,0.60142382,0.86914042,0.00162402,0.79025987
-5.08754377,2.35474416,0.00001383,0.42600789,0.46759455,0.38929087,0.57094638,0.86730487,0.00166893,0.75106248
-5.08154077,2.28198252,0.00001385,0.40461736,0.44573009,0.36937127,0.54198557,0.86397655,0.00170620,0.71258580
-5.07553777,2.20936518,0.00001384,0.38416921,0.42434563,0.35000399,0.51448541,0.85877919,0.00173493,0.67512513
-5.06953477,2.13675943,0.00001380,0.36458430,0.40358190,0.33132815,0.48837380,0.85138300,0.00175438,0.63894906
-5.06353177,2.06405671,0.00001371,0.34578646,0.38355879,0.31346774,0.46356664,0.84151485,0.00176397,0.60429163
-5.05752876,1.99117684,0.00001356,0.32770488,0.36437247,0.29652801,0.43997163,0.82896622,0.00176335,0.57134596
-5.05152576,1.91807084,0.00001335,0.31027594,0.34609354,0.28059269,0.41749179,0.81359882,0.00175235,0.54025974
-5.04552276,1.84472297,0.00001309,0.29344429,0.32876636,0.26572209,0.39602870,0.79534784,0.00173101,0.51113259
-5.03951976,1.77115163,0.00001276,0.27716352,0.31240946,0.25195219,0.37548542,0.77422257,0.00169960,0.48401554
-5.03351676,1.69740954,0.00001237,0.26139627,0.29701704,0.23929465,0.35576911,0.75030481,0.00165858,0.45891244
-5.02751376,1.62358305,0.00001193,0.24611404,0.28256137,0.22773777,0.33679333,0.72374485,0.00160860,0.43578310
-5.02151076,1.54979055,0.00001143,0.23129667,0.26899601,0.21724812,0.31847994,0.69475555,0.00155048,0.41454799
-5.01550775,1.47618013,0.00001089,0.21693164,0.25625948,0.20777295,0.30076070,0.66360460,0.00148516,0.39509406
-5.00950475,1.40292627,0.00001031,0.20301323,0.24427932,0.19924289,0.28357839,0.63060542,0.00141370,0.37728132
-5.00350175,1.33022580,0.00000971,0.18954147,0.23297616,0.19157519,0.26688759,0.59610697,0.00133724,0.36094984
-4.99749875,1.25829302,0.00000908,0.17652122,0.22226769,0.18467690,0.25065491,0.56048301,0.00125696,0.34592684
-4.99149575,1.18735427,0.00000844,0.16396101,0.21207228,0.17844823,0.23485894,0.52412105,0.00117404,0.33203340
-4.98549275,1.11764193,0.00000780,0.15187204,0.20231216,0.17278570,0.21948962,0.48741151,0.00108966,0.31909068
-4.97948974,1.04938825,0.00000716,0.14026710,0.19291599,0.16758516,0.20454732,0.45073743,0.00100494,0.30692545
-4.97348674,0.98281916,0.00000653,0.12915960,0.18382082,0.16274447,0.19004155,0.41446498,0.00092093,0.29537463
-4.96748374,0.91814829,0.00000591,0.11856260,0.17497339,0.15816594,0.17598937,0.37893520,0.00083857,0.28428896
-4.96148074,0.85557153,0.00000533,0.10848797,0.16633081,0.15375829,0.16241362,0.34445696,0.00075871,0.27353573
-4.95547774,0.79526241,0.00000477,0.09894563,0.15786066,0.14943846,0.14934103,0.31130157,0.00068208,0.26300057
-4.94947474,0.73736830,0.00000424,0.08994291,0.14954066,0.14513284,0.13680029,0.27969885,0.00060927,0.25258842
-4.94347174,0.68200782,0.00000374,0.08148401,0.14135790,0.14077837,0.12482017,0.24983486,0.00054075,0.24222379
-4.93746873,0.62926937,0.00000328,0.07356966,0.13330781,0.13632316,0.11342776,0.22185108,0.00047686,0.23185042
-4.93146573,0.57921080,0.00000286,0.06619684,0.12539291,0.13172694,0.10264695,0.19584513,0.00041782,0.22143041
-4.92546273,0.53186026,0.00000248,0.05935877,0.11762157,0.12696111,0.09249714,0.17187261,0.00036373,0.21094302
-4.91945973,0.48721799,0.00000214,0.05304486,0.11000663,0.12200862,0.08299224,0.14995011,0.00031461,0.20038316
-4.91345673,0.44525892,0.00000183,0.04724097,0.10256416,0.11686355,0.07413999,0.13005899,0.00027036,0.18975968
-4.90745373,0.40593590,0.00000155,0.04192970,0.09531227,0.11153046,0.06594163,0.11214986,0.00023083,0.17909358
-4.90145073,0.36918332,0.00000131,0.03709071,0.08827010,0.10602355,0.05839178,0.09614736,0.00019580,0.16841602
-4.89544772,0.33492079,0.00000110,0.03270124,0.08145687,0.10036559,0.05147871,0.08195513,0.00016501,0.15776650
-4.88944472,0.30305694,0.00000092,0.02873660,0.07489117,0.09458669,0.04518475,0.06946080,0.00013816,0.14719079
-4.88344172,0.27349277,0.00000076,0.02517068,0.06859032,0.08872298,0.03948696,0.05854070,0.00011492,0.13673913
-4.87743872,0.24612477,0.00000063,0.02197645,0.06256988,0.08281512,0.03435787,0.04906430,0.00009496,0.12646427
-4.87143572,0.22084751,0.00000051,0.01912652,0.05684330,0.07690682,0.02976637,0.04089810,0.00007796,0.11641975
-4.86543272,0.19755570,0.00000042,0.01659352,0.05142161,0.07104327,0.02567858,0.03390916,0.00006358,0.10665822
-4.85942971,0.17614563,0.00000034,0.01435059,0.04631327,0.06526971,0.02205879,0.02796788,0.00005151,0.09722984
-4.85342671,0.15651624,0.00000027,0.01237166,0.04152400,0.05962998,0.01887026,0.02295037,0.00004146,0.08818096
-4.84742371,0.13856963,0.00000021,0.01063176,0.03705680,0.05416529,0.01607604,0.01874016,0.00003315,0.07955290
-4.84142071,0.12221123,0.00000017,0.00910724,0.03291189,0.04891309,0.01363967,0.01522947,0.00002633,0.07138097
-4.83541771,0.10734966,0.00000013,0.00777591,0.02908679,0.04390620,0.01152572,0.01231991,0.00002078,0.06369377
-4.82941471,0.09389654,0.00000010,0.00661715,0.02557643,0.03917209,0.00970028,0.00992294,0.00001629,0.05651264
-4.82341171,0.08176604,0.00000008,0.00561194,0.02237331,0.03473248,0.00813135,0.00795980,0.00001270,0.04985147
-4.81740870,0.07087459,0.00000006,0.00474287,0.01946769,0.03060308,0.00678905,0.00636133,0.00000984,0.04371666
-4.81140570,0.06114059,0.00000005,0.00399410,0.01684785,0.02679361,0.00564583,0.00506749,0.00000760,0.03810743
-4.80540270,0.05248422,0.00000004,0.00335132,0.01450032,0.02330806,0.00467652,0.00402683,0.00000585,0.03301618
-4.79939970,0.04482753,0.00000003,0.00280168,0.01241025,0.02014499,0.00385833,0.00319578,0.00000451,0.02842919
-4.79339670,0.03809450,0.00000003,0.00233368,0.01056169,0.01729817,0.00317084,0.00253803,0.00000351,0.02432737
-4.78739370,0.03221151,0.00000002,0.00193711,0.00893797,0.01475716,0.00259588,0.00202383,0.00000279,0.02068712
-4.78139070,0.02710773,0.00000002,0.00160299,0.00752203,0.01250804,0.00211742,0.00162940,0.00000232,0.01748126
-4.77538769,0.02271588,0.00000002,0.00132344,0.00629678,0.01053422,0.00172146,0.00133641,0.00000206,0.01468004
-4.76938469,0.01897293,0.00000003,0.00109166,0.00524543,0.00881719,0.00139586,0.00113154,0.00000200,0.01225207
-4.76338169,0.01582104,0.00000003,0.00090187,0.00435187,0.00733725,0.00113021,0.00100622,0.00000214,0.01016520
-4.75737869,0.01320850,0.00000004,0.00074928,0.00360089,0.00607430,0.00091569,0.00095647,0.00000251,0.00838744
-4.75137569,0.01109080,0.00000005,0.00063003,0.00297856,0.00500843,0.00074496,0.00098288,0.00000313,0.00688765
-4.74537269,0.00943175,0.00000007,0.00054125,0.00247246,0.00412056,0.00061204,0.00109082,0.00000406,0.00563625
-4.73936968,0.00820463,0.00000010,0.00048103,0.00207190,0.00339292,0.00051222,0.00129072,0.00000538,0.00460581
-4.73336668,0.00739351,0.00000013,0.00044844,0.00176822,0.00280954,0.00044202,0.00159858,0.00000717,0.00377146
-4.72736368,0.00699449,0.00000018,0.00044364,0.00155492,0.00235659,0.00039911,0.00203660,0.00000958,0.00311133
-4.72136068,0.00701716,0.00000024,0.00046788,0.00142794,0.00202274,0.00038228,0.00263400,0.00001276,0.00260681
-4.71535768,0.00748603,0.00000032,0.00052360,0.00138580,0.00179934,0.00039148,0.00342792,0.00001691,0.00224279
-4.70935468,0.00844204,0.00000042,0.00061457,0.00142982,0.00168069,0.00042781,0.00446450,0.00002228,0.00200779
-4.70335168,0.00994413,0.00000055,0.00074593,0.00156430,0.00166418,0.00049356,0.00579999,0.00002917,0.00189412
-4.69734867,0.01207078,0.00000071,0.00092436,0.00179668,0.00175041,0.00059224,0.00750190,0.00003794,0.00189792
-4.69134567,0.01492150,0.00000092,0.00115815,0.00213775,0.00194333,0.00072869,0.00965018,0.00004903,0.00201921
-4.68534267,0.01861819,0.00000118,0.00145735,0.00260178,0.00225023,0.00090914,0.01233826,0.00006292,0.00226191
-4.67933967,0.02330627,0.00000149,0.00183388,0.00320667,0.00268186,0.00114128,0.01567404,0.00008021,0.00263382
-4.67333667,0.02915557,0.00000188,0.00230157,0.00397407,0.00325237,0.00143434,0.01978050,0.00010156,0.00314664
-4.66733367,0.03636062,0.00000236,0.00287624,0.00492942,0.00397931,0.00179919,0.02479615,0.00012774,0.00381584
-4.66133067,0.04514059,0.00000293,0.00357576,0.00610196,0.00488351,0.00224840,0.03087492,0.00015959,0.00466064
-4.65532766,0.05573838,0.00000362,0.00441994,0.00752469,0.00598893,0.00279624,0.03818564,0.00019806,0.00570386
-4.64932466,0.06841897,0.00000444,0.00543051,0.00923418,0.00732245,0.00345876,0.04691091,0.00024420,0.00697174
-4.64332166,0.08346693,0.00000540,0.00663097,0.01127033,0.00891358,0.00425371,0.05724524,0.00029913,0.00849370
