energy_ev,total_up,Bi_p_up,Bi_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,1.09383230,0.32674856,0.00867139,0.99419273,0.14411158,0.26533479,0.00000000
-5.99399700,1.14385684,0.34322568,0.00928455,1.03484120,0.14982836,0.27634945,0.00000000
-5.98799400,1.19552841,0.36002228,0.00999230,1.07529098,0.15569369,0.28774157,0.00000000
-5.98199100,1.24860494,0.37702590,0.01079375,1.11527104,0.16167898,0.29947958,0.00000000
-5.97598799,1.30284940,0.39412007,0.01168655,1.15454107,0.16775885,0.31154002,0.00000000
-5.96998499,1.35802562,0.41118304,0.01266673,1.19288968,0.17391063,0.32390664,0.00000000
-5.96398199,1.41389155,0.42808616,0.01372862,1.23012987,0.18011351,0.33656865,0.00000000
-5.95797899,1.47019066,0.44469213,0.01486477,1.26609203,0.18634727,0.34951795,0.00000000
-5.95197599,1.52664210,0.46085333,0.01606598,1.30061533,0.19259085,0.36274570,0.00000000
-5.94597299,1.58293065,0.47641039,0.01732126,1.33353807,0.19882062,0.37623827,0.00000000
-5.93996998,1.63869739,0.49119161,0.01861798,1.36468799,0.20500880,0.38997302,0.00000000
-5.93396698,1.69353219,0.50501307,0.01994200,1.39387342,0.21112193,0.40391405,0.00000000
-5.92796398,1.74696887,0.51767995,0.02127787,1.42087615,0.21711961,0.41800834,0.00000000
-5.92196098,1.79848392,0.52898901,0.02260918,1.44544679,0.22295370,0.43218253,0.00000000
-5.91595798,1.84749915,0.53873240,0.02391884,1.46730318,0.22856796,0.44634054,0.00000000
-5.90995498,1.89338875,0.54670266,0.02518951,1.48613225,0.23389823,0.46036243,0.00000000
-5.90395198,1.93549055,0.55269869,0.02640400,1.50159544,0.23887330,0.47410441,0.00000000
-5.89794897,1.97312119,0.55653266,0.02754570,1.51333742,0.24341619,0.48740022,0.00000000
-5.89194597,2.00559459,0.55803729,0.02859905,1.52099788,0.24744610,0.50006391,0.00000000
-5.88594297,2.03224277,0.55707321,0.02954989,1.52422549,0.25088072,0.51189378,0.00000000
-5.87993997,2.05243805,0.55353593,0.03038584,1.52269345,0.25363881,0.52267750,0.00000000
-5.87393697,2.06561526,0.54736208,0.03109660,1.51611558,0.25564305,0.53219807,0.00000000
