energy_ev,total_up,Pb_p_up,Pb_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,0.51115035,0.22907245,0.00015752,0.33014802,0.31558768,0.00081272,0.02328388
-5.99399700,0.53070494,0.23666629,0.00017270,0.34094018,0.32910713,0.00087308,0.02421958
-5.98799400,0.54985349,0.24395775,0.00018939,0.35165458,0.34238009,0.00093229,0.02515703
-5.98199100,0.56839135,0.25083777,0.00020795,0.36216352,0.35528470,0.00098960,0.02609260
-5.97598799,0.58617271,0.25722084,0.00022880,0.37237268,0.36773815,0.00104431,0.02702596
-5.96998499,0.60312738,0.26305219,0.00025247,0.38223189,0.37970738,0.00109578,0.02796079
-5.96398199,0.61927538,0.26831410,0.00027956,0.39174449,0.39121839,0.00114350,0.02890527
-5.95797899,0.63473843,0.27303081,0.00031076,0.40097463,0.40236373,0.00118712,0.02987243
-5.95197599,0.64974764,0.27727184,0.00034689,0.41005208,0.41330742,0.00122643,0.03088031
-5.94597299,0.66464664,0.28115351,0.00038880,0.41917420,0.42428719,0.00126142,0.03195178
-5.93996998,0.67988992,0.28483845,0.00043747,0.42860461,0.43561348,0.00129230,0.03311423
-5.93396698,0.69603594,0.28853301,0.00049389,0.43866859,0.44766519,0.00131948,0.03439888
-5.92796398,0.71373527,0.29248277,0.00055911,0.44974518,0.46088204,0.00134357,0.03583985
-5.92196098,0.73371369,0.29696605,0.00063419,0.46225603,0.47575374,0.00136539,0.03747311
-5.91595798,0.75675103,0.30228590,0.00072019,0.47665151,0.49280620,0.00138593,0.03933506
-5.90995498,0.78365628,0.30876059,0.00081809,0.49339438,0.51258519,0.00140633,0.04146110
-5.90395198,0.81523991,0.31671324,0.00092881,0.51294171,0.53563810,0.00142783,0.04388405
-5.89794897,0.85228453,0.32646082,0.00105313,0.53572578,0.56249438,0.00145173,0.04663257
-5.89194597,0.89551494,0.33830303,0.00119169,0.56213470,0.59364552,0.00147935,0.04972960
-5.88594297,0.94556908,0.35251156,0.00134492,0.59249363,0.62952530,0.00151194,0.05319100
-5.87993997,1.00297080,0.36932012,0.00151305,0.62704747,0.67049129,0.00155069,0.05702429
-5.87393697,1.06810598,0.38891559,0.00169603,0.66594581,0.71680834,0.00159661,0.06122778
-5.86793397,1.14120291,0.41143084,0.00189357,0.70923089,0.76863485,0.00165051,0.06578993
-5.86193097,1.22231788,0.43693924,0.00210506,0.75682927,0.82601250,0.00171298,0.07068912
-5.85592796,1.31132671,0.46545124,0.00232965,0.80854757,0.88885991,0.00178430,0.07589384
-5.84992496,1.40792261,0.49691301,0.00256617,0.86407278,0.95697071,0.00186448,0.08136319
-5.84392196,1.51162052,0.53120715,0.00281322,0.92297697,1.03001599,0.00195318,0.08704789
-5.83791896,1.62176772,0.56815540,0.00306914,0.98472666,1.10755121,0.00204977,0.09289155
-5.83191596,1.73756024,0.60752305,0.00333209,1.04869611,1.18902728,0.00215330,0.09883224
-5.82591296,1.85806427,0.64902483,0.00360006,1.11418440,1.27380527,0.00226255,0.10480435
-5.81990995,1.98224165,0.69233195,0.00387094,1.18043533,1.36117418,0.00237604,0.11074045
-5.81390695,2.10897815,0.73707982,0.00414254,1.24665940,1.45037092,0.00249209,0.11657334
-5.80790395,2.23711327,0.78287613,0.00441270,1.31205697,1.54060173,0.00260888,0.12223792
-5.80190095,2.36547037,0.82930894,0.00467929,1.37584147,1.63106400,0.00272449,0.12767294
-5.79589795,2.49288569,0.87595430,0.00494028,1.43726193,1.72096761,0.00283697,0.13282252
-5.78989495,2.61823530,0.92238329,0.00519380,1.49562368,1.80955513,0.00294442,0.13763734
-5.78389195,2.74045904,0.96816825,0.00543815,1.55030658,1.89611998,0.00304501,0.14207548
-5.77788894,2.85858077,1.01288804,0.00567186,1.60078013,1.98002215,0.00313709,0.14610286
-5.77188594,2.97172469,1.05613240,0.00589369,1.64661506,2.06070114,0.00321919,0.14969334
-5.76588294,3.07912760,1.09750558,0.00610269,1.68749110,2.13768602,0.00329012,0.15282837
-5.75987994,3.18014748,1.13662928,0.00629816,1.72320104,2.21060255,0.00334894,0.15549642
-5.75387694,3.27426868,1.17314526,0.00647968,1.75365120,2.27917784,0.00339503,0.15769218
-5.74787394,3.36110462,1.20671789,0.00664713,1.77885867,2.34324265,0.00342811,0.15941549
-5.74187094,3.44039851,1.23703676,0.00680064,1.79894591,2.40273197,0.00344820,0.16067034
-5.73586793,3.51202292,1.26381983,0.00694065,1.81413305,2.45768411,0.00345566,0.16146384
-5.72986493,3.57597870,1.28681708,0.00706785,1.82472873,2.50823890,0.00345114,0.16180526
-5.72386193,3.63239384,1.30581479,0.00718321,1.83111977,2.55463503,0.00343558,0.16170534
-5.71785893,3.68152219,1.32064039,0.00728795,1.83376036,2.59720680,0.00341020,0.16117578
-5.71185593,3.72374210,1.33116782,0.00738356,1.83316095,2.63638005,0.00337640,0.16022893
-5.70585293,3.75955442,1.33732290,0.00747177,1.82987710,2.67266721,0.00333580,0.15887791
-5.69984992,3.78957931,1.33908856,0.00755455,1.82449852,2.70666085,0.00329015,0.15713674
-5.69384692,3.81455095,1.33650934,0.00763407,1.81763799,2.73902535,0.00324130,0.15502088
-5.68784392,3.83530925,1.32969468,0.00771269,1.80992039,2.77048608,0.00319114,0.15254774
-5.68184092,3.85278763,1.31882061,0.00779291,1.80197137,2.80181565,0.00314158,0.14973734
-5.67583792,3.86799613,1.30412934,0.00787734,1.79440567,2.83381678,0.00309449,0.14661290
-5.66983492,3.88199953,1.28592644,0.00796860,1.78781501,2.86730168,0.00305167,0.14320134
-5.66383192,3.89589018,1.26457553,0.00806928,1.78275541,2.90306811,0.00301474,0.13953364
-5.65782891,3.91075617,1.24049028,0.00818184,1.77973420,2.94187250,0.00298520,0.13564494
-5.65182591,3.92764553,1.21412405,0.00830851,1.77919691,2.98440108,0.00296430,0.13157438
-5.64582291,3.94752792,1.18595744,0.00845122,1.78151456,3.03124002,0.00295305,0.12736472
-5.63981991,3.97125557,1.15648425,0.00861147,1.78697179,3.08284622,0.00295217,0.12306167
-5.63381691,3.99952554,1.12619656,0.00879027,1.79575665,3.13952022,0.00296207,0.11871299
-5.62781391,4.03284555,1.09556956,0.00898807,1.80795269,3.20138309,0.00298283,0.11436743
-5.62181091,4.07150564,1.06504701,0.00920466,1.82353400,3.26835889,0.00301418,0.11007355
-5.61580790,4.11555780,1.03502810,0.00943916,1.84236384,3.34016428,0.00305554,0.10587851
-5.60980490,4.16480514,1.00585632,0.00969002,1.86419743,3.41630642,0.00310596,0.10182686
-5.60380190,4.21880194,0.97781102,0.00995502,1.88868885,3.49608990,0.00316422,0.09795948
-5.59779890,4.27686506,0.95110208,0.01023129,1.91540239,3.57863292,0.00322882,0.09431266
-5.59179590,4.33809657,0.92586785,0.01051546,1.94382768,3.66289231,0.00329802,0.09091734
-5.58579290,4.40141671,0.90217654,0.01080368,1.97339834,3.74769656,0.00336991,0.08779864
-5.57978989,4.46560563,0.88003071,0.01109179,2.00351309,3.83178521,0.00344250,0.08497559
-5.57378689,4.52935175,0.85937472,0.01137545,2.03355841,3.91385272,0.00351372,0.08246112
-5.56778389,4.59130405,0.84010440,0.01165027,2.06293153,3.99259469,0.00358156,0.08026221
-5.56178089,4.65012561,0.82207850,0.01191198,2.09106258,4.06675374,0.00364407,0.07838027
-5.55577789,4.70454531,0.80513111,0.01215657,2.11743464,4.13516283,0.00369952,0.07681162
-5.54977489,4.75340503,0.78908438,0.01238042,2.14160083,4.19678372,0.00374635,0.07554799
-5.54377189,4.79570002,0.77376080,0.01258040,2.16319741,4.25073866,0.00378331,0.07457721
-5.53776888,4.83061046,0.75899449,0.01275398,2.18195247,4.29633381,0.00380945,0.07388374
-5.53176588,4.85752309,0.74464090,0.01289925,2.19768999,4.33307376,0.00382418,0.07344923
-5.52576288,4.87604242,0.73058468,0.01301502,2.21032930,4.36066663,0.00382726,0.07325307
-5.51975988,4.88599165,0.71674531,0.01310074,2.21988042,4.37902032,0.00381881,0.07327283
-5.51375688,4.88740430,0.70308065,0.01315655,2.22643589,4.38823088,0.00379927,0.07348467
-5.50775388,4.88050795,0.68958824,0.01318320,2.23016014,4.38856421,0.00376943,0.07386371
-5.50175088,4.86570186,0.67630474,0.01318198,2.23127722,4.38043309,0.00373034,0.07438437
-5.49574787,4.84353083,0.66330363,0.01315466,2.23005813,4.36437129,0.00368329,0.07502078
-5.48974487,4.81465711,0.65069163,0.01310339,2.22680869,4.34100678,0.00362976,0.07574710
-5.48374187,4.77983266,0.63860414,0.01303063,2.22185873,4.31103580,0.00357136,0.07653806
-5.47773887,4.73987336,0.62720008,0.01293905,2.21555341,4.27519941,0.00350978,0.07736938
-5.47173587,4.69563649,0.61665646,0.01283147,2.20824687,4.23426352,0.00344672,0.07821837
-5.46573287,4.64800235,0.60716293,0.01271075,2.20029847,4.18900319,0.00338388,0.07906455
-5.45972986,4.59786029,0.59891663,0.01257978,2.19207127,4.14019141,0.00332288,0.07989028
-5.45372686,4.54609898,0.59211727,0.01244139,2.18393247,4.08859203,0.00326524,0.08068139
-5.44772386,4.49360024,0.58696277,0.01229831,2.17625498,4.03495637,0.00321231,0.08142777
-5.44172086,4.44123552,0.58364520,0.01215316,2.16941953,3.98002245,0.00316533,0.08212384
-5.43571786,4.38986387,0.58234717,0.01200842,2.16381635,3.92451575,0.00312530,0.08276898
-5.42971486,4.34033009,0.58323851,0.01186638,2.15984568,3.86915046,0.00309304,0.08336765
-5.42371186,4.29346203,0.58647317,0.01172911,2.15791646,3.81462996,0.00306917,0.08392938
-5.41770885,4.25006603,0.59218621,0.01159848,2.15844262,3.76164569,0.00305407,0.08446855
-5.41170585,4.21091983,0.60049092,0.01147610,2.16183680,3.71087380,0.00304790,0.08500384
-5.40570285,4.17676274,0.61147586,0.01136332,2.16850141,3.66296911,0.00305063,0.08555758
-5.39969985,4.14828306,0.62520199,0.01126115,2.17881735,3.61855655,0.00306199,0.08615476
-5.39369685,4.12610328,0.64169984,0.01117033,2.19313077,3.57822021,0.00308151,0.08682194
-5.38769385,4.11076383,0.66096679,0.01109121,2.21173877,3.54249081,0.00310854,0.08758603
-5.38169085,4.10270629,0.68296459,0.01102381,2.23487464,3.51183229,0.00314225,0.08847302
-5.37568784,4.10225737,0.70761730,0.01096778,2.26269379,3.48662849,0.00318166,0.08950667
-5.36968484,4.10961470,0.73480965,0.01092242,2.29526106,3.46717100,0.00322565,0.09070728
-5.36368184,4.12483563,0.76438616,0.01088670,2.33254059,3.45364904,0.00327301,0.09209062
-5.35767884,4.14782985,0.79615100,0.01085928,2.37438859,3.44614219,0.00332248,0.09366705
-5.35167584,4.17835670,0.82986881,0.01083857,2.42054997,3.44461666,0.00337274,0.09544077
-5.34567284,4.21602735,0.86526651,0.01082278,2.47065878,3.44892528,0.00342248,0.09740949
-5.33966983,4.26031208,0.90203614,0.01081001,2.52424292,3.45881147,0.00347046,0.09956424
-5.33366683,4.31055228,0.93983887,0.01079829,2.58073264,3.47391683,0.00351548,0.10188956
-5.32766383,4.36597665,0.97830994,0.01078567,2.63947280,3.49379210,0.00355648,0.10436391
-5.32166083,4.42572082,1.01706469,0.01077030,2.69973800,3.51791062,0.00359250,0.10696032
-5.31565783,4.48884929,1.05570529,0.01075052,2.76075014,3.54568366,0.00362279,0.10964729
-5.30965483,4.55437879,1.09382829,0.01072487,2.82169749,3.57647670,0.00364674,0.11238979
-5.30365183,4.62130159,1.13103254,0.01069218,2.88175427,3.60962576,0.00366393,0.11515039
-5.29764882,4.68860802,1.16692735,0.01065160,2.94010017,3.64445289,0.00367413,0.11789043
-5.29164582,4.75530691,1.20114059,0.01060257,2.99593859,3.68028008,0.00367727,0.12057117
-5.28564282,4.82044326,1.23332647,0.01054487,3.04851320,3.71644111,0.00367346,0.12315489
-5.27963982,4.88311241,1.26317260,0.01047853,3.09712198,3.75229065,0.00366292,0.12560584
-5.27363682,4.94247041,1.29040617,0.01040387,3.14112833,3.78721063,0.00364599,0.12789109
-5.26763382,4.99774021,1.31479887,0.01032137,3.17996899,3.82061369,0.00362309,0.12998113
-5.26163082,5.04821403,1.33617032,0.01023165,3.21315864,3.85194398,0.00359469,0.13185034
-5.25562781,5.09325195,1.35438992,0.01013536,3.24029116,3.88067548,0.00356126,0.13347722
-5.24962481,5.13227739,1.36937690,0.01003318,3.26103791,3.90630858,0.00352326,0.13484442
-5.24362181,5.16477015,1.38109857,0.00992564,3.27514344,3.92836533,0.00348113,0.13593868
-5.23761881,5.19025788,1.38956693,0.00981317,3.28241901,3.94638411,0.00343522,0.13675046
-5.23161581,5.20830678,1.39483364,0.00969598,3.28273470,3.95991454,0.00338584,0.13727363
-5.22561281,5.21851276,1.39698373,0.00957405,3.27601087,3.96851319,0.00333322,0.13750499
-5.21960980,5.22049371,1.39612837,0.00944711,3.26220946,3.97174091,0.00327749,0.13744376
-5.21360680,5.21388404,1.39239701,0.00931462,3.24132608,3.96916228,0.00321875,0.13709115
-5.20760380,5.19833200,1.38592948,0.00917583,3.21338343,3.96034760,0.00315704,0.13644987
