energy_ev,total_up,Os_p_up,Os_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,13.05046603,3.40147125,8.17162475,4.59606470,0.00000000,2.90702671,0.00000000
-5.99399700,13.20074089,3.43187849,8.27205943,4.65508448,0.00000000,2.94413699,0.00000000
-5.98799400,13.30452207,3.45483052,8.34127538,4.69684258,0.00000000,2.97137750,0.00000000
-5.98199100,13.36118405,3.47114087,8.37820208,4.72083145,0.00000000,2.98879262,0.00000000
-5.97598799,13.37078094,3.48169808,8.38224336,4.72681351,0.00000000,2.99656993,0.00000000
-5.96998499,13.33401470,3.48741567,8.35328679,4.71482034,0.00000000,2.99502251,0.00000000
-5.96398199,13.25218554,3.48918169,8.29169958,4.68514403,0.00000000,2.98456797,0.00000000
-5.95797899,13.12712739,3.48781024,8.19831118,4.63832111,0.00000000,2.96570551,0.00000000
-5.95197599,12.96113164,3.48399746,8.07438385,4.57511009,0.00000000,2.93899187,0.00000000
-5.94597299,12.75686296,3.47828409,7.92157245,4.49646383,0.00000000,2.90501779,0.00000000
-5.93996998,12.51727126,3.47102654,7.74187553,4.40349792,0.00000000,2.86438572,0.00000000
-5.93396698,12.24550343,3.46237784,7.53757967,4.29745673,0.00000000,2.81769002,0.00000000
-5.92796398,11.94481898,3.45227953,7.31119956,4.17967847,0.00000000,2.76550039,0.00000000
-5.92196098,11.61851240,3.44046488,7.06541599,4.05156073,0.00000000,2.70834911,0.00000000
-5.91595798,11.26984531,3.42647321,6.80301418,3.91452789,0.00000000,2.64672246,0.00000000
-5.90995498,10.90199023,3.40967472,6.52682441,3.77000137,0.00000000,2.58105650,0.00000000
-5.90395198,10.51798725,3.38930449,6.23966692,3.61937374,0.00000000,2.51173703,0.00000000
-5.89794897,10.12071416,3.36450402,5.94430239,3.46398715,0.00000000,2.43910339,0.00000000
-5.89194597,9.71286960,3.33436816,5.64338938,3.30511661,0.00000000,2.36345554,0.00000000
-5.88594297,9.29696836,3.29799514,5.33944916,3.14395799,0.00000000,2.28506373,0.00000000
-5.87993997,8.87534722,3.25453716,5.03483849,2.98162071,0.00000000,2.20417999,0.00000000
-5.87393697,8.45017925,3.20324915,4.73173025,2.81912451,0.00000000,2.12105049,0.00000000
-5.86793397,8.02349431,3.14353322,4.43210139,2.65740001,0.00000000,2.03592792,0.00000000
-5.86193097,7.59720323,3.07497679,4.13772787,2.49729201,0.00000000,1.94908314,0.00000000
-5.85592796,7.17312330,2.99738256,3.85018549,2.33956511,0.00000000,1.86081521,0.00000000
-5.84992496,6.75300284,2.91078915,3.57085568,2.18491062,0.00000000,1.77145941,0.00000000
-5.84392196,6.33854299,2.81548146,3.30093548,2.03395420,0.00000000,1.68139259,0.00000000
-5.83791896,5.93141527,2.71199074,3.04145029,1.88726350,0.00000000,1.59103591,0.00000000
-5.83191596,5.53327393,2.60108451,2.79326879,1.74535533,0.00000000,1.50085453,0.00000000
-5.82591296,5.14576277,2.48374724,2.55711908,1.60870201,0.00000000,1.41135482,0.00000000
-5.81990995,4.77051650,2.36115317,2.33360525,1.47773658,0.00000000,1.32307905,0.00000000
-5.81390695,4.40915723,2.23463273,2.12322398,1.35285684,0.00000000,1.23659829,0.00000000
-5.80790395,4.06328708,2.10563470,1.92638077,1.23442832,0.00000000,1.15250387,0.00000000
-5.80190095,3.73447806,1.97568596,1.74340539,1.12278615,0.00000000,1.07139816,0.00000000
-5.79589795,3.42426074,1.84635099,1.57456664,1.01823624,0.00000000,0.99388525,0.00000000
-5.78989495,3.13411289,1.71919303,1.42008617,0.92105586,0.00000000,0.92056209,0.00000000
-5.78389195,2.86544943,1.59573852,1.28015142,0.83149396,0.00000000,0.85201067,0.00000000
-5.77788894,2.61961468,1.47744627,1.15492764,0.74977146,0.00000000,0.78879155,0.00000000
-5.77188594,2.39787737,1.36568221,1.04456886,0.67608158,0.00000000,0.73143893,0.00000000
-5.76588294,2.20142883,1.26170037,0.94922778,0.61059042,0.00000000,0.68045750,0.00000000
-5.75987994,2.03138387,1.16663009,0.86906434,0.55343774,0.00000000,0.63632071,0.00000000
-5.75387694,1.88878393,1.08146905,0.80425255,0.50473788,0.00000000,0.59947029,0.00000000
-5.74787394,1.77460119,1.00708157,0.75498547,0.46458062,0.00000000,0.57031669,0.00000000
-5.74187094,1.68974242,0.94420094,0.72147761,0.43303182,0.00000000,0.54923968,0.00000000
-5.73586793,1.63505101,0.89343465,0.70396453,0.41013359,0.00000000,0.53658869,0.00000000
-5.72986493,1.61130544,0.85527116,0.70269906,0.39590363,0.00000000,0.53268227,0.00000000
-5.72386193,1.61921284,0.83008674,0.71794377,0.39033359,0.00000000,0.53780599,0.00000000
-5.71785893,1.65939618,0.81815133,0.74995948,0.39338621,0.00000000,0.55220846,0.00000000
-5.71185593,1.73237427,0.81963207,0.79898959,0.40499105,0.00000000,0.57609501,0.00000000
-5.70585293,1.83853412,0.83459400,0.86524041,0.42503890,0.00000000,0.60961904,0.00000000
-5.69984992,1.97809575,0.86299735,0.94885765,0.45337489,0.00000000,0.65287095,0.00000000
-5.69384692,2.15107038,0.90469138,1.04989979,0.48979048,0.00000000,0.70586517,0.00000000
-5.68784392,2.35721324,0.95940520,1.16830909,0.53401476,0.00000000,0.76852559,0.00000000
-5.68184092,2.59597324,1.02673610,1.30388124,0.58570545,0.00000000,0.84067038,0.00000000
-5.67583792,2.86644202,1.10613673,1.45623505,0.64444018,0.00000000,0.92199694,0.00000000
-5.66983492,3.16730532,1.19690214,1.62478356,0.70970865,0.00000000,1.01206822,0.00000000
