energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-5.90995498,5.87145117,0.05060409,0.75046928,0.03890226,0.00000000,2.50110224,2.46594701,1.86545476,0.00000000
-5.90395198,5.90924742,0.05107899,0.75113669,0.03948815,0.00000000,2.50331270,2.46079054,1.88515549,0.00000000
-5.89794897,5.94706755,0.05151056,0.75079928,0.04008580,0.00000000,2.50327448,2.45558920,1.90688432,0.00000000
-5.89194597,5.98486502,0.05189426,0.74943896,0.04069990,0.00000000,2.50102796,2.45034229,1.93064112,0.00000000
-5.88594297,6.02246049,0.05222584,0.74704256,0.04133457,0.00000000,2.49657166,2.44496740,1.95634579,0.00000000
-5.87993997,6.05954283,0.05250142,0.74360341,0.04199300,0.00000000,2.48986348,2.43930890,1.98383478,0.00000000
-5.87393697,6.09567360,0.05271760,0.73912286,0.04267713,0.00000000,2.48082421,2.43314894,2.01285986,0.00000000
-5.86793397,6.13029498,0.05287145,0.73361131,0.04338734,0.00000000,2.46934287,2.42622043,2.04308945,0.00000000
-5.86193097,6.16274084,0.05296055,0.72708885,0.04412216,0.00000000,2.45528369,2.41822124,2.07411274,0.00000000
-5.85592796,6.19225099,0.05298305,0.71958530,0.04487811,0.00000000,2.43849422,2.40882886,2.10544656,0.00000000
-5.84992496,6.21798840,0.05293758,0.71113982,0.04564948,0.00000000,2.41881433,2.39771497,2.13654518,0.00000000
-5.84392196,6.23905921,0.05282334,0.70179993,0.04642832,0.00000000,2.39608555,2.38455933,2.16681278,0.00000000
-5.83791896,6.25453522,0.05264003,0.69162009,0.04720450,0.00000000,2.37016056,2.36906257,2.19561835,0.00000000
-5.83191596,6.26347878,0.05238790,0.68066005,0.04796586,0.00000000,2.34091231,2.35095746,2.22231267,0.00000000
-5.82591296,6.26496944,0.05206776,0.66898288,0.04869844,0.00000000,2.30824262,2.33001863,2.24624682,0.00000000
-5.81990995,6.25813193,0.05168100,0.65665305,0.04938689,0.00000000,2.27208994,2.30607043,2.26679162,0.00000000
-5.81390695,6.24216488,0.05122963,0.64373462,0.05001491,0.00000000,2.23243612,2.27899302,2.28335728,0.00000000
-5.80790395,6.21636945,0.05071632,0.63028965,0.05056575,0.00000000,2.18931190,2.24872672,2.29541257,0.00000000
-5.80190095,6.18017695,0.05014448,0.61637705,0.05102283,0.00000000,2.14280113,2.21527470,2.30250268,0.00000000
-5.79589795,6.13317460,0.04951827,0.60205182,0.05137032,0.00000000,2.09304360,2.17870412,2.30426513,0.00000000
-5.78989495,6.07512829,0.04884267,0.58736492,0.05159375,0.00000000,2.04023634,2.13914592,2.30044294,0.00000000
-5.78389195,6.00600141,0.04812349,0.57236358,0.05168060,0.00000000,1.98463338,2.09679329,2.29089454,0.00000000
-5.77788894,5.92596877,0.04736735,0.55709218,0.05162082,0.00000000,1.92654405,2.05189897,2.27560001,0.00000000
-5.77188594,5.83542480,0.04658171,0.54159352,0.05140725,0.00000000,1.86632968,2.00477149,2.25466323,0.00000000
-5.76588294,5.73498525,0.04577476,0.52591041,0.05103603,0.00000000,1.80439887,1.95577040,2.22830994,0.00000000
-5.75987994,5.62548212,0.04495534,0.51008748,0.05050678,0.00000000,1.74120137,1.90530048,2.19688165,0.00000000
-5.75387694,5.50795156,0.04413283,0.49417294,0.04982269,0.00000000,1.67722065,1.85380513,2.16082572,0.00000000
-5.74787394,5.38361479,0.04331698,0.47822036,0.04899057,0.00000000,1.61296538,1.80175879,2.12068190,0.00000000
-5.74187094,5.25385267,0.04251776,0.46229003,0.04802059,0.00000000,1.54895999,1.74965864,2.07706598,0.00000000
-5.73586793,5.12017438,0.04174510,0.44645001,0.04692609,0.00000000,1.48573451,1.69801553,2.03065116,0.00000000
-5.72986493,4.98418150,0.04100873,0.43077671,0.04572313,0.00000000,1.42381402,1.64734443,1.98214788,0.00000000
-5.72386193,4.84752848,0.04031794,0.41535476,0.04443001,0.00000000,1.36370793,1.59815436,1.93228296,0.00000000
-5.71785893,4.71188105,0.03968138,0.40027641,0.04306673,0.00000000,1.30589945,1.55093821,1.88177885,0.00000000
-5.71185593,4.57887409,0.03910682,0.38564019,0.04165439,0.00000000,1.25083552,1.50616260,1.83133376,0.00000000
-5.70585293,4.45007032,0.03860102,0.37154909,0.04021455,0.00000000,1.19891749,1.46425799,1.78160344,0.00000000
-5.69984992,4.32692162,0.03816955,0.35810818,0.03876860,0.00000000,1.15049290,1.42560953,1.73318516,0.00000000
-5.69384692,4.21073407,0.03781669,0.34542179,0.03733720,0.00000000,1.10584846,1.39054874,1.68660448,0.00000000
-5.68784392,4.10263804,0.03754532,0.33359048,0.03593973,0.00000000,1.06520460,1.35934644,1.64230507,0.00000000
-5.68184092,4.00356436,0.03735689,0.32270779,0.03459380,0.00000000,1.02871162,1.33220720,1.60064187,0.00000000
-5.67583792,3.91422708,0.03725141,0.31285706,0.03331489,0.00000000,0.99644755,1.30926549,1.56187759,0.00000000
-5.66983492,3.83511348,0.03722747,0.30410829,0.03211601,0.00000000,0.96841785,1.29058374,1.52618251,0.00000000
-5.66383192,3.76648121,0.03728229,0.29651541,0.03100755,0.00000000,0.94455687,1.27615254,1.49363726,0.00000000
-5.65782891,3.70836271,0.03741182,0.29011390,0.02999717,0.00000000,0.92473101,1.26589287,1.46423841,0.00000000
-5.65182591,3.66057618,0.03761081,0.28491889,0.02908975,0.00000000,0.90874356,1.25966055,1.43790633,0.00000000
-5.64582291,3.62274284,0.03787299,0.28092395,0.02828753,0.00000000,0.89634096,1.25725268,1.41449501,0.00000000
-5.63981991,3.59430948,0.03819115,0.27810054,0.02759022,0.00000000,0.88722046,1.25841608,1.39380315,0.00000000
-5.63381691,3.57457556,0.03855733,0.27639811,0.02699524,0.00000000,0.88103885,1.26285736,1.37558634,0.00000000
-5.62781391,3.56272383,0.03896298,0.27574499,0.02649798,0.00000000,0.87742209,1.27025446,1.35956959,0.00000000
-5.62181091,3.55785341,0.03939910,0.27604993,0.02609212,0.00000000,0.87597569,1.28026927,1.34546003,0.00000000
-5.61580790,3.55901449,0.03985641,0.27720433,0.02576997,0.00000000,0.87629540,1.29256092,1.33295928,0.00000000
-5.60980490,3.56524339,0.04032556,0.27908503,0.02552281,0.00000000,0.87797813,1.30679934,1.32177519,0.00000000
-5.60380190,3.57559706,0.04079728,0.28155765,0.02534122,0.00000000,0.88063277,1.32267853,1.31163278,0.00000000
-5.59779890,3.58918619,0.04126257,0.28448026,0.02521547,0.00000000,0.88389056,1.33992908,1.30228410,0.00000000
-5.59179590,3.60520575,0.04171290,0.28770740,0.02513583,0.00000000,0.88741487,1.35832943,1.29351677,0.00000000
-5.58579290,3.62296218,0.04214035,0.29109417,0.02509290,0.00000000,0.89091001,1.37771530,1.28516132,0.00000000
-5.57978989,3.64189648,0.04253785,0.29450042,0.02507788,0.00000000,0.89412890,1.39798681,1.27709683,0.00000000
-5.57378689,3.66160228,0.04289929,0.29779475,0.02508288,0.00000000,0.89687923,1.41911297,1.26925519,0.00000000
-5.56778389,3.68183831,0.04321974,0.30085822,0.02510111,0.00000000,0.89902816,1.44113293,1.26162351,0.00000000
-5.56178089,3.70253475,0.04349553,0.30358778,0.02512711,0.00000000,0.90050508,1.46415404,1.25424499,0.00000000
-5.55577789,3.72379301,0.04372440,0.30589905,0.02515693,0.00000000,0.90130256,1.48834635,1.24721788,0.00000000
-5.54977489,3.74587880,0.04390556,0.30772861,0.02518823,0.00000000,0.90147529,1.51393372,1.24069277,0.00000000
-5.54377189,3.76920857,0.04403971,0.30903553,0.02522034,0.00000000,0.90113718,1.54118163,1.23486811,0.00000000
-5.53776888,3.79432956,0.04412906,0.30980219,0.02525435,0.00000000,0.90045644,1.57038220,1.22998402,0.00000000
-5.53176588,3.82189404,0.04417722,0.31003430,0.02529304,0.00000000,0.89964908,1.60183682,1.22631468,0.00000000
-5.52576288,3.85262868,0.04418913,0.30976022,0.02534082,0.00000000,0.89897083,1.63583717,1.22415922,0.00000000
-5.51975988,3.88730014,0.04417088,0.30902942,0.02540361,0.00000000,0.89870780,1.67264554,1.22383162,0.00000000
-5.51375688,3.92667818,0.04412951,0.30791039,0.02548863,0.00000000,0.89916628,1.71247530,1.22564977,0.00000000
-5.50775388,3.97149793,0.04407279,0.30648786,0.02560420,0.00000000,0.90066197,1.75547266,1.22992407,0.00000000
-5.50175088,4.02242291,0.04400891,0.30485956,0.02575942,0.00000000,0.90350891,1.80170061,1.23694599,0.00000000
-5.49574787,4.08001043,0.04394626,0.30313259,0.02596385,0.00000000,0.90800871,1.85112612,1.24697692,0.00000000
-5.48974487,4.14468103,0.04389311,0.30141962,0.02622716,0.00000000,0.91444022,1.90361142,1.26023777,0.00000000
-5.48374187,4.21669329,0.04385740,0.29983493,0.02655877,0.00000000,0.92305008,1.95890991,1.27689965,0.00000000
-5.47773887,4.29612522,0.04384644,0.29849054,0.02696740,0.00000000,0.93404439,2.01666730,1.29707597,0.00000000
-5.47173587,4.38286296,0.04386675,0.29749257,0.02746073,0.00000000,0.94758169,2.07642793,1.32081618,0.00000000
-5.46573287,4.47659731,0.04392392,0.29693786,0.02804504,0.00000000,0.96376752,2.13764631,1.34810134,0.00000000
-5.45972986,4.57682791,0.04402246,0.29691110,0.02872484,0.00000000,0.98265053,2.19970314,1.37884166,0.00000000
-5.45372686,4.68287489,0.04416576,0.29748242,0.02950260,0.00000000,1.00422025,2.26192542,1.41287595,0.00000000
-5.44772386,4.79389686,0.04435610,0.29870561,0.03037850,0.00000000,1.02840653,2.32360923,1.44997302,0.00000000
-5.44172086,4.90891446,0.04459468,0.30061699,0.03135030,0.00000000,1.05508055,2.38404434,1.48983471,0.00000000
-5.43571786,5.02683778,0.04488167,0.30323487,0.03241322,0.00000000,1.08405730,2.44253905,1.53210064,0.00000000
-5.42971486,5.14649632,0.04521632,0.30655970,0.03355996,0.00000000,1.11509949,2.49844407,1.57635424,0.00000000
-5.42371186,5.26666998,0.04559710,0.31057481,0.03478075,0.00000000,1.14792272,2.55117411,1.62212993,0.00000000
-5.41770885,5.38611953,0.04602178,0.31524765,0.03606351,0.00000000,1.18220176,2.60022596,1.66892129,0.00000000
-5.41170585,5.50361537,0.04648761,0.32053156,0.03739414,0.00000000,1.21757785,2.64519218,1.71618996,0.00000000
-5.40570285,5.61796368,0.04699134,0.32636790,0.03875676,0.00000000,1.25366689,2.68576984,1.76337514,0.00000000
-5.39969985,5.72802910,0.04752938,0.33268847,0.04013417,0.00000000,1.29006837,2.72176389,1.80990353,0.00000000
-5.39369685,5.83275385,0.04809784,0.33941809,0.04150821,0.00000000,1.32637491,2.75308530,1.85519972,0.00000000
-5.38769385,5.93117317,0.04869256,0.34647738,0.04286031,0.00000000,1.36218229,2.77974435,1.89869680,0.00000000
-5.38169085,6.02242730,0.04930917,0.35378534,0.04417192,0.00000000,1.39709973,2.80183983,1.93984720,0.00000000
-5.37568784,6.10577080,0.04994302,0.36126203,0.04542508,0.00000000,1.43076030,2.81954511,1.97813374,0.00000000
-5.36968484,6.18057952,0.05058925,0.36883090,0.04660292,0.00000000,1.46283115,2.83309214,2.01308060,0.00000000
-5.36368184,6.24635622,0.05124272,0.37642098,0.04769012,0.00000000,1.49302338,2.84275485,2.04426423,0.00000000
-5.35767884,6.30273527,0.05189800,0.38396865,0.04867340,0.00000000,1.52110117,2.84883288,2.07132383,0.00000000
-5.35167584,6.34948705,0.05254934,0.39141916,0.04954190,0.00000000,1.54688985,2.85163706,2.09397129,0.00000000
-5.34567284,6.38652231,0.05319070,0.39872761,0.05028750,0.00000000,1.57028264,2.85147738,2.11200009,0.00000000
-5.33966983,6.41389653,0.05381575,0.40585969,0.05090509,0.00000000,1.59124565,2.84865417,2.12529292,0.00000000
-5.33366683,6.43181406,0.05441787,0.41279187,0.05139277,0.00000000,1.60982093,2.84345295,2.13382759,0.00000000
-5.32766383,6.44063153,0.05499025,0.41951128,0.05175185,0.00000000,1.62612716,2.83614294,2.13768078,0.00000000
-5.32166083,6.44085989,0.05552597,0.42601522,0.05198689,0.00000000,1.64035800,2.82697899,2.13702935,0.00000000
-5.31565783,6.43316431,0.05601804,0.43231029,0.05210553,0.00000000,1.65277780,2.81620640,2.13214882,0.00000000
-5.30965483,6.41836091,0.05645960,0.43841130,0.05211830,0.00000000,1.66371486,2.80406782,2.12340891,0.00000000
-5.30365183,6.39740968,0.05684399,0.44433991,0.05203829,0.00000000,1.67355220,2.79081142,2.11126593,0.00000000
-5.29764882,6.37140271,0.05716493,0.45012316,0.05188072,0.00000000,1.68271625,2.77669913,2.09625220,0.00000000
-5.29164582,6.34154742,0.05741668,0.45579182,0.05166256,0.00000000,1.69166355,2.76201414,2.07896248,0.00000000
-5.28564282,6.30914446,0.05759415,0.46137873,0.05140189,0.00000000,1.70086626,2.74706657,2.06003804,0.00000000
-5.27963982,6.27556049,0.05769309,0.46691711,0.05111745,0.00000000,1.71079660,2.73219662,2.04014850,0.00000000
-5.27363682,6.24219634,0.05771019,0.47243899,0.05082798,0.00000000,1.72191107,2.71777471,2.01997237,0.00000000
-5.26763382,6.21045129,0.05764321,0.47797365,0.05055165,0.00000000,1.73463495,2.70419816,2.00017676,0.00000000
-5.26163082,6.18168473,0.05749105,0.48354624,0.05030551,0.00000000,1.74934755,2.69188449,1.98139703,0.00000000
-5.25562781,6.15717646,0.05725384,0.48917655,0.05010494,0.00000000,1.76636889,2.68126150,1.96421730,0.00000000
-5.24962481,6.13808732,0.05693292,0.49487796,0.04996320,0.00000000,1.78594821,2.67275467,1.94915238,0.00000000
-5.24362181,6.12542167,0.05653086,0.50065664,0.04989097,0.00000000,1.80825470,2.66677248,1.93663200,0.00000000
-5.23761881,6.11999344,0.05605141,0.50651083,0.04989608,0.00000000,1.83337074,2.66369054,1.92698780,0.00000000
-5.23161581,6.12239719,0.05549940,0.51243053,0.04998322,0.00000000,1.86128785,2.66383541,1.92044371,0.00000000
-5.22561281,6.13298567,0.05488064,0.51839722,0.05015388,0.00000000,1.89190542,2.66746906,1.91710997,0.00000000
-5.21960980,6.15185483,0.05420172,0.52438394,0.05040625,0.00000000,1.92503216,2.67477492,1.91698115,0.00000000
-5.21360680,6.17883717,0.05346992,0.53035551,0.05073534,0.00000000,1.96039022,2.68584629,1.91993805,0.00000000
-5.20760380,6.21350381,0.05269291,0.53626900,0.05113314,0.00000000,1.99762179,2.70067792,1.92575347,0.00000000
-5.20160080,6.25517537,0.05187865,0.54207437,0.05158892,0.00000000,2.03629780,2.71916118,1.93410171,0.00000000
-5.19559780,6.30294150,0.05103509,0.54771529,0.05208956,0.00000000,2.07592857,2.74108322,1.94457121,0.00000000
-5.18959480,6.35568824,0.05017005,0.55313022,0.05262000,0.00000000,2.11597603,2.76613031,1.95668000,0.00000000
-5.18359180,6.41213252,0.04929098,0.55825355,0.05316370,0.00000000,2.15586710,2.79389526,1.96989343,0.00000000
-5.17758879,6.47086247,0.04840485,0.56301693,0.05370324,0.00000000,2.19500795,2.82388867,1.98364335,0.00000000
-5.17158579,6.53038231,0.04751798,0.56735073,0.05422080,0.00000000,2.23279864,2.85555375,1.99734823,0.00000000
-5.16558279,6.58916012,0.04663599,0.57118548,0.05469877,0.00000000,2.26864803,2.88828400,2.01043354,0.00000000
-5.15957979,6.64567709,0.04576373,0.57445354,0.05512027,0.00000000,2.30198828,2.92144323,2.02235150,0.00000000
-5.15357679,6.69847644,0.04490527,0.57709060,0.05546969,0.00000000,2.33228884,2.95438718,2.03259979,0.00000000
-5.14757379,6.74621058,0.04406392,0.57903726,0.05573314,0.00000000,2.35906949,2.98648593,2.04073844,0.00000000
-5.14157079,6.78768480,0.04324230,0.58024052,0.05589888,0.00000000,2.38191219,3.01714637,2.04640446,0.00000000
-5.13556778,6.82189627,0.04244242,0.58065518,0.05595760,0.00000000,2.40047126,3.04583392,2.04932365,0.00000000
-5.12956478,6.84806712,0.04166574,0.58024502,0.05590271,0.00000000,2.41448198,3.07209283,2.04931934,0.00000000
-5.12356178,6.86567047,0.04091336,0.57898395,0.05573047,0.00000000,2.42376693,3.09556423,2.04631775,0.00000000
-5.11755878,6.87444889,0.04018607,0.57685679,0.05544003,0.00000000,2.42824036,3.11600150,2.04034990,0.00000000
-5.11155578,6.87442452,0.03948452,0.57385993,0.05503341,0.00000000,2.42791008,3.13328232,2.03154994,0.00000000
-5.10555278,6.86590079,0.03880926,0.57000173,0.05451538,0.00000000,2.42287705,3.14741702,2.02015018,0.00000000
-5.09954977,6.84945569,0.03816089,0.56530257,0.05389320,0.00000000,2.41333262,3.15855287,2.00647292,0.00000000
-5.09354677,6.82592681,0.03754012,0.55979474,0.05317636,0.00000000,2.39955341,3.16697412,1.99091945,0.00000000
-5.08754377,6.79638871,0.03694778,0.55352205,0.05237624,0.00000000,2.38189408,3.17309772,1.97395670,0.00000000
-5.08154077,6.76212324,0.03638492,0.54653905,0.05150569,0.00000000,2.36077818,3.17746470,1.95610189,0.00000000
-5.07553777,6.72458370,0.03585274,0.53891018,0.05057863,0.00000000,2.33668728,3.18072735,1.93790585,0.00000000
-5.06953477,6.68535391,0.03535267,0.53070855,0.04960959,0.00000000,2.31014878,3.18363244,1.91993554,0.00000000
-5.06353177,6.64610314,0.03488626,0.52201455,0.04861331,0.00000000,2.28172263,3.18700086,1.90275626,0.00000000
-5.05752876,6.60853828,0.03445522,0.51291428,0.04760429,0.00000000,2.25198743,3.19170414,1.88691418,0.00000000
-5.05152576,6.57435437,0.03406133,0.50349775,0.04659640,0.00000000,2.22152627,3.19863842,1.87291970,0.00000000
-5.04552276,6.54518473,0.03370635,0.49385703,0.04560256,0.00000000,2.19091260,3.20869651,1.86123202,0.00000000
-5.03951976,6.52255211,0.03339203,0.48408427,0.04463442,0.00000000,2.16069657,3.22273880,1.85224536,0.00000000
-5.03351676,6.50782190,0.03311996,0.47426967,0.04370210,0.00000000,2.13139218,3.24156393,1.84627719,0.00000000
-5.02751376,6.50215884,0.03289149,0.46449948,0.04281403,0.00000000,2.10346555,3.26587990,1.84355864,0.00000000
-5.02151076,6.50648820,0.03270769,0.45485407,0.04197679,0.00000000,2.07732463,3.29627674,1.84422734,0.00000000
-5.01550775,6.52146279,0.03256914,0.44540615,0.04119506,0.00000000,2.05331053,3.33320159,1.84832280,0.00000000
-5.00950475,6.54743663,0.03247594,0.43621917,0.04047156,0.00000000,2.03169093,3.37693706,1.85578434,0.00000000
-5.00350175,6.58444650,0.03242749,0.42734603,0.03980713,0.00000000,2.01265548,3.42758381,1.86645175,0.00000000
-4.99749875,6.63220188,0.03242243,0.41882812,0.03920077,0.00000000,1.99631365,3.48504819,1.88006844,0.00000000
-4.99149575,6.69008433,0.03245853,0.41069472,0.03864977,0.00000000,1.98269490,3.54903545,1.89628719,0.00000000
-4.98549275,6.75715648,0.03253259,0.40296293,0.03814987,0.00000000,1.97175144,3.61904934,1.91467837,0.00000000
-4.97948974,6.83218104,0.03264035,0.39563796,0.03769545,0.00000000,1.96336340,3.69439820,1.93474041,0.00000000
-4.97348674,6.91364973,0.03277647,0.38871399,0.03727973,0.00000000,1.95734648,3.77420785,1.95591242,0.00000000
-4.96748374,6.99982177,0.03293454,0.38217538,0.03689504,0.00000000,1.95346176,3.85744117,1.97758872,0.00000000
-4.96148074,7.08877121,0.03310708,0.37599842,0.03653304,0.00000000,1.95142758,3.94292406,1.99913498,0.00000000
-4.95547774,7.17844203,0.03328565,0.37015331,0.03618502,0.00000000,1.95093298,4.02937710,2.01990554,0.00000000
-4.94947474,7.26670955,0.03346104,0.36460643,0.03584216,0.00000000,1.95165246,4.11545224,2.03926167,0.00000000
-4.94347174,7.35144641,0.03362339,0.35932280,0.03549583,0.00000000,1.95326125,4.19977328,2.05659018,0.00000000
-4.93746873,7.43059092,0.03376251,0.35426842,0.03513783,0.00000000,1.95545086,4.28097893,2.07132181,0.00000000
-4.93146573,7.50221565,0.03386811,0.34941268,0.03476070,0.00000000,1.95794402,4.35776695,2.08294896,0.00000000
-4.92546273,7.56459355,0.03393017,0.34473032,0.03435792,0.00000000,1.96050849,4.42893784,2.09104209,0.00000000
-4.91945973,7.61625922,0.03393926,0.34020319,0.03392416,0.00000000,1.96296909,4.49343638,2.09526419,0.00000000
-4.91345673,7.65606292,0.03388686,0.33582139,0.03345544,0.00000000,1.96521744,4.55038929,2.09538275,0.00000000
-4.90745373,7.68321472,0.03376571,0.33158398,0.03294930,0.00000000,1.96721882,4.59913772,2.09127881,0.00000000
-4.90145073,7.69731722,0.03357008,0.32749898,0.03240491,0.00000000,1.96901590,4.63926286,2.08295241,0.00000000
-4.89544772,7.69838488,0.03329603,0.32358280,0.03182307,0.00000000,1.97072891,4.67060366,2.07052450,0.00000000
-4.88944472,7.68684903,0.03294159,0.31985912,0.03120628,0.00000000,1.97255246,4.69326579,2.05423467,0.00000000
-4.88344172,7.66354812,0.03250687,0.31635713,0.03055864,0.00000000,1.97474876,4.70762113,2.03443507,0.00000000
-4.87743872,7.62970306,0.03199407,0.31310948,0.02988574,0.00000000,1.97763769,4.71429783,2.01158034,0.00000000
-4.87143572,7.58687874,0.03140745,0.31014983,0.02919453,0.00000000,1.98158412,4.71416106,1.98621401,0.00000000
-4.86543272,7.53693278,0.03075323,0.30751030,0.02849309,0.00000000,1.98698288,4.70828511,1.95895172,0.00000000
-4.85942971,7.48195363,0.03003935,0.30521890,0.02779043,0.00000000,1.99424209,4.69791787,1.93046190,0.00000000
-4.85342671,7.42419045,0.02927522,0.30329720,0.02709614,0.00000000,2.00376569,4.68443913,1.90144454,0.00000000
-4.84742371,7.36597744,0.02847143,0.30175831,0.02642018,0.00000000,2.01593566,4.66931431,1.87260893,0.00000000
-4.84142071,7.30965587,0.02763942,0.30060534,0.02577252,0.00000000,2.03109494,4.65404545,1.84465109,0.00000000
-4.83541771,7.25749676,0.02679108,0.29983044,0.02516286,0.00000000,2.04953164,4.64012162,1.81823183,0.00000000
-4.82941471,7.21162749,0.02593845,0.29941462,0.02460033,0.00000000,2.07146517,4.62897061,1.79395620,0.00000000
-4.82341171,7.17396513,0.02509337,0.29932817,0.02409324,0.00000000,2.09703489,4.62191394,1.77235515,0.00000000
-4.81740870,7.14615908,0.02426717,0.29953183,0.02364878,0.00000000,2.12629170,4.62012700,1.75386995,0.00000000
-4.81140570,7.12954510,0.02347040,0.29997864,0.02327291,0.00000000,2.15919268,4.62460569,1.73884005,0.00000000
-4.80540270,7.12511230,0.02271264,0.30061638,0.02297012,0.00000000,2.19559916,4.63614099,1.72749458,0.00000000
-4.79939970,7.13348393,0.02200233,0.30139032,0.02274336,0.00000000,2.23527801,4.65530202,1.71994792,0.00000000
-4.79339670,7.15491226,0.02134670,0.30224642,0.02259396,0.00000000,2.27790599,4.68242806,1.71619919,0.00000000
-4.78739370,7.18928718,0.02075169,0.30313450,0.02252165,0.00000000,2.32307711,4.71762952,1.71613575,0.00000000
-4.78139070,7.23615747,0.02022197,0.30401136,0.02252457,0.00000000,2.37031235,4.76079724,1.71954024,0.00000000
-4.77538769,7.29476324,0.01976102,0.30484366,0.02259936,0.00000000,2.41907154,4.81161933,1.72610100,0.00000000
-4.76938469,7.36407758,0.01937118,0.30561031,0.02274128,0.00000000,2.46876682,4.86960441,1.73542519,0.00000000
-4.76338169,7.44285509,0.01905379,0.30630432,0.02294435,0.00000000,2.51877728,4.93410964,1.74705408,0.00000000
-4.75737869,7.52968491,0.01880929,0.30693389,0.02320159,0.00000000,2.56846423,5.00437218,1.76047992,0.00000000
-4.75137569,7.62304569,0.01863739,0.30752282,0.02350513,0.00000000,2.61718668,5.07954218,1.77516360,0.00000000
-4.74537269,7.72136007,0.01853716,0.30811003,0.02384652,0.00000000,2.66431664,5.15871589,1.79055263,0.00000000
-4.73936968,7.82304652,0.01850720,0.30874836,0.02421689,0.00000000,2.70925381,5.24096733,1.80609853,0.00000000
-4.73336668,7.92656663,0.01854567,0.30950264,0.02460720,0.00000000,2.75143940,5.32537719,1.82127339,0.00000000
-4.72736368,8.03046628,0.01865046,0.31044715,0.02500844,0.00000000,2.79036879,5.41105801,1.83558472,0.00000000
-4.72136068,8.13340974,0.01881915,0.31166254,0.02541187,0.00000000,2.82560281,5.49717499,1.84858850,0.00000000
-4.71535768,8.23420598,0.01904913,0.31323250,0.02580918,0.00000000,2.85677740,5.58296188,1.85989990,0.00000000
-4.70935468,8.33182711,0.01933757,0.31524025,0.02619269,0.00000000,2.88361165,5.66773211,1.86920154,0.00000000
-4.70335168,8.42541917,0.01968143,0.31776500,0.02655553,0.00000000,2.90591397,5.75088527,1.87624912,0.00000000
-4.69734867,8.51430590,0.02007742,0.32087870,0.02689170,0.00000000,2.92358640,5.83190946,1.88087449,0.00000000
-4.69134567,8.59798633,0.02052201,0.32464303,0.02719626,0.00000000,2.93662696,5.91038020,1.88298612,0.00000000
-4.68534267,8.67612727,0.02101139,0.32910701,0.02746538,0.00000000,2.94513001,5.98595665,1.88256722,0.00000000
-4.67933967,8.74855188,0.02154141,0.33430502,0.02769641,0.00000000,2.94928469,6.05837610,1.87967172,0.00000000
-4.67333667,8.81522532,0.02210763,0.34025566,0.02788788,0.00000000,2.94937126,6.12744727,1.87441830,0.00000000
-4.66733367,8.87623872,0.02270527,0.34696115,0.02803953,0.00000000,2.94575561,6.19304339,1.86698290,0.00000000
-4.66133067,8.93179218,0.02332925,0.35440743,0.02815228,0.00000000,2.93888181,6.25509545,1.85758993,0.00000000
-4.65532766,8.98217764,0.02397419,0.36256500,0.02822814,0.00000000,2.92926286,6.31358601,1.84650263,0.00000000
-4.64932466,9.02776195,0.02463453,0.37139012,0.02827016,0.00000000,2.91746980,6.36854373,1.83401281,0.00000000
-4.64332166,9.06897055,0.02530453,0.38082666,0.02828226,0.00000000,2.90411922,6.42003866,1.82043031,0.00000000
