energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.81990995,6.78335572,0.05743031,0.69376903,0.05800085,0.00000000,3.59509929,0.00000000,1.26840368,0.90852068
-5.81390695,6.69449863,0.05644965,0.68805099,0.05751872,0.00000000,3.54178210,0.00000000,1.26367974,0.90124351
-5.80790395,6.58619365,0.05518284,0.68043464,0.05683773,0.00000000,3.47805114,0.00000000,1.25524333,0.89108471
-5.80190095,6.46011476,0.05365336,0.67109633,0.05596515,0.00000000,3.40479282,0.00000000,1.24332483,0.87829026
-5.79589795,6.31816718,0.05188887,0.66023304,0.05491105,0.00000000,3.32301757,0.00000000,1.22820907,0.86314221
-5.78989495,6.16244038,0.04992045,0.64805727,0.05368822,0.00000000,3.23383548,0.00000000,1.21022871,0.84595107
-5.78389195,5.99515883,0.04778178,0.63479193,0.05231188,0.00000000,3.13843055,0.00000000,1.18975677,0.82704783
-5.77788894,5.81863176,0.04550825,0.62066539,0.05079942,0.00000000,3.03803418,0.00000000,1.16719830,0.80677589
-5.77188594,5.63520366,0.04313612,0.60590684,0.04917013,0.00000000,2.93389876,0.00000000,1.14298148,0.78548325
-5.76588294,5.44720709,0.04070170,0.59074207,0.04744477,0.00000000,2.82727223,0.00000000,1.11754839,0.76351511
-5.75987994,5.25691900,0.03824057,0.57538977,0.04564523,0.00000000,2.71937430,0.00000000,1.09134582,0.74120729
-5.75387694,5.06652200,0.03578696,0.56005854,0.04379414,0.00000000,2.61137508,0.00000000,1.06481624,0.71888039
-5.74787394,4.87807156,0.03337307,0.54494444,0.04191441,0.00000000,2.50437673,0.00000000,1.03838937,0.69683511
-5.74187094,4.69347012,0.03102867,0.53022939,0.04002885,0.00000000,2.39939870,0.00000000,1.01247468,0.67534869
-5.73586793,4.51444857,0.02878070,0.51608024,0.03815981,0.00000000,2.29736688,0.00000000,0.98745499,0.65467251
-5.72986493,4.34255563,0.02665304,0.50264852,0.03632881,0.00000000,2.19910694,0.00000000,0.96368144,0.63503095
-5.72386193,4.17915505,0.02466630,0.49007095,0.03455625,0.00000000,2.10534198,0.00000000,0.94147020,0.61662139
-5.71785893,4.02543037,0.02283782,0.47847049,0.03286121,0.00000000,2.01669428,0.00000000,0.92110073,0.59961529
-5.71185593,3.88239657,0.02118166,0.46795800,0.03126123,0.00000000,1.93369097,0.00000000,0.90281596,0.58416020
-5.70585293,3.75091782,0.01970871,0.45863421,0.02977226,0.00000000,1.85677309,0.00000000,0.88682408,0.57038259
-5.69984992,3.63172993,0.01842681,0.45059208,0.02840860,0.00000000,1.78630743,0.00000000,0.87330191,0.55839118
-5.69384692,3.52546604,0.01734094,0.44391918,0.02718299,0.00000000,1.72260032,0.00000000,0.86239951,0.54828056
-5.68784392,3.43268392,0.01645344,0.43870009,0.02610663,0.00000000,1.66591265,0.00000000,0.85424573,0.54013497
-5.68184092,3.35389292,0.01576421,0.43501849,0.02518937,0.00000000,1.61647490,0.00000000,0.84895424,0.53403179
-5.67583792,3.28957878,0.01527096,0.43295887,0.02443986,0.00000000,1.57450137,0.00000000,0.84662954,0.53004456
-5.66983492,3.24022439,0.01496937,0.43260758,0.02386571,0.00000000,1.54020264,0.00000000,0.84737245,0.52824532
-5.66383192,3.20632487,0.01485338,0.43405315,0.02347363,0.00000000,1.51379514,0.00000000,0.85128455,0.52870604
-5.65782891,3.18839546,0.01491530,0.43738570,0.02326956,0.00000000,1.49550735,0.00000000,0.85847113,0.53149893
-5.65182591,3.18697116,0.01514604,0.44269536,0.02325877,0.00000000,1.48558175,0.00000000,0.86904224,0.53669556
-5.64582291,3.20259750,0.01553525,0.45006968,0.02344581,0.00000000,1.48427224,0.00000000,0.88311156,0.54436483
-5.63981991,3.23581217,0.01607145,0.45959006,0.02383451,0.00000000,1.49183689,0.00000000,0.90079293,0.55456961
-5.63381691,3.28711807,0.01674224,0.47132736,0.02442780,0.00000000,1.50852608,0.00000000,0.92219460,0.56736248
-5.62781391,3.35694853,0.01753435,0.48533669,0.02522751,0.00000000,1.53456637,0.00000000,0.94741127,0.58278049
-5.62181091,3.44562644,0.01843382,0.50165187,0.02623410,0.00000000,1.57014098,0.00000000,0.97651441,0.60083942
-5.61580790,3.55331908,0.01942614,0.52027962,0.02744630,0.00000000,1.61536751,0.00000000,1.00954116,0.62152766
-5.60980490,3.67999126,0.02049633,0.54119391,0.02886080,0.00000000,1.67027438,0.00000000,1.04648272,0.64480040
-5.60380190,3.82535950,0.02162916,0.56433087,0.03047183,0.00000000,1.73477702,0.00000000,1.08727258,0.67057420
-5.59779890,3.98885001,0.02280925,0.58958460,0.03227083,0.00000000,1.80865547,0.00000000,1.13177577,0.69872261
-5.59179590,4.16956368,0.02402123,0.61680417,0.03424615,0.00000000,1.89153464,0.00000000,1.17977967,0.72907306
-5.58579290,4.36625054,0.02524992,0.64579218,0.03638281,0.00000000,1.98286893,0.00000000,1.23098717,0.76140549
-5.57978989,4.57729636,0.02648050,0.67630515,0.03866239,0.00000000,2.08193218,0.00000000,1.28501302,0.79545287
-5.57378689,4.80072305,0.02769868,0.70805581,0.04106297,0.00000000,2.18781424,0.00000000,1.34138363,0.83090381
-5.56778389,5.03420441,0.02889085,0.74071743,0.04355936,0.00000000,2.29942483,0.00000000,1.39954089,0.86740731
-5.56178089,5.27509727,0.03004431,0.77393003,0.04612329,0.00000000,2.41550514,0.00000000,1.45885000,0.90457961
-5.55577789,5.52048805,0.03114737,0.80730841,0.04872389,0.00000000,2.53464711,0.00000000,1.51861124,0.94201280
-5.54977489,5.76725319,0.03218953,0.84045161,0.05132823,0.00000000,2.65532018,0.00000000,1.57807542,0.97928501
-5.54377189,6.01213151,0.03316160,0.87295348,0.05390206,0.00000000,2.77590439,0.00000000,1.63646222,1.01597162
-5.53776888,6.25180548,0.03405580,0.90441381,0.05641054,0.00000000,2.89472887,0.00000000,1.69298094,1.05165703
-5.53176588,6.48298818,0.03486589,0.93444955,0.05881915,0.00000000,3.01011407,0.00000000,1.74685251,1.08594637
-5.52576288,6.70251182,0.03558712,0.96270562,0.06109456,0.00000000,3.12041588,0.00000000,1.79733181,1.11847657
-5.51975988,6.90741394,0.03621636,0.98886461,0.06320551,0.00000000,3.22406977,0.00000000,1.84372922,1.14892617
-5.51375688,7.09501702,0.03675196,1.01265504,0.06512367,0.00000000,3.31963286,0.00000000,1.88543044,1.17702343
-5.50775388,7.26299806,0.03719379,1.03385769,0.06682435,0.00000000,3.40582207,0.00000000,1.92191336,1.20255219
-5.50175088,7.40944454,0.03754306,1.05230976,0.06828715,0.00000000,3.48154649,0.00000000,1.95276154,1.22535528
-5.49574787,7.53289451,0.03780223,1.06790654,0.06949644,0.00000000,3.54593257,0.00000000,1.97767332,1.24533527
-5.48974487,7.63235901,0.03797482,1.08060075,0.07044165,0.00000000,3.59834108,0.00000000,1.99646645,1.26245259
-5.48374187,7.70732628,0.03806524,1.09039953,0.07111741,0.00000000,3.63837513,0.00000000,2.00907798,1.27672114
-5.47773887,7.75774795,0.03807855,1.09735935,0.07152347,0.00000000,3.66587917,0.00000000,2.01555963,1.28820182
-5.47173587,7.78400870,0.03802026,1.10157920,0.07166447,0.00000000,3.68092919,0.00000000,2.01606904,1.29699427
-5.46573287,7.78688154,0.03789606,1.10319265,0.07154954,0.00000000,3.68381508,0.00000000,2.01085745,1.30322753
-5.45972986,7.76747165,0.03771170,1.10235902,0.07119175,0.00000000,3.67501618,0.00000000,2.00025472,1.30705015
-5.45372686,7.72715224,0.03747268,1.09925460,0.07060747,0.00000000,3.65517168,0.00000000,1.98465259,1.30862043
-5.44772386,7.66749643,0.03718414,1.09406404,0.06981568,0.00000000,3.62504747,0.00000000,1.96448711,1.30809738
-5.44172086,7.59020863,0.03685073,1.08697285,0.06883715,0.00000000,3.58550149,0.00000000,1.94022134,1.30563298
-5.43571786,7.49705948,0.03647647,1.07816102,0.06769378,0.00000000,3.53744921,0.00000000,1.91232907,1.30136623
-5.42971486,7.38982738,0.03606472,1.06779839,0.06640782,0.00000000,3.48183122,0.00000000,1.88128065,1.29541928
-5.42371186,7.27024925,0.03561816,1.05604178,0.06500125,0.00000000,3.41958418,0.00000000,1.84753123,1.28789576
-5.41770885,7.13998267,0.03513885,1.04303403,0.06349521,0.00000000,3.35161665,0.00000000,1.81151213,1.27888151
-5.41170585,7.00058024,0.03462824,1.02890490,0.06190957,0.00000000,3.27879031,0.00000000,1.77362538,1.26844737
-5.40570285,6.85347658,0.03408736,1.01377349,0.06026261,0.00000000,3.20190739,0.00000000,1.73424153,1.25665390
-5.39969985,6.69998732,0.03351691,0.99775214,0.05857077,0.00000000,3.12170403,0.00000000,1.69370048,1.24355752
-5.39369685,6.54131872,0.03291742,0.98095116,0.05684863,0.00000000,3.03884947,0.00000000,1.65231493,1.22921766
-5.38769385,6.37858609,0.03228943,0.96348420,0.05510885,0.00000000,2.95395030,0.00000000,1.61037594,1.21370430
-5.38169085,6.21283841,0.03163368,0.94547357,0.05336237,0.00000000,2.86755878,0.00000000,1.56815991,1.19710535
-5.37568784,6.04508659,0.03095121,0.92705528,0.05161852,0.00000000,2.78018420,0.00000000,1.52593625,1.17953328
-5.36968484,5.87633260,0.03024357,0.90838319,0.04988532,0.00000000,2.69230588,0.00000000,1.48397502,1.16113052
-5.36368184,5.70759652,0.02951291,0.88963204,0.04816969,0.00000000,2.60438655,0.00000000,1.44255394,1.14207317
-5.35767884,5.53993940,0.02876205,0.87099897,0.04647779,0.00000000,2.51688494,0.00000000,1.40196390,1.12257272
-5.35167584,5.37447954,0.02799456,0.85270342,0.04481523,0.00000000,2.43026637,0.00000000,1.36251273,1.10287548
-5.34567284,5.21240081,0.02721477,0.83498528,0.04318735,0.00000000,2.34501049,0.00000000,1.32452667,1.08325979
-5.33966983,5.05495203,0.02642770,0.81810125,0.04159939,0.00000000,2.26161550,0.00000000,1.28834933,1.06403097
-5.33366683,4.90343687,0.02563906,0.80231958,0.04005662,0.00000000,2.18059839,0.00000000,1.25433810,1.04551407
-5.32766383,4.75919466,0.02485508,0.78791336,0.03856447,0.00000000,2.10249118,0.00000000,1.22285807,1.02804504
-5.32166083,4.62357288,0.02408242,0.77515263,0.03712849,0.00000000,2.02783329,0.00000000,1.19427369,1.01196029
-5.31565783,4.49789253,0.02332799,0.76429562,0.03575436,0.00000000,1.95716035,0.00000000,1.16893853,0.99758539
-5.30965483,4.38340818,0.02259874,0.75557955,0.03444779,0.00000000,1.89099028,0.00000000,1.14718356,0.98522335
-5.30365183,4.28126472,0.02190151,0.74921136,0.03321437,0.00000000,1.82980727,0.00000000,1.12930463,0.97514286
-5.29764882,4.19245301,0.02124281,0.74535874,0.03205939,0.00000000,1.77404463,0.00000000,1.11554956,0.96756726
-5.29164582,4.11776673,0.02062856,0.74414202,0.03098765,0.00000000,1.72406752,0.00000000,1.10610569,0.96266448
-5.28564282,4.05776263,0.02006397,0.74562709,0.03000328,0.00000000,1.68015653,0.00000000,1.10108833,0.96053868
-5.27963982,4.01272638,0.01955332,0.74981984,0.02910945,0.00000000,1.64249299,0.00000000,1.10053081,0.96122370
-5.27363682,3.98264579,0.01909981,0.75666235,0.02830823,0.00000000,1.61114695,0.00000000,1.10437669,0.96467891
-5.26763382,3.96719296,0.01870542,0.76603104,0.02760038,0.00000000,1.58606842,0.00000000,1.11247448,0.97078741
-5.26163082,3.96571646,0.01837086,0.77773689,0.02698520,0.00000000,1.56708249,0.00000000,1.12457532,0.97935692
-5.25562781,3.97724427,0.01809546,0.79152788,0.02646043,0.00000000,1.55388864,0.00000000,1.14033387,0.99012326
-5.24962481,4.00049759,0.01787723,0.80709349,0.02602219,0.00000000,1.54606439,0.00000000,1.15931238,1.00275631
-5.24362181,4.03391550,0.01771287,0.82407129,0.02566498,0.00000000,1.54307324,0.00000000,1.18098811,1.01686835
-5.23761881,4.07568938,0.01759784,0.84205528,0.02538171,0.00000000,1.54427665,0.00000000,1.20476379,1.03202431
-5.23161581,4.12380639,0.01752656,0.86060583,0.02516382,0.00000000,1.54894965,0.00000000,1.22998090,1.04775384
-5.22561281,4.17610015,0.01749249,0.87926082,0.02500146,0.00000000,1.55629946,0.00000000,1.25593531,1.06356441
-5.21960980,4.23030705,0.01748846,0.89754760,0.02488368,0.00000000,1.56548655,0.00000000,1.28189480,1.07895521
-5.21360680,4.28412602,0.01750679,0.91499533,0.02479868,0.00000000,1.57564722,0.00000000,1.30711788,1.09343123
-5.20760380,4.33527972,0.01753965,0.93114736,0.02473416,0.00000000,1.58591696,0.00000000,1.33087315,1.10651703
-5.20160080,4.38157495,0.01757928,0.94557304,0.02467757,0.00000000,1.59545374,0.00000000,1.35245866,1.11776956
-5.19559780,4.42096006,0.01761827,0.95787869,0.02461647,0.00000000,1.60346052,0.00000000,1.37122041,1.12678985
-5.18959480,4.45157761,0.01764981,0.96771724,0.02453889,0.00000000,1.60920600,0.00000000,1.38656955,1.13323280
-5.18359180,4.47181038,0.01766795,0.97479635,0.02443365,0.00000000,1.61204325,0.00000000,1.39799740,1.13681510
-5.17758879,4.48031938,0.01766776,0.97888455,0.02429064,0.00000000,1.61142550,0.00000000,1.40508809,1.13732078
-5.17158579,4.47607287,0.01764551,0.97981548,0.02410113,0.00000000,1.60691865,0.00000000,1.40752819,1.13460449
-5.16558279,4.45836559,0.01759879,0.97748998,0.02385798,0.00000000,1.59821041,0.00000000,1.40511316,1.12859227
-5.15957979,4.42682808,0.01752653,0.97187605,0.02355584,0.00000000,1.58511570,0.00000000,1.39775041,1.11928013
-5.15357679,4.38142611,0.01742897,0.96300687,0.02319129,0.00000000,1.56757842,0.00000000,1.38545913,1.10673047
-5.14757379,4.32245065,0.01730767,0.95097700,0.02276288,0.00000000,1.54566967,0.00000000,1.36836670,1.09106668
-5.14157079,4.25049934,0.01716531,0.93593698,0.02227119,0.00000000,1.51958256,0.00000000,1.34670232,1.07246620
-5.13556778,4.16645027,0.01700556,0.91808674,0.02171873,0.00000000,1.48962400,0.00000000,1.32078787,1.05115258
-5.12956478,4.07142945,0.01683286,0.89766793,0.02110989,0.00000000,1.45620363,0.00000000,1.29102659,1.02738673
-5.12356178,3.96677324,0.01665216,0.87495586,0.02045075,0.00000000,1.41982045,0.00000000,1.25789009,1.00145795
-5.11755878,3.85398712,0.01646866,0.85025104,0.01974888,0.00000000,1.38104749,0.00000000,1.22190412,0.97367501
-5.11155578,3.73470225,0.01628754,0.82387093,0.01901313,0.00000000,1.34051488,0.00000000,1.18363364,0.94435780
-5.10555278,3.61063106,0.01611371,0.79614201,0.01825332,0.00000000,1.29889189,0.00000000,1.14366778,0.91382955
-5.09954977,3.48352323,0.01595149,0.76739258,0.01747998,0.00000000,1.25686824,0.00000000,1.10260505,0.88241025
-5.09354677,3.35512304,0.01580445,0.73794632,0.01670403,0.00000000,1.21513518,0.00000000,1.06103936,0.85041106
-5.08754377,3.22712925,0.01567520,0.70811695,0.01593646,0.00000000,1.17436680,0.00000000,1.01954702,0.81813002
-5.08154077,3.10115824,0.01556524,0.67820386,0.01518803,0.00000000,1.13520191,0.00000000,0.97867530,0.78584909
-5.07553777,2.97871121,0.01547488,0.64848899,0.01446898,0.00000000,1.09822699,0.00000000,0.93893249,0.75383229
-5.06953477,2.86114602,0.01540320,0.61923465,0.01378875,0.00000000,1.06396059,0.00000000,0.90077984,0.72232515
-5.06353177,2.74965417,0.01534809,0.59068253,0.01315573,0.00000000,1.03283968,0.00000000,0.86462537,0.69155502
-5.05752876,2.64524329,0.01530631,0.56305356,0.01257703,0.00000000,1.00520817,0.00000000,0.83081967,0.66173234
-5.05152576,2.54872538,0.01527364,0.53654863,0.01205832,0.00000000,0.98130824,0.00000000,0.79965361,0.63305255
-5.04552276,2.46071099,0.01524507,0.51134996,0.01160369,0.00000000,0.96127450,0.00000000,0.77135795,0.60569851
-5.03951976,2.38160939,0.01521498,0.48762304,0.01121558,0.00000000,0.94513154,0.00000000,0.74610476,0.57984323
-5.03351676,2.31163452,0.01517741,0.46551890,0.01089471,0.00000000,0.93279480,0.00000000,0.72401052,0.55565276
-5.02751376,2.25081664,0.01512630,0.44517665,0.01064012,0.00000000,0.92407502,0.00000000,0.70514065,0.53328896
-5.02151076,2.19901916,0.01505578,0.42672600,0.01044928,0.00000000,0.91868617,0.00000000,0.68951541,0.51291220
-5.01550775,2.15596005,0.01496039,0.41028973,0.01031812,0.00000000,0.91625669,0.00000000,0.67711675,0.49468362
-5.00950475,2.12123725,0.01483535,0.39598588,0.01024128,0.00000000,0.91634372,0.00000000,0.66789596,0.47876687
-5.00350175,2.09435697,0.01467675,0.38392956,0.01021232,0.00000000,0.91845003,0.00000000,0.66178179,0.46532932
-4.99749875,2.07476385,0.01448172,0.37423424,0.01022392,0.00000000,0.92204285,0.00000000,0.65868863,0.45454245
-4.99149575,2.06187191,0.01424858,0.36701234,0.01026821,0.00000000,0.92657414,0.00000000,0.65852448,0.44658136
-4.98549275,2.05509487,0.01397690,0.36237510,0.01033706,0.00000000,0.93150152,0.00000000,0.66119827,0.44162332
-4.97948974,2.05387452,0.01366756,0.36043162,0.01042239,0.00000000,0.93630891,0.00000000,0.66662628,0.43984532
-4.97348674,2.05770607,0.01332272,0.36128693,0.01051647,0.00000000,0.94052621,0.00000000,0.67473717,0.44142045
-4.96748374,2.06615900,0.01294573,0.36503922,0.01061226,0.00000000,0.94374724,0.00000000,0.68547554,0.44651330
-4.96148074,2.07889272,0.01254110,0.37177613,0.01070363,0.00000000,0.94564503,0.00000000,0.69880358,0.45527414
-4.95547774,2.09566608,0.01211429,0.38157025,0.01078562,0.00000000,0.94598403,0.00000000,0.71470085,0.46783238
-4.94947474,2.11634039,0.01167157,0.39447390,0.01085464,0.00000000,0.94462866,0.00000000,0.73316207,0.48428907
-4.94347174,2.14087574,0.01121983,0.41051346,0.01090862,0.00000000,0.94154788,0.00000000,0.75419297,0.50470898
-4.93746873,2.16932098,0.01076637,0.42968335,0.01094705,0.00000000,0.93681558,0.00000000,0.77780449,0.52911246
-4.93146573,2.20179782,0.01031871,0.45194017,0.01097103,0.00000000,0.93060700,0.00000000,0.80400550,0.55746746
-4.92546273,2.23848018,0.00988435,0.47719704,0.01098325,0.00000000,0.92319122,0.00000000,0.83279461,0.58968209
-4.91945973,2.27956980,0.00947063,0.50531885,0.01098780,0.00000000,0.91492021,0.00000000,0.86415140,0.62559833
-4.91345673,2.32526981,0.00908451,0.53611839,0.01099009,0.00000000,0.90621503,0.00000000,0.89802777,0.66498711
-4.90745373,2.37575768,0.00873244,0.56935405,0.01099660,0.00000000,0.89754974,0.00000000,0.93433991,0.70754549
-4.90145073,2.43115923,0.00842024,0.60472918,0.01101463,0.00000000,0.88943386,0.00000000,0.97296150,0.75289601
-4.89544772,2.49152539,0.00815298,0.64189349,0.01105201,0.00000000,0.88239404,0.00000000,1.01371866,0.80058887
-4.88944472,2.55681297,0.00793491,0.68044652,0.01111682,0.00000000,0.87695592,0.00000000,1.05638707,0.85010680
-4.88344172,2.62687074,0.00776945,0.71994339,0.01121702,0.00000000,0.87362657,0.00000000,1.10069170,0.90087302
-4.87743872,2.70143158,0.00765910,0.75990278,0.01136024,0.00000000,0.87287849,0.00000000,1.14630915,0.95226195
-4.87143572,2.78011128,0.00760553,0.79981679,0.01155340,0.00000000,0.87513546,0.00000000,1.19287283,1.00361262
-4.86543272,2.86241392,0.00760950,0.83916275,0.01180251,0.00000000,0.88076077,0.00000000,1.23998069,1.05424439
-4.85942971,2.94774362,0.00767098,0.87741624,0.01211243,0.00000000,0.89004799,0.00000000,1.28720535,1.10347435
-4.85342671,3.03542197,0.00778913,0.91406521,0.01248670,0.00000000,0.90321453,0.00000000,1.33410608,1.15063599
-4.84742371,3.12471000,0.00796237,0.94862431,0.01292740,0.00000000,0.92039783,0.00000000,1.38024210,1.19509813
-4.84142071,3.21483358,0.00818844,0.98064919,0.01343508,0.00000000,0.94165417,0.00000000,1.42518668,1.23628370
-4.83541771,3.30501070,0.00846446,1.00974996,0.01400875,0.00000000,0.96695981,0.00000000,1.46854116,1.27368720
-4.82941471,3.39447922,0.00878694,1.03560329,0.01464587,0.00000000,0.99621429,0.00000000,1.50994835,1.30689041
-4.82341171,3.48252352,0.00915191,1.05796271,0.01534250,0.00000000,1.02924533,0.00000000,1.54910469,1.33557546
-4.81740870,3.56849883,0.00955490,1.07666655,0.01609336,0.00000000,1.06581527,0.00000000,1.58577036,1.35953470
-4.81140570,3.65185180,0.00999104,1.09164316,0.01689201,0.00000000,1.10562848,0.00000000,1.61977711,1.37867700
-4.80540270,3.73213655,0.01045511,1.10291329,0.01773105,0.00000000,1.14833948,0.00000000,1.65103327,1.39303005
-4.79939970,3.80902544,0.01094160,1.11058928,0.01860231,0.00000000,1.19356152,0.00000000,1.67952576,1.40273856
-4.79339670,3.88231406,0.01144478,1.11487124,0.01949713,0.00000000,1.24087527,0.00000000,1.70531902,1.40805838
-4.78739370,3.95192036,0.01195877,1.11604019,0.02040652,0.00000000,1.28983746,0.00000000,1.72855078,1.40934681
-4.78139070,4.01787815,0.01247764,1.11444848,0.02132144,0.00000000,1.33998928,0.00000000,1.74942503,1.40704925
-4.77538769,4.08032512,0.01299545,1.11050766,0.02223301,0.00000000,1.39086433,0.00000000,1.76820224,1.40168285
-4.76938469,4.13948621,0.01350639,1.10467436,0.02313271,0.00000000,1.44199605,0.00000000,1.78518737,1.39381769
-4.76338169,4.19565301,0.01400484,1.09743459,0.02401251,0.00000000,1.49292452,0.00000000,1.80071603,1.38405613
-4.75737869,4.24915999,0.01448547,1.08928692,0.02486507,0.00000000,1.54320261,0.00000000,1.81513932,1.37301119
-4.75137569,4.30035884,0.01494329,1.08072524,0.02568382,0.00000000,1.59240122,0.00000000,1.82880794,1.36128456
-4.74537269,4.34959174,0.01537378,1.07222154,0.02646302,0.00000000,1.64011393,0.00000000,1.84205613,1.34944524
-4.73936968,4.39716491,0.01577291,1.06420949,0.02719780,0.00000000,1.68596067,0.00000000,1.85518601,1.33800947
-4.73336668,4.44332349,0.01613718,1.05706918,0.02788417,0.00000000,1.72959077,0.00000000,1.86845303,1.32742260
-4.72736368,4.48822901,0.01646367,1.05111378,0.02851894,0.00000000,1.77068523,0.00000000,1.88205302,1.31804380
-4.72136068,4.53194045,0.01675004,1.04657844,0.02909972,0.00000000,1.80895836,0.00000000,1.89611146,1.31013397
-4.71535768,4.57440004,0.01699452,1.04361211,0.02962479,0.00000000,1.84415907,0.00000000,1.91067551,1.30384743
-4.70935468,4.61542463,0.01719587,1.04227235,0.03009304,0.00000000,1.87607165,0.00000000,1.92570921,1.29922772
-4.70335168,4.65470344,0.01735335,1.04252365,0.03050384,0.00000000,1.90451658,0.00000000,1.94109225,1.29620772
-4.69734867,4.69180276,0.01746671,1.04423931,0.03085700,0.00000000,1.92935126,0.00000000,1.95662247,1.29461410
-4.69134567,4.72617766,0.01753606,1.04720682,0.03115264,0.00000000,1.95047100,0.00000000,1.97202236,1.29417606
-4.68534267,4.75719093,0.01756189,1.05113679,0.03139120,0.00000000,1.96781028,0.00000000,1.98694934,1.29453796
-4.67933967,4.78413853,0.01754499,1.05567499,0.03157337,0.00000000,1.98134448,0.00000000,2.00100958,1.29527550
-4.67333667,4.80628100,0.01748644,1.06041719,0.03170012,0.00000000,1.99109197,0.00000000,2.01377507,1.29591479
-4.66733367,4.82287939,0.01738756,1.06492625,0.03177272,0.00000000,1.99711648,0.00000000,2.02480314,1.29595344
-4.66133067,4.83323437,0.01724995,1.06875067,0.03179280,0.00000000,1.99952975,0.00000000,2.03365767,1.29488308
-4.65532766,4.83672658,0.01707547,1.07144399,0.03176246,0.00000000,1.99849391,0.00000000,2.03993118,1.29221200
-4.64932466,4.83285603,0.01686626,1.07258406,0.03168432,0.00000000,1.99422347,0.00000000,2.04326639,1.28748726
-4.64332166,4.82127858,0.01662484,1.07179139,0.03156168,0.00000000,1.98698648,0.00000000,2.04337655,1.28031507
