energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.48374187,15.08515565,2.22614814,10.84900178,0.07813721,0.15531216,0.07893251,2.93275478,1.19428969,0.39522716
-5.47773887,15.03468553,2.24282455,10.75154921,0.08057070,0.14875356,0.08008722,2.96043571,1.23251704,0.40119895
-5.47173587,14.97102135,2.26012207,10.64081542,0.08299188,0.14297193,0.08135702,2.98730215,1.27228856,0.40703699
-5.46573287,14.89416098,2.27776698,10.51729989,0.08537799,0.13793855,0.08272435,3.01310754,1.31314551,0.41273756
-5.45972986,14.80431987,2.29552357,10.38172286,0.08770445,0.13362436,0.08416908,3.03760275,1.35459018,0.41829351
-5.45372686,14.70193468,2.31319669,10.23502579,0.08994513,0.13000020,0.08566887,3.06053749,1.39609604,0.42369335
-5.44772386,14.58766548,2.33063422,10.07836831,0.09207280,0.12703697,0.08719954,3.08166326,1.43711935,0.42892066
-5.44172086,14.46239692,2.34772951,9.91312140,0.09405956,0.12470576,0.08873562,3.10073811,1.47711222,0.43395412
-5.43571786,14.32723842,2.36442368,9.74085683,0.09587747,0.12297787,0.09025088,3.11753322,1.51553684,0.43876808
-5.42971486,14.18352309,2.38070771,9.56333271,0.09749924,0.12182492,0.09171901,3.13184140,1.55188040,0.44333369
-5.42371186,14.03280481,2.39662420,9.38247488,0.09889895,0.12121884,0.09311426,3.14348703,1.58567046,0.44762068
-5.41770885,13.87685270,2.41226847,9.20035408,0.10005282,0.12113194,0.09441226,3.15233728,1.61649011,0.45159946
-5.41170585,13.71764208,2.42778896,9.01915862,0.10094005,0.12153695,0.09559066,3.15831390,1.64399251,0.45524376
-5.40570285,13.55734058,2.44338656,8.84116255,0.10154350,0.12240703,0.09662999,3.16140497,1.66791422,0.45853337
-5.39969985,13.39828854,2.45931268,8.66868925,0.10185045,0.12371590,0.09751423,3.16167587,1.68808663,0.46145696
-5.39369685,13.24297249,2.47586584,8.50407062,0.10185318,0.12543784,0.09823151,3.15927856,1.70444514,0.46401482
-5.38769385,13.09399093,2.49338665,8.34960229,0.10154942,0.12754780,0.09877454,3.15445852,1.71703541,0.46622118
-5.38169085,12.95401186,2.51225096,8.20749529,0.10094270,0.13002146,0.09914098,3.14755845,1.72601636,0.46810615
-5.37568784,12.82572211,2.53286120,8.07982525,0.10004247,0.13283522,0.09933362,3.13901821,1.73165956,0.46971684
-5.36968484,12.71176864,2.55563581,7.96848003,0.09886406,0.13596628,0.09936035,3.12937048,1.73434476,0.47111782
-5.36368184,12.61469303,2.58099697,7.87510731,0.09742842,0.13939256,0.09923395,3.11923175,1.73455154,0.47239056
-5.35767884,12.53686044,2.60935671,7.80106379,0.09576171,0.14309264,0.09897165,3.10928879,1.73284710,0.47363204
-5.35167584,12.48038527,2.64110162,7.74736764,0.09389462,0.14704560,0.09859454,3.10028056,1.72987046,0.47495238
-5.34567284,12.44705589,2.67657673,7.71465625,0.09186167,0.15123077,0.09812680,3.09297613,1.72631344,0.47647150
-5.33966983,12.43826138,2.71606874,7.70315114,0.08970024,0.15562749,0.09759474,3.08814921,1.72289885,0.47831517
-5.33366683,12.45492327,2.75978929,7.71263177,0.08744962,0.16021463,0.09702579,3.08655019,1.72035673,0.48061028
-5.32766383,12.49743546,2.80785886,7.74241999,0.08514989,0.16497023,0.09644742,3.08887670,1.71939926,0.48347975
-5.32166083,12.56561522,2.86029178,7.79137618,0.08284091,0.16987088,0.09588604,3.09574393,1.72069520,0.48703714
-5.31565783,12.65866801,2.91698318,7.85790819,0.08056124,0.17489122,0.09536594,3.10765585,1.72484487,0.49138132
-5.30965483,12.77516830,2.97769843,7.93999318,0.07834719,0.18000332,0.09490834,3.12497876,1.73235656,0.49659134
-5.30365183,12.91305797,3.04206565,8.03521245,0.07623196,0.18517613,0.09453050,3.14791810,1.74362526,0.50272170
-5.29764882,13.06966337,3.10957199,8.14079824,0.07424487,0.19037496,0.09424510,3.17649999,1.75891466,0.50979832
-5.29164582,13.24173098,3.17956392,8.25369151,0.07241086,0.19556104,0.09405973,3.21055808,1.77834316,0.51781541
-5.28564282,13.42548146,3.25125211,8.37060879,0.07075003,0.20069126,0.09397662,3.24972672,1.80187456,0.52673316
-5.27963982,13.61668046,3.32372092,8.48811612,0.06927745,0.20571809,0.09399262,3.29344080,1.82931398,0.53647672
-5.27363682,13.81072461,3.39594261,8.60270752,0.06800312,0.21058963,0.09409936,3.34094256,1.86030928,0.54693621
-5.26763382,14.00274004,3.46679616,8.71088566,0.06693209,0.21525007,0.09428368,3.39129545,1.89435815,0.55796800
-5.26163082,14.18769068,3.53509030,8.80924203,0.06606477,0.21964026,0.09452818,3.44340447,1.93082068,0.56939718
-5.25562781,14.36049322,3.59959033,8.89453420,0.06539724,0.22369865,0.09481199,3.49604279,1.96893721,0.58102108
-5.24962481,14.51613544,3.65904795,8.96375798,0.06492187,0.22736246,0.09511165,3.54788360,2.00785072,0.59261396
-5.24362181,14.64979454,3.71223332,9.01421254,0.06462779,0.23056912,0.09540211,3.59753629,2.04663318,0.60393250
-5.23761881,14.75695233,3.75796830,9.04355675,0.06450153,0.23325789,0.09565773,3.64358575,2.08431476,0.61472218
-5.23161581,14.83350411,3.79515983,9.04985591,0.06452767,0.23537166,0.09585335,3.68463350,2.11991494,0.62472407
-5.22561281,14.87585836,3.82283226,9.03161764,0.06468937,0.23685878,0.09596525,3.71933921,2.15247415,0.63368221
-5.21960980,14.88102466,3.84015737,8.98781682,0.06496900,0.23767495,0.09597214,3.74646117,2.18108488,0.64135096
-5.21360680,14.84668738,3.84648111,8.91790928,0.06534860,0.23778499,0.09585596,3.76489426,2.20492090,0.64750239
-5.20760380,14.77126324,3.84134573,8.82183452,0.06581033,0.23716443,0.09560254,3.77370408,2.22326339,0.65193330
-5.20160080,14.65394107,3.82450657,8.70000765,0.06633681,0.23580089,0.09520215,3.77215586,2.23552307,0.65447167
-5.19559780,14.49470232,3.79594265,8.55330132,0.06691139,0.23369512,0.09464983,3.75973728,2.24125731,0.65498230
-5.18959480,14.29432171,3.75586046,8.38301810,0.06751830,0.23086156,0.09394549,3.73617402,2.24018159,0.65337149
-5.18359180,14.05434753,3.70469088,8.19085430,0.06814277,0.22732857,0.09309386,3.70143773,2.23217504,0.64959039
-5.17758879,13.77706172,3.64307892,7.97885586,0.06877106,0.22313817,0.09210425,3.65574587,2.21727972,0.64363711
-5.17158579,13.46542065,3.57186690,7.74936759,0.06939035,0.21834524,0.09099005,3.59955351,2.19569403,0.63555721
-5.16558279,13.12297786,3.49207143,7.50497668,0.06998872,0.21301635,0.08976815,3.53353741,2.16776052,0.62544278
-5.15957979,12.75379081,3.40485507,7.24845170,0.07055494,0.20722813,0.08845821,3.45857291,2.13394893,0.61342985
-5.15357679,12.36231442,3.31149384,6.98267864,0.07107837,0.20106532,0.08708177,3.37570478,2.09483519,0.59969445
-5.14757379,11.95328451,3.21334172,6.71059536,0.07154872,0.19461852,0.08566141,3.28611291,2.05107767,0.58444725
-5.14157079,11.53159497,3.11179356,6.43512619,0.07195596,0.18798182,0.08421974,3.19107452,2.00339161,0.56792709
-5.13556778,11.10217271,3.00824779,6.15911844,0.07229015,0.18125024,0.08277857,3.09192427,1.95252307,0.55039358
-5.12956478,10.66985478,2.90407034,5.88528257,0.07254133,0.17451731,0.08135804,2.99001391,1.89922357,0.53211917
-5.12356178,10.23927194,2.80056106,5.61613795,0.07269945,0.16787264,0.07997584,2.88667309,1.84422640,0.51338082
-5.11755878,9.81474281,2.69892383,5.35396573,0.07275440,0.16139980,0.07864668,2.78317284,1.78822566,0.49445183
-5.11155578,9.40018235,2.60024122,5.10077055,0.07269607,0.15517438,0.07738175,2.68069303,1.73185869,0.47559401
-5.10555278,8.99902774,2.50545451,4.85825209,0.07251441,0.14926241,0.07618847,2.58029501,1.67569243,0.45705049
-5.09954977,8.61418419,2.41534939,4.62778763,0.07219967,0.14371914,0.07507041,2.48290020,1.62021410,0.43903965
-5.09354677,8.24799195,2.33054759,4.41042579,0.07174262,0.13858827,0.07402730,2.38927524,1.56582614,0.42175002
-5.08754377,7.90221517,2.25150432,4.20689174,0.07113479,0.13390144,0.07305534,2.30002383,1.51284534,0.40533677
-5.08154077,7.57805207,2.17851112,4.01760316,0.07036884,0.12967822,0.07214756,2.21558532,1.46150584,0.38991945
-5.07553777,7.27616499,2.11170366,3.84269616,0.06943882,0.12592640,0.07129433,2.13623947,1.41196533,0.37558128
-5.06953477,6.99672812,2.05107371,3.68205971,0.06834059,0.12264260,0.07048397,2.06211675,1.36431410,0.36236989
-5.06353177,6.73948967,1.99648460,3.53537679,0.06707205,0.11981316,0.06970348,1.99321353,1.31858592,0.35029922
-5.05752876,6.50384520,1.94768918,3.40217029,0.06563346,0.11741520,0.06893918,1.92941075,1.27477031,0.33935272
-5.05152576,6.28891790,1.90434948,3.28185130,0.06402770,0.11541796,0.06817742,1.87049534,1.23282526,0.32948732
-5.04552276,6.09364195,1.86605724,3.17376760,0.06226037,0.11378409,0.06740528,1.81618300,1.19268984,0.32063817
-5.03951976,5.91684493,1.83235454,3.07725008,0.06033992,0.11247122,0.06661116,1.76614130,1.15429604,0.31272375
-5.03351676,5.75732530,1.80275383,2.99165481,0.05827763,0.11143335,0.06578525,1.72001209,1.11757940,0.30565116
-5.02751376,5.61392197,1.77675677,2.91639913,0.05608751,0.11062238,0.06492000,1.67743229,1.08248787,0.29932129
-5.02151076,5.48557273,1.75387133,2.85099003,0.05378611,0.10998951,0.06401038,1.63805221,1.04898876,0.29363378
-5.01550775,5.37135971,1.73362692,2.79504385,0.05139223,0.10948660,0.06305406,1.60155094,1.01707351,0.28849133
-5.00950475,5.27054024,1.71558702,2.74829644,0.04892654,0.10906743,0.06205147,1.56764816,0.98676021,0.28380349
-5.00350175,5.18256240,1.69935919,2.71060379,0.04641117,0.10868880,0.06100569,1.53611236,0.95809380,0.27948962
-4.99749875,5.10706535,1.68460238,2.68193322,0.04386917,0.10831148,0.05992232,1.50676511,0.93114419,0.27548098
-4.99149575,5.04386502,1.67103116,2.66234591,0.04132398,0.10790102,0.05880917,1.47948165,0.90600229,0.27172203
-4.98549275,4.99292668,1.65841721,2.65197201,0.03879889,0.10742833,0.05767587,1.45418785,0.88277427,0.26817076
-4.97948974,4.95432615,1.64658780,2.65097964,0.03631645,0.10687005,0.05653342,1.43085396,0.86157436,0.26479831
-4.97348674,4.92820225,1.63542153,2.65953982,0.03389794,0.10620874,0.05539370,1.40948552,0.84251635,0.26158774
-4.96748374,4.91470312,1.62484151,2.67778920,0.03156287,0.10543281,0.05426892,1.39011199,0.82570442,0.25853226
-4.96148074,4.91392958,1.61480629,2.70579275,0.02932856,0.10453624,0.05317103,1.37277378,0.81122343,0.25563285
-4.95547774,4.92587872,1.60529891,2.74350863,0.02720971,0.10351808,0.05211117,1.35750822,0.79912930,0.25289561
-4.94947474,4.95039090,1.59631461,2.79075727,0.02521819,0.10238179,0.05109909,1.34433531,0.78943988,0.25032882
-4.94347174,4.98710323,1.58784791,2.84719658,0.02336277,0.10113442,0.05014269,1.33324402,0.78212675,0.24793999
-4.93746873,5.03541233,1.57987951,2.91230476,0.02164910,0.09978561,0.04924755,1.32417977,0.77710836,0.24573303
-4.93146573,5.09444872,1.57236404,2.98537207,0.02007966,0.09834663,0.04841659,1.31703385,0.77424510,0.24370565
-4.92546273,5.16306464,1.56521921,3.06550222,0.01865392,0.09682933,0.04764975,1.31163554,0.77333641,0.24184723
-4.91945973,5.23983642,1.55831717,3.15162340,0.01736847,0.09524510,0.04694394,1.30774729,0.77412053,0.24013716
-4.91345673,5.32308168,1.55147867,3.24250894,0.01621733,0.09360406,0.04629298,1.30506345,0.77627683,0.23854390
-4.90745373,5.41089107,1.54447064,3.33680630,0.01519230,0.09191422,0.04568770,1.30321285,0.77943091,0.23702464
-4.90145073,5.50117306,1.53700737,3.43307321,0.01428332,0.09018099,0.04511624,1.30176517,0.78316253,0.23552583
-4.89544772,5.59170988,1.52875556,3.52981887,0.01347891,0.08840678,0.04456445,1.30024109,0.78701595,0.23398424
-4.88944472,5.68022170,1.51934304,3.62554813,0.01276663,0.08659094,0.04401635,1.29812564,0.79051255,0.23232893
-4.88344172,5.76443588,1.50837084,3.71880593,0.01213352,0.08472989,0.04345478,1.29488449,0.79316518,0.23048359
-4.87743872,5.84215756,1.49542806,3.80821975,0.01156654,0.08281747,0.04286208,1.28998215,0.79449364,0.22836953
-4.87143572,5.91133784,1.48010878,3.89253741,0.01105297,0.08084555,0.04222083,1.28290141,0.79404070,0.22590885
-4.86543272,5.97013589,1.46202996,3.97065822,0.01058078,0.07880472,0.04151460,1.27316299,0.79138782,0.22302788
-4.85942971,6.01697172,1.44084951,4.04165576,0.01013894,0.07668518,0.04072865,1.26034434,0.78616995,0.21966050
-4.85342671,6.05056697,1.41628333,4.10479114,0.00971766,0.07447761,0.03985066,1.24409681,0.77808858,0.21575131
-4.84742371,6.06997182,1.38812042,4.15951646,0.00930862,0.07217408,0.03887127,1.22416002,0.76692256,0.21125842
-4.84142071,6.07457711,1.35623507,4.20546853,0.00890503,0.06976889,0.03778461,1.20037304,0.75253593,0.20615571
-4.83541771,6.06411182,1.32059555,4.24245418,0.00850173,0.06725927,0.03658858,1.17268149,0.73488267,0.20043448
-4.82941471,6.03862700,1.28126875,4.27042866,0.00809516,0.06464598,0.03528511,1.14114055,0.71400784,0.19410437
-4.82341171,5.99846820,1.23842049,4.28946942,0.00768332,0.06193365,0.03388017,1.10591358,0.69004538,0.18719353
-4.81740870,5.94423933,1.19231166,4.29974807,0.00726561,0.05913099,0.03238368,1.06726665,0.66321249,0.17974814
-4.81140570,5.87676130,1.14329037,4.30150311,0.00684273,0.05625074,0.03080924,1.02555933,0.63380104,0.17183111
-4.80540270,5.79702912,1.09178064,4.29501651,0.00641647,0.05330948,0.02917379,0.98123233,0.60216643,0.16352030
-4.79939970,5.70617128,1.03826845,4.28059650,0.00598952,0.05032724,0.02749714,0.93479279,0.56871446,0.15490621
-4.79339670,5.60541472,0.98328581,4.25856868,0.00556526,0.04732696,0.02580138,0.88679801,0.53388699,0.14608930
-4.78739370,5.49605825,0.92739394,4.22927704,0.00514756,0.04433391,0.02411038,0.83783851,0.49814700,0.13717721
-4.78139070,5.37945647,0.87116630,4.19309528,0.00474060,0.04137503,0.02244910,0.78852134,0.46196366,0.12828179
-4.77538769,5.25701528,0.81517250,4.15044844,0.00434866,0.03847827,0.02084308,0.73945430,0.42579839,0.11951639
-4.76938469,5.13019887,0.75996369,4.10184350,0.00397596,0.03567196,0.01931781,0.69123187,0.39009200,0.11099319
-4.76338169,5.00054722,0.70606008,4.04790717,0.00362659,0.03298428,0.01789830,0.64442325,0.35525387,0.10282101
-4.75737869,4.86970187,0.65394107,3.98942809,0.00330434,0.03044277,0.01660858,0.59956290,0.32165314,0.09510337
-4.75137569,4.73943716,0.60403802,3.92740011,0.00301263,0.02807405,0.01547136,0.55714360,0.28961225,0.08793701
-4.74537269,4.61169312,0.55672997,3.86306314,0.00275449,0.02590356,0.01450773,0.51761213,0.25940294,0.08141088
-4.73936968,4.48860615,0.51234183,3.79793777,0.00253251,0.02395544,0.01373691,0.48136719,0.23124449,0.07560539
-4.73336668,4.37253318,0.47114502,3.73384993,0.00234881,0.02225258,0.01317606,0.44875938,0.20530422,0.07059219
-4.72736368,4.26606551,0.43335998,3.67294234,0.00220509,0.02081662,0.01284019,0.42009259,0.18169974,0.06643400
-4.72136068,4.17202860,0.39916008,3.61767002,0.00210259,0.01966812,0.01274198,0.39562650,0.16050282,0.06318486
-4.71535768,4.09346511,0.36867646,3.57077769,0.00204213,0.01882664,0.01289172,0.37557949,0.14174433,0.06089028
-4.70935468,4.03359918,0.34200319,3.53525816,0.00202414,0.01831089,0.01329720,0.36013157,0.12541997,0.05958754
-4.70335168,3.99578098,0.31920235,3.51429130,0.00204868,0.01813874,0.01396362,0.34942684,0.11149633,0.05930588
-4.69734867,3.98341185,0.30030848,3.51116455,0.00211545,0.01832719,0.01489343,0.34357511,0.09991687,0.06006656
-4.69134567,3.99985133,0.28533229,3.52917686,0.00222382,0.01889223,0.01608624,0.34265251,0.09060768,0.06188280
-4.68534267,4.04830852,0.27426315,3.57152869,0.00237282,0.01984857,0.01753864,0.34670075,0.08348247,0.06475945
-4.67933967,4.13172151,0.26707044,3.64120198,0.00256117,0.02120919,0.01924404,0.35572535,0.07844692,0.06869257
-4.67333667,4.25262906,0.26370370,3.74083422,0.00278730,0.02298481,0.02119256,0.36969267,0.07540196,0.07366875
-4.66733367,4.41303998,0.26409167,3.87259172,0.00304936,0.02518323,0.02337083,0.38852600,0.07424617,0.07966438
-4.66133067,4.61430580,0.26814039,4.03804744,0.00334523,0.02780851,0.02576200,0.41210125,0.07487708,0.08664478
-4.65532766,4.85700283,0.27573070,4.23806876,0.00367256,0.03086016,0.02834559,0.44024233,0.07719165,0.09456344
-4.64932466,5.14082965,0.28671538,4.47272084,0.00402884,0.03433224,0.03109766,0.47271683,0.08108588,0.10336128
-4.64332166,5.46452605,0.30091639,4.74119063,0.00441142,0.03821252,0.03399082,0.50923249,0.08645378,0.11296614
