energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,2.76321425,0.01607549,0.11725236,1.00367843,0.00000000,1.88620601,1.02804367,0.00792164,1.19726202
-5.99399700,2.71650684,0.01598897,0.11248318,0.99951210,0.00000000,1.82296220,1.00836831,0.00797180,1.18233605
-5.98799400,2.66103025,0.01580984,0.10783975,0.99070775,0.00000000,1.75531604,0.98629681,0.00801807,1.16248218
-5.98199100,2.59759778,0.01554101,0.10335394,0.97739545,0.00000000,1.68398536,0.96220770,0.00806269,1.13798637
-5.97598799,2.52721416,0.01518711,0.09905917,0.95979842,0.00000000,1.60975633,0.93654264,0.00810891,1.10922981
-5.96998499,2.45105386,0.01475439,0.09498978,0.93822838,0.00000000,1.53346624,0.90979823,0.00816079,1.07667975
-5.96398199,2.37043420,0.01425057,0.09118028,0.91307791,0.00000000,1.45598544,0.88251611,0.00822304,1.04087753
-5.95797899,2.28678387,0.01368457,0.08766454,0.88481022,0.00000000,1.37819887,0.85527159,0.00830079,1.00242430
-5.95197599,2.20160782,0.01306630,0.08447507,0.85394656,0.00000000,1.30098763,0.82866105,0.00839935,0.96196478
-5.94597299,2.11644977,0.01240637,0.08164218,0.82105190,0.00000000,1.22521132,0.80328841,0.00852397,0.92016978
-5.93996998,2.03285338,0.01171579,0.07919327,0.78671926,0.00000000,1.15169139,0.77975113,0.00867956,0.87771805
-5.93396698,1.95232354,0.01100568,0.07715201,0.75155350,0.00000000,1.08119608,0.75862603,0.00887046,0.83527822
-5.92796398,1.87628893,0.01028698,0.07553777,0.71615509,0.00000000,1.01442714,0.74045544,0.00910020,0.79349135
-5.92196098,1.80606717,0.00957019,0.07436494,0.68110457,0.00000000,0.95200877,0.72573400,0.00937130,0.75295491
-5.91595798,1.74283373,0.00886511,0.07364252,0.64694824,0.00000000,0.89447883,0.71489658,0.00968510,0.71420860
-5.90995498,1.68759532,0.00818069,0.07337373,0.61418560,0.00000000,0.84228252,0.70830754,0.01004163,0.67772263
-5.90395198,1.64116877,0.00752480,0.07355582,0.58325903,0.00000000,0.79576839,0.70625175,0.01043955,0.64388863
-5.89794897,1.60416566,0.00690418,0.07418002,0.55454579,0.00000000,0.75518689,0.70892744,0.01087612,0.61301357
-5.89194597,1.57698303,0.00632433,0.07523165,0.52835275,0.00000000,0.72069100,0.71644113,0.01134722,0.58531669
-5.88594297,1.55980011,0.00578948,0.07669045,0.50491365,0.00000000,0.69233897,0.72880464,0.01184747,0.56092932
-5.87993997,1.55258086,0.00530266,0.07853100,0.48438891,0.00000000,0.67009881,0.74593421,0.01237033,0.53989756
-5.87393697,1.55508180,0.00486566,0.08072336,0.46686772,0.00000000,0.65385422,0.76765166,0.01290829,0.52218741
-5.86793397,1.56686461,0.00447922,0.08323376,0.45237208,0.00000000,0.64341186,0.79368753,0.01345305,0.50769192
-5.86193097,1.58731279,0.00414304,0.08602551,0.44086253,0.00000000,0.63850934,0.82368599,0.01399581,0.49624009
-5.85592796,1.61565160,0.00385598,0.08905989,0.43224504,0.00000000,0.63882406,0.85721147,0.01452746,0.48760694
-5.84992496,1.65097058,0.00361615,0.09229713,0.42637871,0.00000000,0.64398244,0.89375677,0.01503885,0.48152432
-5.84392196,1.69224803,0.00342107,0.09569751,0.42308393,0.00000000,0.65356945,0.93275260,0.01552104,0.47769198
-5.83791896,1.73837668,0.00326780,0.09922230,0.42215057,0.00000000,0.66713838,0.97357835,0.01596554,0.47578864
-5.83191596,1.78819016,0.00315309,0.10283483,0.42334606,0.00000000,0.68422083,1.01557389,0.01636450,0.47548261
-5.82591296,1.84048978,0.00307347,0.10650147,0.42642295,0.00000000,0.70433675,1.05805251,0.01671091,0.47644169
-5.81990995,1.89407128,0.00302542,0.11019255,0.43112604,0.00000000,0.72700479,1.10031456,0.01699876,0.47834235
-5.81390695,1.94775135,0.00300543,0.11388325,0.43719877,0.00000000,0.75175270,1.14166186,0.01722313,0.48087787
-5.80790395,2.00039347,0.00301009,0.11755439,0.44438910,0.00000000,0.77812805,1.18141271,0.01738028,0.48376552
-5.80190095,2.05093316,0.00303616,0.12119313,0.45245468,0.00000000,0.80570898,1.21891703,0.01746774,0.48675277
-5.79589795,2.09840204,0.00308068,0.12479358,0.46116762,0.00000000,0.83411501,1.25357173,0.01748429,0.48962247
-5.78989495,2.14195065,0.00314093,0.12835725,0.47031870,0.00000000,0.86301764,1.28483575,0.01742995,0.49219722
-5.78389195,2.18086955,0.00321455,0.13189340,0.47972126,0.00000000,0.89215050,1.31224443,0.01730598,0.49434283
-5.77788894,2.21460827,0.00329951,0.13541918,0.48921480,0.00000000,0.92131862,1.33542292,0.01711481,0.49597096
-5.77188594,2.24279161,0.00339415,0.13895953,0.49866821,0.00000000,0.95040644,1.35409811,0.01685996,0.49704108
-5.76588294,2.26523268,0.00349718,0.14254698,0.50798272,0.00000000,0.97938408,1.36810868,0.01654597,0.49756148
-5.75987994,2.28194223,0.00360769,0.14622106,0.51709451,0.00000000,1.00831126,1.37741279,0.01617829,0.49758961
-5.75387694,2.29313352,0.00372514,0.15002748,0.52597674,0.00000000,1.03733852,1.38209312,0.01576322,0.49723147
-5.74787394,2.29922241,0.00384934,0.15401704,0.53464104,0.00000000,1.06670518,1.38235884,0.01530771,0.49664007
-5.74187094,2.30082212,0.00398045,0.15824425,0.54313815,0.00000000,1.09673385,1.37854431,0.01481934,0.49601290
-5.73586793,2.29873252,0.00411892,0.16276562,0.55155768,0.00000000,1.12782114,1.37110446,0.01430611,0.49558826
-5.72986493,2.29392378,0.00426553,0.16763772,0.56002666,0.00000000,1.16042466,1.36060663,0.01377635,0.49564046
-5.72386193,2.28751457,0.00442128,0.17291508,0.56870691,0.00000000,1.19504641,1.34771925,0.01323858,0.49647384
-5.71785893,2.28074516,0.00458742,0.17864787,0.57779102,0.00000000,1.23221300,1.33319740,0.01270133,0.49841567
-5.71185593,2.27494599,0.00476536,0.18487956,0.58749692,0.00000000,1.27245315,1.31786566,0.01217303,0.50180782
-5.70585293,2.27150238,0.00495669,0.19164458,0.59806117,0.00000000,1.31627328,1.30259877,0.01166183,0.50699763
-5.69984992,2.27181653,0.00516309,0.19896609,0.60973087,0.00000000,1.36413215,1.28830054,0.01117546,0.51432781
-5.69384692,2.27726776,0.00538631,0.20685402,0.62275455,0.00000000,1.41641537,1.27588169,0.01072110,0.52412587
-5.68784392,2.28917227,0.00562815,0.21530340,0.63737223,0.00000000,1.47341111,1.26623725,0.01030520,0.53669317
-5.68184092,2.30874355,0.00589041,0.22429309,0.65380491,0.00000000,1.53528788,1.26022410,0.00993338,0.55229409
-5.67583792,2.33705498,0.00617483,0.23378505,0.67224397,0.00000000,1.60207552,1.25863935,0.00961029,0.57114545
-5.66983492,2.37500545,0.00648311,0.24372414,0.69284078,0.00000000,1.67365038,1.26220014,0.00933953,0.59340679
-5.66383192,2.42328945,0.00681684,0.25403857,0.71569708,0.00000000,1.74972541,1.27152538,0.00912357,0.61917169
-5.65782891,2.48237247,0.00717749,0.26464088,0.74085644,0.00000000,1.82984588,1.28711994,0.00896368,0.64846057
-5.65182591,2.55247250,0.00756634,0.27542962,0.76829730,0.00000000,1.91339100,1.30936165,0.00885990,0.68121531
-5.64582291,2.63354839,0.00798451,0.28629151,0.79792793,0.00000000,1.99958173,1.33849153,0.00881105,0.71729592
-5.63981991,2.72529543,0.00843286,0.29710417,0.82958363,0.00000000,2.08749458,1.37460732,0.00881477,0.75647955
-5.63381691,2.82714835,0.00891198,0.30773924,0.86302640,0.00000000,2.17608125,1.41766071,0.00886756,0.79846188
-5.62781391,2.93829183,0.00942214,0.31806584,0.89794723,0.00000000,2.26419327,1.46745811,0.00896486,0.84286111
-5.62181091,3.05767815,0.00996326,0.32795422,0.93397101,0.00000000,2.35061121,1.52366516,0.00910117,0.88922441
-5.61580790,3.18405180,0.01053480,0.33727955,0.97066411,0.00000000,2.43407726,1.58581471,0.00927019,0.93703683
-5.60980490,3.31598014,0.01113578,0.34592564,1.00754433,0.00000000,2.51333040,1.65331832,0.00946498,0.98573232
-5.60380190,3.45188960,0.01176469,0.35378858,1.04409300,0.00000000,2.58714269,1.72548085,0.00967813,1.03470678
-5.59779890,3.59010622,0.01241942,0.36078011,1.07976898,0.00000000,2.65435582,1.80151798,0.00990192,1.08333259
-5.59179590,3.72889965,0.01309728,0.36683066,1.11402392,0.00000000,2.71391649,1.88057613,0.01012857,1.13097433
-5.58579290,3.86652923,0.01379492,0.37189197,1.14631852,0.00000000,2.76490956,1.96175450,0.01035039,1.17700514
-5.57978989,4.00129108,0.01450835,0.37593923,1.17613902,0.00000000,2.80658792,2.04412847,0.01055999,1.22082323
-5.57378689,4.13156464,0.01523293,0.37897267,1.20301364,0.00000000,2.83839798,2.12677402,0.01075047,1.26186801
-5.56778389,4.25585756,0.01596345,0.38101854,1.22652814,0.00000000,2.86000007,2.20879233,0.01091563,1.29963535
-5.56178089,4.37284751,0.01669415,0.38212950,1.24634017,0.00000000,2.87128305,2.28933403,0.01105006,1.33369144
-5.55577789,4.48141977,0.01741885,0.38238435,1.26219186,0.00000000,2.87237252,2.36762234,0.01114934,1.36368484
