energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.81990995,3.66200352,-4.10377157,0.00895927,-0.04123384,0.29234659,-0.25752645,1.48174106,-0.88982324,0.40386173,-0.33626606,0.04991287,-0.04897915,1.73985207,-2.13364391,0.65657988,-0.86879328,0.23109245,-0.20604003
-5.81390695,3.81614654,-3.81942834,0.01034660,-0.03710443,0.30877309,-0.24183655,1.57935066,-0.83361930,0.41935719,-0.31303166,0.05130285,-0.04457931,1.80994730,-1.98384716,0.67959813,-0.81402990,0.24385646,-0.19592082
-5.80790395,3.97831265,-3.56267350,0.01192408,-0.03327393,0.32585937,-0.22741583,1.68377714,-0.78451351,0.43523858,-0.29163190,0.05276796,-0.04066180,1.88414955,-1.84917416,0.70352201,-0.76487453,0.25730027,-0.18685975
-5.80190095,4.14754642,-3.33346870,0.01370189,-0.02974915,0.34357626,-0.21432741,1.79458013,-0.74244314,0.45147550,-0.27210255,0.05428991,-0.03723282,1.96191815,-1.72951813,0.72824186,-0.72116610,0.27135101,-0.17890768
-5.79589795,4.32279028,-3.13160242,0.01568936,-0.02653255,0.36188320,-0.20263070,1.91115295,-0.70735450,0.46804224,-0.25446129,0.05585349,-0.03429304,2.04265891,-1.62467506,0.75363032,-0.68272218,0.28592115,-0.17211375
-5.78989495,4.50286332,-2.95674386,0.01789440,-0.02362278,0.38072413,-0.19238313,2.03270961,-0.67922059,0.48491311,-0.23871093,0.05744644,-0.03183850,2.12571827,-1.53437421,0.77954009,-0.64935214,0.30090824,-0.16652571
-5.78389195,4.68644799,-2.80848527,0.02032282,-0.02101531,0.40002401,-0.18364140,2.15827931,-0.65805418,0.50205801,-0.22484211,0.05905908,-0.02986144,2.21038161,-1.45830218,0.80580378,-0.62086710,0.31619512,-0.16218954
-5.77788894,4.87208550,-2.68637203,0.02297780,-0.01870301,0.41968594,-0.17646207,2.28670943,-0.64391578,0.51943810,-0.21283551,0.06068397,-0.02835107,2.29587619,-1.39612004,0.83223549,-0.59708634,0.33165099,-0.15914853
-5.77188594,5.05818071,-2.58992033,0.02585916,-0.01667674,0.43958930,-0.17090178,2.41667759,-0.63691647,0.53700208,-0.20266351,0.06231532,-0.02729420,2.38137840,-1.34747359,0.85863434,-0.57784063,0.34713292,-0.15744181
-5.76588294,5.24301629,-2.51862329,0.02896285,-0.01492591,0.45958907,-0.16701671,2.54671270,-0.63721559,0.55468305,-0.19429134,0.06394856,-0.02667577,2.46602516,-1.31199712,0.88478933,-0.56297264,0.36248813,-0.15710233
-5.75987994,5.42477587,-2.47194698,0.03228033,-0.01343895,0.47951628,-0.16486162,2.67522495,-0.64501381,0.57239615,-0.18767775,0.06557968,-0.02647921,2.54892898,-1.28931165,0.91048552,-0.55233499,0.37755663,-0.15815466
-5.75387694,5.60157517,-2.44931807,0.03579812,-0.01220383,0.49917991,-0.16448836,2.80054352,-0.66054192,0.59003724,-0.18277531,0.06720473,-0.02668669,2.62919573,-1.27901874,0.93551088,-0.54578663,0.39217430,-0.16061256
-5.74787394,5.77149986,-2.45010557,0.03949745,-0.01120843,0.51837006,-0.16594395,2.92096109,-0.68404621,0.60748256,-0.17953039,0.06881926,-0.02727922,2.70594450,-1.28069103,0.95966355,-0.54318798,0.40617632,-0.16447656
-5.74187094,5.93264849,-2.47359881,0.04335397,-0.01044096,0.53686237,-0.16926823,3.03478307,-0.71577107,0.62458948,-0.17788298,0.07041787,-0.02823664,2.77832859,-1.29386121,0.98275902,-0.54439559,0.41940065,-0.16973177
-5.73586793,6.08317872,-2.51898442,0.04733773,-0.00989020,0.55442357,-0.17449130,3.14037985,-0.75593982,0.64119839,-0.17776635,0.07199382,-0.02953748,2.84555649,-1.31801049,1.00463682,-0.54925686,0.43169160,-0.17634598
-5.72986493,6.22135488,-2.58532421,0.05141328,-0.00954586,0.57081786,-0.18163077,3.23623950,-0.80473454,0.65713558,-0.17910677,0.07353876,-0.03115882,2.90691210,-1.35255809,1.02516629,-0.55760530,0.44290334,-0.18426836
-5.72386193,6.34559484,-2.67153641,0.05554000,-0.00939873,0.58581399,-0.19068890,3.32101874,-0.86227588,0.67221722,-0.18182329,0.07504252,-0.03307610,2.96177340,-1.39685272,1.04425126,-0.56925665,0.45290315,-0.19342863
-5.71785893,6.45451435,-2.77638160,0.05967264,-0.00944090,0.59919264,-0.20164990,3.39358983,-0.92860375,0.68625397,-0.18582773,0.07649317,-0.03526287,3.00962858,-1.45016705,1.06183331,-0.58400627,0.46157442,-0.20373705
-5.71185593,6.54696702,-2.89845493,0.06376211,-0.00966583,0.61075372,-0.21447736,3.45308085,-1.00365955,0.69905648,-0.19102478,0.07787705,-0.03769071,3.05008934,-1.51169575,1.07789348,-0.60162780,0.46881928,-0.21508515
-5.70585293,6.62207840,-3.03618535,0.06775645,-0.01006844,0.62032343,-0.22911209,3.49890785,-1.08727079,0.71044115,-0.19731253,0.07917906,-0.04032906,3.08290074,-1.58055749,1.09245239,-0.62187312,0.47456082,-0.22734712
-5.69984992,6.67927292,-3.18784219,0.07160206,-0.01064514,0.62776055,-0.24547040,3.53079681,-1.17913873,0.72023618,-0.20458308,0.08038309,-0.04314531,3.10794738,-1.65580091,1.10556880,-0.64447359,0.47874483,-0.24038210
-5.69384692,6.71829260,-3.35154922,0.07524505,-0.01139376,0.63296175,-0.26344302,3.54879463,-1.27882939,0.72828754,-0.21272364,0.08147246,-0.04610488,3.12525582,-1.73641456,1.11733669,-0.66914240,0.48134111,-0.25403695
-5.68784392,6.73920679,-3.52530557,0.07863270,-0.01231349,0.63586572,-0.28289468,3.55326827,-1.38576858,0.73446458,-0.22161767,0.08243064,-0.04917154,3.13499318,-1.82134014,1.12788111,-0.69557768,0.48234416,-0.26814978
-5.68184092,6.74241277,-3.70701286,0.08171509,-0.01340475,0.63645575,-0.30366456,3.54489210,-1.49924098,0.73866511,-0.23114646,0.08324189,-0.05230776,3.13746210,-1.90948875,1.13735284,-0.72346625,0.48177350,-0.28255371
-5.67583792,6.72862673,-3.89450736,0.08444659,-0.01466900,0.63476085,-0.32556749,3.52462391,-1.61839356,0.74081959,-0.24119073,0.08389206,-0.05547534,3.13309221,-1.99975918,1.14592226,-0.75248772,0.47967338,-0.29708106
-5.66983492,6.69886572,-4.08559608,0.08678746,-0.01610852,0.63085510,-0.34839612,3.49367055,-1.74224334,0.74089426,-0.25163239,0.08436933,-0.05863603,3.12242837,-2.09105768,1.15377267,-0.78231864,0.47611198,-0.31156758
-5.66383192,6.65442072,-4.27809521,0.08870522,-0.01772619,0.62485551,-0.37192378,3.45344472,-1.86968935,0.73889304,-0.26235643,0.08466494,-0.06175234,3.10611612,-2.18231815,1.16109322,-0.81263658,0.47118016,-0.32585663
-5.65782891,6.59682172,-4.46986978,0.09017583,-0.01952521,0.61691825,-0.39590831,3.40551482,-1.99952863,0.73485811,-0.27325269,0.08477383,-0.06478840,3.08488452,-2.27252221,1.16807183,-0.84312402,0.46498960,-0.33980311
-5.65182591,6.52779568,-4.65887281,0.09118464,-0.02150879,0.60723358,-0.42009636,3.35154987,-2.13047600,0.72886903,-0.28421758,0.08469518,-0.06771084,3.05952686,-2.36071820,1.17488821,-0.87347192,0.45767053,-0.35327707
-5.64582291,6.44921855,-4.84318304,0.09172703,-0.02367988,0.59601961,-0.44422845,3.29326208,-2.26118706,0.72104045,-0.29515568,0.08443274,-0.07048973,3.03087968,-2.44603863,1.18170734,-0.90338309,0.44936895,-0.36616673
-5.63981991,6.36306271,-5.02103973,0.09180870,-0.02604083,0.58351525,-0.46804424,3.23234922,-2.39028404,0.71151856,-0.30598107,0.08399497,-0.07309938,2.99980051,-2.52771544,1.18867337,-0.93257530,0.44024331,-0.37838087
-5.63381691,6.27134134,-5.19087379,0.09144548,-0.02859312,0.56997250,-0.49128814,3.17043931,-2.51638391,0.70047625,-0.31661844,0.08339500,-0.07551913,2.96714482,-2.60509275,1.19590440,-0.96078434,0.43046096,-0.38985056
-5.62781391,6.17605139,-5.35133419,0.09066292,-0.03133707,0.55564866,-0.51371486,3.10903979,-2.63812796,0.68810741,-0.32700381,0.08265029,-0.07773398,2.93374267,-2.67763674,1.20348789,-0.98776700,0.42019405,-0.40053004
-5.62181091,6.07911694,-5.50130919,0.08949536,-0.03427155,0.54079854,-0.53509485,3.04949304,-2.75421224,0.67462040,-0.33708497,0.08178207,-0.07973504,2.90037580,-2.74494260,1.21147712,-1.01330435,0.40961539,-0.41039689
-5.61580790,5.98233471,-5.63994164,0.08798470,-0.03739371,0.52566712,-0.55521927,2.99293994,-2.86341804,0.66023118,-0.34682156,0.08081457,-0.08151977,2.86775556,-2.80673827,1.21988863,-1.03720501,0.39889394,-0.41945131
-5.60980490,5.88732366,-5.76663818,0.08617889,-0.04069878,0.51048297,-0.57390449,2.94029248,-2.96464139,0.64515631,-0.35618466,0.07977403,-0.08309200,2.83650257,-2.86288512,1.22870064,-1.05930884,0.38819050,-0.42771473
-5.60380190,5.79548024,-5.88107204,0.08413016,-0.04417979,0.49545254,-0.59099584,2.89221648,-3.05692091,0.62960617,-0.36515619,0.07868762,-0.08446171,2.80712855,-2.91337550,1.23785258,-1.07949066,0.37765337,-0.43522770
-5.59779890,5.70794124,-5.98317922,0.08189311,-0.04782741,0.48075569,-0.60637049,2.84912443,-3.13946287,0.61377869,-0.37372778,0.07758214,-0.08564456,2.78002126,-2.95832724,1.24724570,-1.09766407,0.36741441,-0.44204719
-5.59179590,5.62555525,-6.07314812,0.07952271,-0.05162975,0.46654242,-0.61993941,2.81117849,-3.21166257,0.59785391,-0.38189946,0.07648286,-0.08666116,2.75543295,-2.99797517,1.25674470,-1.11378512,0.35758550,-0.44824332
-5.58579290,5.54886431,-6.15140260,0.07707239,-0.05557215,0.45293104,-0.63164829,2.77830314,-3.27312120,0.58198958,-0.38967799,0.07541222,-0.08753615,2.73347304,-3.03265972,1.26618044,-1.12785539,0.34825567,-0.45389573
-5.57978989,5.47809620,-6.21857865,0.07459215,-0.05963708,0.44000758,-0.64147741,2.75020641,-3.32365725,0.56631791,-0.39707502,0.07438873,-0.08829706,2.71410540,-3.06281281,1.27535353,-1.13992435,0.33948890,-0.45908969
-5.57378689,5.41316806,-6.27549499,0.07212694,-0.06380398,0.42782661,-0.64944043,2.72640869,-3.36331164,0.55094364,-0.40410506,0.07342607,-0.08897307,2.69715061,-3.08894102,1.28403893,-1.15009044,0.33132296,-0.46391196
-5.56778389,5.35370112,-6.32311800,0.06971530,-0.06804913,0.41641313,-0.65558230,2.70627749,-3.39234618,0.53594347,-0.41078336,0.07253230,-0.08959360,2.68229330,-3.11160637,1.29199119,-1.15850059,0.32376905,-0.46844669
-5.56178089,5.29904633,-6.36252157,0.06738832,-0.07234563,0.40576553,-0.65997609,2.68906664,-3.41123477,0.52136672,-0.41712381,0.07170948,-0.09018693,2.66909450,-3.13140488,1.29895049,-1.16534773,0.31681260,-0.47277139
-5.55577789,5.24831970,-6.39484272,0.06516895,-0.07666336,0.39585937,-0.66271910,2.67395820,-3.42064724,0.50723716,-0.42313683,0.07095347,-0.09077882,2.65700878,-3.14894337,1.30464914,-1.17086620,0.31041499,-0.47695308
-5.54977489,5.20044632,-6.42123412,0.06307176,-0.08096900,0.38665173,-0.66392833,2.66010525,-3.42142609,0.49355592,-0.42882746,0.07025414,-0.09139114,2.64540564,-3.16481496,1.30881848,-1.17532475,0.30451626,-0.48104480
-5.54377189,5.15421123,-6.44281466,0.06110303,-0.08522617,0.37808593,-0.66373532,2.64667411,-3.41455635,0.48030510,-0.43419368,0.06959585,-0.09204076,2.63359447,-3.17957381,1.31119604,-1.17901728,0.29903870,-0.48508258
-5.53776888,5.10831519,-6.46061981,0.05926124,-0.08939567,0.37009643,-0.66228085,2.63288409,-3.40112976,0.46745204,-0.43922493,0.06895821,-0.09273853,2.62085222,-3.19371004,1.31153265,-1.18225135,0.29389112,-0.48908293
-5.53176588,5.06143318,-6.47555341,0.05753792,-0.09343575,0.36261356,-0.65970932,2.61804372,-3.38230398,0.45495383,-0.44390106,0.06831715,-0.09348854,2.60645270,-3.20762560,1.30959957,-1.18533496,0.28897368,-0.49304104
-5.52576288,5.01227324,-6.48834291,0.05591870,-0.09730262,0.35556802,-0.65616342,2.60158184,-3.35925876,0.44276194,-0.44819174,0.06764609,-0.09428767,2.58969641,-3.22161208,1.30519517,-1.18856198,0.28418297,-0.49692965
-5.51975988,4.95963331,-6.49950000,0.05438464,-0.10095096,0.34889495,-0.65177891,2.58307290,-3.33315058,0.43082669,-0.45205620,0.06691734,-0.09512541,2.56993966,-3.23583161,1.29815128,-1.19219708,0.27941720,-0.50069880
-5.51375688,4.90245382,-6.50928891,0.05291367,-0.10433468,0.34253735,-0.64668006,2.56225543,-3.30506773,0.41910129,-0.45544361,0.06610352,-0.09598403,2.54662174,-3.25030183,1.28833876,-1.19646074,0.27458120,-0.50427643
-5.50775388,4.83986380,-6.51770396,0.05148209,-0.10740772,0.33644884,-0.64097569,2.53904325,-3.27598817,0.40754544,-0.45829390,0.06517894,-0.09683907,2.51928910,-3.26488609,1.27567231,-1.20151535,0.26959098,-0.50756977
-5.50175088,4.77121863,-6.52445842,0.05006603,-0.11012499,0.33059563,-0.63475614,2.51352920,-3.24674205,0.39612817,-0.46053908,0.06412090,-0.09766007,2.48761523,-3.27928954,1.26011432,-1.20745331,0.26437770,-0.51046773
-5.49574787,4.69612796,-6.52898572,0.04864282,-0.11244341,0.32495769,-0.62809117,2.48598113,-3.21798096,0.38482998,-0.46210516,0.06291087,-0.09841166,2.45141563,-3.29306215,1.24167758,-1.21428781,0.25889075,-0.51284407
-5.48974487,4.61447260,-6.53045409,0.04719225,-0.11432300,0.31952914,-0.62102912,2.45683062,-3.19015581,0.37364411,-0.46291437,0.06153543,-0.09905484,2.41065692,-3.30560876,1.22042665,-1.22194720,0.25309992,-0.51456129
-5.48374187,4.52640966,-6.52779475,0.04569752,-0.11572800,0.31431781,-0.61359705,2.42665463,-3.16350461,0.36257709,-0.46288793,0.05998694,-0.09954840,2.36545978,-3.31620661,1.19647802,-1.23027347,0.24699647,-0.51547525
-5.47773887,4.43236575,-6.51974332,0.04414608,-0.11662791,0.30934406,-0.60580222,2.39615079,-3.13805120,0.35164843,-0.46194898,0.05826391,-0.09985054,2.31609542,-3.32402982,1.16999870,-1.23902515,0.24059310,-0.51544029
-5.47173587,4.33301862,-6.50489339,0.04253005,-0.11699861,0.30463903,-0.59763464,2.36610725,-3.11361531,0.34088962,-0.46002583,0.05637116,-0.09992047,2.26297583,-3.32818040,1.14120335,-1.24788485,0.23392287,-0.51431466
-5.46573287,4.22926796,-6.48176040,0.04084652,-0.11682319,0.30024218,-0.58907064,2.33736808,-3.08983380,0.33034255,-0.45705528,0.05431956,-0.09972005,2.20663802,-3.32772473,1.11035001,-1.25647119,0.22703703,-0.51196617
-5.45972986,4.12219673,-6.44885340,0.03909746,-0.11609274,0.29619852,-0.58007733,2.31079541,-3.06619227,0.32005738,-0.45298585,0.05212557,-0.09921533,2.14772298,-3.32173408,1.07773431,-1.26435482,0.22000206,-0.50827770
-5.45372686,4.01302469,-6.40475171,0.03728948,-0.11480692,0.29255543,-0.57061773,2.28722988,-3.04206561,0.31009009,-0.44778091,0.04981058,-0.09837791,2.08695040,-3.30932756,1.04368246,-1.27107769,0.21289592,-0.50315256
-5.44772386,3.90305639,-6.34818300,0.03543335,-0.11297432,0.28935934,-0.56065632,2.26745075,-3.01676553,0.30049972,-0.44142151,0.04739994,-0.09718612,2.02509006,-3.28971558,1.00854317,-1.27617479,0.20580385,-0.49651921
-5.44172086,3.79362587,-6.27809903,0.03354336,-0.11061250,0.28665240,-0.55016470,2.25213737,-2.98959262,0.29134568,-0.43390872,0.04492198,-0.09562602,1.96293142,-3.26224179,0.97267858,-1.27919713,0.19881381,-0.48833539
-5.43571786,3.68604076,-6.19374532,0.03163658,-0.10774783,0.28446926,-0.53912709,2.24183365,-2.95989027,0.28268498,-0.42526547,0.04240685,-0.09369195,1.90125268,-3.22642128,0.93645483,-1.27973485,0.19201199,-0.47859128
-5.42971486,3.58152844,-6.09472101,0.02973205,-0.10441505,0.28283421,-0.52754538,2.23691717,-2.92709742,0.27456987,-0.41553770,0.03988543,-0.09138695,1.84079080,-3.18197328,0.90023227,-1.27743917,0.18547843,-0.46731168
-5.42371186,3.48118685,-5.98102561,0.02785001,-0.10065657,0.28175877,-0.51544334,2.23757434,-2.89079727,0.26704570,-0.40479481,0.03738820,-0.08872276,1.78221397,-3.12884638,0.86435601,-1.27204189,0.17928313,-0.45455700
-5.41770885,3.38594232,-5.85308978,0.02601106,-0.09652154,0.28123982,-0.50286988,2.24378311,-2.85075901,0.26014937,-0.39312920,0.03494427,-0.08571950,1.72609774,-3.06723478,0.82914693,-1.26337131,0.17348274,-0.44042297
-5.41170585,3.29651657,-5.71178816,0.02423552,-0.09206468,0.28125862,-0.48990096,2.25530407,-2.80697036,0.25390836,-0.38065512,0.03258047,-0.08240513,1.67290604,-2.99758461,0.79489383,-1.25136379,0.16811806,-0.42503916
-5.40570285,3.21340447,-5.55843285,0.02254280,-0.08734504,0.28178048,-0.47664015,2.27168087,-2.75965856,0.24834043,-0.36750657,0.03032069,-0.07881457,1.62297790,-2.92058950,0.76184676,-1.23607002,0.16321247,-0.40856625
-5.39969985,3.13686365,-5.39474735,0.02095097,-0.08242452,0.28275546,-0.46321761,2.29225007,-2.70929872,0.24345408,-0.35383443,0.02818535,-0.07498863,1.57652055,-2.83717554,0.73021209,-1.21765565,0.15877128,-0.39119217
-5.39369685,3.06691646,-5.22282157,0.01947643,-0.07736649,0.28411984,-0.44978758,2.31616048,-2.65660852,0.23924960,-0.33980297,0.02619106,-0.07097280,1.53360913,-2.74847579,0.70014943,-1.19639636,0.15478213,-0.37312725
-5.38769385,3.00336406,-5.04504955,0.01813372,-0.07223423,0.28579851,-0.43652429,2.34240118,-2.60252940,0.23572096,-0.32558557,0.02435052,-0.06681584,1.49419293,-2.65579553,0.67177047,-1.17266724,0.15121632,-0.35459848
-5.38169085,2.94581186,-4.86405234,0.01693551,-0.06708953,0.28770806,-0.42361667,2.36983725,-2.54819492,0.23285817,-0.31136016,0.02267260,-0.06256841,1.45810778,-2.56056949,0.64513984,-1.14692735,0.14803098,-0.33584325
-5.37568784,2.89370470,-4.68258940,0.01589263,-0.06199134,0.28976052,-0.41126184,2.39725167,-2.49488759,0.23065017,-0.29730424,0.02116252,-0.05828157,1.42509377,-2.46431302,0.62027794,-1.11969999,0.14517206,-0.31710263
-5.36968484,2.84637001,-4.50346237,0.01501428,-0.05699459,0.29186746,-0.39965773,2.42339149,-2.44398633,0.22908795,-0.28358976,0.01982224,-0.05400549,1.39481737,-2.36856929,0.59716531,-1.09155000,0.14257779,-0.29861457
-5.36368184,2.80306622,-4.32941540,0.01430826,-0.05214909,0.29394434,-0.38899532,2.44701613,-2.39690691,0.22816787,-0.27037815,0.01865089,-0.04978806,1.36689666,-2.27485482,0.57574860,-1.06305893,0.14018264,-0.28060712
-5.35767884,2.76303399,-4.16303659,0.01378122,-0.04749871,0.29591475,-0.37945057,2.46694546,-2.35503851,0.22789485,-0.25781557,0.01764532,-0.04567386,1.34092823,-2.18460582,0.55594743,-1.03479974,0.13792136,-0.26329217
-5.35167584,2.72554722,-4.00666487,0.01343898,-0.04308076,0.29771441,-0.37117670,2.48210551,-2.31967917,0.22828523,-0.24602858,0.01680062,-0.04170310,1.31651447,-2.09912767,0.53766199,-1.00731208,0.13573303,-0.24685963
-5.34567284,2.68996119,-3.86230649,0.01328674,-0.03892557,0.29929457,-0.36429702,2.49156940,-2.29197366,0.22936913,-0.23512050,0.01611069,-0.03791089,1.29328956,-2.01954980,0.52078081,-0.98107952,0.13356494,-0.23147250
