energy_ev,total_up,B_p_up,B_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,0.93218999,0.19325014,0.00000000,0.22666293,0.31845917,0.00823842,0.26710569
-5.99399700,0.95711294,0.19810110,0.00000000,0.23148212,0.32722848,0.00853619,0.27504135
-5.98799400,0.98463045,0.20357301,0.00000000,0.23704723,0.33701830,0.00886850,0.28360080
-5.98199100,1.01427922,0.20958177,0.00000000,0.24328723,0.34768597,0.00923252,0.29262571
-5.97598799,1.04552740,0.21602785,0.00000000,0.25011178,0.35906376,0.00962485,0.30193996
-5.96998499,1.07780007,0.22280151,0.00000000,0.25741676,0.37096754,0.01004171,0.31135721
-5.96398199,1.11050648,0.22978843,0.00000000,0.26509035,0.38320611,0.01047916,0.32068886
-5.95797899,1.14306767,0.23687542,0.00000000,0.27301940,0.39559070,0.01093330,0.32975207
-5.95197599,1.17494307,0.24395606,0.00000000,0.28109578,0.40794419,0.01140054,0.33837740
-5.94597299,1.20565496,0.25093582,0.00000000,0.28922217,0.42010963,0.01187774,0.34641579
-5.93996998,1.23480932,0.25773648,0.00000000,0.29731719,0.43195743,0.01236238,0.35374449
-5.93396698,1.26211232,0.26429961,0.00000000,0.30531939,0.44339102,0.01285273,0.36027181
-5.92796398,1.28738146,0.27058892,0.00000000,0.31318997,0.45435058,0.01334787,0.36594034
-5.92196098,1.31055098,0.27659136,0.00000000,0.32091406,0.46481464,0.01384778,0.37072861
-5.91595798,1.33167117,0.28231691,0.00000000,0.32850039,0.47479950,0.01435327,0.37465110
-5.90995498,1.35090181,0.28779709,0.00000000,0.33597948,0.48435647,0.01486593,0.37775659
-5.90395198,1.36850006,0.29308226,0.00000000,0.34340036,0.49356709,0.01538802,0.38012509
-5.89794897,1.38480332,0.29823785,0.00000000,0.35082596,0.50253658,0.01592230,0.38186331
-5.89194597,1.40020827,0.30333975,0.00000000,0.35832761,0.51138593,0.01647186,0.38309908
-5.88594297,1.41514685,0.30846912,0.00000000,0.36597868,0.52024293,0.01703992,0.38397487
-5.87993997,1.43006065,0.31370676,0.00000000,0.37384800,0.52923281,0.01762960,0.38464075
-5.87393697,1.44537480,0.31912762,0.00000000,0.38199323,0.53846891,0.01824370,0.38524720
-5.86793397,1.46147280,0.32479542,0.00000000,0.39045465,0.54804380,0.01888454,0.38593790
-5.86193097,1.47867350,0.33075790,0.00000000,0.39924978,0.55802158,0.01955374,0.38684302
-5.85592796,1.49721122,0.33704280,0.00000000,0.40836897,0.56843147,0.02025207,0.38807312
