energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,V_p_up,V_d_up
-6.00000000,1.75954362,0.02125456,1.10989578,0.07113045,0.00004628,1.00539127,0.41738364
-5.99399700,1.78991538,0.02153080,1.12869009,0.07353214,0.00004733,1.01849098,0.42091697
-5.98799400,1.81827183,0.02181529,1.14606076,0.07591830,0.00004831,1.03047706,0.42404456
-5.98199100,1.84437350,0.02211132,1.16184499,0.07827035,0.00004922,1.04106272,0.42683255
-5.97598799,1.86797911,0.02242201,1.17587913,0.08056803,0.00005007,1.04993598,0.42935358
-5.96998499,1.88885052,0.02275009,1.18800257,0.08278954,0.00005087,1.05677144,0.43168378
-5.96398199,1.90675962,0.02309772,1.19806295,0.08491179,0.00005164,1.06124408,0.43389996
-5.95797899,1.92149688,0.02346631,1.20592235,0.08691078,0.00005239,1.06304451,0.43607705
-5.95197599,1.93288094,0.02385646,1.21146407,0.08876209,0.00005314,1.06189466,0.43828594
-5.94597299,1.94076863,0.02426781,1.21459949,0.09044150,0.00005391,1.05756325,0.44059161
-5.93996998,1.94506464,0.02469904,1.21527459,0.09192568,0.00005470,1.04987990,0.44305172
-5.93396698,1.94573014,0.02514782,1.21347556,0.09319285,0.00005555,1.03874730,0.44571543
-5.92796398,1.94278951,0.02561087,1.20923299,0.09422350,0.00005646,1.02415040,0.44862265
-5.92196098,1.93633462,0.02608395,1.20262437,0.09500102,0.00005746,1.00616235,0.45180345
-5.91595798,1.92652631,0.02656198,1.19377442,0.09551230,0.00005854,0.98494657,0.45527765
-5.90995498,1.91359253,0.02703911,1.18285339,0.09574815,0.00005974,0.96075489,0.45905470
-5.90395198,1.89782348,0.02750883,1.17007301,0.09570363,0.00006105,0.93392182,0.46313357
-5.89794897,1.87956359,0.02796409,1.15568060,0.09537818,0.00006249,0.90485522,0.46750282
-5.89194597,1.85920095,0.02839743,1.13995135,0.09477563,0.00006406,0.87402378,0.47214089
