energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.38769385,2.34731837,0.00815674,0.39513007,0.02387068,1.19658535,1.08320651,0.57659934
-5.38169085,2.40533139,0.00856144,0.41993218,0.02403677,1.21034328,1.12295136,0.59413440
-5.37568784,2.47029577,0.00896438,0.44664913,0.02411080,1.22728150,1.16786985,0.61331624
-5.36968484,2.54274114,0.00936316,0.47521014,0.02409330,1.24786824,1.21818233,0.63422185
-5.36368184,2.62303370,0.00975498,0.50550891,0.02398577,1.27248957,1.27400003,0.65689330
-5.35767884,2.71134915,0.01013667,0.53739947,0.02379062,1.30143485,1.33531257,0.68133130
-5.35167584,2.80765067,0.01050465,0.57069316,0.02351109,1.33488457,1.40197827,0.70748985
-5.34567284,2.91167274,0.01085499,0.60515675,0.02315124,1.37290123,1.47371758,0.73527225
-5.33966983,3.02291162,0.01118344,0.64051189,0.02271587,1.41542329,1.55011022,0.76452858
-5.33366683,3.14062281,0.01148555,0.67643614,0.02221047,1.46226269,1.63059610,0.79505493
-5.32766383,3.26382605,0.01175672,0.71256564,0.02164109,1.51310568,1.71448033,0.82659441
-5.32166083,3.39131756,0.01199238,0.74849943,0.02101430,1.56751712,1.80094228,0.85883991
-5.31565783,3.52168957,0.01218805,0.78380545,0.02033703,1.62494812,1.88904852,0.89143881
-5.30965483,3.65335663,0.01233955,0.81802821,0.01961653,1.68474662,1.97776956,0.92399921
-5.30365183,3.78458791,0.01244313,0.85069780,0.01886018,1.74617072,2.06599972,0.95609786
-5.29764882,3.91354468,0.01249561,0.88134022,0.01807543,1.80840432,2.15257982,0.98728938
-5.29164582,4.03832171,0.01249451,0.90948858,0.01726965,1.87057446,2.23632187,1.01711645
-5.28564282,4.15699143,0.01243818,0.93469487,0.01645001,1.93177003,2.31603507,1.04512079
-5.27963982,4.26764923,0.01232589,0.95654181,0.01562339,1.99106106,2.39055223,1.07085444
-5.27363682,4.36845856,0.01215787,0.97465446,0.01479629,2.04751825,2.45875589,1.09389091
-5.26763382,4.45769411,0.01193538,0.98871096,0.01397471,2.10023198,2.51960304,1.11383586
-5.26163082,4.53378187,0.01166068,0.99845200,0.01316412,2.14833044,2.57214785,1.13033692
-5.25562781,4.59533444,0.01133697,1.00368865,0.01236939,2.19099636,2.61556162,1.14309211
-5.24962481,4.64118078,0.01096835,1.00430804,0.01159475,2.22748195,2.64914937,1.15185683
-5.24362181,4.67038933,0.01055966,1.00027673,0.01084381,2.25712183,2.67236249,1.15644893
-5.23761881,4.68228394,0.01011638,0.99164159,0.01011953,2.27934372,2.68480748,1.15675180
-5.23161581,4.67645256,0.00964448,0.97852806,0.00942425,2.29367682,2.68625040,1.15271551
-5.22561281,4.65274859,0.00915021,0.96113585,0.00875970,2.29975786,2.67661724,1.14435585
-5.21960980,4.61128536,0.00863994,0.93973248,0.00812711,2.29733496,2.65599052,1.13175164
-5.21360680,4.55242455,0.00811999,0.91464461,0.00752717,2.28626940,2.62460244,1.11504032
-5.20760380,4.47675921,0.00759650,0.88624797,0.00696015,2.26653546,2.58282505,1.09441226
-5.20160080,4.38509278,0.00707520,0.85495602,0.00642596,2.23821865,2.53115816,1.07010409
-5.19559780,4.27841487,0.00656136,0.82120811,0.00592420,2.20151245,2.47021543,1.04239132
-5.18959480,4.15787537,0.00605968,0.78545758,0.00545422,2.15671374,2.40070940,1.01158081
-5.18359180,4.02475759,0.00557420,0.74816022,0.00501521,2.10421718,2.32343592,0.97800326
-5.17758879,3.88045168,0.00510824,0.70976376,0.00460623,2.04450857,2.23925853,0.94200605
-5.17158579,3.72642898,0.00466446,0.67069866,0.00422632,1.97815735,2.14909322,0.90394673
-5.16558279,3.56421800,0.00424479,0.63137043,0.00387450,1.90580826,2.05389392,0.86418730
-5.15957979,3.39538233,0.00385053,0.59215385,0.00354988,1.82817225,1.95463886,0.82308933
-5.15357679,3.22150078,0.00348237,0.55338907,0.00325165,1.74601659,1.85231810,0.78101001
-5.14757379,3.04414981,0.00314046,0.51537953,0.00297918,1.66015432,1.74792226,0.73829906
-5.14157079,2.86488810,0.00282451,0.47839172,0.00273203,1.57143302,1.64243238,0.69529641
-5.13556778,2.68524314,0.00253385,0.44265651,0.00250997,1.48072306,1.53681106,0.65233059
-5.12956478,2.50669962,0.00226752,0.40837180,0.00231306,1.38890541,1.43199484,0.60971756
-5.12356178,2.33068944,0.00202433,0.37570622,0.00214160,1.29685928,1.32888762,0.56775998
-5.11755878,2.15858298,0.00180298,0.34480369,0.00199621,1.20544972,1.22835530,0.52674672
-5.11155578,1.99168168,0.00160205,0.31578825,0.00187779,1.11551553,1.13122151,0.48695246
-5.10555278,1.83121166,0.00142013,0.28876928,0.00178755,1.02785771,1.03826442,0.44863735
-5.09954977,1.67831832,0.00125581,0.26384651,0.00172696,0.94322876,0.95021459,0.41204668
-5.09354677,1.53406203,0.00110771,0.24111475,0.00169774,0.86232308,0.86775388,0.37741041
-5.08754377,1.39941463,0.00097453,0.22066819,0.00170183,0.78576872,0.79151514,0.34494278
-5.08154077,1.27525692,0.00085505,0.20260400,0.00174133,0.71412068,0.72208287,0.31484173
-5.07553777,1.16237705,0.00074815,0.18702522,0.00181842,0.64785575,0.65999434,0.28728834
-5.06953477,1.06146950,0.00065278,0.17404276,0.00193530,0.58736918,0.60574112,0.26244627
-5.06353177,0.97313479,0.00056798,0.16377648,0.00209408,0.53297290,0.55977070,0.24046113
-5.05752876,0.89787937,0.00049287,0.15635528,0.00229671,0.48489531,0.52248776,0.22145988
-5.05152576,0.83611561,0.00042664,0.15191611,0.00254479,0.44328248,0.49425482,0.20555012
-5.04552276,0.78816153,0.00036854,0.15060193,0.00283955,0.40820062,0.47539185,0.19281943
-5.03951976,0.75423986,0.00031788,0.15255853,0.00318162,0.37963940,0.46617441,0.18333446
-5.03351676,0.73447626,0.00027402,0.15793020,0.00357101,0.35751613,0.46683008,0.17713997
-5.02751376,0.72889635,0.00023635,0.16685437,0.00400690,0.34168045,0.47753303,0.17425769
-5.02151076,0.73742152,0.00020431,0.17945514,0.00448762,0.33191936,0.49839641,0.17468484
-5.01550775,0.75986349,0.00017736,0.19583596,0.00501051,0.32796244,0.52946288,0.17839263
-5.00950475,0.79591777,0.00015500,0.21607148,0.00557188,0.32948718,0.57069330,0.18532441
-5.00350175,0.84515637,0.00013676,0.24019894,0.00616701,0.33612443,0.62195412,0.19539379
-4.99749875,0.90702021,0.00012219,0.26820932,0.00679013,0.34746378,0.68300395,0.20848272
-4.99149575,0.98081206,0.00011088,0.30003859,0.00743449,0.36305916,0.75348015,0.22443961
-4.98549275,1.06569047,0.00010243,0.33555961,0.00809245,0.38243444,0.83288623,0.24307788
-4.97948974,1.16066584,0.00009649,0.37457495,0.00875561,0.40508944,0.92058122,0.26417482
-4.97348674,1.26459942,0.00009273,0.41681128,0.00941500,0.43050604,1.01577172,0.28747118
-4.96748374,1.37620595,0.00009085,0.46191574,0.01006126,0.45815479,1.11750806,0.31267169
-4.96148074,1.49406097,0.00009059,0.50945466,0.01068491,0.48750181,1.22468508,0.33944653
-4.95547774,1.61661306,0.00009171,0.55891520,0.01127662,0.51801607,1.33604861,0.36743406
-4.94947474,1.74220177,0.00009404,0.60971000,0.01182743,0.54917697,1.45020805,0.39624488
-4.94347174,1.86908098,0.00009740,0.66118508,0.01232910,0.58048214,1.56565541,0.42546721
-4.93746873,1.99544781,0.00010168,0.71263109,0.01277431,0.61145522,1.68079073,0.45467358
-4.93146573,2.11947643,0.00010681,0.76329759,0.01315694,0.64165360,1.79395359,0.48342888
-4.92546273,2.23935607,0.00011276,0.81241020,0.01347227,0.67067574,1.90345991,0.51129936
-4.91945973,2.35333206,0.00011954,0.85919008,0.01371716,0.69816806,2.00764309,0.53786245
-4.91345673,2.45974868,0.00012721,0.90287503,0.01389018,0.72383098,2.10489799,0.56271723
-4.90745373,2.55709222,0.00013588,0.94274161,0.01399169,0.74742406,2.19372636,0.58549488
-4.90145073,2.64403271,0.00014572,0.97812725,0.01402387,0.76877006,2.27278172,0.60586897
-4.89544772,2.71946249,0.00015693,1.00845152,0.01399068,0.78775770,2.34091205,0.62356508
-4.88944472,2.78253020,0.00016975,1.03323562,0.01389780,0.80434309,2.39719818,0.63836933
-4.88344172,2.83266842,0.00018448,1.05211919,0.01375251,0.81854980,2.44098639,0.65013540
-4.87743872,2.86961390,0.00020145,1.06487370,0.01356350,0.83046747,2.47191348,0.65878986
-4.87143572,2.89341911,0.00022102,1.07141163,0.01334074,0.84024903,2.48992308,0.66433523
-4.86543272,2.90445454,0.00024357,1.07179117,0.01309520,0.84810654,2.49527222,0.66685095
-4.85942971,2.90340122,0.00026947,1.06621591,0.01283864,0.85430582,2.48852781,0.66649177
-4.85342671,2.89123360,0.00029910,1.05502956,0.01258336,0.85915977,2.47055263,0.66348383
-4.84742371,2.86919303,0.00033283,1.03870598,0.01234193,0.86302069,2.44248148,0.65811836
-4.84142071,2.83875263,0.00037096,1.01783452,0.01212694,0.86627152,2.40568792,0.65074324
-4.83541771,2.80157459,0.00041374,0.99310166,0.01195073,0.86931636,2.36174307,0.64175262
-4.82941471,2.75946119,0.00046136,0.96526925,0.01182514,0.87257008,2.31236761,0.63157502
-4.82341171,2.71430114,0.00051390,0.93515051,0.01176122,0.87644757,2.25937890,0.62066021
-4.81740870,2.66801295,0.00057131,0.90358455,0.01176902,0.88135240,2.20463499,0.60946543
-4.81140570,2.62248711,0.00063344,0.87141029,0.01185728,0.88766550,2.14997755,0.59844129
-4.80540270,2.57952902,0.00069997,0.83944100,0.01203322,0.89573376,2.09717571,0.58801792
-4.79939970,2.54080450,0.00077045,0.80844009,0.01230229,0.90585906,2.04787258,0.57859181
-4.79339670,2.50778954,0.00084426,0.77909910,0.01266795,0.91828793,2.00353650,0.57051377
-4.78739370,2.48172608,0.00092063,0.75201864,0.01313144,0.93320222,1.96541827,0.56407847
-4.78139070,2.46358517,0.00099865,0.72769276,0.01369164,0.95071117,1.93451598,0.55951578
-4.77538769,2.45403877,0.00107726,0.70649725,0.01434490,0.97084517,1.91154830,0.55698436
-4.76938469,2.45344110,0.00115531,0.68868216,0.01508497,0.99355163,1.89693708,0.55656766
-4.76338169,2.46182037,0.00123156,0.67436858,0.01590299,1.01869337,1.89079972,0.55827232
-4.75737869,2.47888106,0.00130470,0.66354975,0.01678751,1.04604954,1.89295136,0.56202931
-4.75137569,2.50401694,0.00137342,0.65609633,0.01772464,1.07531957,1.90291682,0.56769751
-4.74537269,2.53633445,0.00143642,0.65176542,0.01869823,1.10613002,1.91995178,0.57506976
-4.73936968,2.57468579,0.00149248,0.65021312,0.01969025,1.13804440,1.94307246,0.58388115
-4.73336668,2.61771079,0.00154046,0.65101000,0.02068113,1.17057573,1.97109283,0.59381923
-4.72736368,2.66388619,0.00157937,0.65365895,0.02165024,1.20320162,2.00266821,0.60453590
-4.72136068,2.71158073,0.00160842,0.65761484,0.02257650,1.23538134,2.03634370,0.61566045
-4.71535768,2.75911437,0.00162699,0.66230525,0.02343893,1.26657441,2.07060607,0.62681336
-4.70935468,2.80481937,0.00163471,0.66715165,0.02421733,1.29625992,2.10393734,0.63762045
-4.70335168,2.84710133,0.00163148,0.67159032,0.02489291,1.32395599,2.13486841,0.64772666
-4.69734867,2.88449786,0.00161743,0.67509243,0.02544898,1.34923842,2.16203085,0.65680924
-4.69134567,2.91573284,0.00159297,0.67718248,0.02587150,1.37175777,2.18420542,0.66458962
-4.68534267,2.93976417,0.00155875,0.67745479,0.02614963,1.39125421,2.20036541,0.67084373
-4.67933967,2.95582337,0.00151566,0.67558732,0.02627616,1.40756926,2.20971368,0.67541020
-4.67333667,2.96344536,0.00146482,0.67135261,0.02624787,1.42065396,2.21171192,0.67819633
-4.66733367,2.96248747,0.00140754,0.66462536,0.02606567,1.43057302,2.20610138,0.67918141
-4.66133067,2.95313692,0.00134528,0.65538666,0.02573468,1.43750461,2.19291424,0.67841751
-4.65532766,2.93590651,0.00127963,0.64372466,0.02526413,1.44173586,2.17247547,0.67602748
-4.64932466,2.91161885,0.00121226,0.62983177,0.02466716,1.44365407,2.14539497,0.67220053
-4.64332166,2.88137975,0.00114493,0.61399862,0.02396039,1.44373399,2.11255061,0.66718532
-4.63731866,2.84654187,0.00107937,0.59660496,0.02316350,1.44252180,2.07506261,0.66128109
-4.63131566,2.80866032,0.00101735,0.57810788,0.02229862,1.44061626,2.03426038,0.65482704
-4.62531266,2.76944168,0.00096055,0.55902778,0.02138969,1.43864806,1.99164292,0.64819051
-4.61930965,2.73068873,0.00091062,0.53993270,0.02046172,1.43725798,1.94883426,0.64175440
-4.61330665,2.69424284,0.00086909,0.52142125,0.01954012,1.43707506,1.90753543,0.63590420
-4.60730365,2.66192606,0.00083739,0.50410492,0.01864991,1.43869541,1.86947438,0.63101539
-4.60130065,2.63548511,0.00081680,0.48859023,0.01781511,1.44266273,1.83635568,0.62744136
-4.59529765,2.61653890,0.00080845,0.47546114,0.01705800,1.44945110,1.80981125,0.62550249
-4.58929465,2.60653128,0.00081332,0.46526220,0.01639859,1.45945069,1.79135349,0.62547658
-4.58329165,2.60669021,0.00083218,0.45848300,0.01585413,1.47295684,1.78233220,0.62759099
-4.57728864,2.61799442,0.00086561,0.45554402,0.01543869,1.49016276,1.78389611,0.63201662
-4.57128564,2.64114800,0.00091397,0.45678443,0.01516287,1.51115580,1.79695990,0.63886384
-4.56528264,2.67656333,0.00097738,0.46245195,0.01503359,1.53591731,1.82217741,0.64818036
-4.55927964,2.72435218,0.00105573,0.47269496,0.01505400,1.56432569,1.85992133,0.65995099
-4.55327664,2.78432476,0.00114863,0.48755715,0.01522352,1.59616230,1.91026982,0.67409917
-4.54727364,2.85599619,0.00125543,0.50697455,0.01553793,1.63111963,1.97299996,0.69049004
-4.54127064,2.93859972,0.00137519,0.53077530,0.01598955,1.66881130,2.04758826,0.70893489
-4.53526763,3.03110581,0.00150669,0.55868190,0.01656757,1.70878314,2.13321783,0.72919667
-4.52926463,3.13224645,0.00164844,0.59031606,0.01725835,1.75052498,2.22879228,0.75099641
-4.52326163,3.24054370,0.00179865,0.62520603,0.01804588,1.79348249,2.33295581,0.77402022
-4.51725863,3.35434175,0.00195530,0.66279627,0.01891220,1.83706879,2.44411924,0.79792667
-4.51125563,3.47184166,0.00211612,0.70245929,0.01983793,1.88067546,2.56049148,0.82235438
-4.50525263,3.59113813,0.00227867,0.74350944,0.02080276,1.92368274,2.68011581,0.84692961
-4.49924962,3.71025762,0.00244033,0.78521832,0.02178596,1.96546892,2.80091048,0.87127374
-4.49324662,3.82719723,0.00259841,0.82683148,0.02276693,2.00541883,2.92071269,0.89501045
-4.48724362,3.93996376,0.00275017,0.86758614,0.02372564,2.04293164,3.03732518,0.91777264
-4.48124062,4.04661239,0.00289288,0.90672924,0.02464315,2.07742798,3.14856446,0.93920888
-4.47523762,4.14528444,0.00302393,0.94353556,0.02550195,2.10835676,3.25230955,0.95898951
-4.46923462,4.23424373,0.00314085,0.97732540,0.02628637,2.13520169,3.34655016,0.97681218
-4.46323162,4.31191072,0.00324140,1.00748119,0.02698284,2.15748776,3.42943296,0.99240690
-4.45722861,4.37689421,0.00332363,1.03346270,0.02758014,2.17478776,3.49930495,1.00554057
-4.45122561,4.42801956,0.00338594,1.05482025,0.02806952,2.18672895,3.55475239,1.01602085
-4.44522261,4.46435317,0.00342710,1.07120572,0.02844481,2.19299966,3.59463441,1.02369953
-4.43921961,4.48522238,0.00344631,1.08238070,0.02870240,2.19335596,3.61811016,1.02847505
-4.43321661,4.49023026,0.00344322,1.08822193,0.02884121,2.18762797,3.62465854,1.03029444
-4.42721361,4.47926484,0.00341791,1.08872343,0.02886253,2.17572569,3.61408991,1.02915434
-4.42121061,4.45250226,0.00337090,1.08399561,0.02876990,2.15764393,3.58654934,1.02510119
-4.41520760,4.41040366,0.00330315,1.07426113,0.02856886,2.13346609,3.54251110,1.01823051
-4.40920460,4.35370546,0.00321599,1.05984788,0.02826674,2.10336637,3.48276459,1.00868515
-4.40320160,4.28340327,0.00311108,1.04117903,0.02787233,2.06761011,3.40839205,0.99665256
-4.39719860,4.20072952,0.00299038,1.01876080,0.02739566,2.02655205,3.32073871,0.98236103
-4.39119560,4.10712527,0.00285607,0.99316809,0.02684765,1.98063229,3.22137636,0.96607495
-4.38519260,4.00420686,0.00271049,0.96502856,0.02623989,1.93036983,3.11206142,0.94808912
-4.37918959,3.89372825,0.00255607,0.93500574,0.02558429,1.87635388,2.99468902,0.92872225
-4.37318659,3.77754014,0.00239527,0.90378149,0.02489288,1.81923295,2.87124439,0.90830983
-4.36718359,3.65754702,0.00223050,0.87203865,0.02417752,1.75970215,2.74375342,0.88719644
-4.36118059,3.53566350,0.00206411,0.84044426,0.02344973,1.69848903,2.61423372,0.86572789
-4.35517759,3.41377142,0.00189826,0.80963382,0.02272046,1.63633845,2.48464798,0.84424333
-4.34917459,3.29367895,0.00173497,0.78019720,0.02199998,1.57399719,2.35686089,0.82306764
-4.34317159,3.17708321,0.00157600,0.75266652,0.02129772,1.51219863,2.23260114,0.80250443
-4.33716858,3.06553759,0.00142290,0.72750627,0.02062220,1.45164839,2.11342926,0.78282982
-4.33116558,2.96042471,0.00127695,0.70510599,0.01998096,1.39301129,2.00071237,0.76428729
-4.32516258,2.86293583,0.00113918,0.68577550,0.01938054,1.33690008,1.89560617,0.74708378
-4.31915958,2.77405723,0.00101034,0.66974289,0.01882652,1.28386641,1.79904434,0.73138723
-4.31315658,2.69456359,0.00089095,0.65715494,0.01832348,1.23439417,1.71173525,0.71732543
-4.30715358,2.62501823,0.00078130,0.64807998,0.01787512,1.18889526,1.63416556,0.70498647
