energy_ev,total_up,P_s_up,P_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.71185593,3.51739146,0.00226520,0.33753493,1.18605456,2.36949058,0.02107947,0.78035325
-5.70585293,3.46775711,0.00231310,0.32141417,1.16800139,2.33187285,0.02078260,0.78098899
-5.69984992,3.41358043,0.00236582,0.30530034,1.14784826,2.29153720,0.02045296,0.78018451
-5.69384692,3.35505281,0.00242131,0.28932533,1.12593380,2.24858841,0.02009705,0.77785456
-5.68784392,3.29235923,0.00247767,0.27360703,1.10262160,2.20311144,0.01972154,0.77392897
-5.68184092,3.22568594,0.00253318,0.25824760,1.07829617,2.15517732,0.01933329,0.76835736
-5.67583792,3.15523297,0.00258636,0.24333280,1.05335993,2.10485277,0.01893931,0.76111416
-5.66983492,3.08122980,0.00263596,0.22893217,1.02823096,2.05221251,0.01854681,0.75220364
-5.66383192,3.00395282,0.00268105,0.21509995,1.00334125,1.99735317,0.01816315,0.74166447
-5.65782891,2.92374238,0.00272099,0.20187664,0.97913481,1.94040734,0.01779585,0.72957341
-5.65182591,2.84101787,0.00275544,0.18929095,0.95606540,1.88155658,0.01745254,0.71604771
-5.64582291,2.75628871,0.00278437,0.17736196,0.93459311,1.82104197,0.01714083,0.70124592
-5.63981991,2.67016011,0.00280805,0.16610125,0.91517965,1.75917124,0.01686828,0.68536673
-5.63381691,2.58333222,0.00282699,0.15551502,0.89828191,1.69632151,0.01664214,0.66864579
-5.62781391,2.49659222,0.00284193,0.14560575,0.88434372,1.63293732,0.01646923,0.65135050
-5.62181091,2.41079919,0.00285378,0.13637367,0.87378570,1.56952366,0.01635569,0.63377278
-5.61580790,2.32686231,0.00286353,0.12781766,0.86699361,1.50663427,0.01630673,0.61622015
-5.60980490,2.24571326,0.00287226,0.11993574,0.86430538,1.44485580,0.01632637,0.59900548
-5.60380190,2.16827435,0.00288099,0.11272516,0.86599744,1.38478870,0.01641724,0.58243589
-5.59779890,2.09542405,0.00289066,0.10618206,0.87227099,1.32702593,0.01658028,0.56680132
-5.59179590,2.02796200,0.00290208,0.10030087,0.88323896,1.27213065,0.01681461,0.55236334
-5.58579290,1.96657545,0.00291583,0.09507343,0.89891452,1.22061443,0.01711738,0.53934490
-5.57978989,1.91180916,0.00293228,0.09048807,0.91920169,1.17291700,0.01748370,0.52792135
-5.57378689,1.86404067,0.00295152,0.08652868,0.94388911,1.12938891,0.01790668,0.51821351
-5.56778389,1.82346217,0.00297334,0.08317383,0.97264728,1.09027792,0.01837750,0.51028284
-5.56178089,1.79007039,0.00299727,0.08039612,1.00502987,1.05572002,0.01888565,0.50412929
-5.55577789,1.76366484,0.00302258,0.07816175,1.04047936,1.02573531,0.01941919,0.49969171
-5.54977489,1.74385480,0.00304830,0.07643039,1.07833712,1.00022915,0.01996510,0.49685096
-5.54377189,1.73007455,0.00307328,0.07515537,1.11785765,0.97899824,0.02050978,0.49543554
-5.53776888,1.72160626,0.00309624,0.07428423,1.15822687,0.96174130,0.02103945,0.49522943
-5.53176588,1.71760922,0.00311582,0.07375952,1.19858373,0.94807371,0.02154076,0.49598181
-5.52576288,1.71715410,0.00313066,0.07351990,1.23804444,0.93754534,0.02200127,0.49741819
-5.51975988,1.71926055,0.00313948,0.07350153,1.27572862,0.92966049,0.02240999,0.49925248
-5.51375688,1.72293640,0.00314108,0.07363950,1.31078623,0.92389912,0.02275787,0.50119929
-5.50775388,1.72721671,0.00313446,0.07386949,1.34242441,0.91973832,0.02303821,0.50298622
-5.50175088,1.73120100,0.00311884,0.07412940,1.36993313,0.91667298,0.02324700,0.50436528
-5.49574787,1.73408712,0.00309366,0.07436094,1.39270871,0.91423493,0.02338320,0.50512323
-5.48974487,1.73520051,0.00305866,0.07451117,1.41027423,0.91200986,0.02344886,0.50509036
-5.48374187,1.73401784,0.00301385,0.07453383,1.42229614,0.90965136,0.02344911,0.50414734
-5.47773887,1.73018431,0.00295951,0.07439047,1.42859626,0.90689173,0.02339214,0.50223002
-5.47173587,1.72352413,0.00289620,0.07405134,1.42915888,0.90354945,0.02328893,0.49933191
-5.46573287,1.71404420,0.00282469,0.07349600,1.42413244,0.89953306,0.02315298,0.49550452
-5.45972986,1.70193111,0.00274600,0.07271360,1.41382595,0.89484178,0.02299988,0.49085540
-5.45372686,1.68754183,0.00266129,0.07170287,1.39870000,0.88956287,0.02284685,0.48554412
-5.44772386,1.67138887,0.00257190,0.07047182,1.37935295,0.88386619,0.02271221,0.47977649
-5.44172086,1.65412061,0.00247924,0.06903707,1.35650253,0.87799635,0.02261479,0.47379708
-5.43571786,1.63649777,0.00238481,0.06742307,1.33096377,0.87226288,0.02257337,0.46788060
-5.42971486,1.61936713,0.00229016,0.06566088,1.30362391,0.86702882,0.02260613,0.46232235
-5.42371186,1.60363339,0.00219684,0.06378700,1.27541516,0.86269845,0.02273004,0.45742804
-5.41770885,1.59023033,0.00210641,0.06184189,1.24728657,0.85970434,0.02296045,0.45350365
-5.41170585,1.58009225,0.00202040,0.05986849,1.22017560,0.85849431,0.02331061,0.45084526
-5.40570285,1.57412650,0.00194031,0.05791072,1.19498080,0.85951873,0.02379131,0.44972959
-5.39969985,1.57318799,0.00186761,0.05601199,1.17253623,0.86321837,0.02441064,0.45040530
-5.39369685,1.57805622,0.00180368,0.05421379,1.15358860,0.87001306,0.02517377,0.45308529
-5.38769385,1.58941545,0.00174986,0.05255450,1.13877784,0.88029147,0.02608286,0.45794046
-5.38169085,1.60783819,0.00170742,0.05106823,1.12862158,0.89440201,0.02713706,0.46509470
-5.37568784,1.63377225,0.00167752,0.04978398,1.12350393,0.91264500,0.02833255,0.47462150
-5.36968484,1.66753142,0.00166121,0.04872497,1.12366875,0.93526594,0.02966271,0.48654205
-5.36368184,1.70928948,0.00165941,0.04790825,1.12921735,0.96245013,0.03111827,0.50082480
-5.35767884,1.75907743,0.00167289,0.04734448,1.14011044,0.99431819,0.03268758,0.51738643
-5.35167584,1.81678364,0.00170221,0.04703795,1.15617394,1.03092267,0.03435686,0.53609411
-5.34567284,1.88215635,0.00174769,0.04698683,1.17710812,1.07224558,0.03611053,0.55676879
-5.33966983,1.95480834,0.00180942,0.04718354,1.20249951,1.11819659,0.03793144,0.57918949
-5.33366683,2.03422331,0.00188717,0.04761526,1.23183484,1.16861212,0.03980124,0.60309824
-5.32766383,2.11976359,0.00198038,0.04826456,1.26451645,1.22325510,0.04170058,0.62820558
-5.32166083,2.21067902,0.00208814,0.04911008,1.29987841,1.28181551,0.04360946,0.65419642
-5.31565783,2.30611685,0.00220917,0.05012717,1.33720270,1.34391183,0.04550739,0.68073603
-5.30965483,2.40513260,0.00234181,0.05128860,1.37573522,1.40909340,0.04737365,0.70747617
-5.30365183,2.50670183,0.00248405,0.05256519,1.41470096,1.47684407,0.04918748,0.73406113
-5.29764882,2.60973311,0.00263351,0.05392639,1.45331820,1.54658702,0.05092828,0.76013370
-5.29164582,2.71308217,0.00278751,0.05534081,1.49081172,1.61769123,0.05257579,0.78534099
-5.28564282,2.81556752,0.00294312,0.05677668,1.52642482,1.68947943,0.05411026,0.80934004
-5.27963982,2.91598761,0.00309721,0.05820227,1.55943036,1.76123790,0.05551268,0.83180335
-5.27363682,3.01313951,0.00324652,0.05958622,1.58914100,1.83222782,0.05676501,0.85242414
-5.26763382,3.10583917,0.00338780,0.06089791,1.61491867,1.90169827,0.05785039,0.87092149
-5.26163082,3.19294298,0.00351784,0.06210776,1.63618361,1.96890054,0.05875346,0.88704517
-5.25562781,3.27337026,0.00363359,0.06318756,1.65242302,2.03310349,0.05946068,0.90058031
-5.24962481,3.34612616,0.00373229,0.06411086,1.66319945,2.09360943,0.05996062,0.91135159
-5.24362181,3.41032429,0.00381153,0.06485332,1.66815885,2.14977011,0.06024437,0.91922709
-5.23761881,3.46520840,0.00386932,0.06539313,1.66703824,2.20100217,0.06030583,0.92412152
-5.23161581,3.51017212,0.00390421,0.06571148,1.65967270,2.24680143,0.06014212,0.92599872
-5.22561281,3.54477607,0.00391530,0.06579302,1.64600158,2.28675557,0.05975382,0.92487344
-5.21960980,3.56876144,0.00390231,0.06562633,1.62607330,2.32055456,0.05914527,0.92081202
-5.21360680,3.58205943,0.00386556,0.06520441,1.60004871,2.34799839,0.05832474,0.91393216
-5.20760380,3.58479603,0.00380601,0.06452500,1.56820227,2.36900201,0.05730452,0.90440149
-5.20160080,3.57729176,0.00372522,0.06359102,1.53092108,2.38359705,0.05610090,0.89243507
-5.19559780,3.56005636,0.00362528,0.06241071,1.48870118,2.39193052,0.05473409,0.87829169
-5.18959480,3.53377865,0.00350879,0.06099781,1.44214122,2.39426055,0.05322793,0.86226930
-5.18359180,3.49931169,0.00337877,0.05937142,1.39193328,2.39094941,0.05160956,0.84469934
-5.17758879,3.45765413,0.00323855,0.05755591,1.33885103,2.38245427,0.04990897,0.82594051
-5.17158579,3.40992821,0.00309171,0.05558043,1.28373539,2.36931606,0.04815841,0.80637186
-5.16558279,3.35735533,0.00294197,0.05347848,1.22747817,2.35214697,0.04639178,0.78638557
-5.15957979,3.30123007,0.00279307,0.05128713,1.17100396,2.33161694,0.04464391,0.76637967
-5.15357679,3.24289334,0.00264869,0.04904625,1.11525090,2.30843973,0.04294988,0.74675071
-5.14757379,3.18370558,0.00251233,0.04679756,1.06115096,2.28335875,0.04134423,0.72788677
-5.14157079,3.12502047,0.00238727,0.04458361,1.00961020,2.25713300,0.03986027,0.71016079
-5.13556778,3.06815983,0.00227644,0.04244672,0.96148970,2.23052330,0.03852940,0.69392450
-5.12956478,3.01438988,0.00218237,0.04042793,0.91758757,2.20427891,0.03738048,0.67950276
-5.12356178,2.96489924,0.00210718,0.03856593,0.87862271,2.17912447,0.03643930,0.66718864
-5.11755878,2.92077876,0.00205247,0.03689609,0.84522048,2.15574744,0.03572812,0.65723902
-5.11155578,2.88300312,0.00201933,0.03544958,0.81790076,2.13478587,0.03526530,0.64987081
-5.10555278,2.85241443,0.00200833,0.03425258,0.79706850,2.11681663,0.03506504,0.64525768
-5.09954977,2.82970767,0.00201951,0.03332566,0.78300693,2.10234410,0.03513721,0.64352734
-5.09354677,2.81541815,0.00205238,0.03268328,0.77587352,2.09178949,0.03548727,0.64475935
-5.08754377,2.80991110,0.00210597,0.03233352,0.77569858,2.08548108,0.03611631,0.64898338
-5.08154077,2.81337364,0.00217886,0.03227792,0.78238649,2.08364554,0.03702107,0.65617810
-5.07553777,2.82580936,0.00226919,0.03251155,0.79571937,2.08640091,0.03819419,0.66627057
-5.06953477,2.84703589,0.00237477,0.03302319,0.81536317,2.09375148,0.03962435,0.67913638
-5.06353177,2.87668592,0.00249311,0.03379572,0.84087584,2.10558507,0.04129655,0.69460049
-5.05752876,2.91421177,0.00262149,0.03480669,0.87171747,2.12167312,0.04319245,0.71243897
-5.05152576,2.95889410,0.00275704,0.03602891,0.90726211,2.14167386,0.04529064,0.73238157
-5.04552276,3.00985465,0.00289682,0.03743127,0.94681110,2.16513874,0.04756709,0.75411545
-5.03951976,3.06607315,0.00303789,0.03897959,0.98960750,2.19152216,0.04999545,0.77728977
-5.03351676,3.12640829,0.00317741,0.04063756,1.03485140,2.22019453,0.05254749,0.80152141
-5.02751376,3.18962211,0.00331266,0.04236768,1.08171576,2.25045807,0.05519352,0.82640155
-5.02151076,3.25440754,0.00344117,0.04413223,1.12936241,2.28156518,0.05790279,0.85150318
-5.01550775,3.31941813,0.00356073,0.04589423,1.17695780,2.31273856,0.06064391,0.87638917
-5.00950475,3.38329905,0.00366946,0.04761833,1.22368822,2.34319244,0.06338529,0.90062091
-5.00350175,3.44471851,0.00376583,0.04927160,1.26877405,2.37215412,0.06609551,0.92376704
-4.99749875,3.50239834,0.00384873,0.05082426,1.31148274,2.39888488,0.06874378,0.94541225
-4.99149575,3.55514279,0.00391741,0.05225023,1.35114020,2.42269958,0.07130028,0.96516557
-4.98549275,3.60186464,0.00397155,0.05352763,1.38714039,2.44298414,0.07373658,0.98266819
-4.97948974,3.64160755,0.00401121,0.05463900,1.41895294,2.45921028,0.07602591,0.99760036
-4.97348674,3.67356422,0.00403679,0.05557148,1.44612871,2.47094698,0.07814354,1.00968718
-4.96748374,3.69708979,0.00404905,0.05631680,1.46830327,2.47786848,0.08006705,1.01870316
-4.96148074,3.71171013,0.00404904,0.05687111,1.48519837,2.47975853,0.08177654,1.02447553
-4.95547774,3.71712514,0.00403805,0.05723474,1.49662163,2.47651096,0.08325489,1.02688596
-4.94947474,3.71320717,0.00401757,0.05741176,1.50246457,2.46812679,0.08448787,1.02587107
-4.94347174,3.69999486,0.00398923,0.05740956,1.50269920,2.45470819,0.08546432,1.02142153
-4.93746873,3.67768300,0.00395479,0.05723833,1.49737363,2.43644966,0.08617618,1.01357994
-4.93146573,3.64660896,0.00391604,0.05691049,1.48660681,2.41362703,0.08661860,1.00243772
-4.92546273,3.60723647,0.00387476,0.05644012,1.47058276,2.38658473,0.08678985,0.98813105
-4.91945973,3.56013740,0.00383275,0.05584249,1.44954452,2.35572201,0.08669137,0.97083621
-4.91345673,3.50597230,0.00379169,0.05513345,1.42378812,2.32147863,0.08632766,0.95076439
-4.90745373,3.44547047,0.00375321,0.05432906,1.39365651,2.28432045,0.08570615,0.92815627
-4.90145073,3.37941011,0.00371876,0.05344517,1.35953388,2.24472561,0.08483712,0.90327648
-4.89544772,3.30859923,0.00368971,0.05249707,1.32184012,2.20317150,0.08373350,0.87640821
-4.88944472,3.23385775,0.00366723,0.05149929,1.28102565,2.16012305,0.08241070,0.84784791
-4.88344172,3.15600123,0.00365233,0.05046535,1.23756648,2.11602247,0.08088642,0.81790048
-4.87743872,3.07582657,0.00364585,0.04940767,1.19195951,2.07128081,0.07918044,0.78687473
-4.87143572,2.99409979,0.00364845,0.04833748,1.14471791,2.02627129,0.07731439,0.75507937
-4.86543272,2.91154617,0.00366062,0.04726479,1.09636660,1.98132459,0.07531149,0.72281947
-4.85942971,2.82884263,0.00368265,0.04619840,1.04743765,1.93672605,0.07319636,0.69039334
-4.85342671,2.74661239,0.00371471,0.04514593,0.99846559,1.89271469,0.07099475,0.65808992
-4.84742371,2.66542162,0.00375679,0.04411383,0.94998250,1.84948383,0.06873326,0.62618651
-4.84142071,2.58577805,0.00380875,0.04310749,0.90251292,1.80718332,0.06643910,0.59494685
-4.83541771,2.50813106,0.00387033,0.04213127,0.85656842,1.76592278,0.06413977,0.56461941
-4.82941471,2.43287297,0.00394116,0.04118856,0.81264188,1.72577596,0.06186279,0.53543592
-4.82341171,2.36034118,0.00402077,0.04028182,0.77120155,1.68678552,0.05963532,0.50760995
-4.81740870,2.29082070,0.00410864,0.03941267,0.73268477,1.64896814,0.05748385,0.48133550
-4.81140570,2.22454666,0.00420416,0.03858189,0.69749144,1.61231954,0.05543377,0.45678555
-4.80540270,2.16170658,0.00430668,0.03778952,0.66597739,1.57681914,0.05350899,0.43411058
-4.79939970,2.10244196,0.00441551,0.03703483,0.63844764,1.54243399,0.05173144,0.41343688
-4.79339670,2.04684901,0.00452989,0.03631644,0.61514968,1.50912200,0.05012066,0.39486484
-4.78739370,1.99497851,0.00464902,0.03563227,0.59626700,1.47683404,0.04869331,0.37846707
-4.78139070,1.94683466,0.00477206,0.03497968,0.58191301,1.44551514,0.04746266,0.36428661
-4.77538769,1.90237320,0.00489807,0.03435541,0.57212559,1.41510463,0.04643819,0.35233512
-4.76938469,1.86149889,0.00502603,0.03375571,0.56686251,1.38553542,0.04562512,0.34259128
-4.76338169,1.82406287,0.00515481,0.03317636,0.56599812,1.35673261,0.04502410,0.33499955
-4.75737869,1.78986011,0.00528316,0.03261269,0.56932139,1.32861168,0.04463095,0.32946941
-4.75137569,1.75862770,0.00540969,0.03205973,0.57653593,1.30107656,0.04443644,0.32587514
-4.74537269,1.73004416,0.00553286,0.03151220,0.58726186,1.27401787,0.04442634,0.32405651
-4.73936968,1.70373057,0.00565096,0.03096462,0.60104014,1.24731166,0.04458149,0.32382029
-4.73336668,1.67925362,0.00576214,0.03041145,0.61733925,1.22081896,0.04487809,0.32494278
-4.72736368,1.65613111,0.00586441,0.02984709,0.63556443,1.19438633,0.04528817,0.32717344
-4.72136068,1.63383993,0.00595568,0.02926608,0.65506935,1.16784763,0.04578017,0.33023949
-4.71535768,1.61182661,0.00603377,0.02866318,0.67517015,1.14102703,0.04631972,0.33385163
-4.70935468,1.58952020,0.00609649,0.02803350,0.69516134,1.11374324,0.04687057,0.33771052
-4.70335168,1.56634723,0.00614168,0.02737262,0.71433343,1.08581494,0.04739553,0.34151411
-4.69734867,1.54174820,0.00616728,0.02667673,0.73199143,1.05706713,0.04785763,0.34496533
-4.69134567,1.51519496,0.00617139,0.02594277,0.74747379,1.02733806,0.04822120,0.34778003
-4.68534267,1.48620825,0.00615239,0.02516852,0.76017098,0.99648660,0.04845300,0.34969487
-4.67933967,1.45437466,0.00610894,0.02435272,0.76954293,0.96439939,0.04852324,0.35047471
-4.67333667,1.41936206,0.00604010,0.02349515,0.77513471,0.93099766,0.04840658,0.34991931
-4.66733367,1.38093288,0.00594536,0.02259672,0.77658965,0.89624309,0.04808291,0.34786903
-4.66133067,1.33895451,0.00582469,0.02165945,0.77365934,0.86014255,0.04753798,0.34420918
-4.65532766,1.29340627,0.00567856,0.02068652,0.76621016,0.82275132,0.04676388,0.33887295
-4.64932466,1.24438260,0.00550794,0.01968224,0.75422591,0.78417472,0.04575920,0.33184272
-4.64332166,1.19209235,0.00531433,0.01865195,0.73780651,0.74456788,0.04452902,0.32314973
-4.63731866,1.13685414,0.00509967,0.01760197,0.71716284,0.70413390,0.04308470,0.31287212
-4.63131566,1.07908821,0.00486636,0.01653945,0.69260801,0.66312033,0.04144341,0.30113148
-4.62531266,1.01930502,0.00461711,0.01547226,0.66454547,0.62181417,0.03962750,0.28808807
-4.61930965,0.95809139,0.00435497,0.01440879,0.63345458,0.58053590,0.03766373,0.27393498
-4.61330665,0.89609478,0.00408316,0.01335779,0.59987429,0.53963266,0.03558240,0.25889150
-4.60730365,0.83400668,0.00380500,0.01232824,0.56438571,0.49947104,0.03341637,0.24319598
-4.60130065,0.77254575,0.00352386,0.01132914,0.52759442,0.46042999,0.03120012,0.22709864
-4.59529765,0.71244164,0.00324301,0.01036936,0.49011309,0.42289399,0.02896879,0.21085441
-4.58929465,0.65442005,0.00296558,0.00945755,0.45254528,0.38724707,0.02675727,0.19471633
-4.58329165,0.59918977,0.00269445,0.00860201,0.41547085,0.35386767,0.02459944,0.17892954
-4.57728864,0.54743188,0.00243222,0.00781058,0.37943359,0.32312467,0.02252743,0.16372617
-4.57128564,0.49979145,0.00218117,0.00709067,0.34493112,0.29537457,0.02057114,0.14932120
-4.56528264,0.45687167,0.00194317,0.00644915,0.31240746,0.27095977,0.01875772,0.13590925
-4.55927964,0.41923032,0.00171972,0.00589242,0.28224805,0.25020774,0.01711137,0.12366251
-4.55327664,0.38737802,0.00151196,0.00542636,0.25477727,0.23343089,0.01565311,0.11272944
-4.54727364,0.36177800,0.00132061,0.00505642,0.23025798,0.22092674,0.01440075,0.10323441
-4.54127064,0.34284662,0.00114606,0.00478760,0.20889287,0.21297804,0.01336890,0.09527791
-4.53526763,0.33095403,0.00098839,0.00462448,0.19082728,0.20985239,0.01256904,0.08893724
-4.52926463,0.32642436,0.00084740,0.00457125,0.17615280,0.21180095,0.01200964,0.08426760
-4.52326163,0.32953487,0.00072270,0.00463164,0.16491156,0.21905597,0.01169633,0.08130319
-4.51725863,0.34051351,0.00061371,0.00480891,0.15710064,0.23182670,0.01163196,0.08005843
-4.51125563,0.35953461,0.00051975,0.00510576,0.15267630,0.25029363,0.01181677,0.08052896
-4.50525263,0.38671258,0.00044010,0.00552420,0.15155787,0.27460101,0.01224846,0.08269256
-4.49924962,0.42209368,0.00037406,0.00606542,0.15363115,0.30484768,0.01292222,0.08650982
-4.49324662,0.46564617,0.00032096,0.00672962,0.15875126,0.34107652,0.01383083,0.09192462
-4.48724362,0.51724930,0.00028029,0.00751583,0.16674491,0.38326302,0.01496464,0.09886457
-4.48124062,0.57668192,0.00025168,0.00842168,0.17741244,0.43130343,0.01631161,0.10724130
-4.47523762,0.64361157,0.00023495,0.00944329,0.19052951,0.48500323,0.01785741,0.11695100
-4.46923462,0.71758494,0.00023020,0.01057502,0.20584891,0.54406680,0.01958546,0.12787510
-4.46323162,0.79802079,0.00023778,0.01180944,0.22310265,0.60808896,0.02147717,0.13988131
-4.45722861,0.88420636,0.00025836,0.01313721,0.24200444,0.67654942,0.02351210,0.15282517
-4.45122561,0.97529799,0.00029292,0.01454711,0.26225296,0.74881075,0.02566834,0.16655213
-4.44522261,1.07032687,0.00034281,0.01602610,0.28353583,0.82412059,0.02792292,0.18090024
-4.43921961,1.16821028,0.00040970,0.01755948,0.30553456,0.90161867,0.03025228,0.19570333
-4.43321661,1.26776846,0.00049562,0.01913119,0.32793021,0.98034869,0.03263290,0.21079486
-4.42721361,1.36774714,0.00060295,0.02072404,0.35040984,1.05927535,0.03504185,0.22601201
-4.42121061,1.46684494,0.00073437,0.02232020,0.37267348,1.13730600,0.03745751,0.24120007
-4.41520760,1.56374507,0.00089284,0.02390159,0.39444121,1.21331643,0.03986013,0.25621682
-4.40920460,1.65714989,0.00108159,0.02545038,0.41546026,1.28618004,0.04223244,0.27093666
-4.40320160,1.74581712,0.00130398,0.02694950,0.43551150,1.35479916,0.04456015,0.28525422
-4.39719860,1.82859588,0.00156354,0.02838308,0.45441511,1.41813721,0.04683223,0.29908730
-4.39119560,1.90446091,0.00186377,0.02973692,0.47203492,1.47525054,0.04904114,0.31237871
-4.38519260,1.97254336,0.00220815,0.03099885,0.48828123,1.52531806,0.05118279,0.32509708
-4.37918959,2.03215635,0.00259996,0.03215899,0.50311179,1.56766770,0.05325635,0.33723630
-4.37318659,2.08281414,0.00304223,0.03320994,0.51653082,1.60179799,0.05526378,0.34881371
-4.36718359,2.12424380,0.00353757,0.03414683,0.52858602,1.62739399,0.05720925,0.35986700
-4.36118059,2.15638878,0.00408813,0.03496728,0.53936377,1.64433655,0.05909833,0.37044998
-4.35517759,2.17940415,0.00469543,0.03567116,0.54898258,1.65270453,0.06093711,0.38062741
-4.34917459,2.19364389,0.00536033,0.03626037,0.55758525,1.65276984,0.06273122,0.39046925
-4.34317159,2.19964087,0.00608289,0.03673846,0.56533016,1.64498559,0.06448487,0.40004459
-4.33716858,2.19808079,0.00686237,0.03711019,0.57238209,1.62996788,0.06619993,0.40941573
-4.33116558,2.18977140,0.00769717,0.03738112,0.57890320,1.60847233,0.06787515,0.41863270
-4.32516258,2.17560879,0.00858480,0.03755714,0.58504462,1.58136633,0.06950559,0.42772868
-4.31915958,2.15654257,0.00952195,0.03764409,0.59093916,1.54959856,0.07108229,0.43671662
-4.31315658,2.13354167,0.01050450,0.03764745,0.59669557,1.51416708,0.07259218,0.44558731
-4.30715358,2.10756245,0.01152760,0.03757203,0.60239458,1.47608757,0.07401838,0.45430902
