energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-6.00000000,1.80701530,0.54961515,1.25067915,0.01355769,0.03926304,0.36188429,0.00000000,0.39234002,0.00000000
-5.99399700,1.80550769,0.53740528,1.25161490,0.01268106,0.04041346,0.35034047,0.00000000,0.38926193,0.00000000
-5.98799400,1.81666536,0.52973414,1.26148538,0.01191720,0.04180967,0.34167828,0.00000000,0.38881463,0.00000000
-5.98199100,1.84034744,0.52666407,1.28014158,0.01126992,0.04344326,0.33594949,0.00000000,0.39100806,0.00000000
-5.97598799,1.87613150,0.52816559,1.30721795,0.01074020,0.04530278,0.33316162,0.00000000,0.39580114,0.00000000
-5.96998499,1.92333333,0.53412257,1.34214737,0.01032634,0.04737455,0.33328194,0.00000000,0.40310448,0.00000000
-5.96398199,1.98103304,0.54433913,1.38418141,0.01002425,0.04964338,0.33624211,0.00000000,0.41278394,0.00000000
-5.95797899,2.04810654,0.55854782,1.43241518,0.00982773,0.05209340,0.34194304,0.00000000,0.42466486,0.00000000
-5.95197599,2.12326101,0.57641893,1.48581600,0.00972879,0.05470877,0.35025983,0.00000000,0.43853687,0.00000000
-5.94597299,2.20507350,0.59757027,1.54325500,0.00971797,0.05747439,0.36104639,0.00000000,0.45415894,0.00000000
-5.93996998,2.29203129,0.62157745,1.60354074,0.00978470,0.06037637,0.37413965,0.00000000,0.47126464,0.00000000
-5.93396698,2.38257293,0.64798405,1.66545397,0.00991762,0.06340242,0.38936314,0.00000000,0.48956745,0.00000000
-5.92796398,2.47512891,0.67631158,1.72778245,0.01010493,0.06654204,0.40652979,0.00000000,0.50876606,0.00000000
-5.92196098,2.56816094,0.70606907,1.78935505,0.01033463,0.06978652,0.42544403,0.00000000,0.52854955,0.00000000
-5.91595798,2.66019890,0.73676203,1.84907417,0.01059484,0.07312866,0.44590313,0.00000000,0.54860244,0.00000000
-5.90995498,2.74987466,0.76790071,1.90594560,0.01087402,0.07656243,0.46769789,0.00000000,0.56860958,0.00000000
-5.90395198,2.83595218,0.79900761,1.95910510,0.01116117,0.08008239,0.49061282,0.00000000,0.58826089,0.00000000
-5.89794897,2.91735310,0.82962421,2.00784085,0.01144603,0.08368296,0.51442600,0.00000000,0.60725595,0.00000000
-5.89194597,2.99317759,0.85931689,2.05161146,0.01171918,0.08735765,0.53890882,0.00000000,0.62530842,0.00000000
-5.88594297,3.06271999,0.88768208,2.09005871,0.01197216,0.09109823,0.56382576,0.00000000,0.64215029,0.00000000
-5.87993997,3.12547911,0.91435067,2.12301497,0.01219754,0.09489392,0.58893452,0.00000000,0.65753600,0.00000000
-5.87393697,3.18116301,0.93899180,2.15050494,0.01238899,0.09873066,0.61398655,0.00000000,0.67124629,0.00000000
-5.86793397,3.22968835,0.96131590,2.17274171,0.01254128,0.10259051,0.63872827,0.00000000,0.68309180,0.00000000
-5.86193097,3.27117443,0.98107718,2.19011728,0.01265026,0.10645122,0.66290290,0.00000000,0.69291627,0.00000000
-5.85592796,3.30593205,0.99807554,2.20318774,0.01271289,0.11028606,0.68625309,0.00000000,0.70059934,0.00000000
-5.84992496,3.33444754,1.01215783,2.21265360,0.01272716,0.11406379,0.70852418,0.00000000,0.70605874,0.00000000
-5.84392196,3.35736235,1.02321853,2.21933568,0.01269208,0.11774901,0.72946811,0.00000000,0.70925177,0.00000000
-5.83791896,3.37544863,1.03119979,2.22414735,0.01260760,0.12130268,0.74884771,0.00000000,0.71017597,0.00000000
-5.83191596,3.38958130,1.03609074,2.22806381,0.01247453,0.12468291,0.76644126,0.00000000,0.70886890,0.00000000
-5.82591296,3.40070735,1.03792608,2.23208930,0.01229452,0.12784591,0.78204702,0.00000000,0.70540687,0.00000000
