energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.79589795,2.66339221,1.51556062,0.54463040,0.00084751,0.83073216,0.39453073,0.48204545,0.02890681,0.77070235
-5.78989495,2.69266279,1.54294873,0.55082882,0.00073857,0.84462588,0.39303412,0.48998579,0.02937857,0.76928711
-5.78389195,2.71913534,1.56699766,0.55604297,0.00064958,0.85621041,0.39238211,0.49870801,0.02973660,0.76860548
-5.77788894,2.74217591,1.58757175,0.56014711,0.00057861,0.86538731,0.39240607,0.50798524,0.02997878,0.76837916
-5.77188594,2.76137665,1.60465330,0.56306655,0.00052387,0.87213405,0.39296800,0.51761777,0.03010549,0.76839986
-5.76588294,2.77654531,1.61833283,0.56477502,0.00048369,0.87649922,0.39396022,0.52743409,0.03011948,0.76852768
-5.75987994,2.78768772,1.62879612,0.56529067,0.00045658,0.87859584,0.39530365,0.53729085,0.03002566,0.76868679
-5.75387694,2.79498477,1.63630908,0.56467084,0.00044122,0.87859305,0.39694509,0.54707203,0.02983081,0.76885881
-5.74787394,2.79876576,1.64120155,0.56300620,0.00043645,0.87670697,0.39885383,0.55668742,0.02954330,0.76907455
-5.74187094,2.79947989,1.64385109,0.56041442,0.00044126,0.87319114,0.40101778,0.56607057,0.02917271,0.76940470
-5.73586793,2.79766764,1.64466777,0.55703388,0.00045475,0.86832708,0.40343957,0.57517655,0.02872953,0.76994995
-5.72986493,2.79393350,1.64408081,0.55301774,0.00047616,0.86241555,0.40613275,0.58397942,0.02822485,0.77083119
-5.72386193,2.78892116,1.64252771,0.54852849,0.00050480,0.85576867,0.40911837,0.59246970,0.02767003,0.77218015
-5.71785893,2.78329221,1.64044616,0.54373324,0.00054004,0.84870335,0.41242213,0.60065182,0.02707646,0.77413094
-5.71185593,2.77770862,1.63826896,0.53879990,0.00058126,0.84153594,0.41607207,0.60854165,0.02645535,0.77681267
-5.70585293,2.77281931,1.63642161,0.53389411,0.00062789,0.83457826,0.42009701,0.61616406,0.02581750,0.78034335
-5.69984992,2.76925042,1.63532237,0.52917706,0.00067931,0.82813481,0.42452562,0.62355070,0.02517321,0.78482529
-5.69384692,2.76759902,1.63538391,0.52480392,0.00073487,0.82250083,0.42938608,0.63073781,0.02453217,0.79034177
-5.68784392,2.76842936,1.63701600,0.52092276,0.00079389,0.81796112,0.43470623,0.63776424,0.02390339,0.79695510
-5.68184092,2.77227098,1.64062824,0.51767393,0.00085563,0.81478908,0.44051405,0.64466955,0.02329519,0.80470594
-5.67583792,2.77961778,1.64663196,0.51518942,0.00091926,0.81324568,0.44683840,0.65149248,0.02271517,0.81361359
-5.66983492,2.79092716,1.65544052,0.51359233,0.00098394,0.81357813,0.45370974,0.65826944,0.02217024,0.82367727
-5.66383192,2.80661862,1.66746729,0.51299605,0.00104876,0.81601776,0.46116076,0.66503353,0.02166665,0.83487799
-5.65782891,2.82707116,1.68312084,0.51350319,0.00111277,0.82077720,0.46922681,0.67181365,0.02121002,0.84718100
-5.65182591,2.85261916,1.70279697,0.51520417,0.00117502,0.82804650,0.47794593,0.67863414,0.02080538,0.86053857
-5.64582291,2.88354661,1.72686779,0.51817540,0.00123456,0.83798841,0.48735845,0.68551472,0.02045719,0.87489288
-5.63981991,2.92007978,1.75566796,0.52247721,0.00129047,0.85073291,0.49750620,0.69247080,0.02016939,0.89017903
-5.63381691,2.96237870,1.78947876,0.52815156,0.00134190,0.86637111,0.50843111,0.69951417,0.01994546,0.90632789
-5.62781391,3.01052791,1.82851077,0.53521963,0.00138808,0.88494911,0.52017353,0.70665391,0.01978837,0.92326873
-5.62181091,3.06452717,1.87288622,0.54367966,0.00142836,0.90646201,0.53277003,0.71389757,0.01970071,0.94093166
-5.61580790,3.12428287,1.92262215,0.55350495,0.00146221,0.93084859,0.54625103,0.72125249,0.01968458,0.95924969
-5.60980490,3.18960099,1.97761549,0.56464248,0.00148928,0.95798725,0.56063824,0.72872697,0.01974172,0.97816037
-5.60380190,3.26018232,2.03763148,0.57701213,0.00150938,0.98769338,0.57594214,0.73633153,0.01987343,0.99760705
-5.59779890,3.33562067,2.10229634,0.59050683,0.00152250,1.01971889,0.59215957,0.74407978,0.02008060,1.01753977
-5.59179590,3.41540458,2.17109507,0.60499352,0.00152881,1.05375385,0.60927162,0.75198905,0.02036368,1.03791564
-5.58579290,3.49892293,2.24337521,0.62031526,0.00152868,1.08943068,0.62724200,0.76008062,0.02072266,1.05869885
-5.57978989,3.58547454,2.31835669,0.63629425,0.00152263,1.12633077,0.64601596,0.76837952,0.02115705,1.07986032
-5.57378689,3.67428174,2.39514776,0.65273582,0.00151134,1.16399351,0.66551987,0.77691394,0.02166581,1.10137700
-5.56778389,3.76450742,2.47276673,0.66943319,0.00149563,1.20192741,0.68566148,0.78571419,0.02224730,1.12323080
-5.56178089,3.85527518,2.55016858,0.68617296,0.00147644,1.23962300,0.70633098,0.79481142,0.02289923,1.14540736
-5.55577789,3.94569156,2.62627546,0.70274091,0.00145477,1.27656685,0.72740279,0.80423609,0.02361855,1.16789457
-5.54977489,4.03486962,2.70000965,0.71892802,0.00143169,1.31225637,0.74873794,0.81401637,0.02440141,1.19068103
-5.54377189,4.12195270,2.77032749,0.73453628,0.00140826,1.34621430,0.77018712,0.82417662,0.02524306,1.21375434
-5.53776888,4.20613721,2.83625259,0.74938419,0.00138556,1.37800270,0.79159414,0.83473603,0.02613779,1.23709954
-5.53176588,4.28669357,2.89690668,0.76331147,0.00136462,1.40723535,0.81279973,0.84570760,0.02707884,1.26069760
-5.52576288,4.36298413,2.95153660,0.77618295,0.00134638,1.43358815,0.83364546,0.85709757,0.02805841,1.28452402
-5.51975988,4.43447741,2.99953605,0.78789130,0.00133169,1.45680712,0.85397768,0.86890532,0.02906759,1.30854778
-5.51375688,4.50075789,3.04046111,0.79835860,0.00132131,1.47671332,0.87365132,0.88112391,0.03009642,1.33273056
-5.50775388,4.56153120,3.07403874,0.80753654,0.00131582,1.49320488,0.89253334,0.89374103,0.03113392,1.35702629
-5.50175088,4.61662440,3.10016810,0.81540548,0.00131567,1.50625570,0.91050577,0.90674059,0.03216816,1.38138118
-5.49574787,4.66598168,3.11891470,0.82197226,0.00132115,1.51591132,0.92746819,0.92010464,0.03318647,1.40573417
-5.48974487,4.70965575,3.13049779,0.82726702,0.00133237,1.52228195,0.94333973,0.93381558,0.03417552,1.43001780
-5.48374187,4.74779574,3.13527214,0.83133917,0.00134930,1.52553336,0.95806021,0.94785855,0.03512163,1.45415949
-5.47773887,4.78063211,3.13370491,0.83425289,0.00137170,1.52587595,0.97159084,0.96222366,0.03601098,1.47808319
-5.47173587,4.80845974,3.12634942,0.83608228,0.00139920,1.52355282,0.98391410,0.97690804,0.03682990,1.50171122
-5.46573287,4.83161983,3.11381689,0.83690648,0.00143127,1.51882729,0.99503298,0.99191739,0.03756519,1.52496631
-5.45972986,4.85048163,3.09674794,0.83680507,0.00146725,1.51197077,1.00496973,1.00726683,0.03820443,1.54777347
-5.45372686,4.86542472,3.07578509,0.83585397,0.00150635,1.50325128,1.01376383,1.02298101,0.03873628,1.57006173
-5.44772386,4.87682240,3.05154759,0.83412192,0.00154768,1.49292342,1.02146954,1.03909314,0.03915078,1.59176544
-5.44172086,4.88502683,3.02460965,0.83166783,0.00159028,1.48121990,1.02815296,1.05564304,0.03943963,1.61282488
-5.43571786,4.89035594,2.99548283,0.82853897,0.00163314,1.46834516,1.03388853,1.07267408,0.03959639,1.63318620
-5.42971486,4.89308247,2.96460307,0.82476998,0.00167520,1.45447101,1.03875526,1.09022899,0.03961665,1.65280040
-5.42371186,4.89342504,2.93232251,0.82038279,0.00171543,1.43973441,1.04283257,1.10834483,0.03949819,1.67162128
-5.41770885,4.89154107,2.89890620,0.81538720,0.00175280,1.42423726,1.04619592,1.12704701,0.03924094,1.68960251
-5.41170585,4.88752157,2.86453307,0.80978207,0.00178636,1.40804786,1.04891234,1.14634286,0.03884705,1.70669373
-5.40570285,4.88138749,2.82930093,0.80355709,0.00181522,1.39120393,1.05103598,1.16621494,0.03832073,1.72283598
-5.39969985,4.87308760,2.79323472,0.79669466,0.00183861,1.37371683,1.05260386,1.18661435,0.03766817,1.73795663
-5.39369685,4.86249796,2.75629730,0.78917218,0.00185587,1.35557652,1.05363200,1.20745468,0.03689728,1.75196427
-5.38769385,4.84942302,2.71840212,0.78096420,0.00186650,1.33675711,1.05411220,1.22860677,0.03601747,1.76474384
-5.38169085,4.83359857,2.67942704,0.77204468,0.00187015,1.31722265,1.05400961,1.24989490,0.03503937,1.77615261
-5.37568784,4.81469696,2.63922876,0.76238910,0.00186663,1.29693299,1.05326145,1.27109462,0.03397453,1.78601738
-5.36968484,4.79233487,2.59765738,0.75197650,0.00185594,1.27584946,1.05177692,1.29193273,0.03283509,1.79413333
-5.36368184,4.76608408,2.55457065,0.74079140,0.00183822,1.25394045,1.04943865,1.31208960,0.03163351,1.80026508
-5.35767884,4.73548562,2.50984766,0.72882564,0.00181381,1.23118658,1.04610564,1.33120395,0.03038225,1.80415003
-5.35167584,4.70006732,2.46340192,0.71608028,0.00178319,1.20758579,1.04161788,1.34888028,0.02909355,1.80550432
-5.34567284,4.65936501,2.41519344,0.70256735,0.00174700,1.18315800,1.03580251,1.36469869,0.02777915,1.80403137
-5.33966983,4.61294688,2.36523991,0.68831179,0.00170600,1.15794958,1.02848139,1.37822706,0.02645019,1.79943280
-5.33366683,4.56044068,2.31362685,0.67335329,0.00166108,1.13203753,1.01947985,1.38903505,0.02511700,1.79142152
-5.32766383,4.50156259,2.26051633,0.65774818,0.00161323,1.10553328,1.00863635,1.39670953,0.02378905,1.77973629
-5.32166083,4.43614694,2.20615436,0.64157123,0.00156352,1.07858599,0.99581243,1.40087077,0.02247491,1.76415728
-5.31565783,4.36417503,2.15087632,0.62491725,0.00151307,1.05138524,0.98090265,1.40118878,0.02118223,1.74452171
-5.30965483,4.28580168,2.09511034,0.60790234,0.00146305,1.02416283,0.96384395,1.39739895,0.01991775,1.72073881
-5.30365183,4.20137756,2.03937796,0.59066474,0.00141467,0.99719354,0.94462375,1.38931624,0.01868740,1.69280309
-5.29764882,4.11146580,1.98429187,0.57336492,0.00136912,0.97079439,0.92328648,1.37684723,0.01749633,1.66080516
-5.29164582,4.01685108,1.93055008,0.55618493,0.00132758,0.94532246,0.89993792,1.35999930,0.01634902,1.62493925
-5.28564282,3.91854003,1.87892640,0.53932677,0.00129119,0.92117072,0.87474706,1.33888640,0.01524933,1.58550676
-5.27963982,3.81775185,1.83025691,0.52300966,0.00126103,0.89876197,0.84794522,1.31373091,0.01420062,1.54291543
-5.27363682,3.71589866,1.78542233,0.50746628,0.00123811,0.87854067,0.81982226,1.28486151,0.01320579,1.49767381
-5.26763382,3.61455560,1.74532654,0.49293778,0.00122333,0.86096279,0.79072008,1.25270675,0.01226731,1.45038106
-5.26163082,3.51542114,1.71087158,0.47966787,0.00121746,0.84648374,0.76102336,1.21778468,0.01138731,1.40171228
-5.25562781,3.42026893,1.68292967,0.46789591,0.00122111,0.83554478,0.73114814,1.18068877,0.01056755,1.35239987
-5.24962481,3.33089247,1.66231321,0.45784935,0.00123474,0.82855812,0.70152848,1.14207063,0.00980941,1.30321165
-5.24362181,3.24904514,1.64974368,0.44973579,0.00125859,0.82589144,0.67260202,1.10262034,0.00911391,1.25492659
-5.23761881,3.17637768,1.64582071,0.44373486,0.00129269,0.82785218,0.64479485,1.06304504,0.00848164,1.20830932
-5.23161581,3.11437599,1.65099254,0.43999038,0.00133682,0.83467243,0.61850657,1.02404676,0.00791275,1.16408434
-5.22561281,3.06430205,1.66552932,0.43860316,0.00139053,0.84649494,0.59409613,0.98630054,0.00740687,1.12291139
-5.21960980,3.02714060,1.68950039,0.43962465,0.00145308,0.86336107,0.57186924,0.95043352,0.00696314,1.08536282
-5.21360680,3.00355418,1.72275700,0.44305204,0.00152350,0.88520112,0.55206770,0.91700610,0.00658012,1.05190423
-5.20760380,2.99384877,1.76492122,0.44882477,0.00160054,0.91182775,0.53486147,0.88649590,0.00625581,1.02287921
-5.20160080,2.99795170,1.81538210,0.45682299,0.00168273,0.94293287,0.52034348,0.85928500,0.00598766,0.99849879
-5.19559780,3.01540310,1.87329952,0.46686787,0.00176838,0.97808821,0.50852774,0.83565109,0.00577258,0.97883623
-5.18959480,3.04536150,1.93761586,0.47872406,0.00185562,1.01675000,0.49935052,0.81576284,0.00560701,0.96382722
-5.18359180,3.08662354,2.00707560,0.49210403,0.00194244,1.05826744,0.49267471,0.79967926,0.00548700,0.95327556
-5.17758879,3.13765714,2.08025210,0.50667448,0.00202677,1.10189507,0.48829702,0.78735334,0.00540828,0.94686400
-5.17158579,3.19664692,2.15558107,0.52206439,0.00210647,1.14680861,0.48595773,0.77863932,0.00536642,0.94416959
-5.16558279,3.26154995,2.23139947,0.53787452,0.00217948,1.19212377,0.48535243,0.77330330,0.00535692,0.94468301
-5.15957979,3.33015984,2.30598856,0.55368815,0.00224381,1.23691759,0.48614521,0.77103656,0.00537539,0.94783074
-5.15357679,3.40017631,2.37761963,0.56908250,0.00229762,1.28025145,0.48798280,0.77147089,0.00541771,0.95299923
-5.14757379,3.46927782,2.44460080,0.58364050,0.00233931,1.32119509,0.49050888,0.77419508,0.00548016,0.95955988
-5.14157079,3.53519403,2.50532306,0.59696250,0.00236754,1.35885079,0.49337795,0.77877205,0.00555958,0.96689369
-5.13556778,3.59577562,2.55830408,0.60867746,0.00238127,1.39237685,0.49626828,0.78475562,0.00565351,0.97441466
-5.12956478,3.64905861,2.60222806,0.61845320,0.00237981,1.42100961,0.49889331,0.79170638,0.00576031,0.98159081
-5.12356178,3.69332092,2.63598029,0.62600538,0.00236284,1.44408325,0.50101106,0.79920607,0.00587923,0.98796206
-5.11755878,3.72712919,2.65867526,0.63110488,0.00233042,1.46104667,0.50243126,0.80686992,0.00601051,0.99315431
-5.11155578,3.74937419,2.66967725,0.63358325,0.00228296,1.47147688,0.50301995,0.81435659,0.00615533,0.99688918
-5.10555278,3.75929398,2.66861292,0.63333625,0.00222121,1.47508850,0.50270140,0.82137555,0.00631589,0.99898915
-5.09954977,3.75648410,2.65537560,0.63032513,0.00214626,1.47173908,0.50145741,0.82769170,0.00649525,0.99937810
-5.09354677,3.74089491,2.63012111,0.62457590,0.00205946,1.46143013,0.49932412,0.83312726,0.00669728,0.99807726
-5.08754377,3.71281646,2.59325575,0.61617638,0.00196238,1.44430381,0.49638646,0.83756114,0.00692649,0.99519702
-5.08154077,3.67285206,2.54541682,0.60527153,0.00185678,1.42063557,0.49277074,0.84092589,0.00718784,0.99092501
-5.07553777,3.62188175,2.48744678,0.59205694,0.00174449,1.39082309,0.48863550,0.84320253,0.00748649,0.98551117
-5.06953477,3.56101747,2.42036203,0.57677096,0.00162744,1.35537186,0.48416140,0.84441378,0.00782756,0.97925045
-5.06353177,3.49155202,2.34531772,0.55968580,0.00150750,1.31487811,0.47954030,0.84461589,0.00821580,0.97246404
-5.05752876,3.41490384,2.26356989,0.54109787,0.00138651,1.27000976,0.47496426,0.84388956,0.00865532,0.96548001
-5.05152576,3.33256005,2.17643639,0.52131777,0.00126620,1.22148597,0.47061483,0.84233054,0.00914928,0.95861412
-5.04552276,3.24601991,2.08525811,0.50066040,0.00114813,1.17005628,0.46665311,0.84004007,0.00969956,0.95215181
-5.03951976,3.15674095,1.99136174,0.47943542,0.00103369,1.11647978,0.46321105,0.83711586,0.01030651,0.94633193
-5.03351676,3.06608975,1.89602540,0.45793846,0.00092408,1.06150535,0.46038424,0.83364379,0.01096869,0.94133316
-5.02751376,2.97529922,1.80044812,0.43644339,0.00082025,1.00585329,0.45822661,0.82969088,0.01168273,0.93726339
-5.02151076,2.88543375,1.70572413,0.41519586,0.00072295,0.95019916,0.45674711,0.82529960,0.01244317,0.93415280
-5.01550775,2.79736332,1.61282248,0.39440831,0.00063273,0.89516007,0.45590864,0.82048400,0.01324241,0.93195068
-5.00950475,2.71174731,1.52257242,0.37425650,0.00054989,0.84128392,0.45562901,0.81522765,0.01407077,0.93052618
-5.00350175,2.62902826,1.43565467,0.35487769,0.00047458,0.78904158,0.45578421,0.80948353,0.01491661,0.92967298
-4.99749875,2.54943521,1.35259839,0.33637033,0.00040676,0.73882227,0.45621338,0.80317584,0.01576654,0.92911757
-4.99149575,2.47299632,1.27378366,0.31879534,0.00034626,0.69093194,0.45672568,0.79620371,0.01660573,0.92853071
-4.98549275,2.39955939,1.19944863,0.30217857,0.00029278,0.64559440,0.45710834,0.78844645,0.01741829,0.92754163
-4.97948974,2.32881926,1.12970100,0.28651449,0.00024593,0.60295513,0.45713578,0.77977023,0.01818770,0.92575416
-4.97348674,2.26035024,1.06453260,0.27177073,0.00020523,0.56308715,0.45657923,0.77003564,0.01889733,0.92276414
-4.96748374,2.19364194,1.00383647,0.25789322,0.00017020,0.52599860,0.45521650,0.75910595,0.01953095,0.91817713
-4.96148074,2.12813642,0.94742533,0.24481168,0.00014030,0.49164160,0.45284125,0.74685541,0.02007328,0.91162584
-4.95547774,2.06326499,0.89505049,0.23244523,0.00011498,0.45992185,0.44927166,0.73317721,0.02051052,0.90278607
-4.94947474,1.99848270,0.84642049,0.22070772,0.00009372,0.43070847,0.44435780,0.71799066,0.02083079,0.89139086
-4.94347174,1.93329911,0.80121853,0.20951272,0.00007602,0.40384372,0.43798758,0.70124722,0.02102460,0.87724184
-4.93746873,1.86730384,0.75911819,0.19877792,0.00006138,0.37915215,0.43009095,0.68293492,0.02108516,0.86021755
-4.93146573,1.80018613,0.71979686,0.18842869,0.00004938,0.35644890,0.42064228,0.66308113,0.02100865,0.84027825
-4.92546273,1.73174778,0.68294671,0.17840092,0.00003960,0.33554696,0.40966078,0.64175340,0.02079434,0.81746723
-4.91945973,1.66190921,0.64828291,0.16864285,0.00003169,0.31626309,0.39720909,0.61905833,0.02044461,0.79190854
-4.91345673,1.59070901,0.61554922,0.15911613,0.00002533,0.29842261,0.38339017,0.59513880,0.01996487,0.76380146
-4.90745373,1.51829738,0.58452110,0.14979596,0.00002024,0.28186274,0.36834267,0.57016941,0.01936337,0.73341222
-4.90145073,1.44492448,0.55500659,0.14067056,0.00001620,0.26643489,0.35223517,0.54435083,0.01865087,0.70106325
-4.89544772,1.37092471,0.52684543,0.13173996,0.00001300,0.25200576,0.33525950,0.51790303,0.01784026,0.66712088
-4.88944472,1.29669819,0.49990671,0.12301438,0.00001046,0.23845766,0.31762367,0.49105812,0.01694617,0.63198202
-4.88344172,1.22269076,0.47408561,0.11451220,0.00000847,0.22568809,0.29954462,0.46405304,0.01598438,0.59606061
-4.87743872,1.14937370,0.44929966,0.10625786,0.00000689,0.21360878,0.28124125,0.43712252,0.01497142,0.55977443
-4.87143572,1.07722450,0.42548483,0.09827961,0.00000564,0.20214457,0.26292801,0.41049276,0.01392396,0.52353296
-4.86543272,1.00670947,0.40259192,0.09060746,0.00000465,0.19123198,0.24480926,0.38437601,0.01285841,0.48772678
-4.85942971,0.93826906,0.38058335,0.08327131,0.00000386,0.18081794,0.22707467,0.35896634,0.01179042,0.45271878
-4.85342671,0.87230645,0.35943065,0.07629930,0.00000323,0.17085859,0.20989573,0.33443667,0.01073453,0.41883754
-4.84742371,0.80917947,0.33911263,0.06971656,0.00000271,0.16131822,0.19342335,0.31093710,0.00970383,0.38637289
-4.84142071,0.74919599,0.31961425,0.06354430,0.00000228,0.15216845,0.17778668,0.28859454,0.00870975,0.35557358
-4.83541771,0.69261247,0.30092609,0.05779923,0.00000193,0.14338764,0.16309289,0.26751334,0.00776188,0.32664694
-4.82941471,0.63963516,0.28304433,0.05249332,0.00000164,0.13496040,0.14942785,0.24777689,0.00686789,0.29976021
-4.82341171,0.59042353,0.26597100,0.04763381,0.00000139,0.12687724,0.13685747,0.22944982,0.00603354,0.27504317
-4.81740870,0.54509505,0.24971429,0.04322353,0.00000118,0.11913429,0.12542967,0.21258061,0.00526274,0.25259170
-4.81140570,0.50373085,0.23428888,0.03926123,0.00000100,0.11173295,0.11517645,0.19720425,0.00455764,0.23247189
-4.80540270,0.46638141,0.21971592,0.03574219,0.00000084,0.10467950,0.10611618,0.18334483,0.00391881,0.21472420
-4.79939970,0.43307186,0.20602265,0.03265866,0.00000071,0.09798453,0.09825574,0.17101772,0.00334544,0.19936747
-4.79339670,0.40380622,0.19324156,0.03000047,0.00000059,0.09166226,0.09159243,0.16023124,0.00283555,0.18640234
-4.78739370,0.37857053,0.18140908,0.02775545,0.00000050,0.08572965,0.08611550,0.15098771,0.00238618,0.17581400
-4.78139070,0.35733436,0.17056367,0.02590978,0.00000041,0.08020534,0.08180729,0.14328384,0.00199366,0.16757403
-4.77538769,0.34005096,0.16074362,0.02444827,0.00000034,0.07510848,0.07864391,0.13711046,0.00165379,0.16164138
-4.76938469,0.32665598,0.15198443,0.02335446,0.00000028,0.07045740,0.07659547,0.13245170,0.00136204,0.15796255
-4.76338169,0.31706517,0.14431611,0.02261067,0.00000023,0.06626835,0.07562600,0.12928369,0.00111373,0.15647101
-4.75737869,0.31117134,0.13776040,0.02219793,0.00000018,0.06255415,0.07569307,0.12757308,0.00090416,0.15708612
-4.75137569,0.30884094,0.13232820,0.02209583,0.00000015,0.05932304,0.07674724,0.12727535,0.00072877,0.15971182
-4.74537269,0.30991102,0.12801735,0.02228242,0.00000012,0.05657762,0.07873158,0.12833341,0.00058320,0.16423537
-4.73936968,0.31418672,0.12481091,0.02273401,0.00000009,0.05431410,0.08158120,0.13067644,0.00046336,0.17052627
-4.73336668,0.32143998,0.12267609,0.02342515,0.00000007,0.05252177,0.08522313,0.13421932,0.00036551,0.17843590
-4.72736368,0.33140984,0.12156392,0.02432856,0.00000006,0.05118281,0.08957651,0.13886277,0.00028625,0.18779792
-4.72136068,0.34380454,0.12140975,0.02541527,0.00000005,0.05027248,0.09455336,0.14449430,0.00022258,0.19842969
-4.71535768,0.35830574,0.12213463,0.02665487,0.00000003,0.04975961,0.10005976,0.15099011,0.00017183,0.21013493
-4.70935468,0.37457486,0.12364745,0.02801587,0.00000003,0.04960747,0.10599773,0.15821791,0.00013170,0.22270748
-4.70335168,0.39226144,0.12584788,0.02946622,0.00000002,0.04977493,0.11226757,0.16604060,0.00010022,0.23593635
-4.69734867,0.41101339,0.12862996,0.03097399,0.00000002,0.05021785,0.11877078,0.17432074,0.00007571,0.24961180
-4.69134567,0.43048862,0.13188619,0.03250816,0.00000001,0.05089078,0.12541329,0.18292572,0.00005679,0.26353224
-4.68534267,0.45036764,0.13551186,0.03403941,0.00000001,0.05174861,0.13210907,0.19173313,0.00004229,0.27751176
-4.67933967,0.47036648,0.13940962,0.03554108,0.00000001,0.05274846,0.13878371,0.20063645,0.00003127,0.29138780
-4.67333667,0.49024926,0.14349377,0.03699001,0.00000000,0.05385133,0.14537791,0.20955039,0.00002295,0.30502856
-4.66733367,0.50983959,0.14769433,0.03836739,0.00000000,0.05502379,0.15185067,0.21841576,0.00001673,0.31833984
-4.66133067,0.52903013,0.15196038,0.03965944,0.00000000,0.05623935,0.15818188,0.22720351,0.00001211,0.33127059
-4.65532766,0.54778956,0.15626277,0.04085797,0.00000000,0.05747955,0.16437413,0.23591753,0.00000870,0.34381696
-4.64932466,0.56616628,0.16059567,0.04196069,0.00000000,0.05873470,0.17045357,0.24459604,0.00000620,0.35602432
-4.64332166,0.58428843,0.16497712,0.04297134,0.00000000,0.06000423,0.17646961,0.25331129,0.00000439,0.36798700
