energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.40570285,1.95001946,0.28171300,1.47688707,0.00202117,0.04586233,0.17817761,0.06538694,0.00059139,0.30991271
-5.39969985,1.91658905,0.27517416,1.46039698,0.00187629,0.04339274,0.17158071,0.06439651,0.00054174,0.29969008
-5.39369685,1.88198814,0.26894884,1.44291411,0.00178431,0.04088304,0.16501591,0.06339883,0.00049439,0.28941604
-5.38769385,1.84606996,0.26300553,1.42415777,0.00174044,0.03835280,0.15854646,0.06238499,0.00044937,0.27915185
-5.38169085,1.80876035,0.25732105,1.40391646,0.00173995,0.03582193,0.15223504,0.06134897,0.00040671,0.26896347
-5.37568784,1.77005043,0.25187881,1.38204582,0.00177812,0.03331011,0.14614115,0.06028731,0.00036644,0.25891835
-5.36968484,1.72998672,0.24666662,1.35846410,0.00185027,0.03083629,0.14031844,0.05919868,0.00032859,0.24908216
-5.36368184,1.68865967,0.24167443,1.33314542,0.00195178,0.02841826,0.13481249,0.05808342,0.00029319,0.23951565
-5.35767884,1.64619133,0.23689207,1.30611158,0.00207806,0.02607227,0.12965877,0.05694304,0.00026025,0.23027194
-5.35167584,1.60272296,0.23230723,1.27742293,0.00222455,0.02381275,0.12488128,0.05577965,0.00022978,0.22139418
-5.34567284,1.55840343,0.22790384,1.24716900,0.00238670,0.02165212,0.12049150,0.05459551,0.00020176,0.21291386
-5.33966983,1.51337896,0.22366090,1.21545937,0.00256003,0.01960072,0.11648817,0.05339263,0.00017616,0.20484981
-5.33366683,1.46778495,0.21955196,1.18241549,0.00274007,0.01766673,0.11285741,0.05217243,0.00015292,0.19720785
-5.32766383,1.42174009,0.21554521,1.14816368,0.00292245,0.01585627,0.10957363,0.05093556,0.00013197,0.18998127
-5.32166083,1.37534332,0.21160434,1.11282990,0.00310294,0.01417352,0.10660077,0.04968183,0.00011322,0.18315191
-5.31565783,1.32867351,0.20768993,1.07653630,0.00327748,0.01262092,0.10389416,0.04841029,0.00009657,0.17669196
-5.30965483,1.28179189,0.20376157,1.03939976,0.00344228,0.01119936,0.10140260,0.04711941,0.00008190,0.17056628
-5.30365183,1.23474704,0.19978037,1.00153236,0.00359390,0.00990853,0.09907080,0.04580743,0.00006908,0.16473519
-5.29764882,1.18758202,0.19571196,0.96304356,0.00372934,0.00874711,0.09684190,0.04447271,0.00005799,0.15915757
-5.29164582,1.14034312,0.19152965,0.92404390,0.00384610,0.00771319,0.09466006,0.04311428,0.00004848,0.15379411
-5.28564282,1.09308980,0.18721774,0.88464977,0.00394233,0.00680447,0.09247295,0.04173229,0.00004042,0.14861066
-5.27963982,1.04590498,0.18277477,0.84498888,0.00401686,0.00601869,0.09023402,0.04032860,0.00003369,0.14358138
-5.27363682,0.99890518,0.17821642,0.80520594,0.00406930,0.00535381,0.08790460,0.03890727,0.00002817,0.13869174
-5.26763382,0.95224991,0.17357822,0.76546815,0.00410007,0.00480837,0.08545551,0.03747499,0.00002374,0.13394108
-5.26163082,0.90614968,0.16891751,0.72597011,0.00411048,0.00438174,0.08286836,0.03604149,0.00002031,0.12934472
-5.25562781,0.86087212,0.16431500,0.68693764,0.00410274,0.00407427,0.08013640,0.03461980,0.00001779,0.12493555
-5.24962481,0.81674609,0.15987537,0.64863044,0.00407994,0.00388755,0.07726488,0.03322637,0.00001612,0.12076494
-5.24362181,0.77416326,0.15572733,0.61134331,0.00404606,0.00382450,0.07427101,0.03188115,0.00001526,0.11690308
-5.23761881,0.73357730,0.15202261,0.57540579,0.00400591,0.00388951,0.07118356,0.03060740,0.00001515,0.11343859
-5.23161581,0.69550057,0.14893436,0.54118035,0.00396512,0.00408839,0.06804198,0.02943149,0.00001579,0.11047754
-5.22561281,0.66049853,0.14665459,0.50905913,0.00393001,0.00442842,0.06489540,0.02838250,0.00001718,0.10814184
-5.21960980,0.62918206,0.14539091,0.47945940,0.00390755,0.00491822,0.06180127,0.02749168,0.00001934,0.10656704
-5.21360680,0.60219799,0.14536262,0.45281799,0.00390525,0.00556759,0.05882393,0.02679193,0.00002229,0.10589969
-5.20760380,0.58021823,0.14679618,0.42958489,0.00393108,0.00638732,0.05603310,0.02631704,0.00002610,0.10629421
-5.20160080,0.56392781,0.14992013,0.41021624,0.00399335,0.00738887,0.05350237,0.02610100,0.00003081,0.10790948
-5.19559780,0.55401227,0.15495978,0.39516707,0.00410062,0.00858404,0.05130774,0.02617719,0.00003651,0.11090516
-5.18959480,0.55114467,0.16213151,0.38488385,0.00426161,0.00998459,0.04952627,0.02657763,0.00004328,0.11543784
-5.18359180,0.55597260,0.17163706,0.37979711,0.00448508,0.01160179,0.04823491,0.02733217,0.00005123,0.12165717
-5.17758879,0.56910547,0.18365784,0.38031434,0.00477975,0.01344598,0.04750947,0.02846777,0.00006048,0.12970202
-5.17158579,0.59110229,0.19834945,0.38681307,0.00515424,0.01552609,0.04742371,0.03000780,0.00007115,0.13969673
-5.16558279,0.62246014,0.21583655,0.39963449,0.00561692,0.01784922,0.04804868,0.03197145,0.00008336,0.15174765
-5.15957979,0.66360359,0.23620821,0.41907733,0.00617592,0.02042021,0.04945211,0.03437319,0.00009727,0.16593993
-5.15357679,0.71487502,0.25951399,0.44539229,0.00683895,0.02324127,0.05169790,0.03722240,0.00011304,0.18233472
-5.14757379,0.77652611,0.28576071,0.47877683,0.00761329,0.02631171,0.05484568,0.04052303,0.00013083,0.20096684
-5.14157079,0.84871048,0.31491021,0.51937040,0.00850567,0.02962770,0.05895037,0.04427348,0.00015081,0.22184289
-5.13556778,0.93147754,0.34687806,0.56725009,0.00952218,0.03318222,0.06406165,0.04846653,0.00017318,0.24493993
-5.12956478,1.02476760,0.38153329,0.62242677,0.01066816,0.03696502,0.07022340,0.05308945,0.00019812,0.27020477
-5.12356178,1.12840833,0.41869930,0.68484157,0.01194808,0.04096276,0.07747291,0.05812420,0.00022587,0.29755378
-5.11755878,1.24211238,0.45815571,0.75436303,0.01336540,0.04515922,0.08584004,0.06354769,0.00025663,0.32687322
-5.11155578,1.36547643,0.49964132,0.83078460,0.01492243,0.04953559,0.09534614,0.06933222,0.00029064,0.35802017
-5.10555278,1.49798143,0.54285792,0.91382303,0.01662017,0.05407087,0.10600283,0.07544593,0.00032815,0.39082388
-5.09954977,1.63899419,0.58747494,1.00311726,0.01845815,0.05874228,0.11781067,0.08185325,0.00036942,0.42508756
-5.09354677,1.78777017,0.63313470,1.09822833,0.02043424,0.06352572,0.13075764,0.08851544,0.00041472,0.46059053
-5.08754377,1.94345766,0.67945819,1.19864018,0.02254449,0.06839620,0.14481772,0.09539112,0.00046432,0.49709071
-5.08154077,2.10510324,0.72605107,1.30376151,0.02478299,0.07332827,0.15994939,0.10243671,0.00051850,0.53432726
-5.07553777,2.27165858,0.77250986,1.41292889,0.02714171,0.07829632,0.17609437,0.10960687,0.00057755,0.57202355
-5.06953477,2.44198877,0.81842807,1.52541116,0.02961045,0.08327488,0.19317648,0.11685495,0.00064173,0.60989018
-5.06353177,2.61488202,0.86340212,1.64041527,0.03217674,0.08823881,0.21110093,0.12413328,0.00071132,0.64762824
-5.05752876,2.78906119,0.90703700,1.75709356,0.03482585,0.09316329,0.22975401,0.13139349,0.00078655,0.68493269
-5.05152576,2.96319681,0.94895155,1.87455260,0.03754092,0.09802389,0.24900331,0.13858679,0.00086765,0.72149590
-5.04552276,3.13592200,0.98878336,1.99186354,0.04030303,0.10279640,0.26869857,0.14566422,0.00095481,0.75701138
-5.03951976,3.30584914,1.02619315,2.10807399,0.04309149,0.10745671,0.28867313,0.15257696,0.00104818,0.79117770
-5.03351676,3.47158825,1.06086882,2.22222118,0.04588409,0.11198056,0.30874616,0.15927655,0.00114783,0.82370267
-5.02751376,3.63176702,1.09252902,2.33334636,0.04865751,0.11634343,0.32872548,0.16571535,0.00125379,0.85430760
-5.02151076,3.78505213,1.12092639,2.44051009,0.05138776,0.12052033,0.34841108,0.17184689,0.00136602,0.88273188
-5.01550775,3.93017157,1.14585038,2.54280815,0.05405066,0.12448573,0.36759920,0.17762645,0.00148437,0.90873757
-5.00950475,4.06593747,1.16712981,2.63938764,0.05662234,0.12821367,0.38608684,0.18301159,0.00160861,0.93211403
-5.00350175,4.19126871,1.18463506,2.72946280,0.05907985,0.13167786,0.40367657,0.18796287,0.00173841,0.95268243
-4.99749875,4.30521275,1.19827983,2.81233005,0.06140158,0.13485211,0.42018153,0.19244458,0.00187331,0.97030003
-4.99149575,4.40696570,1.20802266,2.88738177,0.06356785,0.13771075,0.43543034,0.19642544,0.00201274,0.98486394
-4.98549275,4.49589004,1.21386783,2.95411818,0.06556125,0.14022936,0.44927183,0.19987935,0.00215600,0.99631426
-4.97948974,4.57152887,1.21586583,3.01215696,0.06736706,0.14238558,0.46157924,0.20278607,0.00230228,1.00463642
-4.97348674,4.63361619,1.21411328,3.06124004,0.06897343,0.14416002,0.47225391,0.20513177,0.00245064,1.00986244
-4.96748374,4.68208254,1.20875204,3.10123726,0.07037159,0.14553728,0.48122811,0.20690944,0.00260002,1.01207108
-4.96148074,4.71705533,1.19996779,3.13214664,0.07155583,0.14650702,0.48846700,0.20811911,0.00274924,1.01138671
-4.95547774,4.73885388,1.18798772,3.15409123,0.07252344,0.14706495,0.49396955,0.20876786,0.00289706,1.00797682
-4.94947474,4.74797899,1.17307749,3.16731234,0.07327450,0.14721379,0.49776836,0.20886958,0.00304213,1.00204831
-4.94347174,4.74509721,1.15553751,3.17215972,0.07381160,0.14696408,0.49992848,0.20844453,0.00318308,0.99384251
-4.93746873,4.73102048,1.13569840,3.16907859,0.07413950,0.14633478,0.50054505,0.20751864,0.00331848,0.98362910
-4.93146573,4.70668164,1.11391590,3.15859439,0.07426470,0.14535365,0.49974009,0.20612263,0.00344694,0.97169918
-4.92546273,4.67310693,1.09056521,3.14129559,0.07419500,0.14405736,0.49765830,0.20429102,0.00356707,0.95835771
-4.91945973,4.63138623,1.06603485,3.11781529,0.07393910,0.14249127,0.49446228,0.20206101,0.00367757,0.94391557
-4.91345673,4.58264264,1.04072033,3.08881245,0.07350613,0.14070884,0.49032717,0.19947134,0.00377723,0.92868155
-4.90745373,4.52800206,1.01501750,3.05495330,0.07290533,0.13877081,0.48543494,0.19656113,0.00386500,0.91295469
-4.90145073,4.46856445,0.98931597,3.01689390,0.07214572,0.13674396,0.47996871,0.19336892,0.00393995,0.89701702
-4.89544772,4.40537738,0.96399253,2.97526417,0.07123588,0.13469963,0.47410703,0.18993170,0.00400139,0.88112723
-4.88944472,4.33941313,0.93940481,2.93065434,0.07018380,0.13271195,0.46801865,0.18628426,0.00404881,0.86551523
-4.88344172,4.27154982,0.91588529,2.88360390,0.06899681,0.13085588,0.46185769,0.18245862,0.00408192,0.85037797
-4.87743872,4.20255724,0.89373561,2.83459354,0.06768162,0.12920510,0.45575967,0.17848379,0.00410069,0.83587652
-4.87143572,4.13308756,0.87322154,2.78404019,0.06624440,0.12782978,0.44983819,0.17438563,0.00410531,0.82213443
-4.86543272,4.06367091,0.85456845,2.73229509,0.06469093,0.12679448,0.44418271,0.17018703,0.00409619,0.80923740
-4.85942971,3.99471567,0.83795756,2.67964474,0.06302680,0.12615593,0.43885729,0.16590818,0.00407396,0.79723421
-4.85342671,3.92651309,0.82352287,2.62631442,0.06125768,0.12596114,0.43390028,0.16156697,0.00403945,0.78613865
-4.84742371,3.85924551,0.81134908,2.57247391,0.05938948,0.12624567,0.42932506,0.15717948,0.00399365,0.77593254
-4.84142071,3.79299761,0.80147025,2.51824488,0.05742867,0.12703219,0.42512166,0.15276053,0.00393766,0.76656931
-4.83541771,3.72776978,0.79386961,2.46370937,0.05538243,0.12832941,0.42125915,0.14832414,0.00387272,0.75797823
-4.82941471,3.66349285,0.78848031,2.40891887,0.05325889,0.13013142,0.41768875,0.14388402,0.00380012,0.75006898
-4.82341171,3.60004335,0.78518717,2.35390346,0.05106722,0.13241750,0.41434727,0.13945383,0.00372115,0.74273625
-4.81740870,3.53725850,0.78382959,2.29868042,0.04881775,0.13515229,0.41116102,0.13504748,0.00363713,0.73586437
-4.81140570,3.47495040,0.78420535,2.24326201,0.04652200,0.13828652,0.40804965,0.13067915,0.00354932,0.72933164
-4.80540270,3.41291869,0.78607548,2.18766202,0.04419266,0.14175805,0.40493002,0.12636323,0.00345892,0.72301438
-4.79939970,3.35096154,0.78916986,2.13190083,0.04184351,0.14549342,0.40171976,0.12211416,0.00336702,0.71679039
-4.79339670,3.28888453,0.79319370,2.07600897,0.03948933,0.14940964,0.39834044,0.11794612,0.00327461,0.71054207
-4.78739370,3.22650742,0.79783452,2.02002914,0.03714572,0.15341634,0.39472019,0.11387260,0.00318253,0.70415877
-4.78139070,3.16366900,0.80276952,1.96401667,0.03482888,0.15741805,0.39079585,0.10990606,0.00309150,0.69753876
-4.77538769,3.10022991,0.80767322,1.90803881,0.03255547,0.16131666,0.38651435,0.10605743,0.00300207,0.69059062
-4.76938469,3.03607408,0.81222508,1.85217297,0.03034228,0.16501389,0.38183356,0.10233573,0.00291466,0.68323413
-4.76338169,2.97110883,0.81611691,1.79650415,0.02820603,0.16841376,0.37672252,0.09874771,0.00282953,0.67540081
-4.75737869,2.90526423,0.81905989,1.74112208,0.02616315,0.17142490,0.37116123,0.09529763,0.00274682,0.66703420
-4.75137569,2.83849198,0.82079098,1.68611820,0.02422945,0.17396273,0.36513993,0.09198708,0.00266652,0.65808981
-4.74537269,2.77076422,0.82107865,1.63158279,0.02241997,0.17595138,0.35865817,0.08881498,0.00258854,0.64853500
-4.73936968,2.70207258,0.81972759,1.57760255,0.02074870,0.17732533,0.35172366,0.08577772,0.00251266,0.63834885
-4.73336668,2.63242761,0.81658261,1.52425882,0.01922838,0.17803076,0.34435109,0.08286935,0.00243861,0.62752185
-4.72736368,2.56185880,0.81153126,1.47162634,0.01787028,0.17802658,0.33656090,0.08008200,0.00236606,0.61605582
-4.72136068,2.49041511,0.80450553,1.41977286,0.01668403,0.17728507,0.32837833,0.07740631,0.00229462,0.60396367
-4.71535768,2.41816601,0.79548232,1.36875933,0.01567744,0.17579226,0.31983250,0.07483196,0.00222392,0.59126937
-4.70935468,2.34520272,0.78448288,1.31864058,0.01485632,0.17354794,0.31095579,0.07234824,0.00215357,0.57800772
-4.70335168,2.27163961,0.77157114,1.26946646,0.01422432,0.17056543,0.30178342,0.06994464,0.00208320,0.56422427
-4.69734867,2.19761523,0.75685113,1.22128306,0.01378278,0.16687101,0.29235323,0.06761143,0.00201248,0.54997501
-4.69134567,2.12329291,0.74046351,1.17413389,0.01353062,0.16250316,0.28270565,0.06534015,0.00194116,0.53532594
-4.68534267,2.04886043,0.72258135,1.12806086,0.01346419,0.15751158,0.27288367,0.06312410,0.00186901,0.52035246
-4.67933967,1.97452871,0.70340527,1.08310475,0.01357723,0.15195601,0.26293303,0.06095867,0.00179592,0.50513851
-4.67333667,1.90052932,0.68315815,1.03930521,0.01386075,0.14590495,0.25290218,0.05884158,0.00172182,0.48977538
-4.66733367,1.82711066,0.66207953,0.99670007,0.01430306,0.13943419,0.24284233,0.05677309,0.00164675,0.47436037
-4.66133067,1.75453306,0.64041987,0.95532419,0.01488978,0.13262536,0.23280725,0.05475593,0.00157082,0.45899510
-4.65532766,1.68306282,0.61843487,0.91520760,0.01560396,0.12556431,0.22285296,0.05279532,0.00149421,0.44378367
-4.64932466,1.61296554,0.59637995,0.87637349,0.01642618,0.11833954,0.21303721,0.05089871,0.00141719,0.42883073
-4.64332166,1.54449903,0.57450519,0.83883582,0.01733486,0.11104064,0.20341882,0.04907560,0.00134005,0.41423942
