energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,2.39289815,0.96165162,1.01131239,0.04432245,0.05721024,0.78044416,0.23279057,0.03492776,0.96332495
-5.99399700,2.32172940,0.93830695,0.97563727,0.04340439,0.05692047,0.76163753,0.22760695,0.03413295,0.93698449
-5.98799400,2.24521366,0.91042218,0.94112210,0.04222297,0.05640480,0.73902565,0.22126137,0.03315370,0.90635539
-5.98199100,2.16420988,0.87834973,0.90808881,0.04079922,0.05567951,0.71290643,0.21383918,0.03200536,0.87181569
-5.97598799,2.07962403,0.84251528,0.87680287,0.03915864,0.05476436,0.68364048,0.20544466,0.03070617,0.83380945
-5.96998499,1.99238879,0.80340702,0.84746924,0.03733039,0.05368175,0.65164137,0.19619823,0.02927669,0.79283594
-5.96398199,1.90344137,0.76156287,0.82022919,0.03534633,0.05245588,0.61736420,0.18623328,0.02773923,0.74943704
-5.95797899,1.81370047,0.71755626,0.79515828,0.03324010,0.05111179,0.58129314,0.17569254,0.02611719,0.70418331
-5.95197599,1.72404344,0.67198090,0.77226571,0.03104607,0.04967449,0.54392820,0.16472421,0.02443447,0.65765943
-5.94597299,1.63528469,0.62543534,0.75149511,0.02879841,0.04816801,0.50577198,0.15347812,0.02271484,0.61044939
-5.93996998,1.54815661,0.57850786,0.73272717,0.02653017,0.04661468,0.46731681,0.14210186,0.02098134,0.56312225
-5.93396698,1.46329382,0.53176231,0.71578407,0.02427247,0.04503449,0.42903285,0.13073724,0.01925574,0.51621891
-5.92796398,1.38122167,0.48572544,0.70043590,0.02205381,0.04344455,0.39135749,0.11951706,0.01755814,0.47024035
-5.92196098,1.30234948,0.44087610,0.68640902,0.01989956,0.04185883,0.35468652,0.10856240,0.01590657,0.42563787
-5.91595798,1.22696898,0.39763677,0.67339622,0.01783150,0.04028803,0.31936717,0.09798042,0.01431670,0.38280544
-5.90995498,1.15525776,0.35636743,0.66106842,0.01586766,0.03873968,0.28569327,0.08786285,0.01280168,0.34207451
-5.90395198,1.08728755,0.31736203,0.64908759,0.01402215,0.03721833,0.25390255,0.07828499,0.01137203,0.30371117
-5.89794897,1.02303692,0.28084739,0.63712048,0.01230526,0.03572604,0.22417594,0.06930546,0.01003567,0.26791570
-5.89194597,0.96240726,0.24698440,0.62485251,0.01072361,0.03426284,0.19663880,0.06096639,0.00879798,0.23482424
-5.88594297,0.90524163,0.21587134,0.61200146,0.00928041,0.03282737,0.17136381,0.05329420,0.00766194,0.20451246
-5.87993997,0.85134494,0.18754888,0.59833019,0.00797583,0.03141757,0.14837528,0.04630084,0.00662835,0.17700080
-5.87393697,0.80050474,0.16200655,0.58365806,0.00680738,0.03003134,0.12765447,0.03998530,0.00569608,0.15226091
-5.86793397,0.75251157,0.13919010,0.56787046,0.00577037,0.02866717,0.10914578,0.03433542,0.00486234,0.13022307
-5.86193097,0.70717771,0.11900960,0.55092610,0.00485837,0.02732477,0.09276327,0.02932985,0.00412294,0.11078402
-5.85592796,0.66435392,0.10134768,0.53286187,0.00406363,0.02600555,0.07839737,0.02494008,0.00347266,0.09381500
-5.84992496,0.62394321,0.08606776,0.51379507,0.00337751,0.02471302,0.06592144,0.02113240,0.00290546,0.07916959
-5.84392196,0.58591159,0.07302183,0.49392303,0.00279091,0.02345304,0.05519799,0.01786987,0.00241476,0.06669118
-5.83791896,0.55029527,0.06205774,0.47352027,0.00229460,0.02223398,0.04608438,0.01511406,0.00199373,0.05621977
-5.83191596,0.51720462,0.05302557,0.45293342,0.00187950,0.02106670,0.03843779,0.01282659,0.00163543,0.04759795
-5.82591296,0.48682473,0.04578320,0.43257418,0.00153699,0.01996443,0.03211957,0.01097056,0.00133306,0.04067603
-5.81990995,0.45941317,0.04020085,0.41291073,0.00125908,0.01894258,0.02699868,0.00951159,0.00108007,0.03531619
-5.81390695,0.43529498,0.03616464,0.39445801,0.00103858,0.01801835,0.02295443,0.00841876,0.00087027,0.03139562
-5.80790395,0.41485565,0.03357912,0.37776712,0.00086923,0.01721036,0.01987846,0.00766516,0.00069795,0.02880874
-5.80190095,0.39853217,0.03236888,0.36341440,0.00074579,0.01653814,0.01767595,0.00722835,0.00055789,0.02746851
-5.79589795,0.38680287,0.03247917,0.35199038,0.00066406,0.01602164,0.01626633,0.00709051,0.00044543,0.02730687
-5.78989495,0.38017614,0.03387583,0.34408872,0.00062095,0.01568065,0.01558325,0.00723841,0.00035646,0.02827444
-5.78389195,0.37917855,0.03654428,0.34029565,0.00061442,0.01553424,0.01557429,0.00766325,0.00028742,0.03033953
-5.77788894,0.38434237,0.04048797,0.34117955,0.00064349,0.01560021,0.01620007,0.00836025,0.00023528,0.03348653
-5.77188594,0.39619282,0.04572618,0.34728109,0.00070819,0.01589452,0.01743317,0.00932822,0.00019750,0.03771388
-5.76588294,0.41523507,0.05229126,0.35910361,0.00080951,0.01643075,0.01925676,0.01056895,0.00017200,0.04303152
-5.75987994,0.44194104,0.06022547,0.37710387,0.00094929,0.01721961,0.02166301,0.01208652,0.00015712,0.04945809
-5.75387694,0.47673611,0.06957741,0.40168296,0.00113017,0.01826852,0.02465139,0.01388654,0.00015158,0.05701783
-5.74787394,0.51998573,0.08039818,0.43317735,0.00135540,0.01958115,0.02822689,0.01597536,0.00015440,0.06573735
-5.74187094,0.57198199,0.09273725,0.47185011,0.00162880,0.02115716,0.03239811,0.01835924,0.00016488,0.07564225
-5.73586793,0.63293040,0.10663826,0.51788215,0.00195451,0.02299190,0.03717539,0.02104347,0.00018257,0.08675378
-5.72986493,0.70293693,0.12213468,0.57136378,0.00233687,0.02507628,0.04256895,0.02403154,0.00020719,0.09908553
-5.72386193,0.78199560,0.13924557,0.63228649,0.00278019,0.02739670,0.04858701,0.02732433,0.00023858,0.11264028
-5.71785893,0.86997700,0.15797144,0.70053539,0.00328852,0.02993508,0.05523404,0.03091934,0.00027671,0.12740706
-5.71185593,0.96661814,0.17829038,0.77588245,0.00386543,0.03266908,0.06250906,0.03480994,0.00032159,0.14335853
-5.70585293,1.07151391,0.20015451,0.85798094,0.00451373,0.03557234,0.07040406,0.03898481,0.00037326,0.16044872
-5.69984992,1.18411093,0.22348700,0.94636150,0.00523526,0.03861490,0.07890270,0.04342738,0.00043174,0.17861127
-5.69384692,1.30370400,0.24817967,1.04043016,0.00603054,0.04176375,0.08797901,0.04811543,0.00049698,0.19775818
-5.68784392,1.42943588,0.27409133,1.13946885,0.00689864,0.04498344,0.09759656,0.05302091,0.00056889,0.21777917
-5.68184092,1.56030063,0.30104702,1.24263867,0.00783687,0.04823681,0.10770775,0.05810979,0.00064723,0.23854170
-5.67583792,1.69515113,0.32883823,1.34898630,0.00884063,0.05148581,0.11825349,0.06334221,0.00073166,0.25989170
-5.66983492,1.83271083,0.35722418,1.45745390,0.00990331,0.05469234,0.12916328,0.06867275,0.00082170,0.28165502
-5.66383192,1.97159008,0.38593418,1.56689247,0.01101615,0.05781910,0.14035560,0.07405093,0.00091669,0.30363967
-5.65782891,2.11030690,0.41467129,1.67607889,0.01216830,0.06083048,0.15173880,0.07942187,0.00101583,0.32563869
-5.65182591,2.24731205,0.44311695,1.78373635,0.01334686,0.06369340,0.16321234,0.08472723,0.00111815,0.34743381
-5.64582291,2.38101809,0.47093683,1.88855804,0.01453707,0.06637804,0.17466852,0.08990621,0.00122253,0.36879967
-5.63981991,2.50983170,0.49778765,1.98923355,0.01572254,0.06885850,0.18599450,0.09489682,0.00132773,0.38950855
-5.63381691,2.63218863,0.52332477,2.08447736,0.01688560,0.07111341,0.19707482,0.09963720,0.00143239,0.40933557
-5.62781391,2.74659030,0.54721045,2.17305878,0.01800768,0.07312627,0.20779402,0.10406714,0.00153508,0.42806406
-5.62181091,2.85164073,0.56912252,2.25383220,0.01906982,0.07488573,0.21803960,0.10812955,0.00163433,0.44549105
-5.61580790,2.94608285,0.58876300,2.32576691,0.02005316,0.07638574,0.22770498,0.11177198,0.00172865,0.46143260
-5.60980490,3.02883253,0.60586665,2.38797519,0.02093950,0.07762541,0.23669244,0.11494813,0.00181662,0.47572880
-5.60380190,3.09900920,0.62020875,2.43973762,0.02171185,0.07860884,0.24491595,0.11761923,0.00189686,0.48824829
-5.59779890,3.15596156,0.63161214,2.48052459,0.02235499,0.07934473,0.25230364,0.11975518,0.00196814,0.49889190
-5.59179590,3.19928730,0.63995285,2.51001292,0.02285594,0.07984586,0.25879987,0.12133562,0.00202938,0.50759549
-5.58579290,3.22884566,0.64516437,2.52809685,0.02320440,0.08012851,0.26436674,0.12235063,0.00207971,0.51433162
-5.57978989,3.24476211,0.64724002,2.53489259,0.02339314,0.08021171,0.26898497,0.12280116,0.00211846,0.51911000
-5.57378689,3.24742473,0.64623350,2.53073614,0.02341818,0.08011643,0.27265408,0.12269908,0.00214521,0.52197671
-5.56778389,3.23747197,0.64225740,2.51617424,0.02327901,0.07986482,0.27539181,0.12206696,0.00215977,0.52301213
-5.56178089,3.21577222,0.63547976,2.49194844,0.02297855,0.07947930,0.27723280,0.12093741,0.00216223,0.52232758
-5.55577789,3.18339579,0.62611870,2.45897300,0.02252308,0.07898180,0.27822657,0.11935216,0.00215289,0.52006090
-5.54977489,3.14158018,0.61443544,2.41830717,0.02192203,0.07839292,0.27843493,0.11736074,0.00213229,0.51637107
-5.54377189,3.09169007,0.60072588,2.37112293,0.02118763,0.07773128,0.27792889,0.11501897,0.00210117,0.51143212
-5.53776888,3.03517366,0.58531112,2.31866947,0.02033453,0.07701287,0.27678525,0.11238725,0.00206042,0.50542661
-5.53176588,2.97351702,0.56852740,2.26223567,0.01937931,0.07625063,0.27508305,0.10952865,0.00201109,0.49853895
-5.52576288,2.90819833,0.55071576,2.20311217,0.01833997,0.07545403,0.27290006,0.10650703,0.00195428,0.49094895
-5.51975988,2.84064405,0.53221196,2.14255441,0.01723536,0.07462895,0.27030957,0.10338510,0.00189118,0.48282576
-5.51375688,2.77218850,0.51333711,2.08174811,0.01608463,0.07377758,0.26737750,0.10022266,0.00182297,0.47432267
-5.50775388,2.70403868,0.49438921,2.02177844,0.01490672,0.07289864,0.26416017,0.09707494,0.00175081,0.46557280
-5.50175088,2.63724540,0.47563617,1.96360392,0.01371988,0.07198756,0.26070273,0.09399122,0.00167581,0.45668606
-5.49574787,2.57268182,0.45731034,1.90803600,0.01254121,0.07103701,0.25703836,0.09101376,0.00159898,0.44774737
-5.48974487,2.51102985,0.43960484,1.85572464,0.01138634,0.07003737,0.25318825,0.08817695,0.00152125,0.43881618
-5.48374187,2.45277460,0.42267164,1.80715045,0.01026914,0.06897742,0.24916238,0.08550693,0.00144342,0.42992733
-5.47773887,2.39820678,0.40662141,1.76262310,0.00920153,0.06784503,0.24496099,0.08302144,0.00136616,0.42109311
-5.47173587,2.34743220,0.39152510,1.72228577,0.00819342,0.06662793,0.24057665,0.08073006,0.00129003,0.41230632
-5.46573287,2.30038779,0.37741681,1.68612516,0.00725260,0.06531445,0.23599675,0.07863475,0.00121546,0.40354415
-5.45972986,2.25686278,0.36429800,1.65398620,0.00638490,0.06389421,0.23120628,0.07673058,0.00114277,0.39477261
-5.45372686,2.21652381,0.35214247,1.62559058,0.00559417,0.06235876,0.22619066,0.07500675,0.00107219,0.38595127
-5.44772386,2.17894267,0.34090195,1.60055810,0.00488256,0.06070215,0.22093855,0.07344768,0.00100387,0.37703791
-5.44172086,2.14362500,0.33051190,1.57842985,0.00425063,0.05892132,0.21544426,0.07203424,0.00093788,0.36799300
-5.43571786,2.11003898,0.32089729,1.55869208,0.00369759,0.05701640,0.20970980,0.07074495,0.00087427,0.35878361
-5.42971486,2.07764238,0.31197789,1.54079976,0.00322152,0.05499083,0.20374640,0.06955719,0.00081303,0.34938666
-5.42371186,2.04590715,0.30367315,1.52419904,0.00281961,0.05285136,0.19757530,0.06844831,0.00075414,0.33979125
-5.41770885,2.01434070,0.29590610,1.50834772,0.00248833,0.05060786,0.19122796,0.06739659,0.00069758,0.33000020
-5.41170585,1.98250301,0.28860651,1.49273316,0.00222364,0.04827311,0.18474551,0.06638201,0.00064334,0.32003045
