energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-2.87243622,3.84101805,-3.84114550,0.12621776,-0.12621910,0.00000000,-0.00000000,0.45652045,-0.45651524,2.82554456,-2.82566803,0.06499063,-0.06499232,1.09303611,-1.09306905
-2.86643322,3.78130911,-3.78144452,0.12559397,-0.12559516,0.00000000,-0.00000000,0.45496241,-0.45495661,2.77680664,-2.77693991,0.06297244,-0.06297396,1.07935419,-1.07938634
-2.86043022,3.72110763,-3.72124939,0.12504882,-0.12504984,0.00000000,-0.00000000,0.45403120,-0.45402480,2.72622130,-2.72636283,0.06109627,-0.06109759,1.06653500,-1.06656619
-2.85442721,3.66130782,-3.66145448,0.12459863,-0.12459950,0.00000000,-0.00000000,0.45379821,-0.45379124,2.67447799,-2.67462630,0.05938726,-0.05938834,1.05480269,-1.05483281
-2.84842421,3.60269963,-3.60284997,0.12425212,-0.12425287,0.00000000,-0.00000000,0.45431515,-0.45430766,2.62220932,-2.62236308,0.05786748,-0.05786828,1.04433785,-1.04436688
-2.84242121,3.54594979,-3.54610282,0.12401004,-0.12401072,0.00000000,-0.00000000,0.45561267,-0.45560475,2.56997595,-2.57013397,0.05655544,-0.05655596,1.03527322,-1.03530123
-2.83641821,3.49158834,-3.49174331,0.12386519,-0.12386589,0.00000000,-0.00000000,0.45769963,-0.45769140,2.51825531,-2.51841659,0.05546571,-0.05546592,1.02769099,-1.02771813
-2.83041521,3.44000089,-3.44015729,0.12380291,-0.12380372,0.00000000,-0.00000000,0.46056299,-0.46055458,2.46743446,-2.46759816,0.05460852,-0.05460842,1.02162187,-1.02164835
-2.82441221,3.39142671,-3.39158428,0.12380180,-0.12380282,0.00000000,-0.00000000,0.46416824,-0.46415983,2.41780719,-2.41797265,0.05398959,-0.05398916,1.01704577,-1.01707187
-2.81840920,3.34596241,-3.34612110,0.12383485,-0.12383618,0.00000000,-0.00000000,0.46846047,-0.46845223,2.36957514,-2.36974187,0.05360989,-0.05360915,1.01389406,-1.01392013
-2.81240620,3.30357069,-3.30373062,0.12387076,-0.12387251,0.00000000,-0.00000000,0.47336571,-0.47335784,2.32285275,-2.32302037,0.05346571,-0.05346466,1.01205339,-1.01207980
-2.80640320,3.26409349,-3.26425488,0.12387549,-0.12387778,0.00000000,-0.00000000,0.47879282,-0.47878549,2.27767528,-2.27784356,0.05354862,-0.05354729,1.01137059,-1.01139772
-2.80040020,3.22726853,-3.22743173,0.12381383,-0.12381675,0.00000000,-0.00000000,0.48463548,-0.48462889,2.23400958,-2.23417834,0.05384570,-0.05384410,1.01165864,-1.01168691
-2.79439720,3.19274853,-3.19291390,0.12365100,-0.12365464,0.00000000,-0.00000000,0.49077453,-0.49076883,2.19176655,-2.19193570,0.05433973,-0.05433789,1.01270334,-1.01273313
-2.78839420,3.16012176,-3.16028966,0.12335415,-0.12335858,0.00000000,-0.00000000,0.49708025,-0.49707561,2.15081482,-2.15098427,0.05500957,-0.05500753,1.01427034,-1.01430202
-2.78239120,3.12893317,-3.12910389,0.12289372,-0.12289898,0.00000000,-0.00000000,0.50341484,-0.50341139,2.11099462,-2.11116428,0.05583057,-0.05582836,1.01611241,-1.01614628
-2.77638819,3.09870502,-3.09887879,0.12224453,-0.12225064,0.00000000,-0.00000000,0.50963485,-0.50963269,2.07213134,-2.07230110,0.05677503,-0.05677269,1.01797649,-1.01801283
-2.77038519,3.06895629,-3.06913320,0.12138667,-0.12139364,0.00000000,-0.00000000,0.51559358,-0.51559279,2.03404805,-2.03421774,0.05781280,-0.05781038,1.01961051,-1.01964951
-2.76438219,3.03922019,-3.03940020,0.12030607,-0.12031387,0.00000000,-0.00000000,0.52114354,-0.52114415,1.99657643,-1.99674583,0.05891187,-0.05890942,1.02076967,-1.02081147
-2.75837919,3.00905928,-3.00924221,0.11899475,-0.11900334,0.00000000,-0.00000000,0.52613885,-0.52614089,1.95956586,-1.95973465,0.06003906,-0.06003662,1.02122212,-1.02126677
-2.75237619,2.97807794,-2.97826344,0.11745084,-0.11746015,0.00000000,-0.00000000,0.53043774,-0.53044118,1.92289031,-1.92305813,0.06116069,-0.06115831,1.02075389,-1.02080136
-2.74637319,2.94593201,-2.94611960,0.11567832,-0.11568827,0.00000000,-0.00000000,0.53390493,-0.53390974,1.88645306,-1.88661946,0.06224335,-0.06224106,1.01917308,-1.01922330
-2.74037019,2.91233567,-2.91252476,0.11368653,-0.11369703,0.00000000,-0.00000000,0.53641425,-0.53642035,1.85018917,-1.85035364,0.06325460,-0.06325246,1.01631330,-1.01636612
-2.73436718,2.87706571,-2.87725558,0.11148956,-0.11150049,0.00000000,-0.00000000,0.53785111,-0.53785842,1.81406595,-1.81422795,0.06416373,-0.06416178,1.01203634,-1.01209155
-2.72836418,2.83996336,-2.84015324,0.10910547,-0.10911672,0.00000000,-0.00000000,0.53811503,-0.53812346,1.77808165,-1.77824060,0.06494247,-0.06494074,1.00623405,-1.00629139
-2.72236118,2.80093405,-2.80112310,0.10655551,-0.10656698,0.00000000,-0.00000000,0.53712212,-0.53713158,1.74226270,-1.74241801,0.06556562,-0.06556416,0.99882956,-0.99888876
-2.71635818,2.75994535,-2.76013276,0.10386330,-0.10387486,0.00000000,-0.00000000,0.53480743,-0.53481780,1.70665972,-1.70681083,0.06601169,-0.06601052,0.98977789,-0.98983865
-2.71035518,2.71702351,-2.71720846,0.10105403,-0.10106558,0.00000000,-0.00000000,0.53112698,-0.53113816,1.67134293,-1.67148931,0.06626336,-0.06626250,0.97906577,-0.97912777
-2.70435218,2.67224877,-2.67243051,0.09815371,-0.09816516,0.00000000,-0.00000000,0.52605956,-0.52607146,1.63639701,-1.63653817,0.06630789,-0.06630736,0.96671097,-0.96677391
-2.69834917,2.62574988,-2.62592774,0.09518860,-0.09519985,0.00000000,-0.00000000,0.51960802,-0.51962057,1.60191589,-1.60205141,0.06613742,-0.06613725,0.95276104,-0.95282462
-2.69234617,2.57769794,-2.57787134,0.09218458,-0.09219557,0.00000000,-0.00000000,0.51180005,-0.51181316,1.56799781,-1.56812736,0.06574907,-0.06574925,0.93729142,-0.93735538
-2.68634317,2.52829980,-2.52846827,0.08916675,-0.08917741,0.00000000,-0.00000000,0.50268822,-0.50270183,1.53474070,-1.53486403,0.06514494,-0.06514548,0.92040310,-0.92046720
-2.68034017,2.47779135,-2.47795454,0.08615905,-0.08616933,0.00000000,-0.00000000,0.49234941,-0.49236348,1.50223823,-1.50235517,0.06433192,-0.06433282,0.90221978,-0.90228381
-2.67433717,2.42643070,-2.42658836,0.08318398,-0.08319386,0.00000000,-0.00000000,0.48088347,-0.48089796,1.47057663,-1.47068709,0.06332142,-0.06332268,0.88288462,-0.88294840
-2.66833417,2.37449146,-2.37464346,0.08026240,-0.08027186,0.00000000,-0.00000000,0.46841108,-0.46842597,1.43983223,-1.43993622,0.06212892,-0.06213051,0.86255662,-0.86262002
-2.66233117,2.32225647,-2.32240276,0.07741336,-0.07742239,0.00000000,-0.00000000,0.45507101,-0.45508627,1.41007007,-1.41016764,0.06077336,-0.06077528,0.84140683,-0.84146975
-2.65632816,2.27001189,-2.27015249,0.07465399,-0.07466259,0.00000000,-0.00000000,0.44101671,-0.44103234,1.38134324,-1.38143449,0.05927654,-0.05927876,0.81961445,-0.81967680
-2.65032516,2.21804204,-2.21817701,0.07199937,-0.07200756,0.00000000,-0.00000000,0.42641246,-0.42642843,1.35369325,-1.35377832,0.05766234,-0.05766484,0.79736287,-0.79742459
-2.64432216,2.16662505,-2.16675449,0.06946248,-0.06947026,0.00000000,-0.00000000,0.41142915,-0.41144545,1.32715115,-1.32723019,0.05595601,-0.05595876,0.77483598,-0.77489703
-2.63831916,2.11602961,-2.11615360,0.06705412,-0.06706153,0.00000000,-0.00000000,0.39623997,-0.39625658,1.30173954,-1.30181271,0.05418334,-0.05418631,0.75221477,-0.75227511
-2.63231616,2.06651281,-2.06663140,0.06478289,-0.06478995,0.00000000,-0.00000000,0.38101612,-0.38103300,1.27747527,-1.27754268,0.05236995,-0.05237311,0.72967439,-0.72973398
-2.62631316,2.01831932,-2.01843251,0.06265515,-0.06266187,0.00000000,-0.00000000,0.36592269,-0.36593979,1.25437276,-1.25443448,0.05054058,-0.05054390,0.70738175,-0.70744054
-2.62031016,1.97168191,-1.97178960,0.06067504,-0.06068145,0.00000000,-0.00000000,0.35111501,-0.35113228,1.23244785,-1.23250390,0.04871849,-0.04872193,0.68549389,-0.68555182
-2.61430715,1.92682325,-1.92692526,0.05884453,-0.05885065,0.00000000,-0.00000000,0.33673552,-0.33675288,1.21172207,-1.21177239,0.04692494,-0.04692846,0.66415698,-0.66421397
-2.60830415,1.88395908,-1.88405510,0.05716356,-0.05716940,0.00000000,-0.00000000,0.32291128,-0.32292863,1.19222712,-1.19227157,0.04517881,-0.04518238,0.64350617,-0.64356210
-2.60230115,1.84330236,-1.84339199,0.05563018,-0.05563575,0.00000000,-0.00000000,0.30975224,-0.30976949,1.17400944,-1.17404778,0.04349635,-0.04349994,0.62366601,-0.62372075
-2.59629815,1.80506836,-1.80515105,0.05424078,-0.05424607,0.00000000,-0.00000000,0.29735029,-0.29736731,1.15713467,-1.15716658,0.04189103,-0.04189460,0.60475170,-0.60480507
-2.59029515,1.76948025,-1.76955534,0.05299038,-0.05299540,0.00000000,-0.00000000,0.28577909,-0.28579575,1.14169178,-1.14171685,0.04037356,-0.04037708,0.58687068,-0.58692250
-2.58429215,1.73677481,-1.73684153,0.05187300,-0.05187774,0.00000000,-0.00000000,0.27509456,-0.27511072,1.12779675,-1.12781447,0.03895197,-0.03895541,0.57012473,-0.57017477
-2.57828914,1.70720792,-1.70726540,0.05088203,-0.05088647,0.00000000,-0.00000000,0.26533608,-0.26535158,1.11559535,-1.11560515,0.03763185,-0.03763519,0.55461212,-0.55466014
-2.57228614,1.68105918,-1.68110646,0.05001067,-0.05001479,0.00000000,-0.00000000,0.25652817,-0.25654286,1.10526509,-1.10526631,0.03641662,-0.03641983,0.54042982,-0.54047556
-2.56628314,1.65863530,-1.65867136,0.04925233,-0.04925612,0.00000000,-0.00000000,0.24868249,-0.24869623,1.09701586,-1.09700780,0.03530788,-0.03531093,0.52767539,-0.52771857
-2.56028014,1.64027168,-1.64029547,0.04860110,-0.04860452,0.00000000,-0.00000000,0.24180017,-0.24181280,1.09108916,-1.09107108,0.03430575,-0.03430862,0.51644840,-0.51648875
-2.55427714,1.62633184,-1.62634230,0.04805207,-0.04805509,0.00000000,-0.00000000,0.23587404,-0.23588543,1.08775578,-1.08772692,0.03340926,-0.03341194,0.50685124,-0.50688849
-2.54827414,1.61720420,-1.61720027,0.04760166,-0.04760425,0.00000000,-0.00000000,0.23089087,-0.23090087,1.08731162,-1.08727123,0.03261669,-0.03261917,0.49898903,-0.49902292
-2.54227114,1.61329594,-1.61327662,0.04724787,-0.04725001,0.00000000,-0.00000000,0.22683326,-0.22684178,1.09007173,-1.09001906,0.03192586,-0.03192813,0.49296856,-0.49299885
-2.53626813,1.61502398,-1.61498832,0.04699035,-0.04699200,0.00000000,-0.00000000,0.22368123,-0.22368816,1.09636238,-1.09629674,0.03133439,-0.03133644,0.48889625,-0.48892273
-2.53026513,1.62280272,-1.62274990,0.04683043,-0.04683156,0.00000000,-0.00000000,0.22141330,-0.22141856,1.10651134,-1.10643210,0.03083983,-0.03084166,0.48687503,-0.48689752
-2.52426213,1.63702905,-1.63695836,0.04677091,-0.04677150,0.00000000,-0.00000000,0.22000698,-0.22001052,1.12083636,-1.12074299,0.03043979,-0.03044139,0.48700020,-0.48701855
-2.51825913,1.65806476,-1.65797566,0.04681585,-0.04681589,0.00000000,-0.00000000,0.21943886,-0.21944065,1.13963224,-1.13952431,0.03013189,-0.03013327,0.48935444,-0.48936856
-2.51225613,1.68621698,-1.68610912,0.04697012,-0.04696960,0.00000000,-0.00000000,0.21968400,-0.21968403,1.16315671,-1.16303394,0.02991377,-0.02991494,0.49400219,-0.49401202
-2.50625313,1.72171738,-1.72159058,0.04723889,-0.04723780,0.00000000,-0.00000000,0.22071498,-0.22071326,1.19161567,-1.19147792,0.02978291,-0.02978387,0.50098348,-0.50098903
-2.50025013,1.76470087,-1.76455522,0.04762700,-0.04762534,0.00000000,-0.00000000,0.22250049,-0.22249705,1.22514821,-1.22499555,0.02973647,-0.02973724,0.51030780,-0.51030911
-2.49424712,1.81518511,-1.81502095,0.04813832,-0.04813612,0.00000000,-0.00000000,0.22500371,-0.22499862,1.26381230,-1.26364497,0.02977111,-0.02977170,0.52194803,-0.52194522
-2.48824412,1.87305170,-1.87286961,0.04877507,-0.04877234,0.00000000,-0.00000000,0.22818058,-0.22817394,1.30757158,-1.30739004,0.02988278,-0.02988319,0.53583517,-0.53582839
-2.48224112,1.93803029,-1.93783113,0.04953714,-0.04953392,0.00000000,-0.00000000,0.23197815,-0.23197005,1.35628418,-1.35608914,0.03006652,-0.03006677,0.55185384,-0.55184331
-2.47623812,2.00968683,-2.00947177,0.05042150,-0.05041783,0.00000000,-0.00000000,0.23633307,-0.23632365,1.40969435,-1.40948673,0.03031637,-0.03031648,0.56983926,-0.56982526
-2.47023512,2.08741702,-2.08718749,0.05142171,-0.05141764,0.00000000,-0.00000000,0.24117058,-0.24115999,1.46742742,-1.46720838,0.03062524,-0.03062521,0.58957586,-0.58955871
-2.46423212,2.17044574,-2.17020348,0.05252760,-0.05252321,0.00000000,-0.00000000,0.24640394,-0.24639234,1.52898890,-1.52875986,0.03098492,-0.03098477,0.61079777,-0.61077785
-2.45822911,2.25783337,-2.25758035,0.05372510,-0.05372045,0.00000000,-0.00000000,0.25193449,-0.25192208,1.59376819,-1.59353077,0.03138617,-0.03138591,0.63319144,-0.63316918
-2.45222611,2.34848916,-2.34822762,0.05499627,-0.05499144,0.00000000,-0.00000000,0.25765250,-0.25763946,1.66104703,-1.66080306,0.03181888,-0.03181852,0.65640039,-0.65637627
-2.44622311,2.44119195,-2.44092435,0.05631955,-0.05631463,0.00000000,-0.00000000,0.26343865,-0.26342520,1.73001302,-1.72976450,0.03227231,-0.03227188,0.68003219,-0.68000673
-2.44022011,2.53461776,-2.53434672,0.05767026,-0.05766534,0.00000000,-0.00000000,0.26916635,-0.26915271,1.79977789,-1.79952698,0.03273543,-0.03273493,0.70366734,-0.70364110
-2.43421711,2.62737359,-2.62710187,0.05902124,-0.05901642,0.00000000,-0.00000000,0.27470464,-0.27469103,1.86940019,-1.86914912,0.03319732,-0.03319676,0.72686998,-0.72684355
-2.42821411,2.71803647,-2.71776688,0.06034373,-0.06033909,0.00000000,-0.00000000,0.27992173,-0.27990836,1.93791165,-1.93766271,0.03364753,-0.03364693,0.74919992,-0.74917391
-2.42221111,2.80519615,-2.80493153,0.06160832,-0.06160395,0.00000000,-0.00000000,0.28468885,-0.28467596,2.00434635,-2.00410182,0.03407662,-0.03407599,0.77022560,-0.77020063
-2.41620810,2.88749994,-2.88724304,0.06278606,-0.06278205,0.00000000,-0.00000000,0.28888449,-0.28887228,2.06777159,-2.06753368,0.03447649,-0.03447584,0.78953748,-0.78951417
-2.41020510,2.96369760,-2.96345103,0.06384959,-0.06384601,0.00000000,-0.00000000,0.29239851,-0.29238717,2.12731905,-2.12708984,0.03484082,-0.03484018,0.80676120,-0.80674016
-2.40420210,3.03268434,-3.03245051,0.06477422,-0.06477115,0.00000000,-0.00000000,0.29513616,-0.29512589,2.18221498,-2.18199634,0.03516540,-0.03516476,0.82156998,-0.82155179
-2.39819910,3.09353998,-3.09332100,0.06553902,-0.06553650,0.00000000,-0.00000000,0.29702172,-0.29701267,2.23180789,-2.23160145,0.03544830,-0.03544768,0.83369572,-0.83368091
-2.39219610,3.14556216,-3.14535978,0.06612762,-0.06612570,0.00000000,-0.00000000,0.29800150,-0.29799380,2.27559246,-2.27539953,0.03569003,-0.03568945,0.84293813,-0.84292718
-2.38619310,3.18829206,-3.18810761,0.06652905,-0.06652774,0.00000000,-0.00000000,0.29804614,-0.29803988,2.31322836,-2.31304989,0.03589356,-0.03589301,0.84917170,-0.84916500
-2.38019010,3.22153117,-3.22136553,0.06673815,-0.06673747,0.00000000,-0.00000000,0.29715195,-0.29714721,2.34455295,-2.34438953,0.03606414,-0.03606364,0.85234986,-0.85234772
-2.37418709,3.24534820,-3.24520174,0.06675587,-0.06675579,0.00000000,-0.00000000,0.29534137,-0.29533817,2.36958724,-2.36943902,0.03620909,-0.03620865,0.85250638,-0.85250900
-2.36818409,3.26007557,-3.25994817,0.06658921,-0.06658972,0.00000000,-0.00000000,0.29266238,-0.29266070,2.38853440,-2.38840115,0.03633743,-0.03633706,0.84975375,-0.84976124
-2.36218109,3.26629559,-3.26618658,0.06625101,-0.06625206,0.00000000,-0.00000000,0.28918688,-0.28918666,2.40177108,-2.40165215,0.03645943,-0.03645912,0.84427874,-0.84429106
-2.35617809,3.26481669,-3.26472495,0.06575936,-0.06576089,0.00000000,-0.00000000,0.28500820,-0.28500936,2.40983159,-2.40972597,0.03658604,-0.03658580,0.83633518,-0.83635217
-2.35017509,3.25664096,-3.25656490,0.06513688,-0.06513884,0.00000000,-0.00000000,0.28023780,-0.28024019,2.41338569,-2.41329202,0.03672839,-0.03672821,0.82623439,-0.82625578
-2.34417209,3.24292428,-3.24286191,0.06440981,-0.06441211,0.00000000,-0.00000000,0.27500126,-0.27500470,2.41321098,-2.41312763,0.03689712,-0.03689700,0.81433369,-0.81435909
-2.33816908,3.22493087,-3.22487991,0.06360691,-0.06360946,0.00000000,-0.00000000,0.26943381,-0.26943811,2.41016117,-2.41008628,0.03710185,-0.03710179,0.80102343,-0.80105234
-2.33216608,3.20398451,-3.20394242,0.06275833,-0.06276106,0.00000000,-0.00000000,0.26367564,-0.26368057,2.40513166,-2.40506326,0.03735067,-0.03735064,0.78671311,-0.78674494
-2.32616308,3.18141836,-3.18138249,0.06189448,-0.06189729,0.00000000,-0.00000000,0.25786701,-0.25787233,2.39902409,-2.39896013,0.03764959,-0.03764960,0.77181728,-0.77185137
-2.32016008,3.15852592,-3.15849357,0.06104485,-0.06104766,0.00000000,-0.00000000,0.25214364,-0.25214909,2.39271146,-2.39264991,0.03800230,-0.03800233,0.75674164,-0.75677725
-2.31415708,3.13651508,-3.13648362,0.06023702,-0.06023975,0.00000000,-0.00000000,0.24663229,-0.24663762,2.38700540,-2.38694434,0.03840982,-0.03840984,0.74186996,-0.74190635
-2.30815408,3.11646728,-3.11643424,0.05949573,-0.05949830,0.00000000,-0.00000000,0.24144692,-0.24145188,2.38262713,-2.38256483,0.03887038,-0.03887038,0.72755238,-0.72758879
-2.30215108,3.09930333,-3.09926652,0.05884212,-0.05884448,0.00000000,-0.00000000,0.23668539,-0.23668976,2.38018327,-2.38011824,0.03937945,-0.03937942,0.71409532,-0.71413102
-2.29614807,3.08575731,-3.08571483,0.05829321,-0.05829531,0.00000000,-0.00000000,0.23242700,-0.23243056,2.38014748,-2.38007849,0.03992981,-0.03992973,0.70175344,-0.70178775
-2.29014507,3.07635913,-3.07630949,0.05786153,-0.05786333,0.00000000,-0.00000000,0.22873068,-0.22873326,2.38284858,-2.38277476,0.04051176,-0.04051161,0.69072385,-0.69075614
-2.28414207,3.07142630,-3.07136845,0.05755497,-0.05755645,0.00000000,-0.00000000,0.22563409,-0.22563555,2.38846547,-2.38838630,0.04111344,-0.04111321,0.68114255,-0.68117230
-2.27813907,3.07106482,-3.07099813,0.05737685,-0.05737800,0.00000000,-0.00000000,0.22315350,-0.22315373,2.39702885,-2.39694415,0.04172122,-0.04172090,0.67308327,-0.67311005
-2.27213607,3.07517845,-3.07510276,0.05732610,-0.05732693,0.00000000,-0.00000000,0.22128439,-0.22128336,2.40842917,-2.40833908,0.04232013,-0.04231971,0.66655846,-0.66658197
-2.26613307,3.08348585,-3.08340142,0.05739763,-0.05739816,0.00000000,-0.00000000,0.22000283,-0.22000051,2.42243034,-2.42233535,0.04289434,-0.04289381,0.66152243,-0.66154248
-2.26013007,3.09554406,-3.09545152,0.05758281,-0.05758305,0.00000000,-0.00000000,0.21926734,-0.21926377,2.43868823,-2.43858907,0.04342764,-0.04342699,0.65787614,-0.65789269
-2.25412706,3.11077704,-3.11067736,0.05786996,-0.05786997,0.00000000,-0.00000000,0.21902134,-0.21901659,2.45677275,-2.45667034,0.04390389,-0.04390313,0.65547364,-0.65548676
-2.24812406,3.12850781,-3.12840221,0.05824501,-0.05824482,0.00000000,-0.00000000,0.21919589,-0.21919007,2.47619241,-2.47608782,0.04430754,-0.04430667,0.65412966,-0.65413952
-2.24212106,3.14799243,-3.14788229,0.05869199,-0.05869166,0.00000000,-0.00000000,0.21971274,-0.21970600,2.49641999,-2.49631435,0.04462400,-0.04462302,0.65362798,-0.65363489
-2.23611806,3.16845430,-3.16834110,0.05919368,-0.05919326,0.00000000,-0.00000000,0.22048746,-0.22047997,2.51691823,-2.51681266,0.04484002,-0.04483895,0.65373041,-0.65373474
-2.23011506,3.18911747,-3.18900267,0.05973204,-0.05973158,0.00000000,-0.00000000,0.22143261,-0.22142455,2.53716427,-2.53705981,0.04494401,-0.04494285,0.65418584,-0.65418802
-2.22411206,3.20923740,-3.20912239,0.06028871,-0.06028828,0.00000000,-0.00000000,0.22246073,-0.22245230,2.55667186,-2.55656940,0.04492631,-0.04492508,0.65473914,-0.65473969
-2.21810905,3.22812843,-3.22801441,0.06084538,-0.06084503,0.00000000,-0.00000000,0.22348727,-0.22347866,2.57501059,-2.57491081,0.04477938,-0.04477809,0.65513974,-0.65513916
-2.21210605,3.24518683,-3.24507480,0.06138410,-0.06138388,0.00000000,-0.00000000,0.22443309,-0.22442449,2.59182152,-2.59172486,0.04449797,-0.04449663,0.65514930,-0.65514814
-2.20610305,3.25990922,-3.25979987,0.06188752,-0.06188747,0.00000000,-0.00000000,0.22522671,-0.22521830,2.60682878,-2.60673538,0.04407919,-0.04407782,0.65454872,-0.65454748
-2.20010005,3.27190572,-3.27179945,0.06233906,-0.06233923,0.00000000,-0.00000000,0.22580614,-0.22579807,2.61984708,-2.61975680,0.04352256,-0.04352117,0.65314392,-0.65314309
-2.19409705,3.28090811,-3.28080497,0.06272306,-0.06272348,0.00000000,-0.00000000,0.22612026,-0.22611267,2.63078510,-2.63069748,0.04283002,-0.04282864,0.65077048,-0.65077052
-2.18809405,3.28677295,-3.28667265,0.06302489,-0.06302560,0.00000000,-0.00000000,0.22612981,-0.22612280,2.63964505,-2.63955935,0.04200587,-0.04200449,0.64729713,-0.64729841
-2.18209105,3.28948014,-3.28938209,0.06323104,-0.06323206,0.00000000,-0.00000000,0.22580786,-0.22580151,2.64651874,-2.64643394,0.04105666,-0.04105530,0.64262783,-0.64263069
-2.17608804,3.28912738,-3.28903071,0.06332921,-0.06333056,0.00000000,-0.00000000,0.22513990,-0.22513426,2.65158068,-2.65149555,0.03999108,-0.03998975,0.63670271,-0.63670741
-2.17008504,3.28592120,-3.28582477,0.06330842,-0.06331011,0.00000000,-0.00000000,0.22412354,-0.22411862,2.65507875,-2.65499186,0.03881978,-0.03881848,0.62949780,-0.62950454
-2.16408204,3.28016502,-3.28006753,0.06315912,-0.06316116,0.00000000,-0.00000000,0.22276780,-0.22276361,2.65732299,-2.65723281,0.03755517,-0.03755392,0.62102371,-0.62103261
-2.15807904,3.27224528,-3.27214529,0.06287334,-0.06287573,0.00000000,-0.00000000,0.22109217,-0.22108865,2.65867319,-2.65857811,0.03621119,-0.03620998,0.61132331,-0.61133446
-2.15207604,3.26261591,-3.26251194,0.06244486,-0.06244760,0.00000000,-0.00000000,0.21912527,-0.21912239,2.65952571,-2.65942414,0.03480301,-0.03480185,0.60046871,-0.60048212
-2.14607304,3.25178212,-3.25167268,0.06186935,-0.06187243,0.00000000,-0.00000000,0.21690354,-0.21690121,2.66030018,-2.66019058,0.03334681,-0.03334569,0.58855759,-0.58857324
-2.14007004,3.24028387,-3.24016759,0.06114458,-0.06114800,0.00000000,-0.00000000,0.21446959,-0.21446774,2.66142636,-2.66130735,0.03185941,-0.03185833,0.57570912,-0.57572693
-2.13406703,3.22867971,-3.22855533,0.06027059,-0.06027432,0.00000000,-0.00000000,0.21187064,-0.21186917,2.66333171,-2.66320209,0.03035800,-0.03035696,0.56205963,-0.56207953
-2.12806403,3.21753134,-3.21739781,0.05924981,-0.05925384,0.00000000,-0.00000000,0.20915690,-0.20915572,2.66642987,-2.66628865,0.02885982,-0.02885881,0.54775828,-0.54778015
-2.12206103,3.20738931,-3.20724583,0.05808719,-0.05809150,0.00000000,-0.00000000,0.20638001,-0.20637904,2.67111032,-2.67095682,0.02738187,-0.02738089,0.53296281,-0.53298652
-2.11605803,3.19878026,-3.19862631,0.05679027,-0.05679483,0.00000000,-0.00000000,0.20359163,-0.20359078,2.67772948,-2.67756333,0.02594060,-0.02593963,0.51783550,-0.51786091
-2.11005503,3.19219583,-3.19203120,0.05536919,-0.05537397,0.00000000,-0.00000000,0.20084212,-0.20084132,2.68660340,-2.68642453,0.02455166,-0.02455070,0.50253955,-0.50256653
-2.10405203,3.18808354,-3.18790831,0.05383660,-0.05384157,0.00000000,-0.00000000,0.19817947,-0.19817865,2.69800197,-2.69781067,0.02322969,-0.02322873,0.48723592,-0.48726431
-2.09804902,3.18683969,-3.18665427,0.05220756,-0.05221268,0.00000000,-0.00000000,0.19564834,-0.19564745,2.71214508,-2.71194196,0.02198809,-0.02198712,0.47208058,-0.47211025
-2.09204602,3.18880442,-3.18860953,0.05049931,-0.05050455,0.00000000,-0.00000000,0.19328938,-0.19328836,2.72920036,-2.72898634,0.02083890,-0.02083792,0.45722239,-0.45725318
-2.08604302,3.19425888,-3.19405548,0.04873102,-0.04873635,0.00000000,-0.00000000,0.19113865,-0.19113749,2.74928279,-2.74905909,0.01979269,-0.01979167,0.44280138,-0.44283314
-2.08004002,3.20342441,-3.20321374,0.04692346,-0.04692883,0.00000000,-0.00000000,0.18922738,-0.18922606,2.77245598,-2.77222406,0.01885843,-0.01885738,0.42894753,-0.42898012
-2.07403702,3.21646371,-3.21624717,0.04509859,-0.04510396,0.00000000,-0.00000000,0.18758171,-0.18758020,2.79873500,-2.79849652,0.01804354,-0.01804245,0.41578000,-0.41581323
-2.06803402,3.23348353,-3.23326268,0.04327917,-0.04328449,0.00000000,-0.00000000,0.18622267,-0.18622099,2.82809061,-2.82784739,0.01735383,-0.01735268,0.40340654,-0.40344025
-2.06203102,3.25453893,-3.25431540,0.04148826,-0.04149350,0.00000000,-0.00000000,0.18516628,-0.18516443,2.86045465,-2.86020859,0.01679351,-0.01679230,0.39192330,-0.39195731
-2.05602801,3.27963839,-3.27941385,0.03974884,-0.03975396,0.00000000,-0.00000000,0.18442368,-0.18442167,2.89572622,-2.89547927,0.01636529,-0.01636400,0.38141471,-0.38144881
-2.05002501,3.30874957,-3.30852568,0.03808329,-0.03808824,0.00000000,-0.00000000,0.18400130,-0.18399915,2.93377837,-2.93353246,0.01607034,-0.01606899,0.37195339,-0.37198738
-2.04402201,3.34180532,-3.34158364,0.03651295,-0.03651769,0.00000000,-0.00000000,0.18390113,-0.18389885,2.97446477,-2.97422174,0.01590845,-0.01590701,0.36360015,-0.36363381
-2.03801901,3.37870919,-3.37849117,0.03505774,-0.03506223,0.00000000,-0.00000000,0.18412090,-0.18411850,3.01762606,-3.01738761,0.01587799,-0.01587646,0.35640388,-0.35643699
-2.03201601,3.41934034,-3.41912726,0.03373574,-0.03373995,0.00000000,-0.00000000,0.18465428,-0.18465179,3.06309526,-3.06286295,0.01597600,-0.01597438,0.35040138,-0.35043372
