energy_ev,total_up,Ca_p_up,Ca_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.81990995,0.99727040,0.00346682,0.00000000,0.39471201,0.55628883,0.00861720,0.02512865,0.39540521,0.00000000
-5.81390695,1.03678935,0.00350425,0.00000000,0.39930851,0.58485377,0.00905182,0.02648254,0.40671661,0.00000000
-5.80790395,1.07484655,0.00355060,0.00000000,0.40525108,0.61189108,0.00944133,0.02798250,0.41765209,0.00000000
-5.80190095,1.11066044,0.00360357,0.00000000,0.41235475,0.63690095,0.00977817,0.02960586,0.42794190,0.00000000
-5.79589795,1.14350292,0.00366073,0.00000000,0.42039999,0.65943571,0.01005565,0.03132688,0.43732988,0.00000000
-5.78989495,1.17272476,0.00371970,0.00000000,0.42914237,0.67911423,0.01026821,0.03311719,0.44558354,0.00000000
-5.78389195,1.19777991,0.00377816,0.00000000,0.43832323,0.69563520,0.01041160,0.03494646,0.45250376,0.00000000
-5.77788894,1.21824762,0.00383395,0.00000000,0.44768099,0.70878881,0.01048304,0.03678311,0.45793354,0.00000000
-5.77188594,1.23385131,0.00388515,0.00000000,0.45696251,0.71846616,0.01048133,0.03859524,0.46176562,0.00000000
-5.76588294,1.24447340,0.00393015,0.00000000,0.46593421,0.72466609,0.01040687,0.04035155,0.46394831,0.00000000
-5.75987994,1.25016533,0.00396772,0.00000000,0.47439242,0.72749897,0.01026172,0.04202235,0.46448946,0.00000000
-5.75387694,1.25115231,0.00399706,0.00000000,0.48217256,0.72718724,0.01004947,0.04358058,0.46345839,0.00000000
-5.74787394,1.24783254,0.00401784,0.00000000,0.48915684,0.72406268,0.00977516,0.04500274,0.46098551,0.00000000
-5.74187094,1.24077077,0.00403022,0.00000000,0.49528012,0.71856040,0.00944513,0.04626980,0.45725981,0.00000000
-5.73586793,1.23068661,0.00403484,0.00000000,0.50053379,0.71120970,0.00906678,0.04736796,0.45252429,0.00000000
-5.72986493,1.21843777,0.00403287,0.00000000,0.50496736,0.70262221,0.00864837,0.04828921,0.44706944,0.00000000
-5.72386193,1.20499904,0.00402592,0.00000000,0.50868793,0.69347756,0.00819875,0.04903171,0.44122512,0.00000000
-5.71785893,1.19143758,0.00401602,0.00000000,0.51185733,0.68450721,0.00772710,0.04959999,0.43535122,0.00000000
-5.71185593,1.17888559,0.00400561,0.00000000,0.51468719,0.67647684,0.00724268,0.05000489,0.42982731,0.00000000
-5.70585293,1.16851117,0.00399742,0.00000000,0.51743214,0.67016792,0.00675456,0.05026320,0.42504193,0.00000000
-5.69984992,1.16148838,0.00399445,0.00000000,0.52038135,0.66635899,0.00627143,0.05039719,0.42138165,0.00000000
-5.69384692,1.15896753,0.00399986,0.00000000,0.52384882,0.66580718,0.00580137,0.05043383,0.41922062,0.00000000
-5.68784392,1.16204644,0.00401691,0.00000000,0.52816280,0.66923048,0.00535169,0.05040390,0.41891068,0.00000000
-5.68184092,1.17174365,0.00404890,0.00000000,0.53365473,0.67729108,0.00492885,0.05034093,0.42077257,0.00000000
-5.67583792,1.18897417,0.00409907,0.00000000,0.54064827,0.69058024,0.00453830,0.05028000,0.42508841,0.00000000
-5.66983492,1.21452830,0.00417054,0.00000000,0.54944859,0.70960496,0.00418452,0.05025665,0.43209564,0.00000000
-5.66383192,1.24905393,0.00426625,0.00000000,0.56033265,0.73477642,0.00387094,0.05030556,0.44198253,0.00000000
-5.65782891,1.29304254,0.00438893,0.00000000,0.57354035,0.76640067,0.00360000,0.05045951,0.45488532,0.00000000
-5.65182591,1.34681889,0.00454099,0.00000000,0.58926727,0.80467123,0.00337321,0.05074826,0.47088687,0.00000000
-5.64582291,1.41053437,0.00472453,0.00000000,0.60765871,0.84966383,0.00319120,0.05119766,0.49001675,0.00000000
-5.63981991,1.48416370,0.00494129,0.00000000,0.62880545,0.90133313,0.00305383,0.05182887,0.51225252,0.00000000
-5.63381691,1.56750476,0.00519259,0.00000000,0.65274094,0.95951129,0.00296028,0.05265778,0.53752190,0.00000000
-5.62781391,1.66018096,0.00547933,0.00000000,0.67943996,1.02390834,0.00290918,0.05369455,0.56570569,0.00000000
-5.62181091,1.76164603,0.00580193,0.00000000,0.70881856,1.09411421,0.00289871,0.05494343,0.59664099,0.00000000
-5.61580790,1.87119049,0.00616032,0.00000000,0.74073503,1.16960230,0.00292669,0.05640264,0.63012449,0.00000000
-5.60980490,1.98794965,0.00655388,0.00000000,0.77499163,1.24973454,0.00299073,0.05806449,0.66591567,0.00000000
-5.60380190,2.11091295,0.00698140,0.00000000,0.81133704,1.33376788,0.00308828,0.05991560,0.70373954,0.00000000
-5.59779890,2.23893415,0.00744106,0.00000000,0.84946918,1.42086224,0.00321674,0.06193719,0.74328900,0.00000000
-5.59179590,2.37074281,0.00793039,0.00000000,0.88903831,1.51008989,0.00337352,0.06410556,0.78422673,0.00000000
-5.58579290,2.50495678,0.00844619,0.00000000,0.92965049,1.60044641,0.00355614,0.06639252,0.82618665,0.00000000
-5.57978989,2.64009620,0.00898455,0.00000000,0.97087127,1.69086322,0.00376224,0.06876601,0.86877517,0.00000000
-5.57378689,2.77459919,0.00954081,0.00000000,1.01222982,1.78022182,0.00398968,0.07119058,0.91157252,0.00000000
-5.56778389,2.90683967,0.01010956,0.00000000,1.05322365,1.86736972,0.00423651,0.07362812,0.95413438,0.00000000
-5.56178089,3.03514770,0.01068469,0.00000000,1.09332409,1.95113819,0.00450107,0.07603841,0.99599425,0.00000000
-5.55577789,3.15783256,0.01125939,0.00000000,1.13198285,2.03036164,0.00478195,0.07837986,1.03666685,0.00000000
-5.54977489,3.27320893,0.01182628,0.00000000,1.16863973,2.10389852,0.00507805,0.08061015,1.07565290,0.00000000
-5.54377189,3.37962596,0.01237750,0.00000000,1.20273175,2.17065355,0.00538852,0.08268704,1.11244551,0.00000000
-5.53776888,3.47549919,0.01290487,0.00000000,1.23370366,2.22960077,0.00571278,0.08456910,1.14653828,0.00000000
-5.53176588,3.55934470,0.01340006,0.00000000,1.26101982,2.27980699,0.00605051,0.08621648,1.17743511,0.00000000
-5.52576288,3.62981472,0.01385479,0.00000000,1.28417723,2.32045496,0.00640154,0.08759181,1.20466163,0.00000000
-5.51975988,3.68573371,0.01426111,0.00000000,1.30271935,2.35086557,0.00676589,0.08866098,1.22777785,0.00000000
-5.51375688,3.72613348,0.01461158,0.00000000,1.31625032,2.37051821,0.00714361,0.08939397,1.24639160,0.00000000
-5.50775388,3.75028599,0.01489957,0.00000000,1.32444883,2.37906854,0.00753474,0.08976571,1.26017216,0.00000000
-5.50175088,3.75773213,0.01511945,0.00000000,1.32708109,2.37636265,0.00793922,0.08975673,1.26886336,0.00000000
-5.49574787,3.74830494,0.01526686,0.00000000,1.32401217,2.36244710,0.00835677,0.08935391,1.27229547,0.00000000
-5.48974487,3.72214573,0.01533884,0.00000000,1.31521489,2.33757384,0.00878677,0.08855093,1.27039504,0.00000000
-5.48374187,3.67971183,0.01533403,0.00000000,1.30077566,2.30219982,0.00922817,0.08734871,1.26319196,0.00000000
-5.47773887,3.62177502,0.01525271,0.00000000,1.28089679,2.25698065,0.00967937,0.08575558,1.25082330,0.00000000
-5.47173587,3.54940991,0.01509687,0.00000000,1.25589475,2.20275860,0.01013813,0.08378728,1.23353324,0.00000000
-5.46573287,3.46397244,0.01487015,0.00000000,1.22619422,2.14054477,0.01060151,0.08146676,1.21166905,0.00000000
-5.45972986,3.36706862,0.01457775,0.00000000,1.19231805,2.07149619,0.01106581,0.07882378,1.18567293,0.00000000
-5.45372686,3.26051465,0.01422627,0.00000000,1.15487321,1.99688842,0.01152653,0.07589420,1.15606991,0.00000000
-5.44772386,3.14628961,0.01382350,0.00000000,1.11453333,1.91808465,0.01197844,0.07271925,1.12345236,0.00000000
-5.44172086,3.02648283,0.01337816,0.00000000,1.07201856,1.83650255,0.01241561,0.06934444,1.08846151,0.00000000
-5.43571786,2.90323780,0.01289959,0.00000000,1.02807336,1.75358000,0.01283151,0.06581853,1.05176703,0.00000000
-5.42971486,2.77869523,0.01239745,0.00000000,0.98344354,1.67074128,0.01321917,0.06219229,1.01404542,0.00000000
-5.42371186,2.65493758,0.01188138,0.00000000,0.93885321,1.58936493,0.01357134,0.05851723,0.97595828,0.00000000
-5.41770885,2.53393744,0.01136071,0.00000000,0.89498303,1.51075469,0.01388071,0.05484443,0.93813151,0.00000000
-5.41170585,2.41751206,0.01084412,0.00000000,0.85245051,1.43611458,0.01414015,0.05122331,0.90113634,0.00000000
-5.40570285,2.30728576,0.01033943,0.00000000,0.81179324,1.36652906,0.01434295,0.04770053,0.86547318,0.00000000
-5.39969985,2.20466161,0.00985336,0.00000000,0.77345597,1.30294885,0.01448307,0.04431910,0.83155884,0.00000000
-5.39369685,2.11080331,0.00939138,0.00000000,0.73778173,1.24618281,0.01455537,0.04111751,0.79971783,0.00000000
-5.38769385,2.02662758,0.00895763,0.00000000,0.70500750,1.19689580,0.01455583,0.03812915,0.77017779,0.00000000
-5.38169085,1.95280668,0.00855483,0.00000000,0.67526441,1.15561198,0.01448176,0.03538184,0.74306941,0.00000000
-5.37568784,1.88978018,0.00818436,0.00000000,0.64858221,1.12272316,0.01433188,0.03289760,0.71843038,0.00000000
-5.36968484,1.83777486,0.00784633,0.00000000,0.62489768,1.09850091,0.01410648,0.03069253,0.69621321,0.00000000
-5.36368184,1.79683060,0.00753967,0.00000000,0.60406633,1.08311139,0.01380741,0.02877691,0.67629621,0.00000000
-5.35767884,1.76683056,0.00726235,0.00000000,0.58587674,1.07663161,0.01343808,0.02715536,0.65849694,0.00000000
-5.35167584,1.74753327,0.00701153,0.00000000,0.57006656,1.07906553,0.01300338,0.02582720,0.64258739,0.00000000
-5.34567284,1.73860449,0.00678382,0.00000000,0.55633948,1.09035899,0.01250955,0.02478682,0.62830998,0.00000000
-5.33966983,1.73964679,0.00657548,0.00000000,0.54438210,1.11041200,0.01196402,0.02402414,0.61539348,0.00000000
-5.33366683,1.75022516,0.00638262,0.00000000,0.53388012,1.13908760,0.01137519,0.02352510,0.60356819,0.00000000
-5.32766383,1.76988720,0.00620144,0.00000000,0.52453290,1.17621667,0.01075223,0.02327219,0.59257958,0.00000000
-5.32166083,1.79817710,0.00602839,0.00000000,0.51606602,1.22159832,0.01010480,0.02324496,0.58219988,0.00000000
-5.31565783,1.83464305,0.00586034,0.00000000,0.50824128,1.27499604,0.00944283,0.02342054,0.57223725,0.00000000
-5.30965483,1.87883834,0.00569468,0.00000000,0.50086397,1.33613017,0.00877627,0.02377418,0.56254223,0.00000000
-5.30365183,1.93031678,0.00552938,0.00000000,0.49378730,1.40466738,0.00811489,0.02427976,0.55301153,0.00000000
-5.29764882,1.98862384,0.00536311,0.00000000,0.48691414,1.48020864,0.00746807,0.02491027,0.54358912,0.00000000
-5.29164582,2.05328491,0.00519519,0.00000000,0.48019615,1.56227670,0.00684466,0.02563841,0.53426511,0.00000000
-5.28564282,2.12379242,0.00502557,0.00000000,0.47363084,1.65030503,0.00625282,0.02643703,0.52507246,0.00000000
-5.27963982,2.19959393,0.00485482,0.00000000,0.46725685,1.74362938,0.00569999,0.02727975,0.51608224,0.00000000
-5.27363682,2.28008267,0.00468406,0.00000000,0.46114797,1.84148358,0.00519277,0.02814150,0.50739780,0.00000000
-5.26763382,2.36459229,0.00451486,0.00000000,0.45540635,1.94300072,0.00473695,0.02899907,0.49914825,0.00000000
-5.26163082,2.45239696,0.00434914,0.00000000,0.45015548,2.04722046,0.00433749,0.02983170,0.49148185,0.00000000
-5.25562781,2.54271753,0.00418913,0.00000000,0.44553308,2.15310290,0.00399854,0.03062162,0.48455959,0.00000000
-5.24962481,2.63473400,0.00403722,0.00000000,0.44168459,2.25954895,0.00372349,0.03135462,0.47854924,0.00000000
-5.24362181,2.72760385,0.00389591,0.00000000,0.43875718,2.36542650,0.00351502,0.03202053,0.47362010,0.00000000
-5.23761881,2.82048544,0.00376771,0.00000000,0.43689462,2.46960142,0.00337512,0.03261364,0.46993863,0.00000000
-5.23161581,2.91256491,0.00365509,0.00000000,0.43623302,2.57097169,0.00330513,0.03313303,0.46766477,0.00000000
-5.22561281,3.00308493,0.00356040,0.00000000,0.43689739,2.66850304,0.00330579,0.03358287,0.46694904,0.00000000
-5.21960980,3.09137317,0.00348585,0.00000000,0.43899889,2.76126373,0.00337720,0.03397244,0.46793021,0.00000000
-5.21360680,3.17686845,0.00343345,0.00000000,0.44263282,2.84845666,0.00351888,0.03431619,0.47073338,0.00000000
-5.20760380,3.25914234,0.00340499,0.00000000,0.44787688,2.92944641,0.00372968,0.03463350,0.47546819,0.00000000
-5.20160080,3.33791456,0.00340201,0.00000000,0.45478986,3.00377968,0.00400781,0.03494842,0.48222715,0.00000000
-5.19559780,3.41306071,0.00342584,0.00000000,0.46341038,3.07119743,0.00435074,0.03528914,0.49108372,0.00000000
-5.18959480,3.48461127,0.00347749,0.00000000,0.47375561,3.13163797,0.00475518,0.03568741,0.50209029,0.00000000
-5.18359180,3.55274167,0.00355773,0.00000000,0.48582009,3.18523044,0.00521704,0.03617778,0.51527576,0.00000000
-5.17758879,3.61775376,0.00366707,0.00000000,0.49957430,3.23227895,0.00573136,0.03679671,0.53064298,0.00000000
-5.17158579,3.68004929,0.00380570,0.00000000,0.51496337,3.27323821,0.00629230,0.03758169,0.54816601,0.00000000
-5.16558279,3.74009728,0.00397355,0.00000000,0.53190577,3.30868196,0.00689317,0.03857016,0.56778745,0.00000000
-5.15957979,3.79839678,0.00417025,0.00000000,0.55029222,3.33926599,0.00752638,0.03979844,0.58941599,0.00000000
-5.15357679,3.85543757,0.00439513,0.00000000,0.56998494,3.36568804,0.00818357,0.04130070,0.61292443,0.00000000
-5.14757379,3.91166100,0.00464721,0.00000000,0.59081743,3.38864676,0.00885564,0.04310789,0.63814841,0.00000000
-5.14157079,3.96742357,0.00492521,0.00000000,0.61259489,3.40880219,0.00953290,0.04524666,0.66488610,0.00000000
-5.13556778,4.02296525,0.00522753,0.00000000,0.63509541,3.42674007,0.01020523,0.04773846,0.69289899,0.00000000
-5.12956478,4.07838476,0.00555226,0.00000000,0.65807210,3.44294185,0.01086225,0.05059866,0.72191394,0.00000000
-5.12356178,4.13362305,0.00589718,0.00000000,0.68125613,3.45776208,0.01149354,0.05383580,0.75162662,0.00000000
-5.11755878,4.18845614,0.00625976,0.00000000,0.70436063,3.47141423,0.01208885,0.05745100,0.78170618,0.00000000
-5.11155578,4.24249751,0.00663720,0.00000000,0.72708564,3.48396549,0.01263836,0.06143749,0.81180125,0.00000000
-5.10555278,4.29520999,0.00702640,0.00000000,0.74912360,3.49534049,0.01313294,0.06578039,0.84154696,0.00000000
-5.09954977,4.34592611,0.00742403,0.00000000,0.77016561,3.50533337,0.01356432,0.07045661,0.87057286,0.00000000
-5.09354677,4.39387590,0.00782654,0.00000000,0.78990802,3.51362712,0.01392536,0.07543502,0.89851132,0.00000000
-5.08754377,4.43822004,0.00823022,0.00000000,0.80805912,3.51981865,0.01421020,0.08067681,0.92500621,0.00000000
-5.08154077,4.47808665,0.00863121,0.00000000,0.82434586,3.52344782,0.01441443,0.08613600,0.94972144,0.00000000
-5.07553777,4.51260934,0.00902557,0.00000000,0.83852015,3.52402843,0.01453519,0.09176026,0.97234890,0.00000000
-5.06953477,4.54096432,0.00940936,0.00000000,0.85036452,3.52107919,0.01457125,0.09749182,0.99261570,0.00000000
-5.06353177,4.56240456,0.00977866,0.00000000,0.85969706,3.51415272,0.01452301,0.10326854,1.01029003,0.00000000
-5.05752876,4.57628911,0.01012968,0.00000000,0.86637527,3.50286082,0.01439247,0.10902521,1.02518581,0.00000000
-5.05152576,4.58210601,0.01045875,0.00000000,0.87029872,3.48689477,0.01418316,0.11469476,1.03716549,0.00000000
-5.04552276,4.57948782,0.01076247,0.00000000,0.87141052,3.46603946,0.01390002,0.12020966,1.04614126,0.00000000
-5.03951976,4.56821919,0.01103770,0.00000000,0.86969737,3.44018094,0.01354925,0.12550323,1.05207442,0.00000000
-5.03351676,4.54823632,0.01128164,0.00000000,0.86518835,3.40930714,0.01313813,0.13051097,1.05497302,0.00000000
-5.02751376,4.51961884,0.01149189,0.00000000,0.85795248,3.37350234,0.01267479,0.13517169,1.05488801,0.00000000
-5.02151076,4.48257498,0.01166642,0.00000000,0.84809511,3.33293582,0.01216804,0.13942865,1.05190800,0.00000000
-5.01550775,4.43742126,0.01180367,0.00000000,0.83575338,3.28784616,0.01162711,0.14323040,1.04615302,0.00000000
-5.00950475,4.38455844,0.01190252,0.00000000,0.82109101,3.23852220,0.01106148,0.14653158,1.03776765,0.00000000
-5.00350175,4.32444534,0.01196231,0.00000000,0.80429253,3.18528253,0.01048063,0.14929346,1.02691384,0.00000000
-4.99749875,4.25757251,0.01198284,0.00000000,0.78555732,3.12845485,0.00989391,0.15148432,1.01376383,0.00000000
-4.99149575,4.18443756,0.01196431,0.00000000,0.76509369,3.06835675,0.00931033,0.15307967,0.99849362,0.00000000
-4.98549275,4.10552367,0.01190737,0.00000000,0.74311335,3.00527951,0.00873847,0.15406237,0.98127724,0.00000000
-4.97948974,4.02128274,0.01181305,0.00000000,0.71982624,2.93947567,0.00818632,0.15442256,0.96228217,0.00000000
-4.97348674,3.93212412,0.01168274,0.00000000,0.69543631,2.87115152,0.00766127,0.15415763,0.94166607,0.00000000
-4.96748374,3.83840951,0.01151816,0.00000000,0.67013804,2.80046469,0.00717001,0.15327200,0.91957497,0.00000000
-4.96148074,3.74045410,0.01132135,0.00000000,0.64411396,2.72752703,0.00671850,0.15177704,0.89614287,0.00000000
-4.95547774,3.63853354,0.01109461,0.00000000,0.61753323,2.65241239,0.00631198,0.14969084,0.87149276,0.00000000
-4.94947474,3.53289613,0.01084051,0.00000000,0.59055113,2.57516859,0.00595495,0.14703810,0.84573876,0.00000000
-4.94347174,3.42377894,0.01056185,0.00000000,0.56330944,2.49583269,0.00565122,0.14384998,0.81898925,0.00000000
-4.93746873,3.31142652,0.01026162,0.00000000,0.53593762,2.41444825,0.00540388,0.14016401,0.79135059,0.00000000
-4.93146573,3.19611062,0.00994300,0.00000000,0.50855449,2.33108344,0.00521537,0.13602390,0.76293105,0.00000000
-4.92546273,3.07814945,0.00960934,0.00000000,0.48127031,2.24584844,0.00508747,0.13147943,0.73384479,0.00000000
-4.91945973,2.95792478,0.00926411,0.00000000,0.45418904,2.15891119,0.00502133,0.12658623,0.70421525,0.00000000
-4.91345673,2.83589567,0.00891089,0.00000000,0.42741052,2.07051006,0.00501751,0.12140544,0.67417795,0.00000000
-4.90745373,2.71260781,0.00855330,0.00000000,0.40103245,1.98096277,0.00507593,0.11600335,0.64388223,0.00000000
-4.90145073,2.58869767,0.00819501,0.00000000,0.37515196,1.89067104,0.00519596,0.11045083,0.61349198,0.00000000
-4.89544772,2.46489124,0.00783964,0.00000000,0.34986673,1.80012040,0.00537638,0.10482269,0.58318515,0.00000000
-4.88944472,2.34199738,0.00749074,0.00000000,0.32527556,1.70987562,0.00561543,0.09919678,0.55315219,0.00000000
-4.88344172,2.22089624,0.00715173,0.00000000,0.30147833,1.62057170,0.00591085,0.09365309,0.52359338,0.00000000
-4.87743872,2.10252346,0.00682586,0.00000000,0.27857546,1.53290131,0.00625992,0.08827260,0.49471546,0.00000000
-4.87143572,1.98785129,0.00651612,0.00000000,0.25666689,1.44759924,0.00665955,0.08313608,0.46672760,0.00000000
-4.86543272,1.87786756,0.00622524,0.00000000,0.23585071,1.36542500,0.00710637,0.07832284,0.43983707,0.00000000
-4.85942971,1.77355386,0.00595562,0.00000000,0.21622155,1.28714433,0.00759689,0.07390935,0.41424498,0.00000000
-4.85342671,1.67586415,0.00570932,0.00000000,0.19786881,1.21351070,0.00812759,0.06996796,0.39014217,0.00000000
-4.84742371,1.58570471,0.00548804,0.00000000,0.18087501,1.14524768,0.00869521,0.06656564,0.36770568,0.00000000
-4.84142071,1.50391648,0.00529311,0.00000000,0.16531415,1.08303289,0.00929683,0.06376272,0.34709594,0.00000000
-4.83541771,1.43126038,0.00512553,0.00000000,0.15125042,1.02748418,0.00993021,0.06161192,0.32845474,0.00000000
-4.82941471,1.36840609,0.00498593,0.00000000,0.13873716,0.97914845,0.01059392,0.06015735,0.31190412,0.00000000
-4.82341171,1.31592449,0.00487467,0.00000000,0.12781620,0.93849334,0.01128760,0.05943386,0.29754612,0.00000000
-4.81740870,1.27428365,0.00479187,0.00000000,0.11851756,0.90590191,0.01201212,0.05946646,0.28546347,0.00000000
-4.81140570,1.24384822,0.00473741,0.00000000,0.11085954,0.88167018,0.01276976,0.06027011,0.27572077,0.00000000
-4.80540270,1.22488183,0.00471106,0.00000000,0.10484910,0.86600746,0.01356430,0.06184961,0.26836642,0.00000000
-4.79939970,1.21755194,0.00471246,0.00000000,0.10048261,0.85903900,0.01440102,0.06419983,0.26343471,0.00000000
-4.79339670,1.22193672,0.00474119,0.00000000,0.09774676,0.86081091,0.01528673,0.06730614,0.26094817,0.00000000
-4.78739370,1.23803333,0.00479683,0.00000000,0.09661960,0.87129673,0.01622953,0.07114505,0.26091977,0.00000000
-4.78139070,1.26576707,0.00487896,0.00000000,0.09707180,0.89040539,0.01723868,0.07568509,0.26335498,0.00000000
-4.77538769,1.30500092,0.00498718,0.00000000,0.09906778,0.91799031,0.01832423,0.08088786,0.26825328,0.00000000
-4.76938469,1.35554511,0.00512113,0.00000000,0.10256696,0.95385904,0.01949660,0.08670923,0.27560937,0.00000000
-4.76338169,1.41716617,0.00528047,0.00000000,0.10752481,0.99778326,0.02076614,0.09310061,0.28541361,0.00000000
-4.75737869,1.48959530,0.00546484,0.00000000,0.11389386,1.04950874,0.02214252,0.10001032,0.29765197,0.00000000
-4.75137569,1.57253558,0.00567387,0.00000000,0.12162449,1.10876480,0.02363416,0.10738493,0.31230532,0.00000000
-4.74537269,1.66566792,0.00590710,0.00000000,0.13066562,1.17527307,0.02524761,0.11517054,0.32934817,0.00000000
-4.73936968,1.76865531,0.00616398,0.00000000,0.14096514,1.24875486,0.02698692,0.12331392,0.34874689,0.00000000
-4.73336668,1.88114519,0.00644377,0.00000000,0.15247013,1.32893709,0.02885306,0.13176347,0.37045756,0.00000000
-4.72736368,2.00276974,0.00674552,0.00000000,0.16512682,1.41555599,0.03084339,0.14046995,0.39442348,0.00000000
-4.72136068,2.13314378,0.00706803,0.00000000,0.17888045,1.50835857,0.03295126,0.14938684,0.42057250,0.00000000
-4.71535768,2.27186019,0.00740980,0.00000000,0.19367465,1.60710120,0.03516566,0.15847047,0.44881432,0.00000000
-4.70935468,2.41848279,0.00776900,0.00000000,0.20945084,1.71154538,0.03747109,0.16767972,0.47903774,0.00000000
-4.70335168,2.57253674,0.00814345,0.00000000,0.22614718,1.82145040,0.03984750,0.17697539,0.51110824,0.00000000
-4.69734867,2.73349663,0.00853060,0.00000000,0.24369748,1.93656309,0.04227047,0.18631930,0.54486573,0.00000000
-4.69134567,2.90077274,0.00892756,0.00000000,0.26202984,2.05660487,0.04471153,0.19567302,0.58012275,0.00000000
-4.68534267,3.07369604,0.00933107,0.00000000,0.28106528,2.18125668,0.04713867,0.20499653,0.61666319,0.00000000
-4.67933967,3.25150266,0.00973754,0.00000000,0.30071623,2.31014240,0.04951696,0.21424668,0.65424170,0.00000000
-4.67333667,3.43331901,0.01014310,0.00000000,0.32088517,2.44281170,0.05180940,0.22337572,0.69258371,0.00000000
-4.66733367,3.61814855,0.01054361,0.00000000,0.34146339,2.57872341,0.05397779,0.23232993,0.73138646,0.00000000
-4.66133067,3.80486148,0.01093477,0.00000000,0.36233006,2.71723068,0.05598376,0.24104853,0.77032076,0.00000000
-4.65532766,3.99218875,0.01131212,0.00000000,0.38335173,2.85756898,0.05778985,0.24946299,0.80903392,0.00000000
-4.64932466,4.17872148,0.01167116,0.00000000,0.40438231,2.99884849,0.05936054,0.25749678,0.84715354,0.00000000
-4.64332166,4.36291704,0.01200741,0.00000000,0.42526381,3.14005174,0.06066334,0.26506573,0.88429252,0.00000000
