energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.40570285,1.70080723,0.24991951,0.89730105,0.00428369,0.22238019,0.33250547,0.25736276,0.03441633,0.20483686
-5.39969985,1.72337894,0.24980654,0.90059789,0.00433813,0.22873233,0.34163562,0.26657672,0.03559402,0.20690574
-5.39369685,1.74201389,0.24913574,0.90164346,0.00438782,0.23460654,0.35015701,0.27538532,0.03671573,0.20844443
-5.38769385,1.75650985,0.24784089,0.90038027,0.00443445,0.23996180,0.35798919,0.28370169,0.03777526,0.20944454
-5.38169085,1.76670492,0.24587873,0.89678440,0.00447958,0.24475441,0.36505701,0.29143432,0.03876582,0.20990840
-5.37568784,1.77247196,0.24322784,0.89086168,0.00452458,0.24893782,0.37128995,0.29848780,0.03967999,0.20984725
-5.36968484,1.77371345,0.23988696,0.88264349,0.00457052,0.25246311,0.37662160,0.30476423,0.04050975,0.20927913
-5.36368184,1.77035768,0.23587281,0.87218263,0.00461808,0.25527983,0.38098951,0.31016508,0.04124652,0.20822694
-5.35767884,1.76235638,0.23121764,0.85954947,0.00466751,0.25733744,0.38433543,0.31459373,0.04188134,0.20671649
-5.35167584,1.74968429,0.22596665,0.84482867,0.00471857,0.25858718,0.38660593,0.31795839,0.04240513,0.20477480
-5.34567284,1.73234061,0.22017534,0.82811666,0.00477054,0.25898429,0.38775350,0.32017539,0.04280896,0.20242879
-5.33966983,1.71035227,0.21390705,0.80951986,0.00482223,0.25849050,0.38773808,0.32117271,0.04308441,0.19970430
-5.33366683,1.68377883,0.20723072,0.78915383,0.00487199,0.25707665,0.38652896,0.32089343,0.04322397,0.19662566
-5.32766383,1.65271855,0.20021909,0.76714309,0.00491784,0.25472525,0.38410691,0.31929912,0.04322146,0.19321563
-5.32166083,1.61731524,0.19294723,0.74362166,0.00495747,0.25143292,0.38046661,0.31637279,0.04307246,0.18949589
-5.31565783,1.57776518,0.18549167,0.71873404,0.00498841,0.24721240,0.37561907,0.31212138,0.04277466,0.18548795
-5.30965483,1.53432380,0.17792997,0.69263649,0.00500812,0.24209423,0.36959402,0.30657759,0.04232829,0.18121438
-5.30365183,1.48731130,0.17034087,0.66549837,0.00501410,0.23612778,0.36244215,0.29980088,0.04173637,0.17670042
-5.29764882,1.43711688,0.16280485,0.63750338,0.00500401,0.22938169,0.35423704,0.29187770,0.04100494,0.17197566
-5.29164582,1.38420119,0.15540510,0.60885047,0.00497580,0.22194368,0.34507664,0.28292079,0.04014322,0.16707587
-5.28564282,1.32909651,0.14822892,0.57975420,0.00492778,0.21391961,0.33508431,0.27306767,0.03916362,0.16204478
-5.27963982,1.27240468,0.14136923,0.55044468,0.00485873,0.20543196,0.32440923,0.26247825,0.03808165,0.15693561
-5.27363682,1.21479259,0.13492623,0.52116660,0.00476795,0.19661775,0.31322616,0.25133186,0.03691575,0.15181245
-5.26763382,1.15698530,0.12900911,0.49217778,0.00465528,0.18762592,0.30173455,0.23982359,0.03568698,0.14675117
-5.26163082,1.09975695,0.12373758,0.46374687,0.00452117,0.17861438,0.29015696,0.22816022,0.03441864,0.14183992
-5.25562781,1.04391971,0.11924307,0.43615042,0.00436659,0.16974675,0.27873676,0.21655596,0.03313572,0.13717908
-5.24962481,0.99031107,0.11566969,0.40966940,0.00419308,0.16118906,0.26773524,0.20522796,0.03186437,0.13288070
-5.24362181,0.93977993,0.11317446,0.38458523,0.00400264,0.15310633,0.25742810,0.19439196,0.03063124,0.12906732
-5.23761881,0.89317171,0.11192715,0.36117543,0.00379767,0.14565939,0.24810136,0.18425817,0.02946277,0.12587021
-5.23161581,0.85131316,0.11210916,0.33970904,0.00358089,0.13900185,0.24004683,0.17502736,0.02838455,0.12342711
-5.22561281,0.81499702,0.11391182,0.32044193,0.00335525,0.13327741,0.23355723,0.16688760,0.02742052,0.12187936
-5.21960980,0.78496711,0.11753362,0.30361215,0.00312381,0.12861760,0.22892090,0.16001135,0.02659235,0.12136873
-5.21360680,0.76190421,0.12317674,0.28943544,0.00288969,0.12513994,0.22641644,0.15455328,0.02591879,0.12203369
-5.20760380,0.74641291,0.13104260,0.27810095,0.00265593,0.12294664,0.22630709,0.15064862,0.02541510,0.12400560
-5.20160080,0.73900989,0.14132663,0.26976737,0.00242541,0.12212376,0.22883518,0.14841224,0.02509257,0.12740455
-5.19559780,0.74011381,0.15421225,0.26455949,0.00220082,0.12274089,0.23421668,0.14793825,0.02495815,0.13233524
-5.18959480,0.75003694,0.16986427,0.26256527,0.00198456,0.12485129,0.24263584,0.14930018,0.02501426,0.13888290
-5.18359180,0.76897882,0.18842188,0.26383354,0.00177871,0.12849248,0.25424026,0.15255164,0.02525859,0.14710939
-5.17758879,0.79702178,0.20999135,0.26837230,0.00158501,0.13368708,0.26913628,0.15772736,0.02568425,0.15704959
-5.17158579,0.83412868,0.23463882,0.27614769,0.00140485,0.14044403,0.28738494,0.16484453,0.02627986,0.16870832
-5.16558279,0.88014258,0.26238342,0.28708367,0.00123925,0.14875984,0.30899856,0.17390420,0.02702992,0.18205779
-5.15957979,0.93478834,0.29319102,0.30106240,0.00108889,0.15861999,0.33393806,0.18489280,0.02791525,0.19703575
-5.15357679,0.99767614,0.32696892,0.31792531,0.00095415,0.17000009,0.36211115,0.19778341,0.02891354,0.21354450
-5.14757379,1.06830655,0.36356186,0.33747484,0.00083511,0.18286698,0.39337139,0.21253690,0.03000004,0.23145078
-5.14157079,1.14607706,0.40274955,0.35947682,0.00073159,0.19717941,0.42751831,0.22910256,0.03114828,0.25058663
-5.13556778,1.23028981,0.44424603,0.38366347,0.00064321,0.21288833,0.46429847,0.24741833,0.03233083,0.27075127
-5.12956478,1.32016021,0.48770101,0.40973692,0.00056941,0.22993661,0.50340763,0.26741042,0.03352009,0.29171396
-5.12356178,1.41482624,0.53270325,0.43737313,0.00050949,0.24825833,0.54449393,0.28899240,0.03468909,0.31321791
-5.11755878,1.51335814,0.57878611,0.46622629,0.00046265,0.26777739,0.58716204,0.31206366,0.03581219,0.33498498
-5.11155578,1.61476832,0.62543512,0.49593336,0.00042800,0.28840568,0.63097824,0.33650738,0.03686575,0.35672126
-5.10555278,1.71802131,0.67209734,0.52611898,0.00040462,0.31004085,0.67547632,0.36218815,0.03782867,0.37812323
-5.09954977,1.82204368,0.71819243,0.55640036,0.00039155,0.33256372,0.72016417,0.38894931,0.03868284,0.39888438
-5.09354677,1.92573398,0.76312491,0.58639226,0.00038782,0.35583576,0.76453101,0.41661038,0.03941346,0.41870208
-5.08754377,2.02797280,0.80629730,0.61571202,0.00039244,0.37969659,0.80805502,0.44496474,0.04000921,0.43728452
-5.08154077,2.12763300,0.84712376,0.64398443,0.00040446,0.40396201,0.85021135,0.47377787,0.04046234,0.45435742
-5.07553777,2.22359056,0.88504360,0.67084664,0.00042290,0.42842270,0.89048030,0.50278653,0.04076857,0.46967033
-5.06953477,2.31473625,0.91953444,0.69595294,0.00044683,0.45284390,0.92835573,0.53169909,0.04092693,0.48300246
-5.06353177,2.39998836,0.95012448,0.71897943,0.00047534,0.47696632,0.96335332,0.56019727,0.04093952,0.49416760
-5.05752876,2.47830690,0.97640345,0.73962877,0.00050753,0.50050851,0.99501890,0.58793958,0.04081118,0.50301829
-5.05152576,2.54870936,0.99803218,0.75763472,0.00054255,0.52317072,1.02293662,0.61456646,0.04054915,0.50944902
-5.04552276,2.61028818,1.01475028,0.77276681,0.00057960,0.54464045,1.04673682,0.63970722,0.04016269,0.51339836
-5.03951976,2.66222979,1.02638206,0.78483478,0.00061792,0.56459944,1.06610376,0.66298865,0.03966276,0.51485012
-5.03351676,2.70383497,1.03284043,0.79369312,0.00065685,0.58273212,1.08078277,0.68404514,0.03906171,0.51383361
-5.02751376,2.73454011,1.03412884,0.79924522,0.00069579,0.59873515,1.09058701,0.70252985,0.03837300,0.51042286
-5.02151076,2.75393853,1.03034145,0.80144741,0.00073430,0.61232766,1.09540353,0.71812671,0.03761100,0.50473508
-5.01550775,2.76180108,1.02166142,0.80031245,0.00077201,0.62326182,1.09519845,0.73056247,0.03679090,0.49692844
-5.00950475,2.75809504,1.00835764,0.79591240,0.00080876,0.63133321,1.09002111,0.73961843,0.03592854,0.48719911
-5.00350175,2.74299992,0.99077988,0.78838060,0.00084453,0.63639034,1.08000691,0.74514112,0.03504047,0.47577783
-4.99749875,2.71691920,0.96935267,0.77791266,0.00087950,0.63834298,1.06537869,0.74705133,0.03414387,0.46292602
-4.99149575,2.68048679,0.94456790,0.76476601,0.00091403,0.63716858,1.04644625,0.74535096,0.03325658,0.44893147
-4.98549275,2.63456705,0.91697630,0.74925802,0.00094874,0.63291654,1.02360404,0.74012719,0.03239709,0.43410369
-4.97948974,2.58024770,0.88717793,0.73176228,0.00098440,0.62570980,0.99732660,0.73155360,0.03158449,0.41876899
-4.97348674,2.51882498,0.85581170,0.71270321,0.00102203,0.61574367,0.96816181,0.71988801,0.03083834,0.40326521
-4.96748374,2.45178073,0.82354405,0.69254865,0.00106281,0.60328184,0.93672185,0.70546700,0.03017852,0.38793616
-4.96148074,2.38075181,0.79105687,0.67180065,0.00110810,0.58864946,0.90367190,0.68869718,0.02962490,0.37312588
-4.95547774,2.30749203,0.75903471,0.65098452,0.00115936,0.57222371,0.86971685,0.67004353,0.02919702,0.35917251
-4.94947474,2.23382792,0.72815149,0.63063633,0.00121817,0.55442210,0.83558602,0.65001513,0.02891356,0.34640203
-4.94347174,2.16160926,0.69905686,0.61128924,0.00128612,0.53568905,0.80201650,0.62914897,0.02879184,0.33512179
-4.93746873,2.09265632,0.67236233,0.59345897,0.00136476,0.51648115,0.76973542,0.60799245,0.02884716,0.32561395
-4.93146573,2.02870540,0.64862762,0.57762892,0.00145558,0.49725200,0.73944154,0.58708519,0.02909214,0.31812897
-4.92546273,1.97135487,0.62834733,0.56423537,0.00155988,0.47843701,0.71178697,0.56694111,0.02953602,0.31287922
-4.91945973,1.92201372,0.61193841,0.55365347,0.00167873,0.46043896,0.68735933,0.54803136,0.03018406,0.31003296
-4.91345673,1.88185464,0.59972883,0.54618438,0.00181290,0.44361495,0.66666516,0.53076893,0.03103687,0.30970885
-4.90745373,1.85177367,0.59194770,0.54204416,0.00196281,0.42826517,0.65011506,0.51549544,0.03208998,0.31197119
-4.90145073,1.83235803,0.58871738,0.54135497,0.00212842,0.41462404,0.63801101,0.50247075,0.03333345,0.31682612
-4.89544772,1.82386361,0.59004790,0.54413887,0.00230927,0.40285395,0.63053662,0.49186567,0.03475173,0.32421902
-4.88944472,1.82620309,0.59583404,0.55031462,0.00250435,0.39304195,0.62775041,0.48375816,0.03632366,0.33403334
-4.88344172,1.83894552,0.60585524,0.55969776,0.00271217,0.38519933,0.62958260,0.47813289,0.03802275,0.34609088
-4.87743872,1.86132734,0.61977873,0.57200396,0.00293072,0.37926404,0.63583556,0.47488431,0.03981760,0.36015386
-4.87143572,1.89227478,0.63716584,0.58685575,0.00315750,0.37510592,0.64618803,0.47382300,0.04167270,0.37592869
-4.86543272,1.93043694,0.65748148,0.60379235,0.00338957,0.37253427,0.66020302,0.47468482,0.04354928,0.39307160
-4.85942971,1.97422832,0.68010670,0.62228249,0.00362360,0.37130747,0.67733928,0.47714266,0.04540646,0.41119590
-4.85342671,2.02187958,0.70435408,0.64173974,0.00385600,0.37114424,0.69696601,0.48082008,0.04720252,0.42988093
-4.84742371,2.07149458,0.72948558,0.66153978,0.00408297,0.37173594,0.71838047,0.48530644,0.04889630,0.44868236
-4.84142071,2.12111171,0.75473232,0.68103925,0.00430067,0.37275949,0.74082793,0.49017274,0.05044861,0.46714365
-4.83541771,2.16876743,0.77931573,0.69959530,0.00450531,0.37389036,0.76352338,0.49498769,0.05182370,0.48480827
-4.82941471,2.21255965,0.80246945,0.71658527,0.00469334,0.37481509,0.78567441,0.49933339,0.05299066,0.50123235
-4.82341171,2.25070877,0.82346120,0.73142578,0.00486154,0.37524296,0.80650438,0.50281998,0.05392469,0.51599732
-4.81740870,2.28161418,0.84161394,0.74359057,0.00500721,0.37491630,0.82527527,0.50509884,0.05460816,0.52872204
-4.81140570,2.30390436,0.85632544,0.75262634,0.00512829,0.37361926,0.84130940,0.50587395,0.05503154,0.53907410
-4.80540270,2.31647863,0.86708586,0.75816620,0.00522348,0.37118463,0.85400928,0.50491092,0.05519400,0.54677966
-4.79939970,2.31853950,0.87349231,0.75994005,0.00529235,0.36749866,0.86287491,0.50204364,0.05510371,0.55163176
-4.79339670,2.30961428,0.87526024,0.75778172,0.00533542,0.36250370,0.86751804,0.49717828,0.05477786,0.55349637
-4.78739370,2.28956555,0.87223101,0.75163251,0.00535426,0.35619880,0.86767271,0.49029462,0.05424236,0.55231632
-4.78139070,2.25859027,0.86437547,0.74154116,0.00535147,0.34863816,0.86320194,0.48144483,0.05353117,0.54811271
-4.77538769,2.21720775,0.85179348,0.72766025,0.00533073,0.33992776,0.85410016,0.47074975,0.05268538,0.54098376
-4.76938469,2.16623720,0.83470931,0.71023918,0.00529674,0.33022028,0.84049151,0.45839307,0.05175204,0.53110126
-4.76338169,2.10676586,0.81346332,0.68961422,0.00525520,0.31970863,0.82262405,0.44461341,0.05078271,0.51870462
-4.75737869,2.04010921,0.78850008,0.66619592,0.00521270,0.30861832,0.80086004,0.42969502,0.04983184,0.50409283
-4.75137569,1.96776462,0.76035357,0.64045451,0.00517659,0.29719902,0.77566300,0.41395716,0.04895505,0.48761462
-4.74537269,1.89136063,0.72962990,0.61290387,0.00515488,0.28571569,0.74758168,0.39774286,0.04820732,0.46965720
-4.73936968,1.81260344,0.69698840,0.58408465,0.00515601,0.27443953,0.71723204,0.38140717,0.04764116,0.45063399
-4.73336668,1.73322289,0.66312158,0.55454732,0.00518870,0.26363907,0.68527751,0.36530567,0.04730488,0.43097187
-4.72736368,1.65491956,0.62873477,0.52483563,0.00526172,0.25357176,0.65240864,0.34978332,0.04724088,0.41109830
-4.72136068,1.57931511,0.59452614,0.49547117,0.00538363,0.24447626,0.61932266,0.33516426,0.04748424,0.39142895
-4.71535768,1.50790722,0.56116768,0.46693957,0.00556258,0.23656572,0.58670379,0.32174269,0.04806139,0.37235606
-4.70935468,1.44203073,0.52928771,0.43967862,0.00580602,0.23002213,0.55520502,0.30977532,0.04898916,0.35423806
-4.70335168,1.38282614,0.49945550,0.41406889,0.00612042,0.22499206,0.52543179,0.29947536,0.05027407,0.33739073
-4.69734867,1.33121610,0.47216828,0.39042689,0.00651110,0.22158376,0.49792827,0.29100850,0.05191196,0.32208016
-4.69134567,1.28789079,0.44784092,0.36900093,0.00698190,0.21986577,0.47316654,0.28449070,0.05388801,0.30851762
-4.68534267,1.25330209,0.42679856,0.34996983,0.00753498,0.21986698,0.45153891,0.27998806,0.05617712,0.29685663
-4.67933967,1.22766663,0.40927221,0.33344418,0.00817066,0.22157827,0.43335356,0.27751857,0.05874458,0.28719194
-4.67333667,1.21097736,0.39539730,0.31947016,0.00888722,0.22495544,0.41883350,0.27705575,0.06154718,0.27956069
-4.66733367,1.20302277,0.38521508,0.30803552,0.00968080,0.22992352,0.40811875,0.27853393,0.06453463,0.27394542
-4.66133067,1.20341306,0.37867681,0.29907743,0.01054535,0.23638223,0.40127152,0.28185510,0.06765115,0.27027876
-4.65532766,1.21161192,0.37565035,0.29249176,0.01147267,0.24421230,0.39828399,0.28689675,0.07083744,0.26844964
-4.64932466,1.22697259,0.37592896,0.28814344,0.01245241,0.25328255,0.39908835,0.29352080,0.07403267,0.26831066
-4.64332166,1.24877677,0.37924196,0.28587728,0.01347229,0.26345736,0.40356857,0.30158276,0.07717664,0.26968633
