energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.80190095,4.30550800,0.01695939,0.51165874,0.67050621,0.41471055,1.94065341,0.00000000,1.86999622,1.11072610
-5.79589795,4.27373099,0.01696471,0.49831437,0.66066262,0.42401017,1.93893723,0.00000000,1.82528990,1.08617923
-5.78989495,4.24163165,0.01698632,0.48714738,0.65131744,0.43248445,1.93533843,0.00000000,1.78496570,1.06213428
-5.78389195,4.20952807,0.01701778,0.47819112,0.64260698,0.44006935,1.92997166,0.00000000,1.74903264,1.03879348
-5.77788894,4.17790515,0.01705432,0.47146484,0.63467724,0.44673140,1.92305008,0.00000000,1.71752009,1.01639466
-5.77188594,4.14739719,0.01709294,0.46697519,0.62767967,0.45246712,1.91487549,0.00000000,1.69048028,0.99520503
-5.76588294,4.11875974,0.01713234,0.46471665,0.62176571,0.45730114,1.90582349,0.00000000,1.66798618,0.97551248
-5.75987994,4.09283198,0.01717277,0.46467099,0.61708028,0.46128302,1.89632421,0.00000000,1.65012482,0.95761481
-5.75387694,4.07049147,0.01721595,0.46680570,0.61375447,0.46448303,1.88683954,0.00000000,1.63698664,0.94180735
-5.74787394,4.05260384,0.01726478,0.47107163,0.61189784,0.46698699,1.87783805,0.00000000,1.62865159,0.92836980
-5.74187094,4.03997009,0.01732317,0.47740009,0.61159071,0.46889056,1.86976887,0.00000000,1.62517303,0.91755296
-5.73586793,4.03327476,0.01739576,0.48569968,0.61287695,0.47029323,1.86303599,0.00000000,1.62656070,0.90956620
-5.72986493,4.03303805,0.01748764,0.49585325,0.61575765,0.47129247,1.85797445,0.00000000,1.63276396,0.90456638
-5.72386193,4.03957491,0.01760415,0.50771538,0.62018620,0.47197810,1.85482974,0.00000000,1.64365686,0.90264885
-5.71785893,4.05296378,0.01775061,0.52111071,0.62606512,0.47242761,1.85374172,0.00000000,1.65902603,0.90384127
-5.71185593,4.07302702,0.01793214,0.53583345,0.63324495,0.47270230,1.85473403,0.00000000,1.67856265,0.90810030
-5.70585293,4.09932458,0.01815351,0.55164832,0.64152541,0.47284471,1.85770964,0.00000000,1.70185927,0.91531178
-5.69984992,4.13116161,0.01841904,0.56829303,0.65065897,0.47287740,1.86245293,0.00000000,1.72841194,0.92529407
-5.69384692,4.16760986,0.01873252,0.58548236,0.66035678,0.47280310,1.86863831,0.00000000,1.75762798,0.93780458
-5.68784392,4.20754197,0.01909722,0.60291386,0.67029673,0.47260629,1.87584494,0.00000000,1.78883903,0.95254909
-5.68184092,4.24967703,0.01951592,0.62027479,0.68013352,0.47225593,1.88357689,0.00000000,1.82131901,0.96919335
-5.67583792,4.29263511,0.01999097,0.63725028,0.68951022,0.47170935,1.89128765,0.00000000,1.85430607,0.98737629
-5.66983492,4.33499781,0.02052440,0.65353208,0.69807099,0.47091693,1.89840776,0.00000000,1.88702744,1.00672433
-5.66383192,4.37537190,0.02111801,0.66882771,0.70547420,0.46982723,1.90437408,0.00000000,1.91872598,1.02686577
-5.65782891,4.41245255,0.02177347,0.68286942,0.71140571,0.46839236,1.90865931,0.00000000,1.94868694,1.04744476
-5.65182591,4.44508309,0.02249244,0.69542256,0.71559141,0.46657319,1.91080003,0.00000000,1.97626367,1.06813409
-5.64582291,4.47230819,0.02327658,0.70629294,0.71780866,0.46434411,1.91042206,0.00000000,2.00090085,1.08864622
-5.63981991,4.49341788,0.02412763,0.71533273,0.71789603,0.46169706,1.90726184,0.00000000,2.02215420,1.10874207
-5.63381691,4.50798059,0.02504738,0.72244482,0.71576099,0.45864460,1.90118277,0.00000000,2.03970573,1.12823725
-5.62781391,4.51586350,0.02603762,0.72758511,0.71138506,0.45522192,1.89218581,0.00000000,2.05337379,1.14700565
-5.62181091,4.51723986,0.02710002,0.73076307,0.70482637,0.45148757,1.88041405,0.00000000,2.06311778,1.16498026
-5.61580790,4.51258313,0.02823600,0.73204015,0.69621936,0.44752311,1.86615099,0.00000000,2.06903730,1.18215139
-5.60980490,4.50264879,0.02944657,0.73152659,0.68577179,0.44343147,1.84981295,0.00000000,2.07136621,1.19856270
-5.60380190,4.48844499,0.03073212,0.72937648,0.67375901,0.43933438,1.83193598,0.00000000,2.07046198,1.21430522
-5.59779890,4.47119409,0.03209217,0.72578167,0.66051594,0.43536884,1.81315820,0.00000000,2.06679132,1.22950993
-5.59179590,4.45228711,0.03352522,0.72096470,0.64642693,0.43168305,1.79419833,0.00000000,2.06091270,1.24433940
-5.58579290,4.43323347,0.03502847,0.71517118,0.63191404,0.42843174,1.77583167,0.00000000,2.05345710,1.25897896
-5.57978989,4.41560864,0.03659771,0.70866200,0.61742418,0.42577139,1.75886460,0.00000000,2.04510766,1.27362787
-5.57378689,4.40100190,0.03822713,0.70170568,0.60341561,0.42385547,1.74410868,0.00000000,2.03657950,1.28849101
-5.56778389,4.39096648,0.03990923,0.69457133,0.59034435,0.42282986,1.73235544,0.00000000,2.02860025,1.30377127
-5.56178089,4.38697391,0.04163480,0.68752218,0.57865092,0.42282865,1.72435294,0.00000000,2.02189211,1.31966314
-5.55577789,4.39037399,0.04339289,0.68081010,0.56874804,0.42397055,1.72078460,0.00000000,2.01715589,1.33634739
-5.54977489,4.40236152,0.04517094,0.67467118,0.56100945,0.42635584,1.72225120,0.00000000,2.01505729,1.35398719
-5.54377189,4.42395019,0.04695487,0.66932218,0.55576037,0.43006402,1.72925623,0.00000000,2.01621548,1.37272543
-5.53776888,4.45595392,0.04872932,0.66495809,0.55326975,0.43515216,1.74219489,0.00000000,2.02119383,1.39268322
-5.53176588,4.49897526,0.05047787,0.66175045,0.55374437,0.44165388,1.76134664,0.00000000,2.03049268,1.41395940
-5.52576288,4.55340027,0.05218338,0.65984642,0.55732507,0.44957896,1.78687126,0.00000000,2.04454366,1.43663082
-5.51975988,4.61939896,0.05382829,0.65936832,0.56408472,0.45891342,1.81880796,0.00000000,2.06370521,1.46075308
-5.51375688,4.69693028,0.05539501,0.66041352,0.57402821,0.46962006,1.85707715,0.00000000,2.08825886,1.48636155
-5.50775388,4.78575050,0.05686631,0.66305443,0.58709391,0.48163932,1.90148453,0.00000000,2.11840602,1.51347233
-5.50175088,4.88542375,0.05822569,0.66733852,0.60315666,0.49489034,1.95172673,0.00000000,2.15426487,1.54208295
-5.49574787,4.99533383,0.05945776,0.67328808,0.62203189,0.50927225,2.00739824,0.00000000,2.19586725,1.57217257
-5.48974487,5.11469633,0.06054860,0.68089992,0.64348068,0.52466547,2.06799920,0.00000000,2.24315562,1.60370152
-5.48374187,5.24257046,0.06148605,0.69014473,0.66721552,0.54093311,2.13294358,0.00000000,2.29598005,1.63661017
-5.47773887,5.37787023,0.06226000,0.70096626,0.69290656,0.55792246,2.20156771,0.00000000,2.35409575,1.67081699
-5.47173587,5.51937497,0.06286259,0.71328053,0.72018819,0.57546652,2.27313901,0.00000000,2.41716130,1.70621599
-5.46573287,5.66573946,0.06328835,0.72697501,0.74866585,0.59338566,2.34686497,0.00000000,2.48473831,1.74267355
-5.45972986,5.81550418,0.06353425,0.74190807,0.77792295,0.61148947,2.42190257,0.00000000,2.55629289,1.78002498
-5.45372686,5.96710643,0.06359975,0.75790898,0.80752800,0.62957892,2.49736837,0.00000000,2.63119949,1.81807104
-5.44772386,6.11889329,0.06348669,0.77477849,0.83704178,0.64744887,2.57234959,0.00000000,2.70874779,1.85657476
-5.44172086,6.26913731,0.06319920,0.79229042,0.86602472,0.66489096,2.64591643,0.00000000,2.78815269,1.89525900
-5.43571786,6.41605590,0.06274347,0.81019416,0.89404452,0.68169706,2.71713601,0.00000000,2.86856792,1.93380511
-5.42971486,6.55783513,0.06212758,0.82821848,0.92068381,0.69766319,2.78508789,0.00000000,2.94910306,1.97185312
-5.42371186,6.69265835,0.06136122,0.84607645,0.94554815,0.71259397,2.84888147,0.00000000,3.02884388,2.00900387
-5.41770885,6.81873995,0.06045539,0.86347162,0.96827401,0.72630742,2.90767480,0.00000000,3.10687533,2.04482320
-5.41170585,6.93436356,0.05942217,0.88010522,0.98853672,0.73864017,2.96069473,0.00000000,3.18230662,2.07884854
-5.40570285,7.03792420,0.05827443,0.89568422,1.00605815,0.74945274,3.00725757,0.00000000,3.25429719,2.11059790
-5.39969985,7.12797277,0.05702557,0.90993000,1.02061396,0.75863470,3.04678968,0.00000000,3.32208250,2.13958109
-5.39369685,7.20326130,0.05568931,0.92258710,1.03203986,0.76610956,3.07884692,0.00000000,3.38499837,2.16531287
-5.38769385,7.26278660,0.05427948,0.93343193,1.04023691,0.77183891,3.10313195,0.00000000,3.44250227,2.18732769
-5.38169085,7.30582998,0.05280983,0.94228064,1.04517515,0.77582571,3.11950822,0.00000000,3.49419047,2.20519531
-5.37568784,7.33199044,0.05129392,0.94899596,1.04689545,0.77811624,3.12800958,0.00000000,3.53980967,2.21853650
-5.36968484,7.34120888,0.04974499,0.95349244,1.04550934,0.77880069,3.12884459,0.00000000,3.57926226,2.22703818
-5.36368184,7.33378106,0.04817582,0.95573986,1.04119636,0.77801189,3.12239450,0.00000000,3.61260432,2.23046695
-5.35767884,7.31035748,0.04659871,0.95576431,1.03419918,0.77592242,3.10920473,0.00000000,3.64003640,2.22868018
-5.35167584,7.27192916,0.04502530,0.95364700,1.02481623,0.77273969,3.08996936,0.00000000,3.66188685,2.22163400
-5.34567284,7.21979858,0.04346654,0.94952057,1.01339214,0.76869937,3.06550895,0.00000000,3.67858858,2.20938743
-5.33966983,7.15553647,0.04193254,0.94356312,1.00030623,0.76405710,3.03674227,0.00000000,3.69065006,2.19210224
-5.33366683,7.08092545,0.04043252,0.93599006,0.98595940,0.75907891,3.00465286,0.00000000,3.69862205,2.17003839
-5.32766383,6.99789258,0.03897462,0.92704426,0.97076005,0.75403064,2.97025172,0.00000000,3.70306183,2.14354495
-5.32166083,6.90843388,0.03756582,0.91698483,0.95510943,0.74916683,2.93453780,0.00000000,3.70449669,2.11304700
-5.31565783,6.81453381,0.03621185,0.90607524,0.93938723,0.74471952,2.89845794,0.00000000,3.70338899,2.07902899
-5.30965483,6.71808397,0.03491699,0.89457119,0.92393790,0.74088757,2.86286826,0.00000000,3.70010451,2.04201533
-5.30365183,6.62080473,0.03368409,0.88270907,0.90905846,0.73782696,2.82849885,0.00000000,3.69488618,2.00254932
-5.29764882,6.52417391,0.03251444,0.87069538,0.89498813,0.73564259,2.79592346,0.00000000,3.68783467,1.96117149
-5.29164582,6.42936618,0.03140777,0.85869793,0.88190052,0.73438199,2.76553577,0.00000000,3.67889705,1.91839846
-5.28564282,6.33720643,0.03036228,0.84683903,0.86989848,0.73403135,2.73753353,0.00000000,3.66786431,1.87470362
-5.27963982,6.24813954,0.02937472,0.83519116,0.85901195,0.73451404,2.71191120,0.00000000,3.65437796,1.83050055
-5.27363682,6.16221821,0.02844048,0.82377530,0.84919883,0.73569186,2.68846173,0.00000000,3.63794538,1.78613017
-5.26763382,6.07910963,0.02755382,0.81256200,0.84034883,0.73736886,2.66678727,0.00000000,3.61796326,1.74185226
-5.26163082,5.99812060,0.02670803,0.80147506,0.83228998,0.73929780,2.64631839,0.00000000,3.59374784,1.69784173
-5.25562781,5.91823994,0.02589570,0.79039764,0.82479767,0.74118882,2.62634090,0.00000000,3.56457025,1.65418984
-5.24962481,5.83819598,0.02510904,0.77918041,0.81760550,0.74272010,2.60602890,0.00000000,3.52969536,1.61091011
-5.24362181,5.75652629,0.02434012,0.76765131,0.81041773,0.74355000,2.58448271,0.00000000,3.48842178,1.56794848
-5.23761881,5.67165613,0.02358118,0.75562640,0.80292255,0.74333009,2.56076964,0.00000000,3.44012125,1.52519707
-5.23161581,5.58198171,0.02282495,0.74292114,0.79480573,0.74171873,2.53396606,0.00000000,3.38427531,1.48251057
-5.22561281,5.48595431,0.02206484,0.72936161,0.78576403,0.73839429,2.50319854,0.00000000,3.32050745,1.43972428
-5.21960980,5.38216104,0.02129525,0.71479502,0.77551782,0.73306784,2.46768257,0.00000000,3.24860939,1.39667262
-5.21360680,5.26939877,0.02051168,0.69909905,0.76382250,0.72549443,2.42675702,0.00000000,3.16856014,1.35320701
-5.20760380,5.14673755,0.01971092,0.68218954,0.75047827,0.71548273,2.37991308,0.00000000,3.08053724,1.30921216
-5.20160080,5.01357114,0.01889106,0.66402616,0.73533792,0.70290258,2.32681647,0.00000000,2.98491983,1.26461972
-5.19559780,4.86965240,0.01805161,0.64461596,0.71831244,0.68769026,2.26732234,0.00000000,2.88228350,1.21941862
-5.18959480,4.71511243,0.01719338,0.62401444,0.69937432,0.66985110,2.20148221,0.00000000,2.77338745,1.17366163
-5.18359180,4.55046304,0.01631849,0.60232448,0.67855846,0.64945976,2.12954320,0.00000000,2.65915478,1.12746773
-5.17758879,4.37658308,0.01543019,0.57969293,0.65596084,0.62665786,2.05193966,0.00000000,2.54064685,1.08102044
-5.17158579,4.19468965,0.01453273,0.55630534,0.63173497,0.60164946,1.96927797,0.00000000,2.41903312,1.03456217
-5.16558279,4.00629622,0.01363123,0.53237901,0.60608651,0.57469443,1.88231536,0.00000000,2.29555773,0.98838519
-5.15957979,3.81316000,0.01273143,0.50815476,0.57926618,0.54610023,1.79193393,0.00000000,2.17150449,0.94281967
-5.15357679,3.61722138,0.01183953,0.48388801,0.55156138,0.51621242,1.69911113,0.00000000,2.04816151,0.89821977
-5.14757379,3.42053850,0.01096201,0.45983935,0.52328697,0.48540436,1.60488818,0.00000000,1.92678711,0.85494846
-5.14157079,3.22522010,0.01010543,0.43626534,0.49477541,0.45406657,1.51033772,0.00000000,1.80857811,0.81336207
-5.13556778,3.03335969,0.00927625,0.41340976,0.46636685,0.42259620,1.41653213,0.00000000,1.69464163,0.77379544
-5.12956478,2.84697382,0.00848073,0.39149581,0.43839941,0.39138697,1.32451380,0.00000000,1.58597132,0.73654843
-5.12356178,2.66794704,0.00772481,0.37071959,0.41120013,0.36082004,1.23526835,0.00000000,1.48342871,0.70187461
-5.11755878,2.49798532,0.00701396,0.35124493,0.38507674,0.33125599,1.14970176,0.00000000,1.38772988,0.66997250
-5.11155578,2.33857958,0.00635320,0.33319999,0.36031067,0.30302822,1.06862204,0.00000000,1.29943781,0.64097997
-5.10555278,2.19098011,0.00574703,0.31667549,0.33715131,0.27643788,0.99272581,0.00000000,1.21896022,0.61497177
-5.09954977,2.05618215,0.00519939,0.30172464,0.31581185,0.25175031,0.92258996,0.00000000,1.14655248,0.59196037
-5.09354677,1.93492240,0.00471373,0.28836461,0.29646658,0.22919313,0.85866828,0.00000000,1.08232524,0.57189986
-5.08754377,1.82768563,0.00429297,0.27657944,0.27924968,0.20895573,0.80129263,0.00000000,1.02625595,0.55469264
-5.08154077,1.73472019,0.00393959,0.26632408,0.26425549,0.19119007,0.75067827,0.00000000,0.97820354,0.54019831
-5.07553777,1.65606091,0.00365561,0.25752930,0.25154002,0.17601258,0.70693262,0.00000000,0.93792539,0.52824441
-5.06953477,1.59155754,0.00344268,0.25010716,0.24112360,0.16350689,0.67006655,0.00000000,0.90509559,0.51863826
-5.06353177,1.54090695,0.00330209,0.24395674,0.23299442,0.15372725,0.64000759,0.00000000,0.87932375,0.51117923
-5.05752876,1.50368703,0.00323481,0.23896979,0.22711268,0.14670220,0.61661401,0.00000000,0.86017347,0.50567097
-5.05152576,1.47939075,0.00324147,0.23503599,0.22341522,0.14243837,0.59968912,0.00000000,0.84717972,0.50193289
-5.04552276,1.46745845,0.00332240,0.23204776,0.22182022,0.14092420,0.58899499,0.00000000,0.83986463,0.49981043
-5.03951976,1.46730726,0.00347759,0.22990409,0.22223190,0.14213328,0.58426498,0.00000000,0.83775119,0.49918370
-5.03351676,1.47835639,0.00370669,0.22851362,0.22454492,0.14602723,0.58521458,0.00000000,0.84037458,0.49997429
-5.02751376,1.50004759,0.00400892,0.22779662,0.22864828,0.15255803,0.59155038,0.00000000,0.84729102,0.50214982
-5.02151076,1.53186031,0.00438309,0.22768603,0.23442872,0.16166960,0.60297662,0.00000000,0.85808422,0.50572647
-5.01550775,1.57332134,0.00482749,0.22812748,0.24177329,0.17329877,0.61919966,0.00000000,0.87236947,0.51076917
-5.00950475,1.62400916,0.00533987,0.22907853,0.25057124,0.18737550,0.63993020,0.00000000,0.88979562,0.51738984
-5.00350175,1.68355316,0.00591738,0.23050705,0.26071514,0.20382245,0.66488342,0.00000000,0.91004542,0.52574357
-4.99749875,1.75162834,0.00655652,0.23238916,0.27210117,0.22255401,0.69377751,0.00000000,0.93283428,0.53602322
-4.99149575,1.82794610,0.00725315,0.23470673,0.28462869,0.24347478,0.72633063,0.00000000,0.95790812,0.54845243
-4.98549275,1.91224180,0.00800245,0.23744465,0.29819925,0.26647771,0.76225698,0.00000000,0.98504023,0.56327744
-4.97948974,2.00425977,0.00879894,0.24058819,0.31271495,0.29144196,0.80126211,0.00000000,1.01402786,0.58075791
-4.97348674,2.10373674,0.00963654,0.24412047,0.32807648,0.31823069,0.84303801,0.00000000,1.04468824,0.60115694
-4.96748374,2.21038407,0.01050859,0.24802019,0.34418086,0.34668880,0.88725832,0.00000000,1.07685464,0.62473064
-4.96148074,2.32386991,0.01140796,0.25225993,0.36091907,0.37664089,0.93357407,0.00000000,1.11037214,0.65171735
-4.95547774,2.44380165,0.01232714,0.25680484,0.37817374,0.40788952,0.98161007,0.00000000,1.14509339,0.68232672
-4.94947474,2.56970958,0.01325838,0.26161199,0.39581705,0.44021398,1.03096258,0.00000000,1.18087426,0.71672907
-4.94347174,2.70103229,0.01419376,0.26663027,0.41370903,0.47336951,1.08119808,0.00000000,1.21756932,0.75504494
-4.93746873,2.83710453,0.01512541,0.27180094,0.43169636,0.50708748,1.13185373,0.00000000,1.25502724,0.79733552
-4.93146573,2.97714828,0.01604560,0.27705865,0.44961180,0.54107619,1.18243937,0.00000000,1.29308614,0.84359387
-4.92546273,3.12026756,0.01694689,0.28233301,0.46727452,0.57502277,1.23244132,0.00000000,1.33156889,0.89373756
-4.91945973,3.26544770,0.01782228,0.28755060,0.48449110,0.60859606,1.28132802,0.00000000,1.37027868,0.94760300
-4.91345673,3.41155964,0.01866533,0.29263719,0.50105759,0.64145050,1.32855740,0.00000000,1.40899505,1.00494181
-4.90745373,3.55736976,0.01947029,0.29752029,0.51676246,0.67323118,1.37358603,0.00000000,1.44747061,1.06541972
-4.90145073,3.70155550,0.02023218,0.30213176,0.53139033,0.70357981,1.41587982,0.00000000,1.48542890,1.12861831
-4.89544772,3.84272696,0.02094689,0.30641037,0.54472666,0.73214171,1.45492605,0.00000000,1.52256369,1.19403987
-4.88944472,3.97945444,0.02161129,0.31030430,0.55656303,0.75857345,1.49024654,0.00000000,1.55854011,1.26111576
-4.88344172,4.11030138,0.02222321,0.31377336,0.56670289,0.78255115,1.52141132,0.00000000,1.59299777,1.32921806
-4.87743872,4.23386200,0.02278157,0.31679088,0.57496769,0.80377905,1.54805265,0.00000000,1.62555621,1.39767479
-4.87143572,4.34880262,0.02328635,0.31934514,0.58120303,0.82199799,1.56987860,0.00000000,1.65582256,1.46578820
-4.86543272,4.45390518,0.02373863,0.32144027,0.58528448,0.83699365,1.58668571,0.00000000,1.68340148,1.53285577
-4.85942971,4.54811124,0.02414056,0.32309656,0.58712305,0.84860400,1.59837017,0.00000000,1.70790687,1.59819327
-4.85342671,4.63056452,0.02449538,0.32435008,0.58666974,0.85672564,1.60493675,0.00000000,1.72897518,1.66115904
-4.84742371,4.70064985,0.02480733,0.32525163,0.58391910,0.86131873,1.60650505,0.00000000,1.74627945,1.72117842
-4.84142071,4.75802641,0.02508159,0.32586498,0.57891147,0.86241020,1.60331253,0.00000000,1.75954351,1.77776722
-4.83541771,4.80265305,0.02532421,0.32626444,0.57173384,0.86009490,1.59571378,0.00000000,1.76855547,1.83055310
-4.82941471,4.83480406,0.02554196,0.32653183,0.56251902,0.85453467,1.58417592,0.00000000,1.77317966,1.87929346
-4.82341171,4.85507365,0.02574219,0.32675296,0.55144333,0.84595505,1.56926993,0.00000000,1.77336623,1.92388882
-4.81740870,4.86436817,0.02593264,0.32701368,0.53872257,0.83463991,1.55165800,0.00000000,1.76915761,1.96439066
-4.81140570,4.86388567,0.02612124,0.32739577,0.52460660,0.82092396,1.53207707,0.00000000,1.76069140,2.00100289
-4.80540270,4.85508273,0.02631585,0.32797276,0.50937258,0.80518340,1.51131916,0.00000000,1.74819914,2.03407643
-4.79939970,4.83962964,0.02652403,0.32880592,0.49331717,0.78782517,1.49020897,0.00000000,1.73200100,2.06409678
-4.79339670,4.81935513,0.02675277,0.32994071,0.47674800,0.76927511,1.46957959,0.00000000,1.71249643,2.09166464
-4.78739370,4.79618298,0.02700819,0.33140368,0.45997471,0.74996556,1.45024718,0.00000000,1.69015111,2.11747035
-4.78139070,4.77206290,0.02729534,0.33320035,0.44329996,0.73032293,1.43298567,0.00000000,1.66548098,2.14226289
-4.77538769,4.74889881,0.02761791,0.33531382,0.42701084,0.71075574,1.41850232,0.00000000,1.63903411,2.16681483
-4.76938469,4.72847770,0.02797807,0.33770468,0.41137090,0.69164374,1.40741538,0.00000000,1.61137134,2.19188476
-4.76338169,4.71240244,0.02837631,0.34031188,0.39661324,0.67332834,1.40023453,0.00000000,1.58304706,2.21817899
-4.75737869,4.70203164,0.02881135,0.34305490,0.38293493,0.65610503,1.39734511,0.00000000,1.55459086,2.24631436
-4.75137569,4.69842960,0.02928012,0.34583697,0.37049294,0.64021787,1.39899675,0.00000000,1.52649159,2.27678408
-4.74537269,4.70232872,0.02977782,0.34854936,0.35940172,0.62585630,1.40529681,0.00000000,1.49918436,2.30992834
-4.73936968,4.71410628,0.03029806,0.35107651,0.34973253,0.61315435,1.41620911,0.00000000,1.47304158,2.34591134
-4.73336668,4.73377690,0.03083308,0.35330182,0.34151451,0.60219221,1.43155786,0.00000000,1.44836833,2.38470599
-4.72736368,4.76100083,0.03137399,0.35511387,0.33473739,0.59299988,1.45103671,0.00000000,1.42540253,2.42608718
-4.72136068,4.79510804,0.03191115,0.35641273,0.32935566,0.58556288,1.47422259,0.00000000,1.40431970,2.46963415
-4.71535768,4.83513677,0.03243455,0.35711616,0.32529407,0.57982934,1.50059374,0.00000000,1.38524207,2.51474201
-4.70935468,4.87988477,0.03293424,0.35716529,0.32245397,0.57571833,1.52955119,0.00000000,1.36825144,2.56064190
-4.70335168,4.92797076,0.03340073,0.35652971,0.32072054,0.57312881,1.56044294,0.00000000,1.35340494,2.60642898
-4.69734867,4.97790327,0.03382543,0.35521145,0.31997014,0.57194880,1.59258966,0.00000000,1.34075269,2.65109694
-4.69134567,5.02815337,0.03420105,0.35324793,0.32007782,0.57206413,1.62531103,0.00000000,1.33035622,2.69357749
-4.68534267,5.07722807,0.03452195,0.35071357,0.32092439,0.57336661,1.65795161,0.00000000,1.32230641,2.73278282
-4.67933967,5.12374074,0.03478439,0.34771996,0.32240284,0.57576090,1.68990506,0.00000000,1.31673992,2.76764934
-4.67333667,5.16647539,0.03498678,0.34441472,0.32442384,0.57916993,1.72063596,0.00000000,1.31385283,2.79718035
-4.66733367,5.20444177,0.03512971,0.34097882,0.32691998,0.58353859,1.74969800,0.00000000,1.31391067,2.82048600
-4.66133067,5.23691876,0.03521607,0.33762271,0.32984870,0.58883549,1.77674811,0.00000000,1.31725415,2.83681848
-4.65532766,5.26348425,0.03525085,0.33458119,0.33319362,0.59505276,1.80155573,0.00000000,1.32429989,2.84560119
-4.64932466,5.28403018,0.03524104,0.33210729,0.33696439,0.60220392,1.82400689,0.00000000,1.33553614,2.84645054
-4.64332166,5.29876219,0.03519534,0.33046536,0.34119490,0.61031996,1.84410303,0.00000000,1.35151338,2.83918955
