energy_ev,total_up,Bi_p_up,Bi_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,1.32014176,0.34516868,0.01151316,0.19493885,1.07122964,0.04719544,0.00000000
-5.99399700,1.36885562,0.35850418,0.01174796,0.20706645,1.10794365,0.05210100,0.00000000
-5.98799400,1.42039481,0.37315826,0.01202899,0.22063385,1.14623302,0.05742102,0.00000000
-5.98199100,1.47419605,0.38890621,0.01235391,0.23552521,1.18565560,0.06313681,0.00000000
-5.97598799,1.52967050,0.40550899,0.01271996,0.25160130,1.22576297,0.06922183,0.00000000
-5.96998499,1.58620787,0.42271759,0.01312389,0.26869862,1.26610504,0.07564098,0.00000000
-5.96398199,1.64318115,0.44027737,0.01356186,0.28662951,1.30623451,0.08235002,0.00000000
-5.95797899,1.69995196,0.45793244,0.01402940,0.30518324,1.34571113,0.08929561,0.00000000
-5.95197599,1.75587665,0.47542985,0.01452136,0.32412822,1.38410609,0.09641567,0.00000000
-5.94597299,1.81031353,0.49252354,0.01503199,0.34321528,1.42100635,0.10364040,0.00000000
-5.93996998,1.86263094,0.50897798,0.01555490,0.36218225,1.45601902,0.11089363,0.00000000
-5.93396698,1.91221636,0.52457132,0.01608322,0.38075943,1.48877591,0.11809478,0.00000000
-5.92796398,1.95848634,0.53909821,0.01660967,0.39867619,1.51893803,0.12516114,0.00000000
-5.92196098,2.00089699,0.55237206,0.01712675,0.41566814,1.54620013,0.13201049,0.00000000
-5.91595798,2.03895470,0.56422689,0.01762692,0.43148493,1.57029500,0.13856394,0.00000000
-5.90995498,2.07222673,0.57451869,0.01810278,0.44589810,1.59099744,0.14474881,0.00000000
-5.90395198,2.10035108,0.58312639,0.01854731,0.45870891,1.60812773,0.15050143,0.00000000
-5.89794897,2.12304523,0.58995243,0.01895405,0.46975550,1.62155438,0.15576977,0.00000000
-5.89194597,2.14011323,0.59492297,0.01931728,0.47891920,1.63119593,0.16051557,0.00000000
-5.88594297,2.15145069,0.59798787,0.01963222,0.48612966,1.63702173,0.16471612,0.00000000
-5.87993997,2.15704731,0.59912043,0.01989507,0.49136836,1.63905150,0.16836525,0.00000000
-5.87393697,2.15698667,0.59831685,0.02010317,0.49467032,1.63735372,0.17147375,0.00000000
-5.86793397,2.15144326,0.59559562,0.02025497,0.49612395,1.63204272,0.17406895,0.00000000
-5.86193097,2.14067658,0.59099670,0.02035002,0.49586869,1.62327463,0.17619361,0.00000000
-5.85592796,2.12502266,0.58458060,0.02038892,0.49409080,1.61124232,0.17790408,0.00000000
-5.84992496,2.10488317,0.57642732,0.02037319,0.49101706,1.59616950,0.17926771,0.00000000
-5.84392196,2.08071265,0.56663504,0.02030512,0.48690683,1.57830423,0.18035988,0.00000000
-5.83791896,2.05300430,0.55531883,0.02018765,0.48204268,1.55791212,0.18126051,0.00000000
-5.83191596,2.02227499,0.54260897,0.02002416,0.47671982,1.53526952,0.18205032,0.00000000
-5.82591296,1.98905004,0.52864923,0.01981829,0.47123504,1.51065694,0.18280711,0.00000000
-5.81990995,1.95384861,0.51359484,0.01957380,0.46587526,1.48435314,0.18360205,0.00000000
-5.81390695,1.91717009,0.49761030,0.01929445,0.46090647,1.45662988,0.18449625,0.00000000
-5.80790395,1.87948215,0.48086702,0.01898384,0.45656337,1.42774777,0.18553789,0.00000000
-5.80190095,1.84121102,0.46354077,0.01864534,0.45304010,1.39795330,0.18675973,0.00000000
-5.79589795,1.80273420,0.44580907,0.01828211,0.45048269,1.36747709,0.18817749,0.00000000
-5.78989495,1.76437596,0.42784853,0.01789702,0.44898330,1.33653342,0.18978889,0.00000000
-5.78389195,1.72640570,0.40983223,0.01749270,0.44857669,1.30532101,0.19157353,0.00000000
-5.77788894,1.68903912,0.39192723,0.01707162,0.44923904,1.27402499,0.19349362,0.00000000
-5.77188594,1.65244206,0.37429228,0.01663613,0.45088915,1.24281966,0.19549546,0.00000000
-5.76588294,1.61673667,0.35707584,0.01618858,0.45339206,1.21187215,0.19751165,0.00000000
-5.75987994,1.58200942,0.34041434,0.01573137,0.45656487,1.18134630,0.19946394,0.00000000
-5.75387694,1.54832056,0.32443093,0.01526706,0.46018462,1.15140674,0.20126660,0.00000000
-5.74787394,1.51571422,0.30923458,0.01479845,0.46399784,1.12222263,0.20283007,0.00000000
-5.74187094,1.48422864,0.29491952,0.01432860,0.46773136,1.09397079,0.20406490,0.00000000
-5.73586793,1.45390571,0.28156517,0.01386090,0.47110404,1.06683780,0.20488561,0.00000000
-5.72986493,1.42479935,0.26923621,0.01339902,0.47383870,1.04102076,0.20521451,0.00000000
-5.72386193,1.39698187,0.25798309,0.01294693,0.47567403,1.01672663,0.20498509,0.00000000
-5.71785893,1.37054817,0.24784250,0.01250881,0.47637571,0.99416962,0.20414507,0.00000000
-5.71185593,1.34561708,0.23883813,0.01208896,0.47574650,0.97356703,0.20265875,0.00000000
-5.70585293,1.32233000,0.23098125,0.01169173,0.47363465,0.95513318,0.20050878,0.00000000
-5.69984992,1.30084659,0.22427140,0.01132135,0.46994062,0.93907189,0.19769711,0.00000000
-5.69384692,1.28133795,0.21869688,0.01098183,0.46462153,0.92556769,0.19424527,0.00000000
-5.68784392,1.26397755,0.21423516,0.01067678,0.45769354,0.91477633,0.19019377,0.00000000
-5.68184092,1.24893066,0.21085323,0.01040936,0.44923184,0.90681500,0.18560092,0.00000000
-5.67583792,1.23634291,0.20850779,0.01018208,0.43936860,0.90175297,0.18054092,0.00000000
-5.66983492,1.22632889,0.20714556,0.00999674,0.42828880,0.89960340,0.17510152,0.00000000
-5.66383192,1.21896172,0.20670353,0.00985439,0.41622450,0.90031680,0.16938121,0.00000000
-5.65782891,1.21426443,0.20710944,0.00975527,0.40344756,0.90377699,0.16348624,0.00000000
-5.65182591,1.21220385,0.20828247,0.00969880,0.39026138,0.90979994,0.15752746,0.00000000
-5.64582291,1.21268789,0.21013425,0.00968369,0.37699197,0.91813589,0.15161722,0.00000000
-5.63981991,1.21556635,0.21257017,0.00970795,0.36397873,0.92847509,0.14586644,0.00000000
-5.63381691,1.22063568,0.21549112,0.00976908,0.35156512,0.94045695,0.14038192,0.00000000
-5.62781391,1.22764748,0.21879557,0.00986416,0.34008980,0.95368253,0.13526396,0.00000000
-5.62181091,1.23632037,0.22238194,0.00999010,0.32987818,0.96772984,0.13060441,0.00000000
-5.61580790,1.24635464,0.22615123,0.01014378,0.32123466,0.98217128,0.12648503,0.00000000
-5.60980490,1.25744881,0.23000969,0.01032228,0.31443569,0.99659245,0.12297634,0.00000000
-5.60380190,1.26931701,0.23387151,0.01052304,0.30972361,1.01061125,0.12013677,0.00000000
-5.59779890,1.28170619,0.23766127,0.01074412,0.30730132,1.02389632,0.11801208,0.00000000
-5.59179590,1.29441180,0.24131609,0.01098425,0.30732781,1.03618374,0.11663514,0.00000000
-5.58579290,1.30729113,0.24478723,0.01124303,0.30991437,1.04729108,0.11602583,0.00000000
-5.57978989,1.32027315,0.24804113,0.01152098,0.31512167,1.05712786,0.11619105,0.00000000
-5.57378689,1.33336424,0.25105982,0.01181952,0.32295748,1.06570187,0.11712494,0.00000000
-5.56778389,1.34664948,0.25384051,0.01214102,0.33337528,1.07312088,0.11880911,0.00000000
-5.56178089,1.36028913,0.25639462,0.01248866,0.34627368,1.07958963,0.12121291,0.00000000
-5.55577789,1.37451071,0.25874617,0.01286634,0.36149680,1.08540222,0.12429390,0.00000000
-5.54977489,1.38959713,0.26092962,0.01327845,0.37883576,1.09093022,0.12799828,0.00000000
-5.54377189,1.40587145,0.26298749,0.01372974,0.39803134,1.09660732,0.13226166,0.00000000
-5.53776888,1.42367955,0.26496772,0.01422501,0.41877805,1.10291110,0.13700987,0.00000000
-5.53176588,1.44337149,0.26692118,0.01476890,0.44072955,1.11034309,0.14216015,0.00000000
-5.52576288,1.46528289,0.26889929,0.01536560,0.46350560,1.11940803,0.14762256,0.00000000
-5.51975988,1.48971741,0.27095215,0.01601866,0.48670044,1.13059341,0.15330174,0.00000000
-5.51375688,1.51693129,0.27312705,0.01673067,0.50989247,1.14435032,0.15909894,0.00000000
-5.50775388,1.54712080,0.27546770,0.01750314,0.53265503,1.16107634,0.16491441,0.00000000
-5.50175088,1.58041315,0.27801395,0.01833630,0.55456800,1.18110132,0.17064994,0.00000000
-5.49574787,1.61686126,0.28080216,0.01922895,0.57522983,1.20467641,0.17621160,0.00000000
-5.48974487,1.65644231,0.28386605,0.02017844,0.59426944,1.23196672,0.18151245,0.00000000
-5.48374187,1.69905995,0.28723777,0.02118061,0.61135761,1.26304757,0.18647525,0.00000000
-5.47773887,1.74454970,0.29094926,0.02222981,0.62621723,1.29790428,0.19103489,0.00000000
-5.47173587,1.79268685,0.29503348,0.02331901,0.63863195,1.33643505,0.19514042,0.00000000
-5.46573287,1.84319610,0.29952533,0.02443986,0.64845273,1.37845662,0.19875665,0.00000000
-5.45972986,1.89576222,0.30446218,0.02558292,0.65560196,1.42371196,0.20186514,0.00000000
-5.45372686,1.95004073,0.30988373,0.02673779,0.66007481,1.47187956,0.20446442,0.00000000
-5.44772386,2.00566800,0.31583112,0.02789338,0.66193771,1.52258349,0.20656961,0.00000000
-5.44172086,2.06227000,0.32234520,0.02903813,0.66132404,1.57540384,0.20821120,0.00000000
-5.43571786,2.11946939,0.32946408,0.03016029,0.65842705,1.62988688,0.20943314,0.00000000
-5.42971486,2.17689046,0.33721985,0.03124818,0.65349047,1.68555456,0.21029036,0.00000000
-5.42371186,2.23416198,0.34563482,0.03229047,0.64679711,1.74191311,0.21084572,0.00000000
-5.41770885,2.29091801,0.35471735,0.03327642,0.63865614,1.79846040,0.21116660,0.00000000
-5.41170585,2.34679692,0.36445757,0.03419618,0.62938956,1.85469213,0.21132133,0.00000000
-5.40570285,2.40143904,0.37482335,0.03504096,0.61931852,1.91010691,0.21137557,0.00000000
-5.39969985,2.45448353,0.38575671,0.03580326,0.60875022,1.96421021,0.21138887,0.00000000
-5.39369685,2.50556490,0.39717101,0.03647704,0.59796593,2.01651757,0.21141157,0.00000000
-5.38769385,2.55430997,0.40894926,0.03705784,0.58721072,2.06655726,0.21148218,0.00000000
-5.38169085,2.60033567,0.42094369,0.03754285,0.57668530,2.11387268,0.21162542,0.00000000
-5.37568784,2.64324827,0.43297671,0.03793099,0.56654035,2.15802474,0.21185095,0.00000000
-5.36968484,2.68264442,0.44484346,0.03822286,0.55687345,2.19859462,0.21215290,0.00000000
-5.36368184,2.71811423,0.45631581,0.03842072,0.54772871,2.23518699,0.21251015,0.00000000
-5.35767884,2.74924657,0.46714780,0.03852838,0.53909895,2.26743382,0.21288740,0.00000000
-5.35167584,2.77563645,0.47708230,0.03855104,0.53093026,2.29499898,0.21323691,0.00000000
-5.34567284,2.79689434,0.48585867,0.03849518,0.52312853,2.31758352,0.21350086,0.00000000
-5.33966983,2.81265709,0.49322106,0.03836828,0.51556760,2.33493142,0.21361412,0.00000000
-5.33366683,2.82259991,0.49892699,0.03817865,0.50809844,2.34683590,0.21350741,0.00000000
-5.32766383,2.82644888,0.50275589,0.03793513,0.50055902,2.35314564,0.21311055,0.00000000
-5.32166083,2.82399338,0.50451710,0.03764689,0.49278416,2.35377094,0.21235576,0.00000000
-5.31565783,2.81509764,0.50405706,0.03732313,0.48461504,2.34868920,0.21118075,0.00000000
-5.30965483,2.79971090,0.50126532,0.03697286,0.47590785,2.33794947,0.20953163,0.00000000
-5.30365183,2.77787547,0.49607907,0.03660464,0.46654121,2.32167565,0.20736527,0.00000000
-5.29764882,2.74973224,0.48848610,0.03622637,0.45642220,2.30006810,0.20465128,0.00000000
-5.29164582,2.71552322,0.47852586,0.03584508,0.44549068,2.27340324,0.20137334,0.00000000
-5.28564282,2.67559090,0.46628895,0.03546679,0.43372193,2.24203121,0.19753004,0.00000000
-5.27963982,2.63037425,0.45191466,0.03509639,0.42112759,2.20637131,0.19313502,0.00000000
-5.27363682,2.58040168,0.43558709,0.03473751,0.40775495,2.16690537,0.18821664,0.00000000
-5.26763382,2.52628103,0.41752986,0.03439250,0.39368490,2.12416927,0.18281706,0.00000000
-5.26163082,2.46868704,0.39799966,0.03406244,0.37902865,2.07874278,0.17699097,0.00000000
-5.25562781,2.40834697,0.37727907,0.03374715,0.36392348,2.03123810,0.17080391,0.00000000
-5.24962481,2.34602481,0.35566888,0.03344530,0.34852794,1.98228767,0.16433037,0.00000000
-5.24362181,2.28250489,0.33348025,0.03315453,0.33301661,1.93253149,0.15765170,0.00000000
-5.23761881,2.21857548,0.31102703,0.03287161,0.31757486,1.88260460,0.15085405,0.00000000
-5.23161581,2.15501299,0.28861855,0.03259265,0.30239368,1.83312512,0.14402621,0.00000000
-5.22561281,2.09256734,0.26655304,0.03231334,0.28766486,1.78468321,0.13725764,0.00000000
-5.21960980,2.03194893,0.24511187,0.03202917,0.27357662,1.73783126,0.13063664,0.00000000
-5.21360680,1.97381736,0.22455485,0.03173566,0.26030986,1.69307555,0.12424868,0.00000000
-5.20760380,1.91877223,0.20511641,0.03142869,0.24803485,1.65086946,0.11817492,0.00000000
-5.20160080,1.86734582,0.18700294,0.03110464,0.23690860,1.61160825,0.11249101,0.00000000
-5.19559780,1.81999769,0.17039100,0.03076064,0.22707263,1.57562524,0.10726599,0.00000000
-5.18959480,1.77711080,0.15542645,0.03039475,0.21865127,1.54318935,0.10256145,0.00000000
-5.18359180,1.73898906,0.14222434,0.03000602,0.21175015,1.51450367,0.09843078,0.00000000
-5.17758879,1.70585589,0.13086941,0.02959462,0.20645509,1.48970496,0.09491852,0.00000000
-5.17158579,1.67785355,0.12141706,0.02916179,0.20283099,1.46886367,0.09205989,0.00000000
-5.16558279,1.65504313,0.11389466,0.02870983,0.20092098,1.45198467,0.08988027,0.00000000
-5.15957979,1.63740492,0.10830308,0.02824195,0.20074555,1.43900823,0.08839483,0.00000000
-5.15357679,1.62483941,0.10461834,0.02776213,0.20230184,1.42981153,0.08760820,0.00000000
-5.14757379,1.61716883,0.10279326,0.02727492,0.20556312,1.42421068,0.08751426,0.00000000
-5.14157079,1.61413964,0.10275923,0.02678522,0.21047843,1.42196344,0.08809593,0.00000000
-5.13556778,1.61542612,0.10442784,0.02629804,0.21697269,1.42277297,0.08932531,0.00000000
-5.12956478,1.62063566,0.10769272,0.02581824,0.22494720,1.42629271,0.09116383,0.00000000
-5.12356178,1.62931588,0.11243130,0.02535038,0.23428080,1.43213286,0.09356275,0.00000000
-5.11755878,1.64096405,0.11850684,0.02489849,0.24483175,1.43986857,0.09646394,0.00000000
-5.11155578,1.65503897,0.12577056,0.02446597,0.25644039,1.44905005,0.09980092,0.00000000
-5.10555278,1.67097534,0.13406412,0.02405550,0.26893265,1.45921454,0.10350027,0.00000000
-5.09954977,1.68820051,0.14322229,0.02366905,0.28212437,1.46990007,0.10748340,0.00000000
-5.09354677,1.70615314,0.15307606,0.02330792,0.29582634,1.48066073,0.11166852,0.00000000
-5.08754377,1.72430334,0.16345587,0.02297283,0.30984993,1.49108282,0.11597294,0.00000000
-5.08154077,1.74217330,0.17419516,0.02266412,0.32401311,1.50080138,0.12031554,0.00000000
-5.07553777,1.75935753,0.18513403,0.02238188,0.33814653,1.50951617,0.12461923,0.00000000
-5.06953477,1.77554145,0.19612284,0.02212621,0.35209941,1.51700632,0.12881349,0.00000000
-5.06353177,1.79051739,0.20702570,0.02189739,0.36574489,1.52314261,0.13283666,0.00000000
-5.05752876,1.80419656,0.21772349,0.02169611,0.37898445,1.52789658,0.13663802,0.00000000
-5.05152576,1.81661619,0.22811653,0.02152358,0.39175122,1.53134555,0.14017939,0.00000000
-5.04552276,1.82794088,0.23812635,0.02138169,0.40401178,1.53367307,0.14343631,0.00000000
-5.03951976,1.83845774,0.24769676,0.02127300,0.41576628,1.53516423,0.14639859,0.00000000
-5.03351676,1.84856504,0.25679388,0.02120076,0.42704694,1.53619591,0.14907025,0.00000000
-5.02751376,1.85875477,0.26540523,0.02116882,0.43791468,1.53722201,0.15146883,0.00000000
-5.02151076,1.86958961,0.27353778,0.02118141,0.44845422,1.53875439,0.15362411,0.00000000
-5.01550775,1.88167546,0.28121513,0.02124300,0.45876788,1.54134017,0.15557621,0.00000000
-5.00950475,1.89563104,0.28847387,0.02135798,0.46896820,1.54553685,0.15737338,0.00000000
-5.00350175,1.91205613,0.29535945,0.02153040,0.47917018,1.55188636,0.15906937,0.00000000
-4.99749875,1.93150058,0.30192167,0.02176366,0.48948333,1.56088973,0.16072080,0.00000000
-4.99149575,1.95443591,0.30821022,0.02206026,0.50000420,1.57298394,0.16238441,0.00000000
-4.98549275,1.98123151,0.31427040,0.02242153,0.51080988,1.58852246,0.16411467,0.00000000
-4.97948974,2.01213713,0.32013958,0.02284747,0.52195303,1.60776078,0.16596164,0.00000000
-4.97348674,2.04727301,0.32584431,0.02333667,0.53345869,1.63084813,0.16796943,0.00000000
-4.96748374,2.08662854,0.33139866,0.02388628,0.54532323,1.65782587,0.17017525,0.00000000
-4.96148074,2.13006985,0.33680364,0.02449208,0.55751563,1.68863308,0.17260905,0.00000000
-4.95547774,2.17735596,0.34204791,0.02514870,0.56998096,1.72311887,0.17529396,0.00000000
-4.94947474,2.22816266,0.34710976,0.02584984,0.58264593,1.76106093,0.17824722,0.00000000
-4.94347174,2.28211264,0.35196007,0.02658863,0.59542615,1.80218888,0.18148174,0.00000000
-4.93746873,2.33880980,0.35656629,0.02735801,0.60823456,1.84621114,0.18500794,0.00000000
-4.93146573,2.39787541,0.36089686,0.02815111,0.62099047,1.89284313,0.18883584,0.00000000
-4.92546273,2.45898336,0.36492600,0.02896172,0.63362850,1.94183490,0.19297707,0.00000000
-4.91945973,2.52189192,0.36863826,0.02978458,0.64610665,1.99299607,0.19744665,0.00000000
-4.91345673,2.58646926,0.37203261,0.03061575,0.65841292,2.04621585,0.20226431,0.00000000
-4.90745373,2.65271054,0.37512560,0.03145285,0.67056969,2.10147662,0.20745516,0.00000000
-4.90145073,2.72074479,0.37795343,0.03229511,0.68263562,2.15885943,0.21304951,0.00000000
-4.89544772,2.79083036,0.38057248,0.03314347,0.69470443,2.21854076,0.21908189,0.00000000
-4.88944472,2.86333862,0.38305836,0.03400039,0.70690077,2.28078006,0.22558901,0.00000000
-4.88344172,2.93872639,0.38550345,0.03486965,0.71937292,2.34589852,0.23260701,0.00000000
-4.87743872,3.01749815,0.38801279,0.03575600,0.73228300,2.41425007,0.24016782,0.00000000
-4.87143572,3.10016039,0.39069889,0.03666471,0.74579491,2.48618610,0.24829504,0.00000000
-4.86543272,3.18717039,0.39367533,0.03760110,0.76006082,2.56201603,0.25699948,0.00000000
-4.85942971,3.27888289,0.39704993,0.03856998,0.77520711,2.64196625,0.26627467,0.00000000
-4.85342671,3.37549789,0.40091761,0.03957513,0.79132053,2.72614004,0.27609270,0.00000000
