energy_ev,total_up,Hg_p_up,Hg_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.78389195,4.02741367,0.06682553,3.50019016,0.00516428,0.12612781,0.02355146,0.01465483,0.23580658
-5.77788894,3.98896125,0.06848713,3.44232590,0.00527564,0.12130388,0.02481182,0.01617226,0.25146734
-5.77188594,3.96321101,0.07072702,3.39369137,0.00543668,0.11657668,0.02627383,0.01790856,0.26896295
-5.76588294,3.94968347,0.07352566,3.35377876,0.00565573,0.11198374,0.02793499,0.01988632,0.28827450
-5.75987994,3.94778137,0.07685732,3.32200269,0.00594188,0.10756303,0.02979059,0.02213188,0.30935002
-5.75387694,3.95677706,0.08069016,3.29768971,0.00630495,0.10335151,0.03183362,0.02467635,0.33210290
-5.74787394,3.97580675,0.08498649,3.28007278,0.00675551,0.09938362,0.03405491,0.02755658,0.35641165
-5.74187094,4.00387314,0.08970327,3.26829203,0.00730481,0.09569001,0.03644316,0.03081637,0.38212103
-5.73586793,4.03985709,0.09479284,3.26140240,0.00796476,0.09229648,0.03898530,0.03450762,0.40904465
-5.72986493,4.08253863,0.10020383,3.25838853,0.00874782,0.08922319,0.04166674,0.03869145,0.43696899
-5.72386193,4.13062638,0.10588230,3.25818637,0.00966688,0.08648413,0.04447183,0.04343926,0.46565865
-5.71785893,4.18279404,0.11177298,3.25971051,0.01073504,0.08408702,0.04738434,0.04883360,0.49486270
-5.71185593,4.23772195,0.11782061,3.26188560,0.01196543,0.08203335,0.05038796,0.05496865,0.52432172
-5.70585293,4.29414100,0.12397131,3.26368017,0.01337087,0.08031883,0.05346683,0.06195042,0.55377532
-5.69984992,4.35087632,0.13017385,3.26414058,0.01496355,0.07893394,0.05660602,0.06989633,0.58296970
-5.69384692,4.40688772,0.13638086,3.26242296,0.01675460,0.07786476,0.05979199,0.07893418,0.61166485
-5.68784392,4.46130423,0.14254980,3.25782111,0.01875369,0.07709377,0.06301290,0.08920043,0.63964105
-5.68184092,4.51345038,0.14864374,3.24978853,0.02096853,0.07660080,0.06625890,0.10083758,0.66670442
-5.67583792,4.56286235,0.15463182,3.23795312,0.02340437,0.07636389,0.06952223,0.11399073,0.69269107
-5.66983492,4.60929282,0.16048944,3.22212376,0.02606357,0.07636015,0.07279717,0.12880327,0.71746982
-5.66383192,4.65270402,0.16619812,3.20228812,0.02894505,0.07656643,0.07607992,0.14541165,0.74094336
-5.65782891,4.69324932,0.17174515,3.17860211,0.03204399,0.07695992,0.07936823,0.16393937,0.76304777
-5.65182591,4.73124436,0.17712282,3.15137155,0.03535140,0.07751860,0.08266105,0.18449039,0.78375056
-5.64582291,4.76712939,0.18232765,3.12102715,0.03885392,0.07822154,0.08595795,0.20714191,0.80304738
-5.63981991,4.80142501,0.18735926,3.08809447,0.04253365,0.07904903,0.08925859,0.23193714,0.82095764
-5.63381691,4.83468389,0.19221929,3.05316054,0.04636816,0.07998265,0.09256202,0.25887794,0.83751934
-5.62781391,4.86744121,0.19691023,3.01683911,0.05033060,0.08100520,0.09586610,0.28791800,0.85278340
-5.62181091,4.90016656,0.20143426,2.97973637,0.05438994,0.08210054,0.09916687,0.31895675,0.86680784
-5.61580790,4.93321994,0.20579220,2.94241901,0.05851136,0.08325347,0.10245801,0.35183445,0.87965219
-5.60980490,4.96681413,0.20998264,2.90538606,0.06265675,0.08444946,0.10573039,0.38632882,0.89137229
-5.60380190,5.00098516,0.21400110,2.86904582,0.06678533,0.08567445,0.10897172,0.42215349,0.90201575
-5.59779890,5.03557238,0.21783954,2.83369873,0.07085435,0.08691468,0.11216631,0.45895874,0.91161831
-5.59179590,5.07020867,0.22148592,2.79952656,0.07481980,0.08815645,0.11529501,0.49633448,0.92020105
-5.58579290,5.10432107,0.22492402,2.76658814,0.07863730,0.08938600,0.11833524,0.53381591,0.92776868
-5.57978989,5.13714140,0.22813346,2.73482118,0.08226282,0.09058934,0.12126118,0.57089151,0.93430869
-5.57378689,5.16772608,0.23108987,2.70404970,0.08565353,0.09175219,0.12404411,0.60701361,0.93979146
-5.56778389,5.19498377,0.23376515,2.67399622,0.08876852,0.09285987,0.12665279,0.64161102,0.94417109
-5.56178089,5.21770951,0.23612798,2.64429777,0.09156957,0.09389729,0.12905408,0.67410350,0.94738700
-5.55577789,5.23462364,0.23814437,2.61452449,0.09402175,0.09484896,0.13121350,0.70391750,0.94936604
-5.54977489,5.24441360,0.23977835,2.58420010,0.09609400,0.09569898,0.13309600,0.73050267,0.95002499
-5.54377189,5.24577721,0.24099271,2.55282286,0.09775963,0.09643121,0.13466672,0.75334847,0.94927353
-5.53776888,5.23746560,0.24174993,2.51988649,0.09899674,0.09702932,0.13589182,0.77200013,0.94701739
-5.53176588,5.21832447,0.24201309,2.48489996,0.09978851,0.09747707,0.13673933,0.78607332,0.94316173
-5.52576288,5.18733241,0.24174695,2.44740596,0.10012350,0.09775853,0.13718008,0.79526695,0.93761474
-5.51975988,5.14363532,0.24091907,2.40699721,0.09999580,0.09785844,0.13718851,0.79937334,0.93029128
-5.51375688,5.08657599,0.23950092,2.36333064,0.09940515,0.09776257,0.13674357,0.79828546,0.92111672
-5.50775388,5.01571830,0.23746918,2.31613911,0.09835694,0.09745826,0.13582947,0.79200079,0.91003069
-5.50175088,4.93086541,0.23480688,2.26524057,0.09686221,0.09693484,0.13443646,0.78062170,0.89699093
-5.49574787,4.83207173,0.23150454,2.21054470,0.09493750,0.09618419,0.13256140,0.76435223,0.88197687
-5.48974487,4.71964839,0.22756129,2.15205699,0.09260465,0.09520129,0.13020830,0.74349150,0.86499307
-5.48374187,4.59416194,0.22298572,2.08988019,0.08989053,0.09398467,0.12738855,0.71842401,0.84607213
-5.47773887,4.45642652,0.21779656,2.02421336,0.08682665,0.09253687,0.12412117,0.68960734,0.82527709
-5.47173587,4.30748930,0.21202312,1.95534823,0.08344871,0.09086474,0.12043263,0.65755771,0.80270303
-5.46573287,4.14860967,0.20570534,1.88366319,0.07979598,0.08897962,0.11635660,0.62283414,0.77847768
-5.45972986,3.98123237,0.19889350,1.80961473,0.07591073,0.08689737,0.11193342,0.58602180,0.75276101
-5.45372686,3.80695525,0.19164756,1.73372661,0.07183741,0.08463822,0.10720933,0.54771535,0.72574353
-5.44772386,3.62749234,0.18403609,1.65657681,0.06762193,0.08222637,0.10223552,0.50850286,0.69764338
-5.44172086,3.44463317,0.17613475,1.57878259,0.06331076,0.07968945,0.09706696,0.46895088,0.66870213
-5.43571786,3.26019958,0.16802459,1.50098396,0.05895006,0.07705781,0.09176114,0.42959126,0.63917944
-5.42971486,3.07600116,0.15978993,1.42382605,0.05458487,0.07436355,0.08637663,0.39091004,0.60934665
-5.42371186,2.89379097,0.15151610,1.34794100,0.05025818,0.07163956,0.08097171,0.35333872,0.57947964
-5.41770885,2.71522283,0.14328710,1.27392989,0.04601025,0.06891841,0.07560286,0.31724800,0.54985121
-5.41170585,2.54181199,0.13518323,1.20234543,0.04187783,0.06623122,0.07032344,0.28294407,0.52072331
-5.40570285,2.37490030,0.12727887,1.13367624,0.03789362,0.06360660,0.06518244,0.25066736,0.49233945
-5.39969985,2.21562755,0.11964047,1.06833323,0.03408581,0.06106964,0.06022341,0.22059342,0.46491782
-5.39369685,2.06490980,0.11232483,1.00663884,0.03047774,0.05864109,0.05548358,0.19283587,0.43864527
-5.38769385,1.92342566,0.10537780,0.94881952,0.02708776,0.05633671,0.05099326,0.16745088,0.41367254
-5.38169085,1.79161097,0.09883345,0.89500198,0.02392921,0.05416685,0.04677549,0.14444293,0.39011111
-5.37568784,1.66966192,0.09271367,0.84521323,0.02101048,0.05213630,0.04284590,0.12377151,0.36803155
-5.36968484,1.55754644,0.08702833,0.79938455,0.01833535,0.05024436,0.03921294,0.10535824,0.34746370
-5.36368184,1.45502303,0.08177587,0.75735908,0.01590329,0.04848521,0.03587826,0.08909424,0.32839856
-5.35767884,1.36166621,0.07694430,0.71890277,0.01370991,0.04684853,0.03283730,0.07484734,0.31079171
-5.35167584,1.27689719,0.07251265,0.68371803,0.01174749,0.04532022,0.03008012,0.06246893,0.29456817
-5.34567284,1.20001830,0.06845264,0.65145944,0.01000554,0.04388342,0.02759226,0.05180024,0.27962831
-5.33966983,1.13024953,0.06473051,0.62175070,0.00847137,0.04251950,0.02535578,0.04267793,0.26585454
-5.33366683,1.06676556,0.06130905,0.59420212,0.00713064,0.04120920,0.02335025,0.03493881,0.25311849
-5.32766383,1.00873164,0.05814953,0.56842760,0.00596793,0.03993369,0.02155375,0.02842386,0.24128813
-5.32166083,0.95533675,0.05521351,0.54406048,0.00496724,0.03867559,0.01994382,0.02298126,0.23023462
-5.31565783,0.90582298,0.05246460,0.52076754,0.00411242,0.03741986,0.01849833,0.01846877,0.21983858
-5.30965483,0.85950986,0.04986981,0.49826052,0.00338757,0.03615457,0.01719619,0.01475526,0.20999538
-5.30365183,0.81581311,0.04740070,0.47630483,0.00277739,0.03487138,0.01601794,0.01172171,0.20061942
-5.29764882,0.77425743,0.04503416,0.45472516,0.00226738,0.03356593,0.01494621,0.00926156,0.19164709
-5.29164582,0.73448321,0.04275286,0.43340793,0.00184407,0.03223796,0.01396600,0.00728068,0.18303855
-5.28564282,0.69624745,0.04054536,0.41230072,0.00149515,0.03089118,0.01306482,0.00569695,0.17477825
-5.27963982,0.65941949,0.03840593,0.39140893,0.00120952,0.02953299,0.01223272,0.00443958,0.16687426
-5.27363682,0.62397226,0.03633407,0.37079004,0.00097733,0.02817407,0.01146215,0.00344830,0.15935669
-5.26763382,0.58996987,0.03433388,0.35054595,0.00078999,0.02682774,0.01074777,0.00267234,0.15227526
-5.26163082,0.55755286,0.03241322,0.33081401,0.00064011,0.02550933,0.01008620,0.00206948,0.14569635
-5.25562781,0.52692174,0.03058276,0.31175722,0.00052147,0.02423539,0.00947567,0.00160503,0.13969975
-5.24962481,0.49832025,0.02885508,0.29355423,0.00042891,0.02302299,0.00891568,0.00125089,0.13437529
-5.24362181,0.47201897,0.02724371,0.27638962,0.00035834,0.02188895,0.00840666,0.00098470,0.12981964
-5.23761881,0.44830022,0.02576229,0.26044494,0.00030661,0.02084920,0.00794967,0.00078902,0.12613343
-5.23161581,0.42744485,0.02442382,0.24589077,0.00027149,0.01991814,0.00754603,0.00065069,0.12341878
-5.22561281,0.40972135,0.02324003,0.23288027,0.00025162,0.01910821,0.00719715,0.00056029,0.12177742
-5.21960980,0.39537753,0.02222100,0.22154409,0.00024655,0.01842943,0.00690426,0.00051168,0.12130938
-5.21360680,0.38463478,0.02137482,0.21198691,0.00025668,0.01788920,0.00666833,0.00050177,0.12211217
-5.20760380,0.37768488,0.02070749,0.20428549,0.00028337,0.01749210,0.00648991,0.00053025,0.12428052
-5.20160080,0.37468895,0.02022296,0.19848802,0.00032900,0.01723987,0.00636913,0.00059959,0.12790646
-5.19559780,0.37577827,0.01992328,0.19461473,0.00039704,0.01713142,0.00630569,0.00071510,0.13307962
-5.18959480,0.38105645,0.01980886,0.19265942,0.00049228,0.01716300,0.00629890,0.00088502,0.13988760
-5.18359180,0.39060245,0.01987880,0.19259169,0.00062093,0.01732837,0.00634772,0.00112086,0.14841624
-5.17758879,0.40447391,0.02013125,0.19435956,0.00079086,0.01761906,0.00645088,0.00143767,0.15874964
-5.17158579,0.42271042,0.02056382,0.19789241,0.00101185,0.01802462,0.00660693,0.00185447,0.17096973
-5.16558279,0.44533620,0.02117391,0.20310375,0.00129583,0.01853296,0.00681434,0.00239473,0.18515534
-5.15957979,0.47236189,0.02195904,0.20989394,0.00165713,0.01913066,0.00707157,0.00308682,0.20138062
-5.15357679,0.50378537,0.02291714,0.21815252,0.00211278,0.01980325,0.00737715,0.00396452,0.21971291
-5.14757379,0.53959129,0.02404668,0.22776027,0.00268269,0.02053560,0.00772972,0.00506746,0.24020988
-5.14157079,0.57974942,0.02534682,0.23859073,0.00338990,0.02131219,0.00812799,0.00644147,0.26291620
-5.13556778,0.62421191,0.02681734,0.25051150,0.00426068,0.02211746,0.00857084,0.00813882,0.28785973
-5.12956478,0.67290960,0.02845863,0.26338514,0.00532460,0.02293608,0.00905721,0.01021832,0.31504746
-5.12356178,0.72574770,0.03027146,0.27706986,0.00661441,0.02375327,0.00958608,0.01274506,0.34446136
-5.11755878,0.78260093,0.03225677,0.29142009,0.00816589,0.02455510,0.01015642,0.01579003,0.37605432
-5.11155578,0.84330871,0.03441531,0.30628696,0.01001737,0.02532873,0.01076707,0.01942923,0.40974653
-5.10555278,0.90767046,0.03674731,0.32151896,0.01220921,0.02606266,0.01141671,0.02374248,0.44542235
-5.09954977,0.97544143,0.03925207,0.33696258,0.01478295,0.02674697,0.01210371,0.02881178,0.48292799
-5.09354677,1.04632918,0.04192752,0.35246330,0.01778026,0.02737347,0.01282606,0.03471921,0.52207020
-5.08754377,1.11999117,0.04476981,0.36786668,0.02124171,0.02793584,0.01358128,0.04154434,0.56261598
-5.08154077,1.19603325,0.04777291,0.38301976,0.02520524,0.02842967,0.01436633,0.04936124,0.60429352
-5.07553777,1.27400944,0.05092821,0.39777266,0.02970451,0.02885252,0.01517753,0.05823512,0.64679442
-5.06953477,1.35342297,0.05422419,0.41198032,0.03476704,0.02920382,0.01601053,0.06821863,0.68977705
-5.06353177,1.43372850,0.05764618,0.42550434,0.04041233,0.02948472,0.01686024,0.07934801,0.73287110
-5.05752876,1.51433566,0.06117611,0.43821489,0.04664989,0.02969789,0.01772086,0.09163918,0.77568319
-5.05152576,1.59461374,0.06479247,0.44999252,0.05347740,0.02984729,0.01858585,0.10508401,0.81780334
-5.04552276,1.67389759,0.06847028,0.46072984,0.06087906,0.02993776,0.01944800,0.11964686,0.85881208
-5.03951976,1.75149456,0.07218120,0.47033301,0.06882417,0.02997473,0.02029949,0.13526178,0.89828809
-5.03351676,1.82669260,0.07589382,0.47872292,0.07726618,0.02996379,0.02113203,0.15183040,0.93581607
-5.02751376,1.89876931,0.07957399,0.48583606,0.08614221,0.02991031,0.02193695,0.16922079,0.97099457
-5.02151076,1.96700196,0.08318535,0.49162505,0.09537318,0.02981910,0.02270542,0.18726756,1.00344360
-5.01550775,2.03067847,0.08668999,0.49605877,0.10486466,0.02969408,0.02342867,0.20577318,1.03281189
-5.00950475,2.08910914,0.09004920,0.49912215,0.11450835,0.02953801,0.02409820,0.22451077,1.05878340
-5.00350175,2.14163917,0.09322439,0.50081562,0.12418444,0.02935236,0.02470610,0.24322825,1.08108318
-4.99749875,2.18766170,0.09617805,0.50115425,0.13376461,0.02913722,0.02524532,0.26165398,1.09948229
-4.99149575,2.22663120,0.09887489,0.50016669,0.14311565,0.02889129,0.02571004,0.27950360,1.11380174
-4.98549275,2.25807698,0.10128291,0.49789385,0.15210378,0.02861209,0.02609596,0.29648799,1.12391542
-4.97948974,2.28161647,0.10337462,0.49438759,0.16059922,0.02829609,0.02640070,0.31232210,1.12975199
-4.97348674,2.29696793,0.10512814,0.48970927,0.16848111,0.02793907,0.02662408,0.32673421,1.13129576
-4.96748374,2.30396219,0.10652834,0.48392834,0.17564240,0.02753647,0.02676852,0.33947538,1.12858656
-4.96148074,2.30255292,0.10756781,0.47712110,0.18199458,0.02708382,0.02683926,0.35032859,1.12171867
-4.95547774,2.29282511,0.10824779,0.46936957,0.18747194,0.02657710,0.02684465,0.35911721,1.11083900
-4.94947474,2.27500128,0.10857887,0.46076050,0.19203520,0.02601324,0.02679638,0.36571240,1.09614440
-4.94347174,2.24944498,0.10858146,0.45138473,0.19567429,0.02539043,0.02670957,0.37003900,1.07787840
-4.93746873,2.21666142,0.10828615,0.44133669,0.19841013,0.02470846,0.02660288,0.37207974,1.05632733
-4.93146573,2.17729484,0.10773369,0.43071420,0.20029514,0.02396898,0.02649851,0.37187743,1.03181603
-4.92546273,2.13212259,0.10697476,0.41961850,0.20141263,0.02317564,0.02642208,0.36953501,1.00470310
-4.91945973,2.08204578,0.10606947,0.40815436,0.20187485,0.02233415,0.02640246,0.36521347,0.97537597
-4.91345673,2.02807677,0.10508652,0.39643048,0.20181983,0.02145219,0.02647151,0.35912763,0.94424556
-4.90745373,1.97132340,0.10410220,0.38455977,0.20140715,0.02053933,0.02666371,0.35153998,0.91174088
-4.90145073,1.91297061,0.10319906,0.37265971,0.20081264,0.01960671,0.02701573,0.34275284,0.87830342
-4.89544772,1.85425951,0.10246442,0.36085253,0.20022244,0.01866679,0.02756587,0.33309905,0.84438136
-4.88944472,1.79646462,0.10198865,0.34926520,0.19982651,0.01773295,0.02835351,0.32293174,0.81042371
-4.88344172,1.74086972,0.10186341,0.33802907,0.19981191,0.01681906,0.02941844,0.31261345,0.77687438
-4.87743872,1.68874278,0.10217970,0.32727920,0.20035620,0.01593907,0.03080013,0.30250504,0.74416604
-4.87143572,1.64131086,0.10302600,0.31715323,0.20162121,0.01510658,0.03253705,0.29295492,0.71271407
-4.86543272,1.59973524,0.10448639,0.30778971,0.20374749,0.01433445,0.03466588,0.28428884,0.68291035
-4.85942971,1.56508773,0.10663870,0.29932606,0.20684966,0.01363439,0.03722075,0.27680072,0.65511720
-4.85342671,1.53832847,0.10955290,0.29189601,0.21101295,0.01301671,0.04023254,0.27074473,0.62966138
-4.84742371,1.52028598,0.11328963,0.28562665,0.21629102,0.01249001,0.04372813,0.26632896,0.60682840
-4.84142071,1.51163975,0.11789894,0.28063517,0.22270520,0.01206109,0.04772975,0.26371069,0.58685710
-4.83541771,1.51290602,0.12341928,0.27702540,0.23024518,0.01173475,0.05225436,0.26299352,0.56993490
-4.82941471,1.52442698,0.12987681,0.27488429,0.23887114,0.01151385,0.05731308,0.26422625,0.55619368
-4.82341171,1.54636364,0.13728490,0.27427844,0.24851712,0.01139927,0.06291076,0.26740354,0.54570661
-4.81740870,1.57869269,0.14564401,0.27525093,0.25909556,0.01139007,0.06904554,0.27246828,0.53848608
-4.81140570,1.62120731,0.15494173,0.27781850,0.27050275,0.01148357,0.07570854,0.27931538,0.53448291
-4.80540270,1.67352196,0.16515309,0.28196935,0.28262488,0.01167558,0.08288367,0.28779699,0.53358696
-4.79939970,1.73508096,0.17624104,0.28766158,0.29534432,0.01196059,0.09054740,0.29772870,0.53562928
-4.79339670,1.80517069,0.18815707,0.29482245,0.30854593,0.01233197,0.09866879,0.30889663,0.54038587
-4.78739370,1.88293495,0.20084196,0.30334856,0.32212295,0.01278222,0.10720942,0.32106508,0.54758300
-4.78139070,1.96739312,0.21422649,0.31310688,0.33598204,0.01330314,0.11612354,0.33398441,0.55690398
-4.77538769,2.05746050,0.22823224,0.32393681,0.35004746,0.01388609,0.12535821,0.34739898,0.56799740
-4.76938469,2.15197023,0.24277230,0.33565307,0.36426375,0.01452210,0.13485355,0.36105469,0.58048635
-4.76338169,2.24969620,0.25775194,0.34804941,0.37859708,0.01520205,0.14454310,0.37470615,0.59397860
-4.75737869,2.34937623,0.27306919,0.36090304,0.39303484,0.01591680,0.15435424,0.38812288,0.60807722
-4.75137569,2.44973491,0.28861538,0.37397969,0.40758373,0.01665723,0.16420868,0.40109474,0.62239136
-4.74537269,2.54950553,0.30427558,0.38703895,0.42226614,0.01741437,0.17402318,0.41343606,0.63654672
-4.73936968,2.64745051,0.31992909,0.39983997,0.43711524,0.01817941,0.18371021,0.42498870,0.65019543
-4.73336668,2.74238010,0.33544990,0.41214714,0.45216880,0.01894371,0.19317894,0.43562373,0.66302484
-4.72736368,2.83316886,0.35070732,0.42373556,0.46746225,0.01969887,0.20233623,0.44524193,0.67476494
-4.72136068,2.91876993,0.36556671,0.43439634,0.48302129,0.02043671,0.21108788,0.45377306,0.68519422
-4.71535768,2.99822702,0.37989044,0.44394123,0.49885441,0.02114931,0.21933994,0.46117413,0.69414369
-4.70935468,3.07068422,0.39353922,0.45220680,0.51494600,0.02182905,0.22700025,0.46742675,0.70149898
-4.70335168,3.13539387,0.40637365,0.45905777,0.53125029,0.02246868,0.23398009,0.47253392,0.70720053
-4.69734867,3.19172273,0.41825623,0.46438957,0.54768665,0.02306139,0.24019592,0.47651632,0.71124204
-4.69134567,3.23915685,0.42905367,0.46813004,0.56413662,0.02360090,0.24557126,0.47940861,0.71366714
-4.68534267,3.27730540,0.43863963,0.47024030,0.58044294,0.02408165,0.25003859,0.48125574,0.71456475
-4.67933967,3.30590376,0.44689768,0.47071470,0.59641073,0.02449890,0.25354118,0.48210977,0.71406330
-4.67333667,3.32481607,0.45372449,0.46958006,0.61181098,0.02484895,0.25603493,0.48202716,0.71232413
-4.66733367,3.33403742,0.45903319,0.46689405,0.62638624,0.02512935,0.25749001,0.48106688,0.70953451
-4.66133067,3.33369547,0.46275660,0.46274305,0.63985824,0.02533902,0.25789234,0.47928926,0.70590046
-4.65532766,3.32405161,0.46485033,0.45723941,0.65193732,0.02547855,0.25724470,0.47675576,0.70163985
-4.64932466,3.30550109,0.46529553,0.45051819,0.66233307,0.02555029,0.25556763,0.47352937,0.69697581
-4.64332166,3.27857196,0.46410111,0.44273367,0.67076582,0.02555853,0.25289977,0.46967576,0.69213090
-4.63731866,3.24392215,0.46130528,0.43405557,0.67697827,0.02550961,0.24929788,0.46526482,0.68732189
-4.63131566,3.20233434,0.45697634,0.42466511,0.68074682,0.02541191,0.24483630,0.46037238,0.68275540
-4.62531266,3.15470808,0.45121249,0.41475107,0.68189191,0.02527590,0.23960595,0.45508189,0.67862440
-4.61930965,3.10204862,0.44414075,0.40450583,0.68028683,0.02511398,0.23371282,0.44948579,0.67510530
-4.61330665,3.04545244,0.43591477,0.39412152,0.67586463,0.02494030,0.22727604,0.44368621,0.67235579
-4.60730365,2.98608900,0.42671181,0.38378640,0.66862256,0.02477053,0.22042548,0.43779495,0.67051317
-4.60130065,2.92517910,0.41672868,0.37368136,0.65862401,0.02462145,0.21329908,0.43193252,0.66969297
-4.59529765,2.86396998,0.40617702,0.36397675,0.64599770,0.02451056,0.20603978,0.42622606,0.66998796
-4.58929465,2.80370781,0.39527784,0.35482954,0.63093413,0.02445557,0.19879246,0.42080629,0.67146716
-4.58329165,2.74560824,0.38425572,0.34638075,0.61367964,0.02447380,0.19170063,0.41580356,0.67417505
-4.57728864,2.69082608,0.37333279,0.33875331,0.59452816,0.02458166,0.18490323,0.41134308,0.67813078
-4.57128564,2.64042519,0.36272263,0.33205038,0.57381132,0.02479397,0.17853161,0.40753968,0.68332749
-4.56528264,2.59534984,0.35262456,0.32635399,0.55188714,0.02512339,0.17270659,0.40449238,0.68973180
-4.55927964,2.55639863,0.34321833,0.32172422,0.52912820,0.02557985,0.16753598,0.40227914,0.69728353
-4.55327664,2.52420244,0.33465942,0.31819883,0.50590955,0.02617002,0.16311240,0.40095212,0.70589594
-4.54727364,2.49920724,0.32707532,0.31579336,0.48259726,0.02689691,0.15951149,0.40053385,0.71545638
-4.54127064,2.48166283,0.32056264,0.31450173,0.45953782,0.02775952,0.15679068,0.40101456,0.72582782
-4.53526763,2.47161810,0.31518540,0.31429724,0.43704919,0.02875268,0.15498835,0.40235102,0.73685111
-4.52926463,2.46892319,0.31097435,0.31513413,0.41541354,0.02986697,0.15412349,0.40446695,0.74834830
-4.52326163,2.47323858,0.30792743,0.31694940,0.39487220,0.03108886,0.15419582,0.40725518,0.76012685
-4.51725863,2.48405099,0.30601126,0.31966513,0.37562276,0.03240098,0.15518631,0.41058140,0.77198491
-4.51125563,2.50069520,0.30516363,0.32319099,0.35781848,0.03378250,0.15705806,0.41428948,0.78371739
-4.50525263,2.52238120,0.30529681,0.32742708,0.34156965,0.03520976,0.15975750,0.41820805,0.79512288
-4.49924962,2.54822526,0.30630154,0.33226681,0.32694699,0.03665692,0.16321593,0.42215800,0.80601087
-4.49324662,2.57728375,0.30805161,0.33759994,0.31398645,0.03809680,0.16735111,0.42596057,0.81620930
