energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.62181091,2.70307098,0.11520188,0.00000000,0.01958227,1.38534600,0.82893281,0.55274978
-5.61580790,2.76435625,0.11825655,0.00000000,0.02000424,1.40752735,0.86564485,0.55940981
-5.60980490,2.81565857,0.12082412,0.00000000,0.02039128,1.42557944,0.89992603,0.56463530
-5.60380190,2.85619842,0.12285568,0.00000000,0.02074048,1.43930769,0.93140081,0.56841023
-5.59779890,2.88540757,0.12431253,0.00000000,0.02104977,1.44860666,0.95975597,0.57075142
-5.59179590,2.90295690,0.12516792,0.00000000,0.02131814,1.45346944,0.98475102,0.57171052
-5.58579290,2.90877481,0.12540831,0.00000000,0.02154568,1.45399248,1.00622540,0.57137431
-5.57978989,2.90305480,0.12503411,0.00000000,0.02173364,1.45037583,1.02410215,0.56986313
-5.57378689,2.88625191,0.12405987,0.00000000,0.02188441,1.44291818,1.03838771,0.56732763
-5.56778389,2.85906778,0.12251391,0.00000000,0.02200138,1.43200715,1.04916793,0.56394369
-5.56178089,2.82242510,0.12043731,0.00000000,0.02208885,1.41810517,1.05660061,0.55990602
-5.55577789,2.77743294,0.11788246,0.00000000,0.02215175,1.40173169,1.06090490,0.55542052
-5.54977489,2.72534452,0.11491111,0.00000000,0.02219546,1.38344269,1.06234843,0.55069608
-5.54377189,2.66751002,0.11159212,0.00000000,0.02222552,1.36380867,1.06123292,0.54593603
-5.53776888,2.60532674,0.10799894,0.00000000,0.02224735,1.34339238,1.05787921,0.54132990
-5.53176588,2.54018929,0.10420702,0.00000000,0.02226604,1.32272745,1.05261262,0.53704592
-5.52576288,2.47344252,0.10029123,0.00000000,0.02228609,1.30229922,1.04574972,0.53322460
-5.51975988,2.40633927,0.09632344,0.00000000,0.02231127,1.28252865,1.03758705,0.52997384
-5.51375688,2.34000507,0.09237036,0.00000000,0.02234447,1.26376023,1.02839267,0.52736579
-5.50775388,2.27541113,0.08849167,0.00000000,0.02238768,1.24625431,1.01840083,0.52543545
-5.50175088,2.21335647,0.08473867,0.00000000,0.02244197,1.23018415,1.00780992,0.52418133
-5.49574787,2.15445957,0.08115326,0.00000000,0.02250755,1.21563755,0.99678368,0.52356764
-5.48974487,2.09915908,0.07776751,0.00000000,0.02258391,1.20262273,0.98545532,0.52352824
-5.48374187,2.04772288,0.07460353,0.00000000,0.02266997,1.19107785,0.97393400,0.52397163
-5.47773887,2.00026402,0.07167394,0.00000000,0.02276426,1.18088328,0.96231296,0.52478693
-5.47173587,1.95676208,0.06898250,0.00000000,0.02286510,1.17187574,0.95067842,0.52585031
-5.46573287,1.91708807,0.06652521,0.00000000,0.02297081,1.16386323,0.93911850,0.52703141
-5.45972986,1.88103079,0.06429149,0.00000000,0.02307986,1.15663980,0.92773112,0.52819951
-5.45372686,1.84832323,0.06226554,0.00000000,0.02319097,1.14999919,0.91663026,0.52922901
-5.44772386,1.81866689,0.06042776,0.00000000,0.02330324,1.14374660,0.90594980,0.53000404
-5.44172086,1.79175317,0.05875610,0.00000000,0.02341616,1.13770798,0.89584466,0.53042194
-5.43571786,1.76728048,0.05722730,0.00000000,0.02352954,1.13173652,0.88648887,0.53039564
-5.42971486,1.74496680,0.05581807,0.00000000,0.02364349,1.12571613,0.87807073,0.52985490
-5.42371186,1.72455738,0.05450601,0.00000000,0.02375827,1.11956222,0.87078522,0.52874652
-5.41770885,1.70582798,0.05327030,0.00000000,0.02387412,1.11321981,0.86482429,0.52703374
-5.41170585,1.68858413,0.05209230,0.00000000,0.02399110,1.10665982,0.86036553,0.52469500
-5.40570285,1.67265743,0.05095582,0.00000000,0.02410888,1.09987388,0.85756025,0.52172242
-5.39969985,1.65789986,0.04984730,0.00000000,0.02422660,1.09286856,0.85652173,0.51812012
-5.39369685,1.64417731,0.04875576,0.00000000,0.02434271,1.08565966,0.85731458,0.51390282
-5.38769385,1.63136342,0.04767273,0.00000000,0.02445482,1.07826725,0.85994620,0.50909477
-5.38169085,1.61933488,0.04659200,0.00000000,0.02455971,1.07071209,0.86436094,0.50372925
-5.37568784,1.60796886,0.04550938,0.00000000,0.02465330,1.06301379,0.87043767,0.49784865
-5.36968484,1.59714331,0.04442244,0.00000000,0.02473073,1.05519111,0.87799118,0.49150525
-5.36368184,1.58674040,0.04333024,0.00000000,0.02478648,1.04726427,0.88677747,0.48476252
-5.35767884,1.57665297,0.04223319,0.00000000,0.02481460,1.03925944,0.89650293,0.47769682
-5.35167584,1.56679382,0.04113280,0.00000000,0.02480890,1.03121478,0.90683701,0.47039935
-5.34567284,1.55710708,0.04003167,0.00000000,0.02476327,1.02318783,0.91742778,0.46297806
-5.33966983,1.54758094,0.03893337,0.00000000,0.02467198,1.01526343,0.92791974,0.45555922
-5.33366683,1.53826053,0.03784253,0.00000000,0.02452997,1.00756166,0.93797268,0.44828849
-5.32766383,1.52926007,0.03676479,0.00000000,0.02433317,1.00024491,0.94728085,0.44133108
-5.32166083,1.52077286,0.03570693,0.00000000,0.02407873,0.99352347,0.95559113,0.43487099
-5.31565783,1.51307834,0.03467688,0.00000000,0.02376530,0.98765893,0.96271923,0.42910893
-5.30965483,1.50654504,0.03368375,0.00000000,0.02339312,0.98296489,0.96856302,0.42425908
-5.30365183,1.50162888,0.03273782,0.00000000,0.02296420,0.97980456,0.97311210,0.42054450
-5.29764882,1.49886639,0.03185046,0.00000000,0.02248225,0.97858510,0.97645299,0.41819143
-5.29164582,1.49886263,0.03103402,0.00000000,0.02195270,0.97974868,0.97876966,0.41742254
-5.28564282,1.50227408,0.03030155,0.00000000,0.02138253,0.98376042,0.98033918,0.41844941
-5.27963982,1.50978718,0.02966658,0.00000000,0.02078009,0.99109379,0.98152273,0.42146459
-5.27363682,1.52209309,0.02914272,0.00000000,0.02015484,1.00221386,0.98275231,0.42663359
-5.26763382,1.53986004,0.02874329,0.00000000,0.01951707,1.01755929,0.98451382,0.43408718
-5.26163082,1.56370435,0.02848081,0.00000000,0.01887756,1.03752387,0.98732727,0.44391439
-5.25562781,1.59416165,0.02836661,0.00000000,0.01824724,1.06243851,0.99172523,0.45615673
-5.24962481,1.63165971,0.02841028,0.00000000,0.01763685,1.09255450,0.99823033,0.47080372
-5.24362181,1.67649418,0.02861928,0.00000000,0.01705663,1.12802910,1.00733302,0.48779032
-5.23761881,1.72880855,0.02899850,0.00000000,0.01651602,1.16891391,1.01947061,0.50699623
-5.23161581,1.78857934,0.02954992,0.00000000,0.01602340,1.21514681,1.03500835,0.52824729
-5.22561281,1.85560720,0.03027237,0.00000000,0.01558589,1.26654783,1.05422337,0.55131892
-5.21960980,1.92951438,0.03116131,0.00000000,0.01520919,1.32281897,1.07729216,0.57594157
-5.21360680,2.00974860,0.03220879,0.00000000,0.01489745,1.38354820,1.10428176,0.60180779
-5.20760380,2.09559315,0.03340348,0.00000000,0.01465326,1.44821706,1.13514491,0.62858087
-5.20160080,2.18618243,0.03473075,0.00000000,0.01447761,1.51621173,1.16971917,0.65590435
-5.19559780,2.28052233,0.03617294,0.00000000,0.01436993,1.58683667,1.20772966,0.68341216
-5.18959480,2.37751417,0.03770963,0.00000000,0.01432815,1.65933035,1.24879509,0.71073889
-5.18359180,2.47598113,0.03931806,0.00000000,0.01434880,1.73288208,1.29243673,0.73752949
-5.17758879,2.57469591,0.04097353,0.00000000,0.01442715,1.80664936,1.33808952,0.76344827
-5.17158579,2.67240840,0.04264992,0.00000000,0.01455729,1.87977481,1.38511504,0.78818651
-5.16558279,2.76787235,0.04432016,0.00000000,0.01473233,1.95140222,1.43281560,0.81146854
-5.15957979,2.85987004,0.04595685,0.00000000,0.01494451,2.02069117,1.48044916,0.83305597
-5.15357679,2.94723443,0.04753272,0.00000000,0.01518535,2.08682983,1.52724444,0.85275013
-5.14757379,3.02886827,0.04902120,0.00000000,0.01544586,2.14904594,1.57241622,0.87039262
-5.14157079,3.10376006,0.05039693,0.00000000,0.01571664,2.20661588,1.61518028,0.88586410
-5.13556778,3.17099700,0.05163624,0.00000000,0.01598809,2.25887204,1.65476814,0.89908184
-5.12956478,3.22977505,0.05271763,0.00000000,0.01625056,2.30520882,1.69044128,0.90999596
-5.12356178,3.27940677,0.05362214,0.00000000,0.01649457,2.34508760,1.72150491,0.91858519
-5.11755878,3.31932714,0.05433377,0.00000000,0.01671095,2.37804106,1.74732127,0.92485222
-5.11155578,3.34909808,0.05483975,0.00000000,0.01689107,2.40367722,1.76732222,0.92881927
-5.10555278,3.36841190,0.05513082,0.00000000,0.01702701,2.42168345,1.78102123,0.93052411
-5.09954977,3.37709404,0.05520143,0.00000000,0.01711176,2.43183064,1.78802446,0.93001688
-5.09354677,3.37510527,0.05504984,0.00000000,0.01713937,2.43397750,1.78804065,0.92735793
-5.08754377,3.36254310,0.05467818,0.00000000,0.01710515,2.42807489,1.78088973,0.92261656
-5.08154077,3.33964235,0.05409240,0.00000000,0.01700578,2.41416983,1.76650951,0.91587092
-5.07553777,3.30677437,0.05330216,0.00000000,0.01683942,2.39240887,1.74496043,0.90720864
-5.06953477,3.26444436,0.05232060,0.00000000,0.01660574,2.36304019,1.71642771,0.89672809
-5.06353177,3.21328638,0.05116409,0.00000000,0.01630602,2.32641409,1.68122075,0.88453994
-5.05752876,3.15405543,0.04985179,0.00000000,0.01594304,2.28298117,1.63976964,0.87076869
-5.05152576,3.08761622,0.04840529,0.00000000,0.01552105,2.23328791,1.59261839,0.85555369
-5.04552276,3.01492837,0.04684802,0.00000000,0.01504563,2.17796931,1.54041519,0.83904957
-5.03951976,2.93702810,0.04520476,0.00000000,0.01452355,2.11773846,1.48389966,0.82142556
-5.03351676,2.85500664,0.04350105,0.00000000,0.01396255,2.05337317,1.42388751,0.80286378
-5.02751376,2.76998581,0.04176261,0.00000000,0.01337112,1.98569988,1.36125297,0.78355625
-5.02151076,2.68309176,0.04001479,0.00000000,0.01275823,1.91557547,1.29690966,0.76370085
-5.01550775,2.59542767,0.03828206,0.00000000,0.01213314,1.84386748,1.23179044,0.74349625
-5.00950475,2.50804676,0.03658751,0.00000000,0.01150507,1.77143379,1.16682710,0.72313625
-5.00350175,2.42192680,0.03495253,0.00000000,0.01088300,1.69910245,1.10293043,0.70280375
-4.99749875,2.33794740,0.03339645,0.00000000,0.01027547,1.62765277,1.04097153,0.68266485
-4.99149575,2.25687124,0.03193635,0.00000000,0.00969035,1.55779840,0.98176483,0.66286351
-4.98549275,2.17933021,0.03058698,0.00000000,0.00913473,1.49017332,0.92605342,0.64351710
-4.97948974,2.10581722,0.02936068,0.00000000,0.00861474,1.42532129,0.87449697,0.62471334
-4.97348674,2.03668404,0.02826752,0.00000000,0.00813555,1.36368916,0.82766263,0.60650873
-4.96748374,1.97214514,0.02731532,0.00000000,0.00770126,1.30562435,0.78601871,0.58892887
-4.96148074,1.91228747,0.02650991,0.00000000,0.00731492,1.25137628,0.74993133,0.57197050
-4.95547774,1.85708526,0.02585527,0.00000000,0.00697854,1.20110168,0.71966371,0.55560539
-4.94947474,1.80641903,0.02535376,0.00000000,0.00669313,1.15487306,0.69537777,0.53978574
-4.94347174,1.76009777,0.02500627,0.00000000,0.00645876,1.11269000,0.67713778,0.52445090
-4.93746873,1.71788279,0.02481241,0.00000000,0.00627460,1.07449226,0.66491562,0.50953502
-4.93146573,1.67951202,0.02477057,0.00000000,0.00613905,1.04017401,0.65859714,0.49497519
-4.92546273,1.64472345,0.02487803,0.00000000,0.00604975,1.00959840,0.65798950,0.48071953
-4.91945973,1.61327650,0.02513092,0.00000000,0.00600370,0.98261166,0.66282893,0.46673490
-4.91345673,1.58497029,0.02552417,0.00000000,0.00599730,0.95905604,0.67278881,0.45301380
-4.90745373,1.55965814,0.02605146,0.00000000,0.00602644,0.93878119,0.68748799,0.43957988
-4.90145073,1.53725764,0.02670511,0.00000000,0.00608657,0.92165347,0.70649897,0.42649207
-4.89544772,1.51775630,0.02747593,0.00000000,0.00617272,0.90756297,0.72935636,0.41384684
-4.88944472,1.50121261,0.02835318,0.00000000,0.00627963,0.89642820,0.75556517,0.40177871
-4.88344172,1.48775289,0.02932450,0.00000000,0.00640180,0.88819852,0.78460939,0.39045874
-4.87743872,1.47756429,0.03037590,0.00000000,0.00653356,0.88285431,0.81596055,0.38009125
-4.87143572,1.47088466,0.03149188,0.00000000,0.00666916,0.88040525,0.84908649,0.37090888
-4.86543272,1.46798969,0.03265556,0.00000000,0.00680287,0.88088688,0.88346015,0.36316601
-4.85942971,1.46917822,0.03384894,0.00000000,0.00692912,0.88435566,0.91856826,0.35713103
-4.85342671,1.47475609,0.03505323,0.00000000,0.00704254,0.89088284,0.95391981,0.35307749
-4.84742371,1.48501927,0.03624928,0.00000000,0.00713812,0.90054731,0.98905387,0.35127455
-4.84142071,1.50023669,0.03741798,0.00000000,0.00721134,0.91342763,1.02354661,0.35197700
-4.83541771,1.52063311,0.03854083,0.00000000,0.00725822,0.92959330,1.05701703,0.35541505
-4.82941471,1.54637242,0.03960034,0.00000000,0.00727547,0.94909554,1.08913115,0.36178426
-4.82341171,1.57754175,0.04058061,0.00000000,0.00726053,0.97195764,1.11960434,0.37123591
-4.81740870,1.61413646,0.04146766,0.00000000,0.00721168,0.99816499,1.14820149,0.38386793
-4.81140570,1.65604660,0.04224983,0.00000000,0.00712800,1.02765514,1.17473508,0.39971685
-4.80540270,1.70304497,0.04291800,0.00000000,0.00700947,1.06030805,1.19906106,0.41875092
-4.79939970,1.75477735,0.04346577,0.00000000,0.00685687,1.09593697,1.22107273,0.44086467
-4.79339670,1.81075524,0.04388940,0.00000000,0.00667182,1.13428034,1.24069303,0.46587533
-4.78739370,1.87035191,0.04418778,0.00000000,0.00645662,1.17499521,1.25786567,0.49352106
-4.78139070,1.93280194,0.04436215,0.00000000,0.00621422,1.21765280,1.27254570,0.52346151
-4.77538769,1.99720520,0.04441583,0.00000000,0.00594810,1.26173659,1.28469024,0.55528072
-4.76938469,2.06253541,0.04435379,0.00000000,0.00566211,1.30664365,1.29424998,0.58849250
-4.76338169,2.12765382,0.04418221,0.00000000,0.00536039,1.35168946,1.30116215,0.62254841
-4.75737869,2.19132806,0.04390802,0.00000000,0.00504720,1.39611659,1.30534570,0.65684817
-4.75137569,2.25225615,0.04353844,0.00000000,0.00472680,1.43910743,1.30669886,0.69075245
-4.74537269,2.30909521,0.04308056,0.00000000,0.00440332,1.47980070,1.30509967,0.72359778
-4.73936968,2.36049432,0.04254094,0.00000000,0.00408070,1.51731162,1.30040940,0.75471306
-4.73336668,2.40513050,0.04192540,0.00000000,0.00376251,1.55075510,1.29247881,0.78343741
-4.72736368,2.44174669,0.04123875,0.00000000,0.00345198,1.57927113,1.28115689,0.80913852
-4.72136068,2.46919026,0.04048476,0.00000000,0.00315187,1.60205159,1.26630162,0.83123112
-4.71535768,2.48645049,0.03966616,0.00000000,0.00286451,1.61836720,1.24779208,0.84919465
-4.70935468,2.49269353,0.03878476,0.00000000,0.00259171,1.62759352,1.22554104,0.86258958
-4.70335168,2.48729308,0.03784162,0.00000000,0.00233485,1.62923485,1.19950736,0.87107167
-4.69734867,2.46985556,0.03683733,0.00000000,0.00209483,1.62294479,1.16970732,0.87440352
-4.69134567,2.44023839,0.03577232,0.00000000,0.00187218,1.60854263,1.13622406,0.87246304
-4.68534267,2.39856059,0.03464716,0.00000000,0.00166703,1.58602453,1.09921462,0.86524838
-4.67933967,2.34520513,0.03346288,0.00000000,0.00147921,1.55556913,1.05891409,0.85287912
-4.67333667,2.28081280,0.03222128,0.00000000,0.00130829,1.51753718,1.01563643,0.83559369
-4.66733367,2.20626794,0.03092518,0.00000000,0.00115365,1.47246521,0.96977208,0.81374322
-4.66133067,2.12267653,0.02957860,0.00000000,0.00101451,1.42105353,0.92178241,0.78778198
-4.65532766,2.03133777,0.02818687,0.00000000,0.00088998,1.36414905,0.87219114,0.75825483
-4.64932466,1.93371018,0.02675671,0.00000000,0.00077912,1.30272373,0.82157345,0.72578241
-4.64332166,1.83137382,0.02529619,0.00000000,0.00068100,1.23784964,0.77054313,0.69104437
-4.63731866,1.72598999,0.02381460,0.00000000,0.00059468,1.17067146,0.71973850,0.65476157
-4.63131566,1.61926019,0.02232235,0.00000000,0.00051928,1.10237784,0.66980771,0.61767776
-4.62531266,1.51288554,0.02083069,0.00000000,0.00045401,1.03417233,0.62139418,0.58054132
-4.61930965,1.40852829,0.01935152,0.00000000,0.00039815,0.96724514,0.57512256,0.54408786
-4.61330665,1.30777630,0.01789708,0.00000000,0.00035110,0.90274648,0.53158594,0.50902378
-4.60730365,1.21211161,0.01647974,0.00000000,0.00031237,0.84176218,0.49133455,0.47601160
-4.60130065,1.12288355,0.01511170,0.00000000,0.00028159,0.78529227,0.45486628,0.44565692
-4.59529765,1.04128691,0.01380476,0.00000000,0.00025854,0.73423268,0.42261916,0.41849748
-4.58929465,0.96834519,0.01257020,0.00000000,0.00024312,0.68936036,0.39496589,0.39499425
-4.58329165,0.90489890,0.01141856,0.00000000,0.00023534,0.65132195,0.37221027,0.37552453
-4.57728864,0.85159862,0.01035960,0.00000000,0.00023538,0.62062568,0.35458548,0.36037704
-4.57128564,0.80890248,0.00940229,0.00000000,0.00024352,0.59763660,0.34225402,0.34974886
-4.56528264,0.77707749,0.00855476,0.00000000,0.00026015,0.58257463,0.33530903,0.34374409
-4.55927964,0.75620438,0.00782445,0.00000000,0.00028579,0.57551540,0.33377687,0.34237417
-4.55327664,0.74618534,0.00721815,0.00000000,0.00032104,0.57639357,0.33762067,0.34555953
-4.54727364,0.74675429,0.00674219,0.00000000,0.00036658,0.58500823,0.34674458,0.35313284
-4.54127064,0.75748916,0.00640252,0.00000000,0.00042316,0.60103043,0.36099877,0.36484339
-4.53526763,0.77782609,0.00620492,0.00000000,0.00049155,0.62401251,0.38018477,0.38036289
-4.52926463,0.80707495,0.00615511,0.00000000,0.00057252,0.65339902,0.40406110,0.39929246
-4.52326163,0.84443613,0.00625881,0.00000000,0.00066683,0.68853932,0.43234919,0.42117083
-4.51725863,0.88901832,0.00652185,0.00000000,0.00077515,0.72870145,0.46473925,0.44548375
-4.51125563,0.93985703,0.00695012,0.00000000,0.00089806,0.77308723,0.50089608,0.47167449
-4.50525263,0.99593352,0.00754955,0.00000000,0.00103600,0.82084839,0.54046471,0.49915528
-4.49924962,1.05619403,0.00832589,0.00000000,0.00118922,0.87110336,0.58307562,0.52731964
-4.49324662,1.11956868,0.00928456,0.00000000,0.00135774,0.92295452,0.62834945,0.55555517
-4.48724362,1.18498997,0.01043029,0.00000000,0.00154132,0.97550541,0.67590095,0.58325675
-4.48124062,1.25141024,0.01176677,0.00000000,0.00173942,1.02787749,0.72534223,0.60983958
-4.47523762,1.31781772,0.01329620,0.00000000,0.00195118,1.07922609,0.77628489,0.63475189
-4.46923462,1.38325083,0.01501880,0.00000000,0.00217539,1.12875499,0.82834120,0.65748672
-4.46323162,1.44681034,0.01693232,0.00000000,0.00241047,1.17572921,0.88112425,0.67759258
-4.45722861,1.50766903,0.01903149,0.00000000,0.00265450,1.21948574,0.93424710,0.69468250
-4.45122561,1.56507888,0.02130751,0.00000000,0.00290521,1.25944184,0.98732123,0.70844117
-4.44522261,1.61837554,0.02374768,0.00000000,0.00315998,1.29510077,1.03995435,0.71863001
-4.43921961,1.66698038,0.02633498,0.00000000,0.00341594,1.32605493,1.09174814,0.72508993
-4.43321661,1.71040020,0.02904784,0.00000000,0.00366995,1.35198653,1.14229622,0.72774174
-4.42721361,1.74822522,0.03186008,0.00000000,0.00391868,1.37266596,1.19118285,0.72658438
-4.42121061,1.78012559,0.03474098,0.00000000,0.00415871,1.38794832,1.23798279,0.72169100
-4.41520760,1.80584719,0.03765551,0.00000000,0.00438656,1.39776838,1.28226289,0.71320315
-4.40920460,1.82520726,0.04056485,0.00000000,0.00459880,1.40213470,1.32358573,0.70132356
-4.40320160,1.83809032,0.04342702,0.00000000,0.00479213,1.40112316,1.36151547,0.68630770
-4.39719860,1.84444514,0.04619774,0.00000000,0.00496348,1.39487068,1.39562634,0.66845464
-4.39119560,1.84428284,0.04883147,0.00000000,0.00511007,1.38356936,1.42551339,0.64809772
-4.38519260,1.83767670,0.05128256,0.00000000,0.00522951,1.36746155,1.45080549,0.62559521
-4.37918959,1.82476341,0.05350653,0.00000000,0.00531988,1.34683593,1.47118008,0.60132156
-4.37318659,1.80574593,0.05546137,0.00000000,0.00537977,1.32202491,1.48637906,0.57565942
-4.36718359,1.78089753,0.05710886,0.00000000,0.00540836,1.29340318,1.49622502,0.54899270
-4.36118059,1.75056656,0.05841584,0.00000000,0.00540542,1.26138729,1.50063710,0.52170079
-4.35517759,1.71518144,0.05935529,0.00000000,0.00537138,1.22643600,1.49964526,0.49415410
-4.34917459,1.67525516,0.05990737,0.00000000,0.00530729,1.18905105,1.49340239,0.46671077
-4.34317159,1.63138867,0.06006008,0.00000000,0.00521484,1.14977794,1.48219305,0.43971457
-4.33716858,1.58427242,0.05980980,0.00000000,0.00509633,1.10920620,1.46643828,0.41349382
-4.33116558,1.53468549,0.05916148,0.00000000,0.00495460,1.06796880,1.44669589,0.38836112
-4.32516258,1.48349190,0.05812855,0.00000000,0.00479301,1.02674029,1.42365582,0.36461360
-4.31915958,1.43163364,0.05673252,0.00000000,0.00461536,0.98623328,1.39813037,0.34253363
-4.31315658,1.38012031,0.05500231,0.00000000,0.00442581,0.94719300,1.37103965,0.32238943
-4.30715358,1.33001544,0.05297340,0.00000000,0.00422877,0.91038999,1.34339231,0.30443573
