energy_ev,total_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.87393697,0.97158519,0.00778709,0.00000000,0.83117688,0.23953947,0.00355917,0.16939208,0.00633969,0.48197322
-5.86793397,1.01171865,0.00781737,0.00000000,0.86182882,0.24865287,0.00371684,0.17894507,0.00681012,0.49976396
-5.86193097,1.05728481,0.00788633,0.00000000,0.89474352,0.25858283,0.00393179,0.18875050,0.00732479,0.52157281
-5.85592796,1.10797556,0.00799171,0.00000000,0.92972528,0.26923518,0.00420158,0.19873771,0.00788043,0.54727278
-5.84992496,1.16341301,0.00813075,0.00000000,0.96658707,0.28051082,0.00452277,0.20884615,0.00847301,0.57666397
-5.84392196,1.22314941,0.00830024,0.00000000,1.00515269,0.29230643,0.00489096,0.21902533,0.00909763,0.60947292
-5.83791896,1.28666723,0.00849658,0.00000000,1.04525679,0.30451470,0.00530079,0.22923420,0.00974851,0.64535315
-5.83191596,1.35338000,0.00871587,0.00000000,1.08674263,0.31702448,0.00574599,0.23943984,0.01041901,0.68388738
-5.82591296,1.42263398,0.00895391,0.00000000,1.12945798,0.32972068,0.00621944,0.24961582,0.01110162,0.72459134
-5.81990995,1.49371127,0.00920629,0.00000000,1.17324912,0.34248413,0.00671324,0.25973999,0.01178805,0.76691949
-5.81390695,1.56583463,0.00946842,0.00000000,1.21795373,0.35519149,0.00721890,0.26979218,0.01246929,0.81027276
-5.80790395,1.63817434,0.00973557,0.00000000,1.26339279,0.36771531,0.00772746,0.27975164,0.01313580,0.85400821
-5.80190095,1.70985736,0.01000295,0.00000000,1.30936237,0.37992430,0.00822966,0.28959456,0.01377763,0.89745064
-5.79589795,1.77997880,0.01026574,0.00000000,1.35562583,0.39168398,0.00871624,0.29929174,0.01438470,0.93990595
-5.78989495,1.84761576,0.01051915,0.00000000,1.40190692,0.40285775,0.00917807,0.30880661,0.01494696,0.98067591
-5.78389195,1.91184327,0.01075848,0.00000000,1.44788465,0.41330826,0.00960651,0.31809367,0.01545472,1.01907399
-5.77788894,1.97175208,0.01097920,0.00000000,1.49319022,0.42289941,0.00999360,0.32709747,0.01589890,1.05444173
-5.77188594,2.02646776,0.01117703,0.00000000,1.53740665,0.43149858,0.01033232,0.33575233,0.01627131,1.08616522
-5.76588294,2.07517062,0.01134800,0.00000000,1.58007124,0.43897934,0.01061687,0.34398268,0.01656489,1.11369101
-5.75987994,2.11711582,0.01148854,0.00000000,1.62068131,0.44522435,0.01084286,0.35170421,0.01677400,1.13654087
-5.75387694,2.15165293,0.01159555,0.00000000,1.65870305,0.45012846,0.01100751,0.35882575,0.01689457,1.15432495
-5.74787394,2.17824439,0.01166649,0.00000000,1.69358352,0.45360193,0.01110978,0.36525182,0.01692431,1.16675284
-5.74187094,2.19648217,0.01169945,0.00000000,1.72476549,0.45557349,0.01115051,0.37088588,0.01686281,1.17364203
-5.73586793,2.20610206,0.01169319,0.00000000,1.75170469,0.45599327,0.01113245,0.37563409,0.01671156,1.17492362
-5.72986493,2.20699521,0.01164724,0.00000000,1.77388891,0.45483544,0.01106030,0.37940941,0.01647401,1.17064505
-5.72386193,2.19921637,0.01156189,0.00000000,1.79085829,0.45210046,0.01094062,0.38213601,0.01615544,1.16096977
-5.71785893,2.18298868,0.01143823,0.00000000,1.80222592,0.44781676,0.01078180,0.38375370,0.01576289,1.14617404
-5.71185593,2.15870480,0.01127817,0.00000000,1.80769790,0.44204192,0.01059387,0.38422220,0.01530495,1.12664086
-5.70585293,2.12692416,0.01108444,0.00000000,1.80709187,0.43486318,0.01038837,0.38352508,0.01479156,1.10285143
-5.69984992,2.08836639,0.01086054,0.00000000,1.80035306,0.42639718,0.01017808,0.38167312,0.01423378,1.07537437
-5.69384692,2.04390097,0.01061067,0.00000000,1.78756694,0.41678908,0.00997683,0.37870687,0.01364347,1.04485310
-5.68784392,1.99453309,0.01033975,0.00000000,1.76896759,0.40621077,0.00979919,0.37469831,0.01303303,1.01199167
-5.68184092,1.94138590,0.01005325,0.00000000,1.74494107,0.39485843,0.00966021,0.36975135,0.01241508,0.97753950
-5.67583792,1.88567934,0.00975711,0.00000000,1.71602315,0.38294925,0.00957504,0.36400112,0.01180220,0.94227523
-5.66983492,1.82870575,0.00945766,0.00000000,1.68289126,0.37071737,0.00955867,0.35761195,0.01120660,0.90699015
-5.66383192,1.77180262,0.00916145,0.00000000,1.64635032,0.35840924,0.00962554,0.35077400,0.01063987,0.87247137
-5.65782891,1.71632285,0.00887508,0.00000000,1.60731276,0.34627822,0.00978923,0.34369863,0.01011278,0.83948502
-5.65182591,1.66360309,0.00860512,0.00000000,1.56677322,0.33457876,0.01006204,0.33661259,0.00963497,0.80875984
-5.64582291,1.61493071,0.00835785,0.00000000,1.52577861,0.32356009,0.01045472,0.32975115,0.00921485,0.78097119
-5.63981991,1.57151028,0.00813915,0.00000000,1.48539459,0.31345974,0.01097605,0.32335048,0.00885938,0.75672598
-5.63381691,1.53443035,0.00795434,0.00000000,1.44666972,0.30449698,0.01163254,0.31763950,0.00857398,0.73654864
-5.62781391,1.50463166,0.00780799,0.00000000,1.41059869,0.29686639,0.01242808,0.31283159,0.00836239,0.72086848
-5.62181091,1.48287776,0.00770376,0.00000000,1.37808627,0.29073187,0.01336368,0.30911641,0.00822664,0.71000880
-5.61580790,1.46972933,0.00764435,0.00000000,1.34991343,0.28622122,0.01443721,0.30665231,0.00816703,0.70417809
-5.60980490,1.46552326,0.00763132,0.00000000,1.32670737,0.28342158,0.01564318,0.30555966,0.00818205,0.70346371
-5.60380190,1.47035764,0.00766507,0.00000000,1.30891678,0.28237609,0.01697268,0.30591537,0.00826852,0.70782828
-5.59779890,1.48408365,0.00774478,0.00000000,1.29679365,0.28308166,0.01841325,0.30774905,0.00842158,0.71710936
-5.59179590,1.50630507,0.00786845,0.00000000,1.29038262,0.28548834,0.01994900,0.31104090,0.00863481,0.73102240
-5.58579290,1.53638608,0.00803290,0.00000000,1.28951855,0.28950027,0.02156072,0.31572161,0.00890040,0.74916729
-5.57978989,1.57346730,0.00823394,0.00000000,1.29383247,0.29497816,0.02322611,0.32167418,0.00920927,0.77103854
-5.57378689,1.61649024,0.00846641,0.00000000,1.30276605,0.30174350,0.02492022,0.32873793,0.00955133,0.79603899
-5.56778389,1.66422926,0.00872443,0.00000000,1.31559378,0.30958419,0.02661587,0.33671418,0.00991566,0.82349670
-5.56178089,1.71533046,0.00900158,0.00000000,1.33145215,0.31826160,0.02828425,0.34537372,0.01029084,0.85268481
-5.55577789,1.76835584,0.00929110,0.00000000,1.34937455,0.32751866,0.02989558,0.35446556,0.01066516,0.88284362
-5.54977489,1.82183140,0.00958617,0.00000000,1.36833020,0.33708873,0.03141985,0.36372666,0.01102696,0.91320417
-5.54377189,1.87429708,0.00988015,0.00000000,1.38726560,0.34670501,0.03282763,0.37289206,0.01136492,0.94301261
-5.53776888,1.92435650,0.01016683,0.00000000,1.40514629,0.35610980,0.03409086,0.38170516,0.01166837,0.97155430
-5.53176588,1.97072458,0.01044065,0.00000000,1.42099732,0.36506354,0.03518364,0.38992736,0.01192752,0.99817674
-5.52576288,2.01227060,0.01069690,0.00000000,1.43394043,0.37335298,0.03608303,0.39734690,0.01213379,1.02231030
-5.51975988,2.04805522,0.01093191,0.00000000,1.44322626,0.38079826,0.03676971,0.40378618,0.01227998,1.04348608
-5.51375688,2.07735944,0.01114315,0.00000000,1.44826030,0.38725844,0.03722859,0.40910746,0.01236045,1.06134984
-5.50775388,2.09970464,0.01132934,0.00000000,1.44862151,0.39263546,0.03744928,0.41321651,0.01237129,1.07567165
-5.50175088,2.11486257,0.01149042,0.00000000,1.44407289,0.39687612,0.03742638,0.41606421,0.01231035,1.08635078
-5.49574787,2.12285532,0.01162759,0.00000000,1.43456386,0.39997220,0.03715972,0.41764593,0.01217728,1.09341569
-5.48974487,2.12394530,0.01174316,0.00000000,1.42022456,0.40195875,0.03665426,0.41799890,0.01197350,1.09701917
-5.48374187,2.11861605,0.01184050,0.00000000,1.40135279,0.40291055,0.03592001,0.41719781,0.01170208,1.09742905
-5.47773887,2.10754518,0.01192383,0.00000000,1.37839448,0.40293719,0.03497164,0.41534878,0.01136760,1.09501489
-5.47173587,2.09157086,0.01199808,0.00000000,1.35191898,0.40217692,0.03382805,0.41258233,0.01097598,1.09023148
-5.46573287,2.07165388,0.01206862,0.00000000,1.32259065,0.40078965,0.03251174,0.40904567,0.01053422,1.08359990
-5.45972986,2.04883710,0.01214112,0.00000000,1.29113835,0.39894957,0.03104814,0.40489477,0.01005017,1.07568721
-5.45372686,2.02420455,0.01222130,0.00000000,1.25832441,0.39683766,0.02946485,0.40028676,0.00953227,1.06708554
-5.44772386,1.99884186,0.01231473,0.00000000,1.22491459,0.39463454,0.02779082,0.39537310,0.00898927,1.05839161
-5.44172086,1.97379993,0.01242666,0.00000000,1.19165043,0.39251401,0.02605557,0.39029371,0.00842997,1.05018743
-5.43571786,1.95006303,0.01256187,0.00000000,1.15922500,0.39063745,0.02428842,0.38517264,0.00786297,1.04302289
-5.42971486,1.92852254,0.01272453,0.00000000,1.12826298,0.38914928,0.02251773,0.38011515,0.00729646,1.03740074
-5.42371186,1.90995668,0.01291808,0.00000000,1.09930550,0.38817366,0.02077026,0.37520645,0.00673803,1.03376414
-5.41770885,1.89501659,0.01314522,0.00000000,1.07279993,0.38781236,0.01907063,0.37051196,0.00619454,1.03248719
-5.41170585,1.88421835,0.01340779,0.00000000,1.04909446,0.38814375,0.01744084,0.36607902,0.00567195,1.03386806
-5.40570285,1.87794053,0.01370680,0.00000000,1.02843720,0.38922280,0.01589995,0.36193962,0.00517531,1.03812475
-5.39969985,1.87642628,0.01404239,0.00000000,1.01097904,0.39108188,0.01446382,0.35811410,0.00470871,1.04539316
-5.39369685,1.87978917,0.01441382,0.00000000,0.99677968,0.39373222,0.01314502,0.35461524,0.00427527,1.05572702
-5.38769385,1.88802152,0.01481954,0.00000000,0.98581600,0.39716564,0.01195281,0.35145248,0.00387719,1.06909938
-5.38169085,1.90100444,0.01525712,0.00000000,0.97799185,0.40135667,0.01089321,0.34863592,0.00351581,1.08540529
-5.37568784,1.91851866,0.01572333,0.00000000,0.97314876,0.40626444,0.00996914,0.34617977,0.00319170,1.10446541
-5.36968484,1.94025537,0.01621414,0.00000000,0.97107667,0.41183468,0.00918067,0.34410503,0.00290474,1.12603034
-5.36368184,1.96582684,0.01672471,0.00000000,0.97152443,0.41800139,0.00852529,0.34244120,0.00265429,1.14978557
-5.35767884,1.99477645,0.01724947,0.00000000,0.97420961,0.42468837,0.00799820,0.34122701,0.00243922,1.17535707
-5.35167584,2.02658837,0.01778212,0.00000000,0.97882748,0.43181049,0.00759262,0.34051011,0.00225811,1.20231761
-5.34567284,2.06069689,0.01831572,0.00000000,0.98505920,0.43927499,0.00730020,0.34034588,0.00210931,1.23019389
-5.33966983,2.09649601,0.01884273,0.00000000,0.99257925,0.44698258,0.00711129,0.34079547,0.00199107,1.25847478
-5.33366683,2.13334952,0.01935515,0.00000000,1.00106229,0.45482879,0.00701531,0.34192331,0.00190160,1.28662061
-5.32766383,2.17060207,0.01984462,0.00000000,1.01018966,0.46270545,0.00700106,0.34379437,0.00183919,1.31407376
-5.32166083,2.20759147,0.02030260,0.00000000,1.01965566,0.47050247,0.00705702,0.34647136,0.00180226,1.34027049
-5.31565783,2.24366241,0.02072058,0.00000000,1.02917389,0.47810992,0.00717164,0.35001217,0.00178937,1.36465380
-5.30965483,2.27818154,0.02109023,0.00000000,1.03848345,0.48542057,0.00733355,0.35446772,0.00179932,1.38668719
-5.30365183,2.31055353,0.02140370,0.00000000,1.04735529,0.49233257,0.00753183,0.35988044,0.00183112,1.40586884
-5.29764882,2.34023780,0.02165382,0.00000000,1.05559830,0.49875248,0.00775618,0.36628340,0.00188399,1.42174571
-5.29164582,2.36676502,0.02183434,0.00000000,1.06306500,0.50459832,0.00799706,0.37370018,0.00195735,1.43392701
-5.28564282,2.38975278,0.02194018,0.00000000,1.06965669,0.50980253,0.00824585,0.38214548,0.00205079,1.44209640
-5.27963982,2.40891936,0.02196763,0.00000000,1.07532737,0.51431474,0.00849492,0.39162628,0.00216402,1.44602224
-5.27363682,2.42409481,0.02191447,0.00000000,1.08008644,0.51810394,0.00873769,0.40214359,0.00229683,1.44556530
-5.26763382,2.43522858,0.02178017,0.00000000,1.08399964,0.52116022,0.00896864,0.41369439,0.00244898,1.44068358
-5.26163082,2.44239296,0.02156590,0.00000000,1.08718796,0.52349564,0.00918332,0.42627378,0.00262019,1.43143371
-5.25562781,2.44578212,0.02127455,0.00000000,1.08982457,0.52514423,0.00937831,0.43987704,0.00281000,1.41796890
-5.24962481,2.44570635,0.02091069,0.00000000,1.09212949,0.52616121,0.00955112,0.45450142,0.00301774,1.40053345
-5.24362181,2.44258189,0.02048048,0.00000000,1.09436224,0.52662120,0.00970013,0.47014756,0.00324247,1.37945401
-5.23761881,2.43691664,0.01999146,0.00000000,1.09681266,0.52661573,0.00982444,0.48682032,0.00348287,1.35512814
-5.23161581,2.42929247,0.01945238,0.00000000,1.09979035,0.52625002,0.00992380,0.50452905,0.00373721,1.32801059
-5.22561281,2.42034506,0.01887291,0.00000000,1.10361299,0.52563922,0.00999842,0.52328721,0.00400336,1.29859814
-5.21960980,2.41074221,0.01826340,0.00000000,1.10859430,0.52490438,0.01004888,0.54311123,0.00427871,1.26741383
-5.21360680,2.40116183,0.01763460,0.00000000,1.11503212,0.52416830,0.01007602,0.56401895,0.00456025,1.23499119
-5.20760380,2.39227059,0.01699732,0.00000000,1.12319706,0.52355145,0.01008079,0.58602738,0.00484454,1.20185951
-5.20160080,2.38470435,0.01636221,0.00000000,1.13332258,0.52316824,0.01006424,0.60915009,0.00512781,1.16853068
-5.19559780,2.37905102,0.01573949,0.00000000,1.14559650,0.52312369,0.01002740,0.63339438,0.00540603,1.13548815
-5.18959480,2.37583681,0.01513871,0.00000000,1.16015472,0.52351076,0.00997130,0.65875820,0.00567502,1.10317851
-5.18359180,2.37551592,0.01456861,0.00000000,1.17707709,0.52440829,0.00989698,0.68522714,0.00593054,1.07200583
-5.17758879,2.37846409,0.01403695,0.00000000,1.19638561,0.52587971,0.00980546,0.71277156,0.00616847,1.04232876
-5.17158579,2.38497581,0.01355045,0.00000000,1.21804498,0.52797243,0.00969789,0.74134393,0.00638490,1.01446028
-5.16558279,2.39526490,0.01311472,0.00000000,1.24196516,0.53071785,0.00957551,0.77087672,0.00657631,0.98866965
-5.15957979,2.40946797,0.01273429,0.00000000,1.26800585,0.53413199,0.00943984,0.80128068,0.00673965,0.96518629
-5.15357679,2.42765016,0.01241260,0.00000000,1.29598240,0.53821657,0.00929267,0.83244380,0.00687251,0.94420471
-5.14757379,2.44981234,0.01215208,0.00000000,1.32567279,0.54296035,0.00913623,0.86423097,0.00697320,0.92589022
-5.14157079,2.47589912,0.01195424,0.00000000,1.35682518,0.54834077,0.00897313,0.89648437,0.00704080,0.91038446
-5.13556778,2.50580698,0.01181977,0.00000000,1.38916568,0.55432555,0.00880652,0.92902455,0.00707522,0.89781046
-5.12956478,2.53939171,0.01174860,0.00000000,1.42240586,0.56087433,0.00864001,0.96165239,0.00707720,0.88827643
-5.12356178,2.57647468,0.01174002,0.00000000,1.45624960,0.56794009,0.00847766,0.99415159,0.00704831,0.88187815
-5.11755878,2.61684756,0.01179278,0.00000000,1.49039922,0.57547033,0.00832393,1.02629191,0.00699087,0.87869941
-5.11155578,2.66027504,0.01190514,0.00000000,1.52456032,0.58340799,0.00818355,1.05783281,0.00690787,0.87881059
-5.10555278,2.70649563,0.01207490,0.00000000,1.55844560,0.59169194,0.00806139,1.08852753,0.00680286,0.88226533
-5.09954977,2.75522033,0.01229949,0.00000000,1.59177733,0.60025722,0.00796227,1.11812724,0.00667984,0.88909534
-5.09354677,2.80612949,0.01257593,0.00000000,1.62428868,0.60903486,0.00789078,1.14638535,0.00654309,0.89930395
-5.08754377,2.85886814,0.01290082,0.00000000,1.65572397,0.61795142,0.00785107,1.17306146,0.00639707,0.91285844
-5.08154077,2.91304023,0.01327035,0.00000000,1.68583814,0.62692826,0.00784662,1.19792510,0.00624623,0.92968202
-5.07553777,2.96820226,0.01368023,0.00000000,1.71439543,0.63588063,0.00788004,1.22075889,0.00609490,0.94964582
-5.06953477,3.02385717,0.01412567,0.00000000,1.74116789,0.64471675,0.00795289,1.24136110,0.00594718,0.97256163
-5.06353177,3.07944887,0.01460131,0.00000000,1.76593374,0.65333684,0.00806552,1.25954756,0.00580684,0.99817598
-5.05752876,3.13435851,0.01510122,0.00000000,1.78847596,0.66163238,0.00821694,1.27515278,0.00567725,1.02616606
-5.05152576,3.18790296,0.01561883,0.00000000,1.80858153,0.66948560,0.00840479,1.28803061,0.00556135,1.05613823
-5.04552276,3.23933638,0.01614700,0.00000000,1.82604133,0.67676955,0.00862529,1.29805421,0.00546165,1.08762924
-5.03951976,3.28785530,0.01667800,0.00000000,1.84065116,0.68334855,0.00887331,1.30511578,0.00538023,1.12011079
-5.03351676,3.33260789,0.01720357,0.00000000,1.85221388,0.68907942,0.00914249,1.30912605,0.00531879,1.15299728
-5.02751376,3.37270745,0.01771507,0.00000000,1.86054276,0.69381347,0.00942538,1.31001383,0.00527874,1.18565697
-5.02151076,3.40725033,0.01820356,0.00000000,1.86546607,0.69739917,0.00971369,1.30772586,0.00526126,1.21742616
-5.01550775,3.43533787,0.01866000,0.00000000,1.86683276,0.69968571,0.00999853,1.30222699,0.00526742,1.24762621
-5.00950475,3.45610195,0.01907544,0.00000000,1.86451901,0.70052719,0.01027072,1.29350097,0.00529825,1.27558261
-5.00350175,3.46873322,0.01944127,0.00000000,1.85843542,0.69978744,0.01052110,1.28155179,0.00535487,1.30064564
-4.99749875,3.47251094,0.01974942,0.00000000,1.84853428,0.69734521,0.01074087,1.26640568,0.00543852,1.32221158
-4.99149575,3.46683309,0.01999264,0.00000000,1.83481672,0.69309956,0.01092190,1.24811342,0.00555068,1.33974364
-4.98549275,3.45124518,0.02016474,0.00000000,1.81733900,0.68697516,0.01105702,1.22675311,0.00569305,1.35279163
-4.97948974,3.42546633,0.02026080,0.00000000,1.79621762,0.67892720,0.01114032,1.20243285,0.00586760,1.36100942
-4.97348674,3.38941083,0.02027736,0.00000000,1.77163275,0.66894562,0.01116731,1.17529313,0.00607650,1.36416923
-4.96748374,3.34320394,0.02021261,0.00000000,1.74382952,0.65705831,0.01113514,1.14550870,0.00632208,1.36217209
-4.96148074,3.28719055,0.02006643,0.00000000,1.71311693,0.64333321,0.01104268,1.11328944,0.00660669,1.35505376
-4.95547774,3.22193597,0.01984047,0.00000000,1.67986419,0.62787884,0.01089051,1.07888005,0.00693259,1.34298574
-4.94947474,3.14821815,0.01953814,0.00000000,1.64449440,0.61084335,0.01068099,1.04255836,0.00730178,1.32627124
-4.94347174,3.06701147,0.01916448,0.00000000,1.60747583,0.59241205,0.01041804,1.00463206,0.00771577,1.30533616
-4.93746873,2.97946241,0.01872606,0.00000000,1.56931086,0.57280320,0.01010709,0.96543395,0.00817543,1.28071544
-4.93146573,2.88685807,0.01823077,0.00000000,1.53052320,0.55226261,0.00975481,0.92531565,0.00868072,1.25303534
-4.92546273,2.79058875,0.01768755,0.00000000,1.49164380,0.53105691,0.00936888,0.88464020,0.00923054,1.22299250
-4.91945973,2.69210631,0.01710613,0.00000000,1.45319608,0.50946595,0.00895771,0.84377361,0.00982253,1.19133053
-4.91345673,2.59288029,0.01649674,0.00000000,1.41568116,0.48777472,0.00853017,0.80307603,0.01045290,1.15881551
-4.90745373,2.49435361,0.01586976,0.00000000,1.37956378,0.46626502,0.00809524,0.76289273,0.01111641,1.12621109
-4.90145073,2.39790006,0.01523545,0.00000000,1.34525942,0.44520735,0.00766179,0.72354546,0.01180623,1.09425461
-4.89544772,2.30478557,0.01460366,0.00000000,1.31312336,0.42485352,0.00723823,0.68532476,0.01251404,1.06363509
-4.88944472,2.21613477,0.01398355,0.00000000,1.28344192,0.40542997,0.00683231,0.64848339,0.01323009,1.03497395
-4.88344172,2.13290440,0.01338344,0.00000000,1.25642641,0.38713255,0.00645093,0.61323143,0.01394339,1.00880939
-4.87743872,2.05586460,0.01281055,0.00000000,1.23220977,0.37012250,0.00609990,0.57973312,0.01464192,0.98558465
-4.87143572,1.98558856,0.01227099,0.00000000,1.21084621,0.35452417,0.00578388,0.54810576,0.01531297,0.96564086
-4.86543272,1.92245086,0.01176965,0.00000000,1.19231351,0.34042420,0.00550628,0.51842054,0.01594344,0.94921426
-4.85942971,1.86663405,0.01131019,0.00000000,1.17651804,0.32787239,0.00526923,0.49070523,0.01652031,0.93643793
-4.85342671,1.81814296,0.01089514,0.00000000,1.16330210,0.31688397,0.00507357,0.46494864,0.01703102,0.92734766
-4.84742371,1.77682576,0.01052592,0.00000000,1.15245328,0.30744316,0.00491895,0.44110646,0.01746389,0.92189153
-4.84142071,1.74240043,0.01020307,0.00000000,1.14371555,0.29950784,0.00480387,0.41910818,0.01780857,0.91994269
-4.83541771,1.71448531,0.00992629,0.00000000,1.13680161,0.29301497,0.00472583,0.39886477,0.01805643,0.92131463
-4.82941471,1.69263217,0.00969472,0.00000000,1.13140616,0.28788653,0.00468147,0.38027663,0.01820085,0.92577813
-4.82341171,1.67636028,0.00950707,0.00000000,1.12721968,0.28403573,0.00466674,0.36324146,0.01823752,0.93307928
-4.81740870,1.66518987,0.00936185,0.00000000,1.12394241,0.28137306,0.00467707,0.34766172,0.01816464,0.94295766
-4.81140570,1.65867367,0.00925750,0.00000000,1.12129818,0.27981206,0.00470757,0.33345136,0.01798299,0.95516392
-4.80540270,1.65642515,0.00919260,0.00000000,1.11904761,0.27927450,0.00475320,0.32054150,0.01769593,0.96947613
-4.79939970,1.65814246,0.00916601,0.00000000,1.11700055,0.27969469,0.00480897,0.30888492,0.01730934,0.98571412
-4.79339670,1.66362705,0.00917693,0.00000000,1.11502728,0.28102293,0.00487012,0.29845919,0.01683141,1.00375127
-4.78739370,1.67279644,0.00922504,0.00000000,1.11306818,0.28322779,0.00493226,0.28926846,0.01627237,1.02352336
-4.78139070,1.68569060,0.00931054,0.00000000,1.11114154,0.28629727,0.00499153,0.28134370,0.01564417,1.04503389
-4.77538769,1.70247183,0.00943410,0.00000000,1.10934923,0.29023876,0.00504471,0.27474171,0.01496010,1.06835587
-4.76938469,1.72341815,0.00959691,0.00000000,1.10787986,0.29507782,0.00508929,0.26954271,0.01423435,1.09362983
-4.76338169,1.74891054,0.00980052,0.00000000,1.10700929,0.30085590,0.00512355,0.26584683,0.01348156,1.12105810
-4.75737869,1.77941457,0.01004684,0.00000000,1.10709818,0.30762700,0.00514659,0.26376965,0.01271642,1.15089559
-4.75137569,1.81545709,0.01033793,0.00000000,1.10858657,0.31545359,0.00515830,0.26343677,0.01195321,1.18343747
-4.74537269,1.85759912,0.01067590,0.00000000,1.11198546,0.32440184,0.00515933,0.26497796,0.01120544,1.21900411
-4.73936968,1.90640579,0.01106272,0.00000000,1.11786536,0.33453635,0.00515106,0.26852073,0.01048550,1.25792406
-4.73336668,1.96241485,0.01150007,0.00000000,1.12684219,0.34591481,0.00513542,0.27418385,0.00980440,1.30051564
-4.72736368,2.02610482,0.01198917,0.00000000,1.13956070,0.35858261,0.00511487,0.28207084,0.00917155,1.34706812
-4.72136068,2.09786434,0.01253057,0.00000000,1.15667589,0.37256777,0.00509216,0.29226376,0.00859460,1.39782317
-4.71535768,2.17796387,0.01312409,0.00000000,1.17883291,0.38787645,0.00507027,0.30481749,0.00807941,1.45295756
-4.70935468,2.26653110,0.01376866,0.00000000,1.20664606,0.40448916,0.00505218,0.31975468,0.00763000,1.51256781
-4.70335168,2.36353105,0.01446224,0.00000000,1.24067744,0.42235786,0.00504074,0.33706158,0.00724864,1.57665754
-4.69734867,2.46875173,0.01520176,0.00000000,1.28141605,0.44140428,0.00503855,0.35668484,0.00693590,1.64512813
-4.69134567,2.58179607,0.01598316,0.00000000,1.32925774,0.46151926,0.00504776,0.37852959,0.00669087,1.71777305
-4.68534267,2.70208032,0.01680140,0.00000000,1.38448699,0.48256337,0.00507000,0.40245857,0.00651127,1.79427619
-4.67933967,2.82883918,0.01765052,0.00000000,1.44726076,0.50436875,0.00510631,0.42829275,0.00639370,1.87421421
-4.67333667,2.96113718,0.01852380,0.00000000,1.51759519,0.52674204,0.00515700,0.45581306,0.00633381,1.95706276
-4.66733367,3.09788601,0.01941386,0.00000000,1.59535544,0.54946836,0.00522171,0.48476348,0.00632657,2.04220640
-4.66133067,3.23786693,0.02031284,0.00000000,1.68024925,0.57231614,0.00529938,0.51485520,0.00636641,2.12895155
-4.65532766,3.37975741,0.02121259,0.00000000,1.77182424,0.59504259,0.00538826,0.54577191,0.00644748,2.21654221
-4.64932466,3.52216094,0.02210488,0.00000000,1.86946943,0.61739965,0.00548603,0.57717585,0.00656378,2.30417752
-4.64332166,3.66363873,0.02298158,0.00000000,1.97242098,0.63914015,0.00558987,0.60871459,0.00670934,2.39103060
