energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,1.54563344,0.93115643,0.60183158,0.00528292,0.04578787,0.03637390,0.68463191
-5.99399700,1.54531945,0.93849541,0.60617947,0.00500646,0.04518228,0.03517081,0.68586956
-5.98799400,1.54868993,0.94960493,0.61204423,0.00472134,0.04464202,0.03395137,0.68878897
-5.98199100,1.55593730,0.96439819,0.61955518,0.00443228,0.04416878,0.03273208,0.69345039
-5.97598799,1.56714053,0.98269890,0.62879483,0.00414368,0.04376189,0.03152784,0.69986394
-5.96998499,1.58225485,1.00424181,0.63979157,0.00385952,0.04341815,0.03035146,0.70798590
-5.96398199,1.60110464,1.02867476,0.65251385,0.00358326,0.04313182,0.02921329,0.71771611
-5.95797899,1.62337971,1.05556254,0.66686594,0.00331779,0.04289475,0.02812101,0.72889698
-5.95197599,1.64863575,1.08439267,0.68268568,0.00306540,0.04269655,0.02707953,0.74131395
-5.94597299,1.67629915,1.11458323,0.69974450,0.00282778,0.04252491,0.02609107,0.75469795
-5.93996998,1.70567651,1.14549296,0.71774983,0.00260603,0.04236600,0.02515534,0.76872975
-5.93396698,1.73596886,1.17643354,0.73634998,0.00240068,0.04220497,0.02426980,0.78304629
-5.92796398,1.76629043,1.20668409,0.75514162,0.00221180,0.04202649,0.02343009,0.79724896
-5.92196098,1.79569169,1.23550760,0.77367954,0.00203901,0.04181534,0.02263042,0.81091373
-5.91595798,1.82318598,1.26216918,0.79148859,0.00188158,0.04155703,0.02186411,0.82360275
-5.90995498,1.84777900,1.28595538,0.80807736,0.00173853,0.04123845,0.02112404,0.83487730
-5.90395198,1.86850019,1.30619441,0.82295332,0.00160868,0.04084841,0.02040317,0.84431149
-5.89794897,1.88443488,1.32227630,0.83563858,0.00149072,0.04037822,0.01969497,0.85150632
-5.89194597,1.89475601,1.33367236,0.84568605,0.00138331,0.03982215,0.01899382,0.85610352
-5.88594297,1.89875407,1.33995323,0.85269499,0.00128511,0.03917779,0.01829533,0.85779870
-5.87993997,1.89586418,1.34080471,0.85632561,0.00119488,0.03844633,0.01759663,0.85635307
-5.87393697,1.88568887,1.33604054,0.85631187,0.00111142,0.03763267,0.01689649,0.85160348
-5.86793397,1.86801579,1.32561158,0.85247203,0.00103372,0.03674547,0.01619542,0.84347000
-5.86193097,1.84282926,1.30961084,0.84471646,0.00096089,0.03579697,0.01549571,0.83196086
-5.85592796,1.81031514,1.28827382,0.83305224,0.00089217,0.03480278,0.01480126,0.81717446
-5.84992496,1.77085863,1.26197418,0.81758437,0.00082699,0.03378143,0.01411754,0.79929813
-5.84392196,1.72503490,1.23121450,0.79851354,0.00076490,0.03275388,0.01345126,0.77860374
-5.83791896,1.67359289,1.19661242,0.77613040,0.00070558,0.03174289,0.01281022,0.75544026
-5.83191596,1.61743257,1.15888254,0.75080657,0.00064885,0.03077233,0.01220294,0.73022339
-5.82591296,1.55757679,1.11881466,0.72298281,0.00059457,0.02986636,0.01163836,0.70342275
-5.81990995,1.49513841,1.07724901,0.69315470,0.00054273,0.02904863,0.01112546,0.67554698
-5.81390695,1.43128424,1.03504953,0.66185656,0.00049332,0.02834146,0.01067300,0.64712739
-5.80790395,1.36719697,0.99307601,0.62964413,0.00044640,0.02776498,0.01028907,0.61870072
-5.80190095,1.30403668,0.95215623,0.59707673,0.00040204,0.02733634,0.00998083,0.59079167
-5.79589795,1.24290327,0.91305915,0.56469973,0.00036031,0.02706903,0.00975422,0.56389596
-5.78989495,1.18480147,0.87647018,0.53302787,0.00032125,0.02697219,0.00961361,0.53846438
-5.78389195,1.13060946,0.84296945,0.50253012,0.00028493,0.02705017,0.00956168,0.51488869
-5.77788894,1.08105256,0.81301401,0.47361670,0.00025135,0.02730215,0.00959911,0.49348958
-5.77188594,1.03668280,0.78692452,0.44662859,0.00022051,0.02772195,0.00972459,0.47450752
-5.76588294,0.99786509,0.76487705,0.42183000,0.00019237,0.02829804,0.00993461,0.45809646
-5.75987994,0.96477052,0.74690027,0.39940388,0.00016687,0.02901374,0.01022358,0.44432085
-5.75387694,0.93737699,0.73287811,0.37945068,0.00014392,0.02984760,0.01058378,0.43315600
-5.74787394,0.91547689,0.72255768,0.36199018,0.00012342,0.03077397,0.01100559,0.42449161
-5.74187094,0.89869167,0.71556226,0.34696630,0.00010522,0.03176379,0.01147763,0.41813856
-5.73586793,0.88649249,0.71140874,0.33425458,0.00008918,0.03278552,0.01198703,0.41383836
-5.72986493,0.87822613,0.70952867,0.32367195,0.00007515,0.03380615,0.01251981,0.41127512
-5.72386193,0.87314514,0.70929229,0.31498836,0.00006297,0.03479242,0.01306122,0.41008943
-5.71785893,0.87044095,0.71003433,0.30793970,0.00005246,0.03571200,0.01359619,0.40989362
-5.71185593,0.86927872,0.71108067,0.30224167,0.00004348,0.03653474,0.01410977,0.41028774
-5.70585293,0.86883246,0.71177475,0.29760374,0.00003587,0.03723389,0.01458766,0.41087579
-5.69984992,0.86831923,0.71150275,0.29374306,0.00002946,0.03778721,0.01501664,0.41128138
-5.69384692,0.86703106,0.70971640,0.29039742,0.00002414,0.03817802,0.01538504,0.41116241
-5.68784392,0.86436344,0.70595284,0.28733722,0.00001976,0.03839604,0.01568318,0.41022408
-5.68184092,0.85983942,0.69985058,0.28437569,0.00001621,0.03843806,0.01590373,0.40822988
-5.67583792,0.85312846,0.69116117,0.28137728,0.00001339,0.03830845,0.01604200,0.40501011
-5.66983492,0.84405949,0.67975625,0.27826393,0.00001122,0.03801932,0.01609618,0.40046768
-5.66383192,0.83262777,0.66562976,0.27501893,0.00000962,0.03759056,0.01606743,0.39458108
-5.65782891,0.81899549,0.64889552,0.27168851,0.00000853,0.03704958,0.01595993,0.38740437
