energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.97051303,0.04194414,1.17224487,0.80719229,0.00000000,1.31235769,1.24064089
-5.99399700,3.06762476,0.04152885,1.23679037,0.80232689,0.00000000,1.37301595,1.29687136
-5.98799400,3.16831508,0.04107202,1.30344890,0.79719695,0.00000000,1.43672486,1.35428152
-5.98199100,3.27204600,0.04057588,1.37160172,0.79215188,0.00000000,1.50314808,1.41229830
-5.97598799,3.37807064,0.04004279,1.44054434,0.78749825,0.00000000,1.57181633,1.47028966
-5.96998499,3.48542152,0.03947508,1.50949147,0.78348480,0.00000000,1.64212220,1.52756928
-5.96398199,3.59290738,0.03887492,1.57758448,0.78029030,0.00000000,1.71332034,1.58340272
-5.95797899,3.69911994,0.03824414,1.64390197,0.77801488,0.00000000,1.78453350,1.63701555
-5.95197599,3.80245185,0.03758407,1.70747358,0.77667528,0.00000000,1.85476529,1.68760368
-5.94597299,3.90112637,0.03689544,1.76729739,0.77620450,0.00000000,1.92291962,1.73434625
-5.93996998,3.99323875,0.03617833,1.82236062,0.77645574,0.00000000,1.98782677,1.77642119
-5.93396698,4.07680848,0.03543208,1.87166355,0.77721066,0.00000000,2.04827551,1.81302323
-5.92796398,4.14984103,0.03465539,1.91424601,0.77819139,0.00000000,2.10305038,1.84338426
-5.92196098,4.21039678,0.03384643,1.94921569,0.77907595,0.00000000,2.15097273,1.86679537
-5.91595798,4.25666461,0.03300295,1.97577729,0.77951612,0.00000000,2.19094408,1.88262984
-5.90995498,4.28703670,0.03212252,1.99326126,0.77915701,0.00000000,2.22198978,1.89036623
-5.90395198,4.30018136,0.03120279,2.00115099,0.77765730,0.00000000,2.24330115,1.88961050
-5.89794897,4.29511012,0.03024173,1.99910697,0.77470924,0.00000000,2.25427409,1.88011601
-5.89194597,4.27123587,0.02923794,1.98698681,0.77005732,0.00000000,2.25454214,1.86180039
-5.88594297,4.22841903,0.02819087,1.96485993,0.76351484,0.00000000,2.24400265,1.83475822
-5.87993997,4.16699917,0.02710107,1.93301609,0.75497763,0.00000000,2.22283424,1.79926869
-5.87393697,4.08781038,0.02597036,1.89196701,0.74443414,0.00000000,2.19150512,1.75579772
-5.86793397,3.99217947,0.02480193,1.84244096,0.73197182,0.00000000,2.15077129,1.70499402
-5.86193097,3.88190682,0.02360043,1.78537025,0.71777924,0.00000000,2.10166495,1.64767925
-5.85592796,3.75923069,0.02237191,1.72187212,0.70214427,0.00000000,2.04547347,1.58483241
-5.84992496,3.62677659,0.02112375,1.65322365,0.68544837,0.00000000,1.98370972,1.51756908
-5.84392196,3.48749382,0.01986446,1.58083177,0.66815739,0.00000000,1.91807528,1.44711631
-5.83791896,3.34458223,0.01860351,1.50619956,0.65080954,0.00000000,1.85041792,1.37478412
-5.83191596,3.20141204,0.01735105,1.43089013,0.63400108,0.00000000,1.78268525,1.30193481
-5.82591296,3.06144019,0.01611762,1.35648947,0.61837051,0.00000000,1.71687627,1.22995125
-5.81990995,2.92812651,0.01491385,1.28456957,0.60458194,0.00000000,1.65499287,1.16020517
-5.81390695,2.80485245,0.01375020,1.21665312,0.59330845,0.00000000,1.59899266,1.09402685
-5.80790395,2.69484534,0.01263664,1.15418061,0.58521602,0.00000000,1.55074485,1.03267674
-5.80190095,2.60111005,0.01158248,1.09848091,0.58094855,0.00000000,1.51199023,0.97732007
-5.79589795,2.52636963,0.01059611,1.05074565,0.58111454,0.00000000,1.48430617,0.92900483
-5.78989495,2.47301594,0.00968495,1.01200789,0.58627556,0.00000000,1.46907704,0.88864338
-5.78389195,2.44307053,0.00885528,0.98312506,0.59693677,0.00000000,1.46747031,0.85699799
-5.77788894,2.43815570,0.00811233,0.96476613,0.61353943,0.00000000,1.48041828,0.83466995
-5.77188594,2.45947501,0.00746021,0.95740275,0.63645532,0.00000000,1.50860496,0.82209232
-5.76588294,2.50780253,0.00690207,0.96130401,0.66598293,0.00000000,1.55245768,0.81952576
-5.75987994,2.58347954,0.00644018,0.97653448,0.70234497,0.00000000,1.61214302,0.82705730
-5.75387694,2.68641784,0.00607609,1.00295522,0.74568704,0.00000000,1.68756616,0.84460154
-5.74787394,2.81610841,0.00581077,1.04022738,0.79607700,0.00000000,1.77837357,0.87190412
-5.74187094,2.97163464,0.00564478,1.08781835,0.85350488,0.00000000,1.88395835,0.90854713
-5.73586793,3.15168947,0.00557843,1.14501035,0.91788282,0.00000000,2.00346823,0.95395641
-5.72986493,3.35459613,0.00561184,1.21091141,0.98904511,0.00000000,2.13581615,1.00741072
-5.72386193,3.57833217,0.00574509,1.28446906,1.06674797,0.00000000,2.27969348,1.06805269
-5.71785893,3.82055699,0.00597819,1.36448674,1.15066920,0.00000000,2.43358631,1.13490182
-5.71185593,4.07864300,0.00631111,1.44964310,1.24040763,0.00000000,2.59579500,1.20686959
-5.70585293,4.34971071,0.00674368,1.53851451,1.33548264,0.00000000,2.76445737,1.28277668
-5.69984992,4.63066799,0.00727548,1.62960054,1.43533375,0.00000000,2.93757585,1.36137247
-5.69384692,4.91825344,0.00790567,1.72135238,1.53932080,0.00000000,3.11304854,1.44135661
-5.68784392,5.20908407,0.00863281,1.81220390,1.64672477,0.00000000,3.28870436,1.52140263
-5.68184092,5.49970652,0.00945456,1.90060468,1.75674970,0.00000000,3.46234153,1.60018296
-5.67583792,5.78665147,0.01036748,1.98505427,1.86852600,0.00000000,3.63176916,1.67639511
-5.66983492,6.06649007,0.01136678,2.06413677,1.98111537,0.00000000,3.79485056,1.74878815
-5.66383192,6.33589119,0.01244605,2.13655439,2.09351767,0.00000000,3.94954749,1.81618880
-5.65782891,6.59167805,0.01359709,2.20115897,2.20467984,0.00000000,4.09396350,1.87752623
-5.65182591,6.83088265,0.01480974,2.25698000,2.31350709,0.00000000,4.22638525,1.93185471
-5.64582291,7.05079628,0.01607184,2.30324794,2.41887629,0.00000000,4.34531975,1.97837311
-5.63981991,7.24901482,0.01736917,2.33941182,2.51965163,0.00000000,4.44952649,2.01644070
-5.63381691,7.42347707,0.01868562,2.36515014,2.61470228,0.00000000,4.53804263,2.04558842
-5.62781391,7.57249546,0.02000334,2.38037444,2.70292188,0.00000000,4.61020055,2.06552513
-5.62181091,7.69477786,0.02130302,2.38522545,2.78324944,0.00000000,4.66563677,2.07613887
-5.61580790,7.78944043,0.02256433,2.38006164,2.85469113,0.00000000,4.70429196,2.07749281
-5.60980490,7.85601119,0.02376633,2.36544085,2.91634255,0.00000000,4.72640211,2.06981632
-5.60380190,7.89442460,0.02488806,2.34209574,2.96741054,0.00000000,4.73248134,2.05349160
-5.59779890,7.90500779,0.02590912,2.31090408,3.00723394,0.00000000,4.72329712,2.02903657
-5.59179590,7.88845913,0.02681027,2.27285536,3.03530251,0.00000000,4.69983921,1.99708474
-5.58579290,7.84582017,0.02757407,2.22901522,3.05127307,0.00000000,4.66328354,1.95836310
-5.57978989,7.77844208,0.02818544,2.18048918,3.05498210,0.00000000,4.61495284,1.91366900
-5.57378689,7.68794772,0.02863220,2.12838743,3.04645415,0.00000000,4.55627537,1.86384701
-5.56778389,7.57619040,0.02890553,2.07379196,3.02590529,0.00000000,4.48874352,1.80976663
-5.56178089,7.44521067,0.02900026,2.01772749,2.99374126,0.00000000,4.41387369,1.75230180
-5.55577789,7.29719194,0.02891512,1.96113725,2.95054999,0.00000000,4.33316870,1.69231278
-5.54977489,7.13441623,0.02865278,1.90486425,2.89708852,0.00000000,4.24808389,1.63063109
-5.54377189,6.95922069,0.02821981,1.84963869,2.83426453,0.00000000,4.15999758,1.56804776
-5.53776888,6.77395611,0.02762642,1.79607158,2.76311300,0.00000000,4.07018662,1.50530515
-5.53176588,6.58094797,0.02688613,1.74465445,2.68476877,0.00000000,3.97980727,1.44309230
-5.52576288,6.38246105,0.02601534,1.69576465,2.60043598,0.00000000,3.88988151,1.38204384
-5.51975988,6.18066828,0.02503267,1.64967580,2.51135559,0.00000000,3.80128878,1.32274187
-5.51375688,5.97762449,0.02395846,1.60657226,2.41877229,0.00000000,3.71476290,1.26572076
-5.50775388,5.77524566,0.02281396,1.56656690,2.32390223,0.00000000,3.63089385,1.21147411
-5.50175088,5.57529421,0.02162076,1.52972087,2.22790275,0.00000000,3.55013406,1.16046332
-5.49574787,5.37937041,0.02040006,1.49606449,2.13184563,0.00000000,3.47280872,1.11312717
-5.48974487,5.18891011,0.01917208,1.46561795,2.03669483,0.00000000,3.39912958,1.06989171
-5.48374187,5.00518858,0.01795553,1.43841086,1.94328953,0.00000000,3.32921185,1.03117962
-5.47773887,4.82932979,0.01676715,1.41449973,1.85233333,0.00000000,3.26309348,0.99741842
-5.47173587,4.66232058,0.01562140,1.39398238,1.76438961,0.00000000,3.20075625,0.96904680
-5.46573287,4.50502850,0.01453019,1.37700871,1.67988335,0.00000000,3.14214814,0.94651839
-5.45972986,4.35822207,0.01350288,1.36378705,1.59910882,0.00000000,3.08720607,0.93030242
