energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-6.00000000,10.87396947,0.75757292,8.98400145,0.00636901,0.07869370,0.16439299,1.47676409
-5.99399700,11.21562579,0.80518905,9.23488424,0.00699247,0.08343547,0.17378712,1.53229757
-5.98799400,11.54945961,0.85549710,9.47638260,0.00767773,0.08839721,0.18329460,1.58741939
-5.98199100,11.86860827,0.90795008,9.70302321,0.00842242,0.09352331,0.19277323,1.64114654
-5.97598799,12.16651975,0.96199447,9.90961312,0.00922314,0.09876080,0.20208095,1.69253763
-5.96998499,12.43711014,1.01707628,10.09137220,0.01007533,0.10405979,0.21107843,1.74071383
-5.96398199,12.67489875,1.07264597,10.24404664,0.01097318,0.10937376,0.21963161,1.78487670
-5.95797899,12.87511758,1.12816196,10.36400048,0.01190954,0.11465956,0.22761417,1.82432250
-5.95197599,13.03379288,1.18309325,10.44828318,0.01287591,0.11987725,0.23490978,1.85845268
-5.94597299,13.14779835,1.23692087,10.49467288,0.01386243,0.12498967,0.24141430,1.88678059
-5.93996998,13.21488073,1.28913888,10.50169565,0.01485794,0.12996195,0.24703772,1.90893440
-5.93396698,13.23365986,1.33925490,10.46862261,0.01585010,0.13476083,0.25170595,1.92465664
-5.92796398,13.20360632,1.38679078,10.39544742,0.01682559,0.13935406,0.25536237,1.93380078
-5.92196098,13.12500029,1.43128371,10.28284717,0.01777032,0.14370974,0.25796917,1.93632547
-5.91595798,12.99887606,1.47228810,10.13213034,0.01866974,0.14779580,0.25950833,1.93228691
-5.90995498,12.82695625,1.50937864,9.94517534,0.01950919,0.15157967,0.25998247,1.92183019
-5.90395198,12.61157999,1.54215475,9.72436321,0.02027430,0.15502812,0.25941523,1.90518005
-5.89794897,12.35562863,1.57024650,9.47250750,0.02095134,0.15810738,0.25785143,1.88263167
-5.89194597,12.06245182,1.59332204,9.19278405,0.02152772,0.16078360,0.25535677,1.85454193
-5.88594297,11.73579643,1.61109649,8.88866266,0.02199232,0.16302354,0.25201722,1.82132139
-5.87993997,11.37973932,1.62334183,8.56384202,0.02233592,0.16479559,0.24793788,1.78342725
-5.87393697,10.99862484,1.62989750,8.22218862,0.02255149,0.16607099,0.24324148,1.74135726
-5.86793397,10.59700657,1.63068118,7.86767992,0.02263450,0.16682531,0.23806640,1.69564449
-5.86193097,10.17959281,1.62569908,7.50435141,0.02258311,0.16703992,0.23256419,1.64685277
-5.85592796,9.75119453,1.61505503,7.13624706,0.02239825,0.16670365,0.22689668,1.59557250
-5.84992496,9.31667452,1.59895777,6.76737239,0.02208367,0.16581419,0.22123269,1.54241652
-5.84392196,8.88089640,1.57772572,6.40164940,0.02164583,0.16437944,0.21574429,1.48801558
-5.83791896,8.44867230,1.55178865,6.04287284,0.02109376,0.16241856,0.21060286,1.43301328
-5.83191596,8.02470857,1.52168576,5.69466716,0.02043879,0.15996257,0.20597483,1.37806000
-5.82591296,7.61354906,1.48805985,5.36044439,0.01969420,0.15705465,0.20201739,1.32380577
-5.81990995,7.21951626,1.45164744,5.04336282,0.01887485,0.15374981,0.19887415,1.27089186
-5.81390695,6.84665104,1.41326486,4.74628726,0.01799674,0.15011419,0.19667094,1.21994132
-5.80790395,6.49865214,1.37379048,4.47175175,0.01707650,0.14622367,0.19551189,1.17154833
-5.80190095,6.17881730,1.33414365,4.22192562,0.01613097,0.14216218,0.19547597,1.12626689
-5.79589795,5.88998771,1.29526082,3.99858436,0.01517669,0.13801942,0.19661397,1.08459895
-5.78989495,5.63449823,1.25806960,3.80308644,0.01422946,0.13388831,0.19894625,1.04698266
-5.78389195,5.41413542,1.22346172,3.63635738,0.01330398,0.12986214,0.20246123,1.01378097
-5.77788894,5.23010544,1.19226587,3.49888207,0.01241343,0.12603164,0.20711475,0.98527130
-5.77188594,5.08301372,1.16522125,3.39070621,0.01156926,0.12248191,0.21283037,0.96163666
-5.76588294,4.97285769,1.14295308,3.31144726,0.01078091,0.11928958,0.21950056,0.94295874
-5.75987994,4.89903363,1.12595095,3.26031510,0.01005573,0.11652016,0.22698895,0.92921336
-5.75387694,4.86035785,1.11455081,3.23614189,0.00939886,0.11422569,0.23513334,0.92026865
-5.74787394,4.85510214,1.10892155,3.23742062,0.00881326,0.11244290,0.24374960,0.91588615
-5.74187094,4.88104249,1.10905666,3.26235090,0.00829978,0.11119188,0.25263631,0.91572496
-5.73586793,4.93551975,1.11477154,3.30889077,0.00785729,0.11047532,0.26157985,0.91934898
-5.72986493,5.01551023,1.12570648,3.37481246,0.00748286,0.11027841,0.27035998,0.92623707
-5.72386193,5.11770392,1.14133562,3.45776018,0.00717197,0.11056935,0.27875564,0.93579582
-5.71785893,5.23858762,1.16098152,3.55530781,0.00691878,0.11130047,0.28655068,0.94737478
-5.71185593,5.37452991,1.18383489,3.66501419,0.00671641,0.11240991,0.29353957,0.96028344
-5.70585293,5.52186517,1.20897904,3.78447410,0.00655722,0.11382382,0.29953264,0.97380968
-5.69984992,5.67697359,1.23541800,3.91136283,0.00643309,0.11545892,0.30436084,0.98723887
-5.69384692,5.83635444,1.26210760,4.04347297,0.00633575,0.11722542,0.30787988,0.99987320
-5.68784392,5.99669030,1.28798813,4.17874212,0.00625699,0.11903006,0.30997356,1.01105041
-5.68184092,6.15490022,1.31201759,4.31527085,0.00618894,0.12077926,0.31055618,1.02016151
-5.67583792,6.30818051,1.33320429,4.45133066,0.00612429,0.12238215,0.30957411,1.02666665
-5.66983492,6.45403237,1.35063742,4.58536250,0.00605646,0.12375346,0.30700637,1.03010881
-5.66383192,6.59027633,1.36351470,4.71596642,0.00597976,0.12481613,0.30286429,1.03012476
-5.65782891,6.71505405,1.37116585,4.84188417,0.00588950,0.12550348,0.29719031,1.02645296
-5.65182591,6.82681866,1.37307122,4.96197626,0.00578207,0.12576095,0.29005593,1.01893816
-5.64582291,6.92431556,1.36887476,5.07519587,0.00565496,0.12554737,0.28155901,1.00753256
-5.63981991,7.00655581,1.35839104,5.18056190,0.00550675,0.12483567,0.27182050,0.99229357
-5.63381691,7.07278474,1.34160616,5.27713373,0.00533711,0.12361299,0.26098067,0.97337841
-5.62781391,7.12244849,1.31867258,5.36398990,0.00514670,0.12188043,0.24919507,0.95103557
-5.62181091,7.15516126,1.28989839,5.44021298,0.00493712,0.11965219,0.23663035,0.92559392
-5.61580790,7.17067579,1.25573152,5.50488223,0.00471076,0.11695438,0.22346000,0.89744952
-5.60980490,7.16885926,1.21673982,5.55707530,0.00447074,0.11382345,0.20986029,0.86705113
-5.60380190,7.14967644,1.17358796,5.59587956,0.00422075,0.11030447,0.19600641,0.83488475
-5.59779890,7.11318117,1.12701222,5.62041287,0.00396495,0.10644919,0.18206890,0.80145794
-5.59179590,7.05951656,1.07779441,5.62985313,0.00370787,0.10231404,0.16821061,0.76728467
-5.58579290,6.98892388,1.02673606,5.62347500,0.00345429,0.09795822,0.15458409,0.73287111
-5.57978989,6.90175906,0.97463378,5.60069200,0.00320919,0.09344187,0.14132954,0.69870307
-5.57378689,6.79851540,0.92225705,5.56110132,0.00297765,0.08882440,0.12857334,0.66523548
-5.56778389,6.67985043,0.87032897,5.50452872,0.00276484,0.08416311,0.11642714,0.63288414
-5.56178089,6.54661454,0.81951057,5.43107060,0.00257599,0.07951196,0.10498750,0.60202013
-5.55577789,6.39987878,0.77038926,5.34113037,0.00241635,0.07492076,0.09433602,0.57296672
-5.54977489,6.24095923,0.72347128,5.23544661,0.00229125,0.07043454,0.08453999,0.54599890
-5.54377189,6.07143538,0.67917814,5.11511079,0.00220607,0.06609319,0.07565333,0.52134507
-5.53776888,5.89316042,0.63784692,4.98157289,0.00216626,0.06193138,0.06771791,0.49919075
-5.53176588,5.70826146,0.59973367,4.83663383,0.00217740,0.05797869,0.06076504,0.47968381
-5.52576288,5.51912861,0.56501952,4.68242449,0.00224514,0.05425987,0.05481706,0.46294060
-5.51975988,5.32839216,0.53381876,4.52137138,0.00237524,0.05079525,0.04988902,0.44905253
-5.51375688,5.13888778,0.50618815,4.35615029,0.00257351,0.04760123,0.04599020,0.43809260
-5.50775388,4.95361044,0.48213662,4.18962919,0.00284572,0.04469083,0.04312554,0.43012115
-5.50175088,4.77565814,0.46163498,4.02480261,0.00319756,0.04207424,0.04129683,0.42519058
-5.49574787,4.60816715,0.44462470,3.86471991,0.00363447,0.03975934,0.04050361,0.42334850
-5.48974487,4.45424104,0.43102559,3.71241010,0.00416149,0.03775224,0.04074374,0.42463920
-5.48374187,4.31687581,0.42074185,3.57080605,0.00478305,0.03605769,0.04201371,0.42910314
