energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.87993997,3.09275656,0.01465062,0.18719578,0.89878419,0.40872845,1.91540993,0.00000000,1.22346808,0.84157144
-5.87393697,3.07719254,0.01346872,0.18821907,0.89430081,0.40568305,1.90296381,0.00000000,1.21692823,0.84708775
-5.86793397,3.05041657,0.01234554,0.18822851,0.88645079,0.40123238,1.88406343,0.00000000,1.20589914,0.84844638
-5.86193097,3.01254487,0.01128314,0.18720855,0.87528062,0.39539220,1.85882099,0.00000000,1.19052302,0.84559777
-5.85592796,2.96386206,0.01028268,0.18516346,0.86089329,0.38820198,1.82744207,0.00000000,1.17102342,0.83856057
-5.84992496,2.90481999,0.00934455,0.18211757,0.84344723,0.37972472,1.79022398,0.00000000,1.14769983,0.82742221
-5.84392196,2.83603160,0.00846855,0.17811479,0.82315345,0.37004598,1.74755131,0.00000000,1.12091954,0.81233755
-5.83791896,2.75825994,0.00765398,0.17321759,0.80027096,0.35927208,1.69988897,0.00000000,1.09110717,0.79352576
-5.83191596,2.67240271,0.00689977,0.16750532,0.77510063,0.34752753,1.64777275,0.00000000,1.05873231,0.77126539
-5.82591296,2.57947269,0.00620459,0.16107196,0.74797772,0.33495186,1.59179773,0.00000000,1.02429580,0.74588794
-5.81990995,2.48057505,0.00556695,0.15402354,0.71926331,0.32169592,1.53260506,0.00000000,0.98831513,0.71777003
-5.81390695,2.37688203,0.00498523,0.14647520,0.68933513,0.30791776,1.47086741,0.00000000,0.95130979,0.68732457
-5.80790395,2.26960626,0.00445775,0.13854821,0.65857796,0.29377846,1.40727369,0.00000000,0.91378700,0.65499125
-5.80190095,2.15997351,0.00398282,0.13036685,0.62737413,0.27943783,1.34251360,0.00000000,0.87622845,0.62122660
-5.79589795,2.04919612,0.00355876,0.12205559,0.59609428,0.26505038,1.27726260,0.00000000,0.83907868,0.58649415
-5.78989495,1.93844785,0.00318393,0.11373643,0.56508899,0.25076157,1.21216773,0.00000000,0.80273539,0.55125488
-5.78389195,1.82884120,0.00285673,0.10552672,0.53468125,0.23670462,1.14783483,0.00000000,0.76754206,0.51595840
-5.77788894,1.72140799,0.00257563,0.09753737,0.50516027,0.22299780,1.08481756,0.00000000,0.73378314,0.48103513
-5.77188594,1.61708360,0.00233916,0.08987168,0.47677657,0.20974255,1.02360855,0.00000000,0.70168171,0.44688963
-5.76588294,1.51669544,0.00214594,0.08262462,0.44973861,0.19702220,0.96463282,0.00000000,0.67139977,0.41389539
-5.75987994,1.42095575,0.00199467,0.07588280,0.42421084,0.18490150,0.90824367,0.00000000,0.64304074,0.38239101
-5.75387694,1.33045864,0.00188413,0.06972479,0.40031328,0.17342674,0.85472094,0.00000000,0.61665411,0.35267793
-5.74787394,1.24568124,0.00181322,0.06422197,0.37812229,0.16262663,0.80427154,0.00000000,0.59224162,0.32501959
-5.74187094,1.16698843,0.00178094,0.05943970,0.35767268,0.15251360,0.75703212,0.00000000,0.56976471,0.29964188
-5.73586793,1.09464066,0.00178642,0.05543866,0.33896071,0.14308561,0.71307343,0.00000000,0.54915276,0.27673475
-5.72986493,1.02880411,0.00182893,0.05227639,0.32194790,0.13432822,0.67240625,0.00000000,0.53031153,0.25645471
-5.72386193,0.96956250,0.00190786,0.05000862,0.30656542,0.12621687,0.63498837,0.00000000,0.51313149,0.23892797
-5.71785893,0.91692980,0.00202280,0.04869054,0.29271885,0.11871923,0.60073225,0.00000000,0.49749557,0.22425390
-5.71185593,0.87086292,0.00217346,0.04837770,0.28029315,0.11179747,0.56951316,0.00000000,0.48328601,0.21250854
-5.70585293,0.83127392,0.00235975,0.04912644,0.26915755,0.10541045,0.54117726,0.00000000,0.47039014,0.20374781
-5.69984992,0.79804098,0.00258176,0.05099382,0.25917042,0.09951572,0.51554950,0.00000000,0.45870474,0.19801027
-5.69384692,0.77101761,0.00283972,0.05403694,0.25018384,0.09407117,0.49244104,0.00000000,0.44813916,0.19531908
-5.68784392,0.75003989,0.00313404,0.05831153,0.24204790,0.08903653,0.47165605,0.00000000,0.43861698,0.19568301
-5.68184092,0.73493137,0.00346523,0.06386996,0.23461460,0.08437449,0.45299769,0.00000000,0.43007643,0.19909647
-5.67583792,0.72550562,0.00383393,0.07075862,0.22774138,0.08005158,0.43627340,0.00000000,0.42246962,0.20553838
-5.66983492,0.72156657,0.00424081,0.07901464,0.22129423,0.07603879,0.42129914,0.00000000,0.41576085,0.21497005
-5.66383192,0.72290670,0.00468654,0.08866234,0.21515038,0.07231198,0.40790299,0.00000000,0.40992417,0.22733210
-5.65782891,0.72930355,0.00517171,0.09970924,0.20920056,0.06885205,0.39592785,0.00000000,0.40494036,0.24254058
-5.65182591,0.74051488,0.00569676,0.11214207,0.20335085,0.06564501,0.38523337,0.00000000,0.40079367,0.26048268
-5.64582291,0.75627309,0.00626191,0.12592284,0.19752406,0.06268190,0.37569723,0.00000000,0.39746847,0.28101216
-5.63981991,0.77627926,0.00686703,0.14098534,0.19166072,0.05995863,0.36721584,0.00000000,0.39494602,0.30394506
-5.63381691,0.80019764,0.00751159,0.15723210,0.18571957,0.05747575,0.35970432,0.00000000,0.39320153,0.32905586
-5.62781391,0.82765091,0.00819455,0.17453232,0.17967765,0.05523811,0.35309617,0.00000000,0.39220168,0.35607471
-5.62181091,0.85821692,0.00891430,0.19272078,0.17352986,0.05325457,0.34734233,0.00000000,0.39190269,0.38468588
-5.61580790,0.89142733,0.00966859,0.21159797,0.16728814,0.05153754,0.34240990,0.00000000,0.39224903,0.41452798
-5.60980490,0.92676835,0.01045450,0.23093163,0.16098014,0.05010254,0.33828057,0.00000000,0.39317281,0.44519599
-5.60380190,0.96368416,0.01126841,0.25045973,0.15464758,0.04896767,0.33494858,0.00000000,0.39459387,0.47624547
-5.59779890,1.00158277,0.01210603,0.26989491,0.14834410,0.04815297,0.33241862,0.00000000,0.39642062,0.50719885
-5.59179590,1.03984452,0.01296240,0.28893028,0.14213296,0.04767974,0.33070342,0.00000000,0.39855142,0.53755388
-5.58579290,1.07783290,0.01383203,0.30724659,0.13608439,0.04756978,0.32982122,0.00000000,0.40087667,0.56679402
-5.57978989,1.11490741,0.01470890,0.32452028,0.13027290,0.04784449,0.32979317,0.00000000,0.40328129,0.59440035
-5.57378689,1.15043795,0.01558666,0.34043243,0.12477445,0.04852400,0.33064078,0.00000000,0.40564768,0.61986479
-5.56778389,1.18382007,0.01645873,0.35467797,0.11966379,0.04962617,0.33238334,0.00000000,0.40785880,0.64270395
-5.56178089,1.21449058,0.01731845,0.36697508,0.11501181,0.05116562,0.33503559,0.00000000,0.40980152,0.66247311
-5.55577789,1.24194264,0.01815924,0.37707403,0.11088334,0.05315275,0.33860556,0.00000000,0.41136979,0.67877966
-5.54977489,1.26573970,0.01897478,0.38476538,0.10733510,0.05559289,0.34309269,0.00000000,0.41246774,0.69129541
-5.54377189,1.28552754,0.01975910,0.38988690,0.10441420,0.05848547,0.34848642,0.00000000,0.41301242,0.69976715
-5.53776888,1.30104401,0.02050679,0.39232912,0.10215705,0.06182339,0.35476512,0.00000000,0.41293617,0.70402499
-5.53176588,1.31212576,0.02121306,0.39203900,0.10058880,0.06559263,0.36189563,0.00000000,0.41218841,0.70398798
-5.52576288,1.31871186,0.02187384,0.38902171,0.09972325,0.06977201,0.36983325,0.00000000,0.41073699,0.69966675
-5.51975988,1.32084402,0.02248587,0.38334042,0.09956333,0.07433330,0.37852239,0.00000000,0.40856880,0.69116307
-5.51375688,1.31866361,0.02304670,0.37511397,0.10010194,0.07924156,0.38789775,0.00000000,0.40568990,0.67866630
-5.50775388,1.31240542,0.02355475,0.36451276,0.10132333,0.08445582,0.39788601,0.00000000,0.40212505,0.66244680
-5.50175088,1.30238872,0.02400928,0.35175279,0.10320467,0.08992993,0.40840807,0.00000000,0.39791673,0.64284684
-5.49574787,1.28900592,0.02441033,0.33708841,0.10571790,0.09561378,0.41938162,0.00000000,0.39312371,0.62026914
-5.48974487,1.27270941,0.02475872,0.32080384,0.10883171,0.10145462,0.43072396,0.00000000,0.38781930,0.59516383
-5.48374187,1.25399707,0.02505599,0.30320416,0.11251346,0.10739847,0.44235489,0.00000000,0.38208931,0.56801420
-5.47773887,1.23339711,0.02530426,0.28460581,0.11673101,0.11339167,0.45419951,0.00000000,0.37602979,0.53932203
-5.47173587,1.21145269,0.02550622,0.26532734,0.12145425,0.11938230,0.46619067,0.00000000,0.36974465,0.50959300
-5.46573287,1.18870676,0.02566502,0.24568052,0.12665635,0.12532149,0.47827091,0.00000000,0.36334323,0.47932271
-5.45972986,1.16568768,0.02578416,0.22596236,0.13231444,0.13116454,0.49039368,0.00000000,0.35693774,0.44898400
-5.45372686,1.14289573,0.02586738,0.20644806,0.13840984,0.13687173,0.50252367,0.00000000,0.35064069,0.41901568
-5.44772386,1.12079092,0.02591860,0.18738537,0.14492771,0.14240879,0.51463614,0.00000000,0.34456231,0.38981331
-5.44172086,1.09978221,0.02594177,0.16899022,0.15185612,0.14774698,0.52671518,0.00000000,0.33880792,0.36172198
-5.43571786,1.08021823,0.02594080,0.15144392,0.15918459,0.15286287,0.53875097,0.00000000,0.33347520,0.33503122
-5.42971486,1.06237968,0.02591939,0.13489166,0.16690213,0.15773763,0.55073606,0.00000000,0.32865157,0.30997216
-5.42371186,1.04647334,0.02588099,0.11944245,0.17499493,0.16235615,0.56266089,0.00000000,0.32441149,0.28671667
-5.41770885,1.03262791,0.02582864,0.10517023,0.18344382,0.16670581,0.57450888,0.00000000,0.32081383,0.26537836
-5.41170585,1.02089161,0.02576493,0.09211599,0.19222167,0.17077518,0.58625124,0.00000000,0.31789942,0.24601532
-5.40570285,1.01123171,0.02569187,0.08029075,0.20129085,0.17455265,0.59784202,0.00000000,0.31568883,0.22863407
-5.39969985,1.00353602,0.02561085,0.06967914,0.21060101,0.17802511,0.60921375,0.00000000,0.31418055,0.21319476
-5.39369685,0.99761641,0.02552261,0.06024335,0.22008738,0.18117694,0.62027397,0.00000000,0.31334958,0.19961705
-5.38769385,0.99321442,0.02542725,0.05192734,0.22966958,0.18398909,0.63090312,0.00000000,0.31314679,0.18778662
-5.38169085,0.99000895,0.02532417,0.04466101,0.23925135,0.18643869,0.64095393,0.00000000,0.31349890,0.17756188
-5.37568784,0.98762595,0.02521221,0.03836420,0.24872100,0.18849903,0.65025269,0.00000000,0.31430943,0.16878076
-5.36968484,0.98564996,0.02508965,0.03295050,0.25795287,0.19013992,0.65860226,0.00000000,0.31546057,0.16126739
-5.36368184,0.98363727,0.02495434,0.02833066,0.26680966,0.19132856,0.66578700,0.00000000,0.31681593,0.15483846
-5.35767884,0.98113039,0.02480382,0.02441549,0.27514554,0.19203078,0.67157933,0.00000000,0.31822433,0.14930916
-5.35167584,0.97767332,0.02463538,0.02111846,0.28281012,0.19221255,0.67574773,0.00000000,0.31952442,0.14449857
-5.34567284,0.97282725,0.02444629,0.01835770,0.28965289,0.19184179,0.67806579,0.00000000,0.32054996,0.14023453
-5.33966983,0.96618602,0.02423383,0.01605764,0.29552807,0.19089023,0.67832185,0.00000000,0.32113580,0.13635776
-5.33366683,0.95739091,0.02399544,0.01415018,0.30029963,0.18933531,0.67632884,0.00000000,0.32112405,0.13272540
-5.32766383,0.94614401,0.02372882,0.01257557,0.30384623,0.18716190,0.67193360,0.00000000,0.32037048,0.12921381
-5.32166083,0.93221991,0.02343199,0.01128289,0.30606585,0.18436387,0.66502553,0.00000000,0.31875068,0.12572072
-5.31565783,0.91547508,0.02310336,0.01023041,0.30687989,0.18094525,0.65554375,0.00000000,0.31616592,0.12216674
-5.30965483,0.89585470,0.02274172,0.00938568,0.30623653,0.17692106,0.64348275,0.00000000,0.31254830,0.11849620
-5.30365183,0.87339686,0.02234628,0.00872552,0.30411330,0.17231766,0.62889601,0.00000000,0.30786516,0.11467754
-5.29764882,0.84823383,0.02191666,0.00823598,0.30051861,0.16717269,0.61189764,0.00000000,0.30212251,0.11070303
-5.29164582,0.82059072,0.02145282,0.00791224,0.29549228,0.16153455,0.59266187,0.00000000,0.29536742,0.10658825
-5.28564282,0.79078166,0.02095509,0.00775857,0.28910506,0.15546151,0.57142053,0.00000000,0.28768929,0.10237107
-5.27963982,0.75920374,0.02042408,0.00778826,0.28145720,0.14902049,0.54845873,0.00000000,0.27921999,0.09811040
-5.27363682,0.72632925,0.01986071,0.00802364,0.27267615,0.14228555,0.52410892,0.00000000,0.27013307,0.09388477
-5.26763382,0.69269647,0.01926612,0.00849618,0.26291342,0.13533629,0.49874379,0.00000000,0.26064187,0.08979071
-5.26163082,0.65889960,0.01864172,0.00924650,0.25234102,0.12825607,0.47276819,0.00000000,0.25099688,0.08594111
-5.25562781,0.62557812,0.01798917,0.01032452,0.24114733,0.12113032,0.44661065,0.00000000,0.24148226,0.08246343
-5.24962481,0.59340596,0.01731039,0.01178942,0.22953277,0.11404484,0.42071457,0.00000000,0.23241182,0.07949801
-5.24362181,0.56308072,0.01660757,0.01370956,0.21770537,0.10708428,0.39552968,0.00000000,0.22412441,0.07719618
-5.23761881,0.53531299,0.01588324,0.01616223,0.20587638,0.10033074,0.37150371,0.00000000,0.21697877,0.07571841
-5.23161581,0.51081602,0.01514023,0.01923306,0.19425602,0.09386259,0.34907461,0.00000000,0.21134803,0.07523222
-5.22561281,0.49029533,0.01438174,0.02301520,0.18304945,0.08775341,0.32866340,0.00000000,0.20761370,0.07591001
-5.21960980,0.47443839,0.01361130,0.02760799,0.17245313,0.08207116,0.31066752,0.00000000,0.20615907,0.07792643
-5.21360680,0.46390408,0.01283281,0.03311524,0.16265135,0.07687744,0.29545480,0.00000000,0.20736227,0.08145550
-5.20760380,0.45931149,0.01205046,0.03964288,0.15381326,0.07222691,0.28335789,0.00000000,0.21158848,0.08666721
-5.20160080,0.46122823,0.01126873,0.04729615,0.14609010,0.06816676,0.27466903,0.00000000,0.21918166,0.09372357
-5.19559780,0.47015769,0.01049227,0.05617612,0.13961277,0.06473619,0.26963510,0.00000000,0.23045552,0.10277419
-5.18959480,0.48652550,0.00972586,0.06637572,0.13448972,0.06196603,0.26845279,0.00000000,0.24568389,0.11395124
-5.18359180,0.51066519,0.00897426,0.07797531,0.13080502,0.05987822,0.27126401,0.00000000,0.26509058,0.12736394
-5.17758879,0.54280323,0.00824215,0.09103783,0.12861680,0.05848541,0.27815140,0.00000000,0.28883888,0.14309272
-5.17158579,0.58304409,0.00753399,0.10560382,0.12795587,0.05779052,0.28913415,0.00000000,0.31702105,0.16118317
-5.16558279,0.63135575,0.00685389,0.12168637,0.12882471,0.05778638,0.30416430,0.00000000,0.34964819,0.18164005
-5.15957979,0.68755658,0.00620555,0.13926630,0.13119686,0.05845542,0.32312376,0.00000000,0.38664090,0.20442169
-5.15357679,0.75130444,0.00559213,0.15828786,0.13501668,0.05976953,0.34582238,0.00000000,0.42782137,0.22943502
-5.14757379,0.82208907,0.00501620,0.17865515,0.14019973,0.06169006,0.37199739,0.00000000,0.47290738,0.25653166
-5.14157079,0.89922868,0.00447968,0.20022956,0.14663366,0.06416812,0.40131464,0.00000000,0.52150892,0.28550549
-5.13556778,0.98187174,0.00398381,0.22282860,0.15417998,0.06714513,0.43337191,0.00000000,0.57312790,0.31609188
-5.12956478,1.06900479,0.00352915,0.24622615,0.16267640,0.07055367,0.46770465,0.00000000,0.62716152,0.34796906
-5.12356178,1.15946674,0.00311562,0.27015447,0.17194018,0.07431878,0.50379427,0.00000000,0.68290964,0.38076172
-5.11755878,1.25197013,0.00274251,0.29430803,0.18177216,0.07835953,0.54107905,0.00000000,0.73958631,0.41404707
-5.11155578,1.34512911,0.00240855,0.31834916,0.19196168,0.08259100,0.57896773,0.00000000,0.79633556,0.44736331
-5.10555278,1.43749369,0.00211198,0.34191546,0.20229213,0.08692653,0.61685528,0.00000000,0.85225111,0.48022037
-5.09954977,1.52758959,0.00185067,0.36462887,0.21254710,0.09128027,0.65414071,0.00000000,0.90639969,0.51211279
-5.09354677,1.61396207,0.00162215,0.38610599,0.22251694,0.09556981,0.69024603,0.00000000,0.95784711,0.54253417
-5.08754377,1.69522246,0.00142375,0.40596947,0.23200539,0.09971897,0.72463597,0.00000000,1.00568634,0.57099282
-5.08154077,1.77009520,0.00125268,0.42385990,0.24083616,0.10366041,0.75683725,0.00000000,1.04906638,0.59702784
-5.07553777,1.83746348,0.00110611,0.43944781,0.24885908,0.10733816,0.78645673,0.00000000,1.08722074,0.62022513
-5.06953477,1.89641105,0.00098125,0.45244513,0.25595560,0.11070974,0.81319740,0.00000000,1.11949440,0.64023232
-5.06353177,1.94625823,0.00087543,0.46261579,0.26204319,0.11374788,0.83687122,0.00000000,1.14536768,0.65677219
-5.05752876,1.98659006,0.00078615,0.46978478,0.26707873,0.11644163,0.85740811,0.00000000,1.16447617,0.66965360
-5.05152576,2.01727492,0.00071112,0.47384529,0.27106020,0.11879691,0.87486030,0.00000000,1.17662540,0.67877963
-5.04552276,2.03847223,0.00064833,0.47476364,0.27402703,0.12083627,0.88940168,0.00000000,1.18179965,0.68415216
-5.03951976,2.05062876,0.00059604,0.47258162,0.27605858,0.12259796,0.90132172,0.00000000,1.18016421,0.68587287
-5.03351676,2.05446304,0.00055282,0.46741628,0.27727111,0.12413431,0.91101425,0.00000000,1.17206097,0.68414036
-5.02751376,2.05093861,0.00051756,0.45945697,0.27781307,0.12550943,0.91896113,0.00000000,1.15799733,0.67924350
-5.02151076,2.04122682,0.00048947,0.44895989,0.27785903,0.12679633,0.92571164,0.00000000,1.13862904,0.67155140
-5.01550775,2.02666112,0.00046811,0.43624044,0.27760240,0.12807361,0.93185821,0.00000000,1.11473749,0.66150030
-5.00950475,2.00868453,0.00045335,0.42166351,0.27724729,0.12942188,0.93800968,0.00000000,1.08720267,0.64957806
-5.00350175,1.98879300,0.00044542,0.40563243,0.27699986,0.13092004,0.94476329,0.00000000,1.05697284,0.63630706
-4.99749875,1.96847718,0.00044487,0.38857684,0.27705951,0.13264161,0.95267661,0.00000000,1.02503240,0.62222617
-4.99149575,1.94916530,0.00045261,0.37094019,0.27761035,0.13465138,0.96224086,0.00000000,0.99236936,0.60787276
-4.98549275,1.93216988,0.00046993,0.35316725,0.27881333,0.13700239,0.97385687,0.00000000,0.95994379,0.59376553
-4.97948974,1.91864080,0.00049846,0.33569222,0.28079933,0.13973356,0.98781488,0.00000000,0.92865852,0.58038892
-4.97348674,1.90952660,0.00054022,0.31892784,0.28366367,0.14286802,1.00427916,0.00000000,0.89933347,0.56817972
-4.96748374,1.90554587,0.00059766,0.30325593,0.28746207,0.14641220,1.02327836,0.00000000,0.87268426,0.55751648
-4.96148074,1.90716975,0.00067362,0.28901945,0.29220850,0.15035580,1.04470183,0.00000000,0.84930610,0.54871189
-4.95547774,1.91461592,0.00077134,0.27651653,0.29787479,0.15467258,1.06830246,0.00000000,0.82966309,0.54200855
-4.94947474,1.92785419,0.00089450,0.26599624,0.30439220,0.15932192,1.09370565,0.00000000,0.81408328,0.53757772
-4.94347174,1.94662279,0.00104719,0.25765627,0.31165464,0.16425112,1.12042412,0.00000000,0.80275924,0.53552130
-4.93746873,1.97045418,0.00123384,0.25164233,0.31952371,0.16939827,1.14787793,0.00000000,0.79575364,0.53587620
-4.93146573,1.99870876,0.00145922,0.24804898,0.32783500,0.17469549,1.17541858,0.00000000,0.79300937,0.53862102
-4.92546273,2.03061432,0.00172833,0.24692179,0.33640554,0.18007241,1.20235629,0.00000000,0.79436318,0.54368416
-4.91945973,2.06530903,0.00204632,0.24826043,0.34504203,0.18545965,1.22798898,0.00000000,0.79956211,0.55095290
-4.91345673,2.10188562,0.00241834,0.25202231,0.35354946,0.19079217,1.25163178,0.00000000,0.80828146,0.56028266
-4.90745373,2.13943435,0.00284938,0.25812668,0.36173974,0.19601216,1.27264560,0.00000000,0.82014352,0.57150600
-4.90145073,2.17708267,0.00334410,0.26645869,0.36943990,0.20107146,1.29046352,0.00000000,0.83473590,0.58444064
-4.89544772,2.21402974,0.00390658,0.27687329,0.37649962,0.20593325,1.30461391,0.00000000,0.85162868,0.59889618
-4.88944472,2.24957413,0.00454011,0.28919880,0.38279764,0.21057301,1.31473915,0.00000000,0.87038967,0.61467918
-4.88344172,2.28313390,0.00524695,0.30324000,0.38824681,0.21497859,1.32060938,0.00000000,0.89059710,0.63159643
-4.87743872,2.31425826,0.00602801,0.31878074,0.39279764,0.21914957,1.32213060,0.00000000,0.91184952,0.64945636
-4.87143572,2.34263085,0.00688270,0.33558601,0.39644007,0.22309568,1.31934699,0.00000000,0.93377264,0.66806884
-4.86543272,2.36806501,0.00780861,0.35340381,0.39920353,0.22683475,1.31243742,0.00000000,0.95602318,0.68724353
-4.85942971,2.39049197,0.00880140,0.37196661,0.40115523,0.23038994,1.30170652,0.00000000,0.97828990,0.70678716
-4.85342671,2.40994298,0.00985459,0.39099295,0.40239676,0.23378677,1.28757071,0.00000000,1.00029225,0.72650028
-4.84742371,2.42652707,0.01095951,0.41018913,0.40305917,0.23704986,1.27054003,0.00000000,1.02177711,0.74617388
-4.84142071,2.44040595,0.01210529,0.42925130,0.40329681,0.24019981,1.25119658,0.00000000,1.04251407,0.76558641
-4.83541771,2.45176783,0.01327892,0.44786817,0.40328012,0.24325026,1.23017059,0.00000000,1.06229014,0.78450170
-4.82941471,2.46080179,0.01446543,0.46572435,0.40318763,0.24620543,1.20811517,0.00000000,1.08090419,0.80266804
-4.82341171,2.46767430,0.01564814,0.48250459,0.40319771,0.24905821,1.18568078,0.00000000,1.09816187,0.81981892
-4.81740870,2.47250905,0.01680900,0.49789872,0.40348015,0.25178897,1.16349046,0.00000000,1.11387149,0.83567535
-4.81140570,2.47537126,0.01792900,0.51160742,0.40418813,0.25436515,1.14211676,0.00000000,1.12784115,0.84994995
-4.80540270,2.47625699,0.01898872,0.52334859,0.40545075,0.25674173,1.12206120,0.00000000,1.13987734,0.86235265
-4.79939970,2.47508787,0.01996879,0.53286400,0.40736649,0.25886233,1.10373694,0.00000000,1.14978530,0.87259775
-4.79339670,2.47171118,0.02085054,0.53992624,0.40999784,0.26066123,1.08745523,0.00000000,1.15737080,0.88041196
-4.78739370,2.46590490,0.02161657,0.54434528,0.41336729,0.26206581,1.07341600,0.00000000,1.16244351,0.88554304
-4.78139070,2.45738721,0.02225128,0.54597456,0.41745493,0.26299960,1.06170277,0.00000000,1.16482139,0.88776854
-4.77538769,2.44582960,0.02274145,0.54471621,0.42219754,0.26338551,1.05228192,0.00000000,1.16433605,0.88690405
-4.76938469,2.43087263,0.02307665,0.54052497,0.42748954,0.26314925,1.04500634,0.00000000,1.16083842,0.88281055
-4.76338169,2.41214341,0.02324962,0.53341068,0.43318541,0.26222264,1.03962295,0.00000000,1.15420456,0.87540049
-4.75737869,2.38927377,0.02325656,0.52343911,0.43910389,0.26054668,1.03578400,0.00000000,1.14434113,0.86464205
-4.75137569,2.36191826,0.02309721,0.51073094,0.44503342,0.25807427,1.03306147,0.00000000,1.13119019,0.85056158
-4.74537269,2.32977109,0.02277490,0.49545898,0.45073902,0.25477239,1.03096411,0.00000000,1.11473309,0.83324391
-4.73936968,2.29258150,0.02229641,0.47784361,0.45597002,0.25062368,1.02895638,0.00000000,1.09499322,0.81283065
-4.73336668,2.25016690,0.02167176,0.45814674,0.46046869,0.24562745,1.02647875,0.00000000,1.07203762,0.78951654
-4.72736368,2.20242357,0.02091381,0.43666439,0.46397916,0.23979994,1.02296844,0.00000000,1.04597723,0.76354406
-4.72136068,2.14933459,0.02003787,0.41371835,0.46625651,0.23317405,1.01788006,0.00000000,1.01696604,0.73519675
-4.71535768,2.09097505,0.01906114,0.38964723,0.46707556,0.22579842,1.01070534,0.00000000,0.98519905,0.70479133
-4.70935468,2.02751453,0.01800219,0.36479728,0.46623915,0.21773611,1.00099120,0.00000000,0.95090932,0.67266932
-4.70335168,1.95921690,0.01688034,0.33951341,0.46358538,0.20906273,0.98835571,0.00000000,0.91436419,0.63918833
-4.69734867,1.88643769,0.01571508,0.31413071,0.45899379,0.19986447,0.97250125,0.00000000,0.87586090,0.60471353
-4.69134567,1.80961916,0.01452556,0.28896688,0.45238997,0.19023575,0.95322445,0.00000000,0.83572172,0.56960956
-4.68534267,1.72928329,0.01333005,0.26431572,0.44374865,0.18027689,0.93042267,0.00000000,0.79428884,0.53423320
-4.67933967,1.64602298,0.01214553,0.24044199,0.43309492,0.17009177,0.90409679,0.00000000,0.75191904,0.49892692
-4.67333667,1.56049166,0.01098731,0.21757761,0.42050379,0.15978553,0.87435028,0.00000000,0.70897842,0.46401358
-4.66733367,1.47339152,0.00986879,0.19591939,0.40609786,0.14946249,0.84138465,0.00000000,0.66583708,0.42979225
-4.66133067,1.38546078,0.00880128,0.17562802,0.39004350,0.13922420,0.80549164,0.00000000,0.62286409,0.39653506
-4.65532766,1.29746016,0.00779391,0.15682856,0.37254541,0.12916774,0.76704249,0.00000000,0.58042260,0.36448531
-4.64932466,1.21015907,0.00685366,0.13961189,0.35384011,0.11938435,0.72647479,0.00000000,0.53886527,0.33385638
-4.64332166,1.12432165,0.00598543,0.12403724,0.33418846,0.10995822,0.68427763,0.00000000,0.49853017,0.30483168
