energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.34074987,0.03577351,0.00000000,0.00068512,0.07743028,0.11332684,0.04316885
-5.99399700,0.34736738,0.03922239,0.00000000,0.00076268,0.07428731,0.11727371,0.04090240
-5.98799400,0.35512403,0.04270716,0.00000000,0.00084324,0.07153734,0.12151338,0.03887639
-5.98199100,0.36385032,0.04618216,0.00000000,0.00092607,0.06918572,0.12597038,0.03709921
-5.97598799,0.37333479,0.04959885,0.00000000,0.00101033,0.06722518,0.13055712,0.03557172
-5.96998499,0.38333392,0.05290708,0.00000000,0.00109518,0.06563770,0.13517746,0.03428822
-5.96398199,0.39358359,0.05605653,0.00000000,0.00117973,0.06439679,0.13973054,0.03323764
-5.95797899,0.40381145,0.05899833,0.00000000,0.00126317,0.06347003,0.14411511,0.03240486
-5.95197599,0.41374980,0.06168665,0.00000000,0.00134478,0.06282170,0.14823376,0.03177213
-5.94597299,0.42314828,0.06408031,0.00000000,0.00142396,0.06241544,0.15199715,0.03132043
-5.93996998,0.43178573,0.06614429,0.00000000,0.00150037,0.06221682,0.15532787,0.03103084
-5.93396698,0.43948077,0.06785107,0.00000000,0.00157390,0.06219559,0.15816379,0.03088580
-5.92796398,0.44610057,0.06918179,0.00000000,0.00164481,0.06232766,0.16046075,0.03087014
-5.92196098,0.45156740,0.07012705,0.00000000,0.00171370,0.06259667,0.16219446,0.03097191
-5.91595798,0.45586264,0.07068743,0.00000000,0.00178165,0.06299502,0.16336150,0.03118306
-5.90995498,0.45902817,0.07087368,0.00000000,0.00185018,0.06352446,0.16397938,0.03149972
-5.90395198,0.46116505,0.07070649,0.00000000,0.00192130,0.06419608,0.16408572,0.03192235
-5.89794897,0.46242959,0.07021597,0.00000000,0.00199755,0.06502983,0.16373650,0.03245552
-5.89194597,0.46302705,0.06944072,0.00000000,0.00208195,0.06605351,0.16300360,0.03310755
-5.88594297,0.46320329,0.06842669,0.00000000,0.00217800,0.06730134,0.16197165,0.03388983
-5.87993997,0.46323477,0.06722577,0.00000000,0.00228962,0.06881210,0.16073444,0.03481603
-5.87393697,0.46341746,0.06589417,0.00000000,0.00242111,0.07062705,0.15939097,0.03590116
-5.86793397,0.46405505,0.06449077,0.00000000,0.00257704,0.07278755,0.15804152,0.03716047
-5.86193097,0.46544704,0.06307540,0.00000000,0.00276217,0.07533270,0.15678365,0.03860840
-5.85592796,0.46787733,0.06170709,0.00000000,0.00298130,0.07829686,0.15570857,0.04025743
-5.84992496,0.47160347,0.06044249,0.00000000,0.00323917,0.08170735,0.15489789,0.04211704
-5.84392196,0.47684733,0.05933440,0.00000000,0.00354026,0.08558233,0.15442090,0.04419278
-5.83791896,0.48378720,0.05843049,0.00000000,0.00388867,0.08992900,0.15433251,0.04648541
-5.83191596,0.49255173,0.05777216,0.00000000,0.00428797,0.09474220,0.15467182,0.04899022
-5.82591296,0.50321570,0.05739372,0.00000000,0.00474096,0.10000335,0.15546149,0.05169666
-5.81990995,0.51579785,0.05732171,0.00000000,0.00524960,0.10568009,0.15670767,0.05458801
-5.81390695,0.53026047,0.05757450,0.00000000,0.00581479,0.11172626,0.15840072,0.05764144
-5.80790395,0.54651094,0.05816202,0.00000000,0.00643628,0.11808253,0.16051638,0.06082821
-5.80190095,0.56440477,0.05908576,0.00000000,0.00711253,0.12467756,0.16301746,0.06411416
-5.79589795,0.58375010,0.06033886,0.00000000,0.00784062,0.13142963,0.16585589,0.06746039
-5.78989495,0.60431341,0.06190637,0.00000000,0.00861625,0.13824876,0.16897507,0.07082411
-5.78389195,0.62582606,0.06376566,0.00000000,0.00943364,0.14503919,0.17231224,0.07415971
