energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Ta_p_up,Ta_d_up
-6.00000000,0.00336890,0.00000959,0.00165643,0.00036024,0.00000077,0.00338047,0.00095191
-5.99399700,0.00268130,0.00000719,0.00124912,0.00037397,0.00000058,0.00266489,0.00075904
-5.98799400,0.00220980,0.00000537,0.00094147,0.00041912,0.00000043,0.00216370,0.00062738
-5.98199100,0.00192307,0.00000399,0.00071284,0.00049892,0.00000032,0.00184355,0.00054816
-5.97598799,0.00179961,0.00000297,0.00054683,0.00061844,0.00000023,0.00168068,0.00051543
-5.96998499,0.00182679,0.00000222,0.00043059,0.00078468,0.00000017,0.00165999,0.00052578
-5.96398199,0.00200020,0.00000168,0.00035436,0.00100677,0.00000012,0.00177422,0.00057809
-5.95797899,0.00232296,0.00000131,0.00031086,0.00129612,0.00000009,0.00202326,0.00067344
-5.95197599,0.00280529,0.00000107,0.00029497,0.00166661,0.00000006,0.00241359,0.00081492
-5.94597299,0.00346405,0.00000093,0.00030333,0.00213475,0.00000004,0.00295782,0.00100754
-5.93996998,0.00432243,0.00000088,0.00033402,0.00271977,0.00000003,0.00367430,0.00125812
-5.93396698,0.00540961,0.00000090,0.00038637,0.00344376,0.00000002,0.00458675,0.00157522
-5.92796398,0.00676038,0.00000098,0.00046069,0.00433159,0.00000001,0.00572385,0.00196900
-5.92196098,0.00841470,0.00000112,0.00055812,0.00541086,0.00000001,0.00711886,0.00245115
-5.91595798,0.01041710,0.00000132,0.00068047,0.00671163,0.00000001,0.00880902,0.00303465
-5.90995498,0.01281593,0.00000158,0.00083007,0.00826611,0.00000000,0.01083491,0.00373360
-5.90395198,0.01566235,0.00000190,0.00100967,0.01010802,0.00000000,0.01323959,0.00456293
-5.89794897,0.01900914,0.00000228,0.00122224,0.01227194,0.00000000,0.01606749,0.00553802
-5.89194597,0.02290912,0.00000274,0.00147090,0.01479235,0.00000000,0.01936318,0.00667427
-5.88594297,0.02741342,0.00000327,0.00175872,0.01770250,0.00000000,0.02316977,0.00798656
-5.87993997,0.03256935,0.00000388,0.00208860,0.02103314,0.00000000,0.02752723,0.00948870
-5.87393697,0.03841818,0.00000457,0.00246309,0.02481102,0.00000000,0.03247037,0.01119270
-5.86793397,0.04499257,0.00000535,0.00288421,0.02905732,0.00000000,0.03802679,0.01310808
-5.86193097,0.05231404,0.00000622,0.00335331,0.03378601,0.00000000,0.04421466,0.01524111
-5.85592796,0.06039036,0.00000718,0.00387085,0.03900214,0.00000000,0.05104052,0.01759407
-5.84992496,0.06921306,0.00000823,0.00443626,0.04470025,0.00000000,0.05849722,0.02016446
-5.84392196,0.07875516,0.00000936,0.00504781,0.05086295,0.00000000,0.06656195,0.02294445
-5.83791896,0.08896932,0.00001058,0.00570245,0.05745968,0.00000000,0.07519469,0.02592024
-5.83191596,0.09978649,0.00001186,0.00639576,0.06444583,0.00000000,0.08433707,0.02907172
-5.82591296,0.11111516,0.00001321,0.00712185,0.07176232,0.00000000,0.09391176,0.03237221
-5.81990995,0.12284148,0.00001461,0.00787344,0.07933560,0.00000000,0.10382251,0.03578857
-5.81390695,0.13483011,0.00001603,0.00864184,0.08707830,0.00000000,0.11395494,0.03928136
-5.80790395,0.14692611,0.00001747,0.00941713,0.09489031,0.00000000,0.12417808,0.04280545
-5.80190095,0.15895763,0.00001890,0.01018830,0.10266065,0.00000000,0.13434666,0.04631078
-5.79589795,0.17073960,0.00002030,0.01094348,0.11026979,0.00000000,0.14430424,0.04974345
-5.78989495,0.18207814,0.00002165,0.01167026,0.11759250,0.00000000,0.15388692,0.05304700
-5.78389195,0.19277574,0.00002292,0.01235598,0.12450119,0.00000000,0.16292771,0.05616392
-5.77788894,0.20263686,0.00002409,0.01298813,0.13086953,0.00000000,0.17126123,0.05903727
-5.77188594,0.21147385,0.00002514,0.01355468,0.13657629,0.00000000,0.17872878,0.06161246
-5.76588294,0.21911294,0.00002605,0.01404452,0.14150916,0.00000001,0.18518331,0.06383895
-5.75987994,0.22540001,0.00002680,0.01444781,0.14556851,0.00000001,0.19049428,0.06567197
-5.75387694,0.23020586,0.00002737,0.01475632,0.14867074,0.00000002,0.19455216,0.06707406
-5.74787394,0.23343086,0.00002776,0.01496370,0.15075132,0.00000002,0.19727223,0.06801645
-5.74187094,0.23500864,0.00002795,0.01506580,0.15176709,0.00000003,0.19859770,0.06848014
-5.73586793,0.23490866,0.00002794,0.01506078,0.15169797,0.00000005,0.19850184,0.06845671
-5.72986493,0.23313774,0.00002773,0.01494921,0.15054784,0.00000007,0.19698912,0.06794877
-5.72386193,0.22974017,0.00002733,0.01473415,0.14834464,0.00000010,0.19409529,0.06697009
-5.71785893,0.22479677,0.00002674,0.01442106,0.14513966,0.00000014,0.18988641,0.06554534
-5.71185593,0.21842272,0.00002599,0.01401767,0.14100609,0.00000020,0.18445684,0.06370955
-5.70585293,0.21076441,0.00002509,0.01353384,0.13603695,0.00000027,0.17792645,0.06150732
-5.69984992,0.20199555,0.00002405,0.01298131,0.13034240,0.00000038,0.17043706,0.05899175
-5.69384692,0.19231262,0.00002291,0.01237345,0.12404682,0.00000052,0.16214836,0.05622328
-5.68784392,0.18193014,0.00002170,0.01172500,0.11728551,0.00000070,0.15323355,0.05326846
-5.68184092,0.17107577,0.00002043,0.01105178,0.11020146,0.00000095,0.14387491,0.05019867
-5.67583792,0.15998572,0.00001914,0.01037047,0.10294218,0.00000127,0.13425948,0.04708905
-5.66983492,0.14890050,0.00001786,0.00969839,0.09565685,0.00000169,0.12457503,0.04401741
-5.66383192,0.13806141,0.00001662,0.00905329,0.08849379,0.00000223,0.11500666,0.04106347
-5.65782891,0.12770767,0.00001545,0.00845328,0.08159848,0.00000292,0.10573385,0.03830825
-5.65182591,0.11807444,0.00001439,0.00791676,0.07511206,0.00000379,0.09692835,0.03583376
-5.64582291,0.10939166,0.00001346,0.00746235,0.06917043,0.00000490,0.08875272,0.03372285
-5.63981991,0.10188366,0.00001269,0.00710898,0.06390383,0.00000629,0.08135957,0.03205931
-5.63381691,0.09576938,0.00001212,0.00687590,0.05943689,0.00000801,0.07489150,0.03092807
-5.62781391,0.09126312,0.00001178,0.00678281,0.05588902,0.00001012,0.06948147,0.03041555
-5.62181091,0.08857543,0.00001169,0.00684985,0.05337505,0.00001270,0.06525359,0.03060983
-5.61580790,0.08791402,0.00001190,0.00709772,0.05200592,0.00001583,0.06232410,0.03160087
-5.60980490,0.08948440,0.00001242,0.00754761,0.05188926,0.00001959,0.06080237,0.03348042
-5.60380190,0.09348984,0.00001330,0.00822116,0.05312982,0.00002406,0.06079167,0.03634155
-5.59779890,0.10013063,0.00001456,0.00914024,0.05582941,0.00002934,0.06238966,0.04027791
-5.59179590,0.10960220,0.00001624,0.01032671,0.06008638,0.00003553,0.06568832,0.04538236
-5.58579290,0.12209214,0.00001836,0.01180201,0.06599448,0.00004271,0.07077332,0.05174512
-5.57978989,0.13777589,0.00002094,0.01358657,0.07364111,0.00005098,0.07772265,0.05945134
-5.57378689,0.15681123,0.00002402,0.01569924,0.08310482,0.00006041,0.08660455,0.06857821
-5.56778389,0.17933163,0.00002762,0.01815646,0.09445227,0.00007107,0.09747482,0.07919144
-5.56178089,0.20543864,0.00003174,0.02097147,0.10773464,0.00008302,0.11037349,0.09134148
-5.55577789,0.23519366,0.00003639,0.02415335,0.12298371,0.00009628,0.12532107,0.10505953
-5.54977489,0.26860952,0.00004156,0.02770615,0.14020768,0.00011087,0.14231459,0.12035335
-5.54377189,0.30564218,0.00004726,0.03162797,0.15938713,0.00012675,0.16132362,0.13720341
-5.53776888,0.34618325,0.00005344,0.03591017,0.18047128,0.00014389,0.18228658,0.15555928
-5.53176588,0.39005376,0.00006008,0.04053667,0.20337479,0.00016217,0.20510753,0.17533681
-5.52576288,0.43699962,0.00006713,0.04548348,0.22797543,0.00018148,0.22965391,0.19641605
-5.51975988,0.48668948,0.00007453,0.05071842,0.25411286,0.00020165,0.25575516,0.21864036
-5.51375688,0.53871516,0.00008220,0.05620114,0.28158863,0.00022248,0.28320278,0.24181678
-5.50775388,0.59259501,0.00009006,0.06188340,0.31016768,0.00024374,0.31175174,0.26571776
-5.50175088,0.64778037,0.00009802,0.06770968,0.33958124,0.00026515,0.34112338,0.29008449
-5.49574787,0.70366516,0.00010597,0.07361809,0.36953132,0.00028643,0.37100986,0.31463152
-5.48974487,0.75959817,0.00011383,0.07954159,0.39969648,0.00030727,0.40107998,0.33905293
-5.48374187,0.81489806,0.00012148,0.08540938,0.42973892,0.00032736,0.43098620,0.36302957
-5.47773887,0.86887017,0.00012882,0.09114858,0.45931240,0.00034637,0.46037274,0.38623732
-5.47173587,0.92082474,0.00013577,0.09668598,0.48807089,0.00036401,0.48888419,0.40835596
-5.46573287,0.97009563,0.00014224,0.10194988,0.51567742,0.00037998,0.51617448,0.42907833
-5.45972986,1.01605874,0.00014817,0.10687184,0.54181277,0.00039404,0.54191570,0.44811930
-5.45372686,1.05814937,0.00015352,0.11138845,0.56618367,0.00040599,0.56580638,0.46522424
-5.44772386,1.09587759,0.00015826,0.11544278,0.58853005,0.00041564,0.58757886,0.48017658
-5.44172086,1.12884096,0.00016241,0.11898570,0.60863104,0.00042292,0.60700540,0.49280398
-5.43571786,1.15673414,0.00016598,0.12197686,0.62630951,0.00042777,0.62390285,0.50298303
-5.42971486,1.17935474,0.00016906,0.12438533,0.64143489,0.00043022,0.63813560,0.51064208
-5.42371186,1.19660545,0.00017171,0.12618995,0.65392426,0.00043035,0.64961677,0.51576221
-5.41770885,1.20849232,0.00017405,0.12737933,0.66374174,0.00042832,0.65830769,0.51837623
-5.41170585,1.21511940,0.00017623,0.12795151,0.67089627,0.00042434,0.66421578,0.51856583
-5.40570285,1.21668011,0.00017838,0.12791341,0.67543792,0.00041867,0.66739099,0.51645711
-5.39969985,1.21344596,0.00018068,0.12728001,0.67745312,0.00041161,0.66792111,0.51221460
-5.39369685,1.20575318,0.00018330,0.12607345,0.67705902,0.00040348,0.66592621,0.50603427
-5.38769385,1.19398802,0.00018641,0.12432194,0.67439738,0.00039465,0.66155266,0.49813572
-5.38169085,1.17857153,0.00019018,0.12205872,0.66962827,0.00038546,0.65496688,0.48875406
-5.37568784,1.15994445,0.00019475,0.11932103,0.66292391,0.00037627,0.64634929,0.47813184
-5.36968484,1.13855292,0.00020026,0.11614913,0.65446299,0.00036740,0.63588871,0.46651125
-5.36368184,1.11483568,0.00020682,0.11258544,0.64442560,0.00035916,0.62377730,0.45412716
-5.35767884,1.08921303,0.00021449,0.10867379,0.63298895,0.00035178,0.61020636,0.44120100
-5.35167584,1.06207801,0.00022330,0.10445883,0.62032406,0.00034550,0.59536296,0.42793590
-5.34567284,1.03378992,0.00023327,0.09998551,0.60659337,0.00034044,0.57942746,0.41451301
-5.33966983,1.00467031,0.00024434,0.09529875,0.59194928,0.00033670,0.56257194,0.40108922
-5.33366683,0.97500124,0.00025644,0.09044305,0.57653356,0.00033432,0.54495934,0.38779622
-5.32766383,0.94502573,0.00026945,0.08546233,0.56047755,0.00033326,0.52674336,0.37474076
-5.32166083,0.91495016,0.00028323,0.08039968,0.54390297,0.00033344,0.50806885,0.36200611
-5.31565783,0.88494821,0.00029762,0.07529714,0.52692329,0.00033473,0.48907263,0.34965442
-5.30965483,0.85516607,0.00031244,0.07019550,0.50964537,0.00033697,0.46988463,0.33772993
-5.30365183,0.82572858,0.00032750,0.06513401,0.49217148,0.00033996,0.45062907,0.32626273
-5.29764882,0.79674575,0.00034263,0.06015017,0.47460123,0.00034348,0.43142587,0.31527277
-5.29164582,0.76831956,0.00035767,0.05527939,0.45703365,0.00034731,0.41239180,0.30477417
-5.28564282,0.74055041,0.00037248,0.05055471,0.43956904,0.00035124,0.39364166,0.29477926
-5.27963982,0.71354318,0.00038696,0.04600653,0.42231061,0.00035507,0.37528924,0.28530242
-5.27363682,0.68741238,0.00040106,0.04166232,0.40536585,0.00035863,0.35744803,0.27636347
-5.26763382,0.66228641,0.00041477,0.03754647,0.38884752,0.00036179,0.34023175,0.26799038
-5.26163082,0.63831053,0.00042813,0.03368019,0.37287424,0.00036446,0.32375453,0.26022134
-5.25562781,0.61564864,0.00044124,0.03008147,0.35757062,0.00036659,0.30813095,0.25310596
-5.24962481,0.59448361,0.00045426,0.02676524,0.34306698,0.00036818,0.29347573,0.24670571
-5.24362181,0.57501642,0.00046738,0.02374360,0.32949861,0.00036931,0.27990326,0.24109352
-5.23761881,0.55746403,0.00048083,0.02102621,0.31700463,0.00037007,0.26752692,0.23635262
-5.23161581,0.54205621,0.00049488,0.01862082,0.30572660,0.00037060,0.25645826,0.23257476
-5.22561281,0.52903158,0.00050982,0.01653389,0.29580675,0.00037111,0.24680609,0.22985789
-5.21960980,0.51863312,0.00052593,0.01477131,0.28738627,0.00037180,0.23867561,0.22830350
-5.21360680,0.51110350,0.00054349,0.01333922,0.28060339,0.00037292,0.23216760,0.22801381
-5.20760380,0.50668046,0.00056276,0.01224487,0.27559177,0.00037471,0.22737770,0.22908898
