energy_ev,total_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,0.71640400,0.09384494,0.19123192,0.35306167,0.04391297,0.02926739,0.02602306,0.00918063,0.27826784
-5.99399700,0.73820382,0.09502359,0.19447305,0.36651531,0.04744683,0.03020793,0.02659250,0.00895524,0.28994752
-5.98799400,0.76436249,0.09666759,0.19854820,0.38177108,0.05186907,0.03132079,0.02716154,0.00883244,0.30375991
-5.98199100,0.79492592,0.09879130,0.20341281,0.39879625,0.05724291,0.03259076,0.02774059,0.00881192,0.31976919
-5.97598799,0.82993787,0.10141307,0.20901387,0.41755086,0.06363833,0.03399779,0.02834488,0.00889155,0.33804078
-5.96998499,0.86943740,0.10455447,0.21529106,0.43798807,0.07113006,0.03551754,0.02899411,0.00906745,0.35863887
-5.96398199,0.91345519,0.10823923,0.22217800,0.46005413,0.07979519,0.03712196,0.02971175,0.00933410,0.38162324
-5.95797899,0.96200851,0.11249194,0.22960331,0.48368798,0.08971044,0.03878003,0.03052432,0.00968455,0.40704542
-5.95197599,1.01509506,0.11733657,0.23749168,0.50882016,0.10094903,0.04045854,0.03146042,0.01011052,0.43494429
-5.94597299,1.07268548,0.12279477,0.24576483,0.53537128,0.11357729,0.04212295,0.03254967,0.01060268,0.46534104
-5.93996998,1.13471485,0.12888404,0.25434227,0.56324998,0.12765106,0.04373819,0.03382149,0.01115082,0.49823370
-5.93396698,1.20107352,0.13561579,0.26314198,0.59235040,0.14321188,0.04526965,0.03530384,0.01174410,0.53359150
-5.92796398,1.27159746,0.14299335,0.27208096,0.62254931,0.16028332,0.04668395,0.03702193,0.01237126,0.57134906
-5.92196098,1.34605883,0.15101005,0.28107563,0.65370320,0.17886741,0.04794984,0.03899690,0.01302087,0.61140095
-5.91595798,1.42415720,0.15964739,0.29004222,0.68564528,0.19894142,0.04903893,0.04124458,0.01368154,0.65359671
-5.90995498,1.50551212,0.16887339,0.29889704,0.71818287,0.22045519,0.04992642,0.04377434,0.01434211,0.69773680
-5.90395198,1.58965763,0.17864135,0.30755677,0.75109527,0.24332933,0.05059166,0.04658810,0.01499191,0.74356989
-5.89794897,1.67603944,0.18888884,0.31593878,0.78413253,0.26745417,0.05101868,0.04967955,0.01562088,0.79079159
-5.89194597,1.76401538,0.19953730,0.32396157,0.81701525,0.29269010,0.05119651,0.05303360,0.01621979,0.83904530
-5.88594297,1.85285973,0.21049214,0.33154520,0.84943575,0.31886897,0.05111936,0.05662612,0.01678036,0.88792521
-5.87993997,1.94177178,0.22164349,0.33861206,0.88106075,0.34579708,0.05078677,0.06042406,0.01729539,0.93698172
-5.87393697,2.02988897,0.23286759,0.34508767,0.91153576,0.37325952,0.05020343,0.06438579,0.01775889,0.98572947
-5.86793397,2.11630465,0.24402895,0.35090175,0.94049125,0.40102595,0.04937900,0.06846194,0.01816617,1.03365788
-5.86193097,2.20009028,0.25498313,0.35598956,0.96755043,0.42885776,0.04832776,0.07259649,0.01851387,1.08024414
-5.85592796,2.28032161,0.26558018,0.36029339,0.99233876,0.45651632,0.04706810,0.07672818,0.01880007,1.12496828
-5.84992496,2.35610813,0.27566866,0.36376424,1.01449471,0.48377215,0.04562196,0.08079227,0.01902428,1.16732998
-5.84392196,2.42662482,0.28510011,0.36636362,1.03368156,0.51041461,0.04401415,0.08472252,0.01918744,1.20686636
-5.83791896,2.49114475,0.29373379,0.36806552,1.04959974,0.53626167,0.04227170,0.08845325,0.01929193,1.24317028
-5.83191596,2.54907136,0.30144150,0.36885816,1.06199916,0.56116932,0.04042303,0.09192157,0.01934152,1.27590806
-5.82591296,2.59996841,0.30811231,0.36874580,1.07069099,0.58504014,0.03849729,0.09506958,0.01934127,1.30483592
-5.81990995,2.64358622,0.31365699,0.36775010,1.07555817,0.60783044,0.03652362,0.09784643,0.01929746,1.32981405
-5.81390695,2.67988231,0.31801173,0.36591124,1.07656417,0.62955545,0.03453045,0.10021016,0.01921744,1.35081761
-5.80790395,2.70903496,0.32114120,0.36328843,1.07375922,0.65029228,0.03254493,0.10212931,0.01910948,1.36794366
