energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.11255628,3.26199498,0.00392845,0.12552947,0.60453223,2.62429803,0.22879280,0.22631925,0.00226908,0.58211549
-3.10655328,3.34755388,0.00424894,0.12597749,0.62151776,2.70538209,0.23800007,0.22647228,0.00242708,0.58797997
-3.10055028,3.42220168,0.00456301,0.12590926,0.63675624,2.77791808,0.24646781,0.22577336,0.00257820,0.59180056
-3.09454727,3.48526461,0.00486561,0.12534797,0.65016051,2.84112589,0.25409223,0.22427976,0.00271986,0.59365503
-3.08854427,3.53619210,0.00515157,0.12432365,0.66166737,2.89431720,0.26077947,0.22205828,0.00284951,0.59364825
-3.08254127,3.57457235,0.00541583,0.12287220,0.67123929,2.93691534,0.26644841,0.21918320,0.00296476,0.59190885
-3.07653827,3.60014665,0.00565348,0.12103439,0.67886563,2.96847444,0.27103331,0.21573405,0.00306339,0.58858542
-3.07053527,3.61282126,0.00586002,0.11885466,0.68456324,2.98869668,0.27448605,0.21179349,0.00314345,0.58384238
-3.06453227,3.61267614,0.00603144,0.11638003,0.68837619,2.99744643,0.27677791,0.20744526,0.00320333,0.57785558
-3.05852926,3.59996918,0.00616435,0.11365878,0.69037468,2.99476025,0.27790073,0.20277220,0.00324180,0.57080766
-3.05252626,3.57513524,0.00625616,0.11073939,0.69065282,2.98085162,0.27786737,0.19785443,0.00325808,0.56288328
-3.04652326,3.53877934,0.00630510,0.10766927,0.68932549,2.95610976,0.27671140,0.19276771,0.00325181,0.55426427
-3.04052026,3.49166354,0.00631032,0.10449375,0.68652417,2.92109198,0.27448606,0.18758202,0.00322314,0.54512485
-3.03451726,3.43468768,0.00627189,0.10125501,0.68239187,2.87650953,0.27126241,0.18236031,0.00317264,0.53562698
-3.02851426,3.36886443,0.00619083,0.09799125,0.67707737,2.82320722,0.26712685,0.17715744,0.00310137,0.52591598
-3.02251126,3.29528949,0.00606907,0.09473589,0.67072912,2.76213761,0.26217796,0.17201941,0.00301078,0.51611667
-3.01650825,3.21510820,0.00590933,0.09151698,0.66348885,2.69433081,0.25652305,0.16698284,0.00290268,0.50632997
-3.01050525,3.12948024,0.00571508,0.08835685,0.65548562,2.62086144,0.25027432,0.16207462,0.00277921,0.49663042
-3.00450225,3.03954409,0.00549040,0.08527183,0.64683028,2.54281426,0.24354504,0.15731189,0.00264273,0.48706449
-2.99849925,2.94638320,0.00523984,0.08227231,0.63761101,2.46125044,0.23644578,0.15270234,0.00249577,0.47765001
-2.99249625,2.85099568,0.00496828,0.07936290,0.62789007,2.37717601,0.22908105,0.14824472,0.00234097,0.46837667
-2.98649325,2.75426915,0.00468076,0.07654293,0.61770199,2.29151446,0.22154629,0.14392965,0.00218097,0.45920775
-2.98049025,2.65696204,0.00438236,0.07380701,0.60705351,2.20508446,0.21392563,0.13974073,0.00201838,0.45008301
-2.97448724,2.55969244,0.00407801,0.07114580,0.59592520,2.11858414,0.20629023,0.13565589,0.00185570,0.44092255
-2.96848424,2.46293470,0.00377244,0.06854701,0.58427464,2.03258235,0.19869752,0.13164892,0.00169526,0.43163182
-2.96248124,2.36702404,0.00346999,0.06599632,0.57204120,1.94751709,0.19119110,0.12769120,0.00153918,0.42210712
-2.95647824,2.27216835,0.00317459,0.06347853,0.55915197,1.86370089,0.18380151,0.12375348,0.00138936,0.41224181
-2.95047524,2.17846639,0.00288966,0.06097854,0.54552857,1.78133247,0.17654751,0.11980774,0.00124744,0.40193256
-2.94447224,2.08593089,0.00261806,0.05848242,0.53109441,1.70051343,0.16943808,0.11582896,0.00111478,0.39108558
-2.93846923,1.99451506,0.00236214,0.05597834,0.51578200,1.62126893,0.16247466,0.11179681,0.00099248,0.37962241
-2.93246623,1.90414053,0.00212364,0.05345726,0.49953987,1.54357057,0.15565374,0.10769713,0.00088140,0.36748500
-2.92646323,1.81472510,0.00190384,0.05091366,0.48233859,1.46736003,0.14896946,0.10352313,0.00078213,0.35463985
-2.92046023,1.72620855,0.00170348,0.04834585,0.46417576,1.39257195,0.14241616,0.09927632,0.00069508,0.34108103
-2.91445723,1.63857489,0.00152290,0.04575625,0.44507945,1.31915464,0.13599070,0.09496708,0.00062045,0.32683188
-2.90845423,1.55187011,0.00136205,0.04315135,0.42511010,1.24708746,0.12969444,0.09061488,0.00055830,0.31194540
-2.90245123,1.46621440,0.00122056,0.04054156,0.40436078,1.17639413,0.12353470,0.08624808,0.00050856,0.29650336
-2.89644822,1.38180851,0.00109784,0.03794079,0.38295569,1.10715122,0.11752586,0.08190347,0.00047106,0.28061412
-2.89044522,1.29893415,0.00099308,0.03536603,0.36104724,1.03949196,0.11168981,0.07762541,0.00044558,0.26440939
-2.88444222,1.21794888,0.00090537,0.03283661,0.33881180,0.97360515,0.10605594,0.07346468,0.00043184,0.24804014
-2.87843922,1.13927593,0.00083369,0.03037364,0.31644436,0.90972991,0.10066061,0.06947723,0.00042955,0.23167181
-2.87243622,1.06339000,0.00077701,0.02799915,0.29415256,0.84814668,0.09554624,0.06572256,0.00043840,0.21547914
-2.86643322,0.99080006,0.00073428,0.02573547,0.27215022,0.78916546,0.09075998,0.06226215,0.00045810,0.19964085
-2.86043022,0.92203020,0.00070448,0.02360447,0.25065088,0.73311210,0.08635221,0.05915779,0.00048837,0.18433435
-2.85442721,0.85759974,0.00068664,0.02162694,0.22986158,0.68031363,0.08237483,0.05646985,0.00052895,0.16973084
-2.84842421,0.79800365,0.00067983,0.01982204,0.20997707,0.63108357,0.07887944,0.05425565,0.00057958,0.15599078
-2.84242121,0.74369429,0.00068319,0.01820681,0.19117484,0.58570797,0.07591569,0.05256798,0.00064004,0.14325998
-2.83641821,0.69506510,0.00069591,0.01679582,0.17361097,0.54443296,0.07352958,0.05145360,0.00071008,0.13166637
-2.83041521,0.65243708,0.00071724,0.01560089,0.15741686,0.50745439,0.07176208,0.05095207,0.00078950,0.12131747
-2.82441221,0.61604827,0.00074649,0.01463090,0.14269710,0.47490976,0.07064794,0.05109463,0.00087805,0.11229864
-2.81840920,0.58604666,0.00078301,0.01389170,0.12952816,0.44687296,0.07021479,0.05190337,0.00097553,0.10467187
-2.81240620,0.56248636,0.00082621,0.01338608,0.11795806,0.42335164,0.07048264,0.05339060,0.00108168,0.09847540
-2.80640320,0.54532731,0.00087552,0.01311381,0.10800675,0.40428727,0.07146366,0.05555853,0.00119627,0.09372372
-2.80040020,0.53443795,0.00093044,0.01307170,0.09966730,0.38955773,0.07316234,0.05839914,0.00131905,0.09040820
-2.79439720,0.52960096,0.00099049,0.01325380,0.09290746,0.37898215,0.07557600,0.06189439,0.00144981,0.08849806
-2.78839420,0.53052146,0.00105528,0.01365148,0.08767183,0.37232766,0.07869568,0.06601674,0.00158833,0.08794173
-2.78239120,0.53683753,0.00112447,0.01425373,0.08388420,0.36931776,0.08250719,0.07072998,0.00173446,0.08866849
-2.77638819,0.54813248,0.00119778,0.01504733,0.08145019,0.36964192,0.08699256,0.07599036,0.00188811,0.09059041
-2.77038519,0.56394859,0.00127507,0.01601714,0.08025999,0.37296604,0.09213158,0.08174798,0.00204928,0.09360449
-2.76438219,0.58380185,0.00135629,0.01714643,0.08019117,0.37894331,0.09790346,0.08794857,0.00221809,0.09759498
-2.75837919,0.60719722,0.00144151,0.01841720,0.08111155,0.38722532,0.10428855,0.09453537,0.00239481,0.10243597
-2.75237619,0.63364407,0.00153099,0.01981059,0.08288206,0.39747281,0.11126996,0.10145121,0.00257987,0.10799404
-2.74637319,0.66267108,0.00162513,0.02130724,0.08535955,0.40936597,0.11883502,0.10864071,0.00277392,0.11413117
-2.74037019,0.69384043,0.00172450,0.02288778,0.08839965,0.42261373,0.12697646,0.11605243,0.00297776,0.12070765
-2.73436718,0.72676043,0.00182988,0.02453327,0.09185947,0.43696195,0.13569316,0.12364086,0.00319244,0.12758508
-2.72836418,0.76109636,0.00194218,0.02622563,0.09560034,0.45220017,0.14499052,0.13136820,0.00341916,0.13462942
-2.72236118,0.79657886,0.00206253,0.02794815,0.09949032,0.46816661,0.15488015,0.13920575,0.00365931,0.14171383
-2.71635818,0.83300955,0.00219215,0.02968584,0.10340667,0.48475131,0.16537903,0.14713479,0.00391437,0.14872147
-2.71035518,0.87026354,0.00233240,0.03142586,0.10723809,0.50189731,0.17650796,0.15514691,0.00418590,0.15554788
-2.70435218,0.90828857,0.00248467,0.03315776,0.11088668,0.51959971,0.18828940,0.16324367,0.00447542,0.16210313
-2.69834917,0.94710071,0.00265037,0.03487376,0.11426961,0.53790271,0.20074475,0.17143553,0.00478435,0.16831337
-2.69234617,0.98677680,0.00283084,0.03656883,0.11732048,0.55689472,0.21389111,0.17974012,0.00511389,0.17412199
-2.68634317,1.02744382,0.00302729,0.03824071,0.11999019,0.57670177,0.22773769,0.18817985,0.00546490,0.17949007
-2.68034017,1.06926568,0.00324071,0.03988981,0.12224738,0.59747948,0.24228212,0.19677899,0.00583781,0.18439630
-2.67433717,1.11242816,0.00347181,0.04151903,0.12407847,0.61940398,0.25750673,0.20556026,0.00623249,0.18883622
-2.66833417,1.15712257,0.00372092,0.04313343,0.12548709,0.64266223,0.27337526,0.21454127,0.00664813,0.19282093
-2.66233117,1.20352934,0.00398793,0.04473989,0.12649319,0.66744228,0.28982996,0.22373088,0.00708321,0.19637532
-2.65632816,1.25180212,0.00427226,0.04634663,0.12713163,0.69392379,0.30678960,0.23312574,0.00753536,0.19953583
-2.65032516,1.30205361,0.00457279,0.04796280,0.12745042,0.72226949,0.32414848,0.24270731,0.00800139,0.20234796
-2.64432216,1.35434379,0.00488784,0.04959796,0.12750864,0.75261785,0.34177654,0.25243948,0.00847728,0.20486363
-2.63831916,1.40867135,0.00521519,0.05126163,0.12737421,0.78507729,0.35952086,0.26226703,0.00895818,0.20713849
-2.63231616,1.46496877,0.00555207,0.05296287,0.12712139,0.81972224,0.37720845,0.27211514,0.00943853,0.20922933
-2.62631316,1.52310133,0.00589525,0.05470995,0.12682833,0.85659102,0.39465034,0.28188993,0.00991215,0.21119179
-2.62031016,1.58287003,0.00624107,0.05651000,0.12657454,0.89568545,0.41164691,0.29148013,0.01037241,0.21307827
-2.61430715,1.64401813,0.00658557,0.05836882,0.12643857,0.93697212,0.42799412,0.30075991,0.01081240,0.21493629
-2.60830415,1.70624071,0.00692456,0.06029076,0.12649571,0.98038484,0.44349046,0.30959266,0.01122513,0.21680728
-2.60230115,1.76919650,0.00725376,0.06227855,0.12681593,1.02582786,0.45794432,0.31783555,0.01160377,0.21872571
-2.59629815,1.83252095,0.00756895,0.06433334,0.12746207,1.07317948,0.47118118,0.32534478,0.01194185,0.22071863
-2.59029515,1.89583956,0.00786603,0.06645461,0.12848817,1.12229526,0.48305056,0.33198110,0.01223348,0.22280559
-2.58429215,1.95878027,0.00814123,0.06864023,0.12993813,1.17301073,0.49343194,0.33761538,0.01247355,0.22499865
-2.57828914,2.02098392,0.00839114,0.07088640,0.13184451,1.22514275,0.50223960,0.34213394,0.01265793,0.22730275
-2.57228614,2.08211206,0.00861284,0.07318757,0.13422765,1.27848957,0.50942595,0.34544326,0.01278356,0.22971600
-2.56628314,2.14185131,0.00880398,0.07553645,0.13709486,1.33282927,0.51498307,0.34747392,0.01284856,0.23223002
-2.56028014,2.19991398,0.00896279,0.07792375,0.14044003,1.38791667,0.51894244,0.34818350,0.01285231,0.23483027
-2.55427714,2.25603505,0.00908814,0.08033812,0.14424322,1.44347892,0.52137276,0.34755827,0.01279541,0.23749623
-2.54827414,2.30996573,0.00917948,0.08276590,0.14847071,1.49921019,0.52237597,0.34561363,0.01267963,0.24020147
-2.54227114,2.36146428,0.00923685,0.08519094,0.15307508,1.55476598,0.52208177,0.34239326,0.01250787,0.24291371
-2.53626813,2.41028499,0.00926081,0.08759443,0.15799577,1.60975783,0.52064067,0.33796706,0.01228395,0.24559478
-2.53026513,2.45616652,0.00925236,0.08995481,0.16315976,1.66374907,0.51821636,0.33242800,0.01201252,0.24820061
-2.52426213,2.49882073,0.00921287,0.09224768,0.16848271,1.71625234,0.51497739,0.32588812,0.01169886,0.25068135
-2.51825913,2.53792334,0.00914396,0.09444599,0.17387037,1.76672981,0.51108902,0.31847388,0.01134867,0.25298163
-2.51225613,2.57310756,0.00904745,0.09652021,0.17922041,1.81459637,0.50670543,0.31032115,0.01096788,0.25504115
-2.50625313,2.60396171,0.00892525,0.09843879,0.18442452,1.85922642,0.50196287,0.30157005,0.01056251,0.25679549
-2.50025013,2.63003159,0.00877930,0.10016875,0.18937098,1.89996442,0.49697410,0.29236010,0.01013843,0.25817734
-2.49424712,2.65082791,0.00861149,0.10167641,0.19394737,1.93613907,0.49182442,0.28282568,0.00970128,0.25911813
-2.48824412,2.66583894,0.00842363,0.10292836,0.19804362,1.96708086,0.48656950,0.27309222,0.00925633,0.25954993
-2.48224112,2.67454800,0.00821743,0.10389246,0.20155517,1.99214244,0.48123511,0.26327322,0.00880840,0.25940771
-2.47623812,2.67645500,0.00799446,0.10453901,0.20438608,2.01072091,0.47581876,0.25346810,0.00836180,0.25863181
-2.47023512,2.67110106,0.00775621,0.10484193,0.20645223,2.02228117,0.47029299,0.24376119,0.00792034,0.25717052
-2.46423212,2.65809485,0.00750407,0.10477987,0.20768415,2.02637906,0.46461031,0.23422147,0.00748729,0.25498260
-2.45822911,2.63713919,0.00723940,0.10433732,0.20802962,2.02268315,0.45870924,0.22490345,0.00706547,0.25203970
-2.45222611,2.60805625,0.00696353,0.10350554,0.20745574,2.01099405,0.45252122,0.21584860,0.00665727,0.24832844
-2.44622311,2.57080992,0.00667785,0.10228324,0.20595053,1.99126002,0.44597781,0.20708759,0.00626472,0.24385205
-2.44022011,2.52552373,0.00638380,0.10067714,0.20352384,1.96358794,0.43901797,0.19864286,0.00588956,0.23863149
-2.43421711,2.47249327,0.00608298,0.09870215,0.20020751,1.92824897,0.43159469,0.19053150,0.00553330,0.23270592
-2.42821411,2.41219200,0.00577713,0.09638125,0.19605492,1.88567834,0.42368086,0.18276813,0.00519732,0.22613248
-2.42221111,2.34526998,0.00546816,0.09374510,0.19113970,1.83646906,0.41527382,0.17536769,0.00488289,0.21898531
-2.41620810,2.27254529,0.00515821,0.09083134,0.18555381,1.78135972,0.40639849,0.16834786,0.00459124,0.21135398
-2.41020510,2.19498821,0.00484959,0.08768360,0.17940499,1.72121673,0.39710879,0.16173102,0.00432358,0.20334123
-2.40420210,2.11369894,0.00454485,0.08435025,0.17281371,1.65701171,0.38748744,0.15554566,0.00408111,0.19506011
-2.39819910,2.02987953,0.00424669,0.08088300,0.16590965,1.58979499,0.37764391,0.14982710,0.00386503,0.18663082
-2.39219610,1.94480140,0.00395800,0.07733540,0.15882797,1.52066627,0.36771098,0.14461751,0.00367649,0.17817720
-2.38619310,1.85976976,0.00368181,0.07376118,0.15170546,1.45074372,0.35783984,0.13996531,0.00351661,0.16982311
-2.38019010,1.77608652,0.00342125,0.07021269,0.14467668,1.38113278,0.34819409,0.13592377,0.00338641,0.16168885
-2.37418709,1.69501322,0.00317953,0.06673941,0.13787026,1.31289601,0.33894313,0.13254923,0.00328676,0.15388778
-2.36818409,1.61773557,0.00295990,0.06338657,0.13140558,1.24702507,0.33025495,0.12989865,0.00321833,0.14652326
-2.36218109,1.54533104,0.00276562,0.06019397,0.12538974,1.18441597,0.32228915,0.12802692,0.00318155,0.13968606
-2.35617809,1.47874068,0.00259991,0.05719507,0.11991509,1.12584846,0.31519007,0.12698394,0.00317654,0.13345230
-2.35017509,1.41874620,0.00246591,0.05441629,0.11505737,1.07197008,0.30908080,0.12681161,0.00320310,0.12788196
-2.34417209,1.36595298,0.00236666,0.05187670,0.11087432,1.02328545,0.30405799,0.12754096,0.00326064,0.12301810
-2.33816908,1.32077949,0.00230503,0.04958785,0.10740505,0.98015075,0.30018796,0.12918946,0.00334817,0.11888666
-2.33216608,1.28345314,0.00228369,0.04755404,0.10466991,0.94277333,0.29750405,0.13175877,0.00346430,0.11549681
-2.32616308,1.25401248,0.00230504,0.04577270,0.10267096,0.91121623,0.29600555,0.13523295,0.00360725,0.11284189
-2.32016008,1.23231518,0.00237118,0.04423509,0.10139294,0.88540682,0.29565790,0.13957735,0.00377483,0.11090082
-2.31415708,1.21805128,0.00248384,0.04292711,0.10080473,0.86514915,0.29639436,0.14473812,0.00396455,0.10963976
-2.30815408,1.21076077,0.00264428,0.04183025,0.10086112,0.85013904,0.29811899,0.15064249,0.00417361,0.10901412
-2.30215108,1.20985469,0.00285327,0.04092267,0.10150487,0.83998113,0.30071064,0.15719983,0.00439900,0.10897064
-2.29614807,1.21463869,0.00311101,0.04018023,0.10266904,0.83420709,0.30402783,0.16430346,0.00463757,0.10944954
-2.29014507,1.22433808,0.00341703,0.03957754,0.10427935,0.83229417,0.30791436,0.17183315,0.00488614,0.11038665
-2.28414207,1.23812347,0.00377019,0.03908896,0.10625667,0.83368337,0.31220522,0.17965828,0.00514156,0.11171535
-2.27813907,1.25513620,0.00416860,0.03868947,0.10851942,0.83779668,0.31673267,0.18764151,0.00540089,0.11336837
-2.27213607,1.27451263,0.00460957,0.03835545,0.11098593,0.84405288,0.32133227,0.19564290,0.00566143,0.11527942
-2.26613307,1.29540698,0.00508965,0.03806533,0.11357669,0.85188162,0.32584851,0.20352425,0.00592088,0.11738455
-2.26013007,1.31701197,0.00560464,0.03780007,0.11621636,0.86073564,0.33013997,0.21115350,0.00617741,0.11962324
-2.25412706,1.33857708,0.00614958,0.03754350,0.11883566,0.87010098,0.33408385,0.21840911,0.00642978,0.12193942
-2.24812406,1.35942420,0.00671890,0.03728255,0.12137295,0.87950531,0.33757961,0.22518413,0.00667740,0.12428213
-2.24212106,1.37896050,0.00730647,0.03700734,0.12377563,0.88852449,0.34055184,0.23138986,0.00692036,0.12660614
-2.23611806,1.39668850,0.00790576,0.03671112,0.12600119,0.89678760,0.34295217,0.23695888,0.00715954,0.12887240
-2.23011506,1.41221341,0.00850999,0.03639020,0.12801807,0.90398055,0.34476024,0.24184739,0.00739656,0.13104836
-2.22411206,1.42524782,0.00911230,0.03604373,0.12980610,0.90984858,0.34598383,0.24603666,0.00763376,0.13310823
-2.21810905,1.43561367,0.00970592,0.03567348,0.13135679,0.91419782,0.34665807,0.24953365,0.00787422,0.13503314
-2.21210605,1.44324190,0.01028441,0.03528352,0.13267314,0.91689601,0.34684391,0.25237052,0.00812160,0.13681118
-2.20610305,1.44816960,0.01084176,0.03487988,0.13376924,0.91787255,0.34662589,0.25460339,0.00838011,0.13843734
-2.20010005,1.45053503,0.01137263,0.03447025,0.13466955,0.91711789,0.34610928,0.25630996,0.00865428,0.13991338
-2.19409705,1.45057047,0.01187244,0.03406358,0.13540783,0.91468231,0.34541680,0.25758652,0.00894890,0.14124748
-2.18809405,1.44859332,0.01233748,0.03366970,0.13602585,0.91067403,0.34468491,0.25854410,0.00926874,0.14245374
-2.18209105,1.44499537,0.01276496,0.03329890,0.13657180,0.90525672,0.34405986,0.25930414,0.00961837,0.14355147
-2.17608804,1.44023085,0.01315306,0.03296161,0.13709855,0.89864623,0.34369365,0.25999381,0.01000196,0.14456438
-2.17008504,1.43480334,0.01350084,0.03266791,0.13766171,0.89110676,0.34373990,0.26074114,0.01042300,0.14551943
-2.16408204,1.42925207,0.01380821,0.03242717,0.13831768,0.88294623,0.34434992,0.26167021,0.01088412,0.14644566
-2.15807904,1.42413803,0.01407582,0.03224770,0.13912160,0.87451117,0.34566892,0.26289662,0.01138685,0.14737283
-2.15207604,1.42003035,0.01430485,0.03213632,0.14012551,0.86618109,0.34783266,0.26452345,0.01193145,0.14833001
-2.14607304,1.41749350,0.01449693,0.03209809,0.14137652,0.85836251,0.35096439,0.26663782,0.01251674,0.14934420
-2.14007004,1.41707573,0.01465388,0.03213600,0.14291537,0.85148276,0.35517247,0.26930826,0.01314002,0.15043900
-2.13406703,1.41929912,0.01477760,0.03225081,0.14477521,0.84598389,0.36054844,0.27258306,0.01379698,0.15163350
-2.12806403,1.42465178,0.01486987,0.03244087,0.14698079,0.84231656,0.36716580,0.27648949,0.01448176,0.15294138
-2.12206103,1.43358209,0.01493225,0.03270216,0.14954808,0.84093435,0.37507939,0.28103403,0.01518698,0.15437035
-2.11605803,1.44649529,0.01496595,0.03302829,0.15248425,0.84228823,0.38432538,0.28620360,0.01590392,0.15592192
-2.11005503,1.46375209,0.01497185,0.03341075,0.15578819,0.84682147,0.39492181,0.29196751,0.01662273,0.15759155
-2.10405203,1.48566919,0.01495040,0.03383917,0.15945126,0.85496470,0.40686960,0.29828024,0.01733272,0.15936922
-2.09804902,1.51252106,0.01490178,0.03430170,0.16345849,0.86713110,0.42015389,0.30508462,0.01802269,0.16124034
-2.09204602,1.54454259,0.01482591,0.03478556,0.16778997,0.88371148,0.43474550,0.31231540,0.01868132,0.16318689
-2.08604302,1.58193170,0.01472263,0.03527750,0.17242231,0.90506900,0.45060252,0.31990288,0.01929762,0.16518882
-2.08004002,1.62485155,0.01459187,0.03576448,0.17733021,0.93153335,0.46767168,0.32777638,0.01986131,0.16722559
-2.07403702,1.67343132,0.01443380,0.03623423,0.18248791,0.96339418,0.48588940,0.33586744,0.02036331,0.16927765
-2.06803402,1.72776538,0.01424904,0.03667591,0.18787039,1.00089356,0.50518253,0.34411242,0.02079607,0.17132783
-2.06203102,1.78791021,0.01403886,0.03708061,0.19345437,1.04421767,0.52546844,0.35245450,0.02115404,0.17336254
-2.05602801,1.85387912,0.01380530,0.03744193,0.19921887,1.09348760,0.54665478,0.36084493,0.02143386,0.17537266
-2.05002501,1.92563483,0.01355132,0.03775632,0.20514544,1.14874965,0.56863861,0.36924356,0.02163468,0.17735410
-2.04402201,2.00308026,0.01328087,0.03802346,0.21121798,1.20996556,0.59130527,0.37761862,0.02175824,0.17930790
-2.03801901,2.08604829,0.01299891,0.03824636,0.21742217,1.27700318,0.61452698,0.38594585,0.02180895,0.18124005
-2.03201601,2.17429135,0.01271142,0.03843149,0.22374464,1.34962829,0.63816158,0.39420725,0.02179382,0.18316086
-2.02601301,2.26747182,0.01242526,0.03858866,0.23017193,1.42749826,0.66205143,0.40238940,0.02172228,0.18508409
-2.02001001,2.36515444,0.01214805,0.03873084,0.23668933,1.51015835,0.68602299,0.41048175,0.02160602,0.18702582
-2.01400700,2.46680177,0.01188800,0.03887389,0.24327981,1.59704138,0.70988715,0.41847492,0.02145854,0.18900326
-2.00800400,2.57177371,0.01165364,0.03903613,0.24992305,1.68747123,0.73344069,0.42635935,0.02129484,0.19103355
-2.00200100,2.67933179,0.01145359,0.03923788,0.25659471,1.78067072,0.75646891,0.43412421,0.02113096,0.19313258
-1.99599800,2.78864870,0.01129622,0.03950097,0.26326620,1.87577389,0.77874952,0.44175697,0.02098344,0.19531412
-1.98999500,2.89882310,0.01118943,0.03984810,0.26990469,1.97184275,0.80005790,0.44924336,0.02086882,0.19758911
-1.98399200,3.00889941,0.01114028,0.04030234,0.27647371,2.06788784,0.82017340,0.45656792,0.02080320,0.19996533
-1.97798899,3.11789181,0.01115477,0.04088646,0.28293411,2.16289225,0.83888662,0.46371502,0.02080163,0.20244733
-1.97198599,3.22481132,0.01123756,0.04162239,0.28924546,2.25583784,0.85600716,0.47067013,0.02087775,0.20503671
-1.96598299,3.32869465,0.01139181,0.04253060,0.29536775,2.34573267,0.87137157,0.47742130,0.02104332,0.20773263
-1.95997999,3.42863313,0.01161896,0.04362955,0.30126324,2.43163837,0.88485097,0.48396056,0.02130785,0.21053247
-1.95397699,3.52380001,0.01191869,0.04493517,0.30689847,2.51269600,0.89635783,0.49028514,0.02167835,0.21343264
-1.94797399,3.61347459,0.01228886,0.04646028,0.31224616,2.58814911,0.90585151,0.49639822,0.02215907,0.21642935
-1.94197099,3.69706158,0.01272551,0.04821416,0.31728684,2.65736287,0.91334209,0.50230926,0.02275138,0.21951927
-1.93596798,3.77410455,0.01322300,0.05020206,0.32201031,2.71983824,0.91889223,0.50803354,0.02345369,0.22269996
-1.92996498,3.84429269,0.01377412,0.05242479,0.32641651,2.77522048,0.92261677,0.51359120,0.02426144,0.22597009
-1.92396198,3.90746037,0.01437033,0.05487837,0.33051600,2.82330163,0.92468011,0.51900548,0.02516722,0.22932934
-1.91795898,3.96357974,0.01500199,0.05755376,0.33432987,2.86401693,0.92529130,0.52430054,0.02616093,0.23277788
-1.91195598,4.01274689,0.01565872,0.06043660,0.33788905,2.89743553,0.92469715,0.52949883,0.02722998,0.23631565
-1.90595298,4.05516251,0.01632967,0.06350714,0.34123321,2.92374615,0.92317360,0.53461828,0.02835960,0.23994129
-1.89994997,4.09110830,0.01700395,0.06674025,0.34440909,2.94323858,0.92101578,0.53966945,0.02953318,0.24365094
-1.89394697,4.12092093,0.01767092,0.07010558,0.34746852,2.95628220,0.91852732,0.54465304,0.03073269,0.24743688
-1.88794397,4.14496496,0.01832060,0.07356784,0.35046618,2.96330278,0.91600930,0.54955773,0.03193907,0.25128626
-1.88194097,4.16360653,0.01894395,0.07708727,0.35345715,2.96475889,0.91374953,0.55435878,0.03313270,0.25517983
-1.87593797,4.17718942,0.01953321,0.08062032,0.35649440,2.96111915,0.91201243,0.55901737,0.03429391,0.25909109
-1.86993497,4.18601472,0.02008206,0.08412039,0.35962644,2.95284149,0.91103027,0.56348085,0.03540340,0.26298558
-1.86393197,4.19032529,0.02058586,0.08753881,0.36289502,2.94035538,0.91099572,0.56768388,0.03644273,0.26682072
-1.85792896,4.19029552,0.02104171,0.09082593,0.36633315,2.92404777,0.91205632,0.57155040,0.03739473,0.27054603
-1.85192596,4.18602684,0.02144845,0.09393231,0.36996343,2.90425313,0.91431087,0.57499645,0.03824393,0.27410386
-1.84592296,4.17754888,0.02180662,0.09680996,0.37379673,2.88124786,0.91780764,0.57793343,0.03897685,0.27743058
-1.83991996,4.16482569,0.02211831,0.09941362,0.37783137,2.85524892,0.92254468,0.58027193,0.03958229,0.28045816
-1.83391696,4.14776660,0.02238690,0.10170204,0.38205263,2.82641646,0.92847178,0.58192555,0.04005154,0.28311613
-1.82791396,4.12624043,0.02261682,0.10363914,0.38643282,2.79485972,0.93549401,0.58281482,0.04037848,0.28533380
-1.82191096,4.10009226,0.02281321,0.10519508,0.39093172,2.76064587,0.94347661,0.58287068,0.04055961,0.28704259
-1.81590795,4.06916140,0.02298152,0.10634713,0.39549750,2.72381073,0.95225084,0.58203760,0.04059401,0.28817840
-1.80990495,4.03329951,0.02312715,0.10708038,0.40006799,2.68437067,0.96162063,0.58027597,0.04048321,0.28868396
-1.80390195,3.99238782,0.02325507,0.10738814,0.40457237,2.64233500,0.97136960,0.57756373,0.04023098,0.28851087
-1.79789895,3.94635248,0.02336950,0.10727213,0.40893316,2.59771791,0.98126826,0.57389721,0.03984308,0.28762144
-1.79189595,3.89517740,0.02347354,0.10674237,0.41306846,2.55054951,0.99108120,0.56929112,0.03932696,0.28599012
-1.78589295,3.83891397,0.02356903,0.10581679,0.41689437,2.50088523,1.00057385,0.56377767,0.03869142,0.28360448
-1.77988994,3.77768737,0.02365631,0.10452057,0.42032756,2.44881335,1.00951892,0.55740505,0.03794627,0.28046579
-1.77388694,3.71169945,0.02373420,0.10288529,0.42328789,2.39446023,1.01770218,0.55023527,0.03710197,0.27658904
-1.76788394,3.64122810,0.02380000,0.10094782,0.42570089,2.33799323,1.02492750,0.54234160,0.03616932,0.27200262
-1.76188094,3.56662355,0.02384963,0.09874908,0.42750024,2.27962127,1.03102126,0.53380563,0.03515916,0.26674747
-1.75587794,3.48830189,0.02387782,0.09633273,0.42862988,2.21959305,1.03583586,0.52471434,0.03408214,0.26087590
-1.74987494,3.40673630,0.02387839,0.09374375,0.42904591,2.15819340,1.03925246,0.51515711,0.03294847,0.25445019
