energy_ev,total_up,Bi_p_up,Bi_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,1.98828547,0.83198060,0.01486348,0.72899593,1.08169149,0.00169918,0.15686801
-5.99399700,1.92802895,0.80615994,0.01437720,0.69733121,1.05214054,0.00159778,0.14951269
-5.98799400,1.86978272,0.77977315,0.01394143,0.66544469,1.02522588,0.00150364,0.14167713
-5.98199100,1.81549767,0.75363166,0.01357055,0.63408402,1.00202425,0.00141872,0.13351320
-5.97598799,1.76699248,0.72852240,0.01327711,0.60396511,0.98351205,0.00134479,0.12517337
-5.96998499,1.72590593,0.70518607,0.01307154,0.57575546,0.97054037,0.00128337,0.11680691
-5.96398199,1.69365657,0.68429764,0.01296194,0.55005970,0.96381480,0.00123573,0.10855648
-5.95797899,1.67141101,0.66644980,0.01295400,0.52740788,0.96388025,0.00120290,0.10055513
-5.95197599,1.66006166,0.65213988,0.01305096,0.50824664,0.97111164,0.00118566,0.09292391
-5.94597299,1.66021455,0.64176059,0.01325364,0.49293344,0.98571026,0.00118459,0.08577006
-5.93996998,1.67218712,0.63559461,0.01356057,0.48173379,1.00770597,0.00120006,0.07918573
-5.93396698,1.69601566,0.63381316,0.01396821,0.47482133,1.03696482,0.00123226,0.07324742
-5.92796398,1.73147151,0.63647813,0.01447119,0.47228057,1.07320162,0.00128125,0.06801583
-5.92196098,1.77808489,0.64354753,0.01506261,0.47411178,1.11599678,0.00134697,0.06353627
-5.91595798,1.83517489,0.65488378,0.01573437,0.48023783,1.16481634,0.00142929,0.05983936
-5.90995498,1.90188374,0.67026407,0.01647752,0.49051229,1.21903439,0.00152799,0.05694214
-5.90395198,1.97721379,0.68939230,0.01728259,0.50472852,1.27795658,0.00164286,0.05484922
-5.89794897,2.06006492,0.71191185,0.01813992,0.52262911,1.34084355,0.00177364,0.05355412
-5.89194597,2.14927082,0.73741854,0.01903993,0.54391525,1.40693338,0.00192010,0.05304063
-5.88594297,2.24363240,0.76547315,0.01997337,0.56825575,1.47546165,0.00208201,0.05328397
-5.87993997,2.34194674,0.79561296,0.02093148,0.59529521,1.54567866,0.00225917,0.05425201
-5.87393697,2.44303069,0.82736208,0.02190609,0.62466120,1.61686269,0.00245135,0.05590623
-5.86793397,2.54573839,0.86024004,0.02288965,0.65597031,1.68832929,0.00265837,0.05820254
-5.86193097,2.64897233,0.89376871,0.02387521,0.68883295,1.75943616,0.00288001,0.06109194
-5.85592796,2.75168844,0.92747758,0.02485629,0.72285696,1.82958390,0.00311599,0.06452113
-5.84992496,2.85289552,0.96090737,0.02582676,0.75765022,1.89821310,0.00336602,0.06843293
-5.84392196,2.95165042,0.99361249,0.02678063,0.79282241,1.96479840,0.00362969,0.07276673
-5.83791896,3.04705000,1.02516243,0.02771186,0.82798611,2.02884049,0.00390650,0.07745892
-5.83191596,3.13822161,1.05514276,0.02861415,0.86275776,2.08985710,0.00419583,0.08244343
-5.82591296,3.22431369,1.08315596,0.02948074,0.89675851,2.14737412,0.00449690,0.08765234
-5.81990995,3.30448804,1.10882252,0.03030430,0.92961540,2.20091804,0.00480880,0.09301663
-5.81390695,3.37791522,1.13178275,0.03107684,0.96096316,2.25001056,0.00513045,0.09846711
-5.80790395,3.44377429,1.15169941,0.03178969,0.99044658,2.29416646,0.00546062,0.10393551
-5.80190095,3.50125744,1.16826137,0.03243358,1.01772387,2.33289510,0.00579795,0.10935568
-5.79589795,3.54958012,1.18118835,0.03299879,1.04247068,2.36570597,0.00614094,0.11466489
-5.78989495,3.58799628,1.19023646,0.03347537,1.06438505,2.39211818,0.00648802,0.11980523
-5.78389195,3.61581812,1.19520449,0.03385344,1.08319276,2.41167366,0.00683750,0.12472488
-5.77788894,3.63243942,1.19594046,0.03412356,1.09865309,2.42395317,0.00718767,0.12937938
-5.77188594,3.63736093,1.19234804,0.03427710,1.11056464,2.42859445,0.00753682,0.13373267
-5.76588294,3.63021621,1.18439234,0.03430661,1.11877073,2.42531128,0.00788322,0.13775786
-5.75987994,3.61079621,1.17210473,0.03420624,1.12316425,2.41391219,0.00822518,0.14143772
-5.75387694,3.57907087,1.15558598,0.03397208,1.12369149,2.39431785,0.00856105,0.14476479
-5.74787394,3.53520614,1.13500767,0.03360240,1.12035475,2.36657563,0.00888925,0.14774108
-5.74187094,3.47957519,1.11061136,0.03309793,1.11321349,2.33087078,0.00920824,0.15037736
-5.73586793,3.41276284,1.08270552,0.03246193,1.10238403,2.28753316,0.00951656,0.15269213
-5.72986493,3.33556284,1.05166018,0.03170022,1.08803759,2.23703924,0.00981280,0.15471023
-5.72386193,3.24896774,1.01789943,0.03082112,1.07039698,2.18000911,0.01009559,0.15646117
-5.71785893,3.15415213,0.98189212,0.02983525,1.04973192,2.11719871,0.01036364,0.15797734
-5.71185593,3.05244968,0.94414107,0.02875532,1.02635343,2.04948763,0.01061566,0.15929215
-5.70585293,2.94532540,0.90517127,0.02759574,1.00060736,1.97786316,0.01085045,0.16043825
-5.69984992,2.83434444,0.86551766,0.02637231,0.97286767,1.90340139,0.01106687,0.16144585
-5.69384692,2.72113880,0.82571295,0.02510173,0.94352957,1.82724623,0.01126387,0.16234136
-5.68784392,2.60737363,0.78627602,0.02380128,0.91300295,1.75058739,0.01144052,0.16314636
-5.68184092,2.49471436,0.74770133,0.02248830,0.88170628,1.67463811,0.01159607,0.16387698
-5.67583792,2.38479605,0.71044971,0.02117991,0.85006130,1.60061359,0.01173001,0.16454367
-5.66983492,2.27919567,0.67494084,0.01989259,0.81848850,1.52971057,0.01184210,0.16515147
-5.66383192,2.17940822,0.64154745,0.01864192,0.78740350,1.46308882,0.01193244,0.16570061
-5.65782891,2.08682681,0.61059138,0.01744238,0.75721419,1.40185457,0.01200156,0.16618749
-5.65182591,2.00272685,0.58234140,0.01630715,0.72831867,1.34704621,0.01205041,0.16660592
-5.64582291,1.92825407,0.55701256,0.01524800,0.70110362,1.29962203,0.01208045,0.16694849
-5.63981991,1.86441587,0.53476696,0.01427530,0.67594306,1.26044993,0.01209364,0.16720797
-5.63381691,1.81207552,0.51571546,0.01339793,0.65319709,1.23029884,0.01209247,0.16737868
-5.62781391,1.77194843,0.49992031,0.01262336,0.63321048,1.20983138,0.01207990,0.16745765
-5.62181091,1.74459979,0.48739819,0.01195771,0.61631089,1.19959756,0.01205936,0.16744553
-5.61580790,1.73044318,0.47812345,0.01140577,0.60280650,1.20002920,0.01203462,0.16734717
-5.60980490,1.72973942,0.47203152,0.01097113,0.59298298,1.21143472,0.01200977,0.16717182
-5.60380190,1.74259551,0.46902207,0.01065616,0.58709972,1.23399438,0.01198903,0.16693291
-5.59779890,1.76896349,0.46896203,0.01046210,0.58538543,1.26775566,0.01197669,0.16664757
-5.59179590,1.80863915,0.47168846,0.01038908,0.58803314,1.31262911,0.01197692,0.16633567
-5.58579290,1.86126097,0.47701123,0.01043612,0.59519481,1.36838467,0.01199365,0.16601878
-5.57978989,1.92630957,0.48471554,0.01060107,0.60697589,1.43464883,0.01203044,0.16571881
-5.57378689,2.00310809,0.49456467,0.01088063,0.62342993,1.51090293,0.01209031,0.16545672
-5.56778389,2.09082413,0.50630274,0.01127031,0.64455379,1.59648303,0.01217564,0.16525117
-5.56178089,2.18847373,0.51965783,0.01176433,0.67028363,1.69058165,0.01228805,0.16511736
-5.55577789,2.29492799,0.53434560,0.01235564,0.70049209,1.79225191,0.01242834,0.16506608
-5.54977489,2.40892264,0.55007324,0.01303589,0.73498692,1.90041440,0.01259643,0.16510304
-5.54377189,2.52907113,0.56654409,0.01379543,0.77351137,2.01386691,0.01279129,0.16522859
-5.53776888,2.65388121,0.58346270,0.01462334,0.81574648,2.13129745,0.01301101,0.16543770
-5.53176588,2.78177522,0.60054038,0.01550752,0.86131539,2.25130051,0.01325277,0.16572044
-5.52576288,2.91111383,0.61750106,0.01643483,0.90978967,2.37239655,0.01351295,0.16606269
-5.51975988,3.04022302,0.63408733,0.01739122,0.96069758,2.49305451,0.01378715,0.16644718
-5.51375688,3.16742363,0.65006648,0.01836196,1.01353408,2.61171711,0.01407039,0.16685477
-5.50775388,3.29106298,0.66523619,0.01933185,1.06777224,2.72682836,0.01435714,0.16726582
-5.50175088,3.40954751,0.67942984,0.02028556,1.12287570,2.83686279,0.01464157,0.16766165
-5.49574787,3.52137560,0.69252088,0.02120788,1.17831160,2.94035546,0.01491762,0.16802595
-5.48974487,3.62516939,0.70442628,0.02208402,1.23356356,3.03593219,0.01517923,0.16834602
-5.48374187,3.71970451,0.71510865,0.02290001,1.28814407,3.12233877,0.01542048,0.16861384
-5.47773887,3.80393648,0.72457685,0.02364291,1.34160558,3.19846841,0.01563575,0.16882677
-5.47173587,3.87702272,0.73288496,0.02430115,1.39354999,3.26338629,0.01581991,0.16898800
-5.46573287,3.93833916,0.74012957,0.02486481,1.44363580,3.31635027,0.01596842,0.16910647
-5.45972986,3.98749055,0.74644511,0.02532575,1.49158259,3.35682704,0.01607746,0.16919656
-5.45372686,4.02431380,0.75199765,0.02567787,1.53717259,3.38450275,0.01614407,0.16927717
-5.44772386,4.04887416,0.75697693,0.02591715,1.58024926,3.39928775,0.01616615,0.16937062
-5.44172086,4.06145397,0.76158708,0.02604171,1.62071273,3.40131501,0.01614253,0.16950111
-5.43571786,4.06253446,0.76603631,0.02605182,1.65851260,3.39093226,0.01607299,0.16969296
-5.42971486,4.05277109,0.77052587,0.02594980,1.69363830,3.36868794,0.01595821,0.16996873
-5.42371186,4.03296361,0.77523879,0.02573993,1.72610775,3.33531145,0.01579972,0.17034722
-5.41770885,4.00402195,0.78032902,0.02542819,1.75595490,3.29168861,0.01559983,0.17084166
-5.41170585,3.96692957,0.78591131,0.02502217,1.78321708,3.23883312,0.01536149,0.17145794
-5.40570285,3.92270602,0.79205251,0.02453068,1.80792295,3.17785526,0.01508820,0.17219323
-5.39969985,3.87237047,0.79876478,0.02396360,1.83008200,3.10992926,0.01478387,0.17303501
-5.39369685,3.81690796,0.80600104,0.02333153,1.84967628,3.03626057,0.01445264,0.17396054
-5.38769385,3.75724011,0.81365319,0.02264555,1.86665522,2.95805447,0.01409879,0.17493695
-5.38169085,3.69420165,0.82155314,0.02191693,1.88093386,2.87648739,0.01372658,0.17592190
-5.37568784,3.62852389,0.82947681,0.02115689,1.89239495,2.79268190,0.01334016,0.17686486
-5.36968484,3.56082582,0.83715108,0.02037642,1.90089484,2.70768642,0.01294344,0.17770892
-5.36368184,3.49161306,0.84426338,0.01958606,1.90627306,2.62246027,0.01254000,0.17839315
-5.35767884,3.42128454,0.85047348,0.01879575,1.90836501,2.53786432,0.01213310,0.17885540
-5.35167584,3.35014609,0.85542715,0.01801476,1.90701713,2.45465726,0.01172557,0.17903523
-5.34567284,3.27842985,0.85877089,0.01725159,1.90210357,2.37349724,0.01131985,0.17887718
