energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,6.39829753,0.04113799,0.37753760,1.83284957,0.34411516,3.89120337,0.00000000,1.09253498,0.52365690
-5.99399700,6.32110072,0.04028465,0.38113937,1.79396827,0.34039345,3.82784948,0.00000000,1.08302189,0.52524231
-5.98799400,6.21493408,0.03924898,0.38295547,1.74646742,0.33523716,3.74701107,0.00000000,1.06822335,0.52445840
-5.98199100,6.08205343,0.03805003,0.38298744,1.69121612,0.32878485,3.65032021,0.00000000,1.04847619,0.52136637
-5.97598799,5.92516563,0.03670916,0.38126962,1.62920636,0.32120071,3.53967127,0.00000000,1.02420841,0.51606751
-5.96998499,5.74735984,0.03524955,0.37786834,1.56152721,0.31267091,3.41717267,0.00000000,0.99592885,0.50870065
-5.96398199,5.55203052,0.03369560,0.37288040,1.48933727,0.30339936,3.28509425,0.00000000,0.96421473,0.49943887
-5.95797899,5.34279449,0.03207232,0.36643062,1.41383612,0.29360306,3.14581198,0.00000000,0.92969759,0.48848526
-5.95197599,5.12340485,0.03040479,0.35866879,1.33623585,0.28350716,3.00175170,0.00000000,0.89304800,0.47606806
-5.94597299,4.89766414,0.02871759,0.34976596,1.25773349,0.27333977,2.85533358,0.00000000,0.85495964,0.46243532
-5.93996998,4.66933946,0.02703435,0.33991030,1.17948509,0.26332676,2.70891877,0.00000000,0.81613312,0.44784920
-5.93396698,4.44208179,0.02537724,0.32930261,1.10258223,0.25368668,2.56475974,0.00000000,0.77726020,0.43258013
-5.92796398,4.21935168,0.02376665,0.31815180,1.02803148,0.24462586,2.42495555,0.00000000,0.73900882,0.41690105
-5.92196098,4.00435306,0.02222087,0.30667025,0.95673725,0.23633393,2.29141290,0.00000000,0.70200932,0.40108180
-5.91595798,3.79997666,0.02075586,0.29506938,0.88948839,0.22897971,2.16581395,0.00000000,0.66684236,0.38538393
-5.90995498,3.60875411,0.01938509,0.28355554,0.82694850,0.22270781,2.04959120,0.00000000,0.63402867,0.37005601
-5.90395198,3.43282347,0.01811949,0.27232628,0.76965026,0.21763585,1.94390991,0.00000000,0.60402099,0.35532949
-5.89794897,3.27390642,0.01696743,0.26156708,0.71799326,0.21385239,1.84965804,0.00000000,0.57719826,0.34141535
-5.89194597,3.13329723,0.01593479,0.25144871,0.67224549,0.21141579,1.76744354,0.00000000,0.55386215,0.32850144
-5.88594297,3.01186301,0.01502508,0.24212514,0.63254791,0.21035380,1.69759872,0.00000000,0.53423580,0.31675059
-5.87993997,2.91005477,0.01423959,0.23373204,0.59892177,0.21066408,1.64019121,0.00000000,0.51846488,0.30629955
-5.87393697,2.82792828,0.01357762,0.22638595,0.57127830,0.21231550,1.59504082,0.00000000,0.50662052,0.29725861
-5.86793397,2.76517366,0.01303674,0.22018393,0.54943025,0.21525032,1.56174168,0.00000000,0.49870410,0.28971191
-5.86193097,2.72115231,0.01261298,0.21520375,0.53310487,0.21938696,1.53968863,0.00000000,0.49465349,0.28371837
-5.85592796,2.69493976,0.01230116,0.21150442,0.52195766,0.22462351,1.52810705,0.00000000,0.49435044,0.27931312
-5.84992496,2.68537274,0.01209516,0.20912716,0.51558676,0.23084167,1.52608519,0.00000000,0.49762879,0.27650931
-5.84392196,2.69109892,0.01198812,0.20809648,0.51354726,0.23791101,1.53260769,0.00000000,0.50428314,0.27530017
-5.83791896,2.71062730,0.01197277,0.20842143,0.51536513,0.24569344,1.54658956,0.00000000,0.51407748,0.27566119
-5.83191596,2.74237778,0.01204159,0.21009689,0.52055051,0.25404761,1.56690928,0.00000000,0.52675366,0.27755235
-5.82591296,2.78472806,0.01218704,0.21310468,0.52860986,0.26283313,1.59244016,0.00000000,0.54203910,0.28092013
-5.81990995,2.83605636,0.01240168,0.21741464,0.53905691,0.27191444,1.62207890,0.00000000,0.55965367,0.28569934
-5.81390695,2.89477870,0.01267836,0.22298534,0.55142204,0.28116405,1.65477061,0.00000000,0.57931533,0.29181463
-5.80790395,2.95937950,0.01301020,0.22976471,0.56526008,0.29046516,1.68952948,0.00000000,0.60074453,0.29918157
-5.80190095,3.02843490,0.01339072,0.23769016,0.58015631,0.29971352,1.72545470,0.00000000,0.62366713,0.30770737
-5.79589795,3.10062828,0.01381380,0.24668870,0.59573083,0.30881833,1.76174122,0.00000000,0.64781591,0.31729113
-5.78989495,3.17475815,0.01427365,0.25667663,0.61164106,0.31770244,1.79768544,0.00000000,0.67293078,0.32782379
-5.78389195,3.24973869,0.01476474,0.26755924,0.62758282,0.32630162,1.83268589,0.00000000,0.69875778,0.33918783
-5.77788894,3.32459390,0.01528175,0.27923042,0.64328983,0.33456314,1.86623933,0.00000000,0.72504725,0.35125673
-5.77188594,3.39844640,0.01581944,0.29157234,0.65853208,0.34244381,1.89793308,0.00000000,0.75155130,0.36389457
-5.76588294,3.47050257,0.01637256,0.30445541,0.67311320,0.34990757,1.92743417,0.00000000,0.77802111,0.37695570
-5.75987994,3.54003543,0.01693576,0.31773854,0.68686707,0.35692287,1.95447651,0.00000000,0.80420436,0.39028476
-5.75387694,3.60636719,0.01750355,0.33126982,0.69965414,0.36346008,1.97884695,0.00000000,0.82984315,0.40371723
-5.74787394,3.66885313,0.01807020,0.34488786,0.71135750,0.36948906,2.00037135,0.00000000,0.85467286,0.41708056
-5.74187094,3.72686835,0.01862978,0.35842368,0.72187924,0.37497726,2.01890171,0.00000000,0.87842209,0.43019614
-5.73586793,3.77979871,0.01917617,0.37170336,0.73113702,0.37988826,2.03430512,0.00000000,0.90081402,0.44288192
-5.72986493,3.82703689,0.01970311,0.38455122,0.73906137,0.38418109,2.04645531,0.00000000,0.92156929,0.45495597
-5.72386193,3.86798411,0.02020437,0.39679371,0.74559355,0.38781034,2.05522720,0.00000000,0.94041034,0.46624072
-5.71785893,3.90205751,0.02067388,0.40826378,0.75068425,0.39072702,2.06049474,0.00000000,0.95706712,0.47656777
-5.71185593,3.92870290,0.02110592,0.41880551,0.75429304,0.39288014,2.06213197,0.00000000,0.97128409,0.48578330
-5.70585293,3.94741183,0.02149532,0.42827902,0.75638845,0.39421899,2.06001701,0.00000000,0.98282791,0.49375351
-5.69984992,3.95774210,0.02183770,0.43656521,0.75694875,0.39469582,2.05403852,0.00000000,0.99149573,0.50037019
-5.69384692,3.95933983,0.02212970,0.44357031,0.75596309,0.39426894,2.04410394,0.00000000,0.99712340,0.50555582
-5.68784392,3.95196177,0.02236916,0.44922978,0.75343294,0.39290574,2.03014877,0.00000000,0.99959326,0.50926812
-5.68184092,3.93549605,0.02255532,0.45351161,0.74937352,0.39058575,2.01214602,0.00000000,0.99884090,0.51150364
-5.67583792,3.90997966,0.02268892,0.45641852,0.74381527,0.38730316,1.99011504,0.00000000,0.99486063,0.51230019
-5.66983492,3.87561143,0.02277227,0.45798915,0.73680482,0.38306893,1.96412899,0.00000000,0.98770913,0.51173789
-5.66383192,3.83275926,0.02280929,0.45829798,0.72840572,0.37791215,1.93432036,0.00000000,0.97750711,0.50993865
-5.65782891,3.78196094,0.02280540,0.45745396,0.71869858,0.37188055,1.90088408,0.00000000,0.96443871,0.50706412
-5.65182591,3.72391818,0.02276739,0.45559786,0.70778063,0.36504024,1.86407794,0.00000000,0.94874877,0.50331194
-5.64582291,3.65948397,0.02270322,0.45289845,0.69576479,0.35747445,1.82422028,0.00000000,0.93073782,0.49891055
-5.63981991,3.58964382,0.02262176,0.44954755,0.68277822,0.34928164,1.78168518,0.00000000,0.91075513,0.49411264
-5.63381691,3.51549171,0.02253242,0.44575415,0.66896040,0.34057277,1.73689529,0.00000000,0.88919015,0.48918742
-5.62781391,3.43820192,0.02244483,0.44173800,0.65446108,0.33146813,1.69031287,0.00000000,0.86646256,0.48441223
-5.62181091,3.35899827,0.02236846,0.43772262,0.63943790,0.32209380,1.64242960,0.00000000,0.84301156,0.48006354
-5.61580790,3.27912210,0.02231219,0.43392832,0.62405415,0.31257793,1.59375560,0.00000000,0.81928473,0.47640797
-5.60980490,3.19980063,0.02228400,0.43056536,0.60847658,0.30304714,1.54480844,0.00000000,0.79572708,0.47369368
-5.60380190,3.12221713,0.02229058,0.42782762,0.59287352,0.29362310,1.49610254,0.00000000,0.77277060,0.47214231
-5.59779890,3.04748418,0.02233712,0.42588697,0.57741326,0.28441958,1.44813949,0.00000000,0.75082490,0.47194222
-5.59179590,2.97662113,0.02242703,0.42488870,0.56226285,0.27554000,1.40139970,0.00000000,0.73026912,0.47324289
-5.58579290,2.91053636,0.02256184,0.42494806,0.54758732,0.26707569,1.35633554,0.00000000,0.71144549,0.47615110
-5.57978989,2.85001507,0.02274114,0.42614816,0.53354912,0.25910475,1.31336607,0.00000000,0.69465469,0.48072889
-5.57378689,2.79571243,0.02296264,0.42853924,0.52030797,0.25169167,1.27287349,0.00000000,0.68015296,0.48699333
-5.56778389,2.74815216,0.02322228,0.43213935,0.50802080,0.24488753,1.23520099,0.00000000,0.66815114,0.49491824
-5.56178089,2.70772990,0.02351441,0.43693630,0.49684176,0.23873082,1.20065192,0.00000000,0.65881528,0.50443767
-5.55577789,2.67472068,0.02383211,0.44289082,0.48692209,0.23324866,1.16948993,0.00000000,0.65226874,0.51545088
-5.54977489,2.64928969,0.02416749,0.44994075,0.47840987,0.22845829,1.14193981,0.00000000,0.64859551,0.52782866
-5.54377189,2.63150513,0.02451207,0.45800588,0.47144925,0.22436884,1.11818861,0.00000000,0.64784428,0.54142055
-5.53776888,2.62135227,0.02485716,0.46699329,0.46617938,0.22098300,1.09838684,0.00000000,0.65003310,0.55606263
-5.53176588,2.61874745,0.02519423,0.47680280,0.46273277,0.21829864,1.08264946,0.00000000,0.65515402,0.57158530
-5.52576288,2.62355117,0.02551531,0.48733224,0.46123308,0.21631016,1.07105646,0.00000000,0.66317763,0.58782079
-5.51975988,2.63557934,0.02581329,0.49848218,0.46179246,0.21500961,1.06365284,0.00000000,0.67405693,0.60460986
-5.51375688,2.65461211,0.02608219,0.51015994,0.46450847,0.21438727,1.06044822,0.00000000,0.68773044,0.62180733
-5.50775388,2.68039974,0.02631741,0.52228251,0.46946069,0.21443206,1.06141582,0.00000000,0.70412434,0.63928617
-5.50175088,2.71266555,0.02651583,0.53477829,0.47670721,0.21513134,1.06649123,0.00000000,0.72315344,0.65693991
-5.49574787,2.75110581,0.02667587,0.54758766,0.48628127,0.21647058,1.07557114,0.00000000,0.74472119,0.67468323
-5.48974487,2.79538716,0.02679747,0.56066207,0.49818822,0.21843257,1.08851217,0.00000000,0.76871856,0.69245076
-5.48374187,2.84514207,0.02688202,0.57396211,0.51240304,0.22099661,1.10513035,0.00000000,0.79502217,0.71019427
-5.47773887,2.89996309,0.02693217,0.58745437,0.52886875,0.22413756,1.12520135,0.00000000,0.82349190,0.72787828
-5.47173587,2.95939693,0.02695162,0.60110766,0.54749586,0.22782493,1.14846193,0.00000000,0.85396813,0.74547472
-5.46573287,3.02293928,0.02694487,0.61488852,0.56816305,0.23202215,1.17461280,0.00000000,0.88626929,0.76295677
