energy_ev,total_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.77188594,0.93244968,0.51011258,0.45991934,0.00085735,0.11269283,0.37400897,0.00498880
-5.76588294,0.93802734,0.51643691,0.46478423,0.00090490,0.11151581,0.37332520,0.00524052
-5.75987994,0.95157678,0.52650943,0.47361524,0.00095684,0.11119610,0.37613440,0.00552036
-5.75387694,0.97202633,0.53973814,0.48588217,0.00101209,0.11160478,0.38201147,0.00582220
-5.74787394,0.99815288,0.55545682,0.50097691,0.00106945,0.11259891,0.39046829,0.00613920
-5.74187094,1.02861854,0.57294540,0.51823114,0.00112761,0.11402646,0.40096856,0.00646386
-5.73586793,1.06201011,0.59145182,0.53693552,0.00118521,0.11573137,0.41294366,0.00678835
-5.72986493,1.09688024,0.61021464,0.55636010,0.00124085,0.11755854,0.42580920,0.00710461
-5.72386193,1.13178945,0.62848583,0.57577527,0.00129317,0.11935855,0.43898187,0.00740466
-5.71785893,1.16534784,0.64555318,0.59447288,0.00134083,0.12099217,0.45189618,0.00768082
-5.71185593,1.19625541,0.66076157,0.61178690,0.00138261,0.12233431,0.46402066,0.00792593
-5.70585293,1.22333991,0.67353256,0.62711306,0.00141739,0.12327750,0.47487311,0.00813356
-5.69984992,1.24559103,0.68338172,0.63992686,0.00144424,0.12373471,0.48403448,0.00829829
-5.69384692,1.26218995,0.68993306,0.64979937,0.00146241,0.12364142,0.49116090,0.00841581
-5.68784392,1.27253327,0.69293022,0.65641045,0.00147135,0.12295705,0.49599358,0.00848311
-5.68184092,1.27625063,0.69224399,0.65955865,0.00147077,0.12166548,0.49836614,0.00849857
-5.67583792,1.27321522,0.68787590,0.65916780,0.00146058,0.11977494,0.49820925,0.00846207
-5.66983492,1.26354702,0.67995792,0.65528972,0.00144096,0.11731707,0.49555220,0.00837496
-5.66383192,1.24760860,0.66874811,0.64810315,0.00141232,0.11434534,0.49052156,0.00824005
-5.65782891,1.22599346,0.65462251,0.63790886,0.00137528,0.11093284,0.48333679,0.00806158
-5.65182591,1.19950755,0.63806360,0.62512110,0.00133066,0.10716958,0.47430291,0.00784507
-5.64582291,1.16914436,0.61964559,0.61025561,0.00127946,0.10315933,0.46380057,0.00759719
-5.63981991,1.13605460,0.60001718,0.59391470,0.00122281,0.09901620,0.45227374,0.00732556
-5.63381691,1.10151128,0.57988236,0.57676981,0.00116196,0.09486095,0.44021544,0.00703861
-5.62781391,1.06687142,0.55997968,0.55954212,0.00109822,0.09081733,0.42815189,0.00674527
-5.62181091,1.03353551,0.54106086,0.54298170,0.00103295,0.08700832,0.41662566,0.00645483
-5.61580790,1.00290585,0.52386908,0.52784600,0.00096751,0.08355256,0.40617828,0.00617662
-5.60980490,0.97634508,0.50911779,0.51487808,0.00090319,0.08056096,0.39733281,0.00591983
-5.60380190,0.95513590,0.49747036,0.50478529,0.00084128,0.07813361,0.39057690,0.00569329
-5.59779890,0.94044297,0.48952114,0.49821881,0.00078292,0.07635694,0.38634676,0.00550519
-5.59179590,0.93327809,0.48577840,0.49575467,0.00072917,0.07530136,0.38501266,0.00536298
-5.58579290,0.93446942,0.48664943,0.49787661,0.00068095,0.07501929,0.38686611,0.00527309
-5.57978989,0.94463535,0.49242819,0.50496115,0.00063903,0.07554359,0.39210930,0.00524087
-5.57378689,0.96416389,0.50328575,0.51726534,0.00060403,0.07688655,0.40084707,0.00527037
-5.56778389,0.99319797,0.51926378,0.53491743,0.00057641,0.07903933,0.41308152,0.00536430
-5.56178089,1.03162703,0.54027123,0.55791065,0.00055647,0.08197191,0.42870972,0.00552391
-5.55577789,1.07908547,0.56608448,0.58610052,0.00054434,0.08563357,0.44752435,0.00574897
-5.54977489,1.13495791,0.59635083,0.61920571,0.00054002,0.08995396,0.46921760,0.00603772
-5.54377189,1.19839152,0.63059565,0.65681269,0.00054336,0.09484454,0.49338816,0.00638690
-5.53776888,1.26831542,0.66823297,0.69838414,0.00055407,0.10020071,0.51955116,0.00679179
-5.53176588,1.34346667,0.70857945,0.74327120,0.00057176,0.10590429,0.54715097,0.00724631
-5.52576288,1.42242269,0.75087157,0.79072930,0.00059594,0.11182648,0.57557652,0.00774314
-5.51975988,1.50363932,0.79428566,0.83993746,0.00062605,0.11783121,0.60417866,0.00827383
-5.51375688,1.58549365,0.83796028,0.89002059,0.00066148,0.12377874,0.63228918,0.00882908
-5.50775388,1.66633050,0.88102054,0.94007424,0.00070160,0.12952953,0.65924078,0.00939888
-5.50175088,1.74451119,0.92260349,0.98919119,0.00074577,0.13494810,0.68438751,0.00997284
-5.49574787,1.81846315,0.96188391,1.03648909,0.00079340,0.13990693,0.70712480,0.01054044
-5.48974487,1.88672861,0.99809954,1.08113814,0.00084397,0.14429011,0.72690846,0.01109131
-5.48374187,1.94801060,1.03057496,1.12238794,0.00089702,0.14799674,0.74327198,0.01161557
-5.47773887,2.00121466,1.05874312,1.15959237,0.00095225,0.15094385,0.75584139,0.01210412
-5.47173587,2.04548439,1.08216362,1.19223163,0.00100948,0.15306874,0.76434711,0.01254890
-5.46573287,2.08022963,1.10053715,1.21993028,0.00106870,0.15433069,0.76863244,0.01294319
-5.45972986,2.10514571,1.11371518,1.24247076,0.00113010,0.15471195,0.76865820,0.01328177
-5.45372686,2.12022333,1.12170468,1.25980141,0.00119404,0.15421788,0.76450349,0.01356114
-5.44772386,2.12574815,1.12466755,1.27203884,0.00126110,0.15287639,0.75636251,0.01377964
-5.44172086,2.12229046,1.12291462,1.27946433,0.00133201,0.15073657,0.74453764,0.01393742
-5.43571786,2.11068517,1.11689465,1.28251436,0.00140770,0.14786667,0.72942909,0.01403651
-5.42971486,2.09200296,1.10717865,1.28176576,0.00148922,0.14435146,0.71152172,0.01408072
-5.42371186,2.06751409,1.09444024,1.27791598,0.00157773,0.14028911,0.69136945,0.01407544
-5.41770885,2.03864622,1.07943284,1.27175950,0.00167445,0.13578777,0.66957812,0.01402751
-5.41170585,2.00693843,1.06296478,1.26416135,0.00178061,0.13096195,0.64678743,0.01394496
-5.40570285,1.97399314,1.04587330,1.25602898,0.00189736,0.12592888,0.62365275,0.01383670
-5.39969985,1.94142825,1.02899856,1.24828372,0.00202577,0.12080496,0.60082746,0.01371225
-5.39369685,1.91083131,1.01315869,1.24183315,0.00216669,0.11570257,0.57894648,0.01358147
-5.38769385,1.88371763,0.99912684,1.23754547,0.00232076,0.11072714,0.55861148,0.01345419
-5.38169085,1.86149367,0.98761115,1.23622692,0.00248832,0.10597475,0.54037820,0.01334001
-5.37568784,1.84542703,0.97923803,1.23860311,0.00266934,0.10153025,0.52474614,0.01324806
-5.36968484,1.83662362,0.97453947,1.24530474,0.00286343,0.09746593,0.51215073,0.01318673
-5.36368184,1.83601237,0.97394435,1.25685808,0.00306980,0.09384072,0.50295790,0.01316364
-5.35767884,1.84433723,0.97777396,1.27368020,0.00328724,0.09069995,0.49746105,0.01318544
-5.35167584,1.86215609,0.98624129,1.29607859,0.00351412,0.08807555,0.49588001,0.01325781
-5.34567284,1.88984544,0.99945388,1.32425474,0.00374845,0.08598666,0.49836178,0.01338544
-5.33966983,1.92760980,1.01741963,1.35831087,0.00398787,0.08444055,0.50498263,0.01357210
-5.33366683,1.97549454,1.04005490,1.39825898,0.00422977,0.08343376,0.51575116,0.01382061
-5.32766383,2.03340050,1.06719425,1.44403125,0.00447128,0.08295341,0.53061198,0.01413303
-5.32166083,2.10109917,1.09860116,1.49549069,0.00470941,0.08297847,0.54944959,0.01451062
-5.31565783,2.17824708,1.13397899,1.55244126,0.00494113,0.08348116,0.57209231,0.01495402
-5.30965483,2.26439833,1.17298166,1.61463662,0.00516343,0.08442812,0.59831591,0.01546321
-5.30365183,2.35901450,1.21522358,1.68178681,0.00537341,0.08578155,0.62784695,0.01603760
-5.29764882,2.46147153,1.26028842,1.75356260,0.00556843,0.08750021,0.66036571,0.01667602
-5.29164582,2.57106345,1.30773671,1.82959726,0.00574612,0.08954024,0.69550891,0.01737667
-5.28564282,2.68700336,1.35711199,1.90948600,0.00590448,0.09185589,0.73287212,0.01813707
-5.27963982,2.80842229,1.40794584,1.99278335,0.00604193,0.09440006,0.77201240,0.01895396
-5.27363682,2.93436673,1.45976177,2.07899928,0.00615739,0.09712489,0.81245113,0.01982321
-5.26763382,3.06379635,1.51207861,2.16759466,0.00625025,0.09998219,0.85367746,0.02073972
-5.26163082,3.19558278,1.56441342,2.25797724,0.00632040,0.10292392,0.89515254,0.02169727
-5.25562781,3.32851113,1.61628456,2.34949891,0.00636827,0.10590273,0.93631493,0.02268850
-5.24962481,3.46128525,1.66721529,2.44145541,0.00639472,0.10887250,0.97658713,0.02370482
-5.24362181,3.59253785,1.71673813,2.53308913,0.00640110,0.11178906,1.01538355,0.02473642
-5.23761881,3.72084620,1.76440027,2.62359581,0.00638911,0.11461089,1.05211979,0.02577234
-5.23161581,3.84475379,1.80977024,2.71213550,0.00636081,0.11730004,1.08622318,0.02680056
-5.22561281,3.96279776,1.85244573,2.79784778,0.00631850,0.11982303,1.11714439,0.02780825
-5.21960980,4.07354162,1.89206234,2.87987108,0.00626470,0.12215183,1.14436976,0.02878196
-5.21360680,4.17561218,1.92830316,2.95736536,0.00620200,0.12426487,1.16743399,0.02970800
-5.20760380,4.26773918,1.96090847,3.02953735,0.00613307,0.12614795,1.18593271,0.03057277
-5.20160080,4.34879584,1.98968506,3.09566686,0.00606051,0.12779504,1.19953424,0.03136319
-5.19559780,4.41783806,2.01451466,3.15513300,0.00598684,0.12920900,1.20799031,0.03206711
-5.18959480,4.47414019,2.03536051,3.20743837,0.00591439,0.13040194,1.21114478,0.03267372
-5.18359180,4.51722499,2.05227158,3.25222991,0.00584526,0.13139539,1.20894017,0.03317398
-5.17758879,4.54688583,2.06538383,3.28931465,0.00578131,0.13222004,1.20142142,0.03356090
-5.17158579,4.56319918,2.07491792,3.31866922,0.00572404,0.13291520,1.18873655,0.03382987
-5.16558279,4.56652640,2.08117312,3.34044209,0.00567465,0.13352780,1.17113405,0.03397883
-5.15957979,4.55750379,2.08451741,3.35494794,0.00563395,0.13411100,1.14895702,0.03400834
-5.15357679,4.53702112,2.08537379,3.36265411,0.00560239,0.13472248,1.12263404,0.03392160
-5.14757379,4.50618909,2.08420339,3.36415962,0.00558006,0.13542229,1.09266712,0.03372429
-5.14157079,4.46629717,2.08148586,3.36016757,0.00556668,0.13627055,1.05961723,0.03342434
-5.13556778,4.41876367,2.07769814,3.35145242,0.00556165,0.13732491,1.02408785,0.03303165
-5.12956478,4.36508053,2.07329251,3.33882380,0.00556405,0.13863792,0.98670723,0.03255765
-5.12356178,4.30675558,2.06867520,3.32308905,0.00557269,0.14025446,0.94811018,0.03201486
-5.11755878,4.24525534,2.06418670,3.30501641,0.00558616,0.14220927,0.90891999,0.03141641
-5.11155578,4.18195128,2.06008507,3.28530126,0.00560288,0.14452485,0.86973141,0.03077555
-5.10555278,4.11807235,2.05653309,3.26453714,0.00562113,0.14720967,0.83109518,0.03010519
-5.09954977,4.05466608,2.05359028,3.24319340,0.00563916,0.15025685,0.79350482,0.02941741
-5.09354677,3.99257024,2.05121027,3.22160053,0.00565520,0.15364354,0.75738618,0.02872317
-5.08754377,3.93239613,2.04924375,3.19994407,0.00566752,0.15733081,0.72308988,0.02803196
-5.08154077,3.87452400,2.04744698,3.17826707,0.00567453,0.16126424,0.69088707,0.02735161
-5.07553777,3.81911026,2.04549533,3.15648086,0.00567479,0.16537522,0.66096820,0.02668820
-5.06953477,3.76610563,2.04300127,3.13438303,0.00566705,0.16958283,0.63344494,0.02604602
-5.06353177,3.71528244,2.03953564,3.11168147,0.00565032,0.17379624,0.60835465,0.02542763
-5.05752876,3.66626922,2.03465107,3.08802245,0.00562385,0.17791768,0.58566727,0.02483403
-5.05152576,3.61859000,2.02790632,3.06302116,0.00558720,0.18184558,0.56529389,0.02426485
-5.04552276,3.57170586,2.01888997,3.03629247,0.00554016,0.18547809,0.54709661,0.02371862
-5.03951976,3.52505631,2.00724245,3.00748021,0.00548285,0.18871644,0.53089906,0.02319300
-5.03351676,3.47809805,1.99267513,2.97628322,0.00541559,0.19146835,0.51649714,0.02268514
-5.02751376,3.43033928,1.97498552,2.94247682,0.00533895,0.19365110,0.50366929,0.02219188
-5.02151076,3.38136816,1.95406806,2.90592888,0.00525369,0.19519421,0.49218622,0.02171008
-5.01550775,3.33087415,1.92992009,2.86660979,0.00516072,0.19604163,0.48181940,0.02123679
-5.00950475,3.27866214,1.90264283,2.82459644,0.00506105,0.19615338,0.47234846,0.02076946
-5.00350175,3.22465925,1.87243785,2.78007041,0.00495577,0.19550650,0.46356710,0.02030609
-4.99749875,3.16891481,1.83959920,2.73331116,0.00484599,0.19409539,0.45528769,0.01984526
-4.99149575,3.11159448,1.80450218,2.68468499,0.00473281,0.19193155,0.44734456,0.01938626
-4.98549275,3.05296956,1.76758931,2.63463103,0.00461729,0.18904263,0.43959598,0.01892901
-4.97948974,2.99340281,1.72935449,2.58364512,0.00450043,0.18547113,0.43192530,0.01847407
-4.97348674,2.93333187,1.69032629,2.53226298,0.00438314,0.18127251,0.42424108,0.01802257
-4.96748374,2.87325164,1.65105102,2.48104328,0.00426624,0.17651311,0.41647665,0.01757609
-4.96148074,2.81369654,1.61207656,2.43055166,0.00415047,0.17126782,0.40858920,0.01713659
-4.95547774,2.75522337,1.57393734,2.38134611,0.00403647,0.16561766,0.40055854,0.01670629
-4.94947474,2.69839545,1.53714112,2.33396403,0.00392478,0.15964739,0.39238561,0.01628751
-4.94347174,2.64376827,1.50215770,2.28891122,0.00381590,0.15344319,0.38409088,0.01588262
-4.93746873,2.59187685,1.46940999,2.24665265,0.00371025,0.14709063,0.37571269,0.01549388
-4.93146573,2.54322469,1.43926717,2.20760491,0.00360822,0.14067278,0.36730542,0.01512337
-4.92546273,2.49827425,1.41204027,2.17213005,0.00351018,0.13426867,0.35893761,0.01477288
-4.91945973,2.45743885,1.38797975,2.14053070,0.00341647,0.12795210,0.35069002,0.01444384
-4.91345673,2.42107563,1.36727507,2.11304608,0.00332744,0.12179074,0.34265352,0.01413727
-4.90745373,2.38947973,1.35005615,2.08984893,0.00324346,0.11584561,0.33492686,0.01385372
-4.90145073,2.36287953,1.33639629,2.07104322,0.00316489,0.11017079,0.32761436,0.01359323
-4.89544772,2.34143297,1.32631669,2.05666268,0.00309214,0.10481355,0.32082356,0.01335537
-4.88944472,2.32522531,1.31979215,2.04667035,0.00302562,0.09981456,0.31466286,0.01313919
-4.88344172,2.31426827,1.31675788,2.04095925,0.00296575,0.09520851,0.30923924,0.01294328
-4.87743872,2.30850102,1.31711721,2.03935435,0.00291300,0.09102474,0.30465619,0.01276579
-4.87143572,2.30779302,1.32075005,2.04161624,0.00286781,0.08728805,0.30101188,0.01260449
-4.86543272,2.31194902,1.32752180,2.04744631,0.00283067,0.08401963,0.29839771,0.01245687
-4.85942971,2.32071608,1.33729247,2.05649378,0.00280203,0.08123795,0.29689728,0.01232018
-4.85342671,2.33379259,1.34992564,2.06836438,0.00278237,0.07895969,0.29658581,0.01219158
-4.84742371,2.35083903,1.36529700,2.08263051,0.00277214,0.07720054,0.29752992,0.01206817
-4.84142071,2.37148997,1.38330196,2.09884265,0.00277177,0.07597591,0.29978789,0.01194714
-4.83541771,2.39536677,1.40386188,2.11654148,0.00278167,0.07530152,0.30341016,0.01182587
-4.82941471,2.42209038,1.42692863,2.13527032,0.00280222,0.07519363,0.30843990,0.01170200
-4.82341171,2.45129328,1.45248683,2.15458724,0.00283377,0.07566920,0.31491363,0.01157349
-4.81740870,2.48263000,1.48055369,2.17407630,0.00287659,0.07674560,0.32286159,0.01143876
-4.81140570,2.51578539,1.51117581,2.19335733,0.00293095,0.07844009,0.33230769,0.01129665
-4.80540270,2.55047990,1.54442316,2.21209375,0.00299702,0.08076898,0.34326888,0.01114651
-4.79939970,2.58647160,1.58037987,2.22999798,0.00307490,0.08374644,0.35575381,0.01098815
-4.79339670,2.62355443,1.61913217,2.24683430,0.00316466,0.08738303,0.36976074,0.01082187
-4.78739370,2.66155281,1.66075379,2.26241878,0.00326623,0.09168400,0.38527456,0.01064843
-4.78139070,2.70031265,1.70528919,2.27661663,0.00337948,0.09664743,0.40226317,0.01046892
-4.77538769,2.73968936,1.75273551,2.28933685,0.00350417,0.10226219,0.42067325,0.01028477
-4.76938469,2.77953351,1.80302397,2.30052480,0.00363995,0.10850607,0.44042567,0.01009763
-4.76338169,2.81967508,1.85600177,2.31015303,0.00378637,0.11534386,0.46141090,0.00990926
-4.75737869,2.85990738,1.91141555,2.31821106,0.00394282,0.12272585,0.48348471,0.00972149
-4.75137569,2.89997191,1.96889760,2.32469476,0.00410860,0.13058660,0.50646466,0.00953606
-4.74537269,2.93954533,2.02795580,2.32959612,0.00428284,0.13884430,0.53012768,0.00935459
-4.73936968,2.97822976,2.08796840,2.33289400,0.00446454,0.14740065,0.55420915,0.00917849
-4.73336668,3.01554749,2.14818443,2.33454682,0.00465256,0.15614154,0.57840389,0.00900885
-4.72736368,3.05094100,2.20773033,2.33448745,0.00484560,0.16493837,0.60236916,0.00884650
-4.72136068,3.08377873,2.26562307,2.33262104,0.00504222,0.17365027,0.62572995,0.00869189
-4.71535768,3.11336714,2.32078981,2.32882596,0.00524085,0.18212693,0.64808646,0.00854513
-4.70935468,3.13896862,2.37209363,2.32295808,0.00543979,0.19021218,0.66902363,0.00840600
-4.70335168,3.15982510,2.41836463,2.31485811,0.00563721,0.19774816,0.68812262,0.00827401
-4.69734867,3.17518623,2.45843522,2.30436208,0.00583121,0.20457984,0.70497352,0.00814842
-4.69134567,3.18434115,2.49117831,2.29131403,0.00601979,0.21055983,0.71918909,0.00802834
-4.68534267,3.18665220,2.51554663,2.27558069,0.00620093,0.21555324,0.73041869,0.00791277
-4.67933967,3.18158900,2.53061157,2.25706700,0.00637256,0.21944232,0.73836185,0.00780075
-4.67333667,3.16876110,2.53559951,2.23573183,0.00653268,0.22213071,0.74278076,0.00769139
-4.66733367,3.14794730,2.52992411,2.21160269,0.00667934,0.22354714,0.74351111,0.00758398
-4.66133067,3.11912000,2.51321279,2.18478865,0.00681068,0.22364832,0.74047055,0.00747807
-4.65532766,3.08246303,2.48532613,2.15549044,0.00692504,0.22242087,0.73366450,0.00737353
-4.64932466,3.03838178,2.44636927,2.12400693,0.00702094,0.21988230,0.72318889,0.00727062
-4.64332166,2.98750471,2.39669472,2.09073730,0.00709715,0.21608093,0.70922957,0.00716998
-4.63731866,2.93067581,2.33689646,2.05617850,0.00715277,0.21109467,0.69205864,0.00707268
-4.63131566,2.86893807,2.26779569,2.02091773,0.00718719,0.20502893,0.67202761,0.00698019
-4.62531266,2.80350846,2.19041908,1.98561988,0.00720022,0.19801356,0.64955795,0.00689436
-4.61930965,2.73574528,2.10597054,1.95101033,0.00719206,0.19019916,0.62512930,0.00681734
-4.61330665,2.66710927,2.01579815,1.91785362,0.00716334,0.18175279,0.59926617,0.00675157
-4.60730365,2.59912005,1.92135777,1.88692870,0.00711512,0.17285345,0.57252347,0.00669962
-4.60130065,2.53330993,1.82417530,1.85900186,0.00704895,0.16368740,0.54547194,0.00666417
-4.59529765,2.47117703,1.72580913,1.83479840,0.00696678,0.15444369,0.51868376,0.00664783
-4.58929465,2.41413982,1.62781473,1.81497446,0.00687102,0.14530996,0.49271932,0.00665313
-4.58329165,2.36349516,1.53171263,1.80009018,0.00676448,0.13646879,0.46811547,0.00668237
-4.57728864,2.32038172,1.43896103,1.79058566,0.00665038,0.12809464,0.44537581,0.00673754
-4.57128564,2.28575035,1.35093396,1.78676097,0.00653225,0.12035156,0.42496325,0.00682028
-4.56528264,2.26034272,1.26890535,1.78876126,0.00641398,0.11339163,0.40729505,0.00693181
-4.55927964,2.24467910,1.19403898,1.79656792,0.00629971,0.10735414,0.39274030,0.00707292
-4.55327664,2.23905563,1.12738422,1.80999645,0.00619381,0.10236547,0.38161978,0.00724395
-4.54727364,2.24355108,1.06987653,1.82870141,0.00610084,0.09853953,0.37420771,0.00744482
-4.54127064,2.25804241,1.02234207,1.85218829,0.00602552,0.09597863,0.37073519,0.00767508
-4.53526763,2.28222819,0.98550483,1.87983212,0.00597265,0.09477459,0.37139476,0.00793396
-4.52926463,2.31565823,0.95999527,1.91090187,0.00594713,0.09500995,0.37634540,0.00822046
-4.52326163,2.35776776,0.94635865,1.94458975,0.00595383,0.09675900,0.38571749,0.00853340
-4.51725863,2.40791378,0.94506199,1.98004387,0.00599764,0.10008853,0.39961708,0.00887155
-4.51125563,2.46541156,0.95649815,2.01640267,0.00608334,0.10505810,0.41812891,0.00923367
-4.50525263,2.52956875,0.98098607,2.05282951,0.00621556,0.11171969,0.44131768,0.00961859
-4.49924962,2.59971510,1.01876639,2.08854537,0.00639875,0.12011661,0.46922731,0.01002525
-4.49324662,2.67522574,1.06999214,2.12285809,0.00663704,0.13028174,0.50187785,0.01045271
-4.48724362,2.75553658,1.13471440,2.15518655,0.00693418,0.14223502,0.53926010,0.01090017
-4.48124062,2.84015077,1.21286354,2.18507838,0.00729341,0.15598028,0.58132806,0.01136690
-4.47523762,2.92863587,1.30422690,2.21222043,0.00771734,0.17150166,0.62798958,0.01185216
-4.46923462,3.02061196,1.40842422,2.23644133,0.00820783,0.18875963,0.67909567,0.01235514
-4.46323162,3.11573169,1.52488256,2.25770633,0.00876582,0.20768713,0.73442935,0.01287479
-4.45722861,3.21365386,1.65281272,2.27610462,0.00939125,0.22818584,0.79369466,0.01340973
-4.45122561,3.31401259,1.79118926,2.29183037,0.01008286,0.25012313,0.85650690,0.01395807
-4.44522261,3.41638484,1.93873625,2.30515862,0.01083814,0.27332978,0.92238507,0.01451734
-4.43921961,3.52025888,2.09392103,2.31641774,0.01165326,0.29759898,0.99074734,0.01508432
-4.43321661,3.62500688,2.25495754,2.32596048,0.01252296,0.32268674,1.06091055,0.01565500
-4.42721361,3.72986412,2.41982086,2.33413531,0.01344064,0.34831389,1.13209425,0.01622453
-4.42121061,3.83391734,2.58627377,2.34126016,0.01439839,0.37416983,1.20342982,0.01678722
-4.41520760,3.93610400,2.75190554,2.34760014,0.01538713,0.39991812,1.27397491,0.01733665
-4.40920460,4.03522356,2.91418251,2.35335068,0.01639678,0.42520363,1.34273286,0.01786574
-4.40320160,4.12996100,3.07050925,2.35862693,0.01741653,0.44966122,1.40867694,0.01836696
-4.39719860,4.21892198,3.21829842,2.36346008,0.01843515,0.47292569,1.47077831,0.01883254
-4.39119560,4.30067816,3.35504652,2.36780040,0.01944135,0.49464241,1.52803683,0.01925476
-4.38519260,4.37382030,3.47841272,2.37152652,0.02042415,0.51447837,1.57951337,0.01962618
-4.37918959,4.43701624,3.58629692,2.37446007,0.02137329,0.53213307,1.62436204,0.01993999
-4.37318659,4.48907029,3.67691353,2.37638421,0.02227966,0.54734872,1.66186077,0.02019028
-4.36718359,4.52898049,3.74885735,2.37706450,0.02313564,0.55991918,1.69143879,0.02037230
-4.36118059,4.55598995,3.80115788,2.37627046,0.02393549,0.56969733,1.71269933,0.02048270
-4.35517759,4.56962911,3.83331936,2.37379607,0.02467559,0.57660025,1.72543642,0.02051971
-4.34917459,4.56974608,3.84534417,2.36947769,0.02535470,0.58061212,1.72964474,0.02048320
-4.34317159,4.55652289,3.83773801,2.36320808,0.02597403,0.58178455,1.72552186,0.02037480
-4.33716858,4.53047657,3.81149641,2.35494571,0.02653729,0.58023425,1.71346272,0.02019777
-4.33116558,4.49244484,3.76807288,2.34471868,0.02705064,0.57613835,1.69404642,0.01995697
-4.32516258,4.44355696,3.70933002,2.33262341,0.02752247,0.56972731,1.66801596,0.01965861
-4.31915958,4.38519168,3.63747578,2.31881832,0.02796320,0.56127604,1.63625189,0.01931006
-4.31315658,4.31892443,3.55498781,2.30351329,0.02838490,0.55109348,1.59974114,0.01891953
-4.30715358,4.24646702,3.46452925,2.28695605,0.02880093,0.53951122,1.55954253,0.01849580
