energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.54977489,0.91883819,0.00027084,0.11795919,0.31150315,0.11726553,0.49541819,0.25211981,0.47154993,0.00000000
-5.54377189,0.88126110,0.00024708,0.11414758,0.29998474,0.11149149,0.47578539,0.24180647,0.45254290,0.00000000
-5.53776888,0.84378815,0.00023141,0.11044857,0.28820852,0.10626235,0.45562992,0.23171492,0.43300711,0.00000000
-5.53176588,0.80720143,0.00022293,0.10697517,0.27647591,0.10164890,0.43538809,0.22204495,0.41338086,0.00000000
-5.52576288,0.77234863,0.00022097,0.10384929,0.26510554,0.09773566,0.41552880,0.21301621,0.39412961,0.00000000
-5.51975988,0.74011352,0.00022509,0.10119722,0.25442245,0.09461823,0.39653652,0.20485973,0.37573105,0.00000000
-5.51375688,0.71138638,0.00023499,0.09914502,0.24474753,0.09240012,0.37889467,0.19780953,0.35866032,0.00000000
-5.50775388,0.68703548,0.00025050,0.09781413,0.23638727,0.09118958,0.36307019,0.19209437,0.34337598,0.00000000
-5.50175088,0.66788047,0.00027156,0.09731728,0.22962427,0.09109620,0.34949958,0.18793009,0.33030699,0.00000000
-5.49574787,0.65466836,0.00029817,0.09775469,0.22470881,0.09222759,0.33857693,0.18551271,0.31984116,0.00000000
-5.48974487,0.64805273,0.00033038,0.09921098,0.22185146,0.09468607,0.33064432,0.18501237,0.31231521,0.00000000
-5.48374187,0.64857653,0.00036825,0.10175246,0.22121719,0.09856558,0.32598464,0.18656847,0.30800668,0.00000000
-5.47773887,0.65665898,0.00041187,0.10542535,0.22292082,0.10394871,0.32481723,0.19028593,0.30712782,0.00000000
-5.47173587,0.67258655,0.00046128,0.11025462,0.22702412,0.11090402,0.32729627,0.19623280,0.30982141,0.00000000
-5.46573287,0.69650828,0.00051655,0.11624373,0.23353443,0.11948360,0.33351194,0.20443917,0.31615860,0.00000000
-5.45972986,0.72843540,0.00057770,0.12337515,0.24240499,0.12972098,0.34349437,0.21489747,0.32613865,0.00000000
-5.45372686,0.76824506,0.00064475,0.13161187,0.25353672,0.14162937,0.35722021,0.22756411,0.33969062,0.00000000
-5.44772386,0.81568821,0.00071770,0.14089960,0.26678171,0.15520027,0.37462162,0.24236242,0.35667670,0.00000000
-5.44172086,0.87040111,0.00079657,0.15116991,0.28194798,0.17040252,0.39559742,0.25918676,0.37689722,0.00000000
-5.43571786,0.93192031,0.00088141,0.16234401,0.29880573,0.18718173,0.42002606,0.27790775,0.40009715,0.00000000
-5.42971486,0.99970056,0.00097229,0.17433711,0.31709462,0.20546027,0.44778002,0.29837843,0.42597383,0.00000000
-5.42371186,1.07313514,0.00106940,0.18706335,0.33653212,0.22513760,0.47874115,0.32044107,0.45418580,0.00000000
-5.41770885,1.15157793,0.00117300,0.20044089,0.35682248,0.24609124,0.51281630,0.34393452,0.48436257,0.00000000
-5.41170585,1.23436654,0.00128350,0.21439711,0.37766626,0.26817813,0.54995277,0.36870163,0.51611482,0.00000000
-5.40570285,1.32084565,0.00140148,0.22887362,0.39876991,0.29123646,0.59015272,0.39459669,0.54904506,0.00000000
-5.39969985,1.41038965,0.00152771,0.24383089,0.41985522,0.31508805,0.63348594,0.42149232,0.58275824,0.00000000
-5.39369685,1.50242382,0.00166317,0.25925214,0.44066820,0.33954099,0.68010021,0.44928557,0.61687196,0.00000000
-5.38769385,1.59644297,0.00180908,0.27514638,0.46098718,0.36439272,0.73022855,0.47790301,0.65102617,0.00000000
-5.38169085,1.69202683,0.00196688,0.29155028,0.48062963,0.38943332,0.78419266,0.50730436,0.68489178,0.00000000
-5.37568784,1.78885151,0.00213825,0.30852877,0.49945762,0.41444902,0.84240211,0.53748453,0.71817806,0.00000000
-5.36968484,1.88669617,0.00232505,0.32617415,0.51738161,0.43922582,0.90534874,0.56847387,0.75063848,0.00000000
-5.36368184,1.98544485,0.00252933,0.34460382,0.53436235,0.46355304,0.97359618,0.60033649,0.78207486,0.00000000
-5.35767884,2.08508301,0.00275325,0.36395637,0.55041090,0.48722690,1.04776426,0.63316670,0.81233965,0.00000000
-5.35167584,2.18568896,0.00299901,0.38438642,0.56558684,0.51005384,1.12850878,0.66708367,0.84133629,0.00000000
-5.34567284,2.28742046,0.00326879,0.40605808,0.57999450,0.53185370,1.21649680,0.70222433,0.86901770,0.00000000
-5.33966983,2.39049709,0.00356461,0.42913754,0.59377776,0.55246254,1.31237835,0.73873508,0.89538303,0.00000000
-5.33366683,2.49517913,0.00388831,0.45378475,0.60711328,0.57173513,1.41675534,0.77676232,0.92047286,0.00000000
-5.32766383,2.60174395,0.00424134,0.48014490,0.62020281,0.58954713,1.53014892,0.81644253,0.94436306,0.00000000
-5.32166083,2.71046109,0.00462472,0.50833973,0.63326466,0.60579688,1.65296639,0.85789204,0.96715774,0.00000000
-5.31565783,2.82156709,0.00503892,0.53845923,0.64652482,0.62040670,1.78546918,0.90119725,0.98898162,0.00000000
-5.30965483,2.93524128,0.00548372,0.57055418,0.66020810,0.63332395,1.92774321,0.94640557,1.00997210,0.00000000
-5.30365183,3.05158385,0.00595816,0.60462956,0.67452961,0.64452160,2.07967304,0.99351748,1.03027148,0.00000000
-5.29764882,3.17059685,0.00646048,0.64063953,0.68968679,0.65399846,2.24092112,1.04248021,1.05001969,0.00000000
-5.29164582,3.29216922,0.00698804,0.67848385,0.70585239,0.66177897,2.41091313,1.09318320,1.06934766,0.00000000
-5.28564282,3.41606628,0.00753733,0.71800619,0.72316841,0.66791267,2.58883033,1.14545546,1.08837167,0.00000000
-5.27963982,3.54192396,0.00810397,0.75899421,0.74174127,0.67247314,2.77360946,1.19906508,1.10718874,0.00000000
-5.27363682,3.66924794,0.00868276,0.80118145,0.76163806,0.67555663,2.96395041,1.25372072,1.12587315,0.00000000
-5.26763382,3.79741728,0.00926775,0.84425101,0.78288403,0.67728008,3.15833163,1.30907491,1.14447399,0.00000000
-5.26163082,3.92569227,0.00985236,0.88784074,0.80546107,0.67777872,3.35503277,1.36472912,1.16301373,0.00000000
-5.25562781,4.05322579,0.01042951,0.93154984,0.82930722,0.67720315,3.55216378,1.42024019,1.18148760,0.00000000
-5.24962481,4.17907738,0.01099175,0.97494643,0.85431699,0.67571580,3.74769959,1.47512778,1.19986362,0.00000000
-5.24362181,4.30222932,0.01153147,1.01757599,0.88034242,0.67348697,3.93951909,1.52888264,1.21808313,0.00000000
-5.23761881,4.42160377,0.01204108,1.05897018,0.90719469,0.67069031,4.12544695,1.58097527,1.23606161,0.00000000
-5.23161581,4.53608044,0.01251318,1.09865580,0.93464636,0.66749788,4.30329709,1.63086473,1.25368961,0.00000000
-5.22561281,4.64451400,0.01294077,1.13616376,0.96243396,0.66407497,4.47091626,1.67800735,1.27083380,0.00000000
-5.21960980,4.74575094,0.01331741,1.17103753,0.99026120,0.66057465,4.62622640,1.72186514,1.28733802,0.00000000
-5.21360680,4.83864554,0.01363741,1.20284120,1.01780260,0.65713243,4.76726476,1.76191385,1.30302438,0.00000000
-5.20760380,4.92207497,0.01389593,1.23116677,1.04470766,0.65386105,4.89222067,1.79765058,1.31769446,0.00000000
-5.20160080,4.99495356,0.01408915,1.25564075,1.07060573,0.65084584,4.99946831,1.82860094,1.33113084,0.00000000
-5.19559780,5.05624650,0.01421427,1.27592994,1.09511153,0.64814061,5.08759481,1.85432589,1.34309897,0.00000000
-5.18959480,5.10498326,0.01426965,1.29174644,1.11783134,0.64576463,5.15542351,1.87442818,1.35334966,0.00000000
-5.18359180,5.14027096,0.01425478,1.30285185,1.13837001,0.64370062,5.20203217,1.88855859,1.36162231,0.00000000
-5.17758879,5.16130815,0.01417025,1.30906076,1.15633857,0.64189414,5.22676613,1.89642186,1.36764902,0.00000000
-5.17158579,5.16739886,0.01401775,1.31024349,1.17136241,0.64025433,5.22924653,1.89778250,1.37115953,0.00000000
-5.16558279,5.15796714,0.01379997,1.30632819,1.18308986,0.63865622,5.20937388,1.89247012,1.37188724,0.00000000
-5.15957979,5.13257181,0.01352051,1.29730213,1.19120088,0.63694452,5.16732704,1.88038450,1.36957590,0.00000000
-5.15357679,5.09092103,0.01318378,1.28321242,1.19541564,0.63493876,5.10355792,1.86149990,1.36398710,0.00000000
-5.14757379,5.03288617,0.01279484,1.26416581,1.19550254,0.63243972,5.01878215,1.83586862,1.35490803,0.00000000
-5.14157079,4.95851418,0.01235932,1.24032773,1.19128549,0.62923686,4.91396567,1.80362345,1.34215951,0.00000000
-5.13556778,4.86803784,0.01188322,1.21192044,1.18264995,0.62511644,4.79030770,1.76497868,1.32560359,0.00000000
-5.12956478,4.76188286,0.01137283,1.17922019,1.16954751,0.61986998,4.64921998,1.72022961,1.30515065,0.00000000
-5.12356178,4.64067119,0.01083456,1.14255337,1.15199879,0.61330282,4.49230268,1.66975015,1.28076540,0.00000000
-5.11755878,4.50521983,0.01027481,1.10229165,1.13009433,0.60524222,4.32131711,1.61398854,1.25247153,0.00000000
-5.11155578,4.35653462,0.00969988,1.05884614,1.10399358,0.59554469,4.13815571,1.55346105,1.22035471,0.00000000
-5.10555278,4.19579879,0.00911587,1.01266054,1.07392179,0.58410236,3.94480958,1.48874375,1.18456372,0.00000000
-5.09954977,4.02435633,0.00852855,0.96420359,1.04016507,0.57084790,3.74333441,1.42046254,1.14530954,0.00000000
-5.09354677,3.84369033,0.00794334,0.91396080,1.00306370,0.55575790,3.53581529,1.34928165,1.10286249,0.00000000
-5.08754377,3.65539705,0.00736519,0.86242582,0.96300401,0.53885459,3.32433126,1.27589100,1.05754736,0.00000000
-5.08154077,3.46115639,0.00679861,0.81009157,0.92040918,0.52020573,3.11092057,1.20099289,1.00973677,0.00000000
-5.07553777,3.26269979,0.00624755,0.75744159,0.87572924,0.49992290,2.89754752,1.12528837,0.95984310,0.00000000
-5.06953477,3.06177687,0.00571546,0.70494162,0.82943075,0.47815810,2.68607169,1.04946400,0.90830919,0.00000000
-5.06353177,2.86012173,0.00520525,0.65303192,0.78198661,0.45509897,2.47822062,0.97417920,0.85559821,0.00000000
-5.05752876,2.65942053,0.00471929,0.60212049,0.73386608,0.43096292,2.27556652,0.90005488,0.80218321,0.00000000
-5.05152576,2.46128109,0.00425943,0.55257728,0.68552574,0.40599029,2.07950763,0.82766363,0.74853666,0.00000000
-5.04552276,2.26720588,0.00382704,0.50472973,0.63740122,0.38043707,1.89125479,0.75752176,0.69512037,0.00000000
-5.03951976,2.07856903,0.00342301,0.45885958,0.58990031,0.35456740,1.71182319,0.69008342,0.64237619,0.00000000
-5.03351676,1.89659807,0.00304781,0.41520111,0.54339719,0.32864611,1.54202955,0.62573689,0.59071775,0.00000000
-5.02751376,1.72236078,0.00270153,0.37394063,0.49822818,0.30293178,1.38249434,0.56480302,0.54052352,0.00000000
-5.02151076,1.55675730,0.00238393,0.33521732,0.45468884,0.27767039,1.23364872,0.50753586,0.49213129,0.00000000
-5.01550775,1.40051745,0.00209446,0.29912516,0.41303232,0.25308994,1.09574571,0.45412504,0.44583426,0.00000000
-5.00950475,1.25420294,0.00183236,0.26571586,0.37346905,0.22939601,0.96887473,0.40469996,0.40187865,0.00000000
-5.00350175,1.11821408,0.00159664,0.23500256,0.33616755,0.20676853,0.85297897,0.35933528,0.36046296,0.00000000
-4.99749875,0.99280026,0.00138620,0.20696412,0.30125611,0.18535970,0.74787456,0.31805747,0.32173860,0.00000000
-4.99149575,0.87807372,0.00119985,0.18154980,0.26882538,0.16529309,0.65327093,0.28085210,0.28581193,0.00000000
-4.98549275,0.77402563,0.00103636,0.15868414,0.23893160,0.14666380,0.56879142,0.24767147,0.25274744,0.00000000
-4.97948974,0.68054387,0.00089449,0.13827178,0.21160024,0.12953965,0.49399354,0.21844232,0.22257190,0.00000000
-4.97348674,0.59743166,0.00077305,0.12020221,0.18683008,0.11396315,0.42838817,0.19307327,0.19527928,0.00000000
-4.96748374,0.52442632,0.00067096,0.10435410,0.16459737,0.09995427,0.37145725,0.17146175,0.17083626,0.00000000
-4.96148074,0.46121756,0.00058723,0.09059935,0.14486011,0.08751359,0.32266950,0.15350022,0.14918801,0.00000000
-4.95547774,0.40746462,0.00052105,0.07880652,0.12756224,0.07662590,0.28149392,0.13908145,0.13026419,0.00000000
-4.94947474,0.36281183,0.00047175,0.06884380,0.11263758,0.06726393,0.24741082,0.12810277,0.11398486,0.00000000
-4.94347174,0.32690226,0.00043890,0.06058141,0.10001358,0.05939204,0.21992047,0.12046916,0.10026619,0.00000000
-4.93746873,0.29938897,0.00042226,0.05389337,0.08961468,0.05296982,0.19854917,0.11609517,0.08902575,0.00000000
-4.93146573,0.27994393,0.00042178,0.04865879,0.08136517,0.04795546,0.18285313,0.11490566,0.08018738,0.00000000
-4.92546273,0.26826429,0.00043766,0.04476263,0.07519163,0.04430867,0.17242008,0.11683537,0.07368531,0.00000000
-4.91945973,0.26407618,0.00047028,0.04209596,0.07102479,0.04199322,0.16686907,0.12182742,0.06946767,0.00000000
-4.91345673,0.26713608,0.00052021,0.04055597,0.06880086,0.04097895,0.16584877,0.12983092,0.06749912,0.00000000
-4.90745373,0.27722981,0.00058817,0.04004554,0.06846226,0.04124329,0.16903438,0.14079772,0.06776266,0.00000000
-4.90145073,0.29416964,0.00067499,0.04047270,0.06995780,0.04277214,0.17612386,0.15467854,0.07026052,0.00000000
-4.89544772,0.31778956,0.00078158,0.04174993,0.07324229,0.04556026,0.18683353,0.17141879,0.07501411,0.00000000
-4.88944472,0.34793919,0.00090883,0.04379341,0.07827571,0.04961109,0.20089366,0.19095406,0.08206310,0.00000000
-4.88344172,0.38447672,0.00105760,0.04652236,0.08502185,0.05493604,0.21804420,0.21320577,0.09146346,0.00000000
-4.87743872,0.42726116,0.00122861,0.04985850,0.09344663,0.06155330,0.23803115,0.23807707,0.10328478,0.00000000
-4.87143572,0.47614441,0.00142239,0.05372563,0.10351614,0.06948615,0.26060365,0.26544929,0.11760659,0.00000000
-4.86543272,0.53096348,0.00163917,0.05804958,0.11519447,0.07876099,0.28551211,0.29517905,0.13451410,0.00000000
-4.85942971,0.59153317,0.00187882,0.06275834,0.12844141,0.08940487,0.31250755,0.32709635,0.15409313,0.00000000
-4.85342671,0.65763962,0.00214081,0.06778246,0.14321028,0.10144285,0.34134203,0.36100372,0.17642467,0.00000000
-4.84742371,0.72903491,0.00242409,0.07305582,0.15944577,0.11489518,0.37177033,0.39667645,0.20157897,0.00000000
-4.84142071,0.80543301,0.00272707,0.07851655,0.17708205,0.12977426,0.40355270,0.43386416,0.22960955,0.00000000
-4.83541771,0.88650711,0.00304758,0.08410818,0.19604124,0.14608166,0.43645837,0.47229347,0.26054708,0.00000000
-4.82941471,0.97188847,0.00338286,0.08978094,0.21623225,0.16380521,0.47026976,0.51167179,0.29439363,0.00000000
-4.82341171,1.06116689,0.00372955,0.09549302,0.23755007,0.18291627,0.50478690,0.55169221,0.33111729,0.00000000
-4.81740870,1.15389251,0.00408375,0.10121188,0.25987563,0.20336724,0.53983172,0.59203907,0.37064748,0.00000000
-4.81140570,1.24957913,0.00444104,0.10691529,0.28307618,0.22508963,0.57525189,0.63239426,0.41287118,0.00000000
-4.80540270,1.34770862,0.00479660,0.11259216,0.30700618,0.24799247,0.61092377,0.67244375,0.45763024,0.00000000
-4.79939970,1.44773640,0.00514527,0.11824304,0.33150878,0.27196153,0.64675410,0.71188417,0.50471998,0.00000000
-4.79339670,1.54909764,0.00548174,0.12388012,0.35641768,0.29685916,0.68268017,0.75042919,0.55388923,0.00000000
-4.78739370,1.65121403,0.00580063,0.12952676,0.38155952,0.32252492,0.71866829,0.78781528,0.60484185,0.00000000
-4.78139070,1.75350075,0.00609667,0.13521650,0.40675646,0.34877714,0.75471033,0.82380669,0.65723982,0.00000000
-4.77538769,1.85537347,0.00636487,0.14099149,0.43182904,0.37541528,0.79081845,0.85819934,0.71070788,0.00000000
-4.76938469,1.95625507,0.00660067,0.14690039,0.45659911,0.40222317,0.82701801,0.89082355,0.76483951,0.00000000
-4.76338169,2.05558194,0.00680005,0.15299585,0.48089274,0.42897297,0.86333904,0.92154529,0.81920428,0.00000000
-4.75737869,2.15280958,0.00695974,0.15933146,0.50454300,0.45542995,0.89980652,0.95026610,0.87335617,0.00000000
-4.75137569,2.24741743,0.00707724,0.16595859,0.52739243,0.48135770,0.93642996,0.97692160,0.92684265,0.00000000
-4.74537269,2.33891281,0.00715096,0.17292290,0.54929520,0.50652383,0.97319285,1.00147865,0.97921426,0.00000000
-4.73936968,2.42683391,0.00718024,0.18026089,0.57011881,0.53070577,1.01004247,1.02393143,1.03003414,0.00000000
-4.73336668,2.51075183,0.00716538,0.18799669,0.58974528,0.55369662,1.04688088,1.04429652,1.07888738,0.00000000
-4.72736368,2.59027175,0.00710757,0.19613896,0.60807186,0.57531070,1.08355743,1.06260741,1.12538960,0.00000000
-4.72136068,2.66503334,0.00700890,0.20467841,0.62501115,0.59538859,1.11986354,1.07890867,1.16919462,0.00000000
-4.71535768,2.73471054,0.00687223,0.21358581,0.64049079,0.61380144,1.15553011,1.09325010,1.21000074,0.00000000
-4.70935468,2.79901082,0.00670108,0.22281079,0.65445271,0.63045447,1.19022796,1.10568119,1.24755554,0.00000000
-4.70335168,2.85767434,0.00649951,0.23228139,0.66685197,0.64528924,1.22357146,1.11624639,1.28165893,0.00000000
-4.69734867,2.91047292,0.00627194,0.24190449,0.67765547,0.65828487,1.25512541,1.12498113,1.31216443,0.00000000
-4.69134567,2.95720925,0.00602305,0.25156717,0.68684040,0.66945793,1.28441507,1.13190914,1.33897868,0.00000000
-4.68534267,2.99771653,0.00575757,0.26113892,0.69439276,0.67886106,1.31093893,1.13704105,1.36205931,0.00000000
-4.67933967,3.03185845,0.00548018,0.27047464,0.70030598,0.68658042,1.33418392,1.14037440,1.38141116,0.00000000
-4.67333667,3.05952993,0.00519534,0.27941844,0.70457968,0.69273201,1.35364226,1.14189506,1.39708144,0.00000000
-4.66733367,3.08065840,0.00490722,0.28780802,0.70721878,0.69745695,1.36882942,1.14157990,1.40915374,0.00000000
-4.66133067,3.09520571,0.00461958,0.29547950,0.70823290,0.70091612,1.37930223,1.13940072,1.41774152,0.00000000
-4.65532766,3.10317055,0.00433573,0.30227249,0.70763620,0.70328409,1.38467639,1.13532886,1.42298122,0.00000000
-4.64932466,3.10459123,0.00405849,0.30803531,0.70544752,0.70474284,1.38464255,1.12934060,1.42502551,0.00000000
-4.64332166,3.09954852,0.00379015,0.31263004,0.70169087,0.70547538,1.37898019,1.12142262,1.42403679,0.00000000
