energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.88594297,2.41565049,0.00632072,0.32910141,0.14847283,2.16374068,0.75432128,0.02551966,0.80604550
-5.87993997,2.35735517,0.00619551,0.31973132,0.14814018,2.10171878,0.73607422,0.02529943,0.78861458
-5.87393697,2.28847740,0.00605466,0.30849723,0.14712729,2.02762368,0.71455814,0.02498974,0.76839615
-5.86793397,2.21018572,0.00590012,0.29561039,0.14545915,1.94285735,0.69013536,0.02459555,0.74569634
-5.86193097,2.12385445,0.00573452,0.28130968,0.14317837,1.84900703,0.66323184,0.02412434,0.72088869
-5.85592796,2.03101575,0.00556104,0.26585389,0.14034344,1.74779186,0.63432240,0.02358577,0.69440045
-5.84992496,1.93330670,0.00538322,0.24951367,0.13702640,1.64100728,0.60391435,0.02299134,0.66669671
-5.84392196,1.83241389,0.00520481,0.23256345,0.13330990,1.53046942,0.57253028,0.02235386,0.63826318
-5.83791896,1.73001794,0.00502957,0.21527369,0.12928402,1.41796216,0.54069082,0.02168694,0.60958832
-5.83191596,1.62774060,0.00486108,0.19790384,0.12504277,1.30518867,0.50889814,0.02100438,0.58114595
-5.82591296,1.52709664,0.00470265,0.18069609,0.12068071,1.19372926,0.47762093,0.02031965,0.55337886
-5.81990995,1.42945234,0.00455713,0.16387034,0.11628964,1.08500690,0.44728145,0.01964526,0.52668441
-5.81390695,1.33599234,0.00442684,0.14762027,0.11195569,0.98026117,0.41824503,0.01899234,0.50140268
-5.80790395,1.24769569,0.00431351,0.13211086,0.10775685,0.88053103,0.39081254,0.01837018,0.47780763
-5.80190095,1.16532184,0.00421822,0.11747704,0.10376121,0.78664646,0.36521589,0.01778593,0.45610168
-5.79589795,1.08940665,0.00414147,0.10382370,0.10002582,0.69922829,0.34161661,0.01724437,0.43641374
-5.78989495,1.02026788,0.00408314,0.09122674,0.09659632,0.61869562,0.32010739,0.01674787,0.41880090
-5.78389195,0.95801961,0.00404266,0.07973510,0.09350736,0.54527959,0.30071639,0.01629638,0.40325334
-5.77788894,0.90259423,0.00401905,0.06937354,0.09078372,0.47904237,0.28341393,0.01588758,0.38970229
-5.77188594,0.85377066,0.00401109,0.06014603,0.08844213,0.41989991,0.26812109,0.01551720,0.37803049
-5.76588294,0.81120726,0.00401745,0.05203953,0.08649353,0.36764720,0.25471972,0.01517928,0.36808463
-5.75987994,0.77447742,0.00403688,0.04502787,0.08494587,0.32198464,0.24306342,0.01486663,0.35968911
-5.75387694,0.74310646,0.00406833,0.03907569,0.08380705,0.28254439,0.23298882,0.01457126,0.35266030
-5.74787394,0.71660775,0.00411113,0.03414220,0.08308798,0.24891556,0.22432668,0.01428486,0.34682089
-5.74187094,0.69451675,0.00416516,0.03018460,0.08280547,0.22066751,0.21691238,0.01399929,0.34201331
-5.73586793,0.67642138,0.00423088,0.02716109,0.08298489,0.19737043,0.21059526,0.01370697,0.33811191
-5.72986493,0.66198765,0.00430953,0.02503342,0.08366225,0.17861288,0.20524658,0.01340129,0.33503308
-5.72386193,0.65097951,0.00440308,0.02376877,0.08488575,0.16401587,0.20076569,0.01307694,0.33274312
-5.71785893,0.64327245,0.00451429,0.02334114,0.08671648,0.15324345,0.19708440,0.01273013,0.33126329
-5.71185593,0.63886031,0.00464666,0.02373209,0.08922833,0.14600975,0.19416923,0.01235878,0.33067209
-5.70585293,0.63785541,0.00480435,0.02493083,0.09250692,0.14208275,0.19202177,0.01196254,0.33110443
-5.69984992,0.64048208,0.00499202,0.02693383,0.09664760,0.14128486,0.19067703,0.01154279,0.33274798
-5.69384692,0.64706417,0.00521469,0.02974384,0.10175260,0.14349081,0.19020013,0.01110253,0.33583675
-5.68784392,0.65800727,0.00547750,0.03336848,0.10792722,0.14862310,0.19068138,0.01064618,0.34064225
-5.68184092,0.67377639,0.00578545,0.03781843,0.11527539,0.15664543,0.19223011,0.01017938,0.34746262
-5.67583792,0.69487043,0.00614315,0.04310528,0.12389462,0.16755468,0.19496770,0.00970867,0.35661021
-5.66983492,0.72179436,0.00655454,0.04923928,0.13387058,0.18137167,0.19901987,0.00924119,0.36839812
-5.66383192,0.75503052,0.00702256,0.05622682,0.14527155,0.19813126,0.20450891,0.00878439,0.38312638
-5.65782891,0.79501033,0.00754890,0.06406804,0.15814294,0.21787219,0.21154604,0.00834565,0.40106822
-5.65182591,0.84208747,0.00813376,0.07275450,0.17250227,0.24062699,0.22022426,0.00793203,0.42245708
-5.64582291,0.89651393,0.00877564,0.08226707,0.18833472,0.26641242,0.23061208,0.00755000,0.44747493
-5.63981991,0.95841976,0.00947116,0.09257415,0.20558968,0.29522065,0.24274833,0.00720519,0.47624229
-5.63381691,1.02779750,0.01021501,0.10363034,0.22417835,0.32701155,0.25663836,0.00690223,0.50881045
-5.62781391,1.10449191,0.01099989,0.11537554,0.24397278,0.36170633,0.27225171,0.00664464,0.54515614
-5.62181091,1.18819550,0.01181665,0.12773468,0.26480640,0.39918264,0.28952136,0.00643473,0.58517881
-5.61580790,1.27844986,0.01265438,0.14061805,0.28647610,0.43927131,0.30834458,0.00627361,0.62870073
-5.60980490,1.37465304,0.01350067,0.15392221,0.30874598,0.48175484,0.32858541,0.00616119,0.67546972
-5.60380190,1.47607224,0.01434196,0.16753152,0.33135264,0.52636757,0.35007850,0.00609629,0.72516449
-5.59779890,1.58186163,0.01516390,0.18132024,0.35401187,0.57279748,0.37263422,0.00607674,0.77740230
-5.59179590,1.69108423,0.01595181,0.19515513,0.37642658,0.62068963,0.39604479,0.00609947,0.83174852
-5.58579290,1.80273710,0.01669117,0.20889836,0.39829563,0.66965097,0.42009108,0.00616076,0.88772780
-5.57978989,1.91577856,0.01736817,0.22241084,0.41932328,0.71925632,0.44454986,0.00625632,0.94483630
-5.57378689,2.02915651,0.01797015,0.23555552,0.43922875,0.76905545,0.46920111,0.00638155,1.00255449
-5.56778389,2.14183648,0.01848614,0.24820086,0.45775572,0.81858078,0.49383502,0.00653163,1.06036007
-5.56178089,2.25282837,0.01890730,0.26022405,0.47468101,0.86735572,0.51825848,0.00670176,1.11774051
-5.55577789,2.36121086,0.01922724,0.27151400,0.48982240,0.91490310,0.54230063,0.00688726,1.17420469
-5.54977489,2.46615247,0.01944238,0.28197397,0.50304490,0.96075374,0.56581738,0.00708372,1.22929341
-5.54377189,2.56692870,0.01955205,0.29152365,0.51426547,1.00445475,0.58869458,0.00728715,1.28258837
-5.53776888,2.66293453,0.01955858,0.30010076,0.52345566,1.04557747,0.61084977,0.00749399,1.33371936
-5.53176588,2.75369214,0.01946726,0.30766198,0.53064226,1.08372474,0.63223248,0.00770126,1.38236956
-5.52576288,2.83885352,0.01928615,0.31418325,0.53590577,1.11853761,0.65282302,0.00790656,1.42827890
-5.51975988,2.91819832,0.01902578,0.31965948,0.53937683,1.14970109,0.67262981,0.00810812,1.47124540
-5.51375688,2.99162696,0.01869876,0.32410368,0.54123066,1.17694906,0.69168550,0.00830478,1.51112458
-5.50775388,3.05914958,0.01831933,0.32754548,0.54167974,1.20006812,0.71004187,0.00849594,1.54782708
-5.50175088,3.12087139,0.01790279,0.33002930,0.54096517,1.21890044,0.72776391,0.00868160,1.58131460
-5.49574787,3.17697494,0.01746494,0.33161203,0.53934687,1.23334548,0.74492314,0.00886220,1.61159441
-5.48974487,3.22770025,0.01702149,0.33236055,0.53709316,1.24336053,0.76159071,0.00903863,1.63871255
-5.48374187,3.27332341,0.01658745,0.33234894,0.53447012,1.24896013,0.77783023,0.00921206,1.66274607
-5.47773887,3.31413455,0.01617664,0.33165574,0.53173110,1.25021430,0.79369097,0.00938388,1.68379449
-5.47173587,3.35041597,0.01580113,0.33036110,0.52910685,1.24724562,0.80920150,0.00955558,1.70197076
-5.46573287,3.38242124,0.01547090,0.32854413,0.52679666,1.24022516,0.82436406,0.00972859,1.71739214
-5.45972986,3.41035602,0.01519345,0.32628036,0.52496080,1.22936746,0.83915013,0.00990420,1.73017109
-5.45372686,3.43436142,0.01497366,0.32363955,0.52371453,1.21492453,0.85349707,0.01008340,1.74040675
-5.44772386,3.45450061,0.01481362,0.32068371,0.52312400,1.19717909,0.86730643,0.01026678,1.74817723
-5.44172086,3.47074912,0.01471268,0.31746561,0.52320402,1.17643737,0.88044367,0.01045442,1.75353304
-5.43571786,3.48298973,0.01466754,0.31402768,0.52391786,1.15302143,0.89273973,0.01064581,1.75649207
-5.42971486,3.49101193,0.01467245,0.31040142,0.52517912,1.12726165,0.90399423,0.01083976,1.75703648
-5.42371186,3.49451669,0.01471953,0.30660721,0.52685539,1.09948934,0.91398042,0.01103442,1.75511158
-5.41770885,3.49312623,0.01479913,0.30265477,0.52877384,1.07003000,0.92245167,0.01122721,1.75062715
-5.41170585,3.48639899,0.01490025,0.29854405,0.53072820,1.03919742,0.92914941,0.01141494,1.74346115
-5.40570285,3.47384942,0.01501100,0.29426661,0.53248712,1.00728892,0.93381226,0.01159379,1.73346589
-5.39969985,3.45497201,0.01511906,0.28980757,0.53380349,0.97458192,0.93618603,0.01175951,1.72047661
-5.39369685,3.42926890,0.01521220,0.28514785,0.53442433,0.94133209,0.93603426,0.01190750,1.70432212
-5.38769385,3.39628006,0.01527870,0.28026682,0.53410098,0.90777304,0.93314891,0.01203304,1.68483728
-5.38169085,3.35561502,0.01530777,0.27514528,0.53259915,0.87411757,0.92736082,0.01213144,1.66187676
-5.37568784,3.30698469,0.01528995,0.26976845,0.52970843,0.84056058,0.91854949,0.01219832,1.63532953
-5.36968484,3.25023214,0.01521740,0.26412921,0.52525100,0.80728313,0.90665173,0.01222977,1.60513341
-5.36368184,3.18536076,0.01508413,0.25823105,0.51908914,0.77445776,0.89166890,0.01222265,1.57128906
-5.35767884,3.11255857,0.01488622,0.25209101,0.51113128,0.74225444,0.87367237,0.01217471,1.53387258
-5.35167584,3.03221744,0.01462185,0.24574216,0.50133643,0.71084700,0.85280690,0.01208486,1.49304612
-5.34567284,2.94494603,0.01429136,0.23923568,0.48971671,0.68041949,0.82929177,0.01195324,1.44906591
-5.33966983,2.85157575,0.01389717,0.23264232,0.47633811,0.65117214,0.80341964,0.01178140,1.40228702
-5.33366683,2.75315903,0.01344370,0.22605317,0.46131923,0.62332643,0.77555292,0.01157229,1.35316475
-5.32766383,2.65095966,0.01293713,0.21957977,0.44482828,0.59712895,0.74611801,0.01133031,1.30225206
-5.32166083,2.54643523,0.01238526,0.21335321,0.42707838,0.57285366,0.71559725,0.01106121,1.25019318
-5.31565783,2.44121195,0.01179720,0.20752254,0.40832133,0.55080236,0.68451913,0.01077204,1.19771351
-5.30965483,2.33705252,0.01118312,0.20225222,0.38884026,0.53130302,0.65344674,0.01047092,1.14560579
-5.30365183,2.23581786,0.01055394,0.19771874,0.36894128,0.51470610,0.62296509,0.01016687,1.09471321
-5.29764882,2.13942393,0.00992110,0.19410648,0.34894457,0.50137862,0.59366750,0.00986953,1.04590981
-5.29164582,2.04979482,0.00929621,0.19160288,0.32917519,0.49169622,0.56614158,0.00958893,1.00007888
-5.28564282,1.96881356,0.00869084,0.19039297,0.30995396,0.48603330,0.54095507,0.00933513,0.95808995
-5.27963982,1.89827220,0.00811630,0.19065354,0.29158872,0.48475162,0.51864214,0.00911798,0.92077523
-5.27363682,1.83982269,0.00758340,0.19254700,0.27436620,0.48818757,0.49969037,0.00894676,0.88890621
-5.26763382,1.79492998,0.00710229,0.19621516,0.25854486,0.49663873,0.48452888,0.00882993,0.86317118
-5.26163082,1.76482896,0.00668234,0.20177319,0.24434868,0.51034999,0.47351791,0.00877487,0.84415445
-5.25562781,1.75048641,0.00633201,0.20930392,0.23196230,0.52949995,0.46694007,0.00878766,0.83231783
-5.24962481,1.75256943,0.00605875,0.21885266,0.22152733,0.55418802,0.46499371,0.00887291,0.82798517
-5.24362181,1.77142117,0.00586897,0.23042293,0.21314011,0.58442293,0.46778833,0.00903366,0.83133028
-5.23761881,1.80704483,0.00576794,0.24397310,0.20685072,0.62011298,0.47534235,0.00927127,0.84236874
-5.23161581,1.85909666,0.00575981,0.25941430,0.20266329,0.66105874,0.48758336,0.00958549,0.86095392
-5.22561281,1.92688814,0.00584752,0.27660968,0.20053750,0.70694858,0.50435062,0.00997443,0.88677732
-5.21960980,2.00939765,0.00603278,0.29537511,0.20039108,0.75735726,0.52540003,0.01043478,0.91937337
-5.21360680,2.10529125,0.00631606,0.31548152,0.20210339,0.81174810,0.55041124,0.01096186,0.95812843
-5.20760380,2.21295235,0.00669649,0.33665868,0.20551956,0.86947864,0.57899676,0.01154990,1.00229403
-5.20160080,2.33051916,0.00717190,0.35860064,0.21045548,0.92980986,0.61071275,0.01219225,1.05100368
-5.19559780,2.45592906,0.00773869,0.38097251,0.21670303,0.99191897,0.64507117,0.01288163,1.10329305
-5.18959480,2.58696844,0.00839185,0.40341846,0.22403574,1.05491528,0.68155272,0.01361038,1.15812266
-5.18359180,2.72132646,0.00912491,0.42557076,0.23221449,1.11785888,0.71962034,0.01437075,1.21440258
-5.17758879,2.85665081,0.00992992,0.44705953,0.24099323,1.17978155,0.75873245,0.01515506,1.27101823
-5.17158579,2.99060382,0.01079746,0.46752283,0.25012450,1.23970933,0.79835564,0.01595597,1.32685651
-5.16558279,3.12091683,0.01171669,0.48661686,0.25936471,1.29668589,0.83797624,0.01676658,1.38083138
-5.15957979,3.24544101,0.01267540,0.50402566,0.26847892,1.34979604,0.87711030,0.01758054,1.43190812
-5.15357679,3.36219296,0.01366016,0.51947024,0.27724519,1.39818853,0.91531160,0.01839208,1.47912548
-5.14757379,3.46939368,0.01465644,0.53271651,0.28545839,1.44109735,0.95217750,0.01919603,1.52161504
-5.14157079,3.56549962,0.01564888,0.54358188,0.29293328,1.47786079,0.98735243,0.01998768,1.55861724
-5.13556778,3.64922521,0.01662150,0.55194018,0.29950698,1.50793759,1.02052903,0.02076271,1.58949373
-5.12956478,3.71955636,0.01755802,0.55772475,0.30504084,1.53091965,1.05144708,0.02151701,1.61373576
-5.12356178,3.77575518,0.01844220,0.56092960,0.30942149,1.54654079,1.07989057,0.02224648,1.63096855
-5.11755878,3.81735617,0.01925822,0.56160847,0.31256140,1.55468136,1.10568316,0.02294685,1.64095181
-5.11155578,3.84415500,0.01999102,0.55987207,0.31439879,1.55536853,1.12868267,0.02361351,1.64357670
-5.10555278,3.85619072,0.02062672,0.55588337,0.31489700,1.54877229,1.14877510,0.02424131,1.63885947
-5.09954977,3.85372308,0.02115300,0.54985130,0.31404342,1.53519737,1.16586869,0.02482453,1.62693260
-5.09354677,3.83720628,0.02155940,0.54202307,0.31184804,1.51507143,1.17988869,0.02535674,1.60803372
-5.08754377,3.80726066,0.02183764,0.53267542,0.30834165,1.48892987,1.19077313,0.02583091,1.58249312
-5.08154077,3.76464396,0.02198188,0.52210504,0.30357389,1.45739810,1.19847014,0.02623942,1.55072048
-5.07553777,3.71022325,0.02198884,0.51061869,0.29761110,1.42117155,1.20293696,0.02657431,1.51319121
-5.06953477,3.64494878,0.02185797,0.49852329,0.29053404,1.38099451,1.20414072,0.02682744,1.47043318
-5.06353177,3.56983041,0.02159139,0.48611625,0.28243570,1.33763832,1.20206097,0.02699086,1.42301399
-5.05752876,3.48591723,0.02119388,0.47367660,0.27341898,1.29187972,1.19669366,0.02705710,1.37152931
-5.05152576,3.39428065,0.02067268,0.46145696,0.26359457,1.24448013,1.18805627,0.02701959,1.31659235
-5.04552276,3.29600069,0.02003730,0.44967679,0.25307882,1.19616643,1.17619363,0.02687296,1.25882460
-5.03951976,3.19215546,0.01929920,0.43851708,0.24199173,1.14761401,1.16118384,0.02661345,1.19884791
-5.03351676,3.08381324,0.01847148,0.42811664,0.23045508,1.09943242,1.14314383,0.02623919,1.13727769
-5.02751376,2.97202660,0.01756844,0.41857003,0.21859069,1.05215411,1.12223395,0.02575046,1.07471720
-5.02151076,2.85782813,0.01660521,0.40992732,0.20651872,1.00622656,1.09866123,0.02514985,1.01175276
-5.01550775,2.74222700,0.01559733,0.40219542,0.19435624,0.96200785,1.07268085,0.02444232,0.94894966
-5.00950475,2.62620600,0.01456032,0.39534119,0.18221582,0.91976575,1.04459557,0.02363523,0.88684857
-5.00350175,2.51071857,0.01350933,0.38929590,0.17020429,0.87968020,1.01475312,0.02273816,0.82596235
-4.99749875,2.39668552,0.01245873,0.38396105,0.15842169,0.84184881,0.98354146,0.02176274,0.76677315
-4.99149575,2.28499135,0.01142186,0.37921512,0.14696027,0.80629519,0.95138210,0.02072237,0.70972963
-4.98549275,2.17647992,0.01041079,0.37492116,0.13590377,0.77297937,0.91872187,0.01963181,0.65524436
-4.97948974,2.07194972,0.00943606,0.37093468,0.12532671,0.74180999,0.88602321,0.01850679,0.60369130
-4.97348674,1.97214858,0.00850663,0.36711159,0.11529402,0.71265748,0.85375377,0.01736357,0.55540344
-4.96748374,1.87776809,0.00762977,0.36331592,0.10586065,0.68536754,0.82237546,0.01621849,0.51067067
-4.96148074,1.78943779,0.00681104,0.35942670,0.09707150,0.65977445,0.79233347,0.01508749,0.46973774
-4.95547774,1.70771919,0.00605438,0.35534407,0.08896140,0.63571332,0.76404576,0.01398572,0.43280267
-4.94947474,1.63309983,0.00536214,0.35099391,0.08155528,0.61303094,0.73789322,0.01292716,0.40001534
-4.94347174,1.56598723,0.00473523,0.34633111,0.07486844,0.59159462,0.71421088,0.01192429,0.37147651
-4.93746873,1.50670302,0.00417326,0.34134112,0.06890692,0.57129870,0.69328030,0.01098781,0.34723718
-4.93146573,1.45547709,0.00367471,0.33603984,0.06366803,0.55206848,0.67532331,0.01012652,0.32729836
-4.92546273,1.41244187,0.00323714,0.33047176,0.05914082,0.53386153,0.66049725,0.00934711,0.31161116
-4.91945973,1.37762698,0.00285729,0.32470648,0.05530667,0.51666636,0.64889156,0.00865420,0.30007741
-4.91345673,1.35095417,0.00253136,0.31883389,0.05213994,0.50049873,0.64052584,0.00805028,0.29255055
-4.90745373,1.33223307,0.00225512,0.31295814,0.04960851,0.48539588,0.63534936,0.00753581,0.28883701
-4.90145073,1.32115784,0.00202405,0.30719089,0.04767442,0.47140919,0.63324182,0.00710937,0.28869813
-4.89544772,1.31730527,0.00183355,0.30164405,0.04629452,0.45859570,0.63401557,0.00676774,0.29185244
-4.88944472,1.32013480,0.00167902,0.29642256,0.04542104,0.44700918,0.63741898,0.00650617,0.29797872
-4.88344172,1.32899085,0.00155595,0.29161758,0.04500223,0.43669129,0.64314127,0.00631853,0.30671964
-4.87743872,1.34310806,0.00146007,0.28730039,0.04498305,0.42766346,0.65081844,0.00619760,0.31768620
-4.87143572,1.36161987,0.00138738,0.28351751,0.04530581,0.41991999,0.66004061,0.00613525,0.33046301
-4.86543272,1.38357072,0.00133421,0.28028717,0.04591094,0.41342286,0.67036055,0.00612270,0.34461452
-4.85942971,1.40793222,0.00129733,0.27759742,0.04673777,0.40809864,0.68130338,0.00615077,0.35969214
-4.85342671,1.43362316,0.00127392,0.27540598,0.04772547,0.40383764,0.69237747,0.00621012,0.37524241
-4.84742371,1.45953326,0.00126167,0.27364181,0.04881392,0.40049551,0.70308619,0.00629147,0.39081591
-4.84142071,1.48455033,0.00125876,0.27220831,0.04994483,0.39789716,0.71294052,0.00638581,0.40597707
-4.83541771,1.50759004,0.00126397,0.27098810,0.05106276,0.39584291,0.72147213,0.00648462,0.42031445
-4.82941471,1.52762756,0.00127665,0.26984890,0.05211632,0.39411647,0.72824660,0.00658006,0.43345152
-4.82341171,1.54373011,0.00129682,0.26865045,0.05305928,0.39249448,0.73287652,0.00666516,0.44505734
-4.81740870,1.55508915,0.00132516,0.26725183,0.05385180,0.39075703,0.73503397,0.00673395,0.45485720
-4.81140570,1.56105102,0.00136311,0.26551908,0.05446144,0.38869870,0.73446191,0.00678161,0.46264248
-4.80540270,1.56114490,0.00141289,0.26333246,0.05486427,0.38613960,0.73098425,0.00680459,0.46827969
-4.79939970,1.55510683,0.00147756,0.26059320,0.05504576,0.38293575,0.72451399,0.00680069,0.47171821
-4.79339670,1.54289875,0.00156109,0.25722922,0.05500151,0.37898848,0.71505927,0.00676908,0.47299642
-4.78739370,1.52472179,0.00166838,0.25319979,0.05473783,0.37425232,0.70272697,0.00671040,0.47224594
-4.78139070,1.50102308,0.00180530,0.24849863,0.05427212,0.36874101,0.68772372,0.00662669,0.46969389
-4.77538769,1.47249570,0.00197872,0.24315557,0.05363293,0.36253141,0.67035423,0.00652137,0.46566276
-4.76938469,1.44007177,0.00219649,0.23723669,0.05285989,0.35576517,0.65101702,0.00639918,0.46056812
-4.76338169,1.40490859,0.00246743,0.23084282,0.05200328,0.34864802,0.63019757,0.00626608,0.45491385
-4.75737869,1.36836840,0.00280123,0.22410672,0.05112341,0.34144676,0.60845919,0.00612911,0.44928512
-4.75137569,1.33199216,0.00320835,0.21718896,0.05028972,0.33448408,0.58643185,0.00599625,0.44433908
-4.74537269,1.29746811,0.00369986,0.21027285,0.04957965,0.32813128,0.56479934,0.00587623,0.44079350
-4.73936968,1.26659595,0.00428720,0.20355845,0.04907725,0.32279933,0.54428498,0.00577833,0.43941336
-4.73336668,1.24124738,0.00498193,0.19725626,0.04887163,0.31892832,0.52563647,0.00571217,0.44099573
-4.72736368,1.22332401,0.00579538,0.19158054,0.04905517,0.31697572,0.50961001,0.00568743,0.44635302
-4.72136068,1.21471342,0.00673824,0.18674268,0.04972154,0.31740379,0.49695415,0.00571368,0.45629484
-4.71535768,1.21724415,0.00782015,0.18294489,0.05096360,0.32066639,0.48839366,0.00580006,0.47160883
-4.70935468,1.23264052,0.00904918,0.18037422,0.05287111,0.32719548,0.48461354,0.00595502,0.49304053
-4.70335168,1.26247794,0.01043132,0.17919734,0.05552838,0.33738774,0.48624356,0.00618610,0.52127274
-4.69734867,1.30813944,0.01196998,0.17955589,0.05901178,0.35159142,0.49384340,0.00649962,0.55690472
-4.69134567,1.37077428,0.01366545,0.18156278,0.06338726,0.37009397,0.50788864,0.00690048,0.60043161
-4.68534267,1.45125921,0.01551444,0.18529924,0.06870786,0.39311048,0.52875766,0.00739189,0.65222458
-4.67933967,1.55016352,0.01750965,0.19081277,0.07501128,0.42077338,0.55671979,0.00797516,0.71251227
-4.67333667,1.66771852,0.01963946,0.19811592,0.08231761,0.45312367,0.59192486,0.00864958,0.78136416
-4.66733367,1.80379258,0.02188774,0.20718584,0.09062731,0.49010399,0.63439434,0.00941221,0.85867652
-4.66133067,1.95787273,0.02423374,0.21796468,0.09991938,0.53155368,0.68401448,0.01025784,0.94416167
-4.65532766,2.12905396,0.02665223,0.23036052,0.11015013,0.57720633,0.74053172,0.01117896,1.03734120
-4.64932466,2.31603704,0.02911376,0.24424916,0.12125225,0.62668986,0.80355070,0.01216579,1.13754392
-4.64332166,2.51713605,0.03158514,0.25947634,0.13313458,0.67952933,0.87253523,0.01320638,1.24390896
-4.63731866,2.73029610,0.03403004,0.27586062,0.14568251,0.73515280,0.94681255,0.01428680,1.35539454
-4.63131566,2.95312185,0.03640985,0.29319671,0.15875911,0.79290002,1.02558105,0.01539140,1.47079265
-4.62531266,3.18291697,0.03868459,0.31125932,0.17220693,0.85203408,1.10792176,0.01650315,1.58874965
-4.61930965,3.41673405,0.04081403,0.32980739,0.18585066,0.91175579,1.19281343,0.01760400,1.70779259
-4.61330665,3.65143443,0.04275884,0.34858873,0.19950043,0.97122054,1.27915134,0.01867539,1.82636064
-4.60730365,3.88375655,0.04448175,0.36734499,0.21295580,1.02955716,1.36576929,0.01969871,1.94284104
-4.60130065,4.11039110,0.04594878,0.38581674,0.22601025,1.08588842,1.45146451,0.02065583,2.05560840
-4.59529765,4.32806081,0.04713030,0.40374886,0.23845622,1.13935234,1.53502479,0.02152966,2.16306607
-4.58929465,4.53360236,0.04800206,0.42089578,0.25009023,1.18912390,1.61525703,0.02230464,2.26368828
-4.58329165,4.72404748,0.04854600,0.43702665,0.26071821,1.23443606,1.69101633,0.02296725,2.35606137
-4.57728864,4.89670041,0.04875087,0.45193029,0.27016064,1.27459968,1.76123459,0.02350645,2.43892258
-4.57128564,5.04920874,0.04861266,0.46541958,0.27825743,1.30902133,1.82494761,0.02391402,2.51119489
-4.56528264,5.17962473,0.04813468,0.47733532,0.28487224,1.33721843,1.88131968,0.02418488,2.57201635
-4.55927964,5.28645479,0.04732750,0.48754929,0.28989614,1.35883107,1.92966459,0.02431718,2.62076292
-4.55327664,5.36869496,0.04620854,0.49596642,0.29325043,1.37363009,1.96946243,0.02431244,2.65706364
-4.54727364,5.42585098,0.04480145,0.50252595,0.29488857,1.38152104,2.00037121,0.02417543,2.68080755
-4.54127064,5.45794207,0.04313537,0.50720148,0.29479700,1.38254389,2.02223311,0.02391402,2.69214225
-4.53526763,5.46548829,0.04124384,0.50999991,0.29299506,1.37686846,2.03507489,0.02353892,2.69146390
-4.52926463,5.44948209,0.03916378,0.51095931,0.28953381,1.36478596,2.03910263,0.02306326,2.67939935
-4.52326163,5.41134522,0.03693429,0.51014581,0.28449389,1.34669674,2.03469084,0.02250216,2.65678104
-4.51725863,5.35287292,0.03459545,0.50764958,0.27798260,1.32309504,2.02236664,0.02187221,2.62461581
-4.51125563,5.27616768,0.03218715,0.50358012,0.27013022,1.29455125,2.00278946,0.02119089,2.58404894
-4.50525263,5.18356544,0.02974803,0.49806119,0.26108581,1.26169249,1.97672726,0.02047602,2.53632479
-4.49924962,5.07755710,0.02731448,0.49122541,0.25101260,1.22518225,1.94503013,0.01974516,2.48274578
-4.49324662,4.96070857,0.02491983,0.48320898,0.24008328,1.18570010,1.90860242,0.01901507,2.42463117
