energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.54479419,0.86116427,0.37601837,0.00897338,0.07356817,0.00788606,0.79638944,0.44207906,0.10317312
-5.99399700,1.63466730,0.92245199,0.39917368,0.00913342,0.08096868,0.00877955,0.83904738,0.46695000,0.10952464
-5.98799400,1.73193326,0.98681443,0.42487130,0.00928675,0.08888750,0.00982519,0.88505795,0.49357473,0.11630245
-5.98199100,1.83630553,1.05386888,0.45311024,0.00943706,0.09729274,0.01101994,0.93426954,0.52181915,0.12349918
-5.97598799,1.94735189,1.12315943,0.48384090,0.00958816,0.10614195,0.01235898,0.98646360,0.55151075,0.13109891
-5.96998499,2.06448650,1.19415853,0.51696236,0.00974378,0.11538241,0.01383547,1.04135019,0.58243799,0.13907608
-5.96398199,2.18696660,1.26627064,0.55232158,0.00990731,0.12495189,0.01544025,1.09856544,0.61435087,0.14739447
-5.95797899,2.31389444,1.33883804,0.58971446,0.01008159,0.13477993,0.01716166,1.15767112,0.64696280,0.15600655
-5.95197599,2.44422466,1.41114889,0.62888902,0.01026867,0.14478952,0.01898538,1.21815675,0.67995366,0.16485318
-5.94597299,2.57677733,1.48244725,0.66955045,0.01046968,0.15489913,0.02089437,1.27944397,0.71297411,0.17386354
-5.93996998,2.71025623,1.55194525,0.71136797,0.01068468,0.16502520,0.02286892,1.34089357,0.74565111,0.18295562
-5.93396698,2.84327209,1.61883676,0.75398318,0.01091258,0.17508482,0.02488674,1.40181469,0.77759434,0.19203704
-5.92796398,2.97437003,1.68231258,0.79701945,0.01115111,0.18499847,0.02692325,1.46147632,0.80840350,0.20100632
-5.92196098,3.10206016,1.74157658,0.84009209,0.01139688,0.19469291,0.02895191,1.51912060,0.83767622,0.20975455
-5.91595798,3.22485057,1.79586244,0.88281865,0.01164540,0.20410378,0.03094467,1.57397761,0.86501629,0.21816748
-5.90995498,3.34128125,1.84445052,0.92482898,0.01189127,0.21317800,0.03287253,1.62528137,0.89004212,0.22612787
-5.90395198,3.44995784,1.88668427,0.96577443,0.01212836,0.22187564,0.03470613,1.67228638,0.91239496,0.23351816
-5.89794897,3.54958406,1.92198590,1.00533594,0.01234999,0.23017128,0.03641648,1.71428439,0.93174681,0.24022327
-5.89194597,3.63899148,1.94987054,1.04323040,0.01254921,0.23805473,0.03797562,1.75062078,0.94780782,0.24613355
-5.88594297,3.71716576,1.96995867,1.07921530,0.01271902,0.24553089,0.03935735,1.78071015,0.96033268,0.25114763
-5.87993997,3.78326839,1.98198628,1.11309121,0.01285269,0.25261900,0.04053796,1.80405056,0.96912629,0.25517525
-5.87393697,3.83665336,1.98581247,1.14470234,0.01294396,0.25935106,0.04149681,1.82023602,0.97404804,0.25813979
-5.86793397,3.87687829,1.98142418,1.17393500,0.01298729,0.26576963,0.04221696,1.82896682,0.97501503,0.25998057
-5.86193097,3.90370981,1.96893799,1.20071452,0.01297808,0.27192509,0.04268562,1.83005747,0.97200387,0.26065467
-5.85592796,3.91712353,1.94859875,1.22500063,0.01291281,0.27787256,0.04289453,1.82344181,0.96505114,0.26013837
-5.84992496,3.91729865,1.92077533,1.24678200,0.01278921,0.28366862,0.04284015,1.80917537,0.95425253,0.25842798
-5.84392196,3.90460800,1.88595341,1.26607030,0.01260628,0.28936808,0.04252379,1.78743471,0.93976060,0.25554024
-5.83791896,3.87960422,1.84472573,1.28289442,0.01236437,0.29502104,0.04195156,1.75851398,0.92178139,0.25151201
-5.83191596,3.84300291,1.79778009,1.29729517,0.01206511,0.30067046,0.04113415,1.72281864,0.90056990,0.24639958
-5.82591296,3.79566369,1.74588550,1.30932115,0.01171140,0.30635037,0.04008651,1.68085668,0.87642465,0.24027730
-5.81990995,3.73857021,1.68987700,1.31902604,0.01130727,0.31208497,0.03882744,1.63322767,0.84968142,0.23323590
-5.81390695,3.67280985,1.63063954,1.32646753,0.01085771,0.31788853,0.03737903,1.58060987,0.82070651,0.22538035
-5.80790395,3.59955394,1.56909154,1.33170812,0.01036859,0.32376641,0.03576603,1.52374604,0.78988958,0.21682736
-5.80190095,3.52003907,1.50616845,1.33481758,0.00984636,0.32971679,0.03401517,1.46342811,0.75763635,0.20770281
-5.79589795,3.43554986,1.44280679,1.33587700,0.00929795,0.33573329,0.03215450,1.40048152,0.72436134,0.19813891
-5.78989495,3.34740335,1.37992892,1.33498395,0.00873050,0.34180815,0.03021264,1.33574932,0.69048085,0.18827143
-5.78389195,3.25693488,1.31842892,1.33225831,0.00815119,0.34793573,0.02821810,1.27007668,0.65640630,0.17823694
-5.77788894,3.16548533,1.25915962,1.32784820,0.00756703,0.35411617,0.02619863,1.20429612,0.62253811,0.16817016
-5.77188594,3.07438916,1.20292085,1.32193526,0.00698474,0.36035869,0.02418065,1.13921365,0.58926006,0.15820161
-5.76588294,2.98496272,1.15044899,1.31473877,0.00641055,0.36668448,0.02218875,1.07559622,0.55693442,0.14845535
-5.75987994,2.89849238,1.10240778,1.30651794,0.00585012,0.37312871,0.02024521,1.01416048,0.52589761,0.13904714
-5.75387694,2.81622172,1.05938015,1.29757185,0.00530842,0.37974157,0.01836974,0.95556302,0.49645654,0.13008284
-5.74787394,2.73933746,1.02186115,1.28823674,0.00478968,0.38658805,0.01657923,0.90039208,0.46888553,0.12165705
-5.74187094,2.66895380,0.99025178,1.27888043,0.00429736,0.39374647,0.01488761,0.84916074,0.44342371,0.11385212
-5.73586793,2.60609502,0.96485369,1.26989398,0.00383414,0.40130570,0.01330583,0.80230148,0.42027290,0.10673743
-5.72986493,2.55167649,0.94586477,1.26168056,0.00340195,0.40936123,0.01184186,0.76016201,0.39959591,0.10036880
-5.72386193,2.50648456,0.93337567,1.25464238,0.00300196,0.41801014,0.01050089,0.72300236,0.38151509,0.09478828
-5.71785893,2.47115587,0.92736738,1.24916581,0.00263471,0.42734542,0.00928543,0.69099314,0.36611127,0.09002397
-5.71185593,2.44615705,0.92771003,1.24560582,0.00230010,0.43744971,0.00819560,0.66421479,0.35342291,0.08609010
-5.70585293,2.43176582,0.93416319,1.24427037,0.00199754,0.44838909,0.00722936,0.64265803,0.34344567,0.08298722
-5.69984992,2.42805455,0.94637783,1.24540566,0.00172597,0.46020705,0.00638280,0.62622527,0.33613223,0.08070249
-5.69384692,2.43487762,0.96390038,1.24918318,0.00148399,0.47291917,0.00565045,0.61473322,0.33139263,0.07921012
-5.68784392,2.45186360,0.98617882,1.25568931,0.00126991,0.48650881,0.00502556,0.60791660,0.32909512,0.07847197
-5.68184092,2.47841323,1.01257129,1.26491808,0.00108184,0.50092410,0.00450042,0.60543319,0.32906758,0.07843817
-5.67583792,2.51370397,1.04235705,1.27676768,0.00091778,0.51607639,0.00406658,0.60687010,0.33109976,0.07904805
-5.66983492,2.55670169,1.07474988,1.29104100,0.00077566,0.53184044,0.00371513,0.61175147,0.33494625,0.08023104
-5.66383192,2.60617951,1.10891376,1.30745023,0.00065340,0.54805620,0.00343693,0.61954746,0.34033035,0.08190793
-5.65782891,2.66074372,1.14398049,1.32562539,0.00054896,0.56453237,0.00322281,0.62968460,0.34694879,0.08399217
-5.65182591,2.71886612,1.17906890,1.34512647,0.00046038,0.58105137,0.00306368,0.64155741,0.35447736,0.08639141
-5.64582291,2.77892190,1.21330501,1.36545857,0.00038580,0.59737564,0.00295078,0.65454099,0.36257733,0.08900925
-5.63981991,2.83923182,1.24584270,1.38608936,0.00032350,0.61325493,0.00287570,0.66800443,0.37090251,0.09174709
-5.63381691,2.89810719,1.27588397,1.40646800,0.00027191,0.62843432,0.00283055,0.68132480,0.37910687,0.09450615
-5.62781391,2.95389605,1.30269821,1.42604461,0.00022961,0.64266242,0.00280799,0.69390119,0.38685243,0.09718955
-5.62181091,3.00502865,1.32563972,1.44428943,0.00019532,0.65569957,0.00280131,0.70516853,0.39381725,0.09970449
