energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.71785893,7.27449553,0.03464444,1.51511907,0.02612615,0.00000000,3.81600916,3.71912748,0.09020673,1.78055005
-5.71185593,7.36244710,0.03478295,1.52530645,0.02660984,0.00000000,3.90543385,3.74937996,0.09117419,1.81334206
-5.70585293,7.45409193,0.03493095,1.53541490,0.02713260,0.00000000,4.00025966,3.77944994,0.09223375,1.84861483
-5.69984992,7.54884412,0.03508971,1.54540363,0.02768985,0.00000000,4.09986225,3.80922255,0.09339336,1.88607974
-5.69384692,7.64588256,0.03525945,1.55519101,0.02827557,0.00000000,4.20338794,3.83850123,0.09465669,1.92537594
-5.68784392,7.74415309,0.03543916,1.56465510,0.02888235,0.00000000,4.30975875,3.86700540,0.09602269,1.96607207
-5.68184092,7.84238121,0.03562665,1.57363607,0.02950150,0.00000000,4.41768615,3.89437292,0.09748540,2.00767064
-5.67583792,7.93909466,0.03581852,1.58194038,0.03012317,0.00000000,4.52569325,3.92016724,0.09903387,2.04961508
-5.66983492,8.03265522,0.03601017,1.58934646,0.03073658,0.00000000,4.63214480,3.94388869,0.10065232,2.09129926
-5.66383192,8.12129851,0.03619596,1.59561152,0.03133026,0.00000000,4.73528419,3.96498947,0.10232040,2.13207933
-5.65782891,8.20318030,0.03636924,1.60047928,0.03189231,0.00000000,4.83327625,3.98289157,0.10401367,2.17128758
-5.65182591,8.27642761,0.03652256,1.60368819,0.03241069,0.00000000,4.92425455,3.99700666,0.10570428,2.20824771
-5.64582291,8.33919277,0.03664783,1.60497999,0.03287355,0.00000000,5.00637159,4.00675731,0.10736166,2.24229131
-5.63981991,8.38970843,0.03673649,1.60410820,0.03326956,0.00000000,5.07785035,4.01159833,0.10895350,2.27277464
-5.63381691,8.42634162,0.03677981,1.60084629,0.03358820,0.00000000,5.13703532,4.01103761,0.11044664,2.29909548
-5.62781391,8.44764493,0.03676910,1.59499546,0.03382010,0.00000000,5.18244143,4.00465546,0.11180816,2.32070917
-5.62181091,8.45240311,0.03669598,1.58639161,0.03395726,0.00000000,5.21279917,3.99212188,0.11300636,2.33714342
-5.61580790,8.43967365,0.03655267,1.57491164,0.03399339,0.00000000,5.22709435,3.97321101,0.11401182,2.34801139
-5.60980490,8.40881991,0.03633224,1.56047863,0.03392402,0.00000000,5.22460128,3.94781260,0.11479836,2.35302248
-5.60380190,8.35953602,0.03602892,1.54306619,0.03374674,0.00000000,5.20490807,3.91593987,0.11534389,2.35199058
-5.59779890,8.29186287,0.03563835,1.52270155,0.03346128,0.00000000,5.16793338,3.87773401,0.11563120,2.34483945
-5.59179590,8.20619480,0.03515777,1.49946763,0.03306954,0.00000000,5.11393409,3.83346501,0.11564850,2.33160520
-5.58579290,8.10327722,0.03458627,1.47350389,0.03257564,0.00000000,5.04350368,3.78352930,0.11538989,2.31243576
-5.57978989,7.98419523,0.03392492,1.44500606,0.03198583,0.00000000,4.95756138,3.72844415,0.11485557,2.28758740
-5.57378689,7.85035413,0.03317683,1.41422468,0.03130839,0.00000000,4.85733289,3.66883947,0.11405185,2.25741868
-5.56778389,7.70345239,0.03234724,1.38146248,0.03055347,0.00000000,4.74432297,3.60544716,0.11299096,2.22238189
-5.56178089,7.54544820,0.03144345,1.34707068,0.02973287,0.00000000,4.62028145,3.53908863,0.11169072,2.18301246
-5.55577789,7.37852071,0.03047471,1.31144419,0.02885981,0.00000000,4.48716336,3.47066072,0.11017392,2.13991673
-5.54977489,7.20502697,0.02945208,1.27501578,0.02794864,0.00000000,4.34708499,3.40112051,0.10846760,2.09375843
-5.54377189,7.02745582,0.02838815,1.23824928,0.02701458,0.00000000,4.20227692,3.33146922,0.10660223,2.04524434
-5.53776888,6.84837982,0.02729675,1.20163194,0.02607332,0.00000000,4.05503561,3.26273555,0.10461067,1.99510954
-5.53176588,6.67040610,0.02619262,1.16566590,0.02514081,0.00000000,3.90767489,3.19595865,0.10252721,1.94410252
-5.52576288,6.49612718,0.02509098,1.13085910,0.02423285,0.00000000,3.76247845,3.13217073,0.10038648,1.89297067
-5.51975988,6.32807248,0.02400715,1.09771549,0.02336482,0.00000000,3.62165446,3.07237963,0.09822243,1.84244617
-5.51375688,6.16866132,0.02295614,1.06672495,0.02255140,0.00000000,3.48729330,3.01755124,0.09606732,1.79323274
-5.50775388,6.02015798,0.02195220,1.03835288,0.02180626,0.00000000,3.36132888,2.96859211,0.09395087,1.74599333
-5.50175088,5.88462953,0.02100842,1.01302979,0.02114183,0.00000000,3.24550434,2.92633219,0.09189947,1.70133887
-5.49574787,5.76390698,0.02013646,0.99114104,0.02056909,0.00000000,3.14134234,2.89150812,0.08993557,1.65981836
-5.48974487,5.65955045,0.01934613,0.97301706,0.02009736,0.00000000,3.05012032,2.86474736,0.08807721,1.62191020
-5.48374187,5.57281901,0.01864526,0.95892419,0.01973416,0.00000000,2.97285073,2.84655338,0.08633776,1.58801506
-5.47773887,5.50464574,0.01803946,0.94905660,0.01948508,0.00000000,2.91026658,2.83729265,0.08472583,1.55845030
-5.47173587,5.45561898,0.01753203,0.94352939,0.01935367,0.00000000,2.86281204,2.83718374,0.08324531,1.53344599
-5.46573287,5.42597018,0.01712397,0.94237336,0.01934145,0.00000000,2.83063852,2.84628922,0.08189561,1.51314269
-5.45972986,5.41556914,0.01681398,0.94553152,0.01944783,0.00000000,2.81360580,2.86451077,0.08067205,1.49759107
-5.45372686,5.42392708,0.01659864,0.95285778,0.01967013,0.00000000,2.81128863,2.89158807,0.07956632,1.48675332
-5.44772386,5.45020776,0.01647253,0.96411775,0.02000367,0.00000000,2.82298839,2.92710164,0.07856704,1.48050649
-5.44172086,5.49324685,0.01642851,0.97899205,0.02044185,0.00000000,2.84775000,2.97048008,0.07766044,1.47864762
-5.43571786,5.55157921,0.01645795,0.99708190,0.02097622,0.00000000,2.88438360,3.02101129,0.07683094,1.48090060
-5.42971486,5.62347353,0.01655108,1.01791702,0.02159670,0.00000000,2.93149102,3.07785786,0.07606187,1.48692467
-5.42371186,5.70697344,0.01669727,1.04096582,0.02229169,0.00000000,2.98749630,3.14007579,0.07533604,1.49632417
-5.41770885,5.79994392,0.01688537,1.06564735,0.02304834,0.00000000,3.05067994,3.20663609,0.07463639,1.50865947
-5.41170585,5.90012143,0.01710405,1.09134488,0.02385275,0.00000000,3.11921597,3.27644835,0.07394642,1.52345857
-5.40570285,6.00516607,0.01734205,1.11742063,0.02469021,0.00000000,3.19121112,3.34838518,0.07325068,1.54022900
-5.39969985,6.11271412,0.01758849,1.14323112,0.02554549,0.00000000,3.26474511,3.42130672,0.07253511,1.55846971
-5.39369685,6.22042886,0.01783310,1.16814269,0.02640311,0.00000000,3.33791096,3.49408401,0.07178728,1.57768246
-5.38769385,6.32604822,0.01806643,1.19154666,0.02724759,0.00000000,3.40885426,3.56562025,0.07099662,1.59738234
-5.38169085,6.42742756,0.01828001,1.21287361,0.02806376,0.00000000,3.47581052,3.63486948,0.07015443,1.61710715
-5.37568784,6.52257657,0.01846644,1.23160631,0.02883702,0.00000000,3.53713932,3.70085165,0.06925401,1.63642526
-5.36968484,6.60968922,0.01861951,1.24729093,0.02955357,0.00000000,3.59135465,3.76266428,0.06829055,1.65494186
-5.36368184,6.68716663,0.01873424,1.25954621,0.03020067,0.00000000,3.63715064,3.81949032,0.06726110,1.67230352
-5.35767884,6.75363259,0.01880687,1.26807041,0.03076685,0.00000000,3.67342214,3.87060266,0.06616447,1.68820102
-5.35167584,6.80794250,0.01883485,1.27264582,0.03124209,0.00000000,3.69927986,3.91536576,0.06500108,1.70237060
-5.34567284,6.84918614,0.01881683,1.27314094,0.03161799,0.00000000,3.71406000,3.95323515,0.06377280,1.71459379
-5.33966983,6.87668565,0.01875255,1.26951032,0.03188785,0.00000000,3.71732840,3.98375551,0.06248290,1.72469616
-5.33366683,6.88998969,0.01864285,1.26179226,0.03204682,0.00000000,3.70887954,4.00655843,0.06113582,1.73254515
-5.32766383,6.88886512,0.01848955,1.25010459,0.03209194,0.00000000,3.68873080,4.02136048,0.05973711,1.73804745
-5.32166083,6.87328739,0.01829538,1.23463879,0.03202214,0.00000000,3.65711250,4.02796251,0.05829330,1.74114614
-5.31565783,6.84343067,0.01806392,1.21565280,0.03183825,0.00000000,3.61445433,4.02625055,0.05681181,1.74181787
-5.30965483,6.79965834,0.01779951,1.19346271,0.03154296,0.00000000,3.56136879,4.01619876,0.05530088,1.74007037
-5.30365183,6.74251444,0.01750720,1.16843384,0.03114077,0.00000000,3.49863230,3.99787429,0.05376947,1.73594037
-5.29764882,6.67271607,0.01719265,1.14097127,0.03063784,0.00000000,3.42716452,3.97144377,0.05222720,1.72949192
-5.29164582,6.59114648,0.01686203,1.11151030,0.03004190,0.00000000,3.34800643,3.93718088,0.05068427,1.72081531
-5.28564282,6.49884835,0.01652197,1.08050690,0.02936210,0.00000000,3.26229770,3.89547416,0.04915141,1.71002623
-5.27963982,6.39701638,0.01617942,1.04842844,0.02860882,0.00000000,3.17125366,3.84683401,0.04763974,1.69726515
-5.27363682,6.28698835,0.01584156,1.01574480,0.02779346,0.00000000,3.07614227,3.79189776,0.04616072,1.68269673
-5.26763382,6.17023360,0.01551568,0.98292007,0.02692827,0.00000000,2.97826136,3.73143174,0.04472601,1.66650885
-5.26163082,6.04833797,0.01520904,0.95040481,0.02602607,0.00000000,2.87891631,3.66632924,0.04334732,1.64891119
-5.25562781,5.92298452,0.01492868,0.91862899,0.02510006,0.00000000,2.77939851,3.59760357,0.04203628,1.63013307
-5.24962481,5.79592938,0.01468135,0.88799570,0.02416352,0.00000000,2.68096460,3.52637549,0.04080428,1.61042031
-5.24362181,5.66897266,0.01447326,0.85887557,0.02322961,0.00000000,2.58481681,3.45385478,0.03966227,1.59003112
-5.23761881,5.54392449,0.01430993,0.83160197,0.02231112,0.00000000,2.49208446,3.38131602,0.03862058,1.56923091
-5.23161581,5.42256676,0.01419607,0.80646690,0.02142017,0.00000000,2.40380690,3.31006887,0.03768873,1.54828616
-5.22561281,5.30661152,0.01413538,0.78371768,0.02056808,0.00000000,2.32091796,3.24142389,0.03687527,1.52745737
-5.21960980,5.19765729,0.01413041,0.76355431,0.01976509,0.00000000,2.24423211,3.17665472,0.03618758,1.50699150
-5.21360680,5.09714481,0.01418244,0.74612749,0.01902019,0.00000000,2.17443253,3.11695837,0.03563169,1.48711417
-5.20760380,5.00631407,0.01429140,0.73153737,0.01834098,0.00000000,2.11206133,3.06341498,0.03521217,1.46802193
-5.20160080,4.92616450,0.01445580,0.71983281,0.01773355,0.00000000,2.05751192,3.01694914,0.03493203,1.44987511
-5.19559780,4.85742023,0.01467266,0.71101136,0.01720239,0.00000000,2.01102387,2.97829432,0.03479258,1.43279167
-5.18959480,4.80050226,0.01493756,0.70501974,0.01675033,0.00000000,1.97268032,2.94796240,0.03479348,1.41684251
-5.18359180,4.75550932,0.01524470,0.70175501,0.01637858,0.00000000,1.94240818,2.92621999,0.03493266,1.40204849
-5.17758879,4.72220872,0.01558693,0.70106623,0.01608677,0.00000000,1.91998116,2.91307278,0.03520643,1.38837971
-5.17158579,4.70003834,0.01595593,0.70275690,0.01587303,0.00000000,1.90502584,2.90825926,0.03560958,1.37575708
-5.16558279,4.68812045,0.01634237,0.70658796,0.01573418,0.00000000,1.89703075,2.91125441,0.03613555,1.36405645
-5.15957979,4.68528749,0.01673611,0.71228159,0.01566590,0.00000000,1.89535875,2.92128381,0.03677667,1.35311523
-5.15357679,4.69011947,0.01712644,0.71952578,0.01566297,0.00000000,1.89926231,2.93734791,0.03752443,1.34274138
-5.14757379,4.70099236,0.01750236,0.72797972,0.01571959,0.00000000,1.90790206,2.95825604,0.03836989,1.33272466
-5.14157079,4.71613585,0.01785284,0.73728005,0.01582964,0.00000000,1.92036801,2.98266888,0.03930404,1.32284951
-5.13556778,4.73369887,0.01816714,0.74704793,0.01598704,0.00000000,1.93570344,3.00914817,0.04031831,1.31290928
-5.12956478,4.75182056,0.01843508,0.75689694,0.01618611,0.00000000,1.95293084,3.03621160,0.04140503,1.30272109
-5.12356178,4.76870397,0.01864737,0.76644169,0.01642186,0.00000000,1.97107948,3.06239079,0.04255799,1.29214074
-5.11755878,4.78268973,0.01879585,0.77530690,0.01669038,0.00000000,1.98921373,3.08629005,0.04377293,1.28107683
-5.11155578,4.79232663,0.01887377,0.78313691,0.01698911,0.00000000,2.00646142,3.10664332,0.04504806,1.26950346
-5.10555278,4.79643593,0.01887598,0.78960514,0.01731708,0.00000000,2.02204124,3.12236694,0.04638447,1.25747070
-5.09954977,4.79416656,0.01879911,0.79442342,0.01767513,0.00000000,2.03528810,3.13260569,0.04778652,1.24511227
-5.09354677,4.78503845,0.01864170,0.79735057,0.01806601,0.00000000,2.04567541,3.13677012,0.04926201,1.23264978
-5.08754377,4.76897166,0.01840423,0.79820000,0.01849443,0.00000000,2.05283326,3.13456329,0.05082233,1.22039306
-5.08154077,4.74629951,0.01808920,0.79684603,0.01896698,0.00000000,2.05656149,3.12599548,0.05248231,1.20873646
-5.07553777,4.71776456,0.01770097,0.79322829,0.01949200,0.00000000,2.05683684,3.11138605,0.05425995,1.19815077
-5.06953477,4.68449699,0.01724574,0.78735425,0.02007934,0.00000000,2.05381354,3.09135213,0.05617588,1.18917103
-5.06353177,4.64797567,0.01673130,0.77929939,0.02073996,0.00000000,2.04781703,3.06678438,0.05825267,1.18238036
-5.05752876,4.60997299,0.01616687,0.76920497,0.02148556,0.00000000,2.03933078,3.03881065,0.06051388,1.17839048
-5.05152576,4.57248554,0.01556275,0.75727341,0.02232802,0.00000000,2.02897636,3.00874907,0.06298295,1.17781934
-5.04552276,4.53765297,0.01493011,0.74376128,0.02327886,0.00000000,2.01748760,2.97805237,0.06568196,1.18126684
-5.03951976,4.50766848,0.01428057,0.72897027,0.02434866,0.00000000,2.00567954,2.94824582,0.06863027,1.18928957
-5.03351676,4.48468451,0.01362592,0.71323628,0.02554639,0.00000000,1.99441359,2.92086156,0.07184312,1.20237551
-5.02751376,4.47071770,0.01297775,0.69691721,0.02687891,0.00000000,1.98456035,2.89737193,0.07533031,1.22091989
-5.02151076,4.46755735,0.01234711,0.68037993,0.02835034,0.00000000,1.97696164,2.87912507,0.07909497,1.24520324
-5.01550775,4.47668138,0.01174422,0.66398699,0.02996164,0.00000000,1.97239351,2.86728524,0.08313245,1.27537265
-5.00950475,4.49918360,0.01117818,0.64808364,0.03171018,0.00000000,1.97153199,2.86278084,0.08742958,1.31142716
-5.00350175,4.53571586,0.01065676,0.63298578,0.03358954,0.00000000,1.97492311,2.86626220,0.09196413,1.35320810
-4.99749875,4.58644762,0.01018616,0.61896935,0.03558934,0.00000000,1.98295855,2.87807108,0.09670470,1.40039488
-4.99149575,4.65104497,0.00977097,0.60626166,0.03769525,0.00000000,1.99585817,2.89822324,0.10161097,1.45250672
-4.98549275,4.72867039,0.00941400,0.59503498,0.03988919,0.00000000,2.01366005,2.92640465,0.10663436,1.50891024
-4.97948974,4.81800306,0.00911635,0.58540265,0.04214960,0.00000000,2.03621861,2.96198165,0.11171906,1.56883298
-4.97348674,4.91727929,0.00887739,0.57741782,0.04445194,0.00000000,2.06321051,3.00402437,0.11680342,1.63138225
-4.96748374,5.02435110,0.00869493,0.57107479,0.04676922,0.00000000,2.09414826,3.05134238,0.12182164,1.69556878
-4.96148074,5.13676055,0.00856531,0.56631282,0.04907267,0.00000000,2.12840042,3.10253085,0.12670569,1.76033430
-4.95547774,5.25182641,0.00848362,0.56302204,0.05133249,0.00000000,2.16521748,3.15602522,0.13138733,1.82458184
-4.94947474,5.36673951,0.00844393,0.56105122,0.05351862,0.00000000,2.20376192,3.21016169,0.13580019,1.88720781
-4.94347174,5.47866249,0.00843953,0.56021675,0.05560150,0.00000000,2.24314095,3.26324120,0.13988180,1.94713443
-4.93746873,5.58482964,0.00846323,0.56031252,0.05755286,0.00000000,2.28244024,3.31359369,0.14357538,2.00334120
-4.93146573,5.68264252,0.00850758,0.56112002,0.05934639,0.00000000,2.32075700,3.35964025,0.14683152,2.05489432
-4.92546273,5.76975758,0.00856521,0.56241824,0.06095838,0.00000000,2.35723091,3.39995036,0.14960941,2.10097286
-4.91945973,5.84416190,0.00862903,0.56399279,0.06236819,0.00000000,2.39107161,3.43329202,0.15187774,2.14089060
-4.91345673,5.90423445,0.00869249,0.56564394,0.06355868,0.00000000,2.42158143,3.45867277,0.15361521,2.17411297
-4.90745373,5.94879064,0.00874979,0.56719319,0.06451644,0.00000000,2.44817283,3.47537013,0.15481064,2.20026836
-4.90145073,5.97710868,0.00879603,0.56848814,0.06523194,0.00000000,2.47037989,3.48295068,0.15546264,2.21915372
-4.89544772,5.98893759,0.00882736,0.56940550,0.06569949,0.00000000,2.48786388,3.48127705,0.15557894,2.23073424
-4.88944472,5.98448696,0.00884103,0.56985236,0.06591720,0.00000000,2.50041295,3.47050325,0.15517551,2.23513755
-4.88344172,5.96439991,0.00883546,0.56976561,0.06588671,0.00000000,2.50793655,3.45105878,0.15427534,2.23264278
-4.87743872,5.92971095,0.00881023,0.56910982,0.06561295,0.00000000,2.51045535,3.42362268,0.15290719,2.22366528
-4.87143572,5.88179132,0.00876599,0.56787377,0.06510380,0.00000000,2.50808744,3.38908894,0.15110422,2.20873765
-4.86543272,5.82228465,0.00870444,0.56606601,0.06436972,0.00000000,2.50103208,3.34852511,0.14890275,2.18848828
-4.85942971,5.75303608,0.00862812,0.56370959,0.06342342,0.00000000,2.48955191,3.30312597,0.14634099,2.16361812
-4.85342671,5.67601796,0.00854032,0.56083664,0.06227946,0.00000000,2.47395479,3.25416444,0.14345809,2.13487682
-4.84742371,5.59325543,0.00844487,0.55748285,0.06095399,0.00000000,2.45457627,3.20294164,0.14029329,2.10303907
-4.84142071,5.50675462,0.00834598,0.55368233,0.05946443,0.00000000,2.43176349,3.15073828,0.13688533,2.06888203
-4.83541771,5.41843624,0.00824800,0.54946310,0.05782927,0.00000000,2.40586135,3.09876898,0.13327212,2.03316452
-4.82941471,5.33007655,0.00815525,0.54484351,0.05606786,0.00000000,2.37720121,3.04814132,0.12949059,1.99660848
-4.82341171,5.24325761,0.00807183,0.53982961,0.05420024,0.00000000,2.34609272,2.99982072,0.12557673,1.95988323
-4.81740870,5.15932783,0.00800143,0.53441376,0.05224708,0.00000000,2.31281858,2.95460233,0.12156573,1.92359257
-4.81140570,5.07937370,0.00794718,0.52857435,0.05022954,0.00000000,2.27763235,2.91309048,0.11749228,1.88826512
-4.80540270,5.00420285,0.00791155,0.52227674,0.04816921,0.00000000,2.24075904,2.87568618,0.11339078,1.85434757
-4.79939970,4.93433828,0.00789620,0.51547518,0.04608800,0.00000000,2.20239802,2.84258259,0.10929561,1.82220102
-4.79339670,4.87002326,0.00790198,0.50811576,0.04400801,0.00000000,2.16272791,2.81376831,0.10524124,1.79210001
-4.78739370,4.81123595,0.00792884,0.50013997,0.04195145,0.00000000,2.12191295,2.78903806,0.10126226,1.76423414
-4.78139070,4.75771276,0.00797588,0.49148884,0.03994039,0.00000000,2.08011020,2.76800988,0.09739325,1.73871201
-4.77538769,4.70897903,0.00804140,0.48210733,0.03799664,0.00000000,2.03747734,2.75014814,0.09366846,1.71556708
-4.76938469,4.66438581,0.00812294,0.47194880,0.03614144,0.00000000,1.99418029,2.73479127,0.09012137,1.69476535
-4.76338169,4.62315102,0.00821744,0.46097920,0.03439524,0.00000000,1.95040049,2.72118305,0.08678411,1.67621442
-4.75737869,4.58440367,0.00832135,0.44918095,0.03277739,0.00000000,1.90634138,2.70850635,0.08368672,1.65977373
-4.75137569,4.54722947,0.00843078,0.43655615,0.03130585,0.00000000,1.86223378,2.69591804,0.08085645,1.64526574
-4.74537269,4.51071640,0.00854171,0.42312907,0.02999690,0.00000000,1.81834010,2.68258388,0.07831691,1.63248755
-4.73936968,4.47399880,0.00865015,0.40894782,0.02886486,0.00000000,1.77495704,2.66771224,0.07608737,1.62122298
-4.73336668,4.43629851,0.00875233,0.39408503,0.02792186,0.00000000,1.73241678,2.65058557,0.07418208,1.61125446
-4.72736368,4.39696191,0.00884488,0.37863773,0.02717757,0.00000000,1.69108667,2.63058850,0.07260973,1.60237467
-4.72136068,4.35549163,0.00892500,0.36272616,0.02663913,0.00000000,1.65136728,2.60723187,0.07137309,1.59439731
-4.71535768,4.31157198,0.00899060,0.34649187,0.02631095,0.00000000,1.61368890,2.58017183,0.07046878,1.58716690
-4.70935468,4.26508720,0.00904043,0.33009496,0.02619470,0.00000000,1.57850646,2.54922351,0.06988737,1.58056702
-4.70335168,4.21613208,0.00907414,0.31371083,0.02628930,0.00000000,1.54629307,2.51436885,0.06961353,1.57452685
-4.69734867,4.16501432,0.00909237,0.29752629,0.02659096,0.00000000,1.51753210,2.47575841,0.06962651,1.56902547
-4.69134567,4.11224868,0.00909675,0.28173545,0.02709326,0.00000000,1.49270794,2.43370716,0.06990072,1.56409398
-4.68534267,4.05854290,0.00908985,0.26653535,0.02778730,0.00000000,1.47229569,2.38868451,0.07040650,1.55981486
-4.67933967,4.00477584,0.00907512,0.25212159,0.02866187,0.00000000,1.45674974,2.34129881,0.07111101,1.55631894
-4.67333667,3.95196842,0.00905682,0.23868405,0.02970357,0.00000000,1.44649164,2.29227707,0.07197913,1.55377954
-4.66733367,3.90124830,0.00903984,0.22640278,0.03089709,0.00000000,1.44189730,2.24244048,0.07297445,1.55240428
-4.66133067,3.85380938,0.00902955,0.21544420,0.03222533,0.00000000,1.44328398,2.19267666,0.07406027,1.55242461
-4.65532766,3.81086759,0.00903160,0.20595771,0.03366965,0.00000000,1.45089727,2.14390950,0.07520042,1.55408350
-4.64932466,3.77361435,0.00905172,0.19807268,0.03521005,0.00000000,1.46489853,2.09706777,0.07636016,1.55762172
-4.64332166,3.74316949,0.00909549,0.19189595,0.03682540,0.00000000,1.48535313,2.05305340,0.07750684,1.56326336
