energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.80701279,0.00094229,0.00963154,0.01022085,0.52365681,0.18251660,0.09095077,0.60142551,0.02630660
-5.99399700,0.82102578,0.00088977,0.00947009,0.00988350,0.53269873,0.18956805,0.09156091,0.61677469,0.02703180
-5.98799400,0.83436787,0.00086415,0.00928999,0.00958873,0.54110499,0.19649032,0.09205612,0.63018447,0.02777310
-5.98199100,0.84684336,0.00086673,0.00908999,0.00933146,0.54873492,0.20321809,0.09240636,0.64150305,0.02852866
-5.97598799,0.85831152,0.00089904,0.00886995,0.00910706,0.55548404,0.20969513,0.09258799,0.65063031,0.02929807
-5.96998499,0.86869233,0.00096279,0.00863090,0.00891157,0.56128803,0.21587581,0.09258453,0.65752146,0.03008230
-5.96398199,0.87796978,0.00105990,0.00837504,0.00874189,0.56612538,0.22172628,0.09238720,0.66218923,0.03088369
-5.95797899,0.88619290,0.00119249,0.00810567,0.00859592,0.57001849,0.22722537,0.09199511,0.66470440,0.03170587
-5.95197599,0.89347441,0.00136277,0.00782714,0.00847266,0.57303317,0.23236508,0.09141516,0.66519472,0.03255357
-5.94597299,0.89998699,0.00157301,0.00754470,0.00837226,0.57527676,0.23715072,0.09066171,0.66384229,0.03343243
-5.93996998,0.90595751,0.00182548,0.00726435,0.00829594,0.57689476,0.24160057,0.08975585,0.66087935,0.03434874
-5.93396698,0.91165919,0.00212230,0.00699260,0.00824595,0.57806615,0.24574519,0.08872466,0.65658272,0.03530915
-5.92796398,0.91740205,0.00246535,0.00673629,0.00822546,0.57899760,0.24962620,0.08760007,0.65126684,0.03632033
-5.92196098,0.92352198,0.00285612,0.00650237,0.00823833,0.57991669,0.25329478,0.08641776,0.64527578,0.03738865
-5.91595798,0.93036862,0.00329560,0.00629759,0.00828895,0.58106433,0.25680969,0.08521588,0.63897420,0.03851982
-5.90995498,0.93829253,0.00378409,0.00612836,0.00838193,0.58268667,0.26023504,0.08403379,0.63273761,0.03971851
-5.90395198,0.94763204,0.00432111,0.00600045,0.00852190,0.58502666,0.26363777,0.08291072,0.62694217,0.04098806
-5.89794897,0.95870005,0.00490525,0.00591882,0.00871317,0.58831558,0.26708498,0.08188459,0.62195419,0.04233011
-5.89194597,0.97177147,0.00553404,0.00588742,0.00895949,0.59276486,0.27064130,0.08099084,0.61811985,0.04374433
-5.88594297,0.98707163,0.00620394,0.00590906,0.00926372,0.59855834,0.27436618,0.08026143,0.61575524,0.04522815
-5.87993997,1.00476606,0.00691020,0.00598526,0.00962766,0.60584549,0.27831155,0.07972395,0.61513731,0.04677662
-5.87393697,1.02495236,0.00764696,0.00611619,0.01005172,0.61473565,0.28251971,0.07940101,0.61649589,0.04838226
-5.86793397,1.04765435,0.00840723,0.00630062,0.01053484,0.62529381,0.28702174,0.07930972,0.62000727,0.05003502
-5.86193097,1.07281896,0.00918301,0.00653592,0.01107434,0.63753792,0.29183651,0.07946149,0.62578956,0.05172236
-5.85592796,1.10031629,0.00996547,0.00681815,0.01166582,0.65143813,0.29697033,0.07986200,0.63390019,0.05342944
-5.84992496,1.12994277,0.01074512,0.00714208,0.01230323,0.66691802,0.30241736,0.08051139,0.64433564,0.05513933
-5.84392196,1.16142768,0.01151213,0.00750138,0.01297892,0.68385776,0.30816073,0.08140473,0.65703356,0.05683345
-5.83791896,1.19444278,0.01225655,0.00788881,0.01368378,0.70209926,0.31417448,0.08253259,0.67187724,0.05849202
-5.83191596,1.22861489,0.01296876,0.00829638,0.01440751,0.72145316,0.32042605,0.08388184,0.68870226,0.06009463
-5.82591296,1.26354077,0.01363976,0.00871562,0.01513886,0.74170717,0.32687940,0.08543655,0.70730513,0.06162092
-5.81990995,1.29880387,0.01426160,0.00913787,0.01586598,0.76263573,0.33349845,0.08717894,0.72745351,0.06305123
-5.81390695,1.33399204,0.01482771,0.00955452,0.01657679,0.78401026,0.34025081,0.08909041,0.74889740,0.06436732
-5.80790395,1.36871550,0.01533332,0.00995731,0.01725939,0.80560956,0.34711137,0.09115245,0.77138101,0.06555310
-5.80190095,1.40262394,0.01577576,0.01033862,0.01790245,0.82722985,0.35406574,0.09334757,0.79465443,0.06659524
-5.79589795,1.43542204,0.01615471,0.01069170,0.01849558,0.84869398,0.36111321,0.09566003,0.81848461,0.06748375
-5.78989495,1.46688244,0.01647245,0.01101093,0.01902971,0.86985903,0.36826907,0.09807639,0.84266508,0.06821245
-5.78389195,1.49685547,0.01673398,0.01129201,0.01949736,0.89062221,0.37556601,0.10058586,0.86702385,0.06877925
-5.77788894,1.52527504,0.01694703,0.01153208,0.01989291,0.91092444,0.38305472,0.10318045,0.89142903,0.06918627
-5.77188594,1.55216036,0.01712208,0.01172987,0.02021273,0.93075159,0.39080332,0.10585488,0.91579203,0.06943988
-5.76588294,1.57761337,0.01727212,0.01188571,0.02045530,0.95013318,0.39889583,0.10860619,0.94006803,0.06955040
-5.75987994,1.60181193,0.01741246,0.01200150,0.02062115,0.96913874,0.40742959,0.11143328,0.96425396,0.06953174
-5.75387694,1.62499932,0.01756038,0.01208066,0.02071282,0.98787199,0.41651186,0.11433624,0.98838393,0.06940085
-5.74787394,1.64747036,0.01773465,0.01212799,0.02073466,1.00646317,0.42625558,0.11731550,1.01252269,0.06917703
-5.74187094,1.66955519,0.01795507,0.01214952,0.02069263,1.02506004,0.43677463,0.12037112,1.03675741,0.06888114
-5.73586793,1.69160140,0.01824186,0.01215223,0.02059397,1.04381808,0.44817872,0.12350186,1.06118836,0.06853478
-5.72986493,1.71395554,0.01861507,0.01214385,0.02044692,1.06289029,0.46056818,0.12670451,1.08591905,0.06815937
-5.72386193,1.73694486,0.01909390,0.01213256,0.02026034,1.08241738,0.47402884,0.12997325,1.11104643,0.06777536
-5.71785893,1.76086036,0.01969608,0.01212671,0.02004341,1.10251861,0.48862730,0.13329917,1.13665165,0.06740143
-5.71185593,1.78594161,0.02043722,0.01213453,0.01980526,1.12328389,0.50440663,0.13667000,1.16279185,0.06705378
-5.70585293,1.81236428,0.02133023,0.01216382,0.01955469,1.14476734,0.52138288,0.14007001,1.18949332,0.06674560
-5.69984992,1.84023056,0.02238478,0.01222172,0.01929988,1.16698261,0.53954223,0.14348014,1.21674642,0.06648661
-5.69384692,1.86956279,0.02360686,0.01231444,0.01904823,1.18989997,0.55883925,0.14687826,1.24450215,0.06628283
-5.68784392,1.90030047,0.02499841,0.01244707,0.01880616,1.21344526,0.57919585,0.15023964,1.27267059,0.06613646
-5.68184092,1.93230028,0.02655714,0.01262340,0.01857902,1.23750053,0.60050142,0.15353743,1.30112104,0.06604590
-5.67583792,1.96533911,0.02827638,0.01284574,0.01837102,1.26190618,0.62261370,0.15674333,1.32968367,0.06600597
-5.66983492,1.99911962,0.03014513,0.01311492,0.01818528,1.28646440,0.64536065,0.15982818,1.35815260,0.06600821
-5.66383192,2.03327794,0.03214825,0.01343014,0.01802382,1.31094368,0.66854307,0.16276258,1.38628989,0.06604131
-5.65782891,2.06739307,0.03426673,0.01378905,0.01788764,1.33508403,0.69193798,0.16551745,1.41383051,0.06609158
-5.65182591,2.10099758,0.03647818,0.01418774,0.01777686,1.35860287,0.71530260,0.16806456,1.44048784,0.06614354
-5.64582291,2.13358922,0.03875729,0.01462085,0.01769077,1.38120115,0.73837892,0.17037689,1.46595955,0.06618049
-5.63981991,2.16464311,0.04107652,0.01508168,0.01762799,1.40256978,0.76089862,0.17242898,1.48993374,0.06618509
-5.63381691,2.19362416,0.04340681,0.01556238,0.01758657,1.42239609,0.78258836,0.17419718,1.51209524,0.06613999
-5.62781391,2.21999957,0.04571828,0.01605410,0.01756411,1.44037034,0.80317525,0.17565986,1.53213193,0.06602840
-5.62181091,2.24325123,0.04798100,0.01654728,0.01755784,1.45619217,0.82239233,0.17679755,1.54974106,0.06583458
-5.61580790,2.26288776,0.05016573,0.01703186,0.01756471,1.46957699,0.83998406,0.17759309,1.56463559,0.06554436
-5.60980490,2.27845606,0.05224462,0.01749759,0.01758146,1.48026230,0.85571157,0.17803179,1.57655044,0.06514554
-5.60380190,2.28955238,0.05419179,0.01793427,0.01760467,1.48801373,0.86935756,0.17810166,1.58524863,0.06462824
-5.59779890,2.29583240,0.05598389,0.01833212,0.01763080,1.49263097,0.88073075,0.17779358,1.59052731,0.06398522
-5.59179590,2.29702045,0.05760051,0.01868200,0.01765622,1.49395324,0.88966972,0.17710163,1.59222342,0.06321203
-5.58579290,2.29291748,0.05902444,0.01897576,0.01767723,1.49186435,0.89604608,0.17602337,1.59021899,0.06230719
-5.57978989,2.28340755,0.06024187,0.01920644,0.01769009,1.48629702,0.89976680,0.17456019,1.58444584,0.06127219
-5.57378689,2.26846271,0.06124244,0.01936856,0.01769106,1.47723649,0.90077573,0.17271767,1.57488954,0.06011151
-5.56778389,2.24814602,0.06201916,0.01945828,0.01767639,1.46472305,0.89905415,0.17050583,1.56159237,0.05883246
-5.56178089,2.22261247,0.06256827,0.01947360,0.01764241,1.44885343,0.89462059,0.16793944,1.54465516,0.05744504
-5.55577789,2.19210790,0.06288900,0.01941442,0.01758550,1.42978096,0.88752960,0.16503815,1.52423788,0.05596169
-5.54977489,2.15696560,0.06298328,0.01928265,0.01750224,1.40771432,0.87786990,0.16182653,1.50055872,0.05439697
-5.54377189,2.11760091,0.06285541,0.01908218,0.01738936,1.38291485,0.86576177,0.15833400,1.47389174,0.05276724
-5.53776888,2.07450371,0.06251173,0.01881884,0.01724391,1.35569257,0.85135384,0.15459457,1.44456300,0.05109025
-5.53176588,2.02822912,0.06196030,0.01850030,0.01706326,1.32640076,0.83481959,0.15064649,1.41294519,0.04938478
-5.52576288,1.97938665,0.06121062,0.01813588,0.01684520,1.29542942,0.81635334,0.14653165,1.37945089,0.04767019
-5.51975988,1.92862796,0.06027331,0.01773638,0.01658801,1.26319767,0.79616632,0.14229493,1.34452463,0.04596606
-5.51375688,1.87663376,0.05915995,0.01731382,0.01629054,1.23014532,0.77448251,0.13798339,1.30863388,0.04429177
-5.50775388,1.82410000,0.05788289,0.01688115,0.01595222,1.19672377,0.75153465,0.13364536,1.27225928,0.04266616
-5.50175088,1.77172379,0.05645511,0.01645193,0.01557317,1.16338662,0.72756042,0.12932949,1.23588423,0.04110716
-5.49574787,1.72018921,0.05489015,0.01604002,0.01515416,1.13057998,0.70279879,0.12508370,1.19998431,0.03963153
-5.48974487,1.67015341,0.05320204,0.01565920,0.01469669,1.09873291,0.67748662,0.12095421,1.16501653,0.03825459
-5.48374187,1.62223316,0.05140526,0.01532282,0.01420291,1.06824806,0.65185550,0.11698447,1.13140893,0.03698994
-5.47773887,1.57699200,0.04951469,0.01504346,0.01367567,1.03949270,0.62612887,0.11321427,1.09955058,0.03584932
-5.47173587,1.53492829,0.04754558,0.01483254,0.01311840,1.01279037,0.60051934,0.10967879,1.06978230,0.03484239
-5.46573287,1.49646419,0.04551344,0.01470004,0.01253509,0.98841321,0.57522616,0.10640778,1.04238839,0.03397656
-5.45972986,1.46193581,0.04343398,0.01465412,0.01193021,0.96657528,0.55043291,0.10342490,1.01758939,0.03325689
-5.45372686,1.43158469,0.04132299,0.01470088,0.01130856,0.94742676,0.52630533,0.10074706,0.99553624,0.03268594
-5.44772386,1.40555084,0.03919613,0.01484411,0.01067524,0.93104949,0.50298930,0.09838403,0.97630601,0.03226364
-5.44172086,1.38386752,0.03706878,0.01508505,0.01003546,0.91745374,0.48060904,0.09633807,0.95989923,0.03198723
-5.43571786,1.36645811,0.03495583,0.01542230,0.00939448,0.90657660,0.45926549,0.09460379,0.94623913,0.03185116
-5.42971486,1.35313524,0.03287141,0.01585168,0.00875746,0.89828194,0.43903505,0.09316821,0.93517278,0.03184710
-5.42371186,1.34360254,0.03082871,0.01636627,0.00812934,0.89236230,0.41996860,0.09201088,0.92647434,0.03196392
-5.41770885,1.33745917,0.02883973,0.01695645,0.00751479,0.88854259,0.40209111,0.09110438,0.91985034,0.03218776
-5.41170585,1.33420746,0.02691508,0.01761002,0.00691805,0.88648590,0.38540162,0.09041484,0.91494707,0.03250219
-5.40570285,1.33326356,0.02506383,0.01831248,0.00634292,0.88580132,0.36987401,0.08990276,0.91135993,0.03288844
-5.39969985,1.33397125,0.02329333,0.01904731,0.00579264,0.88605369,0.35545831,0.08952400,0.90864464,0.03332566
-5.39369685,1.33561870,0.02160923,0.01979638,0.00526991,0.88677519,0.34208275,0.08923098,0.90633001,0.03379135
-5.38769385,1.33745784,0.02001538,0.02054040,0.00477681,0.88747853,0.32965654,0.08897396,0.90393201,0.03426183
-5.38169085,1.33872597,0.01851391,0.02125945,0.00431485,0.88767136,0.31807327,0.08870251,0.90096871,0.03471283
-5.37568784,1.33866888,0.01710531,0.02193357,0.00388497,0.88687153,0.30721484,0.08836707,0.89697565,0.03512005
-5.36968484,1.33656477,0.01578857,0.02254330,0.00348755,0.88462265,0.29695589,0.08792047,0.89152107,0.03545991
-5.36368184,1.33174817,0.01456140,0.02307034,0.00312250,0.88050941,0.28716854,0.08731954,0.88422059,0.03571018
-5.35767884,1.32363289,0.01342040,0.02349807,0.00278926,0.87417217,0.27772717,0.08652657,0.87475062,0.03585071
-5.35167584,1.31173296,0.01236134,0.02381216,0.00248693,0.86532000,0.26851317,0.08551061,0.86286013,0.03586406
-5.34567284,1.29568091,0.01137940,0.02400095,0.00221430,0.85374193,0.25941943,0.08424871,0.84838024,0.03573609
-5.33966983,1.27524230,0.01046944,0.02405590,0.00196992,0.83931566,0.25035429,0.08272675,0.83123118,0.03545646
-5.33366683,1.25032603,0.00962621,0.02397189,0.00175221,0.82201346,0.24124491,0.08094012,0.81142649,0.03501900
-5.32766383,1.22098981,0.00884456,0.02374730,0.00155949,0.80190491,0.23203982,0.07889404,0.78907401,0.03442193
-5.32166083,1.18744059,0.00811969,0.02338418,0.00139009,0.77915646,0.22271059,0.07660353,0.76437391,0.03366798
-5.31565783,1.15002976,0.00744724,0.02288808,0.00124234,0.75402760,0.21325247,0.07409314,0.73761351,0.03276427
-5.30965483,1.10924345,0.00682345,0.02226790,0.00111471,0.72686393,0.20368415,0.07139625,0.70915938,0.03172213
-5.30365183,1.06568817,0.00624522,0.02153556,0.00100576,0.69808732,0.19404647,0.06855414,0.67944675,0.03055669
-5.29764882,1.02007247,0.00571018,0.02070565,0.00091424,0.66818363,0.18440035,0.06561484,0.64896686,0.02928638
-5.29164582,0.97318531,0.00521668,0.01979487,0.00083906,0.63768832,0.17482382,0.06263169,0.61825259,0.02793232
-5.28564282,0.92587201,0.00476379,0.01882158,0.00077936,0.60717065,0.16540860,0.05966183,0.58786293,0.02651764
-5.27963982,0.87900878,0.00435126,0.01780516,0.00073444,0.57721698,0.15625605,0.05676453,0.55836686,0.02506671
-5.27363682,0.83347669,0.00397950,0.01676548,0.00070382,0.54841387,0.14747301,0.05399951,0.53032723,0.02360440
-5.26763382,0.79013616,0.00364946,0.01572232,0.00068721,0.52133139,0.13916743,0.05142533,0.50428504,0.02215528
-5.26163082,0.74980273,0.00336258,0.01469483,0.00068447,0.49650744,0.13144419,0.04909775,0.48074480,0.02074299
-5.25562781,0.71322494,0.00312076,0.01370105,0.00069562,0.47443331,0.12440116,0.04706831,0.46016118,0.01938949
-5.24962481,0.68106503,0.00292620,0.01275750,0.00072079,0.45554118,0.11812567,0.04538299,0.44292758,0.01811460
-5.24362181,0.65388295,0.00278139,0.01187882,0.00076022,0.44019360,0.11269156,0.04408116,0.42936661,0.01693546
-5.23761881,0.63212401,0.00268901,0.01107755,0.00081420,0.42867544,0.10815688,0.04319462,0.41972290,0.01586623
-5.23161581,0.61611056,0.00265187,0.01036389,0.00088309,0.42118835,0.10456225,0.04274696,0.41415838,0.01491786
-5.22561281,0.60603756,0.00267282,0.00974567,0.00096721,0.41784777,0.10193007,0.04275313,0.41274985,0.01409796
-5.21960980,0.60197224,0.00275466,0.00922827,0.00106689,0.41868265,0.10026444,0.04321922,0.41548918,0.01341087
-5.21360680,0.60385761,0.00290014,0.00881471,0.00118242,0.42363760,0.09955184,0.04414249,0.42228583,0.01285769
-5.20760380,0.61151955,0.00311178,0.00850577,0.00131400,0.43257755,0.09976252,0.04551168,0.43297160,0.01243660
-5.20160080,0.62467725,0.00339188,0.00830012,0.00146174,0.44529457,0.10085260,0.04730739,0.44730754,0.01214307
-5.19559780,0.64295657,0.00374238,0.00819455,0.00162566,0.46151678,0.10276661,0.04950284,0.46499280,0.01197028
-5.18959480,0.66590591,0.00416484,0.00818424,0.00180565,0.48091894,0.10544066,0.05206467,0.48567503,0.01190953
-5.18359180,0.69301417,0.00466030,0.00826298,0.00200149,0.50313460,0.10880583,0.05495398,0.50896221,0.01195070
-5.17758879,0.72373016,0.00522928,0.00842352,0.00221283,0.52776927,0.11279191,0.05812752,0.53443550,0.01208272
-5.17158579,0.75748311,0.00587170,0.00865781,0.00243924,0.55441456,0.11733122,0.06153895,0.56166275,0.01229409
-5.16558279,0.79370357,0.00658682,0.00895734,0.00268017,0.58266252,0.12236240,0.06514029,0.59021233,0.01257331
-5.15957979,0.83184414,0.00737326,0.00931343,0.00293505,0.61212015,0.12783406,0.06888336,0.61966679,0.01290941
-5.15357679,0.87139954,0.00822902,0.00971753,0.00320326,0.64242341,0.13370823,0.07272128,0.64963598,0.01329234
-5.14757379,0.91192522,0.00915143,0.01016149,0.00348419,0.67325035,0.13996332,0.07661001,0.67976916,0.01371338
-5.14157079,0.95305403,0.01013731,0.01063780,0.00377730,0.70433298,0.14659659,0.08050975,0.70976565,0.01416545
-5.13556778,0.99451032,0.01118299,0.01113988,0.00408213,0.73546729,0.15362603,0.08438637,0.73938360,0.01464342
-5.12956478,1.03612084,0.01228440,0.01166221,0.00439839,0.76652119,0.16109145,0.08821257,0.76844649,0.01514432
-5.12356178,1.07782198,0.01343724,0.01220051,0.00472595,0.79743975,0.16905483,0.09196892,0.79684707,0.01566744
-5.11755878,1.11966289,0.01463706,0.01275189,0.00506489,0.82824764,0.17759978,0.09564462,0.82454838,0.01621441
-5.11155578,1.16180413,0.01587942,0.01331483,0.00541554,0.85904832,0.18683008,0.09923799,0.85158183,0.01678914
-5.10555278,1.20451163,0.01715999,0.01388923,0.00577842,0.89001995,0.19686737,0.10275657,0.87804218,0.01739774
-5.09954977,1.24814595,0.01847466,0.01447633,0.00615428,0.92140784,0.20784792,0.10621691,0.90407948,0.01804825
-5.09354677,1.29314678,0.01981962,0.01507853,0.00654404,0.95351371,0.21991854,0.10964393,0.92988835,0.01875038
-5.08754377,1.34001327,0.02119143,0.01569923,0.00694869,0.98668171,0.23323174,0.11306991,0.95569471,0.01951515
-5.08154077,1.38928032,0.02258699,0.01634253,0.00736928,1.02128179,0.24794026,0.11653306,0.98174060,0.02035437
-5.07553777,1.44149183,0.02400355,0.01701290,0.00780670,1.05769079,0.26419103,0.12007580,1.00826767,0.02128019
-5.06953477,1.49717149,0.02543865,0.01771482,0.00826167,1.09627190,0.28211875,0.12374265,1.03549993,0.02230448
-5.06353177,1.55679231,0.02688997,0.01845236,0.00873449,1.13735321,0.30183931,0.12757798,1.06362660,0.02343827
-5.05752876,1.62074597,0.02835522,0.01922875,0.00922499,1.18120619,0.32344317,0.13162351,1.09278593,0.02469109
-5.05152576,1.68931313,0.02983196,0.02004595,0.00973229,1.22802498,0.34698897,0.13591578,1.12305051,0.02607035
-5.04552276,1.76263609,0.03131744,0.02090430,0.01025474,1.27790734,0.37249750,0.14048372,1.15441518,0.02758080
-5.03951976,1.84069489,0.03280837,0.02180211,0.01078976,1.33083821,0.39994638,0.14534625,1.18678785,0.02922392
-5.03351676,1.92328809,0.03430073,0.02273544,0.01133377,1.38667661,0.42926546,0.15051023,1.21998396,0.03099749
-5.02751376,2.01001926,0.03578961,0.02369791,0.01188214,1.44514658,0.46033335,0.15596873,1.25372497,0.03289520
-5.02151076,2.10028993,0.03726907,0.02468056,0.01242919,1.50583286,0.49297507,0.16169980,1.28764082,0.03490638
-5.01550775,2.19329971,0.03873194,0.02567198,0.01296824,1.56818155,0.52696113,0.16766568,1.32127675,0.03701590
-5.00950475,2.28805383,0.04016983,0.02665839,0.01349172,1.63150596,0.56200799,0.17381270,1.35410384,0.03920416
-5.00350175,2.38337819,0.04157305,0.02762399,0.01399132,1.69499778,0.59778022,0.18007172,1.38553323,0.04144727
-4.99749875,2.47794167,0.04293062,0.02855131,0.01445819,1.75774320,0.63389419,0.18635924,1.41493323,0.04371738
-4.99149575,2.57028514,0.04423038,0.02942173,0.01488323,1.81874356,0.66992339,0.19257914,1.44164872,0.04598320
