energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-3.22661331,1.37904829,0.58127930,0.17658635,0.00661909,0.09158014,1.28091675,0.65013197,0.34739807,0.00000000
-3.22061031,1.40257382,0.57137089,0.17284228,0.00628513,0.09653033,1.35090847,0.67238084,0.34907766,0.00000000
-3.21460730,1.42538483,0.56167095,0.16913799,0.00594772,0.10150936,1.42063810,0.69389303,0.35072064,0.00000000
-3.20860430,1.44707590,0.55232959,0.16552708,0.00561128,0.10644322,1.48907419,0.71428818,0.35230504,0.00000000
-3.20260130,1.46717516,0.54345272,0.16204899,0.00527971,0.11125181,1.55511938,0.73316969,0.35378678,0.00000000
-3.19659830,1.48516595,0.53510390,0.15872951,0.00495634,0.11585134,1.61764307,0.75013894,0.35510337,0.00000000
-3.19059530,1.50051194,0.52730840,0.15558216,0.00464395,0.12015679,1.67551733,0.76481041,0.35617904,0.00000000
-3.18459230,1.51268452,0.52005912,0.15261016,0.00434478,0.12408463,1.72765445,0.77682688,0.35693067,0.00000000
-3.17858929,1.52119077,0.51332390,0.14980898,0.00406056,0.12755552,1.77304451,0.78587389,0.35727450,0.00000000
-3.17258629,1.52560075,0.50705373,0.14716912,0.00379262,0.13049696,1.81079131,0.79169294,0.35713301,0.00000000
-3.16658329,1.52557253,0.50119128,0.14467915,0.00354193,0.13284563,1.84014497,0.79409255,0.35644166,0.00000000
-3.16058029,1.52087367,0.49567935,0.14232860,0.00330917,0.13454959,1.86052984,0.79295694,0.35515510,0.00000000
-3.15457729,1.51139814,0.49046863,0.14011069,0.00309485,0.13556995,1.87156640,0.78825169,0.35325249,0.00000000
-3.14857429,1.49717777,0.48552450,0.13802462,0.00289937,0.13588216,1.87308619,0.78002640,0.35074165,0.00000000
-3.14257129,1.47838776,0.48083238,0.13607733,0.00272306,0.13547679,1.86513917,0.76841408,0.34766179,0.00000000
-3.13656828,1.45534596,0.47640146,0.13428468,0.00256626,0.13435974,1.84799317,0.75362749,0.34408457,0.00000000
-3.13056528,1.42850604,0.47226668,0.13267186,0.00242934,0.13255203,1.82212568,0.73595272,0.34011361,0.00000000
-3.12456228,1.39844490,0.46848875,0.13127314,0.00231272,0.13008901,1.78820820,0.71574014,0.33588218,0.00000000
-3.11855928,1.36584496,0.46515241,0.13013082,0.00221688,0.12701918,1.74708413,0.69339356,0.33154945,0.00000000
-3.11255628,1.33147214,0.46236287,0.12929356,0.00214233,0.12340260,1.69974107,0.66935767,0.32729514,0.00000000
-3.10655328,1.29615048,0.46024073,0.12881412,0.00208962,0.11930904,1.64727886,0.64410473,0.32331304,0.00000000
-3.10055028,1.26073467,0.45891561,0.12874660,0.00205929,0.11481585,1.59087473,0.61812080,0.31980356,0.00000000
-3.09454727,1.22608134,0.45851876,0.12914335,0.00205185,0.11000580,1.53174694,0.59189212,0.31696562,0.00000000
-3.08854427,1.19302062,0.45917506,0.13005163,0.00206773,0.10496476,1.47111846,0.56589223,0.31498829,0.00000000
-3.08254127,1.16232879,0.46099485,0.13151035,0.00210729,0.09977955,1.41018200,0.54057004,0.31404251,0.00000000
-3.07653827,1.13470328,0.46406591,0.13354690,0.00217078,0.09453581,1.35006771,0.51633938,0.31427328,0.00000000
-3.07053527,1.11074083,0.46844611,0.13617426,0.00225836,0.08931608,1.29181454,0.49357029,0.31579258,0.00000000
-3.06453227,1.09091961,0.47415710,0.13938870,0.00237010,0.08419817,1.23634626,0.47258202,0.31867356,0.00000000
-3.05852926,1.07558603,0.48117949,0.14316800,0.00250607,0.07925374,1.18445277,0.45363820,0.32294606,0.00000000
-3.05252626,1.06494653,0.48944977,0.14747052,0.00266634,0.07454715,1.13677699,0.43694379,0.32859385,0.00000000
-3.04652326,1.05906474,0.49885929,0.15223501,0.00285115,0.07013468,1.09380763,0.42264419,0.33555373,0.00000000
-3.04052026,1.05786402,0.50925549,0.15738140,0.00306095,0.06606402,1.05587769,0.41082598,0.34371649,0.00000000
-3.03451726,1.06113520,0.52044547,0.16281248,0.00329659,0.06237397,1.02316832,0.40151957,0.35292994,0.00000000
-3.02851426,1.06854924,0.53220183,0.16841640,0.00355945,0.05909448,0.99571767,0.39470314,0.36300377,0.00000000
-3.02251126,1.07967418,0.54427059,0.17407010,0.00385158,0.05624688,0.97343391,0.39030797,0.37371619,0.00000000
-3.01650825,1.09399575,0.55638105,0.17964328,0.00417589,0.05384423,0.95611167,0.38822468,0.38482201,0.00000000
-3.01050525,1.11094074,0.56825708,0.18500302,0.00453631,0.05189192,0.94345107,0.38831027,0.39606197,0.00000000
-3.00450225,1.12990209,0.57962928,0.19001872,0.00493787,0.05038825,0.93507825,0.39039550,0.40717283,0.00000000
-2.99849925,1.15026483,0.59024772,0.19456711,0.00538686,0.04932518,0.93056664,0.39429247,0.41789783,0.00000000
-2.99249625,1.17143148,0.59989429,0.19853724,0.00589084,0.04868906,0.92945793,0.39980215,0.42799707,0.00000000
-2.98649325,1.19284618,0.60839427,0.20183508,0.00645868,0.04846138,0.93128205,0.40672139,0.43725727,0.00000000
-2.98049025,1.21401629,0.61562643,0.20438762,0.00710042,0.04861954,0.93557548,0.41484958,0.44550065,0.00000000
-2.97448724,1.23453077,0.62153105,0.20614617,0.00782722,0.04913757,0.94189719,0.42399440,0.45259218,0.00000000
-2.96848424,1.25407458,0.62611544,0.20708873,0.00865101,0.04998688,0.94984218,0.43397683,0.45844523,0.00000000
-2.96248124,1.27243854,0.62945669,0.20722142,0.00958426,0.05113695,0.95905206,0.44463524,0.46302506,0.00000000
-2.95647824,1.28952454,0.63170118,0.20657862,0.01063949,0.05255607,0.96922299,0.45582852,0.46635018,0.00000000
-2.95047524,1.30534595,0.63306116,0.20522209,0.01182883,0.05421208,0.98011082,0.46743833,0.46849138,0.00000000
-2.94447224,1.32002347,0.63380820,0.20323898,0.01316339,0.05607310,0.99153395,0.47937056,0.46956858,0.00000000
-2.93846923,1.33377687,0.63426393,0.20073874,0.01465266,0.05810832,1.00337406,0.49155610,0.46974561,0.00000000
-2.93246623,1.34691315,0.63478846,0.19784922,0.01630382,0.06028883,1.01557523,0.50395088,0.46922320,0.00000000
-2.92646323,1.35981186,0.63576695,0.19471208,0.01812110,0.06258845,1.02814175,0.51653563,0.46823055,0.00000000
-2.92046023,1.37290843,0.63759503,0.19147765,0.02010510,0.06498459,1.04113505,0.52931510,0.46701578,0.00000000
-2.91445723,1.38667620,0.64066357,0.18829955,0.02225220,0.06745904,1.05467001,0.54231701,0.46583590,0.00000000
-2.90845423,1.40160809,0.64534356,0.18532932,0.02455405,0.06999883,1.06891080,0.55559080,0.46494648,0.00000000
-2.90245123,1.41819844,0.65197180,0.18271116,0.02699723,0.07259679,1.08406624,0.56920597,0.46459177,0.00000000
-2.89644822,1.43692569,0.66083780,0.18057713,0.02956301,0.07525213,1.10038476,0.58325018,0.46499540,0.00000000
-2.89044522,1.45823625,0.67217243,0.17904293,0.03222733,0.07797070,1.11814861,0.59782679,0.46635221,0.00000000
-2.88444222,1.48252996,0.68613883,0.17820432,0.03496099,0.08076500,1.13766713,0.61305192,0.46882139,0.00000000
-2.87843922,1.51014704,0.70282556,0.17813441,0.03773005,0.08365383,1.15926869,0.62905073,0.47252110,0.00000000
-2.87243622,1.54135678,0.72224235,0.17888180,0.04049646,0.08666163,1.18329107,0.64595286,0.47752479,0.00000000
-2.86643322,1.57634758,0.74431831,0.18046962,0.04321890,0.08981738,1.21006997,0.66388694,0.48385909,0.00000000
-2.86043022,1.61521850,0.76890251,0.18289528,0.04585376,0.09315311,1.23992546,0.68297412,0.49150337,0.00000000
-2.85442721,1.65797184,0.79576680,0.18613121,0.04835637,0.09670205,1.27314649,0.70332066,0.50039071,0.00000000
-2.84842421,1.70450692,0.82461047,0.19012607,0.05068224,0.10049647,1.30997355,0.72500967,0.51041025,0.00000000
-2.84242121,1.75461485,0.85506669,0.19480671,0.05278844,0.10456523,1.35058005,0.74809235,0.52141055,0.00000000
-2.83641821,1.80797439,0.88671012,0.20008046,0.05463493,0.10893127,1.39505293,0.77257899,0.53320393,0.00000000
-2.83041521,1.86414919,0.91906568,0.20583786,0.05618584,0.11360897,1.44337349,0.79843012,0.54557142,0.00000000
-2.82441221,1.92258665,0.95161804,0.21195555,0.05741065,0.11860173,1.49539944,0.82554843,0.55826818,0.00000000
-2.81840920,1.98261883,0.98382165,0.21829936,0.05828521,0.12389979,1.55084939,0.85377200,0.57102925,0.00000000
-2.81240620,2.04346596,1.01511122,0.22472735,0.05879249,0.12947841,1.60929082,0.88286930,0.58357540,0.00000000
-2.80640320,2.10424307,1.04491233,0.23109296,0.05892315,0.13529667,1.67013296,0.91253665,0.59561908,0.00000000
-2.80040020,2.16397011,1.07265224,0.23724803,0.05867576,0.14129688,1.73262539,0.94239849,0.60687026,0.00000000
-2.79439720,2.22158609,1.09777079,0.24304569,0.05805679,0.14740480,1.79586330,0.97201089,0.61704224,0.00000000
-2.78839420,2.27596731,1.11973120,0.24834321,0.05708032,0.15353058,1.85879992,1.00086845,0.62585727,0.00000000
-2.78239120,2.32594976,1.13803084,0.25300470,0.05576740,0.15957054,1.92026626,1.02841465,0.63305212,0.00000000
-2.77638819,2.37035538,1.15221170,0.25690369,0.05414530,0.16540980,1.97899785,1.05405545,0.63838336,0.00000000
-2.77038519,2.40802162,1.16187053,0.25992547,0.05224650,0.17092547,2.03366800,1.07717577,0.64163248,0.00000000
-2.76438219,2.43783348,1.16666836,0.26196944,0.05010755,0.17599052,2.08292625,1.09715826,0.64261071,0.00000000
-2.75837919,2.45875695,1.16633918,0.26295108,0.04776787,0.18047799,2.12544074,1.11340366,0.64116343,0.00000000
-2.75237619,2.46987255,1.16069753,0.26280378,0.04526849,0.18426549,2.15994263,1.12535181,0.63717422,0.00000000
-2.74637319,2.47040746,1.14964452,0.26148038,0.04265084,0.18723967,2.18527070,1.13250241,0.63056816,0.00000000
-2.74037019,2.45976484,1.13317225,0.25895439,0.03995562,0.18930049,2.20041395,1.13443451,0.62131446,0.00000000
-2.73436718,2.43754883,1.11136609,0.25522070,0.03722175,0.19036516,2.20455029,1.13082375,0.60942822,0.00000000
-2.72836418,2.40358389,1.08440466,0.25029600,0.03448553,0.19037142,2.19707929,1.12145655,0.59497111,0.00000000
-2.72236118,2.35792730,1.05255741,0.24421859,0.03177994,0.18928012,2.17764748,1.10624043,0.57805101,0.00000000
-2.71635818,2.30087419,1.01617963,0.23704769,0.02913408,0.18707691,2.14616487,1.08521002,0.55882034,0.00000000
-2.71035518,2.23295453,0.97570501,0.22886224,0.02657290,0.18377301,2.10281188,1.05852833,0.53747328,0.00000000
-2.70435218,2.15492197,0.93163584,0.21975909,0.02411701,0.17940497,2.04803632,1.02648338,0.51424178,0.00000000
-2.69834917,2.06773517,0.88453124,0.20985079,0.02178270,0.17403358,1.98254071,0.98948015,0.48939038,0.00000000
-2.69234617,1.97253204,0.83499366,0.19926284,0.01958211,0.16774178,1.90726043,0.94802845,0.46321022,0.00000000
-2.68634317,1.87059829,0.78365427,0.18813070,0.01752346,0.16063190,1.82333403,0.90272723,0.43601222,0.00000000
-2.68034017,1.76333153,0.73115774,0.17659646,0.01561144,0.15282229,1.73206700,0.85424605,0.40811975,0.00000000
-2.67433717,1.65220257,0.67814696,0.16480542,0.01384759,0.14444341,1.63489090,0.80330476,0.37986110,0.00000000
-2.66833417,1.53871560,0.62524830,0.15290264,0.01223078,0.13563383,1.53331969,0.75065215,0.35156199,0.00000000
-2.66233117,1.42436883,0.57305797,0.14102969,0.01075765,0.12653599,1.42890536,0.69704468,0.32353839,0.00000000
-2.65632816,1.31061742,0.52212996,0.12932152,0.00942303,0.11729217,1.32319454,0.64322605,0.29608992,0.00000000
-2.65032516,1.19883978,0.47296590,0.11790378,0.00822042,0.10804075,1.21768812,0.58990853,0.26949412,0.00000000
-2.64432216,1.09030860,0.42600720,0.10689051,0.00714232,0.09891279,1.11380506,0.53775658,0.24400163,0.00000000
-2.63831916,0.98616735,0.38162950,0.09638238,0.00618058,0.09002923,1.01285172,0.48737330,0.21983255,0.00000000
-2.63231616,0.88741268,0.34013962,0.08646536,0.00532670,0.08149857,0.91599742,0.43929013,0.19717386,0.00000000
-2.62631316,0.79488300,0.30177477,0.07721003,0.00457208,0.07341525,0.82425661,0.39395963,0.17617814,0.00000000
-2.62031016,0.70925287,0.26670388,0.06867132,0.00390817,0.06585859,0.73847764,0.35175163,0.15696323,0.00000000
-2.61430715,0.63103299,0.23503082,0.06088876,0.00332666,0.05889234,0.65933789,0.31295223,0.13961296,0.00000000
-2.60830415,0.56057483,0.20679905,0.05388712,0.00281956,0.05256473,0.58734466,0.27776554,0.12417871,0.00000000
-2.60230115,0.49807927,0.18199738,0.04767734,0.00237931,0.04690901,0.52284081,0.24631760,0.11068155,0.00000000
-2.59629815,0.44360817,0.16056648,0.04225779,0.00199880,0.04194427,0.46601455,0.21866203,0.09911489,0.00000000
-2.59029515,0.39709805,0.14240566,0.03761563,0.00167142,0.03767660,0.41691199,0.19478694,0.08944736,0.00000000
-2.58429215,0.35837474,0.12737964,0.03372821,0.00139105,0.03410039,0.37545173,0.17462254,0.08162583,0.00000000
-2.57828914,0.32716845,0.11532507,0.03056460,0.00115209,0.03119971,0.34144036,0.15804905,0.07557832,0.00000000
-2.57228614,0.30312831,0.10605641,0.02808692,0.00094942,0.02894970,0.31458814,0.14490455,0.07121675,0.00000000
-2.56628314,0.28583608,0.09937122,0.02625165,0.00077839,0.02731793,0.29452428,0.13499240,0.06843943,0.00000000
-2.56028014,0.27481862,0.09505469,0.02501080,0.00063481,0.02626566,0.28081118,0.12808811,0.06713325,0.00000000
-2.55427714,0.26955889,0.09288333,0.02431296,0.00051493,0.02574901,0.27295752,0.12394549,0.06717564,0.00000000
-2.54827414,0.26950567,0.09262803,0.02410413,0.00041537,0.02572002,0.27042999,0.12230205,0.06843613,0.00000000
-2.54227114,0.27408203,0.09405653,0.02432849,0.00033318,0.02612756,0.27266380,0.12288377,0.07077791,0.00000000
-2.53626813,0.28269282,0.09693537,0.02492909,0.00026570,0.02691819,0.27907207,0.12540918,0.07405907,0.00000000
-2.53026513,0.29473163,0.10103161,0.02584839,0.00021065,0.02803698,0.28905442,0.12959310,0.07813398,0.00000000
-2.52426213,0.30958737,0.10611440,0.02702884,0.00016600,0.02942825,0.30200505,0.13515005,0.08285467,0.00000000
-2.51825913,0.32665096,0.11195652,0.02841340,0.00013002,0.03103632,0.31732058,0.14179745,0.08807234,0.00000000
-2.51225613,0.34532236,0.11833611,0.02994610,0.00010121,0.03280631,0.33440790,0.14925892,0.09363909,0.00000000
-2.50625313,0.36501801,0.12503859,0.03157265,0.00007828,0.03468490,0.35269231,0.15726760,0.09940989,0.00000000
-2.50025013,0.38517892,0.13185884,0.03324107,0.00006017,0.03662122,0.37162579,0.16556960,0.10524482,0.00000000
-2.49424712,0.40527916,0.13860369,0.03490239,0.00004595,0.03856771,0.39069569,0.17392762,0.11101137,0.00000000
-2.48824412,0.42483474,0.14509445,0.03651136,0.00003486,0.04048098,0.40943339,0.18212457,0.11658707,0.00000000
-2.48224112,0.44341245,0.15116977,0.03802715,0.00002627,0.04232271,0.42742279,0.18996724,0.12186199,0.00000000
-2.47623812,0.46063831,0.15668827,0.03941412,0.00001967,0.04406041,0.44430831,0.19728965,0.12674120,0.00000000
-2.47023512,0.47620519,0.16153111,0.04064240,0.00001463,0.04566819,0.45980190,0.20395613,0.13114707,0.00000000
-2.46423212,0.48987911,0.16560418,0.04168846,0.00001081,0.04712727,0.47368859,0.20986372,0.13502108,0.00000000
-2.45822911,0.50150369,0.16883972,0.04253551,0.00000793,0.04842635,0.48583023,0.21494386,0.13832519,0.00000000
-2.45222611,0.51100238,0.17119741,0.04317374,0.00000578,0.04956177,0.49616697,0.21916308,0.14104261,0.00000000
-2.44622311,0.51837811,0.17266454,0.04360034,0.00000418,0.05053734,0.50471606,0.22252260,0.14317776,0.00000000
-2.44022011,0.52371014,0.17325536,0.04381927,0.00000301,0.05136392,0.51156798,0.22505669,0.14475550,0.00000000
-2.43421711,0.52714796,0.17300958,0.04384089,0.00000215,0.05205872,0.51687965,0.22682990,0.14581950,0.00000000
-2.42821411,0.52890247,0.17198988,0.04368123,0.00000152,0.05264429,0.52086486,0.22793297,0.14642985,0.00000000
-2.42221111,0.52923456,0.17027868,0.04336119,0.00000107,0.05314727,0.52378233,0.22847775,0.14665996,0.00000000
-2.41620810,0.52844153,0.16797408,0.04290542,0.00000075,0.05359690,0.52592158,0.22859117,0.14659281,0.00000000
-2.41020510,0.52684190,0.16518542,0.04234120,0.00000052,0.05402349,0.52758738,0.22840858,0.14631677,0.00000000
-2.40420210,0.52475936,0.16202827,0.04169710,0.00000036,0.05445663,0.52908332,0.22806664,0.14592119,0.00000000
-2.39819910,0.52250641,0.15861949,0.04100174,0.00000024,0.05492359,0.53069543,0.22769621,0.14549185,0.00000000
-2.39219610,0.52036871,0.15507222,0.04028245,0.00000017,0.05544768,0.53267644,0.22741555,0.14510670,0.00000000
-2.38619310,0.51859069,0.15149126,0.03956415,0.00000011,0.05604682,0.53523168,0.22732405,0.14483187,0.00000000
-2.38019010,0.51736332,0.14796902,0.03886828,0.00000008,0.05673238,0.53850722,0.22749700,0.14471829,0.00000000
-2.37418709,0.51681462,0.14458215,0.03821194,0.00000005,0.05750829,0.54258097,0.22798148,0.14479915,0.00000000
-2.36818409,0.51700333,0.14138903,0.03760730,0.00000003,0.05837057,0.54745729,0.22879378,0.14508819,0.00000000
-2.36218109,0.51791615,0.13842830,0.03706126,0.00000002,0.05930721,0.55306530,0.22991829,0.14557896,0.00000000
-2.35617809,0.51946873,0.13571840,0.03657533,0.00000001,0.06029852,0.55926120,0.23130811,0.14624523,0.00000000
-2.35017509,0.52151028,0.13325808,0.03614586,0.00000001,0.06131783,0.56583451,0.23288720,0.14704233,0.00000000
-2.34417209,0.52383160,0.13102799,0.03576443,0.00000001,0.06233264,0.57251790,0.23455409,0.14790952,0.00000000
-2.33816908,0.52617617,0.12899303,0.03541857,0.00000000,0.06330610,0.57900021,0.23618691,0.14877311,0.00000000
-2.33216608,0.52825366,0.12710552,0.03509256,0.00000000,0.06419867,0.58494215,0.23764945,0.14955043,0.00000000
-2.32616308,0.52975520,0.12530886,0.03476847,0.00000000,0.06497010,0.58999375,0.23879804,0.15015411,0.00000000
-2.32016008,0.53036967,0.12354159,0.03442720,0.00000000,0.06558141,0.59381284,0.23948878,0.15049681,0.00000000
-2.31415708,0.52980016,0.12174151,0.03404959,0.00000000,0.06599695,0.59608372,0.23958489,0.15049587,0.00000000
-2.30815408,0.52777978,0.11984983,0.03361749,0.00000000,0.06618626,0.59653500,0.23896375,0.15007782,0.00000000
-2.30215108,0.52408613,0.11781497,0.03311477,0.00000000,0.06612590,0.59495589,0.23752322,0.14918256,0.00000000
-2.29614807,0.51855368,0.11559600,0.03252814,0.00000000,0.06580088,0.59121012,0.23518719,0.14776685,0.00000000
-2.29014507,0.51108361,0.11316541,0.03184793,0.00000000,0.06520583,0.58524690,0.23190976,0.14580716,0.00000000
-2.28414207,0.50165055,0.11051124,0.03106853,0.00000000,0.06434577,0.57710843,0.22767823,0.14330157,0.00000000
-2.27813907,0.49030613,0.10763843,0.03018871,0.00000000,0.06323648,0.56693360,0.22251450,0.14027077,0.00000000
-2.27213607,0.47717918,0.10456930,0.02921175,0.00000000,0.06190441,0.55495785,0.21647507,0.13675814,0.00000000
-2.26613307,0.46247263,0.10134333,0.02814527,0.00000001,0.06038620,0.54150904,0.20964955,0.13282881,0.00000000
-2.26013007,0.44645738,0.09801606,0.02700096,0.00000001,0.05872780,0.52699970,0.20215778,0.12856790,0.00000000
-2.25412706,0.42946349,0.09465739,0.02579409,0.00000002,0.05698317,0.51191586,0.19414589,0.12407787,0.00000000
-2.24812406,0.41186905,0.09134915,0.02454287,0.00000002,0.05521275,0.49680289,0.18578118,0.11947528,0.00000000
-2.24212106,0.39408736,0.08818228,0.02326777,0.00000004,0.05348158,0.48224898,0.17724648,0.11488700,0.00000000
-2.23611806,0.37655282,0.08525357,0.02199071,0.00000006,0.05185733,0.46886666,0.16873387,0.11044594,0.00000000
-2.23011506,0.35970635,0.08266211,0.02073424,0.00000009,0.05040811,0.45727321,0.16043819,0.10628671,0.00000000
-2.22411206,0.34398050,0.08050567,0.01952073,0.00000013,0.04920030,0.44807030,0.15255063,0.10254104,0.00000000
-2.21810905,0.32978521,0.07887702,0.01837158,0.00000019,0.04829638,0.44182374,0.14525248,0.09933344,0.00000000
-2.21210605,0.31749430,0.07786037,0.01730651,0.00000028,0.04775277,0.43904377,0.13870940,0.09677692,0.00000000
-2.20610305,0.30743335,0.07752805,0.01634294,0.00000042,0.04761795,0.44016649,0.13306628,0.09496919,0.00000000
-2.20010005,0.29986918,0.07793743,0.01549543,0.00000060,0.04793065,0.44553709,0.12844285,0.09398919,0.00000000
-2.19409705,0.29500132,0.07912833,0.01477528,0.00000087,0.04871836,0.45539513,0.12493022,0.09389428,0.00000000
-2.18809405,0.29295549,0.08112084,0.01419027,0.00000125,0.04999615,0.46986262,0.12258829,0.09471793,0.00000000
-2.18209105,0.29377948,0.08391373,0.01374445,0.00000177,0.05176578,0.48893512,0.12144427,0.09646819,0.00000000
-2.17608804,0.29744138,0.08748346,0.01343813,0.00000251,0.05401525,0.51247626,0.12149210,0.09912682,0.00000000
-2.17008504,0.30383022,0.09178381,0.01326794,0.00000351,0.05671877,0.54021610,0.12269298,0.10264927,0.00000000
-2.16408204,0.31275907,0.09674627,0.01322702,0.00000489,0.05983708,0.57175337,0.12497690,0.10696535,0.00000000
-2.15807904,0.32397054,0.10228107,0.01330536,0.00000676,0.06331835,0.60656197,0.12824509,0.11198075,0.00000000
-2.15207604,0.33714454,0.10827894,0.01349012,0.00000928,0.06709943,0.64400154,0.13237338,0.11757932,0.00000000
-2.14607304,0.35190818,0.11461353,0.01376618,0.00001264,0.07110763,0.68333213,0.13721646,0.12362603,0.00000000
-2.14007004,0.36784759,0.12114452,0.01411660,0.00001710,0.07526281,0.72373276,0.14261275,0.12997067,0.00000000
-2.13406703,0.38452135,0.12772121,0.01452328,0.00002296,0.07948000,0.76432333,0.14838998,0.13645208,0.00000000
-2.12806403,0.40147532,0.13418663,0.01496755,0.00003062,0.08367220,0.80418947,0.15437117,0.14290291,0.00000000
-2.12206103,0.41825820,0.14038198,0.01543084,0.00004053,0.08775346,0.84240952,0.16038098,0.14915460,0.00000000
-2.11605803,0.43443766,0.14615128,0.01589532,0.00005327,0.09164214,0.87808289,0.16625209,0.15504270,0.00000000
-2.11005503,0.44961638,0.15134602,0.01634454,0.00006952,0.09526420,0.91035868,0.17183163,0.16041207,0.00000000
-2.10405203,0.46344734,0.15582970,0.01676402,0.00009008,0.09855633,0.93846372,0.17698716,0.16512199,0.00000000
-2.09804902,0.47564811,0.15948209,0.01714183,0.00011587,0.10146901,0.96172874,0.18161235,0.16905088,0.00000000
-2.09204602,0.48601330,0.16220293,0.01746900,0.00014800,0.10396908,0.97961186,0.18563174,0.17210045,0.00000000
-2.08604302,0.49442470,0.16391510,0.01773993,0.00018768,0.10604201,0.99171827,0.18900475,0.17419924,0.00000000
-2.08004002,0.50085886,0.16456693,0.01795266,0.00023631,0.10769354,0.99781536,0.19172849,0.17530518,0.00000000
-2.07403702,0.50539137,0.16413371,0.01810902,0.00029543,0.10895060,0.99784254,0.19383937,0.17540731,0.00000000
-2.06803402,0.50819790,0.16261824,0.01821461,0.00036672,0.10986168,0.99191556,0.19541333,0.17452639,0.00000000
-2.06203102,0.50955156,0.16005043,0.01827877,0.00045198,0.11049621,0.98032484,0.19656466,0.17271452,0.00000000
-2.05602801,0.50981672,0.15648602,0.01831425,0.00055313,0.11094339,0.96352814,0.19744333,0.17005360,0.00000000
-2.05002501,0.50943933,0.15200436,0.01833688,0.00067214,0.11131005,0.94213774,0.19823095,0.16665296,0.00000000
-2.04402201,0.50893402,0.14670554,0.01836505,0.00081101,0.11171790,0.91690284,0.19913543,0.16264594,0.00000000
-2.03801901,0.50886825,0.14070684,0.01841915,0.00097170,0.11230010,0.88868773,0.20038440,0.15818585,0.00000000
-2.03201601,0.50984416,0.13413873,0.01852081,0.00115609,0.11319729,0.85844689,0.20221768,0.15344129,0.00000000
-2.02601301,0.51247865,0.12714065,0.01869220,0.00136588,0.11455322,0.82719783,0.20487907,0.14859106,0.00000000
-2.02001001,0.51738231,0.11985663,0.01895522,0.00160255,0.11651005,0.79599285,0.20860753,0.14381893,0.00000000
-2.01400700,0.52513802,0.11243110,0.01933067,0.00186723,0.11920362,0.76589071,0.21362838,0.13930835,0.00000000
-2.00800400,0.53627996,0.10500485,0.01983743,0.00216068,0.12275875,0.73792916,0.22014449,0.13523734,0.00000000
-2.00200100,0.55127378,0.09771151,0.02049177,0.00248318,0.12728471,0.71309922,0.22832803,0.13177378,0.00000000
-1.99599800,0.57049860,0.09067442,0.02130655,0.00283445,0.13287119,0.69232190,0.23831300,0.12907112,0.00000000
-1.98999500,0.59423165,0.08400426,0.02229072,0.00321365,0.13958472,0.67642787,0.25018882,0.12726473,0.00000000
-1.98399200,0.62263596,0.07779716,0.02344877,0.00361928,0.14746581,0.66614042,0.26399527,0.12646892,0.00000000
-1.97798899,0.65575170,0.07213362,0.02478042,0.00404921,0.15652685,0.66206186,0.27971900,0.12677467,0.00000000
-1.97198599,0.69349144,0.06707797,0.02628039,0.00450064,0.16675090,0.66466345,0.29729177,0.12824809,0.00000000
-1.96598299,0.73563953,0.06267853,0.02793837,0.00497018,0.17809138,0.67427854,0.31659045,0.13092962,0.00000000
-1.95997999,0.78185562,0.05896820,0.02973917,0.00545388,0.19047265,0.69109882,0.33743898,0.13483387,0.00000000
-1.95397699,0.83168232,0.05596561,0.03166297,0.00594731,0.20379155,0.71517333,0.35961204,0.13995005,0.00000000
-1.94797399,0.88455644,0.05367656,0.03368580,0.00644570,0.21791973,0.74640979,0.38284044,0.14624304,0.00000000
-1.94197099,0.93982375,0.05209579,0.03578007,0.00694400,0.23270669,0.78457798,0.40681807,0.15365472,0.00000000
-1.93596798,0.99675632,0.05120888,0.03791532,0.00743713,0.24798355,0.82931491,0.43120999,0.16210585,0.00000000
-1.92996498,1.05457218,0.05099432,0.04005901,0.00792002,0.26356712,0.88013134,0.45566154,0.17149812,0.00000000
-1.92396198,1.11245614,0.05142561,0.04217741,0.00838786,0.27926443,0.93641966,0.47980808,0.18171648,0.00000000
-1.91795898,1.16958145,0.05247340,0.04423651,0.00883622,0.29487733,0.99746299,0.50328489,0.19263158,0.00000000
-1.91195598,1.22513123,0.05410758,0.04620295,0.00926116,0.31020701,1.06244543,0.52573703,0.20410237,0.00000000
-1.90595298,1.27831908,0.05629939,0.04804502,0.00965946,0.32505845,1.13046354,0.54682864,0.21597878,0.00000000
-1.89994997,1.32840830,0.05902356,0.04973346,0.01002861,0.33924442,1.20053925,0.56625154,0.22810451,0.00000000
-1.89394697,1.37472913,0.06226040,0.05124238,0.01036700,0.35258920,1.27163418,0.58373270,0.24031992,0.00000000
-1.88794397,1.41669362,0.06599808,0.05254995,0.01067393,0.36493167,1.34266562,0.59904048,0.25246500,0.00000000
-1.88194097,1.45380804,0.07023490,0.05363908,0.01094966,0.37612797,1.41252416,0.61198957,0.26438250,0.00000000
-1.87593797,1.48568260,0.07498176,0.05449795,0.01119544,0.38605355,1.48009298,0.62244432,0.27592122,0.00000000
-1.86993497,1.51203863,0.08026480,0.05512046,0.01141351,0.39460478,1.54426880,0.63032086,0.28693947,0.00000000
-1.86393197,1.53271333,0.08612814,0.05550651,0.01160709,0.40170010,1.60398405,0.63558778,0.29730861,0.00000000
