energy_ev,total_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.77788894,2.83406727,0.60394493,1.86558401,0.18103612,0.63137227,0.00067968,0.06869514,0.32387080,0.00000000
-5.77188594,2.94136001,0.62205017,1.95273473,0.18393729,0.64084534,0.00071851,0.07124755,0.34355213,0.00000000
-5.76588294,3.04955942,0.64079042,2.04031525,0.18708414,0.65054088,0.00075609,0.07380540,0.36390277,0.00000000
-5.75987994,3.15708021,0.65978337,2.12679844,0.19040941,0.66050277,0.00079171,0.07632370,0.38480369,0.00000000
-5.75387694,3.26237136,0.67868408,2.21067951,0.19385606,0.67077654,0.00082468,0.07875961,0.40613053,0.00000000
-5.74787394,3.36393979,0.69718713,2.29050651,0.19737750,0.68140338,0.00085434,0.08107295,0.42775317,0.00000000
-5.74187094,3.46037329,0.71502733,2.36491004,0.20093721,0.69241437,0.00088011,0.08322685,0.44953514,0.00000000
-5.73586793,3.55036182,0.73197892,2.43263138,0.20450783,0.70382534,0.00090147,0.08518816,0.47133287,0.00000000
-5.72986493,3.63271661,0.74785353,2.49254785,0.20806988,0.71563240,0.00091801,0.08692795,0.49299509,0.00000000
-5.72386193,3.70638615,0.76249702,2.54369452,0.21161001,0.72780836,0.00092943,0.08842180,0.51436221,0.00000000
-5.71785893,3.77046869,0.77578539,2.58528145,0.21511896,0.74030016,0.00093555,0.08965006,0.53526601,0.00000000
-5.71185593,3.82422068,0.78762006,2.61670584,0.21858937,0.75302728,0.00093631,0.09059803,0.55552968,0.00000000
-5.70585293,3.86706094,0.79792282,2.63755858,0.22201347,0.76588121,0.00093181,0.09125590,0.57496831,0.00000000
-5.69984992,3.89857058,0.80663079,2.64762522,0.22538089,0.77872607,0.00092228,0.09161875,0.59338990,0.00000000
-5.69384692,3.91848882,0.81369161,2.64688136,0.22867660,0.79140012,0.00090808,0.09168625,0.61059714,0.00000000
-5.68784392,3.92670520,0.81905920,2.63548278,0.23187921,0.80371840,0.00088969,0.09146236,0.62638976,0.00000000
-5.68184092,3.92324884,0.82269033,2.61375110,0.23495968,0.81547625,0.00086774,0.09095492,0.64056768,0.00000000
-5.67583792,3.90827549,0.82454223,2.58215560,0.23788057,0.82645375,0.00084294,0.09017510,0.65293483,0.00000000
-5.66983492,3.88205341,0.82457128,2.54129232,0.24059588,0.83642098,0.00081611,0.08913688,0.66330363,0.00000000
-5.66383192,3.84494882,0.82273292,2.49186130,0.24305150,0.84514395,0.00078817,0.08785648,0.67149990,0.00000000
-5.65782891,3.79741210,0.81898285,2.43464327,0.24518638,0.85239123,0.00076008,0.08635175,0.67736821,0.00000000
-5.65182591,3.73996526,0.81327919,2.37047665,0.24693419,0.85794097,0.00073291,0.08464164,0.68077734,0.00000000
-5.64582291,3.67319158,0.80558573,2.30023588,0.24822568,0.86158823,0.00070774,0.08274577,0.68162566,0.00000000
-5.63981991,3.59772760,0.79587587,2.22481189,0.24899133,0.86315249,0.00068572,0.08068398,0.67984620,0.00000000
-5.63381691,3.51425783,0.78413702,2.14509520,0.24916442,0.86248489,0.00066805,0.07847609,0.67541115,0.00000000
-5.62781391,3.42351194,0.77037523,2.06196214,0.24868428,0.85947524,0.00065595,0.07614166,0.66833545,0.00000000
-5.62181091,3.32626421,0.75461960,1.97626437,0.24749947,0.85405822,0.00065069,0.07369996,0.65867948,0.00000000
-5.61580790,3.22333460,0.73692631,1.88882144,0.24557087,0.84621876,0.00065357,0.07116992,0.64655030,0.00000000
-5.60980490,3.11559077,0.71738188,1.80041639,0.24287440,0.83599617,0.00066592,0.06857025,0.63210167,0.00000000
-5.60380190,3.00395012,0.69610536,1.71179377,0.23940325,0.82348678,0.00068910,0.06591955,0.61553243,0.00000000
-5.59779890,2.88938117,0.67324944,1.62365965,0.23516952,0.80884495,0.00072449,0.06323650,0.59708351,0.00000000
-5.59179590,2.77290315,0.64900009,1.53668292,0.23020514,0.79228229,0.00077345,0.06053996,0.57703332,0.00000000
-5.58579290,2.65558341,0.62357487,1.45149735,0.22456199,0.77406497,0.00083736,0.05784915,0.55569187,0.00000000
-5.57978989,2.53853176,0.59721987,1.36870377,0.21831118,0.75450911,0.00091753,0.05518365,0.53339368,0.00000000
-5.57378689,2.42289165,0.57020527,1.28887179,0.21154164,0.73397444,0.00101517,0.05256346,0.51048973,0.00000000
-5.56778389,2.30982791,0.54281987,1.21254074,0.20435787,0.71285631,0.00113142,0.05000885,0.48733865,0.00000000
-5.56178089,2.20051131,0.51536460,1.14021940,0.19687703,0.69157636,0.00126720,0.04754017,0.46429765,0.00000000
-5.55577789,2.09610026,0.48814551,1.07238455,0.18922562,0.67057212,0.00142322,0.04517760,0.44171328,0.00000000
-5.54977489,1.99772037,0.46146625,1.00947813,0.18153566,0.65028602,0.00159991,0.04294075,0.41991252,0.00000000
-5.54377189,1.90644254,0.43562068,0.95190330,0.17394067,0.63115413,0.00179734,0.04084823,0.39919449,0.00000000
-5.53776888,1.82326055,0.41088566,0.90001950,0.16657168,0.61359510,0.00201518,0.03891724,0.37982296,0.00000000
-5.53176588,1.74906920,0.38751444,0.85413686,0.15955322,0.59799968,0.00225266,0.03716302,0.36202009,0.00000000
-5.52576288,1.68464377,0.36573086,0.81451037,0.15299972,0.58472126,0.00250849,0.03559843,0.34596150,0.00000000
-5.51975988,1.63062183,0.34572464,0.78133416,0.14701221,0.57406758,0.00278086,0.03423352,0.33177276,0.00000000
-5.51375688,1.58748816,0.32764777,0.75473621,0.14167558,0.56629406,0.00306741,0.03307517,0.31952765,0.00000000
-5.50775388,1.55556327,0.31161227,0.73477399,0.13705643,0.56159869,0.00336526,0.03212686,0.30924784,0.00000000
-5.50175088,1.53499598,0.29768922,0.72143116,0.13320162,0.56011874,0.00367100,0.03138847,0.30090431,0.00000000
-5.49574787,1.52576032,0.28590908,0.71461571,0.13013745,0.56192903,0.00398078,0.03085628,0.29442018,0.00000000
-5.48974487,1.52765661,0.27626316,0.71415949,0.12786955,0.56704193,0.00429035,0.03052301,0.28967494,0.00000000
-5.48374187,1.54031661,0.26870626,0.71981950,0.12638337,0.57540868,0.00459522,0.03037806,0.28650979,0.00000000
-5.47773887,1.56321239,0.26316005,0.73128063,0.12564533,0.58692198,0.00489068,0.03040776,0.28473398,0.00000000
-5.47173587,1.59566847,0.25951725,0.74816003,0.12560442,0.60141961,0.00517203,0.03059582,0.28413176,0.00000000
-5.46573287,1.63687669,0.25764624,0.77001283,0.12619428,0.61868870,0.00543466,0.03092372,0.28446983,0.00000000
-5.45972986,1.68591334,0.25739599,0.79633925,0.12733558,0.63847068,0.00567425,0.03137130,0.28550493,0.00000000
-5.45372686,1.74175785,0.25860102,0.82659277,0.12893863,0.66046654,0.00588689,0.03191726,0.28699135,0.00000000
-5.44772386,1.80331278,0.26108632,0.86018931,0.13090623,0.68434232,0.00606922,0.03253973,0.28868807,0.00000000
-5.44172086,1.86942453,0.26467203,0.89651712,0.13313644,0.70973482,0.00621857,0.03321681,0.29036545,0.00000000
-5.43571786,1.93890440,0.26917770,0.93494737,0.13552548,0.73625735,0.00633307,0.03392710,0.29181112,0.00000000
-5.42971486,2.01054990,0.27442626,0.97484518,0.13797041,0.76350567,0.00641172,0.03465014,0.29283507,0.00000000
-5.42371186,2.08316584,0.28024737,1.01558088,0.14037172,0.79106404,0.00645442,0.03536683,0.29327376,0.00000000
-5.41770885,2.15558518,0.28648034,1.05654147,0.14263573,0.81851147,0.00646203,0.03605981,0.29299319,0.00000000
-5.41170585,2.22668937,0.29297659,1.09714196,0.14467671,0.84542817,0.00643628,0.03671367,0.29189091,0.00000000
-5.40570285,2.29542803,0.29960155,1.13683654,0.14641870,0.87140225,0.00637976,0.03731525,0.28989702,0.00000000
-5.39969985,2.36083759,0.30623614,1.17512916,0.14779712,0.89603658,0.00629582,0.03785369,0.28697415,0.00000000
-5.39369685,2.42205873,0.31277794,1.21158351,0.14875992,0.91895574,0.00618843,0.03832057,0.28311650,0.00000000
-5.38769385,2.47835213,0.31914177,1.24583189,0.14926855,0.93981300,0.00606204,0.03870992,0.27834805,0.00000000
-5.38169085,2.52911207,0.32526017,1.27758282,0.14929844,0.95829696,0.00592143,0.03901816,0.27272005,0.00000000
-5.37568784,2.57387745,0.33108327,1.30662700,0.14883922,0.97413783,0.00577154,0.03924404,0.26630792,0.00000000
-5.36968484,2.61233965,0.33657856,1.33284134,0.14789460,0.98711296,0.00561727,0.03938852,0.25920766,0.00000000
-5.36368184,2.64434677,0.34173021,1.35619073,0.14648192,0.99705132,0.00546335,0.03945458,0.25153196,0.00000000
-5.35767884,2.66990378,0.34653804,1.37672737,0.14463133,1.00383686,0.00531418,0.03944707,0.24340608,0.00000000
-5.35167584,2.68916837,0.35101622,1.39458735,0.14238476,1.00741034,0.00517368,0.03937251,0.23496373,0.00000000
-5.34567284,2.70244216,0.35519161,1.40998458,0.13979460,1.00776960,0.00504522,0.03923879,0.22634289,0.00000000
-5.33966983,2.71015749,0.35910178,1.42320197,0.13692216,1.00496814,0.00493153,0.03905499,0.21768192,0.00000000
-5.33366683,2.71285997,0.36279270,1.43457997,0.13383598,0.99911217,0.00483468,0.03883107,0.20911586,0.00000000
-5.32766383,2.71118726,0.36631628,1.44450288,0.13060994,0.99035600,0.00475603,0.03857761,0.20077309,0.00000000
-5.32166083,2.70584480,0.36972760,1.45338328,0.12732139,0.97889624,0.00469635,0.03830557,0.19277240,0.00000000
-5.31565783,2.69757937,0.37308218,1.46164501,0.12404922,0.96496499,0.00465579,0.03802596,0.18522057,0.00000000
-5.30965483,2.68715159,0.37643312,1.46970552,0.12087192,0.94882225,0.00463403,0.03774961,0.17821039,0.00000000
-5.30365183,2.67530838,0.37982841,1.47795804,0.11786577,0.93074819,0.00463035,0.03748691,0.17181924,0.00000000
-5.29764882,2.66275658,0.38330843,1.48675450,0.11510315,0.91103544,0.00464378,0.03724757,0.16610820,0.00000000
-5.29164582,2.65013893,0.38690376,1.49638980,0.11265099,0.88998186,0.00467324,0.03704042,0.16112163,0.00000000
-5.28564282,2.63801327,0.39063338,1.50708812,0.11056938,0.86788407,0.00471763,0.03687324,0.15688726,0.00000000
-5.27963982,2.62683586,0.39450338,1.51899196,0.10891049,0.84503203,0.00477600,0.03675257,0.15341670,0.00000000
-5.27363682,2.61694938,0.39850616,1.53215417,0.10771759,0.82170476,0.00484760,0.03668368,0.15070632,0.00000000
-5.26763382,2.60857604,0.40262027,1.54653368,0.10702434,0.79816720,0.00493201,0.03667039,0.14873849,0.00000000
-5.26163082,2.60181582,0.40681067,1.56199470,0.10685435,0.77466834,0.00502918,0.03671513,0.14748297,0.00000000
-5.25562781,2.59664954,0.41102967,1.57830979,0.10722082,0.75144027,0.00513944,0.03681884,0.14689859,0.00000000
-5.24962481,2.59294664,0.41521822,1.59516641,0.10812649,0.72869808,0.00526351,0.03698107,0.14693491,0.00000000
-5.24362181,2.59047675,0.41930768,1.61217684,0.10956365,0.70664034,0.00540240,0.03719997,0.14753399,0.00000000
-5.23761881,2.58892449,0.42322189,1.62889094,0.11151442,0.68544980,0.00555740,0.03747237,0.14863212,0.00000000
-5.23161581,2.58790650,0.42687938,1.64481130,0.11395108,0.66529412,0.00572991,0.03779389,0.15016143,0.00000000
-5.22561281,2.58699008,0.43019585,1.65941025,0.11683656,0.64632640,0.00592132,0.03815897,0.15205141,0.00000000
-5.21960980,2.58571226,0.43308658,1.67214791,0.12012507,0.62868528,0.00613287,0.03856106,0.15423035,0.00000000
-5.21360680,2.58359892,0.43546883,1.68249089,0.12376287,0.61249442,0.00636547,0.03899266,0.15662651,0.00000000
-5.20760380,2.58018299,0.43726419,1.68993077,0.12768915,0.59786157,0.00661953,0.03944550,0.15916925,0.00000000
-5.20160080,2.57502151,0.43840077,1.69400194,0.13183704,0.58487702,0.00689481,0.03991065,0.16179006,0.00000000
-5.19559780,2.56771098,0.43881519,1.69429820,0.13613485,0.57361167,0.00719030,0.04037870,0.16442334,0.00000000
-5.18959480,2.55790092,0.43845448,1.69048765,0.14050731,0.56411493,0.00750412,0.04083991,0.16700733,0.00000000
-5.18359180,2.54530550,0.43727776,1.68232544,0.14487715,0.55641265,0.00783341,0.04128446,0.16948482,0.00000000
-5.17758879,2.52971322,0.43525772,1.66966419,0.14916668,0.55050532,0.00817438,0.04170262,0.17180398,0.00000000
-5.17158579,2.51099466,0.43238198,1.65246164,0.15329956,0.54636678,0.00852226,0.04208506,0.17391915,0.00000000
-5.16558279,2.48910842,0.42865422,1.63078559,0.15720268,0.54394372,0.00887145,0.04242310,0.17579164,0.00000000
-5.15957979,2.46410527,0.42409514,1.60481581,0.16080804,0.54315608,0.00921559,0.04270900,0.17739066,0.00000000
-5.15357679,2.43613047,0.41874320,1.57484300,0.16405469,0.54389848,0.00954776,0.04293630,0.17869413,0.00000000
-5.14757379,2.40542432,0.41265505,1.54126480,0.16689055,0.54604271,0.00986069,0.04310010,0.17968954,0.00000000
-5.14157079,2.37232076,0.40590567,1.50457886,0.16927413,0.54944119,0.01014701,0.04319737,0.18037476,0.00000000
-5.13556778,2.33724399,0.39858810,1.46537319,0.17117596,0.55393136,0.01039948,0.04322720,0.18075859,0.00000000
-5.12956478,2.30070276,0.39081272,1.42431390,0.17257983,0.55934071,0.01061130,0.04319100,0.18086129,0.00000000
-5.12356178,2.26328253,0.38270600,1.38213057,0.17348354,0.56549226,0.01077635,0.04309260,0.18071470,0.00000000
-5.11755878,2.22563493,0.37440867,1.33959967,0.17389923,0.57221014,0.01088943,0.04293836,0.18036208,0.00000000
-5.11155578,2.18846500,0.36607329,1.29752634,0.17385329,0.57932513,0.01094652,0.04273703,0.17985758,0.00000000
-5.10555278,2.15251586,0.35786122,1.25672494,0.17338563,0.58667968,0.01094489,0.04249961,0.17926528,0.00000000
-5.09954977,2.11855133,0.34993897,1.21799910,0.17254851,0.59413228,0.01088331,0.04223906,0.17865770,0.00000000
-5.09354677,2.08733676,0.34247405,1.18212152,0.17140484,0.60156100,0.01076204,0.04196985,0.17811404,0.00000000
-5.08754377,2.05961859,0.33563042,1.14981457,0.17002599,0.60886595,0.01058291,0.04170746,0.17771789,0.00000000
-5.08154077,2.03610341,0.32956363,1.12173188,0.16848926,0.61597071,0.01034925,0.04146781,0.17755464,0.00000000
-5.07553777,2.01743726,0.32441590,1.09844199,0.16687505,0.62282257,0.01006579,0.04126652,0.17770870,0.00000000
-5.06953477,2.00418601,0.32031131,1.08041434,0.16526388,0.62939186,0.00973854,0.04111827,0.17826052,0.00000000
-5.06353177,1.99681787,0.31735128,1.06800842,0.16373333,0.63567025,0.00937458,0.04103608,0.17928367,0.00000000
-5.05752876,1.99568864,0.31561063,1.06146630,0.16235517,0.64166831,0.00898184,0.04103065,0.18084199,0.00000000
-5.05152576,2.00103078,0.31513439,1.06090904,0.16119265,0.64741256,0.00856887,0.04110977,0.18298711,0.00000000
-5.04552276,2.01294665,0.31593556,1.06633708,0.16029824,0.65294198,0.00814460,0.04127789,0.18575630,0.00000000
-5.03951976,2.03140642,0.31799400,1.07763467,0.15971178,0.65830442,0.00771806,0.04153576,0.18917086,0.00000000
-5.03351676,2.05625085,0.32125646,1.09457804,0.15945923,0.66355297,0.00729813,0.04188029,0.19323510,0.00000000
-5.02751376,2.08719878,0.32563794,1.11684715,0.15955203,0.66874228,0.00689338,0.04230456,0.19793601,0.00000000
-5.02151076,2.12385899,0.33102423,1.14404029,0.15998715,0.67392525,0.00651179,0.04279807,0.20324356,0.00000000
-5.01550775,2.16574572,0.33727564,1.17569107,0.16074766,0.67914980,0.00616062,0.04334709,0.20911169,0.00000000
-5.00950475,2.21229724,0.34423175,1.21128685,0.16180400,0.68445606,0.00584630,0.04393524,0.21547985,0.00000000
-5.00350175,2.26289631,0.35171704,1.25028793,0.16311569,0.68987373,0.00557426,0.04454422,0.22227516,0.00000000
-4.99749875,2.31689152,0.35954699,1.29214653,0.16463351,0.69541982,0.00534891,0.04515461,0.22941485,0.00000000
-4.99149575,2.37361864,0.36753470,1.33632487,0.16630190,0.70109667,0.00517359,0.04574677,0.23680906,0.00000000
-4.98549275,2.43242072,0.37549744,1.38231153,0.16806159,0.70689021,0.00505053,0.04630175,0.24436376,0.00000000
-4.97948974,2.49266640,0.38326307,1.42963555,0.16985225,0.71276863,0.00498091,0.04680221,0.25198369,0.00000000
-4.97348674,2.55376565,0.39067596,1.47787788,0.17161506,0.71868136,0.00496484,0.04723326,0.25957515,0.00000000
-4.96748374,2.61518254,0.39760222,1.52667991,0.17329504,0.72455855,0.00500145,0.04758324,0.26704863,0.00000000
-4.96148074,2.67644503,0.40393413,1.57574893,0.17484315,0.73031111,0.00508894,0.04784428,0.27432108,0.00000000
-4.95547774,2.73715173,0.40959353,1.62486093,0.17621800,0.73583138,0.00522462,0.04801284,0.28131785,0.00000000
-4.94947474,2.79697599,0.41453406,1.67386067,0.17738713,0.74099462,0.00540506,0.04808995,0.28797423,0.00000000
-4.94347174,2.85566787,0.41874246,1.72265974,0.17832792,0.74566137,0.00562611,0.04808134,0.29423664,0.00000000
-4.93746873,2.91305434,0.42223862,1.77123295,0.17902800,0.74968075,0.00588303,0.04799735,0.30006339,0.00000000
-4.93146573,2.96903851,0.42507472,1.81961347,0.17948534,0.75289472,0.00617060,0.04785267,0.30542518,0.00000000
-4.92546273,3.02359812,0.42733337,1.86788743,0.17970790,0.75514322,0.00648318,0.04766596,0.31030527,0.00000000
-4.91945973,3.07678390,0.42912492,1.91618805,0.17971302,0.75627014,0.00681491,0.04745924,0.31469943,0.00000000
-4.91345673,3.12871779,0.43058411,1.96468986,0.17952655,0.75612985,0.00715971,0.04725726,0.31861567,0.00000000
-4.90745373,3.17959110,0.43186609,2.01360297,0.17918173,0.75459405,0.00751150,0.04708669,0.32207385,0.00000000
-4.90145073,3.22966240,0.43314193,2.06316733,0.17871796,0.75155872,0.00786426,0.04697531,0.32510508,0.00000000
-4.89544772,3.27925457,0.43459385,2.11364704,0.17817950,0.74695058,0.00821216,0.04695114,0.32775100,0.00000000
-4.88944472,3.32875063,0.43641008,2.16532421,0.17761403,0.74073295,0.00854969,0.04704151,0.33006290,0.00000000
-4.88344172,3.37858764,0.43877952,2.21849221,0.17707126,0.73291045,0.00887172,0.04727222,0.33210063,0.00000000
-4.87743872,3.42924807,0.44188637,2.27344792,0.17660145,0.72353230,0.00917361,0.04766668,0.33393130,0.00000000
-4.87143572,3.48124816,0.44590463,2.33048268,0.17625401,0.71269394,0.00945131,0.04824506,0.33562773,0.00000000
-4.86543272,3.53512305,0.45099272,2.38987182,0.17607611,0.70053682,0.00970135,0.04902360,0.33726660,0.00000000
-4.85942971,3.59140852,0.45728826,2.45186275,0.17611126,0.68724620,0.00992095,0.05001394,0.33892637,0.00000000
-4.85342671,3.65061982,0.46490316,2.51666170,0.17639807,0.67304716,0.01010797,0.05122257,0.34068494,0.00000000
-4.84742371,3.71322811,0.47391915,2.58441967,0.17696894,0.65819880,0.01026094,0.05265035,0.34261708,0.00000000
-4.84142071,3.77963562,0.48438399,2.65521799,0.17784898,0.64298714,0.01037900,0.05429225,0.34479173,0.00000000
-4.83541771,3.85015069,0.49630845,2.72905439,0.17905497,0.62771680,0.01046191,0.05613718,0.34726927,0.00000000
-4.82941471,3.92496433,0.50966434,2.80583058,0.18059454,0.61270212,0.01050991,0.05816799,0.35009890,0.00000000
-4.82341171,4.00412983,0.52438374,2.88534206,0.18246556,0.59825811,0.01052373,0.06036164,0.35331618,0.00000000
-4.81740870,4.08754707,0.54035948,2.96727155,0.18465576,0.58469161,0.01050446,0.06268958,0.35694100,0.00000000
-4.81140570,4.17495296,0.55744722,3.05118654,0.18714265,0.57229334,0.01045352,0.06511833,0.36097601,0.00000000
-4.80540270,4.26591932,0.57546892,3.13654199,0.18989381,0.56133091,0.01037252,0.06761017,0.36540567,0.00000000
-4.79939970,4.35985883,0.59421789,3.22268861,0.19286744,0.55204339,0.01026328,0.07012412,0.37019605,0.00000000
-4.79339670,4.45603962,0.61346515,3.30888672,0.19601332,0.54463744,0.01012768,0.07261698,0.37529536,0.00000000
-4.78739370,4.55360811,0.63296713,3.39432577,0.19927412,0.53928514,0.00996770,0.07504457,0.38063533,0.00000000
-4.78139070,4.65161947,0.65247426,3.47814879,0.20258698,0.53612346,0.00978533,0.07736304,0.38613329,0.00000000
-4.77538769,4.74907434,0.67174015,3.55948093,0.20588540,0.53525529,0.00958256,0.07953023,0.39169498,0.00000000
-4.76938469,4.84496010,0.69053110,3.63746084,0.20910129,0.53675166,0.00936138,0.08150705,0.39721793,0.00000000
-4.76338169,4.93829449,0.70863536,3.71127345,0.21216722,0.54065489,0.00912377,0.08325877,0.40259522,0.00000000
-4.75737869,5.02816920,0.72587164,3.78018234,0.21501858,0.54698227,0.00887172,0.08475627,0.40771953,0.00000000
-4.75137569,5.11379098,0.74209668,3.84356021,0.21759583,0.55572997,0.00860721,0.08597703,0.41248711,0.00000000
-4.74537269,5.19451780,0.75721116,3.90091552,0.21984644,0.56687660,0.00833224,0.08690601,0.41680170,0.00000000
-4.73936968,5.26988791,0.77116377,3.95191380,0.22172675,0.58038632,0.00804884,0.08753617,0.42057795,0.00000000
-4.73336668,5.33963991,0.78395315,3.99639249,0.22320330,0.59621109,0.00775904,0.08786877,0.42374440,0.00000000
-4.72736368,5.40372257,0.79562754,4.03436808,0.22425395,0.61429187,0.00746493,0.08791333,0.42624570,0.00000000
-4.72136068,5.46229372,0.80628203,4.06603524,0.22486843,0.63455884,0.00716858,0.08768727,0.42804407,0.00000000
-4.71535768,5.51570793,0.81605357,4.09175767,0.22504846,0.65693051,0.00687208,0.08721527,0.42911990,0.00000000
-4.70935468,5.56449384,0.82511384,4.11205106,0.22480738,0.68131196,0.00657750,0.08652832,0.42947156,0.00000000
-4.70335168,5.60932206,0.83366033,4.12755896,0.22416937,0.70759237,0.00628686,0.08566255,0.42911434,0.00000000
-4.69734867,5.65096548,0.84190613,4.13902277,0.22316821,0.73564214,0.00600210,0.08465783,0.42807876,0.00000000
-4.69134567,5.69025421,0.85006862,4.14724722,0.22184576,0.76530996,0.00572507,0.08355636,0.42640824,0.00000000
-4.68534267,5.72802752,0.85835787,4.15306328,0.22025008,0.79642020,0.00545746,0.08240101,0.42415640,0.00000000
-4.67933967,5.76508538,0.86696519,4.15729013,0.21843348,0.82877087,0.00520082,0.08123387,0.42138404,0.00000000
-4.67333667,5.80214231,0.87605233,4.16069830,0.21645045,0.86213258,0.00495649,0.08009473,0.41815611,0.00000000
-4.66733367,5.83978581,0.88574183,4.16397561,0.21435559,0.89624864,0.00472560,0.07901978,0.41453867,0.00000000
-4.66133067,5.87844160,0.89610912,4.16769765,0.21220168,0.93083656,0.00450902,0.07804048,0.41059618,0.00000000
-4.65532766,5.91834742,0.90717657,4.17230400,0.21003796,0.96559094,0.00430742,0.07718264,0.40638908,0.00000000
-4.64932466,5.95953640,0.91890981,4.17808137,0.20790862,1.00018775,0.00412118,0.07646583,0.40197185,0.00000000
-4.64332166,6.00183093,0.93121666,4.18515415,0.20585162,1.03428995,0.00395042,0.07590302,0.39739158,0.00000000
