energy_ev,total_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-2.95047524,4.29579950,1.17669843,3.80170228,0.34624388,0.26624515,0.00218761,0.03163350,0.30380216,0.00000000
-2.94447224,4.20224869,1.14376934,3.72677809,0.34184522,0.25611689,0.00217955,0.03100592,0.28623098,0.00000000
-2.93846923,4.10005286,1.10933474,3.64317247,0.33678458,0.24603913,0.00215955,0.03034992,0.26899264,0.00000000
-2.93246623,3.99103722,1.07401946,3.55248310,0.33119221,0.23612605,0.00212816,0.02967732,0.25227695,0.00000000
-2.92646323,3.87706848,1.03842961,3.45636903,0.32520177,0.22648031,0.00208615,0.02899943,0.23625613,0.00000000
-2.92046023,3.76000617,1.00313940,3.35650513,0.31894613,0.21719136,0.00203447,0.02832677,0.22108266,0.00000000
-2.91445723,3.64165507,0.96867911,3.25453691,0.31255322,0.20833434,0.00197419,0.02766886,0.20688796,0.00000000
-2.90845423,3.52372054,0.93552456,3.15203724,0.30614228,0.19996949,0.00190651,0.02703403,0.19378167,0.00000000
-2.90245123,3.40776832,0.90408824,3.05046670,0.29982056,0.19214208,0.00183269,0.02642924,0.18185148,0.00000000
-2.89644822,3.29519023,0.87471235,2.95113896,0.29368067,0.18488282,0.00175404,0.02585998,0.17116353,0.00000000
-2.89044522,3.18717711,0.84766400,2.85519253,0.28779877,0.17820878,0.00167185,0.02533027,0.16176313,0.00000000
-2.88444222,3.08469993,0.82313249,2.76356994,0.28223349,0.17212485,0.00158736,0.02484264,0.15367582,0.00000000
-2.87843922,2.98849975,0.80122893,2.67700491,0.27702590,0.16662553,0.00150177,0.02439822,0.14690857,0.00000000
-2.87243622,2.89908665,0.78198810,2.59601799,0.27220027,0.16169715,0.00141619,0.02399693,0.14145120,0.00000000
-2.86643322,2.81674747,0.76537238,2.52092041,0.26776566,0.15732038,0.00133161,0.02363768,0.13727780,0.00000000
-2.86043022,2.74156172,0.75127771,2.45182572,0.26371832,0.15347297,0.00124893,0.02331866,0.13434818,0.00000000
-2.85442721,2.67342454,0.73954121,2.38866823,0.26004453,0.15013256,0.00116890,0.02303766,0.13260937,0.00000000
-2.84842421,2.61207531,0.72995022,2.33122714,0.25672394,0.14727954,0.00109218,0.02279243,0.13199703,0.00000000
-2.84242121,2.55713031,0.72225238,2.27915473,0.25373298,0.14489975,0.00101930,0.02258110,0.13243686,0.00000000
-2.83641821,2.50811753,0.71616632,2.23200714,0.25104829,0.14298686,0.00095071,0.02240248,0.13384605,0.00000000
-2.83041521,2.46451174,0.71139256,2.18927597,0.24864980,0.14154448,0.00088675,0.02225649,0.13613465,0.00000000
-2.82441221,2.42576808,0.70762424,2.15041905,0.24652342,0.14058761,0.00082769,0.02214443,0.13920697,0.00000000
-2.81840920,2.39135237,0.70455719,2.11488899,0.24466301,0.14014359,0.00077374,0.02206926,0.14296302,0.00000000
-2.81240620,2.36076689,0.70189914,2.08215804,0.24307161,0.14025224,0.00072506,0.02203573,0.14729995,0.00000000
-2.80640320,2.33357042,0.69937768,2.05173859,0.24176180,0.14096529,0.00068177,0.02205052,0.15211350,0.00000000
-2.80040020,2.30939197,0.69674679,2.02319839,0.24075521,0.14234497,0.00064398,0.02212215,0.15729946,0.00000000
-2.79439720,2.28793786,0.69379180,1.99617041,0.24008112,0.14446189,0.00061177,0.02226090,0.16275518,0.00000000
-2.78839420,2.26899229,0.69033278,1.97035735,0.23977430,0.14739203,0.00058520,0.02247852,0.16838091,0.00000000
-2.78239120,2.25241195,0.68622628,1.94553114,0.23987227,0.15121322,0.00056433,0.02278791,0.17408124,0.00000000
-2.77638819,2.23811538,0.68136567,1.92152821,0.24041195,0.15600098,0.00054918,0.02320262,0.17976634,0.00000000
-2.77038519,2.22606837,0.67568005,1.89824129,0.24142618,0.16182404,0.00053977,0.02373634,0.18535308,0.00000000
-2.76438219,2.21626643,0.66913207,1.87560882,0.24294007,0.16873957,0.00053608,0.02440226,0.19076599,0.00000000
-2.75837919,2.20871590,0.66171494,1.85360295,0.24496752,0.17678849,0.00053802,0.02521241,0.19593807,0.00000000
-2.75237619,2.20341496,0.65344863,1.83221726,0.24750820,0.18599099,0.00054550,0.02617696,0.20081130,0.00000000
-2.74637319,2.20033587,0.64437586,1.81145516,0.25054494,0.19634243,0.00055832,0.02730354,0.20533703,0.00000000
-2.74037019,2.19940969,0.63455780,1.79131966,0.25404202,0.20781001,0.00057625,0.02859655,0.20947605,0.00000000
-2.73436718,2.20051434,0.62406992,1.77180547,0.25794422,0.22033027,0.00059894,0.03005664,0.21319851,0.00000000
-2.72836418,2.20346700,0.61299807,1.75289356,0.26217683,0.23380762,0.00062599,0.03168012,0.21648367,0.00000000
-2.72236118,2.20802103,0.60143502,1.73454869,0.26664675,0.24811422,0.00065691,0.03345868,0.21931950,0.00000000
-2.71635818,2.21386798,0.58947746,1.71671985,0.27124445,0.26309105,0.00069112,0.03537907,0.22170214,0.00000000
-2.71035518,2.22064448,0.57722364,1.69934347,0.27584698,0.27855051,0.00072800,0.03742314,0.22363543,0.00000000
-2.70435218,2.22794367,0.56477161,1.68234908,0.28032170,0.29428025,0.00076683,0.03956793,0.22513037,0.00000000
-2.69834917,2.23533083,0.55221813,1.66566704,0.28453085,0.31004850,0.00080688,0.04178603,0.22620465,0.00000000
-2.69234617,2.24236221,0.53965807,1.64923762,0.28833648,0.32561046,0.00084739,0.04404612,0.22688231,0.00000000
-2.68634317,2.24860632,0.52718439,1.63302091,0.29160576,0.34071575,0.00088760,0.04631369,0.22719356,0.00000000
-2.68034017,2.25366651,0.51488847,1.61700678,0.29421639,0.35511657,0.00092676,0.04855197,0.22717460,0.00000000
-2.67433717,2.25720358,0.50286070,1.60122423,0.29606182,0.36857631,0.00096421,0.05072298,0.22686772,0.00000000
-2.66833417,2.25895738,0.49119128,1.58574934,0.29705608,0.38087826,0.00099932,0.05278870,0.22632138,0.00000000
-2.66233117,2.25876599,0.47997094,1.57071139,0.29713805,0.39183397,0.00103162,0.05471231,0.22559032,0.00000000
-2.65632816,2.25658137,0.46929154,1.55629630,0.29627484,0.40129102,0.00106071,0.05645944,0.22473567,0.00000000
-2.65032516,2.25248051,0.45924639,1.54274718,0.29446429,0.40913968,0.00108636,0.05799937,0.22382488,0.00000000
-2.64432216,2.24667101,0.44993017,1.53036151,0.29173627,0.41531824,0.00110850,0.05930617,0.22293145,0.00000000
-2.63831916,2.23949057,0.44143835,1.51948486,0.28815281,0.41981660,0.00112722,0.06035966,0.22213432,0.00000000
-2.63231616,2.23140000,0.43386596,1.51050105,0.28380698,0.42267802,0.00114276,0.06114614,0.22151693,0.00000000
-2.62631316,2.22296950,0.42730582,1.50381894,0.27882056,0.42399877,0.00115554,0.06165897,0.22116573,0.00000000
-2.62031016,2.21485862,0.42184613,1.49985621,0.27334047,0.42392567,0.00116611,0.06189879,0.22116831,0.00000000
-2.61430715,2.20779030,0.41756743,1.49902060,0.26753426,0.42265155,0.00117515,0.06187345,0.22161098,0.00000000
-2.60830415,2.20251999,0.41453916,1.50168935,0.26158457,0.42040876,0.00118342,0.06159773,0.22257594,0.00000000
-2.60230115,2.19980103,0.41281578,1.50818763,0.25568299,0.41746092,0.00119177,0.06109268,0.22413809,0.00000000
-2.59629815,2.20034762,0.41243274,1.51876685,0.25002340,0.41409328,0.00120107,0.06038471,0.22636153,0.00000000
-2.59029515,2.20479715,0.41340245,1.53358407,0.24479510,0.41060202,0.00121217,0.05950454,0.22929604,0.00000000
-2.58429215,2.21367359,0.41571047,1.55268334,0.24017598,0.40728290,0.00122588,0.05848587,0.23297355,0.00000000
-2.57828914,2.22735373,0.41931223,1.57598017,0.23632599,0.40441979,0.00124291,0.05736399,0.23740496,0.00000000
-2.57228614,2.24603800,0.42413040,1.60325003,0.23338120,0.40227345,0.00126384,0.05617440,0.24257730,0.00000000
-2.56628314,2.26972751,0.43005322,1.63412176,0.23144856,0.40107120,0.00128910,0.05495130,0.24845171,0.00000000
-2.56028014,2.29820854,0.43693399,1.66807646,0.23060178,0.40099764,0.00131893,0.05372634,0.25496210,0.00000000
-2.55427714,2.33104565,0.44459181,1.70445235,0.23087826,0.40218712,0.00135334,0.05252741,0.26201485,0.00000000
-2.54827414,2.36758397,0.45281372,1.74245576,0.23227735,0.40471804,0.00139214,0.05137764,0.26948962,0.00000000
-2.54227114,2.40696094,0.46135823,1.78117798,0.23475992,0.40860932,0.00143490,0.05029468,0.27724121,0.00000000
-2.53626813,2.44812717,0.46996030,1.81961780,0.23824938,0.41381922,0.00148098,0.04929025,0.28510267,0.00000000
-2.53026513,2.48987598,0.47833749,1.85670869,0.24263393,0.42024641,0.00152953,0.04836991,0.29288931,0.00000000
-2.52426213,2.53088034,0.48619728,1.89134992,0.24777018,0.42773352,0.00157951,0.04753324,0.30040384,0.00000000
-2.51825913,2.56973577,0.49324518,1.92244036,0.25348778,0.43607275,0.00162976,0.04677415,0.30744215,0.00000000
-2.51225613,2.60500768,0.49919342,1.94891345,0.25959513,0.44501348,0.00167899,0.04608154,0.31379967,0.00000000
-2.50625313,2.63528088,0.50376984,1.96977222,0.26588573,0.45427155,0.00172584,0.04544016,0.31927810,0.00000000
-2.50025013,2.65920944,0.50672655,1.98412256,0.27214511,0.46353987,0.00176894,0.04483157,0.32369207,0.00000000
-2.49424712,2.67556474,0.50784818,1.99120359,0.27815797,0.47249985,0.00180696,0.04423524,0.32687561,0.00000000
-2.48824412,2.68327969,0.50695916,1.99041379,0.28371535,0.48083331,0.00183863,0.04362977,0.32868801,0.00000000
-2.48224112,2.68148735,0.50392981,1.98133170,0.28862150,0.48823435,0.00186281,0.04299400,0.32901897,0.00000000
-2.47623812,2.66955245,0.49868105,1.96373058,0.29270030,0.49442078,0.00187853,0.04230815,0.32779268,0.00000000
-2.47023512,2.64709461,0.49118733,1.93758621,0.29580082,0.49914457,0.00188501,0.04155478,0.32497071,0.00000000
-2.46423212,2.61400237,0.48147786,1.90307788,0.29780212,0.50220107,0.00188169,0.04071971,0.32055364,0.00000000
-2.45822911,2.57043777,0.46963599,1.86058239,0.29861676,0.50343654,0.00186827,0.03979264,0.31458127,0.00000000
-2.45222611,2.51683141,0.45579682,1.81066157,0.29819328,0.50275377,0.00184466,0.03876768,0.30713153,0.00000000
-2.44622311,2.45386849,0.44014309,1.75404396,0.29651734,0.50011569,0.00181107,0.03764359,0.29831806,0.00000000
-2.44022011,2.38246650,0.42289969,1.69160149,0.29361156,0.49554665,0.00176790,0.03642386,0.28828664,0.00000000
-2.43421711,2.30374586,0.40432689,1.62432219,0.28953419,0.48913164,0.00171582,0.03511655,0.27721058,0.00000000
-2.42821411,2.21899466,0.38471269,1.55328013,0.28437655,0.48101322,0.00165567,0.03373391,0.26528539,0.00000000
-2.42221111,2.12962908,0.36436457,1.47960393,0.27825945,0.47138663,0.00158845,0.03229194,0.25272281,0.00000000
-2.41620810,2.03715124,0.34360094,1.40444476,0.27132875,0.46049303,0.00151534,0.03080971,0.23974455,0.00000000
-2.41020510,1.94310591,0.32274274,1.32894541,0.26375023,0.44861132,0.00143760,0.02930859,0.22657599,0.00000000
-2.40420210,1.84903772,0.30210535,1.25421109,0.25570387,0.43604893,0.00135654,0.02781150,0.21344000,0.00000000
-2.39819910,1.75645050,0.28199115,1.18128317,0.24737799,0.42313169,0.00127353,0.02634200,0.20055119,0.00000000
-2.39219610,1.66676969,0.26268297,1.11111639,0.23896324,0.41019356,0.00118996,0.02492348,0.18811063,0.00000000
-2.38619310,1.58130930,0.24443853,1.04456021,0.23064671,0.39756618,0.00110716,0.02357840,0.17630141,0.00000000
-2.38019010,1.50124388,0.22748597,0.98234455,0.22260646,0.38556901,0.00102645,0.02232748,0.16528491,0.00000000
-2.37418709,1.42758637,0.21202063,0.92507004,0.21500645,0.37450007,0.00094908,0.02118914,0.15519800,0.00000000
-2.36818409,1.36117187,0.19820292,0.87320285,0.20799224,0.36462779,0.00087624,0.02017895,0.14615115,0.00000000
-2.36218109,1.30264774,0.18615734,0.82707370,0.20168737,0.35618408,0.00080905,0.01930921,0.13822742,0.00000000
-2.35617809,1.25246944,0.17597244,0.78688086,0.19619062,0.34935888,0.00074855,0.01858872,0.13148229,0.00000000
-2.35017509,1.21090221,0.16770172,0.75269653,0.19157417,0.34429625,0.00069575,0.01802264,0.12594433,0.00000000
-2.34417209,1.17802764,0.16136523,0.72447614,0.18788270,0.34109202,0.00065157,0.01761249,0.12161644,0.00000000
-2.33816908,1.15375474,0.15695169,0.70206990,0.18513332,0.33979312,0.00061692,0.01735633,0.11847772,0.00000000
-2.33216608,1.13783465,0.15442109,0.68523608,0.18331643,0.34039827,0.00059267,0.01724893,0.11648582,0.00000000
-2.32616308,1.12987818,0.15370752,0.67365524,0.18239731,0.34286019,0.00057969,0.01728222,0.11557953,0.00000000
-2.32016008,1.12937538,0.15472209,0.66694496,0.18231837,0.34708891,0.00057885,0.01744563,0.11568163,0.00000000
-2.31415708,1.13571632,0.15735594,0.66467458,0.18300201,0.35295621,0.00059105,0.01772668,0.11670184,0.00000000
-2.30815408,1.14821240,0.16148317,0.66637932,0.18435386,0.36030069,0.00061718,0.01811147,0.11853975,0.00000000
-2.30215108,1.16611738,0.16696361,0.67157359,0.18626636,0.36893361,0.00065818,0.01858527,0.12108768,0.00000000
-2.29614807,1.18864774,0.17364550,0.67976312,0.18862251,0.37864495,0.00071499,0.01913309,0.12423340,0.00000000
-2.29014507,1.21500177,0.18136801,0.69045573,0.19129962,0.38920968,0.00078857,0.01974026,0.12786264,0.00000000
-2.28414207,1.24437717,0.18996363,0.70317067,0.19417301,0.40039395,0.00087984,0.02039291,0.13186137,0.00000000
-2.27813907,1.27598676,0.19926043,0.71744646,0.19711947,0.41196116,0.00098968,0.02107851,0.13611783,0.00000000
-2.27213607,1.30907236,0.20908428,0.73284732,0.20002053,0.42367757,0.00111891,0.02178618,0.14052435,0.00000000
-2.26613307,1.34291665,0.21926105,0.74896817,0.20276526,0.43531754,0.00126818,0.02250712,0.14497881,0.00000000
-2.26013007,1.37685311,0.22961876,0.76543856,0.20525271,0.44666823,0.00143800,0.02323474,0.14938601,0.00000000
-2.25412706,1.41027401,0.23998976,0.78192533,0.20739393,0.45753365,0.00162862,0.02396484,0.15365865,0.00000000
-2.24812406,1.44263666,0.25021294,0.79813443,0.20911345,0.46773808,0.00184002,0.02469562,0.15771825,0.00000000
-2.24212106,1.47346789,0.26013593,0.81381188,0.21035034,0.47712884,0.00207182,0.02542760,0.16149575,0.00000000
-2.23611806,1.50236686,0.26961718,0.82874393,0.21105880,0.48557836,0.00232323,0.02616338,0.16493199,0.00000000
-2.23011506,1.52900628,0.27852806,0.84275660,0.21120830,0.49298548,0.00259304,0.02690739,0.16797798,0.00000000
-2.22411206,1.55313206,0.28675467,0.85571453,0.21078334,0.49927617,0.00287951,0.02766549,0.17059502,0.00000000
-2.21810905,1.57456138,0.29419942,0.86751917,0.20978282,0.50440341,0.00318042,0.02844447,0.17275458,0.00000000
-2.21210605,1.59317927,0.30078227,0.87810632,0.20821906,0.50834652,0.00349301,0.02925151,0.17443805,0.00000000
-2.20610305,1.60893359,0.30644153,0.88744304,0.20611663,0.51110977,0.00381400,0.03009361,0.17563632,0.00000000
-2.20010005,1.62182873,0.31113416,0.89552388,0.20351083,0.51272039,0.00413963,0.03097698,0.17634907,0.00000000
-2.19409705,1.63191790,0.31483556,0.90236646,0.20044612,0.51322610,0.00446568,0.03190640,0.17658403,0.00000000
-2.18809405,1.63929446,0.31753876,0.90800665,0.19697433,0.51269217,0.00478759,0.03288466,0.17635593,0.00000000
-2.18209105,1.64408240,0.31925311,0.91249326,0.19315286,0.51119815,0.00510052,0.03391205,0.17568542,0.00000000
-2.17608804,1.64642656,0.32000250,0.91588262,0.18904284,0.50883450,0.00539944,0.03498588,0.17459781,0.00000000
-2.17008504,1.64648287,0.31982317,0.91823317,0.18470742,0.50569910,0.00567930,0.03610019,0.17312182,0.00000000
-2.16408204,1.64440919,0.31876124,0.91960054,0.18021004,0.50189399,0.00593516,0.03724555,0.17128819,0.00000000
-2.15807904,1.64035739,0.31687016,0.92003316,0.17561300,0.49752237,0.00616231,0.03840899,0.16912852,0.00000000
-2.15207604,1.63446698,0.31420805,0.91956891,0.17097616,0.49268615,0.00635642,0.03957418,0.16667403,0.00000000
-2.14607304,1.62686087,0.31083535,0.91823306,0.16635594,0.48748399,0.00651371,0.04072168,0.16395463,0.00000000
-2.14007004,1.61764360,0.30681266,0.91603754,0.16180458,0.48201016,0.00663102,0.04182943,0.16099809,0.00000000
-2.13406703,1.60690207,0.30219905,0.91298190,0.15736968,0.47635405,0.00670597,0.04287335,0.15782954,0.00000000
-2.12806403,1.59470887,0.29705084,0.90905575,0.15309410,0.47060041,0.00673704,0.04382814,0.15447119,0.00000000
-2.12206103,1.58112800,0.29142096,0.90424273,0.14901601,0.46483025,0.00672358,0.04466806,0.15094239,0.00000000
-2.11605803,1.56622243,0.28535881,0.89852558,0.14516928,0.45912226,0.00666591,0.04536793,0.14725989,0.00000000
-2.11005503,1.55006301,0.27891065,0.89189222,0.14158398,0.45355446,0.00656524,0.04590407,0.14343835,0.00000000
-2.10405203,1.53273793,0.27212044,0.88434213,0.13828699,0.44820603,0.00642372,0.04625522,0.13949110,0.00000000
-2.09804902,1.51436183,0.26503089,0.87589267,0.13530263,0.44315894,0.00624429,0.04640342,0.13543093,0.00000000
-2.09204602,1.49508379,0.25768480,0.86658476,0.13265325,0.43849907,0.00603068,0.04633481,0.13127098,0.00000000
-2.08604302,1.47509324,0.25012634,0.85648742,0.13035967,0.43431683,0.00578721,0.04604023,0.12702560,0.00000000
-2.08004002,1.45462312,0.24240224,0.84570064,0.12844141,0.43070677,0.00551873,0.04551567,0.12271113,0.00000000
-2.07403702,1.43394977,0.23456268,0.83435633,0.12691675,0.42776634,0.00523043,0.04476254,0.11834646,0.00000000
-2.06803402,1.41338921,0.22666189,0.82261702,0.12580241,0.42559351,0.00492775,0.04378768,0.11395345,0.00000000
-2.06203102,1.39328981,0.21875824,0.81067237,0.12511309,0.42428355,0.00461620,0.04260322,0.10955708,0.00000000
-2.05602801,1.37402161,0.21091392,0.79873345,0.12486064,0.42392479,0.00430122,0.04122616,0.10518529,0.00000000
-2.05002501,1.35596277,0.20319413,0.78702522,0.12505315,0.42459396,0.00398812,0.03967785,0.10086864,0.00000000
-2.04402201,1.33948414,0.19566590,0.77577761,0.12569391,0.42635099,0.00368194,0.03798327,0.09663975,0.00000000
-2.03801901,1.32493265,0.18839659,0.76521560,0.12678029,0.42923405,0.00338735,0.03617019,0.09253246,0.00000000
-2.03201601,1.31261487,0.18145216,0.75554925,0.12830283,0.43325483,0.00310868,0.03426830,0.08858099,0.00000000
-2.02601301,1.30278188,0.17489548,0.74696407,0.13024439,0.43839472,0.00284979,0.03230827,0.08481896,0.00000000
-2.02001001,1.29561637,0.16878457,0.73961257,0.13257971,0.44460208,0.00261417,0.03032088,0.08127848,0.00000000
-2.01400700,1.29122315,0.16317119,0.73360747,0.13527529,0.45179102,0.00240485,0.02833611,0.07798925,0.00000000
-2.00800400,1.28962375,0.15809971,0.72901723,0.13828973,0.45984175,0.00222453,0.02638249,0.07497786,0.00000000
-2.00200100,1.29075556,0.15360630,0.72586400,0.14157450,0.46860279,0.00207557,0.02448635,0.07226726,0.00000000
-1.99599800,1.29447570,0.14971876,0.72412439,0.14507526,0.47789482,0.00196005,0.02267141,0.06987639,0.00000000
-1.98999500,1.30056958,0.14645666,0.72373284,0.14873347,0.48751622,0.00187986,0.02095838,0.06782007,0.00000000
-1.98399200,1.30876341,0.14383207,0.72458759,0.15248850,0.49724997,0.00183673,0.01936482,0.06610913,0.00000000
-1.97798899,1.31874020,0.14185053,0.72655866,0.15627987,0.50687156,0.00183226,0.01790498,0.06475064,0.00000000
-1.97198599,1.33015803,0.14051251,0.72949750,0.16004967,0.51615747,0.00186801,0.01658995,0.06374843,0.00000000
-1.96598299,1.34266954,0.13981485,0.73324760,0.16374494,0.52489384,0.00194545,0.01542780,0.06310353,0.00000000
-1.95997999,1.35594142,0.13975243,0.73765552,0.16731988,0.53288476,0.00206602,0.01442380,0.06281482,0.00000000
-1.95397699,1.36967263,0.14031966,0.74258145,0.17073783,0.53995967,0.00223104,0.01358071,0.06287960,0.00000000
-1.94797399,1.38361039,0.14151178,0.74790892,0.17397267,0.54597962,0.00244170,0.01289916,0.06329406,0.00000000
-1.94197099,1.39756277,0.14332590,0.75355292,0.17700989,0.55084184,0.00269898,0.01237789,0.06405372,0.00000000
-1.93596798,1.41140742,0.14576160,0.75946612,0.17984690,0.55448254,0.00300356,0.01201411,0.06515365,0.00000000
-1.92996498,1.42509586,0.14882110,0.76564272,0.18249283,0.55687770,0.00335567,0.01180373,0.06658858,0.00000000
-1.92396198,1.43865330,0.15250895,0.77212003,0.18496764,0.55804199,0.00375503,0.01174162,0.06835276,0.00000000
-1.91795898,1.45217396,0.15683132,0.77897743,0.18730073,0.55802575,0.00420067,0.01182173,0.07043976,0.00000000
-1.91195598,1.46581262,0.16179478,0.78633321,0.18952899,0.55691040,0.00469083,0.01203723,0.07284202,0.00000000
-1.90595298,1.47977265,0.16740481,0.79433916,0.19169449,0.55480252,0.00522286,0.01238059,0.07555035,0.00000000
-1.89994997,1.49429163,0.17366410,0.80317358,0.19384195,0.55182704,0.00579311,0.01284360,0.07855334,0.00000000
-1.89394697,1.50962531,0.18057062,0.81303287,0.19601600,0.54811988,0.00639687,0.01341735,0.08183679,0.00000000
-1.88794397,1.52603081,0.18811574,0.82412228,0.19825854,0.54382046,0.00702836,0.01409225,0.08538309,0.00000000
-1.88194097,1.54375015,0.19628243,0.83664609,0.20060622,0.53906465,0.00768074,0.01485800,0.08917081,0.00000000
-1.87593797,1.56299474,0.20504368,0.85079789,0.20308822,0.53397823,0.00834616,0.01570361,0.09317426,0.00000000
-1.86993497,1.58393162,0.21436117,0.86675110,0.20572436,0.52867153,0.00901591,0.01661738,0.09736341,0.00000000
-1.86393197,1.60667212,0.22418441,0.88465014,0.20852380,0.52323510,0.00968056,0.01758700,0.10170379,0.00000000
-1.85792896,1.63126316,0.23445022,0.90460267,0.21148406,0.51773690,0.01033018,0.01859959,0.10615678,0.00000000
-1.85192596,1.65768158,0.24508277,0.92667290,0.21459079,0.51222078,0.01095461,0.01964189,0.11067999,0.00000000
-1.84592296,1.68583152,0.25599402,0.95087636,0.21781790,0.50670644,0.01154374,0.02070034,0.11522792,0.00000000
-1.83991996,1.71554484,0.26708471,0.97717616,0.22112829,0.50119065,0.01208778,0.02176138,0.11975278,0.00000000
-1.83391696,1.74658441,0.27824576,1.00548087,0.22447506,0.49564965,0.01257767,0.02281157,0.12420543,0.00000000
-1.82791396,1.77865012,0.28936013,1.03564420,0.22780304,0.49004250,0.01300529,0.02383790,0.12853653,0.00000000
-1.82191096,1.81138719,0.30030498,1.06746645,0.23105070,0.48431510,0.01336383,0.02482801,0.13269768,0.00000000
-1.81590795,1.84439667,0.31095416,1.10069782,0.23415231,0.47840473,0.01364801,0.02577042,0.13664271,0.00000000
-1.80990495,1.87724762,0.32118099,1.13504360,0.23704020,0.47224481,0.01385430,0.02665479,0.14032888,0.00000000
-1.80390195,1.90949070,0.33086107,1.17017126,0.23964716,0.46576967,0.01398107,0.02747209,0.14371807,0.00000000
-1.79789895,1.94067288,0.33987533,1.20571926,0.24190881,0.45891900,0.01402869,0.02821481,0.14677795,0.00000000
-1.79189595,1.97035284,0.34811293,1.24130766,0.24376583,0.45164201,0.01399949,0.02887706,0.14948293,0.00000000
-1.78589295,1.99811665,0.35547424,1.27655007,0.24516612,0.44390093,0.01389775,0.02945469,0.15181507,0.00000000
-1.77988994,2.02359348,0.36187352,1.31106691,0.24606671,0.43567388,0.01372952,0.02994539,0.15376476,0.00000000
-1.77388694,2.04647074,0.36724154,1.34449943,0.24643534,0.42695686,0.01350240,0.03034862,0.15533121,0.00000000
-1.76788394,2.06650833,0.37152770,1.37652415,0.24625184,0.41776504,0.01322529,0.03066569,0.15652276,0.00000000
-1.76188094,2.08355145,0.37470196,1.40686720,0.24550904,0.40813309,0.01290808,0.03089962,0.15735698,0.00000000
-1.75587794,2.09754155,0.37675617,1.43531785,0.24421341,0.39811475,0.01256123,0.03105514,0.15786049,0.00000000
-1.74987494,2.10852494,0.37770499,1.46174089,0.24238519,0.38778159,0.01219547,0.03113851,0.15806862,0.00000000
-1.74387194,2.11665856,0.37758620,1.48608696,0.24005824,0.37722110,0.01182135,0.03115742,0.15802483,0.00000000
-1.73786893,2.12221267,0.37646046,1.50840058,0.23727943,0.36653411,0.01144895,0.03112082,0.15777990,0.00000000
-1.73186593,2.12557008,0.37441039,1.52882508,0.23410765,0.35583182,0.01108746,0.03103878,0.15739102,0.00000000
-1.72586293,2.12722178,0.37153917,1.54760435,0.23061258,0.34523238,0.01074495,0.03092224,0.15692057,0.00000000
-1.71985993,2.12775896,0.36796839,1.56508091,0.22687304,0.33485741,0.01042811,0.03078289,0.15643489,0.00000000
-1.71385693,2.12786145,0.36383554,1.58169034,0.22297519,0.32482831,0.01014205,0.03063289,0.15600291,0.00000000
-1.70785393,2.12828293,0.35929089,1.59795204,0.21901048,0.31526279,0.00989023,0.03048471,0.15569464,0.00000000
-1.70185093,2.12983317,0.35449412,1.61445660,0.21507355,0.30627164,0.00967439,0.03035088,0.15557974,0.00000000
-1.69584792,2.13335796,0.34961055,1.63185005,0.21126005,0.29795574,0.00949458,0.03024374,0.15572597,0.00000000
-1.68984492,2.13971707,0.34480728,1.65081557,0.20766440,0.29040367,0.00934928,0.03017526,0.15619772,0.00000000
-1.68384192,2.14976120,0.34024925,1.67205310,0.20437771,0.28368981,0.00923552,0.03015678,0.15705466,0.00000000
-1.67783892,2.16430825,0.33609542,1.69625764,0.20148578,0.27787293,0.00914911,0.03019878,0.15835040,0.00000000
-1.67183592,2.18411983,0.33249501,1.72409678,0.19906724,0.27299552,0.00908483,0.03031069,0.16013128,0.00000000
-1.66583292,2.20987854,0.32958413,1.75618830,0.19719188,0.26908348,0.00903675,0.03050064,0.16243532,0.00000000
-1.65982991,2.24216647,0.32748267,1.79307826,0.19591917,0.26614653,0.00899848,0.03077532,0.16529127,0.00000000
-1.65382691,2.28144564,0.32629167,1.83522041,0.19529705,0.26417888,0.00896344,0.03113974,0.16871786,0.00000000
-1.64782391,2.32804054,0.32609109,1.88295739,0.19536080,0.26316031,0.00892513,0.03159714,0.17272305,0.00000000
-1.64182091,2.38212332,0.32693811,1.93650408,0.19613226,0.26305748,0.00887741,0.03214881,0.17730364,0.00000000
-1.63581791,2.44370173,0.32886591,1.99593376,0.19761911,0.26382541,0.00881470,0.03279402,0.18244475,0.00000000
-1.62981491,2.51261025,0.33188295,2.06116727,0.19981445,0.26540890,0.00873212,0.03352992,0.18811970,0.00000000
-1.62381191,2.58850453,0.33597276,2.13196551,0.20269644,0.26774404,0.00862573,0.03435151,0.19428977,0.00000000
-1.61780890,2.67085940,0.34109423,2.20792577,0.20622825,0.27075955,0.00849253,0.03525163,0.20090430,0.00000000
-1.61180590,2.75897076,0.34718233,2.28848186,0.21035818,0.27437802,0.00833057,0.03622099,0.20790088,0.00000000
-1.60580290,2.85196155,0.35414945,2.37290857,0.21501992,0.27851705,0.00813895,0.03724822,0.21520568,0.00000000
-1.59979990,2.94879217,0.36188703,2.46033054,0.22013324,0.28309028,0.00791781,0.03832001,0.22273405,0.00000000
-1.59379690,3.04827551,0.37026788,2.54973568,0.22560484,0.28800836,0.00766824,0.03942127,0.23039137,0.00000000
-1.58779390,3.14909685,0.37914880,2.63999332,0.23132964,0.29317996,0.00739219,0.04053528,0.23807414,0.00000000
