energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,1.52487761,0.03998408,0.05521347,1.00623620,0.00000000,0.58720469,0.17896579,0.62268006,0.18836696
-5.99399700,1.59904508,0.04090254,0.05938058,1.05114242,0.00000000,0.61038794,0.18480657,0.64767998,0.20604071
-5.98799400,1.67126717,0.04164180,0.06375008,1.09420435,0.00000000,0.63227928,0.19006332,0.67144093,0.22470954
-5.98199100,1.74117068,0.04219492,0.06832859,1.13517027,0.00000000,0.65277980,0.19470659,0.69386568,0.24433940
-5.97598799,1.80841164,0.04255753,0.07312150,1.17381503,0.00000000,0.67181096,0.19871795,0.71487498,0.26488288
-5.96998499,1.87267922,0.04272779,0.07813224,1.20994331,0.00000000,0.68931465,0.20209055,0.73440723,0.28627875
-5.96398199,1.93369970,0.04270632,0.08336136,1.24339291,0.00000000,0.70525304,0.20482936,0.75241804,0.30845198
-5.95797899,1.99124044,0.04249612,0.08880557,1.27403804,0.00000000,0.71960837,0.20695129,0.76887993,0.33131397
-5.95197599,2.04511378,0.04210238,0.09445684,1.30179247,0.00000000,0.73238281,0.20848512,0.78378216,0.35476317
-5.94597299,2.09518067,0.04153236,0.10030138,1.32661255,0.00000000,0.74359830,0.20947108,0.79713091,0.37868601
-5.93996998,2.14135388,0.04079515,0.10631884,1.34849980,0.00000000,0.75329653,0.20996038,0.80894961,0.40295801
-5.93396698,2.18360030,0.03990149,0.11248150,1.36750274,0.00000000,0.76153883,0.21001434,0.81927956,0.42744511
-5.92796398,2.22194222,0.03886357,0.11875381,1.38371789,0.00000000,0.76840607,0.20970333,0.82818051,0.45200514
-5.92196098,2.25645698,0.03769480,0.12509194,1.39728939,0.00000000,0.77399819,0.20910546,0.83573124,0.47648929
-5.91595798,2.28727478,0.03640960,0.13144387,1.40840709,0.00000000,0.77843342,0.20830495,0.84202982,0.50074355
-5.90995498,2.31457431,0.03502321,0.13774957,1.41730275,0.00000000,0.78184682,0.20739021,0.84719326,0.52461011
-5.90395198,2.33857600,0.03355146,0.14394170,1.42424435,0.00000000,0.78438813,0.20645169,0.85135654,0.54792862
-5.89794897,2.35953291,0.03201052,0.14994656,1.42952819,0.00000000,0.78621869,0.20557947,0.85467058,0.57053724
-5.89194597,2.37771917,0.03041678,0.15568545,1.43346907,0.00000000,0.78750740,0.20486062,0.85729927,0.59227364
-5.88594297,2.39341664,0.02878654,0.16107634,1.43638868,0.00000000,0.78842574,0.20437650,0.85941530,0.61297579
-5.87993997,2.40689982,0.02713584,0.16603583,1.43860250,0.00000000,0.78914194,0.20419991,0.86119493,0.63248268
