energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.87393697,3.64409730,1.14408606,0.58082085,0.00800352,0.59970911,0.00705226,1.85234930,0.71264194,0.68051636
-5.86793397,3.65205558,1.16193508,0.57938790,0.00788524,0.59268711,0.00684495,1.87027489,0.71479103,0.67629860
-5.86193097,3.65049201,1.17567018,0.57700372,0.00774249,0.58483318,0.00665137,1.88203214,0.71463150,0.67055474
-5.85592796,3.63927582,1.18515209,0.57366332,0.00757510,0.57617036,0.00647485,1.88743178,0.71217618,0.66329210
-5.84992496,3.61849531,1.19033512,0.56938582,0.00738338,0.56674182,0.00631835,1.88642368,0.70748980,0.65455251
-5.84392196,3.58845179,1.19126490,0.56421369,0.00716811,0.55661056,0.00618433,1.87909450,0.70068666,0.64441120
-5.83791896,3.54964440,1.18807241,0.55821063,0.00693055,0.54585828,0.00607475,1.86565953,0.69192651,0.63297418
-5.83191596,3.50274646,1.18096478,0.55145824,0.00667245,0.53458338,0.00599099,1.84644950,0.68140878,0.62037437
-5.82591296,3.44857513,1.17021329,0.54405178,0.00639598,0.52289822,0.00593382,1.82189302,0.66936557,0.60676664
-5.81990995,3.38805593,1.15613944,0.53609515,0.00610370,0.51092587,0.00590340,1.79249590,0.65605355,0.59232202
-5.81390695,3.32218437,1.13909977,0.52769558,0.00579850,0.49879648,0.00589930,1.75881852,0.64174539,0.57722151
-5.80790395,3.25198689,1.11947044,0.51895828,0.00548353,0.48664347,0.00592058,1.72145254,0.62672105,0.56164974
-5.80190095,3.17848345,1.09763231,0.50998145,0.00516208,0.47459987,0.00596579,1.68099836,0.61125921,0.54578884
-5.79589795,3.10265375,1.07395750,0.50085203,0.00483753,0.46279490,0.00603313,1.63804462,0.59562954,0.52981293
-5.78989495,3.02540898,1.04879789,0.49164234,0.00451327,0.45135102,0.00612056,1.59315062,0.58008588,0.51388349
-5.78389195,2.94757040,1.02247627,0.48240806,0.00419260,0.44038167,0.00622591,1.54683275,0.56486065,0.49814570
-5.77788894,2.86985567,0.99528047,0.47318743,0.00387866,0.42998958,0.00634706,1.49955522,0.55016080,0.48272613
-5.77188594,2.79287327,0.96746039,0.46400190,0.00357440,0.42026599,0.00648210,1.45172546,0.53616522,0.46773166
-5.76588294,2.71712470,0.93922814,0.45485813,0.00328249,0.41129048,0.00662943,1.40369409,0.52302364,0.45324962
-5.75987994,2.64301369,0.91076072,0.44575114,0.00300532,0.40313142,0.00678796,1.35575884,0.51085698,0.43934911
-5.75387694,2.57086125,0.88220504,0.43666842,0.00274498,0.39584700,0.00695722,1.30817205,0.49975885,0.42608326
-5.74787394,2.50092482,0.85368449,0.42759476,0.00250323,0.38948653,0.00713742,1.26115062,0.48979803,0.41349212
-5.74187094,2.43341979,0.82530656,0.41851730,0.00228151,0.38409184,0.00732954,1.21488745,0.48102154,0.40160604
-5.73586793,2.36854145,0.79717065,0.40943065,0.00208099,0.37969866,0.00753537,1.16956342,0.47345813,0.39044906
-5.72986493,2.30648545,0.76937562,0.40034150,0.00190252,0.37633770,0.00775744,1.12535862,0.46712177,0.38004211
-5.72386193,2.24746508,0.74202629,0.39127258,0.00174674,0.37403533,0.00799896,1.08246218,0.46201486,0.37040578
-5.71785893,2.19172409,0.71523846,0.38226548,0.00161403,0.37281368,0.00826374,1.04107962,0.45813104,0.36156233
-5.71185593,2.13954393,0.68914213,0.37338236,0.00150458,0.37269016,0.00855596,1.00143731,0.45545734,0.35353690
-5.70585293,2.09124499,0.66388270,0.36470618,0.00141839,0.37367642,0.00888003,0.96378371,0.45397563,0.34635771
-5.69984992,2.04718177,0.63962007,0.35633950,0.00135530,0.37577667,0.00924028,0.92838716,0.45366337,0.34005545
-5.69384692,2.00773234,0.61652585,0.34840200,0.00131499,0.37898575,0.00964077,0.89553054,0.45449366,0.33466167
-5.68784392,1.97328304,0.59477874,0.34102659,0.00129698,0.38328683,0.01008494,0.86550305,0.45643485,0.33020656
-5.68184092,1.94420953,0.57455872,0.33435461,0.00130064,0.38864926,0.01057538,0.83858981,0.45944980,0.32671616
-5.67583792,1.92085565,0.55604024,0.32853013,0.00132518,0.39502655,0.01111354,0.81505983,0.46349494,0.32420940
-5.66983492,1.90351179,0.53938499,0.32369389,0.00136960,0.40235495,0.01169951,0.79515331,0.46851962,0.32269502
-5.66383192,1.89239419,0.52473476,0.31997703,0.00143273,0.41055273,0.01233180,0.77906899,0.47446569,0.32216890
-5.65782891,1.88762703,0.51220483,0.31749509,0.00151318,0.41952040,0.01300724,0.76695241,0.48126773,0.32261186
-5.65182591,1.88922836,0.50187831,0.31634254,0.00160932,0.42914206,0.01372084,0.75888584,0.48885400,0.32398826
-5.64582291,1.89710128,0.49380177,0.31658814,0.00171929,0.43928787,0.01446587,0.75488049,0.49714821,0.32624543
-5.63981991,1.91103089,0.48798240,0.31827151,0.00184097,0.44981777,0.01523387,0.75487151,0.50607224,0.32931428
-5.63381691,1.93068762,0.48438690,0.32140083,0.00197203,0.46058618,0.01601484,0.75871613,0.51554966,0.33311082
-5.62781391,1.95563676,0.48294208,0.32595217,0.00210990,0.47144774,0.01679747,0.76619508,0.52551004,0.33753874
-5.62181091,1.98535395,0.48353711,0.33187012,0.00225183,0.48226362,0.01756947,0.77701736,0.53589376,0.34249295
-5.61580790,2.01924572,0.48602736,0.33906997,0.00239491,0.49290821,0.01831791,0.79082806,0.54665709,0.34786365
-5.60980490,2.05667414,0.49023952,0.34744125,0.00253613,0.50327583,0.01902967,0.80721901,0.55777731,0.35354110
-5.60380190,2.09698408,0.49597774,0.35685242,0.00267245,0.51328692,0.01969186,0.82574172,0.56925733,0.35942037
-5.59779890,2.13953176,0.50303050,0.36715654,0.00280086,0.52289350,0.02029235,0.84592217,0.58112958,0.36540613
-5.59179590,2.18371280,0.51117773,0.37819772,0.00291844,0.53208326,0.02082017,0.86727662,0.59345878,0.37141698
-5.58579290,2.22898833,0.52019808,0.38981784,0.00302246,0.54088219,0.02126597,0.88932790,0.60634307,0.37738909
-5.57978989,2.27490758,0.52987567,0.40186351,0.00311047,0.54935526,0.02162240,0.91162148,0.61991352,0.38327891
-5.57378689,2.32112564,0.54000630,0.41419268,0.00318032,0.55760504,0.02188446,0.93374050,0.63433144,0.38906473
-5.56778389,2.36741543,0.55040267,0.42668079,0.00323027,0.56576816,0.02204968,0.95531924,0.64978368,0.39474701
-5.56178089,2.41367298,0.56089858,0.43922605,0.00325902,0.57400970,0.02211834,0.97605450,0.66647566,0.40034734
-5.55577789,2.45991580,0.57135177,0.45175364,0.00326575,0.58251553,0.02209345,0.99571430,0.68462252,0.40590610
-5.54977489,2.50627425,0.58164547,0.46421869,0.00325016,0.59148306,0.02198073,1.01414362,0.70443836,0.41147896
-5.54377189,2.55297642,0.59168876,0.47660783,0.00321246,0.60111063,0.02178845,1.03126698,0.72612418,0.41713228
-5.53776888,2.60032713,0.60141550,0.48893920,0.00315333,0.61158615,0.02152714,1.04708774,0.74985498,0.42293779
-5.53176588,2.64868229,0.61078234,0.50126109,0.00307397,0.62307549,0.02120926,1.06168419,0.77576654,0.42896673
-5.52576288,2.69841987,0.61976575,0.51364896,0.00297596,0.63571127,0.02084876,1.07520261,0.80394265,0.43528388
-5.51975988,2.74990913,0.62835839,0.52620124,0.00286127,0.64958265,0.02046064,1.08784756,0.83440345,0.44194174
-5.51375688,2.80347954,0.63656500,0.53903391,0.00273217,0.66472667,0.02006037,1.09986992,0.86709564,0.44897522
-5.50775388,2.85939122,0.64439818,0.55227404,0.00259112,0.68112173,0.01966342,1.11155310,0.90188512,0.45639726
-5.50175088,2.91780832,0.65187421,0.56605266,0.00244077,0.69868365,0.01928467,1.12319786,0.93855277,0.46419539
-5.49574787,2.97877667,0.65900905,0.58049708,0.00228378,0.71726449,0.01893793,1.13510663,0.97679361,0.47232983
-5.48974487,3.04220688,0.66581499,0.59572306,0.00212282,0.73665446,0.01863547,1.14756759,1.01621976,0.48073281
-5.48374187,3.10786359,0.67229765,0.61182697,0.00196046,0.75658684,0.01838757,1.16083934,1.05636722,0.48930953
-5.47773887,3.17536127,0.67845389,0.62887842,0.00179911,0.77674567,0.01820225,1.17513658,1.09670629,0.49794049
-5.47173587,3.24416677,0.68427025,0.64691341,0.00164098,0.79677609,0.01808495,1.19061737,1.13665532,0.50648523
-5.46573287,3.31360821,0.68972218,0.66592838,0.00148802,0.81629664,0.01803841,1.20737239,1.17559734,0.51478713
-5.45972986,3.38288970,0.69477393,0.68587542,0.00134190,0.83491305,0.01806257,1.22541655,1.21289866,0.52267911
-5.45372686,3.45111102,0.69937892,0.70665869,0.00120398,0.85223298,0.01815462,1.24468326,1.24792887,0.52998994
-5.44772386,3.51729129,0.70348070,0.72813243,0.00107534,0.86788071,0.01830912,1.26502153,1.28008118,0.53655074
-5.44172086,3.58039543,0.70701416,0.75010053,0.00095673,0.88151138,0.01851822,1.28619609,1.30879216,0.54220146
-5.43571786,3.63936232,0.70990704,0.77231785,0.00084863,0.89282388,0.01877191,1.30789040,1.33356010,0.54679689
-5.42971486,3.69313343,0.71208169,0.79449330,0.00075125,0.90157199,0.01905844,1.32971277,1.35396110,0.55021205
-5.42371186,3.74068111,0.71345679,0.81629477,0.00066456,0.90757311,0.01936470,1.35120518,1.36966222,0.55234663
-5.41770885,3.78103535,0.71394926,0.83735575,0.00058834,0.91071440,0.01967669,1.37185474,1.38043126,0.55312836
-5.41170585,3.81330871,0.71347617,0.85728362,0.00052218,0.91095599,0.01998000,1.39110752,1.38614274,0.55251515
-5.40570285,3.83671851,0.71195672,0.87566942,0.00046553,0.90833139,0.02026028,1.40838430,1.38678015,0.55049611
-5.39969985,3.85060631,0.70931424,0.89209878,0.00041773,0.90294508,0.02050376,1.42309789,1.38243454,0.54709132
-5.39369685,3.85445426,0.70547838,0.90616391,0.00037807,0.89496766,0.02069769,1.43467139,1.37329966,0.54235050
-5.38769385,3.84789849,0.70038729,0.91747599,0.00034577,0.88462888,0.02083072,1.44255705,1.35966438,0.53635088
-5.38169085,3.83073935,0.69399003,0.92567789,0.00032003,0.87220908,0.02089333,1.44625490,1.34190271,0.52919419
-5.37568784,3.80294890,0.68624902,0.93045643,0.00030005,0.85802949,0.02087807,1.44533067,1.32046238,0.52100321
-5.36968484,3.76467554,0.67714258,0.93155402,0.00028507,0.84244208,0.02077982,1.43943231,1.29585243,0.51191799
-5.36368184,3.71624593,0.66666755,0.92877898,0.00027434,0.82581933,0.02059592,1.42830454,1.26863078,0.50209194
-5.35767884,3.65816446,0.65484173,0.92201427,0.00026716,0.80854458,0.02032626,1.41180085,1.23939216,0.49168805
-5.35167584,3.59110998,0.64170622,0.91122412,0.00026292,0.79100327,0.01997326,1.38989251,1.20875701,0.48087531
-5.34567284,3.51593017,0.62732750,0.89645837,0.00026103,0.77357538,0.01954179,1.36267415,1.17736185,0.46982557
-5.33966983,3.43363328,0.61179900,0.87785415,0.00026102,0.75662940,0.01903900,1.33036570,1.14585116,0.45871074
-5.33366683,3.34537732,0.59524222,0.85563500,0.00026247,0.74051784,0.01847416,1.29331061,1.11487096,0.44770064
-5.32766383,3.25245673,0.57780719,0.83010719,0.00026506,0.72557429,0.01785833,1.25197033,1.08506411,0.43696120
-5.32166083,3.15628658,0.55967220,0.80165354,0.00026854,0.71211195,0.01720413,1.20691534,1.05706689,0.42665328
-5.31565783,3.05838441,0.54104276,0.77072496,0.00027276,0.70042343,0.01652534,1.15881289,1.03150688,0.41693180
-5.30965483,2.96034984,0.52214982,0.73782990,0.00027767,0.69078156,0.01583663,1.10841219,1.00900142,0.40794532
-5.30365183,2.86384235,0.50324713,0.70352233,0.00028330,0.68344095,0.01515314,1.05652730,0.99015652,0.39983581
-5.29764882,2.77055737,0.48460799,0.66838855,0.00028978,0.67863982,0.01449019,1.00401860,0.97556553,0.39273860
-5.29164582,2.68220123,0.46652125,0.63303341,0.00029731,0.67660201,0.01386290,0.95177337,0.96580732,0.38678245
-5.28564282,2.60046533,0.44928686,0.59806643,0.00030622,0.67753863,0.01328588,0.90068622,0.96144353,0.38208951
-5.27963982,2.52699992,0.43321094,0.56408823,0.00031689,0.68164924,0.01277294,0.85163985,0.96301464,0.37877527
-5.27363682,2.46338809,0.41860056,0.53167777,0.00032979,0.68912223,0.01233680,0.80548698,0.97103462,0.37694827
-5.26763382,2.41112026,0.40575843,0.50138070,0.00034547,0.70013434,0.01198886,0.76303354,0.98598412,0.37670962
-5.26163082,2.37156966,0.39497743,0.47369905,0.00036455,0.71484907,0.01173894,0.72502389,1.00830231,0.37815221
-5.25562781,2.34596917,0.38653532,0.44908255,0.00038769,0.73341424,0.01159514,0.69212795,1.03837745,0.38135971
-5.24962481,2.33538981,0.38068950,0.42792151,0.00041560,0.75595845,0.01156367,0.66493062,1.07653655,0.38640518
-5.24362181,2.34072126,0.37767215,0.41054143,0.00044902,0.78258678,0.01164872,0.64392345,1.12303450,0.39334957
-5.23761881,2.36265459,0.37768557,0.39719919,0.00048872,0.81337594,0.01185236,0.62949845,1.17804313,0.40223987
-5.23161581,2.40166757,0.38089795,0.38808065,0.00053545,0.84836888,0.01217452,0.62194394,1.24164077,0.41310713
-5.22561281,2.45801259,0.38743955,0.38329971,0.00058995,0.88756950,0.01261299,0.62144232,1.31380287,0.42596450
-5.21960980,2.53170771,0.39739931,0.38289842,0.00065291,0.93093739,0.01316339,0.62806939,1.39439416,0.44080511
-5.21360680,2.62253069,0.41082196,0.38684817,0.00072500,0.97838322,0.01381932,0.64179526,1.48316297,0.45760016
-5.20760380,2.73001653,0.42770568,0.39505170,0.00080675,1.02976484,0.01457244,0.66248635,1.57973804,0.47629722
-5.20160080,2.85345842,0.44800024,0.40734581,0.00089865,1.08488443,0.01541264,0.68990857,1.68362820,0.49681870
-5.19559780,2.99191234,0.47160583,0.42350479,0.00100101,1.14348693,0.01632824,0.72373139,1.79422505,0.51906088
-5.18959480,3.14420534,0.49837245,0.44324433,0.00111405,1.20525974,0.01730624,0.76353277,1.91080870,0.54289327
-5.18359180,3.30894749,0.52810000,0.46622602,0.00123777,1.26983395,0.01833257,0.80880489,2.03255644,0.56815850
-5.17758879,3.48454736,0.56053914,0.49206240,0.00137203,1.33678679,0.01939243,0.85896069,2.15855398,0.59467286
-5.17158579,3.66923087,0.59539280,0.52032250,0.00151644,1.40564557,0.02047058,0.91334113,2.28780893,0.62222731
-5.16558279,3.86106317,0.63231860,0.55053807,0.00167043,1.47589248,0.02155165,0.97122342,2.41926583,0.65058904
-5.15957979,4.05797325,0.67093206,0.58221031,0.00183316,1.54697056,0.02262048,1.03182999,2.55182224,0.67950366
-5.15357679,4.25778074,0.71081061,0.61481717,0.00200355,1.61829005,0.02366243,1.09433844,2.68434510,0.70869774
-5.14757379,4.45822449,0.75149853,0.64782132,0.00218029,1.68923534,0.02466363,1.15789239,2.81568679,0.73788180
-5.14157079,4.65699235,0.79251267,0.68067857,0.00236182,1.75917194,0.02561127,1.22161320,2.94470029,0.76675368
-5.13556778,4.85175173,0.83334899,0.71284665,0.00254632,1.82745345,0.02649378,1.28461258,3.07025292,0.79500210
-5.12956478,5.04018045,0.87348994,0.74379439,0.00273178,1.89342833,0.02730100,1.34600590,3.19123840,0.82231047
-5.12356178,5.21999747,0.91241238,0.77301095,0.00291597,1.95644640,0.02802429,1.40492604,3.30658708,0.84836082
-5.11755878,5.38899316,0.94959626,0.80001498,0.00309652,2.01586504,0.02865664,1.46053770,3.41527428,0.87283787
-5.11155578,5.54505890,0.98453359,0.82436348,0.00327093,2.07105530,0.02919263,1.51205173,3.51632713,0.89543315
-5.10555278,5.68621580,1.01673783,0.84566016,0.00343663,2.12140783,0.02962851,1.55873929,3.60882999,0.91584919
-5.09954977,5.81064224,1.04575333,0.86356295,0.00359102,2.16633904,0.02996206,1.59994552,3.69192923,0.93380382
-5.09354677,5.91670034,1.07116463,0.87779061,0.00373159,2.20529753,0.03019262,1.63510221,3.76483760,0.94903441
-5.08754377,6.00296086,1.09260547,0.88812799,0.00385590,2.23777095,0.03032094,1.66373922,3.82683895,0.96130230
-5.08154077,6.06822649,1.10976713,0.89442999,0.00396170,2.26329356,0.03034913,1.68549422,3.87729357,0.97039708
-5.07553777,6.11155318,1.12240585,0.89662387,0.00404701,2.28145435,0.03028057,1.70012031,3.91564461,0.97614096
-5.06953477,6.13226897,1.13034911,0.89470996,0.00411013,2.29190577,0.03011981,1.70749133,3.94142573,0.97839291
-5.06353177,6.12998986,1.13350050,0.88876063,0.00414974,2.29437282,0.02987251,1.70760441,3.95426989,0.97705262
-5.05752876,6.10463206,1.13184284,0.87891756,0.00416490,2.28866237,0.02954537,1.70057970,3.95391919,0.97206404
-5.05152576,6.05641994,1.12543951,0.86538737,0.00415515,2.27467207,0.02914606,1.68665713,3.94023522,0.96341848
-5.04552276,5.98588891,1.11443375,0.84843568,0.00412049,2.25239860,0.02868312,1.66619010,3.91320933,0.95115685
-5.03951976,5.89388271,1.09904589,0.82837987,0.00406136,2.22194454,0.02816598,1.63963633,3.87297215,0.93537116
-5.03351676,5.78154425,1.07956848,0.80558064,0.00397872,2.18352351,0.02760477,1.60754601,3.81980148,0.91620486
-5.02751376,5.65029998,1.05635950,0.78043273,0.00387392,2.13746277,0.02701028,1.57054753,3.75412781,0.89385205
-5.02151076,5.50183723,1.02983373,0.75335491,0.00374876,2.08420318,0.02639381,1.52933131,3.67653661,0.86855534
-5.01550775,5.33807499,1.00045253,0.72477981,0.00360537,2.02429588,0.02576701,1.48463218,3.58776688,0.84060246
-5.00950475,5.16112819,0.96871241,0.69514355,0.00344618,1.95839566,0.02514168,1.43721080,3.48870543,0.81032142
-5.00350175,4.97326650,0.93513271,0.66487580,0.00327385,1.88725094,0.02452953,1.38783490,3.38037675,0.77807451
-4.99749875,4.77686849,0.90024280,0.63439028,0.00309118,1.81169060,0.02394191,1.33726071,3.26392846,0.74425115
-4.99149575,4.57437252,0.86456923,0.60407619,0.00290103,1.73260788,0.02338954,1.28621541,3.14061255,0.70925986
-4.98549275,4.36822581,0.82862329,0.57429051,0.00270627,1.65094197,0.02288216,1.23538095,3.01176320,0.67351954
-4.97948974,4.16083338,0.79288930,0.54535170,0.00250968,1.56765792,0.02242826,1.18537985,2.87877159,0.63745049
-4.97348674,3.95450858,0.75781405,0.51753459,0.00231388,1.48372555,0.02203476,1.13676324,2.74305893,0.60146527
-4.96748374,3.75142680,0.72379773,0.49106682,0.00212130,1.40009825,0.02170671,1.09000159,2.60604853,0.56595999
-4.96148074,3.55358398,0.69118645,0.46612663,0.00193410,1.31769252,0.02144709,1.04547809,2.46913808,0.53130614
-4.95547774,3.36276127,0.66026672,0.44284221,0.00175414,1.23736897,0.02125661,1.00348502,2.33367325,0.49784330
-4.94947474,3.18049703,0.63126172,0.42129238,0.00158299,1.15991547,0.02113363,0.96422280,2.20092359,0.46587306
-4.94347174,3.00806686,0.60432972,0.40150861,0.00142185,1.08603325,0.02107409,0.92780175,2.07206153,0.43565425
-4.93746873,2.84647232,0.57956424,0.38347818,0.00127163,1.01632619,0.02107165,0.89424638,1.94814547,0.40739963
-4.93146573,2.69643833,0.55699614,0.36714839,0.00113289,0.95129374,0.02111779,0.86350183,1.83010720,0.38127410
-4.92546273,2.55841921,0.53659729,0.35243162,0.00100593,0.89132760,0.02120213,0.83544219,1.71874428,0.35739456
-4.91945973,2.43261283,0.51828580,0.33921101,0.00089075,0.83671211,0.02131268,0.80988042,1.61471724,0.33583109
-4.91345673,2.31898198,0.50193247,0.32734668,0.00078713,0.78762819,0.02143636,0.78657939,1.51855177,0.31660965
-4.90745373,2.21728215,0.48736817,0.31668212,0.00069465,0.74416054,0.02155940,0.76526376,1.43064533,0.29971593
-4.90145073,2.12709432,0.47439219,0.30705079,0.00061272,0.70630751,0.02166787,0.74563237,1.35127797,0.28510016
-4.89544772,2.04786157,0.46278089,0.29828252,0.00054065,0.67399332,0.02174824,0.72737063,1.28062647,0.27268283
-4.88944472,1.97892785,0.45229679,0.29020968,0.00047767,0.64708186,0.02178788,0.71016277,1.21878111,0.26236079
-4.88344172,1.91957764,0.44269756,0.28267293,0.00042295,0.62539139,0.02177553,0.69370354,1.16576427,0.25401379
-4.87743872,1.86907482,0.43374482,0.27552636,0.00037566,0.60870960,0.02170180,0.67770907,1.12154962,0.24751089
-4.87143572,1.82669936,0.42521246,0.26864202,0.00033498,0.59680823,0.02155952,0.66192665,1.08608111,0.24271675
-4.86543272,1.79178054,0.41689425,0.26191359,0.00030013,0.58945663,0.02134398,0.64614317,1.05929060,0.23949741
-4.85942971,1.76372524,0.40861054,0.25525916,0.00027038,0.58643368,0.02105319,0.63019202,1.04111322,0.23772539
-4.85342671,1.74204048,0.40021388,0.24862319,0.00024507,0.58753756,0.02068785,0.61395828,1.03149932,0.23728395
-4.84742371,1.72634914,0.39159337,0.24197739,0.00022360,0.59259283,0.02025142,0.59738207,1.03042257,0.23807026
-4.84142071,1.71639838,0.38267762,0.23532073,0.00020547,0.60145466,0.01974986,0.58045993,1.03788312,0.23999759
-4.83541771,1.71206028,0.37343626,0.22867852,0.00019025,0.61400975,0.01919143,0.56324428,1.05390574,0.24299607
-4.82941471,1.71332476,0.36387994,0.22210051,0.00017756,0.63017415,0.01858635,0.54584092,1.07853250,0.24701246
-4.82341171,1.72028495,0.35405888,0.21565836,0.00016712,0.64988779,0.01794633,0.52840471,1.11181018,0.25200850
-4.81740870,1.73311569,0.34405993,0.20944230,0.00015867,0.67310609,0.01728413,0.51113350,1.15377269,0.25795829
-4.81140570,1.75204599,0.33400246,0.20355727,0.00015203,0.69978899,0.01661307,0.49426073,1.20441922,0.26484458
-4.80540270,1.77732677,0.32403298,0.19811866,0.00014704,0.72988792,0.01594642,0.47804668,1.26368908,0.27265429
-4.79939970,1.80919528,0.31431900,0.19324781,0.00014358,0.76333128,0.01529700,0.46276899,1.33143445,0.28137346
-4.79339670,1.84783799,0.30504217,0.18906738,0.00014153,0.80000938,0.01467662,0.44871264,1.40739247,0.29098179
-4.78739370,1.89335375,0.29639103,0.18569687,0.00014079,0.83975953,0.01409567,0.43615976,1.49115844,0.30144729
-4.78139070,1.94571919,0.28855380,0.18324833,0.00014126,0.88235222,0.01356277,0.42537977,1.58216177,0.31272110
-4.77538769,2.00475823,0.28171122,0.18182251,0.00014284,0.92747938,0.01308448,0.41662012,1.67964641,0.32473298
-4.76938469,2.07011748,0.27602998,0.18150546,0.00014541,0.97474540,0.01266511,0.41009798,1.78265754,0.33738765
-4.76338169,2.14124915,0.27165685,0.18236582,0.00014884,1.02366191,0.01230662,0.40599320,1.89003577,0.35056229
-4.75737869,2.21740256,0.26871372,0.18445275,0.00015298,1.07364666,0.01200862,0.40444270,2.00042019,0.36410546
-4.75137569,2.29762521,0.26729366,0.18779457,0.00015769,1.12402720,0.01176845,0.40553652,2.11226088,0.37783745
-4.74537269,2.38077368,0.26745825,0.19239815,0.00016279,1.17404936,0.01158138,0.40931547,2.22384122,0.39155229
-4.73936968,2.46553430,0.26923594,0.19824898,0.00016809,1.22289053,0.01144084,0.41577049,2.33330971,0.40502130
-4.73336668,2.55045277,0.27262177,0.20531184,0.00017340,1.26967751,0.01133875,0.42484357,2.43872067,0.41799812
-4.72736368,2.63397183,0.27757798,0.21353198,0.00017854,1.31350820,0.01126587,0.43643002,2.53808230,0.43022507
-4.72136068,2.71447502,0.28403577,0.22283682,0.00018331,1.35347643,0.01121220,0.45038201,2.62941054,0.44144046
-4.71535768,2.79033494,0.29189770,0.23313781,0.00018753,1.38869884,0.01116743,0.46651292,2.71078648,0.45138670
-4.70935468,2.85996344,0.30104084,0.24433254,0.00019104,1.41834273,0.01112127,0.48460246,2.78041475,0.45981867
-4.70335168,2.92186163,0.31132029,0.25630691,0.00019368,1.44165345,0.01106391,0.50440202,2.83668058,0.46651205
-4.69734867,2.97466719,0.32257297,0.26893717,0.00019534,1.45798020,0.01098634,0.52564025,2.87820256,0.47127115
-4.69134567,3.01719682,0.33462148,0.28209188,0.00019591,1.46679898,0.01088067,0.54802837,2.90387887,0.47393591
-4.68534267,3.04848188,0.34727788,0.29563362,0.00019533,1.46773154,0.01074035,0.57126526,2.91292474,0.47438761
-4.67933967,3.06779560,0.36034727,0.30942045,0.00019355,1.46055941,0.01056039,0.59504207,2.90489921,0.47255323
-4.67333667,3.07467084,0.37363110,0.32330716,0.00019057,1.44523246,0.01033747,0.61904627,2.87972019,0.46840794
-4.66733367,3.06890772,0.38693017,0.33714628,0.00018643,1.42187141,0.01006993,0.64296527,2.83766688,0.46197598
-4.66133067,3.05057125,0.40004728,0.35078897,0.00018116,1.39076442,0.00975783,0.66648949,2.77936971,0.45332956
-4.65532766,3.01997928,0.41278969,0.36408584,0.00017486,1.35235775,0.00940277,0.68931515,2.70578825,0.44258614
-4.64932466,2.97768203,0.42497118,0.37688774,0.00016763,1.30724113,0.00900781,0.71114682,2.61817825,0.42990405
-4.64332166,2.92443433,0.43641413,0.38904680,0.00015959,1.25612860,0.00857724,0.73169989,2.51804960,0.41547685
