energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Li_s_up,Li_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,4.91614121,-4.91614122,0.08391505,-0.08391505,1.06301896,-1.06301896,1.49525741,-1.49525740,1.39737686,-1.39737686,0.24720190,-0.24720190,1.55385621,-1.55385621,0.00000000,-0.00000000
-5.99399700,4.82175612,-4.82175614,0.08258973,-0.08258973,1.04117304,-1.04117304,1.44929379,-1.44929379,1.38424250,-1.38424250,0.25006596,-0.25006596,1.52338175,-1.52338175,0.00000000,-0.00000000
-5.98799400,4.72883949,-4.72883951,0.08099015,-0.08099015,1.01822266,-1.01822267,1.40746350,-1.40746350,1.36762626,-1.36762627,0.25265153,-0.25265153,1.49632102,-1.49632102,0.00000000,-0.00000000
-5.98199100,4.63667210,-4.63667212,0.07910960,-0.07910960,0.99408987,-0.99408987,1.36961478,-1.36961478,1.34737717,-1.34737718,0.25489143,-0.25489143,1.47232765,-1.47232765,0.00000000,-0.00000000
-5.97598799,4.54452691,-4.54452694,0.07694837,-0.07694837,0.96872045,-0.96872046,1.33549238,-1.33549238,1.32342575,-1.32342576,0.25672326,-0.25672326,1.45099355,-1.45099355,0.00000000,-0.00000000
-5.96998499,4.45170487,-4.45170490,0.07451398,-0.07451398,0.94208854,-0.94208855,1.30475028,-1.30475028,1.29578867,-1.29578868,0.25808958,-0.25808958,1.43186633,-1.43186633,0.00000000,-0.00000000
-5.96398199,4.35756739,-4.35756742,0.07182113,-0.07182113,0.91419956,-0.91419957,1.27696681,-1.27696680,1.26457008,-1.26457010,0.25893814,-0.25893814,1.41446752,-1.41446752,0.00000000,-0.00000000
-5.95797899,4.26156509,-4.26156512,0.06889140,-0.06889140,0.88509174,-0.88509175,1.25166151,-1.25166150,1.22995978,-1.22995980,0.25922220,-0.25922221,1.39831124,-1.39831125,0.00000000,-0.00000000
-5.95197599,4.16326255,-4.16326259,0.06575259,-0.06575260,0.85483615,-0.85483616,1.22831334,-1.22831334,1.19222846,-1.19222848,0.25890100,-0.25890100,1.38292299,-1.38292300,0.00000000,-0.00000000
-5.94597299,4.06235901,-4.06235906,0.06243794,-0.06243794,0.82353548,-0.82353550,1.20637962,-1.20637962,1.15172054,-1.15172056,0.25794038,-0.25794038,1.36785797,-1.36785797,0.00000000,-0.00000000
-5.93996998,3.95870502,-3.95870506,0.05898507,-0.05898507,0.79132172,-0.79132173,1.18531512,-1.18531512,1.10884499,-1.10884501,0.25631366,-0.25631367,1.35271873,-1.35271874,0.00000000,-0.00000000
-5.93396698,3.85231508,-3.85231512,0.05543485,-0.05543485,0.75835296,-0.75835297,1.16459084,-1.16459083,1.06406479,-1.06406481,0.25400269,-0.25400269,1.33717154,-1.33717154,0.00000000,-0.00000000
-5.92796398,3.74337634,-3.74337638,0.05183019,-0.05183019,0.72480968,-0.72480970,1.14371185,-1.14371185,1.01788541,-1.01788543,0.25099897,-0.25099897,1.32096087,-1.32096088,0.00000000,-0.00000000
-5.92196098,3.63225323,-3.63225328,0.04821473,-0.04821473,0.69089065,-0.69089066,1.12223377,-1.12223377,0.97084294,-0.97084297,0.24730494,-0.24730494,1.30392175,-1.30392176,0.00000000,-0.00000000
-5.91595798,3.51948781,-3.51948786,0.04463167,-0.04463167,0.65680860,-0.65680861,1.09977721,-1.09977721,0.92349224,-0.92349226,0.24293517,-0.24293517,1.28598911,-1.28598912,0.00000000,-0.00000000
-5.90995498,3.40579566,-3.40579571,0.04112256,-0.04112256,0.62278606,-0.62278607,1.07603993,-1.07603993,0.87639541,-0.87639543,0.23791740,-0.23791741,1.26720388,-1.26720389,0.00000000,-0.00000000
-5.90395198,3.29205695,-3.29205700,0.03772631,-0.03772631,0.58905126,-0.58905127,1.05080620,-1.05080620,0.83011091,-0.83011093,0.23229336,-0.23229336,1.24771521,-1.24771522,0.00000000,-0.00000000
-5.89794897,3.17930230,-3.17930234,0.03447824,-0.03447824,0.55583423,-0.55583424,1.02395296,-1.02395297,0.78518346,-0.78518348,0.22611915,-0.22611916,1.22777857,-1.22777858,0.00000000,-0.00000000
-5.89194597,3.06869326,-3.06869330,0.03140937,-0.03140937,0.52336322,-0.52336323,0.99545274,-0.99545275,0.74213478,-0.74213480,0.21946523,-0.21946523,1.20774936,-1.20774937,0.00000000,-0.00000000
-5.88594297,2.96149711,-2.96149715,0.02854585,-0.02854585,0.49186129,-0.49186130,0.96537298,-0.96537299,0.70145512,-0.70145514,0.21241576,-0.21241576,1.18807210,-1.18807210,0.00000000,-0.00000000
-5.87993997,2.85905613,-2.85905617,0.02590858,-0.02590858,0.46154315,-0.46154316,0.93387194,-0.93387194,0.66359565,-0.66359567,0.20506742,-0.20506743,1.16926520,-1.16926521,0.00000000,-0.00000000
-5.87393697,2.76275154,-2.76275158,0.02351300,-0.02351301,0.43261206,-0.43261207,0.90119116,-0.90119117,0.62896156,-0.62896157,0.19752757,-0.19752758,1.15190172,-1.15190172,0.00000000,-0.00000000
-5.86793397,2.67396274,-2.67396277,0.02136908,-0.02136908,0.40525690,-0.40525691,0.86764492,-0.86764492,0.59790571,-0.59790572,0.18991183,-0.18991183,1.13658654,-1.13658654,0.00000000,-0.00000000
-5.86193097,2.59402276,-2.59402278,0.01948135,-0.01948135,0.37964922,-0.37964923,0.83360681,-0.83360682,0.57072293,-0.57072295,0.18234111,-0.18234112,1.12393082,-1.12393082,0.00000000,-0.00000000
-5.85592796,2.52417120,-2.52417123,0.01784923,-0.01784923,0.35594034,-0.35594035,0.79949425,-0.79949426,0.54764486,-0.54764487,0.17493827,-0.17493827,1.11452462,-1.11452462,0.00000000,-0.00000000
-5.84992496,2.46550625,-2.46550627,0.01646730,-0.01646730,0.33425839,-0.33425840,0.76575132,-0.76575132,0.52883523,-0.52883523,0.16782435,-0.16782435,1.10890873,-1.10890873,0.00000000,-0.00000000
-5.84392196,2.41893751,-2.41893752,0.01532579,-0.01532579,0.31470548,-0.31470549,0.73283072,-0.73283072,0.51438596,-0.51438596,0.16111474,-0.16111475,1.10754704,-1.10754704,0.00000000,-0.00000000
-5.83791896,2.38514181,-2.38514182,0.01441104,-0.01441104,0.29735496,-0.29735496,0.70117557,-0.70117558,0.50431393,-0.50431393,0.15491533,-0.15491533,1.11080055,-1.11080054,0.00000000,-0.00000000
-5.83191596,2.36452403,-2.36452404,0.01370607,-0.01370607,0.28224888,-0.28224889,0.67120186,-0.67120187,0.49855877,-0.49855878,0.14931875,-0.14931875,1.11890445,-1.11890445,0.00000000,-0.00000000
-5.82591296,2.35718499,-2.35718499,0.01319116,-0.01319116,0.26939589,-0.26939589,0.64328215,-0.64328216,0.49698187,-0.49698187,0.14440103,-0.14440104,1.13194942,-1.13194942,0.00000000,-0.00000000
-5.81990995,2.36289844,-2.36289844,0.01284448,-0.01284448,0.25876950,-0.25876950,0.61773138,-0.61773138,0.49936676,-0.49936676,0.14021877,-0.14021877,1.14986809,-1.14986808,0.00000000,-0.00000000
-5.81390695,2.38109872,-2.38109872,0.01264261,-0.01264261,0.25030718,-0.25030718,0.59479525,-0.59479525,0.50542134,-0.50542134,0.13680684,-0.13680684,1.17242769,-1.17242769,0.00000000,-0.00000000
-5.80790395,2.41088044,-2.41088043,0.01256125,-0.01256125,0.24391011,-0.24391012,0.57464172,-0.57464173,0.51478182,-0.51478181,0.13417692,-0.13417692,1.19922944,-1.19922943,0.00000000,-0.00000000
-5.80190095,2.45101087,-2.45101086,0.01257570,-0.01257570,0.23944397,-0.23944397,0.55735588,-0.55735589,0.52701883,-0.52701883,0.13231686,-0.13231686,1.22971489,-1.22971488,0.00000000,-0.00000000
-5.79589795,2.49995539,-2.49995537,0.01266149,-0.01266149,0.23674065,-0.23674065,0.54293842,-0.54293842,0.54164557,-0.54164557,0.13119083,-0.13119083,1.26317934,-1.26317933,0.00000000,-0.00000000
