energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up
-6.00000000,5.99100721,0.59561076,2.72166411,0.02991583,0.30851627,0.05406035,1.98421824
-5.99399700,5.69364075,0.56747767,2.60175327,0.02879577,0.30138432,0.05104535,1.86184573
-5.98799400,5.40038232,0.54083155,2.48335328,0.02757478,0.29493143,0.04803547,1.74058261
-5.98199100,5.11468895,0.51603124,2.36814289,0.02626518,0.28940559,0.04506019,1.62134382
-5.97598799,4.83993329,0.49341029,2.25776178,0.02488130,0.28504121,0.04215006,1.50502922
-5.96998499,4.57930954,0.47326691,2.15376193,0.02343905,0.28205103,0.03933613,1.39250259
-5.96398199,4.33574334,0.45585468,2.05756064,0.02195548,0.28061839,0.03664942,1.28457138
-5.95797899,4.11180928,0.44137427,1.97039739,0.02044832,0.28089030,0.03412047,1.18196826
-5.95197599,3.90965990,0.42996662,1.89329642,0.01893549,0.28297148,0.03177879,1.08533529
-5.94597299,3.73096925,0.42170784,1.82703652,0.01743461,0.28691972,0.02965256,0.99521147
-5.93996998,3.57689354,0.41660631,1.77212966,0.01596256,0.29274286,0.02776821,0.91202427
-5.93396698,3.44805060,0.41460195,1.72880924,0.01453508,0.30039740,0.02615027,0.83608543
-5.92796398,3.34451916,0.41556792,1.69702858,0.01316646,0.30978904,0.02482117,0.76759113
-5.92196098,3.26585783,0.41931477,1.67646980,0.01186927,0.32077504,0.02380125,0.70662654
-5.91595798,3.21114294,0.42559696,1.66656269,0.01065418,0.33316859,0.02310874,0.65317421
-5.90995498,3.17902362,0.43412146,1.66651280,0.00952990,0.34674476,0.02275985,0.60712587
-5.90395198,3.16779138,0.44455835,1.67533763,0.00850317,0.36124818,0.02276893,0.56829696
-5.89794897,3.17546137,0.45655291,1.69190928,0.00757882,0.37640191,0.02314855,0.53644301
-5.89194597,3.19986150,0.46973875,1.71500186,0.00675987,0.39191736,0.02390967,0.51127697
-5.88594297,3.23872554,0.48375167,1.74334164,0.00604778,0.40750481,0.02506169,0.49248657
-5.87993997,3.28978623,0.49824336,1.77565788,0.00544259,0.42288407,0.02661250,0.47975085
-5.87393697,3.35086421,0.51289484,1.81073214,0.00494319,0.43779492,0.02856836,0.47275494
-5.86793397,3.41994919,0.52742862,1.84744420,0.00454758,0.45200686,0.03093376,0.47120244
-5.86193097,3.49526980,0.54161950,1.88481270,0.00425309,0.46532782,0.03371115,0.47482464
-5.85592796,3.57534941,0.55530320,1.92202885,0.00405662,0.47761128,0.03690047,0.48338646
-5.84992496,3.65904571,0.56838273,1.95848205,0.00395485,0.48876176,0.04049873,0.49668848
-5.84392196,3.74557265,0.58083194,1.99377648,0.00394442,0.49873824,0.04449933,0.51456544
-5.83791896,3.83450423,0.59269641,2.02773804,0.00402209,0.50755538,0.04889145,0.53688102
-5.83191596,3.92576033,0.60409128,2.06041176,0.00418485,0.51528259,0.05365928,0.56351954
-5.82591296,4.01957563,0.61519633,2.09204978,0.00443001,0.52204086,0.05878137,0.59437492
-5.81990995,4.11645360,0.62624839,2.12309069,0.00475526,0.52799756,0.06422992,0.62933777
-5.81390695,4.21710774,0.63753141,2.15413117,0.00515868,0.53335936,0.06997028,0.66828127
-5.80790395,4.32239334,0.64936448,2.18589141,0.00563874,0.53836359,0.07596046,0.71104680
-5.80190095,4.43323291,0.66208844,2.21917556,0.00619429,0.54326841,0.08215099,0.75743024
-5.79589795,4.55053895,0.67605139,2.25482920,0.00682447,0.54834210,0.08848489,0.80716972
-5.78989495,4.67513776,0.69159380,2.29369540,0.00752870,0.55385198,0.09489800,0.85993582
-5.78389195,4.80769759,0.70903376,2.33657133,0.00830653,0.56005340,0.10131961,0.91532472
-5.77788894,4.94866466,0.72865282,2.38416701,0.00915756,0.56717913,0.10767337,0.97285494
-5.77188594,5.09820968,0.75068313,2.43706807,0.01008136,0.57542969,0.11387855,1.03196804
-5.76588294,5.25618738,0.77529619,2.49570377,0.01107726,0.58496494,0.11985158,1.09203336
-5.75987994,5.42211070,0.80259368,2.56032176,0.01214428,0.59589723,0.12550792,1.15235670
-5.75387694,5.59514085,0.83260077,2.63097051,0.01328092,0.60828648,0.13076400,1.21219269
-5.74787394,5.77409352,0.86526201,2.70749012,0.01448504,0.62213727,0.13553947,1.27076036
-5.74187094,5.95746120,0.90044011,2.78951208,0.01575363,0.63739818,0.13975940,1.32726114
-5.73586793,6.14345050,0.93791752,2.87646791,0.01708271,0.65396337,0.14335646,1.38089860
-5.72986493,6.33003313,0.97740085,2.96760658,0.01846710,0.67167639,0.14627307,1.43089896
-5.72386193,6.51500845,1.01852796,3.06202014,0.01990031,0.69033597,0.14846321,1.47653151
-5.71785893,6.69607510,1.06087746,3.15867650,0.02137438,0.70970388,0.14989405,1.51712798
-5.71185593,6.87090892,1.10398035,3.25645842,0.02287979,0.72951417,0.15054713,1.55210017
-5.70585293,7.03724422,1.14733330,3.35420701,0.02440543,0.74948378,0.15041917,1.58095499
-5.69984992,7.19295502,1.19041333,3.45076816,0.02593856,0.76932392,0.14952237,1.60330642
-5.69384692,7.33613342,1.23269310,3.54503998,0.02746490,0.78875175,0.14788423,1.61888413
-5.68784392,7.46516175,1.27365660,3.63601940,0.02896873,0.80750201,0.14554694,1.62753837
-5.68184092,7.57877601,1.31281444,3.72284580,0.03043316,0.82533789,0.14256627,1.62924138
-5.67583792,7.67611802,1.34971847,3.80483985,0.03184037,0.84206091,0.13901007,1.62408526
-5.66983492,7.75677418,1.38397505,3.88153596,0.03317203,0.85751914,0.13495643,1.61227683
-5.66383192,7.82079963,1.41525662,3.95270655,0.03440968,0.87161355,0.13049163,1.59412979
-5.65782891,7.86872657,1.44331129,4.01837730,0.03553530,0.88430215,0.12570786,1.57005477
-5.65182591,7.90155668,1.46796997,4.07883239,0.03653185,0.89560162,0.12070092,1.54054779
