energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.27963982,3.57374778,0.01382384,0.12996218,0.22415669,1.16505490,1.97159967,0.02771604,1.26626773
-5.27363682,3.72294478,0.01387278,0.13388113,0.23118956,1.21140722,2.06744658,0.02804702,1.31568639
-5.26763382,3.86680501,0.01394595,0.13733122,0.23741440,1.25398176,2.16238892,0.02828133,1.36214388
-5.26163082,4.00299591,0.01404206,0.14025784,0.24267826,1.29209872,2.25493819,0.02841133,1.40483522
-5.25562781,4.12928737,0.01415988,0.14261496,0.24684901,1.32515806,2.34361409,0.02843127,1.44301509
-5.24962481,4.24361964,0.01429825,0.14436683,0.24981973,1.35266102,2.42698610,0.02833751,1.47602210
-5.24362181,4.34416790,0.01445614,0.14548949,0.25151221,1.37422885,2.50371471,0.02812878,1.50330126
-5.23761881,4.42940077,0.01463272,0.14597188,0.25187960,1.38961797,2.57259058,0.02780627,1.52442358
-5.23161581,4.49813001,0.01482734,0.14581660,0.25090783,1.39873060,2.63256991,0.02737373,1.53910184
-5.22561281,4.54954895,0.01503964,0.14504015,0.24861609,1.40162030,2.68280460,0.02683748,1.54720183
-5.21960980,4.58325760,0.01526948,0.14367280,0.24505603,1.39849195,2.72266547,0.02620627,1.54874836
-5.21360680,4.59927317,0.01551704,0.14175780,0.24030983,1.38969602,2.75175776,0.02549117,1.54392550
-5.20760380,4.59802493,0.01578267,0.13935023,0.23448735,1.37571728,2.76992791,0.02470524,1.53307112
-5.20160080,4.58033375,0.01606692,0.13651536,0.22772234,1.35715828,2.77726144,0.02386327,1.51666562
-5.19559780,4.54737681,0.01637039,0.13332663,0.22016785,1.33471832,2.77407191,0.02298137,1.49531544
-5.18959480,4.50063923,0.01669363,0.12986337,0.21199129,1.30916880,2.76088175,0.02207650,1.46973184
-5.18359180,4.44185466,0.01703696,0.12620820,0.20336903,1.28132595,2.73839574,0.02116604,1.44070592
-5.17758879,4.37293777,0.01740033,0.12244449,0.19448103,1.25202222,2.70746875,0.02026728,1.40908091
-5.17158579,4.29591164,0.01778310,0.11865373,0.18550556,1.22207754,2.66906926,0.01939695,1.37572298
-5.16558279,4.21283356,0.01818389,0.11491301,0.17661426,1.19227168,2.62424060,0.01857076,1.34149180
-5.15957979,4.12572269,0.01860038,0.11129282,0.16796770,1.16331886,2.57406181,0.01780296,1.30721208
-5.15357679,4.03649261,0.01902918,0.10785502,0.15971154,1.13584569,2.51960999,0.01710605,1.27364728
-5.14757379,3.94689187,0.01946575,0.10465131,0.15197350,1.11037322,2.46192586,0.01649040,1.24147669
-5.14157079,3.85845479,0.01990431,0.10172204,0.14486095,1.08730372,2.40198399,0.01596410,1.21127644
-5.13556778,3.77246425,0.02033790,0.09909552,0.13845942,1.06691254,2.34066879,0.01553282,1.18350546
-5.12956478,3.68992752,0.02075840,0.09678778,0.13283182,1.04934523,2.27875697,0.01519978,1.15849653
-5.12356178,3.61156551,0.02115676,0.09480279,0.12801838,1.03461974,2.21690681,0.01496577,1.13645261
-5.11755878,3.53781502,0.02152314,0.09313305,0.12403717,1.02263329,2.15565410,0.01482930,1.11744848
-5.11155578,3.46884286,0.02184721,0.09176060,0.12088530,1.01317347,2.09541432,0.01478678,1.10143717
-5.10555278,3.40457048,0.02211851,0.09065831,0.11854045,1.00593285,2.03649018,0.01483277,1.08826070
-5.09954977,3.34470691,0.02232673,0.08979142,0.11696282,1.00052624,1.97908364,0.01496028,1.07766446
-5.09354677,3.28878792,0.02246215,0.08911925,0.11609730,0.99650973,1.92331100,0.01516110,1.06931428
-5.08754377,3.23621881,0.02251600,0.08859696,0.11587589,0.99340079,1.86921999,0.01542611,1.06281536
-5.08154077,3.18631858,0.02248079,0.08817739,0.11622014,0.99069834,1.81680753,0.01574566,1.05773214
-5.07553777,3.13836321,0.02235064,0.08781281,0.11704363,0.98790214,1.76603688,0.01610984,1.05360808
-5.06953477,3.09162589,0.02212154,0.08745655,0.11825451,0.98453089,1.71685347,0.01650882,1.04998462
-5.06353177,3.04541269,0.02179154,0.08706455,0.11975784,0.98013816,1.66919825,0.01693306,1.04641853
-5.05752876,2.99909240,0.02136088,0.08659660,0.12145792,0.97432607,1.62301827,0.01737354,1.04249703
-5.05152576,2.95211950,0.02083201,0.08601740,0.12326045,0.96675610,1.57827401,0.01782191,1.03785020
-5.04552276,2.90405006,0.02020954,0.08529742,0.12507448,0.95715702,1.53494351,0.01827058,1.03216047
-5.03951976,2.85455049,0.01950012,0.08441340,0.12681422,0.94532984,1.49302332,0.01871279,1.02516893
-5.03351676,2.80339951,0.01871224,0.08334870,0.12840058,0.93114987,1.45252669,0.01914257,1.01667858
-5.02751376,2.75048410,0.01785596,0.08209327,0.12976252,0.91456607,1.41347949,0.01955471,1.00655472
-5.02151076,2.69579036,0.01694261,0.08064356,0.13083810,0.89559801,1.37591452,0.01994469,0.99472266
-5.01550775,2.63939063,0.01598445,0.07900210,0.13157528,0.87433071,1.33986475,0.02030856,0.98116338
-5.00950475,2.58142786,0.01499430,0.07717698,0.13193247,0.85090791,1.30535638,0.02064284,0.96590739
-5.00350175,2.52209890,0.01398524,0.07518116,0.13187880,0.82552406,1.27240231,0.02094437,0.94902759
-4.99749875,2.46163779,0.01297023,0.07303177,0.13139410,0.79841563,1.24099657,0.02121028,0.93063143
-4.99149575,2.40030031,0.01196183,0.07074927,0.13046869,0.76985204,1.21111047,0.02143783,0.91085317
-4.98549275,2.33835088,0.01097195,0.06835668,0.12910295,0.74012679,1.18269065,0.02162445,0.88984651
-4.97948974,2.27605258,0.01001163,0.06587881,0.12730671,0.70954902,1.15565943,0.02176769,0.86777815
-4.97348674,2.21366084,0.00909094,0.06334154,0.12509842,0.67843588,1.12991763,0.02186531,0.84482255
-4.96748374,2.15142115,0.00821882,0.06077123,0.12250439,0.64710590,1.10534974,0.02191532,0.82115810
-4.96148074,2.08957070,0.00740309,0.05819419,0.11955778,0.61587358,1.08183125,0.02191615,0.79696485
-4.95547774,2.02834379,0.00665047,0.05563632,0.11629769,0.58504517,1.05923794,0.02186684,0.77242358
-4.94947474,1.96798017,0.00596665,0.05312275,0.11276819,0.55491563,1.03745648,0.02176716,0.74771637
-4.94347174,1.90873582,0.00535636,0.05067778,0.10901741,0.52576676,1.01639591,0.02161788,0.72302807
-4.93746873,1.85089485,0.00482351,0.04832465,0.10509663,0.49786613,0.99599922,0.02142092,0.69854855
-4.93146573,1.79478159,0.00437134,0.04608565,0.10105945,0.47146681,0.97625432,0.02117956,0.67447525
-4.92546273,1.74077143,0.00400255,0.04398200,0.09696100,0.44680738,0.95720375,0.02089852,0.65101556
-4.91945973,1.68929936,0.00371945,0.04203396,0.09285712,0.42411205,0.93895219,0.02058408,0.62838861
-4.91345673,1.64086501,0.00352403,0.04026079,0.08880364,0.40359069,0.92167134,0.02024408,0.60682613
-4.90745373,1.59603306,0.00341810,0.03868068,0.08485559,0.38543825,0.90560135,0.01988782,0.58657185
-4.90145073,1.55542850,0.00340329,0.03731062,0.08106640,0.36983359,0.89104858,0.01952595,0.56787933
-4.89544772,1.51972595,0.00348110,0.03616620,0.07748709,0.35693745,0.87837920,0.01917019,0.55100808
-4.88944472,1.48963322,0.00365283,0.03526130,0.07416537,0.34688945,0.86800877,0.01883304,0.53621773
-4.88344172,1.46586900,0.00391948,0.03460766,0.07114474,0.33980427,0.86038770,0.01852737,0.52376060
-4.87743872,1.44913551,0.00428170,0.03421441,0.06846352,0.33576696,0.85598314,0.01826594,0.51387271
-4.87143572,1.44008681,0.00473952,0.03408751,0.06615389,0.33482766,0.85525771,0.01806097,0.50676372
-4.86543272,1.43929431,0.00529223,0.03422919,0.06424097,0.33699598,0.85864601,0.01792354,0.50260610
-4.85942971,1.44721080,0.00593815,0.03463738,0.06274188,0.34223540,0.86652972,0.01786315,0.50152424
-4.85342671,1.46413491,0.00667438,0.03530514,0.06166502,0.35045804,0.87921240,0.01788717,0.50358399
-4.84742371,1.49017779,0.00749659,0.03622029,0.06100939,0.36152029,0.89689539,0.01800045,0.50878325
-4.84142071,1.52523407,0.00839883,0.03736504,0.06076418,0.37521963,0.91965569,0.01820494,0.51704429
-4.83541771,1.56895873,0.00937337,0.03871586,0.06090860,0.39129308,0.94742743,0.01849945,0.52820831
-4.82941471,1.62075186,0.01041059,0.04024358,0.06141198,0.40941761,0.97998779,0.01887946,0.54203270
-4.82341171,1.67975237,0.01149892,0.04191359,0.06223419,0.42921272,1.01694845,0.01933713,0.55819138
-4.81740870,1.74484191,0.01262489,0.04368640,0.06332639,0.45024540,1.05775337,0.01986142,0.57627856
-4.81140570,1.81465945,0.01377322,0.04551837,0.06463207,0.47203741,1.10168345,0.02043829,0.59581572
-4.80540270,1.88762658,0.01492706,0.04736263,0.06608847,0.49407492,1.14786815,0.02105110,0.61626200
-4.79939970,1.96198313,0.01606826,0.04917026,0.06762819,0.51582007,1.19530410,0.02168110,0.63702756
-4.79339670,2.03583202,0.01717774,0.05089153,0.06918106,0.53672433,1.24288012,0.02230800,0.65748946
-4.78739370,2.10719181,0.01823595,0.05247736,0.07067618,0.55624297,1.28940791,0.02291061,0.67700965
-4.78139070,2.17405507,0.01922337,0.05388071,0.07204397,0.57385029,1.33365724,0.02346758,0.69495409
-4.77538769,2.23445012,0.02012107,0.05505801,0.07321830,0.58905481,1.37439436,0.02395812,0.71071251
-4.76938469,2.28650370,0.02091122,0.05597050,0.07413847,0.60141388,1.41042181,0.02436265,0.72371776
-4.76338169,2.32850167,0.02157772,0.05658548,0.07475108,0.61054707,1.44061827,0.02466358,0.73346396
-4.75737869,2.35894535,0.02210663,0.05687725,0.07501155,0.61614763,1.46397634,0.02484579,0.73952281
-4.75137569,2.37660071,0.02248671,0.05682796,0.07488544,0.61799165,1.47963687,0.02489723,0.74155702
-4.74537269,2.38053847,0.02270974,0.05642803,0.07434932,0.61594444,1.48691807,0.02480923,0.73933070
-4.73936968,2.37016312,0.02277082,0.05567645,0.07339128,0.60996371,1.48533825,0.02457682,0.73271588
-4.73336668,2.34522989,0.02266857,0.05458060,0.07201102,0.60009972,1.47463117,0.02419877,0.72169519
-4.72736368,2.30584869,0.02240510,0.05315589,0.07021951,0.58649211,1.45475328,0.02367763,0.70636048
-4.72136068,2.25247543,0.02198600,0.05142509,0.06803826,0.56936371,1.42588280,0.02301951,0.68690757
-4.71535768,2.18589086,0.02142010,0.04941746,0.06549828,0.54901173,1.38841057,0.02223384,0.66362748
-4.70935468,2.10716851,0.02071916,0.04716759,0.06263869,0.52579657,1.34292349,0.02133290,0.63689449
-4.70335168,2.01763317,0.01989746,0.04471423,0.05950519,0.50012895,1.29018125,0.02033138,0.60715184
-4.69734867,1.91881208,0.01897134,0.04209890,0.05614826,0.47245585,1.23108772,0.01924584,0.57489546
-4.69134567,1.81238112,0.01795861,0.03936462,0.05262143,0.44324599,1.16665828,0.01809405,0.54065687
-4.68534267,1.70010857,0.01687803,0.03655453,0.04897946,0.41297525,1.09798481,0.01689447,0.50498564
-4.67933967,1.58379875,0.01574871,0.03371069,0.04527663,0.38211298,1.02619973,0.01566560,0.46843243
-4.67333667,1.46523801,0.01458956,0.03087297,0.04156519,0.35110925,0.95244088,0.01442548,0.43153309
-4.66733367,1.34614512,0.01341879,0.02807811,0.03789398,0.32038390,0.87781842,0.01319118,0.39479443
-4.66133067,1.22812768,0.01225345,0.02535896,0.03430732,0.29031740,0.80338519,0.01197839,0.35868226
-4.65532766,1.11264596,0.01110906,0.02274391,0.03084414,0.26124391,0.73011133,0.01080109,0.32361171
-4.64932466,1.00098497,0.00999930,0.02025656,0.02753737,0.23344645,0.65886394,0.00967131,0.28994030
-4.64332166,0.89423518,0.00893585,0.01791556,0.02441362,0.20715438,0.59039224,0.00859897,0.25796359
-4.63731866,0.79328182,0.00792822,0.01573466,0.02149314,0.18254289,0.52531810,0.00759186,0.22791339
-4.63131566,0.69880230,0.00698376,0.01372285,0.01878990,0.15973432,0.46413210,0.00665561,0.19995841
-4.62531266,0.61127097,0.00610768,0.01188474,0.01631203,0.13880114,0.40719441,0.00579380,0.17420682
-4.61930965,0.53097026,0.00530318,0.01022098,0.01406225,0.11977020,0.35474008,0.00500814,0.15071065
-4.61330665,0.45800692,0.00457163,0.00872873,0.01203856,0.10262793,0.30688799,0.00429860,0.12947151
-4.60730365,0.39233205,0.00391272,0.00740226,0.01023489,0.08732615,0.26365265,0.00366371,0.11044713
-4.60130065,0.33376371,0.00332476,0.00623350,0.00864185,0.07378825,0.22495786,0.00310075,0.09355857
-4.59529765,0.28201084,0.00280489,0.00521258,0.00724749,0.06191537,0.19065175,0.00260604,0.07869755
-4.58929465,0.23669727,0.00234934,0.00432839,0.00603799,0.05159234,0.16052208,0.00217513,0.06573365
-4.58329165,0.19738497,0.00195368,0.00356905,0.00499834,0.04269325,0.13431135,0.00180310,0.05452115
-4.57728864,0.16359572,0.00161302,0.00292235,0.00411293,0.03508648,0.11173108,0.00148472,0.04490521
-4.57128564,0.13483060,0.00132224,0.00237612,0.00336605,0.02863899,0.09247485,0.00121468,0.03672744
-4.56528264,0.11058681,0.00107616,0.00191850,0.00274236,0.02322002,0.07622977,0.00098771,0.02983047
-4.55927964,0.09037184,0.00086966,0.00153823,0.00222719,0.01870394,0.06268616,0.00079870,0.02406188
-4.55327664,0.07371464,0.00069786,0.00122480,0.00180681,0.01497252,0.05154547,0.00064285,0.01927709
-4.54727364,0.06017412,0.00055615,0.00096854,0.00146859,0.01191648,0.04252627,0.00051572,0.01534161
-4.54127064,0.04934495,0.00044028,0.00076074,0.00120116,0.00943648,0.03536853,0.00041324,0.01213249
-4.53526763,0.04086117,0.00034640,0.00059363,0.00099436,0.00744364,0.02983636,0.00033180,0.00953916
-4.52926463,0.03439765,0.00027110,0.00046042,0.00083932,0.00585961,0.02571919,0.00026823,0.00746380
-4.52326163,0.02966997,0.00021138,0.00035521,0.00072836,0.00461636,0.02283195,0.00021978,0.00582127
-4.51725863,0.02643293,0.00016468,0.00027299,0.00065490,0.00365568,0.02101407,0.00018414,0.00453869
-4.51125563,0.02447812,0.00012886,0.00020955,0.00061339,0.00292861,0.02012785,0.00015940,0.00355495
-4.50525263,0.02363083,0.00010217,0.00016142,0.00059918,0.00239470,0.02005623,0.00014406,0.00281995
-4.49924962,0.02374652,0.00008324,0.00012579,0.00060836,0.00202126,0.02070026,0.00013696,0.00229390
-4.49324662,0.02470728,0.00007108,0.00010046,0.00063771,0.00178270,0.02197633,0.00013728,0.00194666
