energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.56178089,2.04352092,0.77701175,0.58625451,0.00340576,0.05935758,0.37233489,0.10088651,0.01681600,1.31424209
-5.55577789,2.00644273,0.77130091,0.57206094,0.00335379,0.05741132,0.36616529,0.09985937,0.01605263,1.29489842
-5.54977489,1.96305522,0.76323028,0.55603236,0.00328354,0.05522100,0.35882389,0.09849939,0.01527141,1.27163048
-5.54377189,1.91437840,0.75316704,0.53845814,0.00319682,0.05282405,0.35054719,0.09684287,0.01447585,1.24508020
-5.53776888,1.86153757,0.74151696,0.51965961,0.00309577,0.05026083,0.34158862,0.09493154,0.01367001,1.21595660
-5.53176588,1.80572479,0.72870930,0.49997984,0.00298283,0.04757339,0.33220958,0.09281095,0.01285839,1.18501071
-5.52576288,1.74815809,0.71518092,0.47977265,0.00286063,0.04480422,0.32267021,0.09052889,0.01204587,1.15300910
-5.51975988,1.69004015,0.70136051,0.45939109,0.00273190,0.04199505,0.31322048,0.08813373,0.01123759,1.12070707
-5.51375688,1.63251808,0.68765318,0.43917599,0.00259937,0.03918574,0.30409171,0.08567283,0.01043883,1.08882247
-5.50775388,1.57664573,0.67442618,0.41944513,0.00246568,0.03641327,0.29548906,0.08319104,0.00965480,1.05801121
-5.50175088,1.52335020,0.66199627,0.40048337,0.00233331,0.03371092,0.28758496,0.08072933,0.00889059,1.02884544
-5.49574787,1.47340370,0.65061900,0.38253418,0.00220447,0.03110763,0.28051404,0.07832363,0.00815095,1.00179512
-5.48974487,1.42740172,0.64048058,0.36579298,0.00208110,0.02862751,0.27436938,0.07600387,0.00744020,0.97721377
-5.48374187,1.38574850,0.63169234,0.35040239,0.00196476,0.02628964,0.26920048,0.07379331,0.00676213,0.95532895
-5.47773887,1.34864997,0.62428818,0.33644973,0.00185663,0.02410795,0.26501284,0.07170808,0.00611990,0.93623765
-5.47173587,1.31611459,0.61822512,0.32396667,0.00175752,0.02209138,0.26176914,0.06975713,0.00551600,0.91990690
-5.46573287,1.28796175,0.61338675,0.31293102,0.00166782,0.02024410,0.25939206,0.06794230,0.00495221,0.90617950
-5.45972986,1.26383740,0.60958968,0.30327059,0.00158758,0.01856600,0.25776851,0.06625884,0.00442960,0.89478450
-5.45372686,1.24323605,0.60659261,0.29486887,0.00151647,0.01705312,0.25675511,0.06469607,0.00394857,0.88535217
-5.44772386,1.22552828,0.60410770,0.28757215,0.00145390,0.01569831,0.25618476,0.06323832,0.00350885,0.87743264
-5.44172086,1.20999258,0.60181388,0.28119794,0.00139901,0.01449185,0.25587400,0.06186607,0.00310965,0.87051760
-5.43571786,1.19585010,0.59937151,0.27554403,0.00135078,0.01342211,0.25563080,0.06055727,0.00274966,0.86406407
-5.42971486,1.18230090,0.59643773,0.27039815,0.00130803,0.01247624,0.25526266,0.05928865,0.00242715,0.85751931
-5.42371186,1.16856031,0.59268209,0.26554738,0.00126953,0.01164076,0.25458449,0.05803727,0.00214011,0.85034585
-5.41770885,1.15389389,0.58780160,0.26078739,0.00123404,0.01090219,0.25342613,0.05678185,0.00188631,0.84204563
-5.41170585,1.13764963,0.58153475,0.25593077,0.00120036,0.01024757,0.25163918,0.05550420,0.00166339,0.83218229
-5.40570285,1.11928614,0.57367381,0.25081441,0.00116739,0.00966492,0.24910283,0.05419046,0.00146897,0.82040073
-5.39969985,1.09839591,0.56407501,0.24530550,0.00113415,0.00914360,0.24572852,0.05283219,0.00130071,0.80644321
-5.39369685,1.07472276,0.55266608,0.23930609,0.00109982,0.00867466,0.24146338,0.05142722,0.00115640,0.79016139
-5.38769385,1.04817301,0.53945106,0.23275605,0.00106377,0.00825099,0.23629211,0.04998032,0.00103399,0.77152399
-5.38169085,1.01882006,0.52451199,0.22563441,0.00102554,0.00786754,0.23023752,0.04850354,0.00093170,0.75061970
-5.37568784,0.98690256,0.50800770,0.21795906,0.00098487,0.00752130,0.22335957,0.04701635,0.00084796,0.72765559
-5.36968484,0.95281636,0.49016962,0.20978507,0.00094170,0.00721138,0.21575310,0.04554539,0.00078154,0.70295101
-5.36368184,0.91710082,0.47129494,0.20120156,0.00089612,0.00693889,0.20754436,0.04412408,0.00073150,0.67692749
-5.35767884,0.88042036,0.45173756,0.19232759,0.00084838,0.00670686,0.19888651,0.04279188,0.00069721,0.65009512
-5.35167584,0.84354198,0.43189700,0.18330705,0.00079884,0.00652009,0.18995432,0.04159338,0.00067837,0.62303613
-5.34567284,0.80730993,0.41220604,0.17430308,0.00074798,0.00638494,0.18093833,0.04057716,0.00067497,0.59638624
-5.33966983,0.77261852,0.39311743,0.16549200,0.00069634,0.00630916,0.17203865,0.03979455,0.00068729,0.57081483
-5.33366683,0.74038423,0.37509029,0.15705730,0.00064449,0.00630162,0.16345874,0.03929824,0.00071589,0.54700444
-5.32766383,0.71151801,0.35857663,0.14918369,0.00059303,0.00637213,0.15539935,0.03914082,0.00076153,0.52563044
-5.32166083,0.68689885,0.34400851,0.14205161,0.00054253,0.00653118,0.14805275,0.03937337,0.00082520,0.50734174
-5.31565783,0.66734938,0.33178627,0.13583224,0.00049353,0.00678969,0.14159763,0.04004396,0.00090807,0.49274278
-5.30965483,0.65361419,0.32226807,0.13068324,0.00044654,0.00715877,0.13619455,0.04119628,0.00101140,0.48237771
-5.30365183,0.64634142,0.31576114,0.12674530,0.00040197,0.00764955,0.13198224,0.04286841,0.00113657,0.47671684
-5.29764882,0.64606800,0.31251484,0.12413957,0.00036017,0.00827288,0.12907473,0.04509165,0.00128498,0.47614591
-5.29164582,0.65320874,0.31271563,0.12296594,0.00032142,0.00903914,0.12755933,0.04788955,0.00145803,0.48095814
-5.28564282,0.66804956,0.31648408,0.12330224,0.00028591,0.00995805,0.12749549,0.05127716,0.00165707,0.49134936
-5.27963982,0.69074454,0.32387380,0.12520431,0.00025373,0.01103841,0.12891447,0.05526047,0.00188333,0.50741603
-5.27363682,0.72131694,0.33487231,0.12870680,0.00022493,0.01228795,0.13181976,0.05983613,0.00213788,0.52915620
-5.26763382,0.75966379,0.34940357,0.13382473,0.00019946,0.01371306,0.13618824,0.06499137,0.00242160,0.55647320
-5.26163082,0.80556384,0.36733216,0.14055561,0.00017724,0.01531866,0.14197189,0.07070418,0.00273507,0.58918172
-5.25562781,0.85868840,0.38846882,0.14888211,0.00015813,0.01710798,0.14910005,0.07694379,0.00307857,0.62701621
-5.24962481,0.91861467,0.41257706,0.15877510,0.00014194,0.01908235,0.15748200,0.08367136,0.00345199,0.66964104
-5.24362181,0.98484102,0.43938074,0.17019695,0.00012847,0.02124109,0.16700988,0.09084082,0.00385484,0.71666215
-5.23761881,1.05680374,0.46857211,0.18310496,0.00011750,0.02358132,0.17756180,0.09840003,0.00428612,0.76763976
-5.23161581,1.13389454,0.49982030,0.19745489,0.00010881,0.02609789,0.18900499,0.10629196,0.00474437,0.82210168
-5.22561281,1.21547842,0.53277973,0.21320428,0.00010217,0.02878321,0.20119891,0.11445607,0.00522760,0.87955673
-5.21960980,1.30091111,0.56709833,0.23031568,0.00009738,0.03162728,0.21399832,0.12282973,0.00573327,0.93950786
-5.21360680,1.38955565,0.60242525,0.24875938,0.00009423,0.03461768,0.22725611,0.13134961,0.00625831,1.00146461
-5.20760380,1.48079749,0.63841789,0.26851590,0.00009257,0.03773956,0.24082586,0.13995310,0.00679912,1.06495432
-5.20160080,1.57405782,0.67474797,0.28957773,0.00009223,0.04097584,0.25456415,0.14857958,0.00735161,1.12953192
-5.19559780,1.66880446,0.71110660,0.31195064,0.00009312,0.04430735,0.26833251,0.15717165,0.00791124,1.19478801
-5.18959480,1.76456029,0.74720829,0.33565412,0.00009513,0.04771307,0.28199902,0.16567605,0.00847310,1.26035486
-5.18359180,1.86090894,0.78279368,0.36072123,0.00009821,0.05117042,0.29543958,0.17404456,0.00903199,1.32591046
-5.17758879,1.95749756,0.81763130,0.38719751,0.00010232,0.05465567,0.30853880,0.18223456,0.00958254,1.39118044
-5.17158579,2.05403691,0.85151816,0.41513924,0.00010744,0.05814430,0.32119066,0.19020937,0.01011933,1.45593791
-5.16558279,2.15029867,0.88427948,0.44461083,0.00011360,0.06161145,0.33329885,0.19793847,0.01063703,1.52000150
-5.15957979,2.24611039,0.91576757,0.47568147,0.00012079,0.06503240,0.34477694,0.20539736,0.01113052,1.58323160
-5.15357679,2.34134825,0.94586012,0.50842117,0.00012905,0.06838298,0.35554829,0.21256727,0.01159511,1.64552528
-5.14757379,2.43592797,0.97445797,0.54289616,0.00013841,0.07164006,0.36554595,0.21943473,0.01202661,1.70680994
-5.14157079,2.52979428,1.00148261,0.57916379,0.00014888,0.07478186,0.37471239,0.22599089,0.01242150,1.76703619
-5.13556778,2.62290936,1.02687348,0.61726717,0.00016048,0.07778836,0.38299923,0.23223075,0.01277705,1.82617017
-5.12956478,2.71524057,1.05058521,0.65722956,0.00017319,0.08064149,0.39036686,0.23815229,0.01309142,1.88418549
-5.12356178,2.80674790,1.07258486,0.69904880,0.00018699,0.08332528,0.39678413,0.24375547,0.01336367,1.94105528
-5.11755878,2.89737153,1.09284927,0.74269188,0.00020180,0.08582594,0.40222796,0.24904128,0.01359385,1.99674437
-5.11155578,2.98701977,1.11136247,0.78808990,0.00021754,0.08813181,0.40668294,0.25401065,0.01378294,2.05120189
-5.10555278,3.07555783,1.12811323,0.83513363,0.00023407,0.09023320,0.41014089,0.25866348,0.01393276,2.10435446
-5.09954977,3.16279770,1.14309268,0.88366977,0.00025124,0.09212216,0.41260041,0.26299769,0.01404596,2.15610013
-5.09354677,3.24848941,1.15629205,0.93349822,0.00026883,0.09379222,0.41406631,0.26700835,0.01412576,2.20630315
-5.08754377,3.33231411,1.16770058,0.98437037,0.00028662,0.09523799,0.41454906,0.27068693,0.01417586,2.25478985
-5.08154077,3.41387908,1.17730345,1.03598870,0.00030434,0.09645490,0.41406412,0.27402073,0.01420020,2.30134556
-5.07553777,3.49271517,1.18508001,1.08800764,0.00032171,0.09743879,0.41263128,0.27699244,0.01420275,2.34571291
-5.06953477,3.56827672,1.19100218,1.14003587,0.00033843,0.09818566,0.41027394,0.27957997,0.01418729,2.38759145
-5.06353177,3.63994428,1.19503326,1.19163999,0.00035420,0.09869146,0.40701844,0.28175653,0.01415722,2.42663892
-5.05752876,3.70703026,1.19712716,1.24234960,0.00036869,0.09895192,0.40289334,0.28349087,0.01411534,2.46247399
-5.05152576,3.76878754,1.19722815,1.29166364,0.00038161,0.09896254,0.39792893,0.28474788,0.01406369,2.49468088
-5.04552276,3.82442101,1.19527133,1.33905796,0.00039270,0.09871874,0.39215666,0.28548945,0.01400347,2.52281554
-5.03951976,3.87310202,1.19118380,1.38399386,0.00040169,0.09821596,0.38560888,0.28567547,0.01393495,2.54641362
-5.03351676,3.91398531,1.18488662,1.42592753,0.00040839,0.09745008,0.37831857,0.28526521,0.01385744,2.56500004
-5.02751376,3.94622823,1.17629763,1.46432008,0.00041261,0.09641775,0.37031941,0.28421871,0.01376937,2.57809995
-5.02151076,3.96901168,1.16533492,1.49864790,0.00041426,0.09511686,0.36164587,0.28249843,0.01366837,2.58525091
-5.01550775,3.98156218,1.15192110,1.52841324,0.00041327,0.09354707,0.35233353,0.28007092,0.01355139,2.58601597
-5.00950475,3.98317453,1.13598805,1.55315460,0.00040964,0.09171030,0.34241950,0.27690846,0.01341495,2.57999718
-5.00350175,3.97323423,1.11748199,1.57245677,0.00040342,0.08961120,0.33194296,0.27299067,0.01325528,2.56684930
-4.99749875,3.95123893,1.09636877,1.58596029,0.00039473,0.08725759,0.32094575,0.26830597,0.01306860,2.54629303
-4.99149575,3.91681828,1.07263897,1.59337000,0.00038373,0.08466078,0.30947294,0.26285283,0.01285138,2.51812738
-4.98549275,3.86975133,1.04631264,1.59446262,0.00037062,0.08183581,0.29757338,0.25664076,0.01260050,2.48224077
-4.97948974,3.80998091,1.01744348,1.58909307,0.00035567,0.07880157,0.28530021,0.24969095,0.01231352,2.43862030
-4.97348674,3.73762448,0.98612206,1.57719936,0.00033916,0.07558077,0.27271119,0.24203662,0.01198884,2.38735888
-4.96748374,3.65298088,0.95247810,1.55880602,0.00032139,0.07219982,0.25986896,0.23372296,0.01162582,2.32865987
-4.96148074,3.55653285,0.91668151,1.53402580,0.00030269,0.06868861,0.24684108,0.22480673,0.01122490,2.26283897
-4.95547774,3.44894500,0.87894213,1.50305968,0.00028341,0.06508009,0.23369993,0.21535547,0.01078759,2.19032325
-4.94947474,3.33105736,0.83950823,1.46619512,0.00026389,0.06140992,0.22052245,0.20544645,0.01031648,2.11164731
-4.94347174,3.20387455,0.79866369,1.42380249,0.00024446,0.05771598,0.20738968,0.19516532,0.00981518,2.02744660
-4.93746873,3.06855093,0.75672400,1.37632976,0.00022545,0.05403785,0.19438628,0.18460446,0.00928816,1.93844804
-4.93146573,2.92637217,0.71403134,1.32429553,0.00020718,0.05041636,0.18159978,0.17386132,0.00874068,1.84545828
-4.92546273,2.77873370,0.67094869,1.26828047,0.00018995,0.04689309,0.16911989,0.16303657,0.00817853,1.74935002
-4.91945973,2.62711673,0.62785350,1.20891741,0.00017403,0.04350996,0.15703771,0.15223225,0.00760787,1.65104656
-4.91345673,2.47306253,0.58513087,1.14688028,0.00015970,0.04030890,0.14544485,0.14154993,0.00703506,1.55150538
-4.90745373,2.31814573,0.54316674,1.08287206,0.00014719,0.03733149,0.13443269,0.13108907,0.00646639,1.45170099
-4.90145073,2.16394719,0.50234111,1.01761226,0.00013673,0.03461878,0.12409150,0.12094541,0.00590796,1.35260772
-4.89544772,2.01202744,0.46302166,0.95182396,0.00012855,0.03221105,0.11450965,0.11120960,0.00536545,1.25518273
-4.88944472,1.86390103,0.42555782,0.88622103,0.00012283,0.03014771,0.10577281,0.10196603,0.00484404,1.16034997
-4.88344172,1.72101252,0.39027549,0.82149558,0.00011976,0.02846710,0.09796312,0.09329191,0.00434824,1.06898516
-4.87743872,1.58471452,0.35747246,0.75830626,0.00011953,0.02720632,0.09115838,0.08525647,0.00388187,0.98190233
-4.87143572,1.45624812,0.32741452,0.69726738,0.00012228,0.02640104,0.08543108,0.07792045,0.00344795,0.89984202
-4.86543272,1.33672592,0.30033237,0.63893934,0.00012819,0.02608519,0.08084743,0.07133576,0.00304874,0.82346131
-4.85942971,1.22711773,0.27641907,0.58382052,0.00013737,0.02629048,0.07746625,0.06554524,0.00268572,0.75332573
-4.85342671,1.12823910,0.25582823,0.53234063,0.00014994,0.02704595,0.07533767,0.06058253,0.00235963,0.68990312
-4.84742371,1.04074235,0.23867252,0.48485577,0.00016601,0.02837718,0.07450173,0.05647212,0.00207054,0.63355919
-4.84142071,0.96511020,0.22502273,0.44164516,0.00018561,0.03030550,0.07498678,0.05322929,0.00181790,0.58455478
-4.83541771,0.90165173,0.21490701,0.40290950,0.00020878,0.03284701,0.07680783,0.05086018,0.00160064,0.54304473
-4.82941471,0.85050047,0.20831045,0.36877084,0.00023549,0.03601149,0.07996474,0.04936184,0.00141725,0.50907797
-4.82341171,0.81161454,0.20517483,0.33927398,0.00026565,0.03980122,0.08444044,0.04872224,0.00126582,0.48259897
-4.81740870,0.78477881,0.20539854,0.31438913,0.00029912,0.04420988,0.09019923,0.04892026,0.00114421,0.46345024
-4.81140570,0.76960888,0.20883686,0.29401576,0.00033569,0.04922142,0.09718528,0.04992579,0.00105001,0.45137588
-4.80540270,0.76555709,0.21530252,0.27798740,0.00037506,0.05480909,0.10532144,0.05169968,0.00098071,0.44602613
-4.79939970,0.77192060,0.22456668,0.26607742,0.00041687,0.06093475,0.11450853,0.05419398,0.00093371,0.44696295
-4.79339670,0.78785168,0.23636060,0.25800543,0.00046066,0.06754842,0.12462519,0.05735205,0.00090635,0.45366666
-4.78739370,0.81237042,0.25037791,0.25344435,0.00050590,0.07458829,0.13552854,0.06110899,0.00089600,0.46554370
-4.78139070,0.84438005,0.26627782,0.25202794,0.00055200,0.08198113,0.14705560,0.06539220,0.00090008,0.48193560
-4.77538769,0.88268492,0.28368934,0.25335882,0.00059828,0.08964334,0.15902571,0.07012212,0.00091608,0.50212923
-4.76938469,0.92601127,0.30221639,0.25701668,0.00064404,0.09748247,0.17124385,0.07521333,0.00094158,0.52536832
-4.76338169,0.97303070,0.32144414,0.26256681,0.00068852,0.10539930,0.18350499,0.08057579,0.00097432,0.55086623
-4.75737869,1.02238604,0.34094629,0.26956871,0.00073095,0.11329064,0.19559933,0.08611650,0.00101218,0.57781992
-4.75137569,1.07271941,0.36029323,0.27758471,0.00077058,0.12105241,0.20731831,0.09174131,0.00105322,0.60542478
-4.74537269,1.12270175,0.37906099,0.28618850,0.00080666,0.12858334,0.21846131,0.09735700,0.00109570,0.63289029
-4.73936968,1.17106313,0.39684064,0.29497334,0.00083852,0.13578889,0.22884276,0.10287357,0.00113813,0.65945586
-4.73336668,1.21662318,0.41324785,0.30355988,0.00086554,0.14258538,0.23829935,0.10820661,0.00117927,0.68440671
-4.72736368,1.25832035,0.42793238,0.31160340,0.00088720,0.14890407,0.24669719,0.11327973,0.00121815,0.70708910
-4.72136068,1.29523925,0.44058691,0.31880020,0.00090311,0.15469520,0.25393846,0.11802692,0.00125411,0.72692446
-4.71535768,1.32663489,0.45095515,0.32489311,0.00091299,0.15993156,0.25996734,0.12239478,0.00128683,0.74342205
-4.70935468,1.35195287,0.45883857,0.32967583,0.00091671,0.16461159,0.26477482,0.12634452,0.00131632,0.75618937
-4.70335168,1.37084463,0.46410177,0.33299604,0.00091429,0.16876176,0.26840223,0.12985359,0.00134295,0.76494033
-4.69734867,1.38317704,0.46667592,0.33475712,0.00090589,0.17243807,0.27094305,0.13291690,0.00136747,0.76950039
-4.69134567,1.38903577,0.46656044,0.33491851,0.00089182,0.17572657,0.27254305,0.13554759,0.00139097,0.76980887
-4.68534267,1.38872216,0.46382253,0.33349454,0.00087253,0.17874276,0.27339845,0.13777719,0.00141488,0.76591807
-4.67933967,1.38274359,0.45859479,0.33055198,0.00084858,0.18162984,0.27375213,0.13965522,0.00144097,0.75798934
-4.67333667,1.37179749,0.45107090,0.32620617,0.00082067,0.18455575,0.27388789,0.14124819,0.00147129,0.74628631
-4.66733367,1.35674947,0.44149958,0.32061605,0.00078953,0.18770909,0.27412283,0.14263801,0.00150816,0.73116541
-4.66133067,1.33860630,0.43017711,0.31397814,0.00075600,0.19129392,0.27479806,0.14391984,0.00155407,0.71306431
-4.65532766,1.31848461,0.41743857,0.30651976,0.00072092,0.19552360,0.27626800,0.14519938,0.00161164,0.69248851
-4.64932466,1.29757629,0.40364837,0.29849170,0.00068515,0.20061379,0.27888851,0.14658979,0.00168355,0.66999667
-4.64332166,1.27711182,0.38919017,0.29016048,0.00064952,0.20677492,0.28300420,0.14820824,0.00177244,0.64618534
