energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,V_p_up,V_d_up
-5.41770885,1.08560666,0.00001781,0.70529281,0.00803886,0.00013963,0.41020312,0.28573202
-5.41170585,1.05023109,0.00001457,0.68242620,0.00702982,0.00012927,0.38494351,0.27831781
-5.40570285,1.02255416,0.00001183,0.66457080,0.00618205,0.00011986,0.36444401,0.27282818
-5.39969985,1.00153978,0.00000954,0.65106872,0.00547363,0.00011135,0.34811170,0.26897878
-5.39369685,0.98612178,0.00000764,0.64123901,0.00488405,0.00010370,0.33535328,0.26647787
-5.38769385,0.97522453,0.00000607,0.63439107,0.00439446,0.00009686,0.32558605,0.26503218
-5.38169085,0.96778273,0.00000480,0.62983757,0.00398777,0.00009075,0.31824739,0.26435248
-5.37568784,0.96276004,0.00000376,0.62690670,0.00364875,0.00008531,0.31280276,0.26415879
-5.36968484,0.95916662,0.00000293,0.62495378,0.00336402,0.00008047,0.30875248,0.26418526
-5.36368184,0.95607512,0.00000227,0.62337191,0.00312202,0.00007616,0.30563707,0.26418458
-5.35767884,0.95263510,0.00000174,0.62160171,0.00291297,0.00007231,0.30304155,0.26393188
-5.35167584,0.94808547,0.00000133,0.61913979,0.00272872,0.00006884,0.30059851,0.26322804
-5.34567284,0.94176489,0.00000100,0.61554595,0.00256264,0.00006570,0.29799016,0.26190242
-5.33966983,0.93311976,0.00000076,0.61044883,0.00240950,0.00006282,0.29494937,0.25981489
-5.33366683,0.92170969,0.00000056,0.60355001,0.00226529,0.00006014,0.29125986,0.25685705
-5.32766383,0.90721036,0.00000042,0.59462632,0.00212708,0.00005760,0.28675536,0.25295284
-5.32166083,0.88941361,0.00000031,0.58353040,0.00199286,0.00005516,0.28131808,0.24805827
-5.31565783,0.86822483,0.00000022,0.57018949,0.00186138,0.00005279,0.27487629,0.24216050
-5.30965483,0.84365784,0.00000016,0.55460245,0.00173202,0.00005045,0.26740129,0.23527611
-5.30365183,0.81582719,0.00000012,0.53683515,0.00160463,0.00004811,0.25890367,0.22744883
-5.29764882,0.78493847,0.00000008,0.51701441,0.00147943,0.00004577,0.24942907,0.21874664
-5.29164582,0.75127664,0.00000006,0.49532063,0.00135689,0.00004340,0.23905350,0.20925841
-5.28564282,0.71519299,0.00000004,0.47197941,0.00123764,0.00004102,0.22787830,0.19909015
-5.27963982,0.67709109,0.00000003,0.44725240,0.00112238,0.00003861,0.21602495,0.18836111
-5.27363682,0.63741216,0.00000002,0.42142774,0.00101180,0.00003618,0.20362976,0.17719969
-5.26763382,0.59662038,0.00000001,0.39481039,0.00090657,0.00003375,0.19083867,0.16573936
-5.26163082,0.55518854,0.00000001,0.36771254,0.00080725,0.00003133,0.17780220,0.15411477
-5.25562781,0.51358453,0.00000001,0.34044460,0.00071433,0.00002893,0.16467077,0.14245810
-5.24962481,0.47225897,0.00000001,0.31330687,0.00062813,0.00002658,0.15159040,0.13089572
-5.24362181,0.43163439,0.00000001,0.28658211,0.00054888,0.00002428,0.13869894,0.11954533
-5.23761881,0.39209605,0.00000001,0.26052936,0.00047667,0.00002205,0.12612295,0.10851355
-5.23161581,0.35398482,0.00000001,0.23537889,0.00041148,0.00001991,0.11397513,0.09789408
-5.22561281,0.31759191,0.00000001,0.21132855,0.00035321,0.00001787,0.10235250,0.08776643
-5.21960980,0.28315570,0.00000002,0.18854143,0.00030167,0.00001594,0.09133524,0.07819511
-5.21360680,0.25086045,0.00000003,0.16714475,0.00025665,0.00001413,0.08098610,0.06922941
-5.20760380,0.22083685,0.00000004,0.14723012,0.00021791,0.00001245,0.07135049,0.06090370
-5.20160080,0.19316408,0.00000006,0.12885469,0.00018525,0.00001090,0.06245711,0.05323804
-5.19559780,0.16787334,0.00000008,0.11204334,0.00015850,0.00000948,0.05431894,0.04623926
-5.18959480,0.14495233,0.00000012,0.09679162,0.00013763,0.00000820,0.04693470,0.03990228
-5.18359180,0.12435068,0.00000017,0.08306917,0.00012274,0.00000704,0.04029057,0.03421158
-5.17758879,0.10598581,0.00000024,0.07082360,0.00011417,0.00000600,0.03436203,0.02914293
-5.17158579,0.08974906,0.00000035,0.05998445,0.00011250,0.00000509,0.02911588,0.02466506
-5.16558279,0.07551187,0.00000049,0.05046729,0.00011872,0.00000428,0.02451223,0.02074136
-5.15957979,0.06313173,0.00000068,0.04217760,0.00013423,0.00000358,0.02050643,0.01733153
-5.15357679,0.05245778,0.00000094,0.03501440,0.00016104,0.00000297,0.01705095,0.01439314
-5.14757379,0.04333589,0.00000129,0.02887358,0.00020183,0.00000245,0.01409699,0.01188297
-5.14157079,0.03561313,0.00000176,0.02365082,0.00026014,0.00000201,0.01159603,0.00975823
-5.13556778,0.02914167,0.00000238,0.01924399,0.00034054,0.00000164,0.00950107,0.00797765
-5.12956478,0.02378189,0.00000320,0.01555518,0.00044884,0.00000132,0.00776774,0.00650226
-5.12356178,0.01940496,0.00000427,0.01249217,0.00059228,0.00000106,0.00635509,0.00529612
-5.11755878,0.01589473,0.00000566,0.00996962,0.00077979,0.00000085,0.00522634,0.00432676
-5.11155578,0.01314907,0.00000745,0.00790968,0.00102221,0.00000067,0.00434927,0.00356559
-5.10555278,0.01108072,0.00000973,0.00624239,0.00133260,0.00000053,0.00369658,0.00298806
-5.09954977,0.00961766,0.00001263,0.00490578,0.00172642,0.00000041,0.00324601,0.00257377
-5.09354677,0.00870316,0.00001626,0.00384564,0.00222181,0.00000032,0.00298042,0.00230647
-5.08754377,0.00829547,0.00002080,0.00301520,0.00283974,0.00000025,0.00288767,0.00217393
-5.08154077,0.00836722,0.00002640,0.00237463,0.00360412,0.00000019,0.00296047,0.00216778
-5.07553777,0.00890460,0.00003328,0.00189050,0.00454189,0.00000014,0.00319612,0.00228329
-5.06953477,0.00990631,0.00004164,0.00153506,0.00568291,0.00000011,0.00359617,0.00251906
-5.06353177,0.01138229,0.00005173,0.00128568,0.00705978,0.00000008,0.00416600,0.00287670
-5.05752876,0.01335226,0.00006381,0.00112414,0.00870745,0.00000006,0.00491430,0.00336041
-5.05152576,0.01584404,0.00007814,0.00103600,0.01066266,0.00000004,0.00585252,0.00397657
-5.04552276,0.01889160,0.00009500,0.00101004,0.01296323,0.00000003,0.00699418,0.00473318
-5.03951976,0.02253299,0.00011466,0.00103765,0.01564706,0.00000002,0.00835413,0.00563939
-5.03351676,0.02680797,0.00013741,0.00111239,0.01875095,0.00000002,0.00994770,0.00670483
-5.02751376,0.03175541,0.00016349,0.00122945,0.02230921,0.00000001,0.01178978,0.00793900
-5.02151076,0.03741065,0.00019311,0.00138529,0.02635212,0.00000001,0.01389383,0.00935053
-5.01550775,0.04380257,0.00022647,0.00157722,0.03090417,0.00000001,0.01627085,0.01094652
-5.00950475,0.05095070,0.00026368,0.00180313,0.03598228,0.00000000,0.01892830,0.01273174
-5.00350175,0.05886235,0.00030481,0.00206115,0.04159396,0.00000000,0.02186904,0.01470793
-4.99749875,0.06752986,0.00034981,0.00234944,0.04773554,0.00000000,0.02509034,0.01687313
-4.99149575,0.07692808,0.00039858,0.00266594,0.05439054,0.00000000,0.02858293,0.01922101
-4.98549275,0.08701229,0.00045089,0.00300827,0.06152830,0.00000000,0.03233025,0.02174036
-4.97948974,0.09771661,0.00050640,0.00337351,0.06910292,0.00000000,0.03630788,0.02441470
-4.97348674,0.10895308,0.00056466,0.00375817,0.07705270,0.00000000,0.04048317,0.02722204
-4.96748374,0.12061148,0.00062509,0.00415813,0.08530004,0.00000000,0.04481518,0.03013482
-4.96148074,0.13256003,0.00068703,0.00456862,0.09375201,0.00000000,0.04925496,0.03312012
-4.95547774,0.14464699,0.00074968,0.00498424,0.10230148,0.00000000,0.05374614,0.03614002
-4.94947474,0.15670324,0.00081217,0.00539905,0.11082893,0.00000000,0.05822590,0.03915224
-4.94347174,0.16854565,0.00087355,0.00580666,0.11920497,0.00000000,0.06262618,0.04211105
-4.93746873,0.17998144,0.00093283,0.00620039,0.12729329,0.00000000,0.06687538,0.04496827
-4.93146573,0.19081312,0.00098897,0.00657337,0.13495426,0.00000000,0.07090010,0.04767455
-4.92546273,0.20084403,0.00104096,0.00691882,0.14204883,0.00000000,0.07462727,0.05018077
-4.91945973,0.20988418,0.00108781,0.00723018,0.14844264,0.00000000,0.07798631,0.05243944
-4.91345673,0.21775620,0.00112861,0.00750132,0.15401025,0.00000000,0.08091131,0.05440626
-4.90745373,0.22430108,0.00116253,0.00772675,0.15863921,0.00000000,0.08334318,0.05604149
-4.90145073,0.22938350,0.00118888,0.00790181,0.16223382,0.00000000,0.08523164,0.05731133
-4.89544772,0.23289649,0.00120708,0.00802282,0.16471843,0.00000000,0.08653696,0.05818905
-4.88944472,0.23476518,0.00121677,0.00808719,0.16604009,0.00000000,0.08723131,0.05865594
-4.88344172,0.23494942,0.00121772,0.00809353,0.16617040,0.00000000,0.08729977,0.05870197
-4.87743872,0.23344525,0.00120993,0.00804171,0.16510656,0.00000000,0.08674086,0.05832616
-4.87143572,0.23028500,0.00119355,0.00793284,0.16287144,0.00000000,0.08556662,0.05753657
-4.86543272,0.22553617,0.00116894,0.00776926,0.15951278,0.00000000,0.08380210,0.05635008
-4.85942971,0.21929903,0.00113661,0.00755440,0.15510150,0.00000000,0.08148458,0.05479173
-4.85342671,0.21170308,0.00109724,0.00729273,0.14972919,0.00000000,0.07866216,0.05289389
-4.84742371,0.20290259,0.00105163,0.00698958,0.14350495,0.00000000,0.07539218,0.05069509
-4.84142071,0.19307140,0.00100067,0.00665091,0.13655174,0.00000000,0.07173922,0.04823877
-4.83541771,0.18239724,0.00094535,0.00628321,0.12900233,0.00000000,0.06777304,0.04557184
-4.82941471,0.17107578,0.00088667,0.00589321,0.12099511,0.00000000,0.06356634,0.04274318
-4.82341171,0.15930475,0.00082566,0.00548772,0.11266993,0.00000000,0.05919260,0.03980220
-4.81740870,0.14727835,0.00076333,0.00507344,0.10416413,0.00000000,0.05472397,0.03679741
-4.81140570,0.13518205,0.00070064,0.00465674,0.09560890,0.00000000,0.05022937,0.03377515
-4.80540270,0.12318819,0.00063847,0.00424358,0.08712612,0.00000000,0.04577283,0.03077850
-4.79939970,0.11145232,0.00057765,0.00383930,0.07882580,0.00000000,0.04141215,0.02784629
-4.79339670,0.10011037,0.00051886,0.00344860,0.07080409,0.00000000,0.03719784,0.02501252
-4.78739370,0.08927688,0.00046272,0.00307540,0.06314199,0.00000000,0.03317246,0.02230577
-4.78139070,0.07904399,0.00040968,0.00272290,0.05590468,0.00000000,0.02937024,0.01974909
-4.77538769,0.06948142,0.00036012,0.00239349,0.04914145,0.00000000,0.02581710,0.01735989
-4.76938469,0.06063710,0.00031428,0.00208882,0.04288622,0.00000000,0.02253083,0.01515014
-4.76338169,0.05253856,0.00027230,0.00180984,0.03715844,0.00000000,0.01952167,0.01312673
-4.75737869,0.04519473,0.00023424,0.00155687,0.03196444,0.00000000,0.01679293,0.01129188
-4.75137569,0.03859824,0.00020005,0.00132963,0.02729900,0.00000000,0.01434188,0.00964375
-4.74537269,0.03272782,0.00016963,0.00112741,0.02314709,0.00000000,0.01216062,0.00817703
-4.73936968,0.02755095,0.00014279,0.00094907,0.01948569,0.00000000,0.01023706,0.00688359
-4.73336668,0.02302640,0.00011934,0.00079321,0.01628566,0.00000000,0.00855588,0.00575313
-4.72736368,0.01910669,0.00009903,0.00065819,0.01351340,0.00000000,0.00709944,0.00477379
-4.72136068,0.01574037,0.00008158,0.00054222,0.01113254,0.00000000,0.00584862,0.00393272
-4.71535768,0.01287402,0.00006673,0.00044348,0.00910528,0.00000000,0.00478358,0.00321657
-4.70935468,0.01045402,0.00005418,0.00036012,0.00739372,0.00000000,0.00388438,0.00261193
-4.70335168,0.00842796,0.00004368,0.00029033,0.00596076,0.00000000,0.00313156,0.00210572
-4.69734867,0.00674578,0.00003496,0.00023238,0.00477102,0.00000000,0.00250652,0.00168543
-4.69134567,0.00536057,0.00002778,0.00018466,0.00379132,0.00000000,0.00199182,0.00133934
-4.68534267,0.00422922,0.00002192,0.00014569,0.00299116,0.00000000,0.00157144,0.00105667
-4.67933967,0.00331269,0.00001717,0.00011412,0.00234293,0.00000000,0.00123089,0.00082767
-4.67333667,0.00257615,0.00001335,0.00008874,0.00182201,0.00000000,0.00095721,0.00064365
-4.66733367,0.00198899,0.00001031,0.00006852,0.00140673,0.00000000,0.00073904,0.00049695
-4.66133067,0.00152465,0.00000790,0.00005252,0.00107832,0.00000000,0.00056650,0.00038094
-4.65532766,0.00116034,0.00000601,0.00003997,0.00082065,0.00000000,0.00043113,0.00028992
-4.64932466,0.00087677,0.00000454,0.00003020,0.00062009,0.00000000,0.00032576,0.00021908
-4.64332166,0.00065780,0.00000341,0.00002266,0.00046521,0.00000000,0.00024438,0.00016439
-4.63731866,0.00049007,0.00000254,0.00001688,0.00034656,0.00000000,0.00018203,0.00012250
-4.63131566,0.00036263,0.00000188,0.00001248,0.00025640,0.00000000,0.00013465,0.00009070
-4.62531266,0.00026663,0.00000138,0.00000917,0.00018846,0.00000000,0.00009892,0.00006677
-4.61930965,0.00019499,0.00000101,0.00000670,0.00013773,0.00000000,0.00007222,0.00004895
-4.61330665,0.00014213,0.00000073,0.00000486,0.00010024,0.00000000,0.00005245,0.00003587
-4.60730365,0.00010370,0.00000053,0.00000352,0.00007291,0.00000000,0.00003798,0.00002647
-4.60130065,0.00007639,0.00000038,0.00000256,0.00005336,0.00000000,0.00002754,0.00001994
-4.59529765,0.00005778,0.00000027,0.00000188,0.00003986,0.00000000,0.00002019,0.00001573
-4.58929465,0.00004618,0.00000020,0.00000142,0.00003114,0.00000001,0.00001523,0.00001348
-4.58329165,0.00004054,0.00000015,0.00000114,0.00002640,0.00000001,0.00001218,0.00001304
-4.57728864,0.00004041,0.00000012,0.00000101,0.00002522,0.00000001,0.00001073,0.00001441
-4.57128564,0.00004596,0.00000011,0.00000102,0.00002755,0.00000002,0.00001077,0.00001784
-4.56528264,0.00005795,0.00000011,0.00000117,0.00003373,0.00000003,0.00001230,0.00002378
-4.55927964,0.00007787,0.00000013,0.00000148,0.00004454,0.00000004,0.00001553,0.00003296
-4.55327664,0.00010805,0.00000017,0.00000199,0.00006122,0.00000006,0.00002082,0.00004647
-4.54727364,0.00015184,0.00000022,0.00000275,0.00008564,0.00000008,0.00002875,0.00006581
-4.54127064,0.00021391,0.00000031,0.00000385,0.00012038,0.00000012,0.00004016,0.00009306
-4.53526763,0.00030059,0.00000043,0.00000539,0.00016898,0.00000017,0.00005620,0.00013099
-4.52926463,0.00042029,0.00000059,0.00000752,0.00023615,0.00000023,0.00007844,0.00018330
-4.52326163,0.00058402,0.00000082,0.00001045,0.00032807,0.00000032,0.00010890,0.00025480
-4.51725863,0.00080610,0.00000114,0.00001442,0.00045278,0.00000045,0.00015024,0.00035176
-4.51125563,0.00110489,0.00000156,0.00001977,0.00062057,0.00000061,0.00020590,0.00048218
-4.50525263,0.00150372,0.00000212,0.00002691,0.00084456,0.00000083,0.00028020,0.00065625
-4.49924962,0.00203193,0.00000286,0.00003638,0.00114122,0.00000112,0.00037862,0.00088677
-4.49324662,0.00272605,0.00000384,0.00004884,0.00153106,0.00000151,0.00050796,0.00118969
-4.48724362,0.00363109,0.00000512,0.00006510,0.00203936,0.00000201,0.00067661,0.00158464
-4.48124062,0.00480193,0.00000677,0.00008616,0.00269694,0.00000265,0.00089481,0.00209557
-4.47523762,0.00630478,0.00000888,0.00011323,0.00354100,0.00000348,0.00117489,0.00275136
-4.46923462,0.00821864,0.00001158,0.00014776,0.00461590,0.00000454,0.00153161,0.00358647
-4.46323162,0.01063668,0.00001499,0.00019147,0.00597396,0.00000588,0.00198232,0.00464153
-4.45722861,0.01366752,0.00001926,0.00024638,0.00767620,0.00000755,0.00254731,0.00596389
-4.45122561,0.01743617,0.00002458,0.00031483,0.00979282,0.00000963,0.00324992,0.00760807
-4.44522261,0.02208472,0.00003113,0.00039952,0.01240364,0.00001220,0.00411667,0.00963598
-4.43921961,0.02777239,0.00003916,0.00050352,0.01559807,0.00001534,0.00517733,0.01211700
-4.43321661,0.03467504,0.00004890,0.00063025,0.01947489,0.00001915,0.00646477,0.01512770
-4.42721361,0.04298382,0.00006063,0.00078353,0.02414146,0.00002373,0.00801478,0.01875130
-4.42121061,0.05290289,0.00007464,0.00096755,0.02971245,0.00002920,0.00986561,0.02307658
-4.41520760,0.06464616,0.00009123,0.00118685,0.03630802,0.00003568,0.01205742,0.02819651
-4.40920460,0.07843282,0.00011071,0.00144628,0.04405127,0.00004328,0.01463142,0.03420622
-4.40320160,0.09448180,0.00013341,0.00175100,0.05306518,0.00005211,0.01762893,0.04120054
-4.39719860,0.11300495,0.00015963,0.00210639,0.06346876,0.00006231,0.02109005,0.04927105
-4.39119560,0.13419928,0.00018965,0.00251801,0.07537268,0.00007396,0.02505235,0.05850256
-4.38519260,0.15823823,0.00022373,0.00299155,0.08887438,0.00008717,0.02954919,0.06896932
-4.37918959,0.18526229,0.00026210,0.00353279,0.10405281,0.00010200,0.03460810,0.08073077
-4.37318659,0.21536928,0.00030490,0.00414751,0.12096295,0.00011850,0.04024896,0.09382733
-4.36718359,0.24860469,0.00035222,0.00484151,0.13963043,0.00013668,0.04648230,0.10827604
-4.36118059,0.28495261,0.00040408,0.00562057,0.16004638,0.00015653,0.05330764,0.12406651
-4.35517759,0.32432762,0.00046038,0.00649045,0.18216292,0.00017798,0.06071207,0.14115734
-4.34917459,0.36656832,0.00052095,0.00745695,0.20588950,0.00020093,0.06866908,0.15947315
-4.34317159,0.41143295,0.00058550,0.00852596,0.23109048,0.00022522,0.07713783,0.17890266
-4.33716858,0.45859757,0.00065363,0.00970357,0.25758408,0.00025066,0.08606286,0.19929776
-4.33116558,0.50765727,0.00072484,0.01099617,0.28514305,0.00027699,0.09537431,0.22047401
-4.32516258,0.55813054,0.00079853,0.01241057,0.31349715,0.00030392,0.10498882,0.24221252
-4.31915958,0.60946714,0.00087401,0.01395417,0.34233758,0.00033111,0.11481095,0.26426339
-4.31315658,0.66105918,0.00095052,0.01563502,0.37132315,0.00035818,0.12473524,0.28635060
-4.30715358,0.71225539,0.00102724,0.01746197,0.40008835,0.00038475,0.13464875,0.30817829
