energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,7.87490227,0.03473128,0.53722003,3.53821972,2.31986739,0.05958157,3.24392338,1.53071361,0.31084261
-5.99399700,8.14752981,0.03589151,0.56404991,3.72685592,2.41389046,0.05922598,3.32601233,1.55060333,0.32536573
-5.98799400,8.43476545,0.03716226,0.59294308,3.92378161,2.51292221,0.05912566,3.41208492,1.56970926,0.34040144
-5.98199100,8.73462468,0.03853769,0.62366406,4.12771410,2.61616142,0.05926376,3.50168790,1.58816414,0.35585525
-5.97598799,9.04462265,0.04000869,0.65592502,4.33702707,2.72264116,0.05962108,3.59421667,1.60606977,0.37161559
-5.96998499,9.36177175,0.04156276,0.68938596,4.54974368,2.83123355,0.06017635,3.68890955,1.62348872,0.38755384
-5.96398199,9.68260057,0.04318400,0.72365692,4.76354433,2.94066177,0.06090651,3.78484844,1.64043795,0.40352505
-5.95797899,10.00319613,0.04485324,0.75830273,4.97579050,3.04951988,0.06178698,3.88096695,1.65688482,0.41936966
-5.95197599,10.31927067,0.04654829,0.79285012,5.18356537,3.15630032,0.06279206,3.97606660,1.67274577,0.43491603
-5.94597299,10.62625248,0.04824427,0.82679751,5.38373106,3.25942873,0.06389524,4.06884117,1.68788774,0.44998405
-5.93996998,10.91939882,0.04991418,0.85962704,5.57300134,3.35730522,0.06506965,4.15790889,1.70213252,0.46438952
-5.93396698,11.19392753,0.05152947,0.89081869,5.74802772,3.44835065,0.06628849,4.24185157,1.71526365,0.47794940
-5.92796398,11.44516249,0.05306080,0.91986589,5.90549575,3.53105614,0.06752549,4.31925906,1.72703576,0.49048744
-5.92196098,11.66868665,0.05447884,0.94629205,6.04222803,3.60403373,0.06875532,4.38877731,1.73718585,0.50184021
-5.91595798,11.86049585,0.05575512,0.96966732,6.15528913,3.66606583,0.06995409,4.44915774,1.74544589,0.51186306
-5.90995498,12.01714588,0.05686289,0.98962468,6.24208810,3.71615096,0.07109973,4.49930531,1.75155624,0.52043566
-5.90395198,12.13588520,0.05777794,1.00587461,6.30047330,3.75354357,0.07217233,4.53832297,1.75527914,0.52746696
-5.89794897,12.21476636,0.05847938,1.01821754,6.32881523,3.77778561,0.07315443,4.56554992,1.75641168,0.53289907
-5.89194597,12.25272990,0.05895030,1.02655323,6.32607299,3.78872820,0.07403124,4.58059154,1.75479759,0.53670997
-5.88594297,12.24965584,0.05917828,1.03088672,6.29184093,3.78654187,0.07479071,4.58333931,1.75033730,0.53891471
-5.87993997,12.20637954,0.05915573,1.03133013,6.22637307,3.77171480,0.07542358,4.57397942,1.74299590,0.53956516
-5.87393697,12.12467061,0.05888014,1.02810027,6.13058383,3.74503868,0.07592323,4.55298959,1.73280860,0.53874803
-5.86793397,12.00717527,0.05835401,1.02151205,6.00602488,3.70758282,0.07628556,4.52112399,1.71988354,0.53658157
-5.86193097,11.85732490,0.05758470,1.01196770,5.85483904,3.66065739,0.07650872,4.47938707,1.70440188,0.53321075
-5.85592796,11.67921472,0.05658411,0.99994252,5.67969348,3.60576769,0.07659275,4.42899754,1.68661527,0.52880139
-5.84992496,11.47745863,0.05536813,0.98596750,5.48369516,3.54456117,0.07653932,4.37134425,1.66684074,0.52353347
-5.84392196,11.25702686,0.05395608,0.97060986,5.27029260,3.47876988,0.07635127,4.30793619,1.64545344,0.51759397
-5.83791896,11.02307402,0.05236996,0.95445215,5.04316838,3.41015082,0.07603234,4.24034889,1.62287730,0.51116951
-5.83191596,10.78076537,0.05063373,0.93807109,4.80612708,3.34042678,0.07558679,4.17016977,1.59957419,0.50443934
-5.82591296,10.53510897,0.04877252,0.92201698,4.56298361,3.27123028,0.07501915,4.09894490,1.57603168,0.49756882
-5.81990995,10.29080048,0.04681191,0.90679465,4.31745633,3.20405279,0.07433399,4.02812922,1.55274998,0.49070389
-5.81390695,10.05208674,0.04477718,0.89284671,4.07306916,3.14020127,0.07353578,3.95904230,1.53022821,0.48396656
-5.80790395,9.82265285,0.04269272,0.88053991,3.83306600,3.08076338,0.07262880,3.89283106,1.50895041,0.47745178
-5.80190095,9.60553608,0.04058149,0.87015493,3.60034016,3.02658245,0.07161715,3.83044054,1.48937164,0.47122562
-5.79589795,9.40306828,0.03846461,0.86187998,3.37738053,2.97824275,0.07050475,3.77259335,1.47190437,0.46532489
-5.78989495,9.21684753,0.03636105,0.85580840,3.16623527,2.93606492,0.06929545,3.71977801,1.45690546,0.45975813
-5.78389195,9.04773771,0.03428742,0.85193999,2.96849307,2.90011113,0.06799315,3.67224594,1.44466424,0.45450770
-5.77788894,8.89589405,0.03225794,0.85018592,2.78528125,2.87019930,0.06660191,3.63001656,1.43539174,0.44953302
-5.77188594,8.76081171,0.03028440,0.85037678,2.61727902,2.84592483,0.06512609,3.59288972,1.42921162,0.44477453
-5.76588294,8.64139359,0.02837634,0.85227314,2.46474419,2.82668895,0.06357045,3.56046449,1.42615310,0.44015828
-5.75987994,8.53603332,0.02654116,0.85557812,2.32755085,2.81173167,0.06194026,3.53216317,1.42614624,0.43560081
-5.75387694,8.44270940,0.02478440,0.85995121,2.20523546,2.80016819,0.06024132,3.50725954,1.42901999,0.43101407
-5.74787394,8.35908617,0.02311000,0.86502273,2.09704890,2.79102698,0.05848000,3.48491011,1.43450322,0.42631030
-5.74187094,8.28261806,0.02152058,0.87040828,2.00201186,2.78328835,0.05666324,3.46418755,1.44222917,0.42140645
-5.73586793,8.21065335,0.02001774,0.87572268,1.91897128,2.77592202,0.05479846,3.44411510,1.45174317,0.41622826
-5.72986493,8.14053484,0.01860236,0.88059283,1.84665582,2.76792284,0.05289350,3.42370144,1.46251405,0.41071363
-5.72386193,8.06969458,0.01727484,0.88466922,1.78372856,2.75834368,0.05095658,3.40197490,1.47394877,0.40481537
-5.71785893,7.99574090,0.01603542,0.88763576,1.72883565,2.74632472,0.04899612,3.37801663,1.48541012,0.39850331
-5.71185593,7.91653605,0.01488431,0.88921782,1.68064971,2.73111890,0.04702071,3.35099183,1.49623712,0.39176565
-5.70585293,7.83026315,0.01382193,0.88918838,1.63790746,2.71211281,0.04503901,3.32017854,1.50576725,0.38460968
-5.69984992,7.73548162,0.01284904,0.88737231,1.59944094,2.68884311,0.04305967,3.28499332,1.51335985,0.37706193
-5.69384692,7.63117018,0.01196684,0.88364889,1.56420236,2.66100817,0.04109127,3.24501318,1.51841978,0.36916770
-5.68784392,7.51675714,0.01117704,0.87795271,1.53128257,2.62847491,0.03914230,3.19999322,1.52042021,0.36099019
-5.68184092,7.39213720,0.01048191,0.87027298,1.49992330,2.59128086,0.03722111,3.14987924,1.51892360,0.35260915
-5.67583792,7.25767487,0.00988423,0.86065163,1.46952364,2.54963151,0.03533592,3.09481501,1.51359985,0.34411917
-5.66983492,7.11419417,0.00938726,0.84918022,1.43964109,2.50389307,0.03349483,3.03514347,1.50424056,0.33562770
-5.66383192,6.96295476,0.00899470,0.83599582,1.40998779,2.45458074,0.03170575,2.97140177,1.49076887,0.32725277
-5.65782891,6.80561503,0.00871052,0.82127609,1.38042241,2.40234288,0.02997643,2.90430989,1.47324405,0.31912041
-5.65182591,6.64418262,0.00853883,0.80523365,1.35093830,2.34794127,0.02831440,2.83475292,1.45186072,0.31136195
-5.64582291,6.48095370,0.00848374,0.78810984,1.32164847,2.29222802,0.02672694,2.76375730,1.42694253,0.30411105
-5.63981991,6.31844223,0.00854913,0.77016802,1.29276808,2.23611970,0.02522096,2.69246156,1.39893056,0.29750062
-5.63381691,6.15930148,0.00873849,0.75168651,1.26459494,2.18056934,0.02380293,2.62208249,1.36836699,0.29165954
-5.62781391,6.00623986,0.00905465,0.73295139,1.23748879,2.12653716,0.02247875,2.55387773,1.33587483,0.28670942
-5.62181091,5.86193410,0.00949957,0.71424916,1.21184993,2.07496099,0.02125360,2.48910612,1.30213455,0.28276123
-5.61580790,5.72894259,0.01007412,0.69585951,1.18809787,2.02672737,0.02013184,2.42898734,1.26785902,0.27991210
-5.60980490,5.60962247,0.01077790,0.67804848,1.16665068,1.98264446,0.01911680,2.37466243,1.23376772,0.27824227
-5.60380190,5.50605349,0.01160900,0.66106207,1.14790569,1.94341785,0.01821070,2.32715679,1.20056172,0.27781230
-5.59779890,5.41997209,0.01256386,0.64512058,1.13222213,1.90963021,0.01741451,2.28734737,1.16890053,0.27866078
-5.59179590,5.35271864,0.01363714,0.63041406,1.11990633,1.88172586,0.01672788,2.25593541,1.13938196,0.28080244
-5.58579290,5.30520038,0.01482166,0.61709881,1.11120003,1.86000096,0.01614909,2.23342606,1.11252589,0.28422706
-5.57978989,5.27787198,0.01610835,0.60529539,1.10627217,1.84459980,0.01567505,2.22011594,1.08876279,0.28889909
-5.57378689,5.27073509,0.01748628,0.59508822,1.10521454,1.83551768,0.01530132,2.21608915,1.06842715,0.29475804
-5.56778389,5.28335715,0.01894279,0.58652675,1.10804154,1.83261019,0.01502226,2.22122209,1.05175632,0.30171995
-5.56178089,5.31490908,0.02046358,0.57962847,1.11469392,1.83560866,0.01483110,2.23519700,1.03889438,0.30967956
-5.55577789,5.36422052,0.02203299,0.57438348,1.12504669,1.84414118,0.01472017,2.25752351,1.02990072,0.31851356
-5.54977489,5.42985026,0.02363424,0.57076074,1.13892063,1.85775832,0.01468109,2.28756738,1.02476276,0.32808451
-5.54377189,5.51016880,0.02524975,0.56871549,1.15609710,1.87596214,0.01470502,2.32458520,1.02341183,0.33824555
