energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.53776888,5.60344948,0.02686153,0.56819779,1.17633552,1.89823749,0.01478291,2.36776317,1.02574133,0.34884561
-5.53176588,5.70796368,0.02845157,0.56916165,1.19939268,1.92408361,0.01490577,2.41625839,1.03162600,0.35973489
-5.52576288,5.82207553,0.03000225,0.57157433,1.22504302,1.95304485,0.01506491,2.46924061,1.04094123,0.37077054
-5.51975988,5.94433151,0.03149676,0.57542535,1.25309882,1.98473851,0.01525218,2.52593226,1.05358110,0.38182207
-5.51375688,6.07354004,0.03291949,0.58073459,1.28342917,2.01887854,0.01546015,2.58564489,1.06947441,0.39277639
-5.50775388,6.20883684,0.03425644,0.58755909,1.31597668,2.05529359,0.01568232,2.64781005,1.08859733,0.40354212
-5.50175088,6.34973207,0.03549550,0.59599788,1.35077075,2.09393824,0.01591319,2.71200301,1.11098227,0.41405296
-5.49574787,6.49613624,0.03662676,0.60619456,1.38793644,2.13489670,0.01614837,2.77795781,1.13672213,0.42426994
-5.48974487,6.64836245,0.03764266,0.61833716,1.42769792,2.17837834,0.01638453,2.84557275,1.16596956,0.43418227
-5.48374187,6.80710390,0.03853813,0.63265497,1.47037596,2.22470496,0.01661946,2.91490573,1.19893112,0.44380679
-5.47773887,6.97338638,0.03931062,0.64941239,1.51637882,2.27429017,0.01685189,2.98615917,1.23585644,0.45318593
-5.47173587,7.14849695,0.03995998,0.66889958,1.56618649,2.32761137,0.01708143,3.05965514,1.27702254,0.46238421
-5.46573287,7.33389107,0.04048836,0.69142019,1.62032824,2.38517565,0.01730834,3.13580135,1.32271400,0.47148331
-5.45972986,7.53108159,0.04089992,0.71727647,1.67935425,2.44748073,0.01753340,3.21504948,1.37319969,0.48057605
-5.45372686,7.74151414,0.04120054,0.74675223,1.74380182,2.51497292,0.01775764,3.29784766,1.42870695,0.48975937
-5.44772386,7.96643437,0.04139744,0.78009427,1.81415767,2.58800383,0.01798215,3.38458914,1.48939442,0.49912666
-5.44172086,8.20675321,0.04149875,0.81749297,1.89081771,2.66678803,0.01820786,3.47555991,1.55532473,0.50875996
-5.43571786,8.46291683,0.04151307,0.85906303,1.97404614,2.75136381,0.01843533,3.57088769,1.62643832,0.51872215
-5.42971486,8.73478813,0.04144907,0.90482516,2.06393591,2.84155915,0.01866462,3.67049521,1.70252992,0.52904985
-5.42371186,9.02154651,0.04131504,0.95468977,2.16037274,2.93696486,0.01889513,3.77406052,1.78322884,0.53974720
-5.41770885,9.32161232,0.04111853,1.00844360,2.26300487,3.03691669,0.01912553,3.88098681,1.86798454,0.55078113
-5.41170585,9.63260130,0.04086606,1.06574013,2.37122056,3.14048789,0.01935377,3.99038397,1.95605844,0.56207821
-5.40570285,9.95131367,0.04056290,1.12609467,2.48413541,3.24649311,0.01957707,4.10106368,2.04652300,0.57352363
-5.39969985,10.27376071,0.04021292,1.18888466,2.60059075,3.35350440,0.01979206,4.21154917,2.13826874,0.58496226
-5.39369685,10.59523016,0.03981861,1.25335574,2.71916444,3.45987914,0.01999495,4.32010017,2.23001945,0.59620198
-5.38769385,10.91039017,0.03938109,1.31863362,2.83819443,3.56379953,0.02018171,4.42475285,2.32035571,0.60701919
-5.38169085,11.21342921,0.03890034,1.38374193,2.95581504,3.66332243,0.02034838,4.52337362,2.40774617,0.61716643
-5.37568784,11.49822788,0.03837546,1.44762544,3.07000514,3.75643806,0.02049134,4.61372517,2.49058594,0.62638164
-5.36968484,11.75855637,0.03780494,1.50917823,3.17864684,3.84113532,0.02060763,4.69354222,2.56724083,0.63439894
-5.36368184,11.98829017,0.03718713,1.56727577,3.27959253,3.91547132,0.02069532,4.76061380,2.63609595,0.64096023
-5.35767884,12.18163497,0.03652058,1.62080983,3.37073772,3.97764226,0.02075378,4.81286875,2.69560687,0.64582718
-5.35167584,12.33335114,0.03580452,1.66872487,3.45009650,4.02605271,0.02078400,4.84846034,2.74435119,0.64879301
-5.34567284,12.43896772,0.03503918,1.71005439,3.51587633,4.05938018,0.02078879,4.86584622,2.78107862,0.64969349
-5.33966983,12.49497583,0.03422621,1.74395570,3.56654868,4.07663214,0.02077299,4.86385986,2.80475708,0.64841654
-5.33366683,12.49899234,0.03336889,1.76974155,3.60091200,4.07719278,0.02074355,4.84176983,2.81461298,0.64490996
-5.32766383,12.44988553,0.03247237,1.78690720,3.61814407,4.06085717,0.02070947,4.79932406,2.81016367,0.63918686
-5.32166083,12.34785635,0.03154368,1.79515159,3.61784090,4.02785118,0.02068178,4.73677664,2.79124061,0.63132848
-5.31565783,12.19447054,0.03059175,1.79439151,3.60004014,3.97883586,0.02067323,4.65489560,2.75800183,0.62148412
-5.30965483,11.99263963,0.02962725,1.78476818,3.56522771,3.91489590,0.02069801,4.55495127,2.71093338,0.60986831
-5.30365183,11.74655073,0.02866230,1.76664565,3.51432711,3.83751242,0.02077133,4.43868522,2.65083905,0.59675514
-5.29764882,11.46154781,0.02771014,1.74060116,3.44867173,3.74852094,0.02090887,4.30826139,2.57881922,0.58247006
-5.29164582,11.14396937,0.02678467,1.70740766,3.36996144,3.65005637,0.02112620,4.16620121,2.49623915,0.56737956
-5.28564282,10.80094939,0.02589997,1.66800932,3.28020527,3.54448705,0.02143812,4.01530583,2.40468844,0.55187910
-5.27963982,10.44019022,0.02506973,1.62349104,3.18165300,3.43434078,0.02185802,3.85856873,2.30593303,0.53637993
-5.27363682,10.06971729,0.02430673,1.57504319,3.07671868,3.32222568,0.02239720,3.69908266,2.20186187,0.52129536
-5.26763382,9.69762621,0.02362230,1.52392323,2.96789955,3.21074948,0.02306423,3.53994484,2.09443048,0.50702708
-5.26163082,9.33183280,0.02302587,1.47141567,2.85769402,3.10244019,0.02386438,3.38416456,1.98560355,0.49395231
-5.25562781,8.97983657,0.02252454,1.41879205,2.74852232,2.99967164,0.02479919,3.23457680,1.87729894,0.48241202
-5.24962481,8.64850684,0.02212283,1.36727266,2.64265289,2.90459661,0.02586607,3.09376532,1.77133509,0.47270108
-5.24362181,8.34389944,0.02182245,1.31799119,2.54213766,2.81909001,0.02705818,2.96399803,1.66938379,0.46506041
-5.23761881,8.07111036,0.02162227,1.27196378,2.44875843,2.74470410,0.02836438,2.84717651,1.57292980,0.45967161
-5.23161581,7.83417041,0.02151840,1.23006330,2.36398592,2.68263690,0.02976936,2.74480131,1.48323850,0.45665407
-5.22561281,7.63598300,0.02150442,1.19299970,2.28895266,2.63371454,0.03125406,2.65795319,1.40133235,0.45606467
-5.21960980,7.47830512,0.02157167,1.16130658,2.22443983,2.59838739,0.03279612,2.58729033,1.32797658,0.45789986
-5.21360680,7.36176931,0.02170970,1.13533440,2.17087759,2.57673927,0.03437061,2.53306022,1.26367390,0.46209990
-5.20760380,7.28594272,0.02190682,1.11524981,2.12835801,2.56850851,0.03595082,2.49512482,1.20866797,0.46855490
-5.20160080,7.24941819,0.02215062,1.10104089,2.09665885,2.57311901,0.03750923,2.47299669,1.16295478,0.47711229
-5.19559780,7.24993050,0.02242864,1.09252755,2.07527632,2.58971935,0.03901845,2.46588360,1.12630094,0.48758521
-5.18959480,7.28449104,0.02272887,1.08937638,2.06346468,2.61722738,0.04045226,2.47273901,1.09826780,0.49976120
-5.18359180,7.34953331,0.02304041,1.09111899,2.06028019,2.65437816,0.04178659,2.49231549,1.07823984,0.51341098
-5.17758879,7.44106214,0.02335384,1.09717306,2.06462734,2.69977273,0.04300041,2.52321857,1.06545621,0.52829660
-5.17158579,7.55480004,0.02366171,1.10686506,2.07530502,2.75192564,0.04407656,2.56395868,1.05904393,0.54417868
-5.16558279,7.68632497,0.02395874,1.11945386,2.09105094,2.80930950,0.04500234,2.61299889,1.05805150,0.56082247
-5.15957979,7.83119499,0.02424198,1.13415452,2.11058260,2.87039495,0.04576998,2.66879725,1.06148178,0.57800248
-5.15357679,7.98505640,0.02451083,1.15016146,2.13263376,2.93368527,0.04637683,2.72984238,1.06832318,0.59550556
-5.14757379,8.14373376,0.02476686,1.16667055,2.15598561,2.99774498,0.04682541,2.79468188,1.07757826,0.61313253
-5.14157079,8.30330099,0.02501353,1.18289968,2.17949226,3.06122240,0.04712316,2.86194367,1.08828933,0.63069839
-5.13556778,8.46013442,0.02525586,1.19810741,2.20210061,3.12286654,0.04728200,2.93035046,1.09956039,0.64803142
-5.12956478,8.61094951,0.02549990,1.21160953,2.22286495,3.18153901,0.04731775,2.99872855,1.11057540,0.66497137
-5.12356178,8.75282377,0.02575223,1.22279333,2.24095672,3.23622183,0.04724931,3.06601175,1.12061284,0.68136715
-5.11755878,8.88320885,0.02601937,1.23112952,2.25567039,3.28602225,0.04709779,3.13124215,1.12905643,0.69707434
-5.11155578,8.99993528,0.02630722,1.23618172,2.26642605,3.33017567,0.04688559,3.19356888,1.13540254,0.71195297
-5.10555278,9.10121268,0.02662058,1.23761357,2.27276968,3.36804763,0.04663540,3.25224630,1.13926439,0.72586577
-5.09954977,9.18562845,0.02696265,1.23519340,2.27437184,3.39913579,0.04636928,3.30663290,1.14037336,0.73867729
-5.09354677,9.25214697,0.02733470,1.22879654,2.27102530,3.42307242,0.04610781,3.35619170,1.13857796,0.75025408
-5.08754377,9.30011054,0.02773587,1.21840534,2.26264222,3.43962772,0.04586936,3.40049276,1.13384061,0.76046591
-5.08154077,9.32924277,0.02816301,1.20410684,2.24925096,3.44871391,0.04566948,3.43921798,1.12623253,0.76918822
-5.07553777,9.33965359,0.02861077,1.18608836,2.23099274,3.45038970,0.04552049,3.47216788,1.11592724,0.77630563
-5.06953477,9.33184486,0.02907175,1.16463086,2.20811780,3.44486452,0.04543123,3.49926980,1.10319249,0.78171618
-5.06353177,9.30671424,0.02953681,1.14010040,2.18098098,3.43250159,0.04540698,3.52058640,1.08838098,0.78533623
-5.05752876,9.26555501,0.02999546,1.11293759,2.15003609,3.41381877,0.04544956,3.53632320,1.07191995,0.78710559
-5.05152576,9.21004862,0.03043633,1.08364554,2.11582871,3.38948613,0.04555756,3.54683385,1.05429949,0.78699232
-5.04552276,9.14224745,0.03084776,1.05277612,2.07898688,3.36031927,0.04572665,3.55262140,1.03605970,0.78499709
-5.03951976,9.06454497,0.03121828,1.02091510,2.04020928,3.32726731,0.04595006,3.55433444,1.01777676,0.78115645
-5.03351676,8.97963150,0.03153722,0.98866628,2.00025062,3.29139531,0.04621903,3.55275675,1.00004775,0.77554480
-5.02751376,8.89043429,0.03179518,0.95663501,1.95990399,3.25386043,0.04652330,3.54878982,0.98347461,0.76827468
-5.02151076,8.80004194,0.03198449,0.92541145,1.91998050,3.21588240,0.04685161,3.54342768,0.96864711,0.75949535
-5.01550775,8.71161427,0.03209958,0.89555402,1.88128632,3.17870857,0.04719215,3.53772456,0.95612543,0.74938940
-5.00950475,8.62827980,0.03213717,0.86757339,1.84459775,3.14357471,0.04753291,3.53275576,0.94642237,0.73816757
-5.00350175,8.55302455,0.03209649,0.84191760,1.81063527,3.11166300,0.04786206,3.52957342,0.93998611,0.72606197
-4.99749875,8.48857652,0.03197926,0.81895859,1.78003734,3.08405888,0.04816816,3.52915879,0.93718364,0.71331783
-4.99149575,8.43729119,0.03178962,0.79898082,1.75333529,3.06170888,0.04844038,3.53237347,0.93828587,0.70018438
-4.98549275,8.40104411,0.03153397,0.78217220,1.73093050,3.04538153,0.04866860,3.53991216,0.94345493,0.68690519
-4.97948974,8.38113639,0.03122068,0.76861788,1.71307505,3.03563350,0.04884353,3.55225964,0.95273433,0.67370849
-4.97348674,8.37821907,0.03085979,0.75829703,1.69985711,3.03278300,0.04895671,3.56965485,0.96604268,0.66079807
-4.96748374,8.39224149,0.03046263,0.75108306,1.69119205,3.03689224,0.04900063,3.59206441,0.98317147,0.64834525
-4.96148074,8.42242793,0.03004145,0.74674725,1.68682010,3.04776031,0.04896869,3.61916783,1.00378733,0.63648238
-4.95547774,8.46728542,0.02960897,0.74496574,1.68631106,3.06492722,0.04885534,3.65035597,1.02743894,0.62529819
-4.94947474,8.52464398,0.02917808,0.74533002,1.68907617,3.08768967,0.04865610,3.68474346,1.05356861,0.61483542
-4.94347174,8.59172886,0.02876138,0.74736023,1.69438709,3.11512791,0.04836770,3.72119536,1.08152836,0.60509072
-4.93746873,8.66526263,0.02837098,0.75052128,1.70140114,3.14614306,0.04798822,3.75836723,1.11059994,0.59601690
-4.93146573,8.74159305,0.02801812,0.75424095,1.70919216,3.17950312,0.04751723,3.79475695,1.14001814,0.58752745
-4.92546273,8.81684120,0.02771304,0.75792942,1.71678543,3.21389574,0.04695597,3.82876617,1.16899656,0.57950297
-4.91945973,8.88706303,0.02746473,0.76099952,1.72319530,3.24798524,0.04630747,3.85876833,1.19675457,0.57179926
-4.91345673,8.94841660,0.02728088,0.76288690,1.72746372,3.28047112,0.04557677,3.88318002,1.22254460,0.56425646
-4.90745373,8.99732678,0.02716773,0.76306924,1.72869797,3.31014519,0.04477094,3.90053186,1.24567826,0.55670893
-4.90145073,9.03063917,0.02713007,0.76108384,1.72610566,3.33594437,0.04389919,3.90953545,1.26555021,0.54899513
-4.89544772,9.04575551,0.02717124,0.75654274,1.71902549,3.35699661,0.04297283,3.90914282,1.28165872,0.54096701
-4.88944472,9.04074381,0.02729309,0.74914488,1.70695230,3.37265741,0.04200522,3.89859530,1.29362190,0.53249853
-4.88344172,9.01441773,0.02749606,0.73868476,1.68955509,3.38253534,0.04101161,3.87745939,1.30118878,0.52349275
-4.87743872,8.96638142,0.02777920,0.72505733,1.66668757,3.38650503,0.04000888,3.84564783,1.30424499,0.51388715
-4.87143572,8.89703802,0.02814027,0.70825889,1.63839053,3.38470724,0.03901525,3.80342502,1.30281253,0.50365710
-4.86543272,8.80756164,0.02857575,0.68838417,1.60488625,3.37753604,0.03804994,3.75139664,1.29704399,0.49281717
-4.85942971,8.69983522,0.02908097,0.66561980,1.56656542,3.36561382,0.03713267,3.69048444,1.28721149,0.48142054
-4.85342671,8.57635765,0.02965016,0.64023448,1.52396729,3.34975575,0.03628325,3.62188766,1.27369091,0.46955639
-4.84742371,8.44012589,0.03027655,0.61256651,1.47775437,3.33092547,0.03552105,3.54703344,1.25694250,0.45734570
-4.84142071,8.29449843,0.03095245,0.58300924,1.42868293,3.31018460,0.03486446,3.46751900,1.23748873,0.44493563
-4.83541771,8.14304745,0.03166937,0.55199524,1.37757092,3.28863878,0.03433044,3.38504876,1.21589066,0.43249302
-4.82941471,7.98940748,0.03241810,0.51997984,1.32526502,3.26738298,0.03393399,3.30136956,1.19272395,0.42019715
-4.82341171,7.83712805,0.03318882,0.48742483,1.27260822,3.24744911,0.03368765,3.21820738,1.16855581,0.40823249
-4.81740870,7.68953746,0.03397121,0.45478300,1.22040966,3.22975836,0.03360119,3.13720830,1.14392381,0.39678147
-4.81140570,7.54962375,0.03475459,0.42248412,1.16941774,3.21508081,0.03368113,3.05988647,1.11931771,0.38601789
-4.80540270,7.41993780,0.03552801,0.39092276,1.12029778,3.20400393,0.03393052,2.98758099,1.09516479,0.37610115
-4.79939970,7.30252215,0.03628041,0.36044852,1.07361481,3.19691148,0.03434871,2.92142321,1.07181943,0.36717140
-4.79339670,7.19886726,0.03700072,0.33135863,1.02982194,3.19397339,0.03493119,2.86231508,1.04955707,0.35934593
-4.78739370,7.10989567,0.03767802,0.30389323,0.98925445,3.19514663,0.03566953,2.81091886,1.02857258,0.35271671
-4.78139070,7.03597285,0.03830167,0.27823322,0.95212940,3.20018671,0.03655146,2.76765748,1.00898284,0.34734908
-4.77538769,6.97694210,0.03886146,0.25450042,0.91855016,3.20866854,0.03756093,2.73272456,0.99083304,0.34328156
-4.76938469,6.93217987,0.03934777,0.23276003,0.88851538,3.22001512,0.03867838,2.70610266,0.97410611,0.34052657
-4.76338169,6.90066697,0.03975171,0.21302482,0.86193138,3.23353219,0.03988102,2.68758784,0.95873448,0.33907192
-4.75737869,6.88107050,0.04006525,0.19526082,0.83862707,3.24844652,0.04114328,2.67681857,0.94461331,0.33888289
-4.75137569,6.87183137,0.04028141,0.17939413,0.81837039,3.26394581,0.04243722,2.67330702,0.93161431,0.33990462
-4.74537269,6.87125219,0.04039436,0.16531832,0.80088531,3.27921769,0.04373319,2.67647064,0.91959929,0.34206478
-4.73936968,6.87758071,0.04039959,0.15290221,0.78586843,3.29348597,0.04500041,2.68566230,0.90843265,0.34527615
-4.73336668,6.88908490,0.04029395,0.14199748,0.77300445,3.30604227,0.04620767,2.70019757,0.89799199,0.34943917
-4.72736368,6.90411629,0.04007583,0.13244607,0.76197981,3.31627165,0.04732405,2.71937786,0.88817648,0.35444423
-4.72136068,6.92115945,0.03974512,0.12408678,0.75249404,3.32367118,0.04831973,2.74250881,0.87891244,0.36017379
-4.71535768,6.93886622,0.03930333,0.11676125,0.74426851,3.32786112,0.04916663,2.76891345,0.87015606,0.36650408
-4.70935468,6.95607473,0.03875354,0.11031883,0.73705256,3.32858844,0.04983924,2.79794023,0.86189314,0.37330672
-4.70335168,6.97181383,0.03810036,0.10462058,0.73062684,3.32572332,0.05031520,2.82896639,0.85413615,0.38045002
-4.69734867,6.98529462,0.03734988,0.09954213,0.72480429,3.31924923,0.05057596,2.86139725,0.84691885,0.38780021
-4.69134567,6.99589131,0.03650953,0.09497559,0.71942895,3.30924792,0.05060722,2.89466231,0.84028903,0.39522259
-4.68534267,7.00311440,0.03558797,0.09083053,0.71437304,3.29588056,0.05039936,2.92820946,0.83429993,0.40258269
-4.67933967,7.00657893,0.03459490,0.08703402,0.70953273,3.27936657,0.04994766,2.96149815,0.82900094,0.40974757
-4.67333667,7.00597116,0.03354087,0.08353006,0.70482321,3.25996173,0.04925241,2.99399278,0.82442845,0.41658715
-4.66733367,7.00101659,0.03243711,0.08027832,0.70017344,3.23793713,0.04831888,3.02515743,0.82059726,0.42297583
-4.66133067,6.99145195,0.03129531,0.07725250,0.69552102,3.21356013,0.04715711,3.05445253,0.81749339,0.42879422
-4.65532766,6.97700340,0.03012739,0.07443832,0.69080769,3.18707868,0.04578159,3.08133442,0.81506867,0.43393096
-4.64932466,6.95737254,0.02894533,0.07183137,0.68597563,3.15870975,0.04421079,3.10525805,0.81323758,0.43828475
-4.64332166,6.93223122,0.02776100,0.06943487,0.68096489,3.12863248,0.04246661,3.12568298,0.81187646,0.44176639
