energy_ev,total_up,Ag_p_up,Ag_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.88594297,0.96290963,0.06970103,0.88230017,0.02089577,0.02421714,0.00362399,0.00506888,0.07724194,0.00000000
-5.87993997,0.98853136,0.07110701,0.90665404,0.02143784,0.02434584,0.00371336,0.00547011,0.07829087,0.00000000
-5.87393697,1.01112299,0.07220303,0.92835866,0.02187949,0.02434460,0.00378899,0.00590635,0.07894084,0.00000000
-5.86793397,1.03078349,0.07298969,0.94751047,0.02221572,0.02421944,0.00385099,0.00638104,0.07919174,0.00000000
-5.86193097,1.04772589,0.07347701,0.96430915,0.02244455,0.02397973,0.00389979,0.00689736,0.07905495,0.00000000
-5.85592796,1.06226783,0.07368407,0.97904888,0.02256705,0.02363788,0.00393605,0.00745806,0.07855285,0.00000000
-5.84992496,1.07481805,0.07363832,0.99210573,0.02258732,0.02320896,0.00396063,0.00806517,0.07771817,0.00000000
-5.84392196,1.08585909,0.07337459,1.00392154,0.02251239,0.02271022,0.00397454,0.00871981,0.07659286,0.00000000
-5.83791896,1.09592690,0.07293390,1.01498494,0.02235204,0.02216058,0.00397889,0.00942192,0.07522676,0.00000000
-5.83191596,1.10558808,0.07236205,1.02581016,0.02211853,0.02158007,0.00397479,0.01017010,0.07367606,0.00000000
-5.82591296,1.11541565,0.07170806,1.03691440,0.02182636,0.02098922,0.00396332,0.01096146,0.07200147,0.00000000
-5.81990995,1.12596444,0.07102259,1.04879490,0.02149189,0.02040855,0.00394546,0.01179149,0.07026644,0.00000000
-5.81390695,1.13774709,0.07035625,1.06190651,0.02113306,0.01985800,0.00392204,0.01265406,0.06853516,0.00000000
-5.80790395,1.15121178,0.06975810,1.07664084,0.02076901,0.01935648,0.00389372,0.01354145,0.06687069,0.00000000
-5.80190095,1.16672277,0.06927417,1.09330790,0.02041986,0.01892147,0.00386098,0.01444453,0.06533323,0.00000000
-5.79589795,1.18454446,0.06894627,1.11212121,0.02010644,0.01856876,0.00382405,0.01535292,0.06397843,0.00000000
-5.78989495,1.20483006,0.06881100,1.13318687,0.01985015,0.01831222,0.00378303,0.01625539,0.06285608,0.00000000
-5.78389195,1.22761516,0.06889915,1.15649737,0.01967291,0.01816381,0.00373782,0.01714021,0.06200902,0.00000000
-5.77788894,1.25281671,0.06923534,1.18193036,0.01959722,0.01813362,0.00368820,0.01799563,0.06147244,0.00000000
-5.77188594,1.28023765,0.06983816,1.20925259,0.01964626,0.01823008,0.00363392,0.01881045,0.06127349,0.00000000
-5.76588294,1.30957686,0.07072057,1.23812891,0.01984421,0.01846029,0.00357470,0.01957456,0.06143136,0.00000000
-5.75987994,1.34044432,0.07189075,1.26813610,0.02021657,0.01883047,0.00351036,0.02027953,0.06195777,0.00000000
-5.75387694,1.37238082,0.07335327,1.29878097,0.02079059,0.01934649,0.00344085,0.02091921,0.06285772,0.00000000
-5.74787394,1.40488147,0.07511054,1.32952211,0.02159577,0.02001452,0.00336636,0.02149025,0.06413077,0.00000000
-5.74187094,1.43742222,0.07716454,1.35979443,0.02266434,0.02084163,0.00328736,0.02199255,0.06577250,0.00000000
-5.73586793,1.46948807,0.07951865,1.38903564,0.02403173,0.02183658,0.00320469,0.02242969,0.06777627,0.00000000
-5.72986493,1.50060213,0.08217963,1.41671345,0.02573700,0.02301040,0.00311960,0.02280915,0.07013516,0.00000000
-5.72386193,1.53035409,0.08515951,1.44235257,0.02782315,0.02437711,0.00303378,0.02314251,0.07284394,0.00000000
-5.71785893,1.55842702,0.08847748,1.46556039,0.03033720,0.02595420,0.00294939,0.02344535,0.07590109,0.00000000
-5.71185593,1.58462123,0.09216139,1.48605015,0.03333018,0.02776307,0.00286906,0.02373718,0.07931065,0.00000000
-5.70585293,1.60887411,0.09624911,1.50366074,0.03685677,0.02982933,0.00279589,0.02404110,0.08308386,0.00000000
-5.69984992,1.63127501,0.10078929,1.51837212,0.04097465,0.03218279,0.00273341,0.02438330,0.08724053,0.00000000
-5.69384692,1.65207418,0.10584177,1.53031561,0.04574359,0.03485736,0.00268555,0.02479251,0.09180985,0.00000000
-5.68784392,1.67168521,0.11147730,1.53977845,0.05122415,0.03789060,0.00265653,0.02529928,0.09683088,0.00000000
-5.68184092,1.69068053,0.11777666,1.54720214,0.05747601,0.04132305,0.00265083,0.02593510,0.10235229,0.00000000
-5.67583792,1.70977967,0.12482910,1.55317438,0.06455605,0.04519727,0.00267303,0.02673157,0.10843162,0.00000000
-5.66983492,1.72983040,0.13273013,1.55841458,0.07251606,0.04955661,0.00272777,0.02771936,0.11513382,0.00000000
-5.66383192,1.75178311,0.14157860,1.56375316,0.08140020,0.05444375,0.00281953,0.02892733,0.12252919,0.00000000
-5.65782891,1.77665897,0.15147324,1.57010520,0.09124237,0.05989896,0.00295256,0.03038148,0.13069070,0.00000000
-5.65182591,1.80551271,0.16250858,1.57843898,0.10206338,0.06595827,0.00313070,0.03210402,0.13969082,0.00000000
-5.64582291,1.83939131,0.17477059,1.58974060,0.11386821,0.07265138,0.00335722,0.03411254,0.14959785,0.00000000
-5.63981991,1.87928978,0.18833192,1.60497557,0.12664336,0.07999964,0.00363466,0.03641913,0.16047196,0.00000000
-5.63381691,1.92610573,0.20324709,1.62504889,0.14035451,0.08801395,0.00396468,0.03902978,0.17236108,0.00000000
-5.62781391,1.98059432,0.21954775,1.65076498,0.15494451,0.09669280,0.00434792,0.04194376,0.18529675,0.00000000
-5.62181091,2.04332551,0.23723820,1.68278907,0.17033195,0.10602047,0.00478384,0.04515324,0.19929015,0.00000000
-5.61580790,2.11464522,0.25629140,1.72161151,0.18641034,0.11596550,0.00527063,0.04864305,0.21432845,0.00000000
-5.60980490,2.19464237,0.27664557,1.76751675,0.20304800,0.12647956,0.00580509,0.05239058,0.23037174,0.00000000
-5.60380190,2.28312325,0.29820180,1.82055816,0.22008885,0.13749670,0.00638263,0.05636591,0.24735063,0.00000000
-5.59779890,2.37959469,0.32082254,1.88054017,0.23735398,0.14893313,0.00699721,0.06053211,0.26516468,0.00000000
-5.59179590,2.48325711,0.34433134,1.94700867,0.25464420,0.16068761,0.00764142,0.06484572,0.28368185,0.00000000
-5.58579290,2.59300832,0.36851384,2.01925037,0.27174337,0.17264235,0.00830650,0.06925739,0.30273901,0.00000000
-5.57978989,2.70745826,0.39312008,2.09630163,0.28842264,0.18466465,0.00898257,0.07371278,0.32214353,0.00000000
-5.57378689,2.82495481,0.41786815,2.17696666,0.30444531,0.19660900,0.00965874,0.07815351,0.34167605,0.00000000
-5.56778389,2.94361999,0.44244916,2.25984479,0.31957236,0.20831994,0.01032338,0.08251834,0.36109436,0.00000000
-5.56178089,3.06139568,0.46653333,2.34336606,0.33356830,0.21963527,0.01096442,0.08674442,0.38013824,0.00000000
-5.55577789,3.17609743,0.48977720,2.42583393,0.34620733,0.23038980,0.01156965,0.09076868,0.39853524,0.00000000
-5.54977489,3.28547462,0.51183157,2.50547380,0.35727941,0.24041942,0.01212704,0.09452926,0.41600719,0.00000000
-5.54377189,3.38727478,0.53235018,2.58048550,0.36659619,0.24956537,0.01262514,0.09796694,0.43227719,0.00000000
-5.53776888,3.47931006,0.55099852,2.64909783,0.37399640,0.25767856,0.01305341,0.10102657,0.44707693,0.00000000
-5.53176588,3.55952311,0.56746279,2.70962326,0.37935072,0.26462388,0.01340254,0.10365850,0.46015402,0.00000000
-5.52576288,3.62605025,0.58145850,2.76051065,0.38256563,0.27028424,0.01366477,0.10581985,0.47127916,0.00000000
-5.51975988,3.67727941,0.59273848,2.80039403,0.38358646,0.27456422,0.01383415,0.10747565,0.48025278,0.00000000
-5.51375688,3.71190089,0.60109997,2.82813571,0.38239913,0.27739334,0.01390672,0.10859980,0.48691103,0.00000000
-5.50775388,3.72894900,0.60639060,2.84286214,0.37903085,0.27872858,0.01388065,0.10917588,0.49113077,0.00000000
-5.50175088,3.72783329,0.60851301,2.84399130,0.37354955,0.27855625,0.01375630,0.10919760,0.49283356,0.00000000
-5.49574787,3.70835827,0.60742789,2.83125077,0.36606213,0.27689315,0.01353619,0.10866914,0.49198833,0.00000000
-5.48974487,3.67073110,0.60315542,2.80468601,0.35671166,0.27378677,0.01322492,0.10760507,0.48861268,0.00000000
-5.48374187,3.61555734,0.59577509,2.76465877,0.34567355,0.26931487,0.01282896,0.10603009,0.48277292,0.00000000
-5.47773887,3.54382506,0.58542380,2.71183603,0.33315096,0.26358409,0.01235650,0.10397844,0.47458260,0.00000000
-5.47173587,3.45687816,0.57229248,2.64717007,0.31936957,0.25672792,0.01181710,0.10149314,0.46419985,0.00000000
-5.46573287,3.35638028,0.55662123,2.57187067,0.30457197,0.24890404,0.01122139,0.09862489,0.45182342,0.00000000
-5.45972986,3.24427071,0.53869337,2.48737085,0.28901182,0.24029099,0.01058075,0.09543085,0.43768776,0.00000000
-5.45372686,3.12271403,0.51882839,2.39528728,0.27294811,0.23108455,0.00990695,0.09197327,0.42205719,0.00000000
-5.44772386,2.99404552,0.49737433,2.29737715,0.25663960,0.22149369,0.00921178,0.08831802,0.40521942,0.00000000
-5.44172086,2.86071401,0.47469966,2.19549294,0.24033972,0.21173637,0.00850678,0.08453303,0.38747869,0.00000000
-5.43571786,2.72522439,0.45118505,2.09153658,0.22429204,0.20203529,0.00780291,0.08068678,0.36914871,0.00000000
-5.42971486,2.59008116,0.42721536,1.98741446,0.20872646,0.19261368,0.00711031,0.07684686,0.35054565,0.00000000
-5.42371186,2.45773488,0.40317197,1.88499465,0.19385617,0.18369127,0.00643814,0.07307861,0.33198140,0.00000000
-5.41770885,2.33053286,0.37942581,1.78606717,0.17987544,0.17548045,0.00579438,0.06944394,0.31375731,0.00000000
-5.41170585,2.21067502,0.35633120,1.69230857,0.16695828,0.16818282,0.00518577,0.06600035,0.29615859,0.00000000
-5.40570285,2.10017596,0.33422068,1.60525110,0.15525782,0.16198601,0.00461778,0.06280013,0.27944948,0.00000000
-5.39969985,2.00083366,0.31340093,1.52625725,0.14490655,0.15706099,0.00409461,0.05988992,0.26386929,0.00000000
-5.39369685,1.91420517,0.29414983,1.45649974,0.13601706,0.15355972,0.00361923,0.05731039,0.24962945,0.00000000
-5.38769385,1.84158928,0.27671454,1.39694702,0.12868339,0.15161321,0.00319349,0.05509623,0.23691144,0.00000000
-5.38169085,1.78401598,0.26131074,1.34835430,0.12298271,0.15133002,0.00281821,0.05327642,0.22586573,0.00000000
-5.37568784,1.74224236,0.24812269,1.31125969,0.11897725,0.15279505,0.00249335,0.05187458,0.21661160,0.00000000
-5.36968484,1.71675437,0.23730416,1.28598525,0.11671628,0.15606874,0.00221810,0.05090961,0.20923773,0.00000000
-5.36368184,1.70777369,0.22897990,1.27264238,0.11623799,0.16118649,0.00199106,0.05039634,0.20380351,0.00000000
-5.35767884,1.71526909,0.22324753,1.27114105,0.11757122,0.16815839,0.00181040,0.05034628,0.20034089,0.00000000
-5.35167584,1.73897135,0.22017956,1.28120230,0.12073674,0.17696918,0.00167392,0.05076834,0.19885655,0.00000000
-5.34567284,1.77839090,0.21982537,1.30237350,0.12574810,0.18757843,0.00157924,0.05166950,0.19933439,0.00000000
-5.33966983,1.83283748,0.22221301,1.33404561,0.13261197,0.19992082,0.00152386,0.05305533,0.20173805,0.00000000
-5.33366683,1.90144090,0.22735043,1.37547206,0.14132782,0.21390675,0.00150524,0.05493032,0.20601332,0.00000000
-5.32766383,1.98317235,0.23522622,1.42578856,0.15188703,0.22942296,0.00152089,0.05729800,0.21209038,0.00000000
-5.32166083,2.07686567,0.24580970,1.48403342,0.16427134,0.24633351,0.00156838,0.06016080,0.21988577,0.00000000
-5.31565783,2.18123804,0.25905027,1.54916792,0.17845089,0.26448083,0.00164538,0.06351963,0.22930396,0.00000000
-5.30965483,2.29491001,0.27487606,1.62009633,0.19438169,0.28368713,0.00174970,0.06737322,0.24023847,0.00000000
-5.30365183,2.41642448,0.29319211,1.69568543,0.21200285,0.30375604,0.00187923,0.07171720,0.25257272,0.00000000
-5.29764882,2.54426490,0.31387804,1.77478313,0.23123377,0.32447460,0.00203201,0.07654299,0.26618048,0.00000000
-5.29164582,2.67687268,0.33678562,1.85623614,0.25197123,0.34561569,0.00220617,0.08183663,0.28092605,0.00000000
-5.28564282,2.81266412,0.36173633,1.93890672,0.27408698,0.36694077,0.00239993,0.08757747,0.29666436,0.00000000
-5.27963982,2.95004727,0.38851941,2.02168836,0.29742570,0.38820319,0.00261159,0.09373701,0.31324103,0.00000000
-5.27363682,3.08743912,0.41689051,2.10352057,0.32180378,0.40915192,0.00283953,0.10027777,0.33049263,0.00000000
-5.26763382,3.22328340,0.44657147,2.18340275,0.34700903,0.42953572,0.00308222,0.10715254,0.34824722,0.00000000
-5.26163082,3.35606953,0.47725126,2.26040736,0.37280151,0.44910785,0.00333819,0.11430388,0.36632535,0.00000000
-5.25562781,3.48435278,0.50858855,2.33369239,0.39891561,0.46763098,0.00360610,0.12166408,0.38454162,0.00000000
-5.24962481,3.60677585,0.54021593,2.40251309,0.42506343,0.48488253,0.00388473,0.12915554,0.40270689,0.00000000
-5.24362181,3.72209158,0.57174576,2.46623308,0.45093949,0.50066009,0.00417301,0.13669179,0.42063113,0.00000000
-5.23761881,3.82918664,0.60277784,2.52433466,0.47622670,0.51478673,0.00447007,0.14417890,0.43812695,0.00000000
-5.23161581,3.92710543,0.63290850,2.57642806,0.50060334,0.52711624,0.00477530,0.15151747,0.45501369,0.00000000
-5.22561281,4.01507349,0.66174089,2.62225943,0.52375103,0.53753778,0.00508834,0.15860505,0.47112192,0.00000000
-5.21960980,4.09251927,0.68889621,2.66171707,0.54536321,0.54597998,0.00540918,0.16533891,0.48629818,0.00000000
-5.21360680,4.15909313,0.71402517,2.69483556,0.56515384,0.55241401,0.00573812,0.17161903,0.50040975,0.00000000
-5.20760380,4.21468229,0.73681930,2.72179714,0.58286601,0.55685565,0.00607586,0.17735126,0.51334910,0.00000000
-5.20160080,4.25942029,0.75702154,2.74292987,0.59828000,0.55936600,0.00642345,0.18245038,0.52503783,0.00000000
-5.19559780,4.29368990,0.77443533,2.75870212,0.61122037,0.56005073,0.00678230,0.18684303,0.53542979,0.00000000
-5.18959480,4.31811816,0.78893187,2.76971281,0.62156177,0.55905783,0.00715412,0.19047019,0.54451303,0.00000000
-5.18359180,4.33356303,0.80045488,2.77667722,0.62923307,0.55657375,0.00754088,0.19328932,0.55231059,0.00000000
-5.17758879,4.34109097,0.80902265,2.78040823,0.63421966,0.55281801,0.00794472,0.19527580,0.55887971,0.00000000
-5.17158579,4.34194555,0.81472694,2.78179293,0.63656362,0.54803647,0.00836782,0.19642370,0.56430952,0.00000000
-5.16558279,4.33750753,0.81772887,2.78176522,0.63636181,0.54249336,0.00881232,0.19674585,0.56871729,0.00000000
-5.15957979,4.32924747,0.81825169,2.78127464,0.63376188,0.53646236,0.00928013,0.19627317,0.57224306,0.00000000
-5.15357679,4.31867218,0.81657078,2.78125264,0.62895624,0.53021718,0.00977282,0.19505317,0.57504319,0.00000000
-5.14757379,4.30726726,0.81300133,2.78257728,0.62217443,0.52402182,0.01029143,0.19314796,0.57728276,0.00000000
-5.14157079,4.29643776,0.80788415,2.78603767,0.61367408,0.51812112,0.01083639,0.19063154,0.57912746,0.00000000
-5.13556778,4.28744985,0.80157051,2.79229990,0.60373090,0.51273195,0.01140737,0.18758683,0.58073509,0.00000000
-5.12956478,4.28137619,0.79440647,2.80187582,0.59262818,0.50803538,0.01200317,0.18410223,0.58224736,0.00000000
-5.12356178,4.27904784,0.78671777,2.81509659,0.58064634,0.50417032,0.01262171,0.18026830,0.58378222,0.00000000
-5.11755878,4.28101529,0.77879596,2.83209235,0.56805289,0.50122894,0.01325996,0.17617427,0.58542732,0.00000000
-5.11155578,4.28752102,0.77088637,2.85277946,0.55509340,0.49925401,0.01391405,0.17190500,0.58723488,0.00000000
-5.10555278,4.29848532,0.76317883,2.87685642,0.54198380,0.49823846,0.01457930,0.16753811,0.58921829,0.00000000
-5.09954977,4.31350669,0.75580128,2.90380907,0.52890439,0.49812705,0.01525036,0.16314174,0.59135079,0.00000000
-5.09354677,4.33187714,0.74881687,2.93292540,0.51599576,0.49882026,0.01592141,0.15877282,0.59356616,0.00000000
-5.08754377,4.35261227,0.74222445,2.96331971,0.50335682,0.50018006,0.01658639,0.15447603,0.59576163,0.00000000
-5.08154077,4.37449491,0.73596253,2.99396523,0.49104489,0.50203742,0.01723920,0.15028339,0.59780278,0.00000000
-5.07553777,4.39613042,0.72991637,3.02373421,0.47907782,0.50420107,0.01787400,0.14621447,0.59953021,0.00000000
-5.06953477,4.41601118,0.72392773,3.05144345,0.46743793,0.50646716,0.01848543,0.14227729,0.60076767,0.00000000
-5.06353177,4.43258701,0.71780675,3.07590341,0.45607744,0.50862933,0.01906888,0.13846959,0.60133133,0.00000000
-5.05752876,4.44433811,0.71134527,3.09596852,0.44492518,0.51048855,0.01962070,0.13478064,0.60103942,0.00000000
-5.05152576,4.44984681,0.70433079,3.11058619,0.43389394,0.51186246,0.02013833,0.13119324,0.59972214,0.00000000
-5.04552276,4.44786437,0.69656022,3.11884211,0.42288833,0.51259346,0.02062042,0.12768591,0.59723090,0.00000000
-5.03951976,4.43736957,0.68785285,3.11999952,0.41181244,0.51255542,0.02106687,0.12423508,0.59344670,0.00000000
-5.03351676,4.41761601,0.67806172,3.11353066,0.40057712,0.51165852,0.02147881,0.12081725,0.58828707,0.00000000
-5.02751376,4.38816590,0.66708282,3.09913849,0.38910639,0.50985204,0.02185847,0.11741080,0.58171121,0.00000000
-5.02151076,4.34890872,0.65486175,3.07676815,0.37734279,0.50712510,0.02220903,0.11399766,0.57372317,0.00000000
-5.01550775,4.30006419,0.64139752,3.04660723,0.36525136,0.50350525,0.02253442,0.11056451,0.56437278,0.00000000
-5.00950475,4.24216961,0.62674352,3.00907542,0.35282233,0.49905519,0.02283900,0.10710363,0.55375455,0.00000000
-5.00350175,4.17605278,0.61100549,2.96480400,0.34007221,0.49386777,0.02312733,0.10361336,0.54200430,0.00000000
-4.99749875,4.10279233,0.59433698,2.91460666,0.32704358,0.48805970,0.02340383,0.10009810,0.52929417,0.00000000
-4.99149575,4.02366787,0.57693255,2.85944326,0.31380368,0.48176432,0.02367253,0.09656805,0.51582590,0.00000000
-4.98549275,3.94010305,0.55901915,2.80037864,0.30044177,0.47512396,0.02393676,0.09303861,0.50182306,0.00000000
-4.97948974,3.85360467,0.54084632,2.73853873,0.28706583,0.46828222,0.02419897,0.08952951,0.48752261,0.00000000
-4.97348674,3.76570119,0.52267572,2.67506619,0.27379863,0.46137676,0.02446056,0.08606389,0.47316605,0.00000000
-4.96748374,3.67788384,0.50477061,2.61107787,0.26077341,0.45453292,0.02472179,0.08266717,0.45899092,0.00000000
-4.96148074,3.59155309,0.48738581,2.54762610,0.24812966,0.44785847,0.02498174,0.07936607,0.44522279,0.00000000
-4.95547774,3.50797290,0.47075860,2.48566527,0.23600894,0.44143980,0.02523837,0.07618751,0.43206826,0.00000000
-4.94947474,3.42823455,0.45510098,2.42602531,0.22455102,0.43533958,0.02548862,0.07315777,0.41970914,0.00000000
-4.94347174,3.35323110,0.44059355,2.36939248,0.21389060,0.42959610,0.02572861,0.07030169,0.40829813,0.00000000
-4.93746873,3.28364293,0.42738117,2.31629819,0.20415443,0.42422405,0.02595383,0.06764205,0.39795596,0.00000000
-4.93146573,3.21993422,0.41557048,2.26711539,0.19545906,0.41921671,0.02615940,0.06519917,0.38877015,0.00000000
-4.92546273,3.16235949,0.40522921,2.22206235,0.18790906,0.41454935,0.02634039,0.06299053,0.38079514,0.00000000
-4.91945973,3.11097887,0.39638717,2.18121264,0.18159574,0.41018345,0.02649203,0.06103072,0.37405389,0.00000000
-4.91345673,3.06568061,0.38903858,2.14451046,0.17659623,0.40607158,0.02661002,0.05933131,0.36854048,0.00000000
-4.90745373,3.02620867,0.38314568,2.11178978,0.17297276,0.40216257,0.02669080,0.05790090,0.36422368,0.00000000
-4.90145073,2.99219371,0.37864307,2.08279614,0.17077216,0.39840660,0.02673168,0.05674521,0.36105111,0.00000000
-4.89544772,2.96318521,0.37544264,2.05720954,0.17002540,0.39476017,0.02673107,0.05586714,0.35895374,0.00000000
-4.88944472,2.93868322,0.37343870,2.03466725,0.17074704,0.39119036,0.02668857,0.05526686,0.35785048,0.00000000
-4.88344172,2.91816786,0.37251302,2.01478540,0.17293474,0.38767860,0.02660500,0.05494190,0.35765267,0.00000000
-4.87743872,2.90112553,0.37253955,1.99717832,0.17656857,0.38422352,0.02648241,0.05488710,0.35826811,0.00000000
-4.87143572,2.88707086,0.37338869,1.98147508,0.18161041,0.38084296,0.02632403,0.05509466,0.35960469,0.00000000
-4.86543272,2.87556373,0.37493084,1.96733265,0.18800324,0.37757509,0.02613410,0.05555407,0.36157336,0.00000000
-4.85942971,2.86622120,0.37703932,1.95444543,0.19567061,0.37447872,0.02591777,0.05625206,0.36409040,0.00000000
-4.85342671,2.85872449,0.37959247,1.94255124,0.20451638,0.37163271,0.02568085,0.05717260,0.36707901,0.00000000
-4.84742371,2.85282121,0.38247514,1.93143390,0.21442466,0.36913472,0.02542959,0.05829687,0.37047028,0.00000000
-4.84142071,2.84832348,0.38557946,1.92092272,0.22526032,0.36709929,0.02517042,0.05960332,0.37420344,0.00000000
-4.83541771,2.84510250,0.38880513,1.91088937,0.23687002,0.36565534,0.02490967,0.06106785,0.37822566,0.00000000
-4.82941471,2.84308049,0.39205938,1.90124265,0.24908383,0.36494320,0.02465331,0.06266397,0.38249135,0.00000000
-4.82341171,2.84222045,0.39525648,1.89192173,0.26171756,0.36511119,0.02440671,0.06436319,0.38696119,0.00000000
-4.81740870,2.84251480,0.39831733,1.88288834,0.27457569,0.36631178,0.02417437,0.06613546,0.39160081,0.00000000
-4.81140570,2.84397319,0.40116886,1.87411862,0.28745499,0.36869739,0.02395972,0.06794966,0.39637944,0.00000000
-4.80540270,2.84661032,0.40374359,1.86559484,0.30014856,0.37241592,0.02376498,0.06977426,0.40126842,0.00000000
-4.79939970,2.85043400,0.40597931,1.85729761,0.31245035,0.37760585,0.02359101,0.07157796,0.40623973,0.00000000
-4.79339670,2.85543391,0.40781899,1.84919881,0.32415975,0.38439110,0.02343729,0.07333039,0.41126455,0.00000000
-4.78739370,2.86157122,0.40921080,1.84125548,0.33508638,0.39287575,0.02330186,0.07500281,0.41631198,0.00000000
-4.78139070,2.86876937,0.41010842,1.83340492,0.34505455,0.40313849,0.02318141,0.07656871,0.42134780,0.00000000
-4.77538769,2.87690613,0.41047146,1.82556098,0.35390744,0.41522719,0.02307139,0.07800441,0.42633340,0.00000000
-4.76938469,2.88580695,0.41026602,1.81761178,0.36151069,0.42915356,0.02296613,0.07928950,0.43122489,0.00000000
-4.76338169,2.89524005,0.40946522,1.80941875,0.36775529,0.44488821,0.02285912,0.08040722,0.43597240,0.00000000
-4.75737869,2.90491309,0.40804986,1.80081699,0.37255968,0.46235639,0.02274318,0.08134458,0.44051952,0.00000000
-4.75137569,2.91447189,0.40600885,1.79161698,0.37587099,0.48143451,0.02261079,0.08209250,0.44480309,0.00000000
-4.74537269,2.92350126,0.40333967,1.78160751,0.37766532,0.50194794,0.02245437,0.08264567,0.44875317,0.00000000
-4.73936968,2.93152822,0.40004854,1.77055987,0.37794725,0.52367020,0.02226654,0.08300238,0.45229337,0.00000000
-4.73336668,2.93802790,0.39615050,1.75823304,0.37674856,0.54632387,0.02204044,0.08316419,0.45534157,0.00000000
-4.72736368,2.94243204,0.39166920,1.74437993,0.37412619,0.56958335,0.02177000,0.08313556,0.45781094,0.00000000
-4.72136068,2.94414041,0.38663663,1.72875447,0.37015985,0.59307967,0.02145012,0.08292341,0.45961147,0.00000000
-4.71535768,2.94253482,0.38109245,1.71111929,0.36494909,0.61640725,0.02107692,0.08253668,0.46065185,0.00000000
-4.70935468,2.93699574,0.37508338,1.69125389,0.35861025,0.63913270,0.02064784,0.08198586,0.46084181,0.00000000
-4.70335168,2.92692085,0.36866223,1.66896295,0.35127336,0.66080534,0.02016176,0.08128261,0.46009472,0.00000000
-4.69734867,2.91174515,0.36188697,1.64408449,0.34307899,0.68096916,0.01961901,0.08043935,0.45833058,0.00000000
-4.69134567,2.89096183,0.35481960,1.61649758,0.33417540,0.69917590,0.01902138,0.07946900,0.45547914,0.00000000
-4.68534267,2.86414295,0.34752498,1.58612915,0.32471583,0.71499869,0.01837206,0.07838470,0.45148303,0.00000000
-4.67933967,2.83095904,0.34006964,1.55295971,0.31485607,0.72804567,0.01767551,0.07719960,0.44630091,0.00000000
-4.67333667,2.79119661,0.33252053,1.51702744,0.30475235,0.73797311,0.01693736,0.07592678,0.43991028,0.00000000
-4.66733367,2.74477256,0.32494386,1.47843060,0.29455945,0.74449730,0.01616419,0.07457910,0.43230998,0.00000000
-4.66133067,2.69174465,0.31740391,1.43732780,0.28442904,0.74740478,0.01536339,0.07316920,0.42352207,0.00000000
-4.65532766,2.63231744,0.30996202,1.39393625,0.27450822,0.74656029,0.01454294,0.07170941,0.41359316,0.00000000
-4.64932466,2.56684295,0.30267564,1.34852781,0.26493814,0.74191219,0.01371120,0.07021175,0.40259491,0.00000000
-4.64332166,2.49581619,0.29559766,1.30142297,0.25585275,0.73349491,0.01287670,0.06868790,0.39062375,0.00000000
