energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,12.98293218,1.37777661,0.00000000,3.03864415,9.83615581,2.34536141,0.00000000
-5.99399700,12.92175876,1.37017666,0.00000000,3.03564020,9.78882930,2.33022618,0.00000000
-5.98799400,12.82470505,1.36010799,0.00000000,3.02675035,9.71182698,2.31084169,0.00000000
-5.98199100,12.69284717,1.34749657,0.00000000,3.01225352,9.60593449,2.28738758,0.00000000
-5.97598799,12.52793107,1.33234541,0.00000000,2.99248490,9.47255278,2.26008046,0.00000000
-5.96998499,12.33232201,1.31473442,0.00000000,2.96783564,9.31365035,2.22917412,0.00000000
-5.96398199,12.10893565,1.29481741,0.00000000,2.93875412,9.13169600,2.19495997,0.00000000
-5.95797899,11.86115342,1.27281652,0.00000000,2.90574820,8.92957520,2.15776770,0.00000000
-5.95197599,11.59272555,1.24901401,0.00000000,2.86938795,8.71049362,2.11796568,0.00000000
-5.94597299,11.30766546,1.22374180,0.00000000,2.83030807,8.47787217,2.07596092,0.00000000
-5.93996998,11.01013946,1.19736918,0.00000000,2.78920914,8.23523791,2.03219820,0.00000000
-5.93396698,10.70435584,1.17028918,0.00000000,2.74685694,7.98611553,1.98715800,0.00000000
-5.92796398,10.39445697,1.14290412,0.00000000,2.70407884,7.73392364,1.94135288,0.00000000
-5.92196098,10.08441805,1.11561098,0.00000000,2.66175676,7.48187980,1.89532219,0.00000000
-5.91595798,9.77795532,1.08878712,0.00000000,2.62081586,7.23291786,1.84962474,0.00000000
-5.90995498,9.47844631,1.06277711,0.00000000,2.58220875,6.98961997,1.80482957,0.00000000
-5.90395198,9.18886383,1.03788094,0.00000000,2.54689519,6.75416545,1.76150468,0.00000000
-5.89794897,8.91172495,1.01434422,0.00000000,2.51581727,6.52829729,1.72020414,0.00000000
-5.89194597,8.64905555,0.99235073,0.00000000,2.48987095,6.31330665,1.68145380,0.00000000
-5.88594297,8.40237058,0.97201738,0.00000000,2.46987450,6.11003469,1.64573611,0.00000000
-5.87993997,8.17266944,0.95339191,0.00000000,2.45653536,5.91889056,1.61347473,0.00000000
-5.87393697,7.96044582,0.93645317,0.00000000,2.45041663,5.73988364,1.58501964,0.00000000
-5.86793397,7.76571081,0.92111393,0.00000000,2.45190495,5.57266777,1.56063336,0.00000000
-5.86193097,7.58802788,0.90722600,0.00000000,2.46118158,5.41659496,1.54047930,0.00000000
-5.85592796,7.42655806,0.89458731,0.00000000,2.47819837,5.27077569,1.52461278,0.00000000
-5.84992496,7.28011394,0.88295073,0.00000000,2.50266037,5.13414313,1.51297547,0.00000000
-5.84392196,7.14722027,0.87203402,0.00000000,2.53401655,5.00551848,1.50539377,0.00000000
-5.83791896,7.02617977,0.86153071,0.00000000,2.57145992,4.88367492,1.50158150,0.00000000
-5.83191596,6.91514197,0.85112135,0.00000000,2.61393769,4.76739786,1.50114704,0.00000000
